登録番号,名称,住所,緯度,経度,座標系,電話,古紙,金属,ガラス,古布,その他,その他内容
145,(株)オグラ,江戸川区松江4-29-1,35.691471,139.871536,JGD2011,03-3652-6713,,,○,,,
164,(有)山口商店,江戸川区東小松川2-23-12,35.694427,139.866165,JGD2011,03-3654-0491,○,,,,,
191,(株)上田紙業,江戸川区上篠崎4-15-5,35.707611,139.898926,JGD2011,03-3679-7497,,○,○,,,
283,(有)牧野商店,江戸川区篠崎町8-13-11,35.705566,139.898376,JGD2011,03-3670-4112,,○,,,,
299,(株)坪野谷紙業  江戸川事業所,江戸川区松江7-15-2,35.691669,139.874008,JGD2011,03-5678-4546,○,,,,,
310,(株)須賀  船堀営業所,江戸川区船堀3-9-20,35.681896,139.865479,JGD2011,03-5675-0469,○,,,,,
311,(株)須賀  東小松川営業所,江戸川区東小松川4-18-20,35.687618,139.862045,JGD2011,03-5667-6770,,○,○,,,
320,三東運輸(株)  エコプラント,江戸川区篠崎町5-6-8,35.70369,139.906052,JGD2011,03-3670-3101,○,○,,,○,ﾍﾟｯﾄﾎﾞﾄﾙ
343,(株)乙  江戸川営業所,江戸川区松江6-5-5,35.687317,139.871521,JGD2011,03-5678-5383,○,,,,,
353,(株)浜田  東京リサイクルセンター,江戸川区松江5-22-21,35.686195,139.868637,JGD2011,03-6456-0970,,○,,,,
367,(有)太田商店  東京リサイクル工場,江戸川区大杉5-31-15,35.712456,139.878754,JGD2011,03-3653-2392,,○,,,,
368,中央鉄鋼（有）,江戸川区西葛西８－２０－１９8-20-1,35.658245,139.862839,JGD2011,03‐5605‐2764,,○,,,,
35,久保田鉄鋼(株),八王子市中野上町2-18-3,35.669109,139.324997,JGD2011,0426-25-2171,,○,,,,
50,三弘紙業(株)  八王子営業所,八王子市宮下町54-1,35.703022,139.312744,JGD2011,0426-91-0221,○,,,,,
75,東京紙業(株)  多摩事業所,八王子市中野上町1-16-16,35.667873,139.326584,JGD2011,0426-44-7451,○,,,,,
81,八王子容器(有),八王子市西寺方町81-4,35.67337,139.26532,JGD2011,0426-51-6224,,,○,,,
137,(有)長岡商店,八王子市上川町601-1,35.704987,139.248047,JGD2011,0426-54-0564,,○,,,,
174,八王子資源化事業(協),八王子市楢原町1452-1,35.680737,139.30249,JGD2011,0426-26-9491,,○,○,,,
1015,(株)こんの,八王子市石川町2802,35.674221,139.366211,JGD2011,0426-43-4340,○,,,,,
1020,(有)西田商店,八王子市戸吹町1891-3,35.703228,139.295197,JGD2011,042-691-6304,,,○,,,
1028,(株)エコネット,八王子市犬目町776,35.689659,139.307724,JGD2011,042-654-3311,,,,,○,木くず
1030,(株)完山金属  高尾リサイクルセンター,八王子市南浅川町3952-1,35.615612,139.244919,JGD2011,042-673-6317,○,○,,,○,廃ﾌﾟﾗｽﾁｯｸ類（産廃に限る）
1042,(株)トーホー商事  丹木資源リサイクル事業所,八王子市丹木町1-570,35.690018,139.333572,JGD2011,042-692-0238,,○,,,,
51,前田金属工業(株),立川市柴崎町6-19-28,35.686832,139.409332,JGD2011,0425-23-2411,,○,,,,
1013,高根商事(株)  富士見町支店,立川市富士見町6-36-4,35.692577,139.388947,JGD2011,042-540-2056,○,○,,,○,ﾍﾟｯﾄﾎﾞﾄﾙ
36,王子齋藤紙業(株)  三鷹営業所,三鷹市大沢4-8-1,35.669399,139.540192,JGD2011,0422-31-8245,○,,,,,
117,(有)梅田商店,三鷹市新川3-15-11,35.681786,139.570877,JGD2011,0422-43-0890,,○,,,,
80,西都金属(株),青梅市成木8-81-1,35.82465,139.230453,JGD2011,0428-74-7041,,○,,,,
154,(有)吉崎商店,青梅市藤橋3-1-24,35.794254,139.306793,JGD2011,0428-31-4151,,○,,,,
207,(株)若林商店,青梅市新町7-28-5,35.785393,139.315918,JGD2011,0428-31-5101,,○,○,,,
1034,(有)山田総合企画  青梅工場,青梅市新町6-8-4,35.790234,139.316559,JGD2011,0428-34-9816,,○,○,,○,ﾍﾟｯﾄﾎﾞﾄﾙ
13,(株)大久保  多摩古紙センター府中,府中市美好町2-28-4,35.674973,139.466843,JGD2011,0423-64-9771,○,,,,,
1010,(株)小池商店  府中営業所,府中市四谷6-56-1,35.671955,139.432465,JGD2011,042-363-2596,○,,,,,
1011,(株)小池商店  第二工場,府中市四谷6-34-7,35.671684,139.432983,JGD2011,042-363-2596,○,,,,,
12,(株)大久保  多摩古紙センター昭島,昭島市武蔵野2-9-33,35.72261,139.376877,JGD2011,0425-45-4621,○,,,,,
1038,三弘紙業(株)  昭島営業所,昭島市松原町2-3-17,35.713634,139.35289,JGD2011,042-544-3004,○,,,,,
57,(有)土井壜店,調布市布田6-47-4,35.644402,139.550827,JGD2011,0424-85-3267,,,○,,,
113,(有)金沢商店,調布市多摩川2-4-1,35.647549,139.524261,JGD2011,0424-82-0181,,○,,,,
115,滝沢三男也  滝沢商店,調布市深大寺東町5-16-22,35.672882,139.555649,JGD2011,0424-83-0406,,○,,,,
159,(有)加藤商店  本店,調布市深大寺北町6-60-14,35.680981,139.54805,JGD2011,0424-82-1414,,○,,,,
125,(有)カネショウ,町田市下小山田町594,35.606651,139.417145,JGD2011,0427-97-1942,○,,,,,
1004,(株)宮崎  横浜営業所,町田市鶴間7-20-19,35.504444,139.480057,JGD2011,042-796-3510,○,,,,,
1006,(株)グリーン山愛,町田市森野6-1-1,35.552418,139.429977,JGD2011,042-728-9801,○,,,,,
1023,(株)伊藤国商店,小金井市中町1-14-41,35.693977,139.517075,JGD2011,042-383-7082,○,,,,,
1043,(株)前原紙業  小平営業所,小平市小川東町5-1872-3,35.733185,139.470963,JGD2011,042-341-4653,○,,,,,
19,(株)下田商店,日野市万願寺2-35-6,35.674171,139.417526,JGD2011,0425-83-0753,○,,,,,
104,日野市資源リサイクル事業(協),日野市万願寺2-35-6,35.674171,139.417526,JGD2011,0425-83-0753,,○,,,,
126,(有)藤田商店  本店,日野市旭が丘1-19-2,35.65596,139.373962,JGD2011,0425-83-6226,,,○,,,
143,(株)サダヤマ,日野市日野7759-11,35.679417,139.414719,JGD2011,0425-81-2674,,○,○,,,
62,(株)三栄サービス,東村山市久米川町1-16-5,35.769608,139.479767,JGD2011,0423-91-5498,○,,,,,
1002,JP資源(株),東村山市久米川町5-32-15,35.774208,139.476151,JGD2011,042-392-2101,○,,,,,
72,(有)野村容器,国分寺市東恋ケ窪5-2-3,35.707634,139.467743,JGD2011,0423-21-3842,,,○,,,
1019,(株)田邊商店  国立事業所,国立市泉4-7-2,35.677849,139.430054,JGD2011,042-575-2701,○,○,,,○,廃ﾌﾟﾗｽﾁｯｸ類
1032,玉川産業(有),国立市泉2-12-12,35.674381,139.42923,JGD2011,042-572-3678,,○,,,,
1035,(有)柳産業,国立市泉1-14-11,35.672302,139.439758,JGD2011,042-577-0332,,○,,,○,木くず、がれき類、石膏ﾎﾞｰﾄﾞ、廃ﾌﾟﾗ
1039,グリーンリサイクル(株)  国立営業所,国立市泉3-31-10,35.676041,139.429016,JGD2011,042-505-9559,○,,,,,
99,(有)山下商事,東久留米市八幡町2-11-53,35.752308,139.510056,JGD2011,0424-73-3761,,○,○,,,
139,比留間運送(株)  中間処理工場,武蔵村山市伊奈平3-25-5,35.736393,139.38028,JGD2011,042-560-8806,○,○,○,,,
140,(有)富商,武蔵村山市伊奈平2-8,35.74202,139.380173,JGD2011,042-560-5899,○,,,,,
167,(株)前原紙業  武蔵村山営業所,武蔵村山市榎2-92-1,35.740997,139.390793,JGD2011,0425-65-8197,○,,,,,
1025,(有)原商店,多摩市和田2015-13,35.639248,139.424988,JGD2011,042-374-6324,,○,,,,
1018,(株)エコ･ファクトリー  リサイクルセンター,稲城市大丸1434-3,35.644585,139.477737,JGD2011,042-379-0013,,,,,○,汚泥（無機性）
1003,(有)西村商店,羽村市神明台3-33-25,35.759457,139.325348,JGD2011,042-555-0150,○,,,,,
1022,(株)鈴商  羽村事業所,羽村市五ノ神361-1,35.771442,139.330597,JGD2011,042-554-6979,,○,,,,
90,松村ダスト(有),あきる野市三内787,35.74189,139.22084,JGD2011,0425-96-4959,,○,,,,
1017,浦野産業(株),あきる野市草花720-8,35.738201,139.306213,JGD2011,042-558-9563,,○,,,,
1021,成友興業(株)  あきる野工場,あきる野市平沢字下モ川原1095-1他,35.732239,139.310089,JGD2011,042-558-6000,,,,,○,がれき類、汚泥（無機性）
1036,松村ダスト(有)  舘谷工場,あきる野市舘谷251－1他,35.732681,139.230972,JGD2011,042-596-4959,,○,,,,
1040,小島建材工業(株)  雨間リサイクル工場,あきる野市雨間2280-1、2276,35.717457,139.295563,JGD2011,042-558-0118,,,,,○,がれき類、ガラ陶
30,栗原紙材(株)  瑞穂事業所,西多摩郡瑞穂町箱根ヶ崎東松原4-7,35.769863,139.33992,JGD2011,042-556-1761,○,,,,,
49,(株)総合整備  瑞穂第１工場,西多摩郡瑞穂町長岡3-1-28,35.776424,139.326721,JGD2011,042-568-3123,○,○,,,○,廃ﾌﾟﾗｽﾁｯｸ類
83,永和鉄鋼(株),西多摩郡瑞穂町長岡3-6-9,35.776012,139.325241,JGD2011,042-556-2121,,○,,,,
102,(株)加藤商事  西多摩支店リサイクルプラント,西多摩郡瑞穂町長岡3-5-15,35.775894,139.323578,JGD2011,0425-57-1900,,○,○,,○,ﾍﾟｯﾄﾎﾞﾄﾙ
1001,永和鉄鋼(株)  第2工場,西多摩郡瑞穂町長岡3-4-20,35.773987,139.326141,JGD2011,042-578-2183,,○,,,,
1005,(有)鹿島金属工業,西多摩郡瑞穂町南平2-4-5,35.767555,139.337631,JGD2011,042-556-0030,,○,,,,
1007,(株)前原紙業  瑞穂営業所,西多摩郡瑞穂町二本木430-2,35.791046,139.345978,JGD2011,042-568-0868,○,,,,,
1009,(株)宮崎  西多摩営業所,西多摩郡瑞穂町長岡3-11-4,35.777489,139.322144,JGD2011,042-568-2511,○,,,,,
1014,むさし野紙業(株)  西多摩営業所,西多摩郡瑞穂町長岡3-5-1,35.775894,139.323578,JGD2011,042-568-2421,○,,,,,
1024,高根商事(株)  エルデガーデン,西多摩郡瑞穂町駒形富士山字和田86-1,35.783318,139.353287,JGD2011,042-557-2863,,,,,○,木くず
1031,(株)合同金属,西多摩郡瑞穂町駒形富士山栗原新田120-1,35.783318,139.353287,JGD2011,042-568-0025,,○,,,,
1033,(株)須賀,西多摩郡瑞穂町大字高根650,35.782906,139.362488,JGD2011,042-568-1561,○,,,,,
1041,(株)総合整備  瑞穂第二工場,西多摩郡瑞穂町大字富士山栗原新田180-1,35.787067,139.345261,JGD2011,042-568-1172,○,○,,,○,廃ﾌﾟﾗｽﾁｯｸ類
361,(株)オーレック  第1工場大島リサイクルセンター,大島町元町字上山315,34.769356,139.38562,JGD2011,04992-2-0051,,,,,○,がれき類
注）令和3年4月1日現在,,,,,,,,,,,,
