設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
営利法人,ナーサリールームベリーベアー西馬込,143-0025,大田区南馬込５－４２－２,139.70575,35.58565,JGD2011,03-6303-8666,60
営利法人,にじいろ保育園南馬込桜通り,143-0025,大田区南馬込６－２２－１,139.71312,35.58318,JGD2011,03-6417-1433,40
他の法人,ケンパ西馬込,143-0026,大田区西馬込１－１６－１８,139.7057,35.58994,JGD2011,03-6429-9885,60
営利法人,キッズラボ西馬込駅前保育園,143-0026,大田区西馬込１－２９－５,139.70645,35.58838,JGD2011,03-6417-1533,92
営利法人,未来のツリー保育園,143-0026,大田区西馬込２－２１－３,139.70503,35.58604,JGD2011,03-6410-7351,55
営利法人,にじいろ保育園西馬込,143-0026,大田区西馬込２－２８－１６,139.7039,35.58595,JGD2011,03-6809-9227,90
営利法人,小鳩ナーサリースクール中馬込,143-0027,大田区中馬込２－２－１８,139.70757,35.59575,JGD2011,03-6303-8027,90
営利法人,にじいろ保育園中馬込,143-0027,大田区中馬込３－１１－３２,139.70404,35.59253,JGD2011,03-5728-9602,43
営利法人,ポピンズナーサリースクール馬込,143-0027,大田区中馬込３－２２－２１,139.70804,35.59338,JGD2011,03-5728-9257,90
区市町村,馬込保育園,143-0027,大田区中馬込３－２５－２,139.70988,35.59354,JGD2011,03-3772-6923,117
区市町村,東蒲田保育園,144-0031,大田区東蒲田２－３２－１５,139.72644,35.56094,JGD2011,03-3731-4115,124
他の法人,簡野学園ふぞく北糀谷保育園,144-0032,大田区北糀谷１－１４－１０,139.73485,35.56289,JGD2011,03-3744-2895,137
社福法人,なかよし保育園,144-0033,大田区東糀谷４－２－１４,139.74292,35.55592,JGD2011,03-3741-2054,93
区市町村,東糀谷保育園,144-0033,大田区東糀谷６－８－７－１０１,139.74803,35.55671,JGD2011,03-3744-4522,151
社福法人,西糀谷しろはと保育園,144-0034,大田区西糀谷１－４－２２,139.73024,35.56016,JGD2011,03-3745-5165,129
区市町村,糀谷保育園,144-0034,大田区西糀谷２－１４－１８,139.73625,35.55892,JGD2011,03-3744-9861,122
区市町村,浜竹保育園,144-0034,大田区西糀谷３－３４－１８,139.73846,35.55354,JGD2011,03-3741-5300,140
他の法人,簡野学園ふぞく糀谷駅前保育園,144-0034,大田区西糀谷４－２９－１６　２階,139.72891,35.55468,JGD2011,03-6715-1510,104
社福法人,ナーサリー糀谷,144-0034,大田区西糀谷４－５－７,139.73177,35.55662,JGD2011,03-3743-2974,119
営利法人,えがおの森保育園・かまた駅前,144-0035,大田区南蒲田１－１－２５,139.72444,35.56026,JGD2011,03-3730-1010,60
社福法人,第二蒲田保育園,144-0035,大田区南蒲田１－７－２０,139.72679,35.55946,JGD2011,03-3731-0565,82
社福法人,レイモンド南蒲田保育園,144-0035,大田区南蒲田２－１６－２,139.72232,35.55564,JGD2011,03-5744-4072,69
区市町村,羽田保育園,144-0043,大田区羽田４－１１－１,139.74742,35.54972,JGD2011,03-3741-1597,150
社福法人,弁天橋保育園,144-0043,大田区羽田５－１８－１６,139.75015,35.5481,JGD2011,03-3741-1691,86
区市町村,本羽田保育園,144-0044,大田区本羽田３－１７－２０－１０８,139.73427,35.5479,JGD2011,03-3745-0550,124
他の法人,簡野学園ふぞく仲六郷保育園,144-0044,大田区本羽田一丁目４番１号,139.72798,35.54952,JGD2011,03-3742-1513,133
区市町村,いずも保育園,144-0045,大田区南六郷１－１０－３－１０１,139.72136,35.5494,JGD2011,03-3732-0231,103
区市町村,南六郷保育園,144-0045,大田区南六郷１－３３－１－１０１,139.72514,35.54524,JGD2011,03-3731-3430,101
他の法人,簡野学園ふぞく六郷保育園,144-0045,大田区南六郷３－１０－１１,139.71448,35.54388,JGD2011,03-6423-2078,123
他の法人,簡野学園ふぞく東六郷保育園,144-0046,大田区東六郷１－１３－２５,139.7189,35.55288,JGD2011,03-6715-1514,128
区市町村,萩中保育園,144-0047,大田区萩中１－２－１,139.72429,35.55219,JGD2011,03-3734-1805,80
社福法人,第三蒲田保育園,144-0047,大田区萩中２－１３－１６,139.73289,35.54995,JGD2011,03-6424-4883,94
社福法人,大森南保育園,144-0051,大田区大森南４－１４－５,139.71599,35.56126,JGD2011,03-3745-0054,110
区市町村,西蒲田保育園,144-0051,大田区西蒲田３－１３－１２,139.7106,35.56879,JGD2011,03-3751-3372,139
社福法人,蒲田音楽学園第Ⅱ保育園,144-0051,大田区西蒲田４－１１－５,139.71233,35.56955,JGD2011,03-3753-6302,72
営利法人,大空と大地のなーさりぃ西蒲田四丁目園,144-0051,大田区西蒲田４－１－３,139.71855,35.57019,JGD2011,03-6410-6040,77
その他,女塚保育園,144-0051,大田区西蒲田４－２３－８,139.71448,35.56895,JGD2011,03-3754-3415,100
社福法人,蒲田音楽学園保育園,144-0051,大田区西蒲田４－２７－２,139.71283,35.56856,JGD2011,03-5747-3123,72
営利法人,明日葉保育園相生園,144-0051,大田区西蒲田６－１８－８,139.71098,35.56554,JGD2011,03-3739-4548,120
他の法人,ぽけっとランド西蒲田保育園,144-0051,大田区西蒲田７－３５－１,139.71071,35.56338,JGD2011,03-5711-8181,60
営利法人,グローバルキッズ蒲田園,144-0051,大田区西蒲田８－２０－８,139.71346,35.55992,JGD2011,03-5703-5525,69
営利法人,グローバルキッズ蒲田第二保育園,144-0051,大田区西蒲田８－４－７,139.71336,35.5613,JGD2011,03-6715-7087,40
社福法人,第一蒲田保育園,144-0052,大田区蒲田１－２０－６,139.72147,35.5638,JGD2011,03-3738-5888,90
営利法人,アスク蒲田一丁目保育園,144-0052,大田区蒲田１－２－１３,139.71992,35.56876,JGD2011,03-5480-7670,96
区市町村,本蒲田保育園,144-0052,大田区蒲田１－４－２３,139.72125,35.56796,JGD2011,03-3736-3138,135
営利法人,おはよう保育園梅屋敷,144-0052,大田区蒲田２－２６－１,139.72771,35.56607,JGD2011,03-6428-6072,58
営利法人,キッズラボ蒲田園,144-0052,大田区蒲田５－４４－５　１階,139.71707,35.56001,JGD2011,03-6424-7166,40
社福法人,わおわお蒲田本町保育園,144-0053,大田区蒲田本町１－１－１０,139.71494,35.55804,JGD2011,03-6715-8076,70
区市町村,蒲田本町保育園,144-0053,大田区蒲田本町１－１－１－１０１,139.71494,35.55804,JGD2011,03-3739-2281,125
営利法人,モニカ矢口渡園,144-0054,大田区新蒲田２－１０－５,139.7038,35.56094,JGD2011,03-6424-5833,49
区市町村,矢口保育園,144-0054,大田区新蒲田２－１２－１８,139.70372,35.56013,JGD2011,03-3731-4789,108
区市町村,新蒲田保育園,144-0054,大田区新蒲田３－２９－１４,139.70851,35.55513,JGD2011,03-3734-1020,131
営利法人,グローバルキッズ雑色園,144-0055,大田区仲六郷２－４３－１１,139.71584,35.55029,JGD2011,03-6715-7616,54
営利法人,このえ雑色保育園,144-0055,大田区仲六郷２－７－１１,139.71446,35.55209,JGD2011,03-6428-6957,75
社福法人,高畑保育園,144-0055,大田区仲六郷３－１９－１２,139.71045,35.54689,JGD2011,03-3739-3591,150
営利法人,グローバルキッズ六郷保育園,144-0055,大田区仲六郷４－３４－２１,139.71074,35.54369,JGD2011,03-6424-5663,50
区市町村,志茂田保育園,144-0056,大田区西六郷１－３－２,139.7122,35.55573,JGD2011,03-3735-4821,135
社福法人,西二なかよし保育園,144-0056,大田区西六郷２－３０－３,139.70667,35.54973,JGD2011,03-5744-4475,50
営利法人,さくらさくみらい西六郷,144-0056,大田区西六郷２－５４－１２,139.70578,35.54801,JGD2011,03-6715-9639,50
営利法人,グローバルキッズ西六郷園,144-0056,大田区西六郷２－９－７,139.70598,35.55145,JGD2011,03-6424-8101,60
営利法人,ポピンズナーサリースクール西六郷,144-0056,大田区西六郷３－１－７,139.70911,35.5472,JGD2011,03-6428-7164,57
営利法人,にじいろ保育園西六郷,144-0056,大田区西六郷３－２６－１８,139.70804,35.54506,JGD2011,03-6424-4192,63
区市町村,みどり保育園,144-0056,大田区西六郷３－３０－２０－１０１,139.70491,35.54519,JGD2011,03-3738-5541,94
社福法人,よいこの保育園,144-0056,大田区西六郷４－２０－６,139.70575,35.54165,JGD2011,03-3738-1094,76
営利法人,キッズラボ千束こどもの家北千束園,145-0062,大田区北千束２－１５－１０,139.69324,35.60581,JGD2011,03-6425-7635,90
営利法人,クオリスキッズ北千束保育園,145-0062,大田区北千束２－２５－１１,139.69331,35.60734,JGD2011,03-6425-6095,76
営利法人,このえ南千束保育園,145-0063,大田区南千束１－１２－２,139.6953,35.60261,JGD2011,03-6451-7570,73
社福法人,洗心保育園,145-0063,大田区南千束２－２－６,139.69173,35.60122,JGD2011,03-3729-2322,90
営利法人,にじいろ保育園大岡山,145-0063,大田区南千束３－１－６,139.68747,35.6043,JGD2011,03-6421-9415,99
区市町村,千束保育園,145-0063,大田区南千束３－２３－１０,139.68773,35.60141,JGD2011,03-3729-4602,126
社福法人,洗足池保育園,145-0063,大田区南千束３－２４－１５,139.68764,35.60091,JGD2011,03-3748-7088,45
営利法人,このえ洗足池保育園,145-0063,大田区南千束３－３３－６,139.6873,35.59977,JGD2011,03-6421-9384,63
営利法人,ポピンズナーサリースクール長原,145-0064,大田区上池台１－１６－７,139.69701,35.60218,JGD2011,03-5754-2130,60
営利法人,このえ長原保育園,145-0064,大田区上池台１－４５－８,139.69984,35.60106,JGD2011,03-6451-7970,80
営利法人,さくらさくみらい長原,145-0064,大田区上池台１－５－２,139.70018,35.6018,JGD2011,03-6426-8440,76
営利法人,はぐはぐキッズ洗足池,145-0064,大田区上池台２－２６－７,139.69254,35.59888,JGD2011,03-6425-8795,80
社福法人,小池保育園,145-0064,大田区上池台４－２３－９,139.70096,35.59725,JGD2011,03-3729-4616,109
社福法人,上池台保育園,145-0064,大田区上池台５－１１－１７,139.70087,35.59259,JGD2011,03-3727-2997,112
営利法人,グローバルキッズ上池台園,145-0064,大田区上池台５－５－１２,139.70192,35.59555,JGD2011,03-6425-6816,57
営利法人,さくらさくみらい　石川台,145-0065,大田区東雪谷２－１０－７,139.68358,35.59641,JGD2011,03-3728-5306,66
区市町村,雪谷保育園,145-0065,大田区東雪谷３－６－１,139.69107,35.59452,JGD2011,03-3726-1583,132
営利法人,ベネッセ雪が谷大塚保育園,145-0066,大田区南雪谷３－１１－２０,139.68719,35.59181,JGD2011,03-5754-4571,60
営利法人,うれしい保育園南雪谷,145-0066,大田区南雪谷３－１１－９,139.68719,35.59181,JGD2011,03-6425-2021,78
営利法人,太陽の子南雪谷保育園,145-0066,大田区南雪谷４－１４－１,139.68396,35.58879,JGD2011,03-5754-0561,56
営利法人,にじいろ保育園南雪谷,145-0066,大田区南雪谷５－１０－１２,139.68729,35.58858,JGD2011,03-6421-9483,62
営利法人,アスクゆきがや保育園,145-0067,大田区雪谷大塚町９－１３－３０１,139.67955,35.5916,JGD2011,03-5754-7881,88
営利法人,さくらさくみらい田園調布,145-0071,大田区田園調布１－２７－５,139.67285,35.58984,JGD2011,03-5775-5139,69
他の法人,認可保育所Ｂａｍｂｉｎｉ,145-0071,大田区田園調布１－５０－６,139.67023,35.59102,JGD2011,03-3722-1771,79
区市町村,田園調布二丁目保育園,145-0071,大田区田園調布２－１７－２,139.67274,35.59512,JGD2011,03-3722-0071,124
営利法人,みらいく田園調布本町園,145-0072,大田区田園調布本町２１－１２,139.67552,35.58388,JGD2011,03-6459-7982,51
区市町村,田園調布保育園,145-0072,大田区田園調布本町７－１５,139.6768,35.58739,JGD2011,03-3721-8654,86
社福法人,北嶺町保育園,145-0073,大田区北嶺町１９－１３,139.68753,35.58752,JGD2011,03-3729-3132,117
社福法人,北嶺町第二保育園,145-0073,大田区北嶺町２８－７,139.68581,35.58629,JGD2011,03-3748-8301,60
営利法人,チェリッシュ桜坂保育園,145-0073,大田区北嶺町３７－２９,139.68106,35.58624,JGD2011,03-6451-7805,60
営利法人,クオリスキッズくがはら保育園,145-0074,大田区東嶺町２８－４,139.6857,35.58066,JGD2011,03-5748-0303,80
営利法人,アスクおんたけ保育園,145-0074,大田区東嶺町５－１７,139.68402,35.58505,JGD2011,03-5700-7281,40
区市町村,わかば保育園,145-0076,大田区田園調布南８－２３,139.67418,35.57977,JGD2011,03-3759-0292,135
区市町村,仲池上保育園,146-0081,大田区仲池上１－２１－１６,139.69809,35.5862,JGD2011,03-3751-0081,130
営利法人,天才キッズクラブ楽学館仲池上園,146-0081,大田区仲池上１－２５－４,139.69696,35.58662,JGD2011,03-6410-3030,100
営利法人,森の保育園,146-0081,大田区仲池上１－３１－１３,139.69565,35.58784,JGD2011,03-3754-2525,56
営利法人,ベネッセ西馬込保育園,146-0081,大田区仲池上１－８－２,139.7011,35.58837,JGD2011,03-5700-7266,64
社福法人,桐里保育園,146-0082,大田区池上１－１３－３,139.70796,35.57906,JGD2011,03-3754-1600,80
営利法人,池上どろんこ保育園,146-0082,大田区池上１－１９－３２,139.70799,35.577,JGD2011,03-6410-2221,67
営利法人,みらいく池上２丁目園,146-0082,大田区池上２－４－２,139.70187,35.58098,JGD2011,03-5755-3551,50
営利法人,ベネッセ池上保育園,146-0082,大田区池上３－１３－４,139.70232,35.57533,JGD2011,03-5700-7277,64
社福法人,あっぷる池上保育園,146-0082,大田区池上３－２９－１１,139.70166,35.57433,JGD2011,03-3752-3528,108
他の法人,ケンパ池上,146-0082,大田区池上４－２５－９,139.70395,35.57484,JGD2011,03-5747-4520,60
区市町村,池上第三保育園,146-0082,大田区池上５－１５－２２,139.70622,35.57137,JGD2011,03-3755-6443,131
営利法人,クオリスキッズいけがみ保育園,146-0082,大田区池上６－２７－２５,139.70496,35.5691,JGD2011,03-5700-7570,68
営利法人,グローバルキッズ池上園,146-0082,大田区池上６－３－１０,139.70293,35.57215,JGD2011,03-6410-2110,50
営利法人,マミーズエンジェル池上駅前保育園,146-0082,大田区池上７－１－１,139.70129,35.57253,JGD2011,03-3753-8188,90
営利法人,みらいく徳持園,146-0082,大田区池上８－１２－１２,139.69835,35.56974,JGD2011,03-6410-2461,51
営利法人,アスク池上保育園,146-0082,大田区池上８－１－３,139.69832,35.57231,JGD2011,03-5748-5821,76
社福法人,池上長尾保育園,146-0082,大田区池上８－２５－６,139.69864,35.56729,JGD2011,03-3759-9302,128
区市町村,千鳥保育園,146-0083,大田区千鳥１－１－２５,139.69135,35.57439,JGD2011,03-3753-1001,123
営利法人,グローバルキッズ千鳥町園,146-0083,大田区千鳥１－２４－５,139.69286,35.57187,JGD2011,03-6715-5862,54
社福法人,千鳥さくら保育園,146-0083,大田区千鳥２－２８－１１,139.6929,35.569,JGD2011,03-3750-4983,130
営利法人,アスクみなみ久が原保育園,146-0084,大田区南久が原１－２４－１６,139.687,35.57468,JGD2011,03-5741-7077,60
社福法人,鵜の木いまいずみ保育園,146-0084,大田区南久が原２－３０－５,139.6853,35.57488,JGD2011,03-3756-0505,60
社福法人,久が原ハーモニー保育園,146-0085,大田区久が原１－１－９,139.69235,35.5876,JGD2011,03-3752-2982,76
区市町村,久が原保育園,146-0085,大田区久が原２－１６－１７,139.69571,35.58207,JGD2011,03-3751-0085,95
営利法人,アスク久が原保育園,146-0085,大田区久が原２－２３－１０,139.69917,35.58063,JGD2011,03-5747-3090,90
営利法人,みらいく久が原園,146-0085,大田区久が原４－２５－２,139.69318,35.57919,JGD2011,03-6410-4195,46
営利法人,さくらさくみらい　鵜の木,146-0091,大田区鵜の木１－１６－１４,139.68184,35.57516,JGD2011,03-6715-5977,75
営利法人,みらいく鵜の木園,146-0091,大田区鵜の木１－１９－３,139.68378,35.57565,JGD2011,03-6715-5430,40
営利法人,さくらさくみらい　久が原,146-0091,大田区鵜の木１－５－１２,139.68283,35.57773,JGD2011,03-6715-4239,64
営利法人,このえ鵜の木保育園,146-0091,大田区鵜の木２－１６－５　パインズ・アーク,139.6794,35.57557,JGD2011,03-6451-9578,60
営利法人,アスクうのき保育園,146-0091,大田区鵜の木２－３４－２０,139.67883,35.57358,JGD2011,03-5741-2208,70
営利法人,グローバルキッズ鵜の木園,146-0091,大田区鵜の木２－３６－１０,139.67802,35.57467,JGD2011,03-6459-8108,39
社福法人,多摩堤保育園,146-0091,大田区鵜の木３－１１－１３,139.67897,35.57744,JGD2011,03-3750-5461,121
営利法人,にじいろ保育園鵜の木,146-0091,大田区鵜の木３－３５－１３,139.67606,35.57536,JGD2011,03-6715-2682,64
営利法人,グローバルキッズ武蔵新田園,146-0092,大田区下丸子１－１７－１５,139.69038,35.56622,JGD2011,03-6459-8616,65
営利法人,アスク下丸子保育園,146-0092,大田区下丸子１－８－２３,139.68845,35.56865,JGD2011,03-5732-1129,47
区市町村,下丸子保育園,146-0092,大田区下丸子２－２０－１５,139.6875,35.56466,JGD2011,03-3757-1431,139
社福法人,丸子ベビー保育園,146-0092,大田区下丸子３－２１－１７,139.68521,35.56889,JGD2011,03-3756-0469,60
営利法人,さんさん森の保育園下丸子,146-0092,大田区下丸子３－９－９,139.68567,35.57053,JGD2011,03-3758-0336,62
営利法人,キッズラボ下丸子園,146-0092,大田区下丸子４－６－１９,139.68294,35.57127,JGD2011,03-6715-0300,46
営利法人,こどもヶ丘保育園武蔵新田園,146-0093,大田区矢口１－１６－１９,139.69197,35.56767,JGD2011,03-6459-8384,60
営利法人,ナーサリールームベリーベアー矢口,146-0093,大田区矢口２－１４－５,139.69554,35.56312,JGD2011,03-6459-8664,69
区市町村,矢口第二保育園,146-0093,大田区矢口２－２１－１６－１０１,139.68982,35.56221,JGD2011,03-3759-4300,77
他の法人,今泉保育園,146-0093,大田区矢口２－２６－１７,139.69469,35.56247,JGD2011,03-3758-0074,95
社福法人,おひさま保育園,146-0093,大田区矢口３－３４－１２,139.68996,35.55917,JGD2011,03-5741-3900,80
営利法人,キッズラボ蓮沼園,146-0094,大田区東矢口３－５－６,139.70758,35.56357,JGD2011,03-6424-5073,58
営利法人,にじいろ保育園矢口渡,146-0095,大田区多摩川１－３４－５,139.6991,35.56042,JGD2011,03-6451-9561,63
営利法人,キッズラボ矢口渡駅前保育園,146-0095,大田区多摩川１－７－１６,139.6993,35.56335,JGD2011,03-6459-8152,80
社福法人,多摩川保育園,146-0095,大田区多摩川２－２４－６３,139.70309,35.55588,JGD2011,03-3758-3166,113
区市町村,池尻保育園,154-0001,世田谷区池尻２－３－１１,139.68228,35.6466,JGD2011,03-3410-6730,110
社福法人,池尻かもめ保育園,154-0001,世田谷区池尻２－５－８,139.68097,35.64626,JGD2011,03-5433-1311,113
営利法人,わらべうた三宿保育園,154-0001,世田谷区池尻３－２３－２　２階,139.6797,35.64833,JGD2011,03-3424-1422,35
社福法人,おともだち保育園,154-0002,世田谷区下馬２－２１－１１,139.67609,35.63993,JGD2011,03-3422-2232,190
社福法人,おともだち・ララ保育園,154-0002,世田谷区下馬２－２５－１２,139.67839,35.64158,JGD2011,03-3410-5258,90
社福法人,下馬鳩ぽっぽ保育園,154-0002,世田谷区下馬３－１４－９,139.67494,35.63563,JGD2011,03-5432-4681,130
社福法人,世田谷はっと保育園,154-0002,世田谷区下馬４－１－８,139.67725,35.6344,JGD2011,03-3414-0810,153
営利法人,スマイルキッズ駒繋保育園,154-0002,世田谷区下馬４－２７－２６,139.67998,35.63811,JGD2011,03-3419-8686,65
区市町村,下馬保育園,154-0002,世田谷区下馬５－３２－１１,139.68282,35.63657,JGD2011,03-3412-9839,103
他の法人,天使の詩保育園,154-0002,世田谷区下馬６－５１－１８,139.68144,35.63108,JGD2011,03-5431-5015,73
社福法人,野沢そらの木保育園,154-0003,世田谷区野沢２－９－１４,139.67125,35.634,JGD2011,03-6413-8595,60
他の法人,若葉の詩保育園,154-0003,世田谷区野沢３－１３－５,139.67714,35.63107,JGD2011,03-5431-0222,87
区市町村,駒沢保育園,154-0003,世田谷区野沢４－２２－２,139.66541,35.63397,JGD2011,03-3418-4031,91
社福法人,もみの木保育園太子堂,154-0004,世田谷区太子堂１－１２－１８,139.67386,35.64455,JGD2011,03-5787-6333,126
社福法人,昭和ナースリー,154-0004,世田谷区太子堂１－１３－２１,139.67346,35.6433,JGD2011,03-3411-6200,33
社福法人,鳩ぽっぽ保育園,154-0004,世田谷区太子堂１－１５－５,139.67343,35.64176,JGD2011,03-3411-0333,80
社福法人,太子堂なごみ保育園,154-0004,世田谷区太子堂２－３－１０,139.67368,35.64734,JGD2011,03-3422-7530,112
他の法人,つくし保育園,154-0004,世田谷区太子堂２－６－１２,139.67412,35.64625,JGD2011,03-3412-0294,25
社福法人,三宿の杜なごみ保育園,154-0004,世田谷区太子堂３－２７－２４,139.66902,35.65029,JGD2011,03-3414-7531,32
区市町村,太子堂保育園,154-0004,世田谷区太子堂５－２４－２７,139.66557,35.64851,JGD2011,03-3414-3565,88
社福法人,遊愛保育園,154-0005,世田谷区三宿２－１６－３２,139.67473,35.65187,JGD2011,03-5433-1500,120
区市町村,三宿保育園,154-0005,世田谷区三宿２－３７－３,139.67271,35.6529,JGD2011,03-3413-4406,103
営利法人,モニカ三軒茶屋園,154-0011,世田谷区上馬１－１７－１０　２階,139.66843,35.63815,JGD2011,03-6450-8402,20
営利法人,フロンティアキッズ上馬,154-0011,世田谷区上馬２－２９－１６　ワイスハイムＩＩ１階,139.66592,35.63977,JGD2011,03-3410-2388,44
社福法人,オリービア保育園,154-0011,世田谷区上馬４－１２－３,139.66249,35.63579,JGD2011,03-5431-3766,60
営利法人,ミアヘルサ保育園ひびき上馬,154-0011,世田谷区上馬４－３１－９　サニーサイド上馬１階,139.66063,35.63823,JGD2011,03-5779-7355,36
営利法人,キッズスマイル世田谷上馬,154-0011,世田谷区上馬５－１６－１９,139.65475,35.63974,JGD2011,03-6450-8566,60
区市町村,上馬保育園,154-0011,世田谷区上馬５－２９－１３,139.65782,35.64067,JGD2011,03-3424-8190,83
社福法人,三茶こだま保育園,154-0011,世田谷区上馬５－３９－２,139.66017,35.6419,JGD2011,03-5787-5012,54
社福法人,駒沢こだま保育園,154-0012,世田谷区駒沢２－４６－９,139.65677,35.63632,JGD2011,03-5787-5980,46
営利法人,ラフ・クルー駒沢保育園,154-0012,世田谷区駒沢４－２９－１６,139.65349,35.62983,JGD2011,03-6805-2428,45
区市町村,新町保育園,154-0012,世田谷区駒沢４－３－１,139.65349,35.6269,JGD2011,03-3418-4531,84
社福法人,駒沢わこう保育園,154-0012,世田谷区駒沢５－２－７,139.65916,35.6246,JGD2011,03-5760-6561,136
営利法人,わらべうた桜新町保育園,154-0015,世田谷区桜新町１－１－６,139.64555,35.62779,JGD2011,03-5758-2131,80
営利法人,ベネッセ桜新町保育園,154-0015,世田谷区桜新町２－１２－４,139.64302,35.63284,JGD2011,03-5426-3785,63
社福法人,ぴっころ保育園,154-0015,世田谷区桜新町２－１３－１７,139.64285,35.63347,JGD2011,03-6413-7974,62
社福法人,さくらしんまち保育園,154-0015,世田谷区桜新町２－２９－３,139.63904,35.63235,JGD2011,03-6273-8585,107
営利法人,スマイルキッズ桜新町保育園,154-0015,世田谷区桜新町２－６－４,139.64423,35.63308,JGD2011,03-3425-4433,92
区市町村,東弦巻保育園,154-0016,世田谷区弦巻２－２９－１７,139.65131,35.63566,JGD2011,03-3425-6721,100
区市町村,弦巻保育園,154-0016,世田谷区弦巻３－１５－５,139.64481,35.63708,JGD2011,03-3426-1626,91
営利法人,いいほいくえん用賀,154-0016,世田谷区弦巻４－１０－５,139.64156,35.63377,JGD2011,03-6413-0423,69
社福法人,世田谷いちい保育園北ウイング,154-0016,世田谷区弦巻５－１０－２２,139.6402,35.63726,JGD2011,03-6432-6111,129
社福法人,世田谷いちい保育園南ウイング,154-0016,世田谷区弦巻５－１０－２２,139.6402,35.63726,JGD2011,03-6413-7171,129
区市町村,西弦巻保育園,154-0016,世田谷区弦巻５－１３－５,139.64069,35.63828,JGD2011,03-3425-6970,103
社福法人,世田谷１丁目ゆたか園,154-0017,世田谷区世田谷１－１７－３,139.64981,35.64194,JGD2011,03-5799-7380,80
他の法人,クラルテ保育園,154-0017,世田谷区世田谷１－１９－９,139.64922,35.64169,JGD2011,03-3429-4882,46
営利法人,フロンティアキッズ上町,154-0017,世田谷区世田谷１－３０－９,139.64845,35.64116,JGD2011,03-5450-0707,35
社福法人,上町しぜんの国保育園,154-0017,世田谷区世田谷２－１０－１０,139.64366,35.64324,JGD2011,03-3420-4169,105
営利法人,グローバルキッズ世田谷四丁目園,154-0017,世田谷区世田谷四丁目１番３号,139.65477,35.64267,JGD2011,03-3706-3300,60
社福法人,春明保育園,154-0021,世田谷区豪徳寺１－２５－１８,139.64758,35.65378,JGD2011,03-3420-5735,80
区市町村,豪徳寺保育園,154-0021,世田谷区豪徳寺１－３４－２,139.64937,35.65566,JGD2011,03-3425-8861,127
営利法人,キッズスマイル世田谷梅丘,154-0022,世田谷区梅丘１－４８－２,139.65082,35.655,JGD2011,03-6413-0642,50
社福法人,梅丘なごみ保育園,154-0022,世田谷区梅丘２－１１－９,139.65399,35.64942,JGD2011,03-5779-7534,68
社福法人,あそびの森ゆう,154-0022,世田谷区梅丘１－３１－３６,139.65416,35.65648,JGD2011,03-6413-1222,56
社福法人,よつば保育園,154-0023,世田谷区若林１－３３－６,139.66383,35.64656,JGD2011,03-5430-0428,46
営利法人,グローバルキッズ若林園,154-0023,世田谷区若林２－２１－１０,139.66064,35.6492,JGD2011,03-3421-5031,65
社福法人,つむぎ保育園,154-0023,世田谷区若林４－３７－２,139.65681,35.6477,JGD2011,03-6450-8480,101
区市町村,世田谷保育園,154-0023,世田谷区若林５－２７－１８,139.65714,35.64934,JGD2011,03-3414-5065,155
営利法人,グローバルキッズ松陰神社駅前保育園,154-0023,世田谷区若林３－１６－１３,139.65565,35.64293,JGD2011,03-6453-2755,60
区市町村,三軒茶屋保育園,154-0024,世田谷区三軒茶屋１－２３－４,139.66978,35.64053,JGD2011,03-3418-2841,84
営利法人,三軒茶屋えほん保育園,154-0024,世田谷区三軒茶屋２－９－１４,139.66808,35.64159,JGD2011,03-6805-4371,73
営利法人,サン・ベビールーム,154-0024,世田谷区三軒茶屋２－５－５　クレール三軒茶屋,139.66675,35.64103,JGD2011,03-3422-1214,26
社福法人,東北沢ききょう保育園,155-0031,世田谷区北沢１－２０－１１,139.67349,35.66499,JGD2011,03-6804-8015,121
営利法人,スマイルキッズ下北沢保育園,155-0031,世田谷区北沢２－１－３,139.66805,35.65925,JGD2011,03-3413-7775,68
営利法人,スマイルキッズドレミファ保育園,155-0031,世田谷区北沢２－２３－１０,139.66602,35.66146,JGD2011,03-3421-6066,29
社福法人,北沢みこころ保育園,155-0031,世田谷区北沢４－１６－６,139.66612,35.66662,JGD2011,03-6804-8413,22
区市町村,若竹保育園,155-0031,世田谷区北沢５－１８－４,139.66972,35.66957,JGD2011,03-3469-0695,76
社福法人,ＲＩＳＳＨＯ　ＫＩＤ’Ｓ　きらり　代沢,155-0032,世田谷区代沢１－８－３,139.67853,35.65649,JGD2011,03-3419-1313,63
社福法人,代沢ききょう保育園,155-0032,世田谷区代沢２－１１－１１,139.67125,35.65693,JGD2011,03-3410-1171,90
社福法人,代沢みこころ保育園,155-0032,世田谷区代沢２－２７－１,139.66861,35.65783,JGD2011,03-6805-2936,54
社福法人,葵みこころ保育園,155-0032,世田谷区代沢３－２７－４,139.66843,35.65675,JGD2011,03-6450-9047,45
社福法人,世田谷代田仁慈保幼園,155-0033,世田谷区代田２－３２－１６,139.6631,35.65865,JGD2011,03-5787-8164,102
区市町村,守山保育園,155-0033,世田谷区代田６－２１－５,139.6618,35.66523,JGD2011,03-3460-3066,131
他の法人,風の丘めぐみ保育園森棟,155-0033,世田谷区代田４－３２－１９,139.65714,35.65865,JGD2011,03-6265-7411,78
社福法人,下北沢そらいろ保育園,155-0033,世田谷区代田５－３１－２０,139.6642,35.66195,JGD2011,03-5432-9760,60
