"資産名称","施設名称","施設類型","所在地","補助科目名称","数量","単位","取得年度","取得価額","減価償却累計額","当期減価償却額","期末簿価","経度","緯度","分類"
"改修_武蔵台小学校　廊下・特別教室床","武蔵台小学校","A07_小学校","上鷺宮5-1-1","建物","1","式","平成29年度","6705000","737550","147510","5967450","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_資産別"
"改修_武蔵台小学校　職員室床","武蔵台小学校","A07_小学校","上鷺宮5-1-1","建物","1","式","平成29年度","1603000","176330","35266","1426670","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_資産別"
"改修_武蔵台小学校　普通教室","武蔵台小学校","A07_小学校","上鷺宮5-1-1","建物","1","式","平成29年度","9903000","1089330","217866","8813670","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_資産別"
"改修_武蔵台小学校　特別教室冷房化","武蔵台小学校","A07_小学校","上鷺宮5-1-1","建物付属設備","1","式","平成29年度","5594425","615385","123077","4979040","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_資産別"
"改修_武蔵台小学校　水飲み栓直結化","武蔵台小学校","A07_小学校","上鷺宮5-1-1","建物付属設備","0","","平成30年度","29592000","7930656","1982664","21661344","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　校舎・園舎","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","1812.1","平方メートル","昭和34年度","221335000","221334999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　校舎・園舎","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","1137.1","平方メートル","昭和35年度","128728000","128727999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　校舎・園舎","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","41.4","平方メートル","昭和50年度","3363000","3362999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　校舎・園舎","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","172.1","平方メートル","昭和36年度","18074000","18073999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　校舎・園舎","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","688.4","平方メートル","昭和36年度","72811000","72810999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　校舎・園舎","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","700.7","平方メートル","昭和47年度","94046000","94045999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　校舎・園舎","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","444.3","平方メートル","昭和54年度","102412000","96881752","2253064","5530248","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　校舎・園舎","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","255","平方メートル","昭和54年度","58719000","55548174","1291818","3170826","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　給食室","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","125.3","平方メートル","昭和44年度","46230000","46229999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　校舎・園舎","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","7.4","平方メートル","昭和43年度","2333000","2332999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　給食室","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","12.8","平方メートル","昭和55年度","2859000","2858999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　給食室","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","27.1","平方メートル","昭和56年度","5340000","5339999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　体育館","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","648","平方メートル","昭和37年度","69536000","69535999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　脱衣室・更衣室","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","53.8","平方メートル","昭和37年度","7341000","7340999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　倉庫・物置","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","10","平方メートル","昭和34年度","1326000","1325999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　ポンプ室","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","8.8","平方メートル","昭和44年度","671000","670999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　ポンプ室","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","6.1","平方メートル","昭和36年度","8187000","8186999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　脱衣室・更衣室","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","44.2","平方メートル","昭和47年度","4767000","4766999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　倉庫・物置","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","30.9","平方メートル","昭和53年度","3344000","3343999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　倉庫・物置","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","11.9","平方メートル","昭和61年度","598000","597999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中学校　倉庫・物置","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","9.7","平方メートル","平成元年度","1068000","1057320","32040","10680","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　体育館耐震補強","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","1","式","平成20年度","17010000","7144200","510300","9865800","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　普通教室冷暖房装置増設","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","1","式","平成25年度","1891135","1310553","145617","580582","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　プールろ過機","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","1","式","平成28年度","8100000","4860000","810000","3240000","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　東側トイレ","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","1","式","平成29年度","1207980","404670","80934","803310","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　電源増設","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","1","式","平成29年度","20196000","6765660","1353132","13430340","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　西側トイレ","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","0","","平成30年度","1296000","347328","86832","948672","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　体育館非構造部材耐震対策等","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","0","","平成30年度","17780310","1564664","391166","16215646","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_北中野中クラブハウス","北中野中クラブハウス","B01_学校開放用施設","上鷺宮5-7-1","建物","131","平方メートル","昭和49年度","57408000","57407999","0","1","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　プールシャワー用給湯整備","白桜小学校","A07_小学校","上高田1-2-28","建物付属設備","1","式","平成29年度","3932876","1317510","263502","2615366","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　特別支援教室空調設備","白桜小学校","A07_小学校","上高田1-2-28","建物付属設備","1","式","平成29年度","2192026","734325","146865","1457701","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　校舎・園舎","白桜小学校","A07_小学校","上高田1-2-28","建物","764.57","平方メートル","昭和44年度","37433000","37432999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　校舎・園舎","白桜小学校","A07_小学校","上高田1-2-28","建物","1742.5","平方メートル","昭和45年度","291785000","291784999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　給食室","白桜小学校","A07_小学校","上高田1-2-28","建物","4.3","平方メートル","昭和52年度","921000","920999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　校舎・園舎","白桜小学校","A07_小学校","上高田1-2-28","建物","1537.6","平方メートル","昭和50年度","147060000","147059999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　体育館","白桜小学校","A07_小学校","上高田1-2-28","建物","544.8","平方メートル","昭和42年度","35349000","35348999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　ポンプ室","白桜小学校","A07_小学校","上高田1-2-28","建物","8.8","平方メートル","昭和45年度","1346000","1345999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　脱衣室・更衣室","白桜小学校","A07_小学校","上高田1-2-28","建物","50.4","平方メートル","昭和51年度","4191000","4190999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　倉庫・物置","白桜小学校","A07_小学校","上高田1-2-28","建物","30.2","平方メートル","昭和51年度","4004000","4003999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　倉庫・物置","白桜小学校","A07_小学校","上高田1-2-28","建物","8.9","平方メートル","昭和55年度","1120000","1119999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　小屋・畜舎","白桜小学校","A07_小学校","上高田1-2-28","建物","7.5","平方メートル","昭和51年度","1136000","1135999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校開放用詰所　倉庫・物置","白桜小学校開放用詰所","B01_学校開放用施設","上高田1-2-28","建物","9.3","平方メートル","昭和58年度","1289000","1288999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　再編に伴う施設整備（第一期）","白桜小学校","A07_小学校","上高田1-2-28","建物","1","式","平成19年度","187530000","61884900","4125660","125645100","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_白桜小学校　再編に伴う施設整備その他","白桜小学校","A07_小学校","上高田1-2-28","建物","1","式","平成21年度","191478000","54762708","4212516","136715292","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　便所照明器具取替","白桜小学校","A07_小学校","上高田1-2-28","建物付属設備","1","式","平成21年度","1119731","727818","55986","391913","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　老朽ガス管（一次側）","白桜小学校","A07_小学校","上高田1-2-28","建物付属設備","1","式","平成17年度","1979000","1682150","98950","296850","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　校舎棟トイレ洋式化","白桜小学校","A07_小学校","上高田1-2-28","建物付属設備","0","","平成30年度","22009737","5898608","1474652","16111129","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　プール棟トイレ洋式化","白桜小学校","A07_小学校","上高田1-2-28","建物付属設備","0","","平成30年度","6767173","1813600","453400","4953573","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　普通教室床","白桜小学校","A07_小学校","上高田1-2-28","建物付属設備","0","","平成30年度","4664750","410496","102624","4254254","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧あさひ保育園","旧あさひ保育園","X01_未整備公共施設等","上高田1-45-8","建物","410","平方メートル","昭和43年度","84008000","84007999","0","1","139.675120730544","35.7118445176807","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧あさひ保育園　耐震補強（設計委託費用含む）","旧あさひ保育園","X01_未整備公共施設等","上高田1-45-8","建物","1","式","平成25年度","14029000","2777742","308638","11251258","139.675120730544","35.7118445176807","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧あさひ保育園　電気設備","旧あさひ保育園","X01_未整備公共施設等","上高田1-45-8","建物付属設備","1","式","平成28年度","4950000","1989900","331650","2960100","139.675120730544","35.7118445176807","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザ白桜","キッズ・プラザ白桜","A15_キッズ・プラザ","上高田1-2-28","建物","198.23","平方メートル","昭和44年度","9705000","9704999","0","1","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"整備_上高田高齢者会館","上高田高齢者会館","A17_高齢者会館","上高田2-8-11","建物","239.3","平方メートル","昭和59年度","109711000","91718396","2413642","17992604","139.672458802044","35.7107741179762","固定資産台帳_事業用資産_建物等_資産別"
"改修_上高田高齢者会館　電灯設備","上高田高齢者会館","A17_高齢者会館","上高田2-8-11","建物付属設備","1","式","平成29年度","10305000","3452175","690435","6852825","139.672458802044","35.7107741179762","固定資産台帳_事業用資産_建物等_資産別"
"整備_上高田区民活動センター","上高田区民活動センター","A28_区民活動センター","上高田2-11-1","建物","1592.3","平方メートル","平成5年度","921691000","588038858","20277202","333652142","139.672564451814","35.7115506405589","固定資産台帳_事業用資産_建物等_資産別"
"整備_上高田区民活動センター　加圧ポンプ取替","上高田区民活動センター","A28_区民活動センター","上高田2-11-1","建物付属設備","1","式","平成26年度","1271160","681336","85167","589824","139.672564451814","35.7115506405589","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　校舎・園舎","第五中学校","A08_中学校","上高田4-28-1","建物","1277.8","平方メートル","昭和35年度","144695000","144694999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　校舎・園舎","第五中学校","A08_中学校","上高田4-28-1","建物","1317.6","平方メートル","昭和39年度","139971000","139970999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　校舎・園舎","第五中学校","A08_中学校","上高田4-28-1","建物","1291.9","平方メートル","昭和42年度","223353000","223352999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　校舎・園舎","第五中学校","A08_中学校","上高田4-28-1","建物","577.9","平方メートル","昭和55年度","72567000","67051908","1596474","5515092","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　給食室","第五中学校","A08_中学校","上高田4-28-1","建物","23.1","平方メートル","昭和56年度","11719000","11718999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　校舎・園舎","第五中学校","A08_中学校","上高田4-28-1","建物","1509.2","平方メートル","昭和50年度","144381000","144380999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　体育館","第五中学校","A08_中学校","上高田4-28-1","建物","633.2","平方メートル","昭和33年度","58109000","58108999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　体育館","第五中学校","A08_中学校","上高田4-28-1","建物","83.4","平方メートル","昭和33年度","12583000","12582999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　ポンプ室","第五中学校","A08_中学校","上高田4-28-1","建物","7.5","平方メートル","昭和35年度","599000","598999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　ポンプ室","第五中学校","A08_中学校","上高田4-28-1","建物","7.5","平方メートル","昭和39年度","531000","530999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　脱衣室・更衣室","第五中学校","A08_中学校","上高田4-28-1","建物","38.2","平方メートル","昭和45年度","3906000","3905999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　倉庫・物置","第五中学校","A08_中学校","上高田4-28-1","建物","27","平方メートル","昭和50年度","1466000","1465999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　倉庫・物置","第五中学校","A08_中学校","上高田4-28-1","建物","21.4","平方メートル","昭和54年度","2389000","2388999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　ポンプ室","第五中学校","A08_中学校","上高田4-28-1","建物","16.2","平方メートル","昭和55年度","2430000","2429999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　便所","第五中学校","A08_中学校","上高田4-28-1","建物","5.6","平方メートル","昭和55年度","1120000","1119999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　ボイラー室","第五中学校","A08_中学校","上高田4-28-1","建物","4.8","平方メートル","昭和55年度","2511000","2510999","0","1","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_第五中学校　倉庫・物置","第五中学校","A08_中学校","上高田4-28-1","建物","35.9","平方メートル","平成18年度","2434000","1168320","73020","1265680","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　校舎耐震補強","第五中学校","A08_中学校","上高田4-28-1","建物","1","式","平成21年度","117453000","33591558","2583966","83861442","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　揚水ポンプ取替","第五中学校","A08_中学校","上高田4-28-1","建物付属設備","1","式","平成19年度","1228000","921000","61400","307000","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　窓ガラス飛散防止フィルム貼付","第五中学校","A08_中学校","上高田4-28-1","建物付属設備","1","式","平成25年度","2625000","2362500","262500","262500","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　体育館耐震補強その他（工事監理等業務委託含む）","第五中学校","A08_中学校","上高田4-28-1","建物","1","式","平成26年度","92670480","22240912","2780114","70429568","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　プールシャワー設備","第五中学校","A08_中学校","上高田4-28-1","建物付属設備","1","式","平成28年度","2884680","1730808","288468","1153872","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　普通教室冷暖房装置増設","第五中学校","A08_中学校","上高田4-28-1","建物付属設備","1","式","平成28年度","2160000","868320","144720","1291680","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_五中クラブハウス","第五中クラブハウス","B01_学校開放用施設","上高田4-28-1","建物","173.2","平方メートル","昭和55年度","41500000","38346000","913000","3154000","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"整備_上高田東高齢者会館","上高田東高齢者会館","A17_高齢者会館","上高田4-17-3","建物","370.1","平方メートル","平成10年度","186104000","98262912","4094288","87841088","139.677870633415","35.7128945897698","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　校舎・園舎","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","1088.3","平方メートル","昭和44年度","199598000","199597999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　校舎・園舎","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","788.1","平方メートル","昭和44年度","144564000","144563999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　校舎・園舎","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","1532.5","平方メートル","昭和48年度","211405000","211404999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　校舎・園舎","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","1998.8","平方メートル","昭和49年度","196631000","196630999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　給食室","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","34.3","平方メートル","昭和47年度","8799000","8798999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　校舎・園舎","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","4.5","平方メートル","昭和62年度","264000","263999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　校舎・園舎","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","130.4","平方メートル","昭和49年度","12751000","12750999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　ポンプ室","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","8.8","平方メートル","昭和44年度","1612000","1611999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　脱衣室・更衣室","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","40.9","平方メートル","昭和46年度","7319000","7318999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　倉庫・物置","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","26.5","平方メートル","昭和50年度","2605000","2604999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　倉庫・物置","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","27.6","平方メートル","昭和50年度","2689000","2688999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　ポンプ室","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","9","平方メートル","昭和54年度","1559000","1558999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　倉庫・物置","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","8.4","平方メートル","昭和54年度","1027000","1026999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　焼却場","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","8.8","平方メートル","昭和58年度","1283000","1282999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_令和小学校跡施設　倉庫・物置","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","9.6","平方メートル","昭和62年度","1200000","1199999","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　特別支援学級開設に伴う改修その他","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","1","式","平成22年度","92106000","24315984","2026332","67790016","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　老朽ガス管（一次側）","令和小学校跡施設","A07_小学校","上高田5-35-3","建物付属設備","1","式","平成20年度","1777495","1244236","88874","533259","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　東側便所給水管","令和小学校跡施設","A07_小学校","上高田5-35-3","建物付属設備","1","式","平成20年度","1184889","1111418","79387","73471","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　プールろ過機取替","令和小学校跡施設","A07_小学校","上高田5-35-3","建物付属設備","1","式","平成20年度","6191312","6191311","0","1","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　校舎耐震補強","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","1","式","平成26年度","95081904","16734408","2091801","78347496","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　体育館耐震補強","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","1","式","平成26年度","11751696","2068296","258537","9683400","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　音楽室東系統エアコン","令和小学校跡施設","A07_小学校","上高田5-35-3","建物付属設備","1","式","平成27年度","1134000","531846","75978","602154","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　照明器具","令和小学校跡施設","A07_小学校","上高田5-35-3","建物付属設備","1","式","平成28年度","2860000","1149720","191620","1710280","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　再編に伴う施設整備（第一期）内装","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","0","","平成30年度","65774282","5788136","1447034","59986146","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　再編に伴う施設整備（第一期）給食室","令和小学校跡施設","A07_小学校","上高田5-35-3","建物付属設備","0","","平成30年度","19001459","1672128","418032","17329331","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　体育館非構造部材耐震対策等","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","0","","平成30年度","155225000","13659800","3414950","141565200","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"整備_上高田図書館","上高田図書館","A02_図書館","上高田5-30-15","建物","774.7","平方メートル","昭和62年度","256178000","197257060","5635916","58920940","139.675169632597","35.7187253183438","固定資産台帳_事業用資産_建物等_資産別"
"改修_上高田図書館　電気設備","上高田図書館","A02_図書館","上高田5-30-15","建物付属設備","1","式","平成29年度","8138000","2726230","545246","5411770","139.675169632597","35.7187253183438","固定資産台帳_事業用資産_建物等_資産別"
"整備_上高田児童館","上高田児童館","A13_児童館","上高田5-30-15","建物","491.8","平方メートル","昭和62年度","141501000","108955770","3113022","32545230","139.675169632597","35.7187253183438","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧鷺宮すこやか福祉センター","旧鷺宮すこやか福祉センター","X01_未整備公共施設等","鷺宮3-18-15","建物","559.9","平方メートル","昭和44年度","76380000","76379999","0","1","139.639220792376","35.7232095028691","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧鷺宮すこやか福祉センター　低圧引込化","旧鷺宮すこやか福祉センター","X01_未整備公共施設等","鷺宮3-18-15","建物","1","式","平成23年度","5407000","3984959","362269","1422041","139.639220792376","35.7232095028691","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮区民活動センター","鷺宮区民活動センター","A28_区民活動センター","鷺宮3-22-5","建物","1031.8","平方メートル","昭和47年度","351057000","351056999","0","1","139.639785640592","35.7234334241724","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮地域センター　耐震補強その他","鷺宮区民活動センター","A28_区民活動センター","鷺宮3-22-5","建物","1","式","平成19年度","82908000","27359640","1823976","55548360","139.639785640592","35.7234334241724","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮区民活動センター　電源増設","鷺宮区民活動センター","A28_区民活動センター","鷺宮3-22-5","建物付属設備","1","式","平成20年度","1116959","781858","55847","335101","139.639785640592","35.7234334241724","固定資産台帳_事業用資産_建物等_資産別"
