50音,品名,種別,料金,説明
せ,整理たんす,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
せ,生理用品,可燃ごみ,,
せ,セロハンテープ,可燃ごみ,,
せ,洗剤の箱,可燃ごみ,,匂いの付いた紙はリサイクルできません。
せ,洗剤のボトル,可燃ごみ,,できるだけ区施設等の回収拠点の回収ボックスへお出しください（キャップ、ポンプを外し、水ですすいでください）。
せ,洗濯機,不可,,販売店または家電リサイクル受付センターへ。
せ,洗濯ばさみ,可燃ごみ,,
せ,扇風機,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
せ,洗面器　金属製,不燃ごみ,,
せ,洗面器　プラスチック製,可燃ごみ,,
せ,洗面化粧台,粗大ごみ,1300,
そ,双眼鏡,不燃ごみ,,
そ,造花,可燃ごみ,,針金は外して不燃ごみへ。
そ,掃除機,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
そ,掃除用具,粗大ごみ,400,デッキブラシ、ほうき、モップ等
そ,ソースの容器,可燃ごみ,,できるだけ区施設等の回収拠点の回収ボックスへお出しください（水ですすいでください）。汚れが落ちない場合は可燃ごみへ。
そ,足温器,粗大ごみ,400,
そ,ソファー　一人用,粗大ごみ,900,
そ,ソファー　二人用以上,粗大ごみ,2300,
そ,ソファーベッド,粗大ごみ,2300,
そ,そり,粗大ごみ,400,
た,台　最大辺1m未満,粗大ごみ,400,
た,台　最大辺1m以上,粗大ごみ,900,
た,体温計,不燃ごみ,,水銀を含むものについては、不燃ごみの日に他の不燃ごみとは分けて出してください。
た,耐火金庫,不可,,専門業者へ回収を依頼してください。
た,台車,粗大ごみ,900,
た,体重計,不燃ごみ,,家庭用に限ります。
た,体操用マット,粗大ごみ,1300,
た,耐熱ガラス食器,不燃ごみ,,新聞紙等に包み「キケン」の表示をして出してください。
た,タイプライター,粗大ごみ,400,
た,タイヤ,不可,,専門業者へ回収を依頼してください。
た,タイヤチェーン,粗大ごみ,400,
た,タイル,不可,,専門業者へ回収を依頼してください。
た,タイルカーペット（一束5枚まで）,粗大ごみ,400,
た,タオル,可燃ごみ,,
た,タオルケット,粗大ごみ,400,
た,高枝ばさみ,粗大ごみ,400,
た,竹馬,粗大ごみ,400,
た,卓上コンロ,不燃ごみ,,ガスボンベは外してお出しください。
た,たたみ　1畳,粗大ごみ,1300,
た,たたみ　半畳,粗大ごみ,900,
た,卓球台,粗大ごみ,3200,
た,脱臭剤,可燃ごみ,,
た,タッパー,可燃ごみ,,
た,建具（アルミサッシ、ガラス戸）,粗大ごみ,900,
た,建具（アルミサッシ、ガラス戸を除く）,粗大ごみ,400,
た,棚,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
た,たばこの吸い殻,可燃ごみ,,
た,ダブルベッド（ベッドマット除く）,粗大ごみ,2300,
た,タブレット端末,不燃ごみ,,
た,卵の殻,可燃ごみ,,
た,卵パック,可燃ごみ,,
た,たらい,粗大ごみ,400,
た,樽,粗大ごみ,400,漬物樽、酒樽等
た,たわし（金属製以外）,可燃ごみ,,金属製のものは不燃ごみへ。
た,単行本,資源,,ひもでしばってお出しください。ハードカバーは、はがして可燃ごみへ。
た,たんす,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
た,ダンベル,粗大ごみ,400,
た,暖房器具　オイルヒーター,粗大ごみ,900,
た,暖房器具　温風機（電気温風ヒーター）,粗大ごみ,900,
た,暖房器具　ファンヒーター,粗大ごみ,900,
た,暖房器具　ストーブ（ファンヒーター以外）,粗大ごみ,400,
た,暖房器具　パネルヒーター,粗大ごみ,900,
た,段ボール,資源,,ひもでしばってお出しください。
ち,チャイルドシート,粗大ごみ,400,ジュニアシートを含む。
ち,茶こし（金属製）,不燃ごみ,,プラスチック製のものは可燃ごみへ。
ち,茶たんす,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
ち,茶箱,粗大ごみ,400,
ち,チェスト,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
ち,チューナー（オーディオ）,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ち,チラシ,資源,,新聞と一緒にひもでしばってお出しください。
ち,ちり紙,可燃ごみ,,リサイクルできません。
ち,ちりとり（プラスチック製）,可燃ごみ,,金属製のものは不燃ごみへ。
つ,ついたて,粗大ごみ,400,
つ,使い捨てカイロ,不燃ごみ,,
つ,机　両そで机,粗大ごみ,3200,
つ,机　両そで机以外,粗大ごみ,1300,
つ,土、砂,不可,,販売店に引取りを相談してください。
つ,突っ張り棚,粗大ごみ,400,
つ,突っ張り棒,粗大ごみ,400,
つ,壺,粗大ごみ,400,
つ,つまようじ,可燃ごみ,,
つ,爪切り,不燃ごみ,,
つ,釣り糸,可燃ごみ,,針と竿を外し、しばって出してください。
つ,釣り竿,粗大ごみ,400,
つ,釣り針,不燃ごみ,,ケース等に入れてお出しください。
て,DVD（ディスク）,可燃ごみ,,ケースも含めて可燃ごみへ。
て,DVD録画・再生機,粗大ごみ,400,
て,ティッシュペーパー,可燃ごみ,,リサイクルできません。
て,ティッシュペーパーの箱,資源,,つぶして、雑誌と一緒にしばって出すか、まとめてひもでしばって出してください。ビニール部分は可燃ごみへ。
て,テーブル・座卓　最大辺1m未満（ガラス製天板除く）,粗大ごみ,400,
て,テーブル・座卓　最大辺1.5m未満（ガラス製天板除く）,粗大ごみ,900,
て,テーブル・座卓　最大辺1.5m以上（ガラス製天板除く）,粗大ごみ,1300,
て,テーブル・座卓　最大辺1m未満（ガラス製天板）,粗大ごみ,900,
て,テーブル・座卓　最大辺1m以上（ガラス製天板）,粗大ごみ,1300,
て,テーブルの脚,粗大ごみ,400,4本単位
て,テーブルの天板　最大辺1m未満（ガラス製除く）,粗大ごみ,400,
て,テーブルの天板　最大辺1.5m未満（ガラス製除く）,粗大ごみ,900,
て,テーブルの天板　最大辺1.5m以上（ガラス製除く）,粗大ごみ,1300,
て,テーブルの天板　最大辺1m未満（ガラス製）,粗大ごみ,900,
て,テーブルの天板　最大辺1m以上（ガラス製）,粗大ごみ,1300,
て,デジタルカメラ,不燃ごみ,,できるだけステージ・エコ等のイベント時の小型家電回収などを利用してください。
て,鉄製の棒,粗大ごみ,400,180cmを超えるものはお申込みできません。
て,鉄板類,粗大ごみ,400,アングル、アルミ板、スチール板、ステンレス板、段差板等
て,テニスボール,可燃ごみ,,
て,テニスラケット,粗大ごみ,400,
て,手袋（革、ゴム）,可燃ごみ,,
て,テレビ,不可,,販売店または家電リサイクル受付センターへ。有機ELテレビは粗大ごみにお出しください。
て,テレビ台　幅1m未満,粗大ごみ,400,
て,テレビ台　幅1m以上で天板がガラス製以外,粗大ごみ,900,
て,テレビ台　幅1m以上で天板がガラス製,粗大ごみ,1300,
て,TVボード,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
て,テレホンカード、プリペイドカード,可燃ごみ,,
て,点灯管,不燃ごみ,,
て,電気あんか,不燃ごみ,,
て,電気カーペット　1畳以下,粗大ごみ,400,
て,電気カーペット　1畳を超えるもの,粗大ごみ,900,
て,電気カミソリ・電気シェーバー,不燃ごみ,,充電池は取扱説明書にしたがって取り外し、「電池」の項の区分にしたがって出してください。
て,電気コード,不燃ごみ,,
て,電動自転車,粗大ごみ,900,バッテリーを取り外して荷かご等に入れてお出しください
て,電気鍋,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
て,電気ポット,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
て,電気毛布,粗大ごみ,400,
て,電球,不燃ごみ,,購入時のケースや新聞紙等に包んでだしてください。
て,電子辞書,不燃ごみ,,できるだけステージ・エコ等のイベント時の小型家電回収などを利用してください。
て,電子レンジ,粗大ごみ,400,
て,電磁調理器（IH調理器）,不燃ごみ、粗大ごみ,400,
て,天体望遠鏡,粗大ごみ,400,
て,電池　アルカリ・マンガン,不燃ごみ（水銀含有物）,,できるだけ区施設等の回収拠点の回収ボックスへお出しください。不燃ごみの日に出す場合は、他の不燃ごみとは分けて中身の見える袋にいれてお出しください。
て,電池　充電式電池,不可,,販売店の回収ボックスへ。
て,電池　ニカド電池,不可,,販売店の回収ボックスへ。
て,電池　ニッケル水素電池,不可,,販売店の回収ボックスへ。
て,電池　リチウムイオン電池,不可,,販売店の回収ボックスへ。
て,電池　ボタン電池,不可,,販売店の回収ボックスへ。
て,電卓,不燃ごみ,,できるだけ区のフリーマーケット時の小型家電回収などを利用してください。
て,電動ドライバー,不燃ごみ,,
て,電話機,不燃ごみ,,
て,電話台,粗大ごみ,400,
と,砥石,不燃ごみ,,
と,トイレットペーパー,可燃ごみ,,リサイクルできません（芯も含む）。
と,トイレブラシ,可燃ごみ,,
と,陶磁器,不燃ごみ,,
と,謄写版,粗大ごみ,400,
と,灯油,不可,,専門業者へ回収を依頼してください。
と,トースター,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
と,時計（壁掛け等）,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
と,戸棚,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
と,トタン板,粗大ごみ,400,波板、ブリキ板等
と,トナーカートリッジ,不可,,メーカーにお問い合わせください。
と,土鍋,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
と,扉,粗大ごみ,400,
と,ドライバー（ねじ回し）,不燃ごみ,,
と,ドライヤー（家庭使用）,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
と,ドラムセット一式,粗大ごみ,1300,
と,トランク,粗大ごみ,400,
と,トランポリン,粗大ごみ,400,
と,鳥かご,粗大ごみ,400,
と,塗料,不可,,専門業者へ回収を依頼してください。少量の場合は、古紙や古布などに染み込ませるか、固化剤で固めて可燃ごみにも出せます。
な,ナイフ類,不燃ごみ,,新聞紙等に包み「キケン」の表示をして出してください。
な,長椅子,粗大ごみ,900,
な,長靴,可燃ごみ,,
な,流し台,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
な,流し台のシンク,粗大ごみ,400,
な,ナプキン（生理用品）,可燃ごみ,,
な,鍋・フライパン等,不燃ごみ、粗大ごみ,400,おおむね一辺30㎝以上のものは粗大ごみへ。
な,生ごみ、台所ごみ,可燃ごみ,,必ず水気をきってから出してください。
に,24時間風呂,粗大ごみ,900,
に,二段ベッド,粗大ごみ,2700,
に,乳児用具（ベビーベッドを除く）,粗大ごみ,400,ベビーガード、ベビーゲート、ベビーサークル、ベビージム、歩行器等
に,人形,可燃ごみ、粗大ごみ,400,五月人形、ひな人形等。おおむね一辺が30㎝以上のものは粗大ごみへ。
に,人形ケース,粗大ごみ,400,人形入り可
ぬ,ぬいぐるみ,可燃ごみ、粗大ごみ,400,おおむね一辺30㎝以上のものは粗大ごみへ。
ぬ,縫い針,不燃ごみ,,ケース等に入れてお出しください。
ぬ,布類,可燃ごみ,,できるだけ、小さく裁断して出してください。
ね,猫砂,可燃ごみ,,ふんは取り除いてください。※紙パルプ系は可燃ごみ、鉱物系は不燃ごみに出してください。
ね,ネコ車,粗大ごみ,900,
ね,ネジ・ビス・ボルト,不燃ごみ,,
ね,ネット,可燃ごみ,,
ね,寝袋,粗大ごみ,400,
ね,粘土,可燃ごみ,,
の,農薬類,不可,,専門業者に回収を依頼してください。
の,ノート,資源,,ひもでしばってお出しください。
の,ノートパソコン,不可,,メーカーまたはパソコン3R協会(03-5282-7685）へお問い合わせください。
の,のこぎり,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のもの、チェーンソーは粗大ごみへ。
の,乗物玩具,粗大ごみ,400,自動車、木馬等
の,ノンカーボン紙,可燃ごみ,,リサイクルできません。可燃ごみでお出しください。
は,ハードディスク・ドライブ（外付け）,不燃ごみ、粗大ごみ,400,おおむね一辺30㎝以上のものは粗大ごみへ。
は,バーベキューグリル,粗大ごみ,400,
は,バーベルの棒,粗大ごみ,400,
は,バーベルの重り（10㎏単位）,粗大ごみ,400,
は,パイプハンガー,粗大ごみ,400,
は,パイプベッド,粗大ごみ,1300,ロフト型含む。
は,パイプ類,粗大ごみ,400,
は,パイプワゴン,粗大ごみ,400,
は,廃油（エンジンオイル等）,不可,,専門業者へ回収を依頼してください。
は,バインダー　紙製,資源,,金具部分は外し、束ねてお出しください。
は,バインダー　プラスチック製,可燃ごみ,,金具部分は外してください。
は,蝿帳,粗大ごみ,400,
は,はがき,資源、可燃ごみ,,圧着はがきは可燃ごみへ。それ以外はできるだけ雑がみとしてお出しください。
は,白熱灯,不燃ごみ（水銀含有物）,,他の不燃ごみとは分けて購入時の箱に入れるか紙で包み出してください。割れている場合は併せて「キケン」と表示してください。
は,バケツ（プラスチック製）,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
は,箱物家具　高さと幅の合計が135㎝未満,粗大ごみ,400,オーディオラック、押入タンス、カラーボックス、簡易棚、すきま家具、キャビネット、下駄箱、サイドボード、書棚、食器棚（茶だんす）、棚（スチール棚等）、たんす、チェスト、戸棚、流し台、引出し、仏壇、本棚、流し台、レンジ台、ロッカー、脇机等
は,箱物家具　高さと幅の合計が180㎝未満,粗大ごみ,900,オーディオラック、押入タンス、カラーボックス、簡易棚、すきま家具、キャビネット、下駄箱、サイドボード、書棚、食器棚（茶だんす）、棚（スチール棚等）、たんす、チェスト、戸棚、流し台、引出し、仏壇、本棚、流し台、レンジ台、ロッカー、脇机等
は,箱物家具　高さと幅の合計が270㎝未満,粗大ごみ,1300,オーディオラック、押入タンス、カラーボックス、簡易棚、すきま家具、キャビネット、下駄箱、サイドボード、書棚、食器棚（茶だんす）、棚（スチール棚等）、たんす、チェスト、戸棚、流し台、引出し、仏壇、本棚、流し台、レンジ台、ロッカー、脇机等
は,箱物家具　高さと幅の合計が360㎝未満,粗大ごみ,2300,オーディオラック、押入タンス、カラーボックス、簡易棚、すきま家具、キャビネット、下駄箱、サイドボード、書棚、食器棚（茶だんす）、棚（スチール棚等）、たんす、チェスト、戸棚、流し台、引出し、仏壇、本棚、流し台、レンジ台、ロッカー、脇机等
は,箱物家具　高さと幅の合計が360㎝以上,粗大ごみ,3200,オーディオラック、押入タンス、カラーボックス、簡易棚、すきま家具、キャビネット、下駄箱、サイドボード、書棚、食器棚（茶だんす）、棚（スチール棚等）、たんす、チェスト、戸棚、流し台、引出し、仏壇、本棚、流し台、レンジ台、ロッカー、脇机等
は,はさみ,不燃ごみ,,
は,箸,可燃ごみ,,
は,はしご,粗大ごみ,400,
は,バスタオル,可燃ごみ,,
は,パソコン,不可,,メーカーにお問い合わせいただくか、不明の物（自作機を含む）についてはパソコン3R推進協会（03-5282-7685）へ。
は,パソコン用ディスプレイ,不可,,メーカーにお問い合わせいただくか、不明の物（自作機を含む）についてはパソコン3R推進協会（03-5282-7685）へ。
は,パソコンラック,粗大ごみ,900,パソコン台を含む。
は,パチンコ台（家庭使用）　手動式,粗大ごみ,400,
は,パチンコ台（家庭使用）　電動式,粗大ごみ,900,
は,発煙筒（使用済みのもの）,可燃ごみ,,未使用のものは専門業者へ依頼してください。
は,バッテリー,不可,,販売店に引取りを依頼してください。
は,バット（野球用）,粗大ごみ,400,
は,発泡スチロール,可燃ごみ,,
は,バドミントンラケット,粗大ごみ,400,
は,花火（使用済みのもの）,可燃ごみ,,必ず水に浸してから出してください。未使用のものは専門業者へ依頼してください。
は,パネル,粗大ごみ,400,
は,パネルヒーター,粗大ごみ,900,
は,ハブ（ネットワーク機器接続装置）,不燃ごみ,,
は,歯ブラシ,可燃ごみ,,
は,バブルスター（超音波風呂）,粗大ごみ,900,
は,刃物,不燃ごみ,,ケース、新聞紙等に包み「キケン」と表示して出してください。
は,パラソル,粗大ごみ,400,ビーチパラソルを含む。
は,バランスボール,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
は,針,不燃ごみ,,ケース等に入れて出してください。
は,針金,不燃ごみ,,
は,バレーボール,可燃ごみ,,
は,パレット（引っ越し等用）,粗大ごみ,1300,
は,ハロゲン温風ヒーター,粗大ごみ,400,
は,ハンガー　針金,不燃ごみ,,
は,ハンガー　木製,可燃ごみ,,
は,ハンガー　プラスチック製,可燃ごみ,,
は,ハンガーラック　高さ1m未満,粗大ごみ,400,パイプハンガーを含む。
は,ハンガーラック　回転式または高さ1m以上,粗大ごみ,900,パイプハンガーを含む。
は,はんこ（プラスチック・木・象牙製）,可燃ごみ,,
は,半紙,可燃ごみ,,リサイクルに適さないことから、可燃ごみとしてお出しください。
は,パンフレット類,資源,,雑誌と一緒にお出しください。
ひ,ピアノ,不可,,専門業者へ回収を依頼してください。
ひ,ビーズ,可燃ごみ、不燃ごみ,,ガラス製・金属製のものは不燃ごみへ。
ひ,ビーチパラソル,粗大ごみ,400,
ひ,ピーラー,可燃ごみ,,持ち手が金属製のもは不燃ごみへ。
ひ,ビールケース、酒ケース,粗大ごみ,400,
ひ,美顔器,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ひ,引出し,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
ひ,ビデオカメラ（一辺30ｃｍ以上のもの）,粗大ごみ,400,
ひ,ビデオカメラ（ポータブル機）,不燃ごみ,,できるだけステージ・エコ等のイベント時の小型家電回収などを利用してください。
ひ,ビデオテープ,可燃ごみ,,
ひ,ビデオ（DVD）デッキ,粗大ごみ,400,
ひ,雛壇,粗大ごみ,400,
ひ,ビニールコート紙,可燃ごみ,,リサイクルできません。
ひ,ビニール製品,可燃ごみ,,
ひ,ビニールプール,粗大ごみ,400,
ひ,火鉢・七輪,粗大ごみ,400,灰、炭は取り除いてください。
ひ,百科事典,資源,,ひもでしばってお出しください。ハードカバーやビニールカバーは、はがして可燃ごみへ。
ひ,ビューラー,可燃ごみ、不燃ごみ,,プラスチック製のものは可燃ごみへ。
ひ,びん　飲料用・食料用（油を除く）,資源,,ふたを外し、水で軽くすすいで黄色のコンテナへ入れてください。割れたものは新聞紙等に包み「キケン」と表示して不燃ごみへ。
ひ,びん　化粧用,資源,,ふたを外し、水で軽くすすいで黄色のコンテナへ入れてください。割れたものは新聞紙等に包み「キケン」と表示して不燃ごみへ。
ひ,ピンチハンガー,可燃ごみ、不燃ごみ,,金属製のものは不燃ごみへ。
ひ,びんのふた　金属製,不燃ごみ,,
ひ,びんのふた　プラスチック製,可燃ごみ,,
ふ,ファクシミリ（ファックス）,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。インクカートリッジ、トナーカートリッジ等は取り外してお出しください。
ふ,ファンヒーター,粗大ごみ,900,灯油・電池は抜いてください。
ふ,フィルム,可燃ごみ,,
ふ,ふうせん,可燃ごみ,,
ふ,封筒,資源,,雑がみとしてお出しください。窓付きはビニール部分を外してください。取れない場合は可燃ごみへ。
ふ,服,可燃ごみ,,できるだけ区施設等の回収拠点の回収ボックスにお出しください。汚れたものは可燃ごみへ。
ふ,ふすま,粗大ごみ,400,
ふ,ブーツ（ロング含む）,可燃ごみ,,
ふ,仏壇,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
ふ,布団,粗大ごみ,400,掻い巻き、夏掛け、毛布（電気毛布）を含みます。
ふ,布団カバー,可燃ごみ,,
ふ,布団乾燥機,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ふ,布団クリーナー,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ふ,踏み台,粗大ごみ,400,
ふ,譜面立て,粗大ごみ,400,
ふ,ブラインド,粗大ごみ,400,180㎝以下に切断してください。
ふ,フライパン,不燃ごみ、粗大ごみ,400,柄を除いた部分がおおむね１辺30㎝以上のものは粗大ごみへ。
ふ,ぶら下がり健康器,粗大ごみ,900,
ふ,プラスチック・ビニール製品,可燃ごみ,,
ふ,プラスチック収納ケース等,粗大ごみ,400,
ふ,プラスチック製ボトル,可燃ごみ,,プラマークが入っているものについて、キャップ、ポンプ等は外して、ボトル内を洗ってから、できるだけ区施設等の回収拠点の回収ボックスにお出しください。
ふ,フラフープ,可燃ごみ、粗大ごみ,400,おおむね一辺が30cm以上のものは粗大ごみへ。
ふ,ブランコ（子供用遊具）,粗大ごみ,900,
ふ,プランター（プラスチック製）,可燃ごみ、粗大ごみ,400,おおむね一辺が30cm以上のものは粗大ごみへ。
ふ,プリンター　高さ20㎝以下,粗大ごみ,400,インクカートリッジ、トナーカートリッジ等は取り外してお出しください。
ふ,プリンター　高さ20㎝超30㎝以下,粗大ごみ,900,インクカートリッジ、トナーカートリッジ等は取り外してお出しください。
ふ,プリンター　高さ30㎝超,粗大ごみ,1300,インクカートリッジ、トナーカートリッジ等は取り外してお出しください。
ふ,ブルーレイディスク（BD）,可燃ごみ,,
ふ,ブルーレイディスク（BD）録画・再生機,粗大ごみ,400,
ふ,風呂がま,粗大ごみ,1300,
ふ,風呂ふた,粗大ごみ,400,
ふ,ブロック,不可,,販売店または専門業者へ依頼してください。
ふ,フロッピーディスク,可燃ごみ,,金属部分はできるだけ外してください。
ふ,文鎮,不燃ごみ,,
ふ,噴霧器,粗大ごみ,400,
へ,ヘアブラシ,可燃ごみ,,
へ,ヘアアイロン（家庭使用）,不燃ごみ、粗大ごみ,400,おおむね一辺が30cm以上のものは粗大ごみへ。
へ,ペット小屋（解体したもの）,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
へ,ペットのトイレシート,可燃ごみ,,汚物はトイレに流してください。
へ,ペットのふん,不可,,汚物はトイレに流してください。
へ,ウォーターベッド、エアーベッドマット,粗大ごみ,400,水・空気を抜いたもの。
へ,シングルベッド（ベッドマット除く）,粗大ごみ,1300,ロフト型含む。
へ,ソファーベッド,粗大ごみ,2300,
へ,ダブルベッド（ベッドマット除く）,粗大ごみ,2300,セミダブルベッド含む。
へ,二段ベッド,粗大ごみ,2700,
へ,パイプベッド,粗大ごみ,1300,ロフト型含む。
へ,ベビーベッド（ベッドマット除く）,粗大ごみ,900,
へ,ベットパット,粗大ごみ,400,
へ,ベッドヘッド（品物の一部分）,粗大ごみ,400,
へ,ベッドマット,粗大ごみ,1300,脚付ベッドマット、畳タイプ、ソファー兼用型、分割式の厚マットレスを含む。
へ,ペットボトル,資源,,キャップとラベルを外し、水で軽くすすいでつぶしてから資源の日に緑色のコンテナまたは回収ネットに入れてください。ラベル等は可燃ごみへ。
へ,ペットボトルキャップ,可燃ごみ,,できるだけ店頭回収実施店舗（区ホームページをご参照ください）のペットボトルキャップ入れに入れてください。
へ,ペットボトルのラベル,可燃ごみ,,
へ,ペット用品（ペット小屋除く）,粗大ごみ,400,ペットサークル、ペットケージ、ペットトイレ、ペットキャリー等
へ,ベビーカー,粗大ごみ,400,乳母車
へ,ベビーチェア,粗大ごみ,400,
へ,ベビーバス,粗大ごみ,400,
へ,ベビーフェンス,粗大ごみ,400,
へ,ベビーベッド,粗大ごみ,900,ベッドマットを除く。
へ,ベビーベッドマット,粗大ごみ,400,
へ,ヘルスメーター,粗大ごみ,400,計量器（家庭使用）を含む。
へ,ヘルメット,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
へ,ペンキ,不可,,専門業者へ回収を依頼してください。
へ,便座,粗大ごみ,400,建築物解体に伴い生じたものは除きます。
へ,ベンジン,不可,,専門業者へ回収を依頼してください。
へ,ペンチ,不燃ごみ,,
へ,ベンチプレス,粗大ごみ,2300,
へ,弁当容器（プラスチック製）,可燃ごみ,,
ほ,ホイール,不可,,専門業者へ回収を依頼してください。
ほ,ほうき,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ほ,帽子,可燃ごみ,,
ほ,防臭剤,可燃ごみ,,
ほ,包装紙,資源,,雑がみとしてお出しください。
ほ,包帯,可燃ごみ,,
ほ,包丁,不燃ごみ,,新聞紙等に包み「キケン」と表示して出してください。
ほ,包丁研ぎ器,不燃ごみ,,
ほ,ボウリングの球,粗大ごみ,400,
ほ,ホース,粗大ごみ,400,小さく裁断されたものは可燃ごみへ。
ほ,ホースリール（ホース含む）,粗大ごみ,400,
ほ,ポータブルカーナビ,不燃ごみ,,できるだけ区のフリーマーケット時の小型家電回収などを利用してください。
ほ,ポーチ,可燃ごみ、不燃ごみ,,金属製のものは不燃ごみへ。
ほ,ホームサウナ（家庭使用）,粗大ごみ,3200,
ほ,ホームベーカリー,粗大ごみ,400,
ほ,ボールペン（金属製以外）,可燃ごみ,,金属製のものは不燃ごみへ。
ほ,歩行器（ベビー用品）,粗大ごみ,400,
ほ,ポスター,資源,,雑がみとしてお出しください。
ほ,ボタン（プラスチック製）,可燃ごみ,,金属製のものは不燃ごみへ。
ほ,ボタン電池,不可,,販売店の回収ボックスへ。
ほ,ホチキス,不燃ごみ,,プラスチック製のものは可燃ごみへ。
ほ,ホチキス針,不燃ごみ,,
ほ,ポット（魔法瓶）,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ほ,ホットカーペット　1畳以下,粗大ごみ,400,
ほ,ホットカーペット　1畳を超えるもの,粗大ごみ,900,
ほ,ホットプレート,粗大ごみ,400,保温プレート等
ほ,ボディボード,粗大ごみ,400,
ほ,ホッピング,粗大ごみ,400,
ほ,哺乳びん（プラスチック製）,可燃ごみ,,
ほ,ポリタンク・ポリバケツ（ポリ容器）,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ほ,ポリ袋,可燃ごみ,,
ほ,ボール各種（スポーツ用）,可燃ごみ,,
ほ,保冷剤,可燃ごみ,,
ほ,本,資源,,ひもでしばってお出しください。ハードカバーは、はがして可燃ごみへ。
ほ,本立て,粗大ごみ,400,
ほ,本棚,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
ほ,ボンベ（カセットコンロ用）（使い切ったもの）,資源,,中身の見えるビニール袋に入れて青色のコンテナに入れてください。
ほ,ボンベ（カセットコンロ用）（中身があるもの）,不燃ごみ,,他の不燃ごみと分けて「キケン」と表示して出してください。
ま,マーガリンの容器,可燃ごみ,,
ま,麻雀パイ,可燃ごみ,,
ま,マイク,不燃ごみ,,
ま,マウスウォッシュ（プラスチック製）,可燃ごみ,,プラマークが入っているものは、できるだけ区施設等の回収拠点の回収ボックスにお出しください(キャップを外し、中を洗ってください）。中身が残っている場合は、古紙や古布に染み込ませて可燃ごみへ。
ま,枕,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ま,マグネットシート,不燃ごみ,,
ま,マスク,可燃ごみ,,鼻水等が付着したマスクは、「ごみに直接触れない」「ごみ袋はしっかりしばって封をする」そして「ごみを捨てた後は手を洗う」ことを心掛けてください。
ま,マッサージ器,粗大ごみ,400,座椅子タイプのチェアを含む。
ま,マッサージチェア,粗大ごみ,1300,
ま,マッチ,可燃ごみ,,発火部分を1日（24時間）以上水に浸してから出してください。
ま,マットレス,粗大ごみ,400,磁気入りマットレスを含む
ま,松葉杖（1セット）,粗大ごみ,400,
ま,窓付き封筒,資源,,雑紙としてお出しください。窓のビニール部分など、紙以外の素材は可燃ごみへ。
ま,まな板（木製・プラスチック製）,可燃ごみ,,
ま,マニキュア（中身）,可燃ごみ,,古紙や古布などに染み込ませて出してください。
ま,マニキュアびん,不燃ごみ,,
ま,マネキン,粗大ごみ,400,
ま,豆電球,不燃ごみ,,
ま,マヨネーズの容器,可燃ごみ,,
ま,マンガ本,資源,,ひもでしばってお出しください。
み,ミキサー,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
