項目名,データ形態,カテゴリー数,質問文,属性,値
Q7[sanitize]2LINKEDIN［東京以外表示］,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2LINKEDIN［東京以外表示］,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2note,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2note,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2note,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2note,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2note,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2その他,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2その他,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2その他,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2その他,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2その他,ＳＡ,5,Q7[sanitize]2: 利用経験のあるデジタルサービスの満足度について当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1都の公式ホームページ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1都の公式ホームページ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1都の公式ホームページ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1都の公式ホームページ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1都の公式ホームページ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1都の独自アプリ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1都の独自アプリ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1都の独自アプリ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1都の独自アプリ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1都の独自アプリ,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1Facebook,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1Facebook,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1Facebook,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1Facebook,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1Facebook,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1Twitter,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1Twitter,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1Twitter,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1Twitter,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1Twitter,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1Instagram,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1Instagram,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1Instagram,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1Instagram,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1Instagram,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1YouTube,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1YouTube,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1YouTube,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1YouTube,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1YouTube,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1LINE,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1LINE,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1LINE,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1LINE,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1LINE,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1WhatsApp［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1WhatsApp［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1WhatsApp［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1WhatsApp［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1WhatsApp［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1Discord［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1Discord［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1Discord［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1Discord［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1Discord［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1LINKEDIN［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1LINKEDIN［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1LINKEDIN［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1LINKEDIN［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1LINKEDIN［東京以外表示］,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1note,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1note,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1note,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1note,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1note,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]1その他,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,1,非常に満足
Q7[sanitize]2[sanitize]1その他,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,2,どちらかといえば満足
Q7[sanitize]2[sanitize]1その他,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,3,どちらでもない
Q7[sanitize]2[sanitize]1その他,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,4,どちらかといえば不満
Q7[sanitize]2[sanitize]1その他,ＳＡ,5,Q7[sanitize]2[sanitize]1: 都が発信する情報の探しやすさについて、当てはまるものを選択してください。,5,非常に不満
Q7[sanitize]2[sanitize]2都の公式ホームページ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
Q7[sanitize]2[sanitize]2都の公式ホームページ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,2,検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった
Q7[sanitize]2[sanitize]2都の公式ホームページ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,3,耳が聞こえづらい人への配慮が少なかった
Q7[sanitize]2[sanitize]2都の公式ホームページ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,4,色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった
Q7[sanitize]2[sanitize]2都の公式ホームページ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,5,知りたい情報を見つけたが、情報が雑多で整理されておらずわかりにくかった
Q7[sanitize]2[sanitize]2都の公式ホームページ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,6,知りたい情報を見つけたが、難しい表現や専門用語で書かれていてわかりにくかった
Q7[sanitize]2[sanitize]2都の公式ホームページ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,7,その他
Q7[sanitize]2[sanitize]2都の独自アプリ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
Q7[sanitize]2[sanitize]2都の独自アプリ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,2,検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった
Q7[sanitize]2[sanitize]2都の独自アプリ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,3,耳が聞こえづらい人への配慮が少なかった
Q7[sanitize]2[sanitize]2都の独自アプリ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,4,色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった
Q7[sanitize]2[sanitize]2都の独自アプリ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,5,知りたい情報を見つけたが、情報が雑多で整理されておらずわかりにくかった
Q7[sanitize]2[sanitize]2都の独自アプリ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,6,知りたい情報を見つけたが、難しい表現や専門用語で書かれていてわかりにくかった
Q7[sanitize]2[sanitize]2都の独自アプリ,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,7,その他
Q7[sanitize]2[sanitize]2Facebook,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
Q7[sanitize]2[sanitize]2Facebook,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,2,検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった
Q7[sanitize]2[sanitize]2Facebook,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,3,耳が聞こえづらい人への配慮が少なかった
Q7[sanitize]2[sanitize]2Facebook,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,4,色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった
Q7[sanitize]2[sanitize]2Facebook,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,5,知りたい情報を見つけたが、情報が雑多で整理されておらずわかりにくかった
Q7[sanitize]2[sanitize]2Facebook,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,6,知りたい情報を見つけたが、難しい表現や専門用語で書かれていてわかりにくかった
Q7[sanitize]2[sanitize]2Facebook,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,7,その他
Q7[sanitize]2[sanitize]2Twitter,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
Q7[sanitize]2[sanitize]2Twitter,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,2,検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった
Q7[sanitize]2[sanitize]2Twitter,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,3,耳が聞こえづらい人への配慮が少なかった
Q7[sanitize]2[sanitize]2Twitter,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,4,色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった
Q7[sanitize]2[sanitize]2Twitter,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,5,知りたい情報を見つけたが、情報が雑多で整理されておらずわかりにくかった
Q7[sanitize]2[sanitize]2Twitter,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,6,知りたい情報を見つけたが、難しい表現や専門用語で書かれていてわかりにくかった
Q7[sanitize]2[sanitize]2Twitter,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,7,その他
Q7[sanitize]2[sanitize]2Instagram,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
Q7[sanitize]2[sanitize]2Instagram,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,2,検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった
Q7[sanitize]2[sanitize]2Instagram,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,3,耳が聞こえづらい人への配慮が少なかった
Q7[sanitize]2[sanitize]2Instagram,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,4,色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった
Q7[sanitize]2[sanitize]2Instagram,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,5,知りたい情報を見つけたが、情報が雑多で整理されておらずわかりにくかった
Q7[sanitize]2[sanitize]2Instagram,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,6,知りたい情報を見つけたが、難しい表現や専門用語で書かれていてわかりにくかった
Q7[sanitize]2[sanitize]2Instagram,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,7,その他
Q7[sanitize]2[sanitize]2YouTube,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
Q7[sanitize]2[sanitize]2YouTube,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,2,検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった
Q7[sanitize]2[sanitize]2YouTube,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,3,耳が聞こえづらい人への配慮が少なかった
Q7[sanitize]2[sanitize]2YouTube,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,4,色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった
Q7[sanitize]2[sanitize]2YouTube,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,5,知りたい情報を見つけたが、情報が雑多で整理されておらずわかりにくかった
Q7[sanitize]2[sanitize]2YouTube,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,6,知りたい情報を見つけたが、難しい表現や専門用語で書かれていてわかりにくかった
Q7[sanitize]2[sanitize]2YouTube,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,7,その他
Q7[sanitize]2[sanitize]2LINE,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
Q7[sanitize]2[sanitize]2LINE,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,2,検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった
Q7[sanitize]2[sanitize]2LINE,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,3,耳が聞こえづらい人への配慮が少なかった
Q7[sanitize]2[sanitize]2LINE,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,4,色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった
Q7[sanitize]2[sanitize]2LINE,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,5,知りたい情報を見つけたが、情報が雑多で整理されておらずわかりにくかった
Q7[sanitize]2[sanitize]2LINE,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,6,知りたい情報を見つけたが、難しい表現や専門用語で書かれていてわかりにくかった
Q7[sanitize]2[sanitize]2LINE,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,7,その他
Q7[sanitize]2[sanitize]2WhatsApp［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
Q7[sanitize]2[sanitize]2WhatsApp［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,2,検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった
Q7[sanitize]2[sanitize]2WhatsApp［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,3,耳が聞こえづらい人への配慮が少なかった
Q7[sanitize]2[sanitize]2WhatsApp［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,4,色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった
Q7[sanitize]2[sanitize]2WhatsApp［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,5,知りたい情報を見つけたが、情報が雑多で整理されておらずわかりにくかった
Q7[sanitize]2[sanitize]2WhatsApp［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,6,知りたい情報を見つけたが、難しい表現や専門用語で書かれていてわかりにくかった
Q7[sanitize]2[sanitize]2WhatsApp［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,7,その他
Q7[sanitize]2[sanitize]2Discord［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
Q7[sanitize]2[sanitize]2Discord［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,2,検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった
Q7[sanitize]2[sanitize]2Discord［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,3,耳が聞こえづらい人への配慮が少なかった
Q7[sanitize]2[sanitize]2Discord［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,4,色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった
Q7[sanitize]2[sanitize]2Discord［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,5,知りたい情報を見つけたが、情報が雑多で整理されておらずわかりにくかった
Q7[sanitize]2[sanitize]2Discord［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,6,知りたい情報を見つけたが、難しい表現や専門用語で書かれていてわかりにくかった
Q7[sanitize]2[sanitize]2Discord［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,7,その他
Q7[sanitize]2[sanitize]2LINKEDIN［東京以外表示］,ＳＡ,7,Q7[sanitize]2[sanitize]2: 不満と回答した人にお聞きします。不満と感じた理由について、当てはまるものを選択してください。,1,リンクが切れているなど、閲覧できなかった
