項目名,データ形態,カテゴリー数,質問文,属性,値
Q3-13申請時のフォームの入力に時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q3-13申請時のフォームの入力に時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q3-13行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q3-13行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q3-13郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q3-13郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q3-13その他,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q3-13その他,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q3-14Q3-13その他FA,ＦＡ,1,Q3-14:その他の内容についてご記載ください,,
Q3-15許認可のデジタル行政手続のアップデート,ＳＡ,6,Q3-15:許認可において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO01,不備や不満があっても意見を伝えようと思わない
Q3-15許認可のデジタル行政手続のアップデート,ＳＡ,6,Q3-15:許認可において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO02,不備や不満について改善の意見を伝えたいが、伝える機会・機能がない
Q3-15許認可のデジタル行政手続のアップデート,ＳＡ,6,Q3-15:許認可において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO03,意見を伝える機会・機能はあるものの、利用者の意見がアップデートに反映されていないと感じる
Q3-15許認可のデジタル行政手続のアップデート,ＳＡ,6,Q3-15:許認可において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO04,意見を伝える機会・機能があり、利用者のニーズに合わせたアップデートがされていると感じる
Q3-15許認可のデジタル行政手続のアップデート,ＳＡ,6,Q3-15:許認可において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO05,わからない
Q3-15許認可のデジタル行政手続のアップデート,ＳＡ,6,Q3-15:許認可において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,-oth-,その他（自由記述）
Q4-1申請・届出で利用した行政手続,ＳＡ,8,Q4-1:申請・届出で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO01,産業（例：企業支援、産業振興　など）
Q4-1申請・届出で利用した行政手続,ＳＡ,8,Q4-1:申請・届出で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO02,健康・医療（例：環境衛生、食品衛生、感染症対策、薬物の取扱い　など）
Q4-1申請・届出で利用した行政手続,ＳＡ,8,Q4-1:申請・届出で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO03,福祉（例：子育て支援、高齢者福祉、障害者支援　など）
Q4-1申請・届出で利用した行政手続,ＳＡ,8,Q4-1:申請・届出で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO04,環境（例：温暖化対策、公害対策、自然環境、廃棄物、土壌汚染対策　など）
Q4-1申請・届出で利用した行政手続,ＳＡ,8,Q4-1:申請・届出で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO05,都市整備（例：都市計画、まちづくり、建築　など）
Q4-1申請・届出で利用した行政手続,ＳＡ,8,Q4-1:申請・届出で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO06,防災・防犯（例：防災、消防関係　など）
Q4-1申請・届出で利用した行政手続,ＳＡ,8,Q4-1:申請・届出で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO07,仕事・雇用（例：就業支援、能力開発、テレワーク推進、働き方改革　など）
Q4-1申請・届出で利用した行政手続,ＳＡ,8,Q4-1:申請・届出で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO08,その他
Q4-2利用した手続名,ＦＡ,1,Q4-2:利用した手続名がわかる場合はご記載ください。,,
Q4-3申請・届出でのデジタル行政手続の利用,ＳＡ,2,Q4-3:申請・届出の手続において、デジタルによる手続を行いましたか？,1,はい
Q4-3申請・届出でのデジタル行政手続の利用,ＳＡ,2,Q4-3:申請・届出の手続において、デジタルによる手続を行いましたか？,2,いいえ
Q4-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q4-4:デジタルによる手続を利用しなかった理由を教えてください。,AO01,デジタル化されていなかった
Q4-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q4-4:デジタルによる手続を利用しなかった理由を教えてください。,AO02,デジタル化されていることを知らなかった
Q4-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q4-4:デジタルによる手続を利用しなかった理由を教えてください。,AO03,デジタル化されていたが、使い方が分からなかった
Q4-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q4-4:デジタルによる手続を利用しなかった理由を教えてください。,AO04,デジタル化されていたが、面倒で途中で断念した
Q4-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q4-4:デジタルによる手続を利用しなかった理由を教えてください。,-oth-,その他（自由記述）
Q4-5申請・届出で利用した行政手続の満足度,ＳＡ,5,Q4-5:申請・届出で利用した行政手続の満足度を教えてください。,AO01,非常に満足
Q4-5申請・届出で利用した行政手続の満足度,ＳＡ,5,Q4-5:申請・届出で利用した行政手続の満足度を教えてください。,AO02,どちらかといえば満足
Q4-5申請・届出で利用した行政手続の満足度,ＳＡ,5,Q4-5:申請・届出で利用した行政手続の満足度を教えてください。,AO03,どちらでもない
Q4-5申請・届出で利用した行政手続の満足度,ＳＡ,5,Q4-5:申請・届出で利用した行政手続の満足度を教えてください。,AO04,どちらかといえば不満
Q4-5申請・届出で利用した行政手続の満足度,ＳＡ,5,Q4-5:申請・届出で利用した行政手続の満足度を教えてください。,AO05,不満
Q4-6申請・届出で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q4-6:満足度について、さらに掘り下げて質問いたします。申請・届出で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO01,非常に満足
Q4-6申請・届出で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q4-6:満足度について、さらに掘り下げて質問いたします。申請・届出で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO02,どちらかといえば満足
Q4-6申請・届出で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q4-6:満足度について、さらに掘り下げて質問いたします。申請・届出で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO03,どちらでもない
Q4-6申請・届出で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q4-6:満足度について、さらに掘り下げて質問いたします。申請・届出で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO04,どちらかといえば不満
Q4-6申請・届出で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q4-6:満足度について、さらに掘り下げて質問いたします。申請・届出で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO05,不満
Q4-7リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q4-7リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q4-7検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q4-7検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q4-7耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q4-7耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q4-7色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q4-7色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q4-7知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q4-7知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q4-7知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q4-7知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q4-7その他,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q4-7その他,ＳＡ,2,Q4-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q4-8Q4-7その他FA,ＦＡ,1,Q4-8:その他の内容についてご記載ください,,
Q4-9申請・届出等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q4-9:申請・届出等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO01,非常に満足
Q4-9申請・届出等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q4-9:申請・届出等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO02,どちらかといえば満足
Q4-9申請・届出等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q4-9:申請・届出等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO03,どちらでもない
Q4-9申請・届出等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q4-9:申請・届出等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO04,どちらかといえば不満
Q4-9申請・届出等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q4-9:申請・届出等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO05,不満
Q4-10ページ表示に時間がかかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10ページ表示に時間がかかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-10申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-10申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-10文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-10情報が点在し、理解できなかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10情報が点在し、理解できなかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-10手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-10行政手続そのものが複雑で難しかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10行政手続そのものが複雑で難しかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-10問い合わせする方法が電話しかなかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10問い合わせする方法が電話しかなかった,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-10プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-10その他,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q4-10その他,ＳＡ,2,Q4-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q4-11Q4-10その他FA,ＦＡ,1,Q4-11:その他の内容についてご記載ください,,
Q4-12申請・届出等で利用した行政手続にかかる時間,ＳＡ,5,Q4-12:申請・届出等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO01,非常に満足
Q4-12申請・届出等で利用した行政手続にかかる時間,ＳＡ,5,Q4-12:申請・届出等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO02,どちらかといえば満足
Q4-12申請・届出等で利用した行政手続にかかる時間,ＳＡ,5,Q4-12:申請・届出等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO03,どちらでもない
Q4-12申請・届出等で利用した行政手続にかかる時間,ＳＡ,5,Q4-12:申請・届出等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO04,どちらかといえば不満
Q4-12申請・届出等で利用した行政手続にかかる時間,ＳＡ,5,Q4-12:申請・届出等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO05,不満
Q4-13手続を探すのに時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q4-13手続を探すのに時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q4-13制度を理解するのに時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q4-13制度を理解するのに時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q4-13申請時のフォームの入力に時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q4-13申請時のフォームの入力に時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q4-13行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q4-13行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q4-13郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q4-13郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q4-13その他,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q4-13その他,ＳＡ,2,Q4-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q4-14Q4-13その他FA,ＦＡ,1,Q4-14:その他の内容についてご記載ください,,
Q4-15申請・届出のデジタル行政手続のアップデート,ＳＡ,6,Q4-15:申請・届出において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO01,不備や不満があっても意見を伝えようと思わない
Q4-15申請・届出のデジタル行政手続のアップデート,ＳＡ,6,Q4-15:申請・届出において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO02,不備や不満について改善の意見を伝えたいが、伝える機会・機能がない
Q4-15申請・届出のデジタル行政手続のアップデート,ＳＡ,6,Q4-15:申請・届出において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO03,意見を伝える機会・機能はあるものの、利用者の意見がアップデートに反映されていないと感じる
Q4-15申請・届出のデジタル行政手続のアップデート,ＳＡ,6,Q4-15:申請・届出において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO04,意見を伝える機会・機能があり、利用者のニーズに合わせたアップデートがされていると感じる
Q4-15申請・届出のデジタル行政手続のアップデート,ＳＡ,6,Q4-15:申請・届出において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO05,わからない
Q4-15申請・届出のデジタル行政手続のアップデート,ＳＡ,6,Q4-15:申請・届出において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,-oth-,その他（自由記述）
Q5-1納税でのデジタル行政手続の利用,ＳＡ,2,Q5-1:納税の手続において、デジタルによる手続を行いましたか？,1,はい
Q5-1納税でのデジタル行政手続の利用,ＳＡ,2,Q5-1:納税の手続において、デジタルによる手続を行いましたか？,2,いいえ
Q5-2デジタル行政手続を利用しなかった理由,ＳＡ,5,Q5-2:デジタルによる手続を利用しなかった理由を教えてください。,AO01,デジタル化されていなかった
Q5-2デジタル行政手続を利用しなかった理由,ＳＡ,5,Q5-2:デジタルによる手続を利用しなかった理由を教えてください。,AO02,デジタル化されていることを知らなかった
Q5-2デジタル行政手続を利用しなかった理由,ＳＡ,5,Q5-2:デジタルによる手続を利用しなかった理由を教えてください。,AO03,デジタル化されていたが、使い方が分からなかった
Q5-2デジタル行政手続を利用しなかった理由,ＳＡ,5,Q5-2:デジタルによる手続を利用しなかった理由を教えてください。,AO04,デジタル化されていたが、面倒で途中で断念した
Q5-2デジタル行政手続を利用しなかった理由,ＳＡ,5,Q5-2:デジタルによる手続を利用しなかった理由を教えてください。,-oth-,その他（自由記述）
Q5-3納税で利用した行政手続の満足度,ＳＡ,5,Q5-3:納税で利用した行政手続の満足度を教えてください。,AO01,非常に満足
Q5-3納税で利用した行政手続の満足度,ＳＡ,5,Q5-3:納税で利用した行政手続の満足度を教えてください。,AO02,どちらかといえば満足
Q5-3納税で利用した行政手続の満足度,ＳＡ,5,Q5-3:納税で利用した行政手続の満足度を教えてください。,AO03,どちらでもない
Q5-3納税で利用した行政手続の満足度,ＳＡ,5,Q5-3:納税で利用した行政手続の満足度を教えてください。,AO04,どちらかといえば不満
Q5-3納税で利用した行政手続の満足度,ＳＡ,5,Q5-3:納税で利用した行政手続の満足度を教えてください。,AO05,不満
Q5-4納税で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q5-4:満足度について、さらに掘り下げて質問いたします。納税で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO01,非常に満足
Q5-4納税で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q5-4:満足度について、さらに掘り下げて質問いたします。納税で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO02,どちらかといえば満足
Q5-4納税で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q5-4:満足度について、さらに掘り下げて質問いたします。納税で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO03,どちらでもない
Q5-4納税で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q5-4:満足度について、さらに掘り下げて質問いたします。納税で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO04,どちらかといえば不満
Q5-4納税で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q5-4:満足度について、さらに掘り下げて質問いたします。納税で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO05,不満
Q5-5リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,1,はい
Q5-5リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q5-5検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,1,はい
Q5-5検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q5-5耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,1,はい
Q5-5耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q5-5色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,1,はい
Q5-5色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q5-5知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,1,はい
Q5-5知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q5-5知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,1,はい
Q5-5知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q5-5その他,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,1,はい
Q5-5その他,ＳＡ,2,Q5-5:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q5-6Q5-7その他FA,ＦＡ,1,Q5-6:その他の内容についてご記載ください,,
Q5-7納税等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q5-7:納税等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO01,非常に満足
Q5-7納税等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q5-7:納税等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO02,どちらかといえば満足
Q5-7納税等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q5-7:納税等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO03,どちらでもない
Q5-7納税等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q5-7:納税等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO04,どちらかといえば不満
Q5-7納税等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q5-7:納税等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO05,不満
Q5-8ページ表示に時間がかかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8ページ表示に時間がかかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-8申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-8申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-8文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-8情報が点在し、理解できなかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8情報が点在し、理解できなかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-8手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-8行政手続そのものが複雑で難しかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8行政手続そのものが複雑で難しかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-8問い合わせする方法が電話しかなかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8問い合わせする方法が電話しかなかった,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-8プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-8その他,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,1,はい
Q5-8その他,ＳＡ,2,Q5-8:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q5-9Q5-8その他FA,ＦＡ,1,Q5-9:その他の内容についてご記載ください,,
Q5-10納税等で利用した行政手続にかかる時間,ＳＡ,5,Q5-10:納税等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO01,非常に満足
Q5-10納税等で利用した行政手続にかかる時間,ＳＡ,5,Q5-10:納税等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO02,どちらかといえば満足
Q5-10納税等で利用した行政手続にかかる時間,ＳＡ,5,Q5-10:納税等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO03,どちらでもない
Q5-10納税等で利用した行政手続にかかる時間,ＳＡ,5,Q5-10:納税等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO04,どちらかといえば不満
Q5-10納税等で利用した行政手続にかかる時間,ＳＡ,5,Q5-10:納税等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO05,不満
Q5-11手続を探すのに時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q5-11手続を探すのに時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q5-11制度を理解するのに時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q5-11制度を理解するのに時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q5-11申請時のフォームの入力に時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
