年度,区分,区分2,基金名,区分3,金額（億円）,備考
2021,３つのシティ実現に向けた基金,スマート シティ,ゼロエミッション東京推進基金,2019年度末残高（決算）,300,
2021,３つのシティ実現に向けた基金,スマート シティ,ゼロエミッション東京推進基金,2020年度末残高（決算）,295,
2021,３つのシティ実現に向けた基金,スマート シティ,ゼロエミッション東京推進基金,2021年度取崩額,-193,
2021,３つのシティ実現に向けた基金,スマート シティ,ゼロエミッション東京推進基金,2021年度末残高,103,
2021,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2019年度末残高（決算）,0,
2021,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2020年度末残高（決算）,1,
2021,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2021年度取崩額,0,
2021,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2021年度末残高,-2,
2021,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2019年度末残高（決算）,43,
2021,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2020年度末残高（決算）,0,
2021,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2021年度取崩額,0,
2021,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2021年度末残高,0,
2021,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2019年度末残高（決算）,143,
2021,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2020年度末残高（決算）,143,
2021,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2021年度取崩額,-31,
2021,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2021年度末残高,112,
2021,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2019年度末残高（決算）,1946,
2021,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2020年度末残高（決算）,1947,
2021,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2021年度取崩額,-597,
2021,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2021年度末残高,1350,
2021,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2019年度末残高（決算）,56,
2021,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2020年度末残高（決算）,42,
2021,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2021年度取崩額,-24,
2021,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2021年度末残高,17,
2021,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2019年度末残高（決算）,0,
2021,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2020年度末残高（決算）,0,
2021,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2021年度取崩額,0,
2021,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2021年度末残高,0,
2021,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2019年度末残高（決算）,"3,075",
2021,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2020年度末残高（決算）,"4,290",
2021,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2021年度取崩額,"-3,740",
2021,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2021年度末残高,374,
2021,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2019年度末残高（決算）,0,
2021,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2020年度末残高（決算）,-1,
2021,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2021年度取崩額,0,
2021,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2021年度末残高,1,
2021,国の交付金等により積み立てた基金,その他基金,その他基金,2019年度末残高（決算）,1366,
2021,国の交付金等により積み立てた基金,その他基金,その他基金,2020年度末残高（決算）,1348,
2021,国の交付金等により積み立てた基金,その他基金,その他基金,2021年度取崩額,-322,
2021,国の交付金等により積み立てた基金,その他基金,その他基金,2021年度末残高,1314,
2021,財政調整基金,財政調整基金,財政調整基金,2019年度末残高（決算）,9345,
2021,財政調整基金,財政調整基金,財政調整基金,2020年度末残高（決算）,5327,
2021,財政調整基金,財政調整基金,財政調整基金,2021年度取崩額,-3751,
2021,財政調整基金,財政調整基金,財政調整基金,2021年度末残高,"3,521",
2021,合計,合計,合計,2019年度末残高（決算）,26267,
2021,合計,合計,合計,2020年度末残高（決算）,22417,
2021,合計,合計,合計,2021年度取崩額,-9047,
2021,合計,合計,合計,2021年度末残高,15505,
2020,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2019年度最終補正後残高,2149,
2020,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2020年度取崩額（当初）,-986,
2020,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2020年度末残高（当初）,1163,
2020,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2019年度最終補正後残高,373,
2020,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2020年度取崩額（当初）,-163,
2020,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2020年度末残高（当初）,210,
2020,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2019年度最終補正後残高,0,
2020,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2020年度取崩額（当初）,0,
2020,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2020年度末残高（当初）,0,
2020,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2019年度最終補正後残高,5122,
2020,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2020年度取崩額（当初）,-2547,
2020,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2020年度末残高（当初）,2611,
2020,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2019年度最終補正後残高,26,
2020,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2020年度取崩額（当初）,-26,
2020,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2020年度末残高（当初）,0,
2020,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2019年度最終補正後残高,46,
2020,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2020年度取崩額（当初）,-46,
2020,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2020年度末残高（当初）,0,
2020,３つのシティ実現に向けた基金,スマート シティ,鉄道新線建設等準備基金,2019年度最終補正後残高,691,
2020,３つのシティ実現に向けた基金,スマート シティ,鉄道新線建設等準備基金,2020年度取崩額（当初）,-1,
2020,３つのシティ実現に向けた基金,スマート シティ,鉄道新線建設等準備基金,2020年度末残高（当初）,760,
2020,３つのシティ実現に向けた基金,スマート シティ,スマート東京推進基金,2019年度最終補正後残高,500,
2020,３つのシティ実現に向けた基金,スマート シティ,スマート東京推進基金,2020年度取崩額（当初）,-59,
2020,３つのシティ実現に向けた基金,スマート シティ,スマート東京推進基金,2020年度末残高（当初）,441,
2020,３つのシティ実現に向けた基金,スマート シティ,緑あふれる東京基金,2019年度最終補正後残高,300,
2020,３つのシティ実現に向けた基金,スマート シティ,緑あふれる東京基金,2020年度取崩額（当初）,0,
2020,３つのシティ実現に向けた基金,スマート シティ,緑あふれる東京基金,2020年度末残高（当初）,300,
2020,３つのシティ実現に向けた基金,スマート シティ,ゼロエミッション東京推進基金,2019年度最終補正後残高,300,
2020,３つのシティ実現に向けた基金,スマート シティ,ゼロエミッション東京推進基金,2020年度取崩額（当初）,-7,
2020,３つのシティ実現に向けた基金,スマート シティ,ゼロエミッション東京推進基金,2020年度末残高（当初）,293,
2020,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2019年度最終補正後残高,1,
2020,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2020年度取崩額（当初）,-1,
2020,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2020年度末残高（当初）,0,
2020,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2019年度最終補正後残高,40,
2020,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2020年度取崩額（当初）,-40,
2020,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2020年度末残高（当初）,0,
2020,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2019年度最終補正後残高,126,
2020,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2020年度取崩額（当初）,-126,
2020,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2020年度末残高（当初）,0,
2020,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2019年度最終補正後残高,1866,
2020,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2020年度取崩額（当初）,-673,
2020,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2020年度末残高（当初）,"1,193",
2020,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2019年度最終補正後残高,46,
2020,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2020年度取崩額（当初）,-46,
2020,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2020年度末残高（当初）,0,
2020,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2019年度最終補正後残高,0,
2020,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2020年度取崩額（当初）,-1,
2020,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2020年度末残高（当初）,0,
2020,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2019年度最終補正後残高,2784,
2020,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2020年度取崩額（当初）,-2610,
2020,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2020年度末残高（当初）,174,
2020,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2019年度最終補正後残高,-1,
2020,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2020年度取崩額（当初）,0,
2020,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2020年度末残高（当初）,0,
2020,国の交付金等により積み立てた基金,その他基金,その他基金,2019年度最終補正後残高,1333,
2020,国の交付金等により積み立てた基金,その他基金,その他基金,2020年度取崩額（当初）,-269,
2020,国の交付金等により積み立てた基金,その他基金,その他基金,2020年度末残高（当初）,1252,
2020,財源として活用可能な基金,財政調整基金,財政調整基金,2019年度最終補正後残高,9345,
2020,財源として活用可能な基金,財政調整基金,財政調整基金,2020年度取崩額（当初）,0,
2020,財源として活用可能な基金,財政調整基金,財政調整基金,2020年度末残高（当初）,9348,
2020,合計,合計,合計,2019年度最終補正後残高,25047,
2020,合計,合計,合計,2020年度取崩額（当初）,-7601,
2020,合計,合計,合計,2020年度末残高（当初）,17744,
2019,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2018年度最終補正後残高,2095,
2019,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2019年度取崩額（当初）,-1076,
2019,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2019年度末残高（当初）,1019,
2019,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2018年度最終補正後残高,498,
2019,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2019年度取崩額（当初）,-144,
2019,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2019年度末残高（当初）,354,
2019,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2018年度最終補正後残高,-1,
2019,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2019年度取崩額（当初）,0,
2019,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2019年度末残高（当初）,0,
2019,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2018年度最終補正後残高,3875,
2019,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2019年度取崩額（当初）,-680,
2019,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2019年度末残高（当初）,3243,
2019,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2018年度最終補正後残高,53,
2019,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2019年度取崩額（当初）,-30,
2019,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2019年度末残高（当初）,23,
2019,３つのシティ実現に向けた基金,スマート シティ,水素社会・スマートエネルギー都市づくり推進基金,2018年度最終補正後残高,300,
2019,３つのシティ実現に向けた基金,スマート シティ,水素社会・スマートエネルギー都市づくり推進基金,2019年度取崩額（当初）,-48,
2019,３つのシティ実現に向けた基金,スマート シティ,水素社会・スマートエネルギー都市づくり推進基金,2019年度末残高（当初）,252,
2019,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2018年度最終補正後残高,79,
2019,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2019年度取崩額（当初）,-41,
2019,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2019年度末残高（当初）,39,
2019,３つのシティ実現に向けた基金,スマート シティ,イノベーション創出基金,2018年度最終補正後残高,254,
2019,３つのシティ実現に向けた基金,スマート シティ,イノベーション創出基金,2019年度取崩額（当初）,-64,
2019,３つのシティ実現に向けた基金,スマート シティ,イノベーション創出基金,2019年度末残高（当初）,190,
2019,３つのシティ実現に向けた基金,スマート シティ,鉄道新線建設等準備基金,2018年度最終補正後残高,620,
2019,３つのシティ実現に向けた基金,スマート シティ,鉄道新線建設等準備基金,2019年度取崩額（当初）,0,
2019,３つのシティ実現に向けた基金,スマート シティ,鉄道新線建設等準備基金,2019年度末残高（当初）,691,
2019,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2018年度最終補正後残高,0,
2019,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2019年度取崩額（当初）,1,
2019,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2019年度末残高（当初）,-1,
2019,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2018年度最終補正後残高,44,
2019,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2019年度取崩額（当初）,-11,
2019,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2019年度末残高（当初）,33,
2019,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2018年度最終補正後残高,265,
2019,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2019年度取崩額（当初）,-106,
2019,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2019年度末残高（当初）,160,
2019,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2018年度最終補正後残高,1674,
2019,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2019年度取崩額（当初）,-577,
2019,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2019年度末残高（当初）,"1,098",
2019,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2018年度最終補正後残高,86,
2019,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2019年度取崩額（当初）,-57,
2019,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2019年度末残高（当初）,28,
2019,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2018年度最終補正後残高,0,
2019,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2019年度取崩額（当初）,0,
2019,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2019年度末残高（当初）,-1,
2019,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2018年度最終補正後残高,4935,
2019,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2019年度取崩額（当初）,-2744,
2019,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2019年度末残高（当初）,2193,
2019,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2018年度最終補正後残高,0,
2019,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2019年度取崩額（当初）,0,
2019,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2019年度末残高（当初）,0,
2019,国の交付金等により積み立てた基金,その他基金,その他基金,2018年度最終補正後残高,1362,
2019,国の交付金等により積み立てた基金,その他基金,その他基金,2019年度取崩額（当初）,-264,
2019,国の交付金等により積み立てた基金,その他基金,その他基金,2019年度末残高（当初）,1299,
2019,財源として活用可能な基金,財政調整基金,財政調整基金,2018年度最終補正後残高,8428,
2019,財源として活用可能な基金,財政調整基金,財政調整基金,2019年度取崩額（当初）,0,
2019,財源として活用可能な基金,財政調整基金,財政調整基金,2019年度末残高（当初）,8470,
2019,合計,合計,合計,2018年度最終補正後残高,24567,
2019,合計,合計,合計,2019年度取崩額（当初）,-5841,
2019,合計,合計,合計,2019年度末残高（当初）,19090,
2018,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2017年度最終補正後残高,2331,
2018,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2018年度取崩額（当初）,-994,
2018,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2018年度末残高（当初）,1338,
2018,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2017年度最終補正後残高,631,
2018,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2018年度取崩額（当初）,-145,
2018,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2018年度末残高（当初）,487,
2018,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2017年度最終補正後残高,0,
2018,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2018年度取崩額（当初）,0,
2018,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2018年度末残高（当初）,0,
2018,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2017年度最終補正後残高,4247,
2018,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2018年度取崩額（当初）,-906,
2018,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2018年度末残高（当初）,3394,
2018,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2017年度最終補正後残高,85,
2018,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2018年度取崩額（当初）,-32,
2018,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2018年度末残高（当初）,53,
2018,３つのシティ実現に向けた基金,スマート シティ,水素社会・スマートエネルギー都市づくり推進基金,2017年度最終補正後残高,333,
2018,３つのシティ実現に向けた基金,スマート シティ,水素社会・スマートエネルギー都市づくり推進基金,2018年度取崩額（当初）,-33,
2018,３つのシティ実現に向けた基金,スマート シティ,水素社会・スマートエネルギー都市づくり推進基金,2018年度末残高（当初）,299,
2018,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2017年度最終補正後残高,118,
2018,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2018年度取崩額（当初）,-49,
2018,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2018年度末残高（当初）,70,
2018,３つのシティ実現に向けた基金,スマート シティ,イノベーション創出基金,2017年度最終補正後残高,300,
2018,３つのシティ実現に向けた基金,スマート シティ,イノベーション創出基金,2018年度取崩額（当初）,-46,
2018,３つのシティ実現に向けた基金,スマート シティ,イノベーション創出基金,2018年度末残高（当初）,254,
2018,３つのシティ実現に向けた基金,スマート シティ,鉄道新線建設等準備基金,2017年度最終補正後残高,0,
2018,３つのシティ実現に向けた基金,スマート シティ,鉄道新線建設等準備基金,2018年度取崩額（当初）,0,
2018,３つのシティ実現に向けた基金,スマート シティ,鉄道新線建設等準備基金,2018年度末残高（当初）,620,
2018,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2017年度最終補正後残高,-1,
2018,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2018年度取崩額（当初）,-1,
2018,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2018年度末残高（当初）,0,
2018,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2017年度最終補正後残高,58,
2018,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2018年度取崩額（当初）,-22,
2018,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2018年度末残高（当初）,35,
2018,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2017年度最終補正後残高,315,
2018,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2018年度取崩額（当初）,-126,
2018,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2018年度末残高（当初）,189,
2018,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2017年度最終補正後残高,2158,
2018,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2018年度取崩額（当初）,-564,
2018,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2018年度末残高（当初）,1595,
2018,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2017年度最終補正後残高,120,
2018,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2018年度取崩額（当初）,-69,
2018,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2018年度末残高（当初）,50,
2018,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2017年度最終補正後残高,0,
2018,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2018年度取崩額（当初）,0,
2018,３つのシティ実現に向けた基金,ダイバーシティ,＜端数調整＞,2018年度末残高（当初）,1,
2018,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2017年度最終補正後残高,5030,
2018,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2018年度取崩額（当初）,-968,
2018,３つのシティ実現に向けた基金,東京オリンピック・パラリンピック開催準備基金,東京オリンピック・パラリンピック開催準備基金,2018年度末残高（当初）,4063,
2018,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2017年度最終補正後残高,0,
2018,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2018年度取崩額（当初）,1,
2018,３つのシティ実現に向けた基金,＜端数調整＞,＜端数調整＞,2018年度末残高（当初）,-1,
2018,国の交付金等により積み立てた基金,その他基金,その他基金,2017年度最終補正後残高,2192,
2018,国の交付金等により積み立てた基金,その他基金,その他基金,2018年度取崩額（当初）,-292,
2018,国の交付金等により積み立てた基金,その他基金,その他基金,2018年度末残高（当初）,1569,
2018,財源として活用可能な基金,財政調整基金,財政調整基金,2017年度最終補正後残高,7165,
2018,財源として活用可能な基金,財政調整基金,財政調整基金,2018年度取崩額（当初）,0,
2018,財源として活用可能な基金,財政調整基金,財政調整基金,2018年度末残高（当初）,7167,
2018,合計,合計,合計,2017年度最終補正後残高,25082,
2018,合計,合計,合計,2018年度取崩額（当初）,-4247,
2018,合計,合計,合計,2018年度末残高（当初）,21183,
2017,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2016年度最終補正後残高,2614,
2017,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2017年度取崩額（当初）,-757,
2017,３つのシティ実現に向けた基金,セーフ シティ,防災街づくり基金,2017年度末残高（当初）,1857,
2017,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2016年度最終補正後残高,700,
2017,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2017年度取崩額（当初）,-69,
2017,３つのシティ実現に向けた基金,セーフ シティ,無電柱化推進基金,2017年度末残高（当初）,631,
2017,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2016年度最終補正後残高,0,
2017,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2017年度取崩額（当初）,0,
2017,３つのシティ実現に向けた基金,セーフ シティ,＜端数調整＞,2017年度末残高（当初）,1,
2017,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2016年度最終補正後残高,5149,
2017,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2017年度取崩額（当初）,-1509,
2017,３つのシティ実現に向けた基金,スマート シティ,社会資本等整備基金,2017年度末残高（当初）,3695,
2017,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2016年度最終補正後残高,88,
2017,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2017年度取崩額（当初）,-12,
2017,３つのシティ実現に向けた基金,スマート シティ,芸術文化振興基金,2017年度末残高（当初）,76,
2017,３つのシティ実現に向けた基金,スマート シティ,水素社会・スマートエネルギー都市づくり推進基金,2016年度最終補正後残高,355,
2017,３つのシティ実現に向けた基金,スマート シティ,水素社会・スマートエネルギー都市づくり推進基金,2017年度取崩額（当初）,-55,
2017,３つのシティ実現に向けた基金,スマート シティ,水素社会・スマートエネルギー都市づくり推進基金,2017年度末残高（当初）,300,
2017,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2016年度最終補正後残高,144,
2017,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2017年度取崩額（当初）,-65,
2017,３つのシティ実現に向けた基金,スマート シティ,おもてなし・観光基金,2017年度末残高（当初）,79,
2017,３つのシティ実現に向けた基金,スマート シティ,イノベーション創出基金,2016年度最終補正後残高,300,
2017,３つのシティ実現に向けた基金,スマート シティ,イノベーション創出基金,2017年度取崩額（当初）,0,
2017,３つのシティ実現に向けた基金,スマート シティ,イノベーション創出基金,2017年度末残高（当初）,300,
2017,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2016年度最終補正後残高,0,
2017,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2017年度取崩額（当初）,0,
2017,３つのシティ実現に向けた基金,スマート シティ,＜端数調整＞,2017年度末残高（当初）,0,
2017,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2016年度最終補正後残高,45,
2017,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2017年度取崩額（当初）,-26,
2017,３つのシティ実現に向けた基金,ダイバーシティ,福祉・健康安心基金,2017年度末残高（当初）,19,
2017,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2016年度最終補正後残高,307,
2017,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2017年度取崩額（当初）,-91,
2017,３つのシティ実現に向けた基金,ダイバーシティ,人に優しく快適な街づくり基金,2017年度末残高（当初）,216,
2017,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2016年度最終補正後残高,2452,
2017,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2017年度取崩額（当初）,-461,
2017,３つのシティ実現に向けた基金,ダイバーシティ,福祉先進都市実現基金,2017年度末残高（当初）,1991,
2017,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2016年度最終補正後残高,200,
2017,３つのシティ実現に向けた基金,ダイバーシティ,障害者スポーツ振興基金,2017年度取崩額（当初）,-84,
