"ページURL","分類","第1分類","第2分類","開催日時","ページタイトル","問い合わせ先1","問い合わせ先電話番号1","問い合わせ先ファックス番号1","問い合わせ先2","問い合わせ先電話番号2","問い合わせ先ファックス番号2","問い合わせ先3","問い合わせ先電話番号3","問い合わせ先ファックス番号3","問い合わせ先4","問い合わせ先電話番号4","問い合わせ先ファックス番号4","問い合わせ先5","問い合わせ先電話番号5","問い合わせ先ファックス番号5","問い合わせ先6","問い合わせ先電話番号6","問い合わせ先ファックス番号6","問い合わせ先フリー入力","内容","対象","開催日詳細","ところ","定員","費用","申し込み","持ち物","その他","関連資料URL1","関連資料タイトル1","関連資料URL2","関連資料タイトル2","関連資料URL3","関連資料タイトル3","関連資料URL4","関連資料タイトル4","関連資料URL5","関連資料タイトル5","関連リンクURL1","関連リンクタイトル1","関連リンクURL2","関連リンクタイトル2","関連リンクURL3","関連リンクタイトル3","関連リンクURL4","関連リンクタイトル4","関連リンクURL5","関連リンクタイトル5","緯度","経度",
"https://www.city.minato.tokyo.jp/kouhou/event/240303-mitayose.html","008001000000","港区イベントカレンダー","芝地区","2024年3月3日","素人が演って三田寄席","","","","","","","","","","","","","","","","","","","","","どなたでも","午後2時から午後3時30分","産業振興センター　ホール小","50人（申込順）","","電話または直接、三田図書館へ。
※2月15日（木曜）は休館
電話：03-3452-4951","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240316-otsumamikoza.html","008001002000","港区イベントカレンダー","芝地区","2024年3月16日","男性のための簡単おつまみ講座","","","","","","","","","","","","","","","","","","","","フードコーディネーターが初心者でも簡単に作れるおつまみを紹介し、一緒に作ります。","おおむね50歳以上の男性区民","午前10時から午後1時","三田いきいきプラザ","8人（抽選）","500円（材料費）","電話または直接、3月3日（日曜）までに、三田いきいきプラザへ。
電話：03-3452-9421","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240305-harimassage.html","008002002000","港区イベントカレンダー","麻布地区","2024年3月5日から2024年3月6日","はり・マッサージサービス","","","","","","","","","","","","","","","","","","","","","65歳以上の区民","","飯倉いきいきプラザ","60人（申込順）","1,000円（利用料）","電話で、2月20日 （火曜）午後5時までに、飯倉いきいきプラザへ。
電話：03-3583-6366","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240309-sumahokyoshitsu.html","008002002000","港区イベントカレンダー","麻布地区","2024年3月9日から2024年3月16日","なるほどスマホ教室","","","","","","","","","","","","","","","","","","","","ご自身のスマートフォンを使用します。","50歳以上の区民","3月9日（土曜）・3月16日（土曜）午前10時から正午","飯倉いきいきプラザ","8人（60歳以上の人優先で抽選）","","電話または直接、2月20日（火曜）までに、飯倉いきいきプラザへ。
電話：03-3583-6366","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240306-ukulelekyoshitsu.html","008005002000","港区イベントカレンダー","芝浦港南地区","2024年3月6日から2024年3月27日","中級いきいきウクレレ教室","","","","","","","","","","","","","","","","","","","","ウクレレは無料で貸し出します。","60歳以上の区民","（毎週水曜・全4回）午後3時30分から午後5時","港南いきいきプラザ","12人（抽選）","","電話または直接、2月20日（火曜）までに、港南いきいきプラザへ。
電話：03-3450-9915","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240319-tsutawarunihongo_symposium.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月19日","港区伝わる日本語シンポジウム～協働でつくる「伝わる」日本語～","","","","","","","","","","","","","","","","","","","","","どなたでも","","高輪区民センター","","","詳細は関連リンクをご参照ください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202402/20240211top/09.html","広報みなと2024年2月11日号　港区伝わる日本語シンポジウム～協働でつくる「伝わる」日本語～","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240330-shibakataribe.html","008001000000","港区イベントカレンダー","芝地区","2024年3月30日","芝の語り部によるツアー「虎ノ門から満開の桜を訪ねて」","芝地区総合支所協働推進課地区政策担当","03-3578-3124","03-3578-3180","","","","","","","","","","","","","","","","","","サクラに興味があり長時間歩行できる人","午前9時30分から午後0時30分","午前9時20分に東京メトロ銀座線虎ノ門駅11番地上出口に集合

コース：虎ノ門駅→虎ノ門ヒルズ→愛宕山→青松寺→泉ガーデン→陽泉寺→スペイン坂→六本木一丁目駅","20人程度（抽選）","","電話で、2月22日（木曜）から3月8日（金曜）に、みなとコール（受付時間：午前9時（初日は午後2時）から午後5時）へ。
電話：03-5472-3710

結果は、3月19日（火曜）以降に、申込者全員に郵送でお知らせします。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240309-azabubosaifes.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月9日","麻布防災フェスin六本木","麻布地区総合支所協働推進課協働推進係","03-5114-8802","03-3583-3782","","","","","","","","","","","","","","","","","「関東大震災100年継承プロジェクト」の一環として、タレントのトークショーや噺（はなし）家による「防災寄席」、防災グッズの展示、ワークショップ等さまざまなイベントを実施します。「帰宅困難者対策」や「在宅避難の備え」を楽しく学べます。詳しくは、港区ホームページ（関連リンク参照）をご覧ください。","どなたでも","午前11時から午後6時","六本木ヒルズ内「ヒルズカフェ」（六本木六丁目10番1号）","","","当日直接会場へ。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/azabukyoudou/bousai/060309bousaifes_roppongi.html","港区ホームページ","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240330-ungameguri.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月30日","運河めぐり「船から見る港南の桜」","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者","1便：午後1時30分から午後1時55分
2便：午後2時5分から2時30分
3便：午後2時40分から午後3時5分
4便：午後3時15分から午後3時40分
5便：午後3時50分から午後4時15分
※小雨決行、荒天中止","高浜運河沿緑地集合
※詳しくは、参加者に案内を郵送します。","各便39人（抽選）","","電話で、2月27日（火曜）から3月5日（火曜）に、みなとコール（受付時間：午前9時（初日は午後2時）から午後5時）へ。
電話：03-5472-3710","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240405-yoga.html","008005000000","港区イベントカレンダー","芝浦港南地区","2024年4月5日から2024年6月16日","ヨガ教室","","","","","","","","","","","","","","","","","","","","","16歳以上の区内在住・在勤者","金曜コース：4月5日から6月14日（5月3日を除く毎週金曜・全10回）午後7時30分から午後8時30分
土曜コース：4月6日から6月15日（5月4日を除く毎週土曜・全10回）午前9時50分から午前10時50分
日曜コース：4月7日から6月16日（5月5日を除く毎週日曜・全10回）午前9時45分から午前10時45分または午前11時から正午","港南いきいきプラザ","各20人（抽選）","各コース5,500円（参加費）","電話または直接、3月3日（日曜）までに、港南いきいきプラザへ。
電話：03-3450-9915","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240316-machiaruki.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月16日","まち歩きツアー「浜松町から江戸の歴史や現代ハイテク地区を巡り、竹芝みなとフェスタへ」","産業・地域振興支援部産業振興課観光政策担当","03-6435-4661","03-6435-4693","","","","","","","","","","","","","","","","港区観光協会ボランティアガイド担当（受付時間：祝日を除く月曜から金曜午前9時から午後5時）
電話：03-6809-5514","","小学生以上で全行程歩ける人","午前10時から午前11時","Aコース「江戸歴史コース」：JR浜松町駅北口（集合）→浜松町二丁目再開発地区→旧神明町（赤穂義士引き揚げと尾崎紅葉成育の地）→赤穂藩森家石垣→福澤諭吉学塾跡→新銭座町跡→イタリア公園→新見藩関家石垣→ウォーターズ竹芝・竹芝みなとフェスタ会場（解散）
Bコース「現代ハイテクコース」：JR浜松町駅北口（集合）→歩行者デッキ（旧芝離宮恩賜庭園、東京タワー等遠望）→東京ポートシティ竹芝「竹芝新八景」→竹芝ふ頭展望台→ウォーターズ竹芝・竹芝みなとフェスタ会場（解散）","各コース20人（抽選）","","一般社団法人港区観光協会ホームページ（関連リンク参照）または郵送で、往復はがきにツアー名とコース名、申し込み人数（2人まで）、申込者全員の住所・氏名・年齢・日中連絡のつく電話番号を明記の上、3月4日（月曜・必着）までに、〒108-0014芝五丁目36番4号札の辻スクエア8階　一般社団法人港区観光協会「港区観光ボランティアガイド担当」へ。3月11日（月曜）までに当落通知を送付します。","","","","","","","","","","","","","https://visit-minato-city.tokyo/ja-jp/city-tours","一般社団法人港区観光協会ホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240318-kaigozaitaku.html","008001000000","港区イベントカレンダー","芝地区","2024年3月18日","港区地域包括ケア推進事業　区民公開講座「介護保険の実際と在宅ケアを支える人たちからのメッセージ」","保健福祉支援部保健福祉課保健福祉総合調整係","03-3578-2328","03-3578-2398","","","","","","","","","","","","","","","","","","区内在住・在勤者、テーマに関心のある人","午後2時から午後4時","神明いきいきプラザ","30人程度（申込順）
※手話通訳・保育あり（4カ月から就学前、2人）。手話通訳または保育を希望する人は、3月1日（金曜）までに、申込時にお申し出ください。","","電話で、3月15日（金曜）までに、みなとコール（受付時間：午前9時から午後5時）へ。
電話：03-5472-3710","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240307-kenkokoza.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月7日","健康講座「プレコンセプションケアを考える～自分らしくあるために、今と未来につながる健康のこと～」","みなと保健所健康推進課健康づくり係","03-6400-0083","03-3455-4539","","","","","","","","","","","","","","","","","3月1日から3月8日は女性の健康週間です。
健康な生活習慣や妊娠・出産等、一生を通じた女性の健康について","どなたでも","午後7時から午後8時30分","（1）TKPガーデンシティPREMIUM品川高輪口（高輪四丁目10番18号）
（2）オンラインツール（Zoom）","（1）40人（申込順）
（2）500人（申込順）","","申し込みフォーム（関連リンク参照）から、3月7日（木曜）正午までにお申し込みください。","","","","","","","","","","","","","https://nccx.otsuka/sem/swo000844","申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240314-horitsukoza.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月14日","弁護士による区民法律講座「遺言書作成と遺留分」","企画経営部区長室広聴担当","03-3578-2051","","","","","","","","","","","","","","","","","","オンライン（Microsoft Teams）での参加も可能です。","区内在住・在勤・在学者","午後2時から午後4時","区役所9階会議室","会場30人（申込順）","","電話で、2月21日から3月12日（火曜）に、みなとコール（受付時間：午前9時から午後5時）へ。
電話：03-5472-3710","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240315-chikianzen.html","008001000000","港区イベントカレンダー","芝地区","2024年3月15日","「景色から危険を察知！防犯力を高めよう」地域安全講習会","防災危機管理室防災課生活安全推進担当","03-3578-2271","03-3578-2539","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者","午後7時から午後8時30分","芝区民協働スペース","40人（申込順）","","電話で、2月21日から3月10日（日曜）に、みなとコール（受付時間：午前9時（初日は午後2時）から午後5時）へ。詳しくは、港区ホームページ（関連リンク参照）をご覧ください。
電話：03-5472-3710","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/seikatsuanzen/event/bouhankouza/eachkousyukai/2024_3tiikiannzennkousyuukai.html","港区ホームページ","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240323-rurian.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月23日","性の多様性を広める みなとカラフル広場『るりあん』第5弾「これからできること」","","","","","","","","","","","","","","","","","","","","同世代交流を目的としています。","39歳以下の人","午後2時から午後4時","男女平等参画センター（みなとパーク芝浦2階）","20人（申込順）
※保育あり（4カ月から就学前、2人程度。3月7日（木曜）までに、申込時にお申し出ください）","","電話・ファックスまたは直接、男女平等参画センターへ。男女平等参画センターホームページ（関連リンク参照）からも申し込めます。
電話：03-3456-4149　ファックス：03-3456-1254","","","","","","","","","","","","","https://www.minatolibra.jp/","男女平等参画センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240323-seinenkoken.html","008001002000","港区イベントカレンダー","芝地区","2024年3月23日","わたしのこれからの整理～成年後見制度ってなに？～","","","","","","","","","","","","","","","","","","","三田いきいきプラザ
電話：03-3452-9421
","","おおむね50歳以上の区民","午前11時から正午","三田いきいきプラザ","30人（抽選）","","電話または直接、3月10日（日曜）までに、三田いきいきプラザへ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240321-shisei.html","008002002000","港区イベントカレンダー","麻布地区","2024年3月21日","「姿勢のいい街 麻布」いい姿勢で歩く動く教室","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","午前10時から午前11時30分","西麻布いきいきプラザ","20人（抽選）","","電話または本人が直接、3月7日（木曜）までに、西麻布いきいきプラザへ。
電話：03-3486-9166","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240306-esportstaiken.html","008004002000","港区イベントカレンダー","高輪地区","2024年3月6日","あたまとからだにe（いー）スポーツ体験会～楽しく頭を使いながら遊びませんか？～","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","午後1時から午後3時","豊岡いきいきプラザ","20人（抽選）","","電話または直接、3月1日（金曜）までに、豊岡いきいきプラザへ。
※当選者のみ、3月2日（土曜）以降に、電話で連絡します。
電話：03-3453-1591","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240322-digicame.html","008005002000","港区イベントカレンダー","芝浦港南地区","2024年3月22日から2024年3月29日","デジタルカメラ教室 ステップアップ講座","","","","","","","","","","","","","","","","","","","","","50歳以上の区民（自分のデジタルカメラがあり、基本的なカメラの操作ができる人。携帯電話は不可）","3月22日・3月29日（金曜・全2回）いずれも午後1時から午後2時30分","港南いきいきプラザ","10人（抽選）","","電話または直接、3月3日（日曜）までに、港南いきいきプラザへ。
電話：03-3450-9915","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240326-harimassage.html","008003002000","港区イベントカレンダー","赤坂地区","2024年3月26日から2024年3月27日","はり・マッサージサービス","","","","","","","","","","","","","","","","","","","","","65歳以上の区民","","青南いきいきプラザ","60人（申込順）","1,000円（利用料）","電話で、2月28日（水曜）午後5時までに、青南いきいきプラザへ。
電話：03-3423-4920","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/chiikirenkei/classic-concert0615.html","008009001000","港区イベントカレンダー","地区指定なし","2024年6月15日","親子でクラシックコンサート～弦楽四重奏の調べ～","子ども家庭支援部子ども家庭支援センター地域連携担当","03-5962-7211","03-5962-7205","","","","","","","","","","","","","","","","","鎌倉交響楽団でコンサートマスター（※）を務める五味俊哉さんを招き、演奏会を開催します。
クラシックの生演奏をぜひ、ご家族でお楽しみください。
※コンサートマスターとは、オーケストラの演奏で、指揮者と演奏者をつなぎ、演奏の進行や調整を行う人です。","港区に住む、18歳未満の子どもとその保護者及び妊婦","午後1時30分～2時30分","港区子ども家庭総合支援センター1階体育館","150名(申込順)","無料","令和6年5月7日(火曜日)から令和6年6月12日（水曜日）までに
参加申し込みフォーム(URLは本ページ下部の関連リンクをご確認ください)からお申し込みください。","","開催場所には、靴を脱いでお入りいただきます。","","","","","","","","","","","https://logoform.jp/form/Mt5V/519406","参加申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240404-kaigoyobo.html","008009002000","港区イベントカレンダー","地区指定なし","2024年4月4日から2024年7月8日","4月開始の介護予防総合センターの一般介護予防事業・各種教室","","","","","","","","","","","","","","","","","","","","","詳細は関連リンクをご参照ください。","","介護予防総合センター","","","電話または直接、3月10日（日曜）までに、介護予防総合センターへ。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202403/20240301top/18.html","広報みなと2024年3月1日号　高齢者関連情報　4月開始の介護予防総合センターの一般介護予防事業・各種教室","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240407-hattatsushien.html","008009000000","港区イベントカレンダー","地区指定なし","2024年4月7日","発達支援講演会　基礎から学ぶ発達障害～子どもから大人まで～","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者
※手話通訳・要約筆記あり。区民のみ一時保育あり（生後4カ月から就学前、4人。3月28日（木曜）までに、申込時にお申し出ください）","","男女平等参画センターリーブラホール","","","詳細は関連リンクをご参照ください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202403/20240301top/02.html","広報みなと2024年3月1日号　発達支援講演会　基礎から学ぶ発達障害～子どもから大人まで～","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240517-kosodateshien.html","008009000000","港区イベントカレンダー","地区指定なし","2024年5月17日から2024年7月19日","港区子育て支援員研修を受講しませんか","","","","","","","","","","","","","","","","","","","","","原則、区内在住・在勤・在学で、認定後、区内で地域の活動ができる18歳以上の人","","詳細は関連リンクをご参照ください。","","","詳細は関連リンクをご参照ください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202403/20240301top/03.html","広報みなと2024年3月1日号　港区子育て支援員研修を受講しませんか","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240323-kusuri.html","008001000000","港区イベントカレンダー","芝地区","2024年3月23日","区民向け講座「薬剤師から聞く、今さら聞けない薬のあれこれ」","","","","","","","","","","","","","","","","","","","","","区民","午前10時から午前11時","芝区民協働スペース","30人（申込順）","","電話で、3月18日（月曜）までに、芝地区高齢者相談センターへ。
電話：03-5232-0840","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240307-iranongaku.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月7日から2024年3月8日","イラン・イスラム共和国大使館主催「イラン音楽の夕べ」","産業・地域振興支援部地域振興課国際化推進係","03-3578-2046","03-3438-8252","","","","","","","","","","","","","","","","イラン・イスラム共和国大使館
電話：03-3446-8011（内線165）","","どなたでも","午後6時30分から午後8時30分（午後6時開場）","リーブラホール（みなとパーク芝浦1階）","100人（会場先着順）","","当日直接会場へ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240323-minasanfes2024.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月23日","港区立産業振興センター大文化祭～みな・さんfes.2024～","","","","","","","","","","","","","","","","","","","産業振興センター（受付時間：午前9時から午後9時30分（日曜のみ午後5時まで））
電話：03-6435-0601
","センター会員企業・クリエイターによる事業・作品紹介、即売会やマルシェ、ものづくりやヨガ、ワークショップが行われます。ステージ発表ではピッチ大会・演奏会等を行います。","どなたでも","午前11時から午後4時","産業振興センター","","","当日直接会場へ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240318-hikikomori.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月18日","ひきこもり講演会「ひきこもりを生きる」を支援する～一方的な克服や解決をしない、いっしょに歩む～","保健福祉支援部生活福祉調整課ひきこもり支援担当","03-3578-2455","03-3578-2439","","","","","","","","","","","","","","","","","","区内在住・在勤・在学で、ひきこもりに悩んでいる人またはテーマに関心がある人","午後2時から午後4時","区役所9階会議室","30人程度（申込順）","","電話または申し込みフォーム（関連リンク参照）から、3月14日（木曜）までに、お申し込みください。
※手話通訳あり","","","","","","","","","","","","","https://logoform.jp/form/Mt5V/500752","電話または申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240327-wakachiainokai.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月27日","わかちあいの会みなと","","","","","","","","","","","","","","","","","","","","","自死（自殺）で身近な人を亡くした人","午後1時30分から午後3時30分","みなと保健所","","","当日直接会場へ。
※保育あり（4カ月から就学前、2人。電話で、3月19日（火曜）までに、みなと保健所健康推進課地域保健係へ）
電話：03-6400-0084　ファックス：03-3455-4539","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240404-appearance.html","008009000000","港区イベントカレンダー","地区指定なし","2024年4月4日","アピアランス（外見）ケア　すみれサロン","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","がん患者およびその家族","午前10時から午前11時","がん在宅緩和ケア支援センター","","","当日直接会場へ。
※詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240406-kutsurogicafe.html","008009000000","港区イベントカレンダー","地区指定なし","2024年4月6日から2024年4月23日","がんを患った人や家族のためのくつろぎカフェ","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","がん患者およびその家族","（1）4月6日（土曜）午後1時30分から午後3時30分
（2）4月9日（火曜）・4月23日（火曜）午後1時30分から午後3時30分","（1）港南区民協働スペース
（2）がん在宅緩和ケア支援センター","","","当日直接会場へ。
※詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240420-eiyoseminar.html","008009000000","港区イベントカレンダー","地区指定なし","2024年4月20日","栄養セミナー「がん治療中の人に聞いてほしい～“おいしい”という感覚が無くなった時、私がやってみたこと～」","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","がん患者およびその家族","午前11時から正午","がん在宅緩和ケア支援センター","24人（申込順）","","電話またはファックスで、がん在宅緩和ケア支援センターへ。
※詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240317-kagurecycle.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月17日","「家具のリサイクル展」臨時日曜開館","環境リサイクル支援部みなとリサイクル清掃事務所ごみ減量・資源化推進係","03-3450-8025","03-3450-8063","","","","","","","","","","","","","","","","","","どなたでも","午前9時30分から午後4時30分","港資源化センター
※駐車場・駐輪場はありません。","","","当日直接会場へ","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240331-italyryori.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月31日","世界の味文化紹介～イタリア料理教室～","","","","","","","","","","","","","","","","","","","港ユネスコ協会（受付時間：祝日を除く火曜から金曜午前10時30分から午後5時）
電話：03-3434-2300
","","高校生以上の区内在住・在勤・在学者","正午から午後3時30分","男女平等参画センター","20人（抽選）","一般2,500円、会員2,000円","港ユネスコ協会ホームページ（関連リンク参照）の申し込みフォームまたは郵送で、往復はがきに講座名・氏名（ふりがな）・郵便番号・住所・電話番号を明記の上、3月15日（金曜・必着）までに、〒105-0004新橋三丁目16番3号　港区立生涯学習センター3階　港ユネスコ協会へ。","","","","","","","","","","","","","https://minato-unesco.jp/","港ユネスコ協会ホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240324-hungaryconcert.html","008002000000","港区イベントカレンダー","麻布地区","2024年3月24日","ヴァイオリニスト松本紘佳さんが奏でるハンガリークラシック音楽コンサート","","","","","","","","","","","","","","","","","","","","","中学生以上どなたでも","午後2時から午後3時","麻布図書館","30人（申込順）","","電話または直接、麻布図書館へ。
※3月21日（木曜）は休館。
電話：03-3585-9225","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240408-aromaherb.html","008001002000","港区イベントカレンダー","芝地区","2024年4月8日から2024年9月24日","生活に役立つアロマ＆ハーブ講座","","","","","","","","","","","","","","","","","","","","","おおむね50歳以上の区民","（1）4月8日から9月9日（毎月第2月曜・全6回）午後1時30分から午後3時30分
（2）4月23日から9月24日（毎月第4火曜・全6回）午後1時30分から午後3時30分","（1）神明いきいきプラザ
（2）虎ノ門いきいきプラザ","（1）（2）各16人（抽選）","毎月1,500円（材料費）","電話または直接、3月15日（金曜）までに、各いきいきプラザへ。
（1）電話：03-3436-2500
（2）電話：03-3539-2941","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240414-hajimeteigo.html","008001002000","港区イベントカレンダー","芝地区","2024年4月14日から2024年9月8日","まったく初めての囲碁入門講座","","","","","","","","","","","","","","","","","","","","","おおむね50歳以上の区民","（毎月第2日曜・第4日曜・全11回）午前9時15分から午前10時45分","虎ノ門いきいきプラザ","14人（抽選）","1,100円（教材費）","電話または直接、3月15日（金曜）までに、虎ノ門いきいきプラザへ。当選者のみ、3月16日（土曜）以降に電話で連絡します。
電話：03-3539-2941","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240321-sumahokyoshitsu.html","008002002000","港区イベントカレンダー","麻布地区","2024年3月21日から2024年3月28日","使って便利スマホ教室","","","","","","","","","","","","","","","","","","","","お持ちのスマートフォンを使用します。","50歳以上の区民","3月21日・3月28日（木曜・全2回）午後1時30分から午後3時","ありすいきいきプラザ","10人（60歳以上の人優先で抽選）","500円（教材費）","電話または直接、3月10日（日曜）までに、ありすいきいきプラザへ。
電話：03-3444-3656","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240321-shiseki.html","008009002000","港区イベントカレンダー","地区指定なし","2024年3月21日","男性なかまづくりウォーキング～史跡を巡る散歩道～","","","","","","","","","","","","","","","","","","","","","60歳以上の区民で、1時間程度の歩行が可能な人","午後1時から午後3時","青山霊園（南青山二丁目32番2号）","20人（申込順）","","電話で、3月18日（月曜）までに、赤坂地区高齢者相談センターへ。
電話：03-5410-3415","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240323-harunojazz.html","008004002000","港区イベントカレンダー","高輪地区","2024年3月23日","Birdland Spring Concert2024～春のジャズコンサート～","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","午後2時から午後3時","豊岡いきいきプラザ","25人（抽選）","","電話または直接、3月14日（木曜）までに、豊岡いきいきプラザへ。当選者のみ、3月15日（金曜）以降に電話で連絡します。
電話：03-3453-1591","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240403-suichuwalking.html","008009002000","港区イベントカレンダー","地区指定なし","2024年4月3日から2024年6月16日","水中ウォーキングエクササイズ教室","","","","","","","","","","","","","","","","","","","","","60歳以上の区民（医師から運動の制限を受けていない人）","（1）4月3日から6月12日（5月1日を除く毎週水曜・全10回）
（2）4月7日から6月16日（5月5日を除く毎週日曜・全10回）
時間はいずれも午前9時20分から10時5分","港南いきいきプラザ","各12人（抽選）
※教室の重複申し込みはできません。","","直接、申込書に必要事項を明記の上、3月14日（木曜）までに、港南いきいきプラザへ。申込書は港南いきいきプラザで配布しています。申し込みには緊急連絡先（本人以外1人分の氏名・住所・電話番号）が必要です。
電話：03-3450-9915","","","","","","","","","","","","","","","","","","","","","","","","",
