"業態","施設名称","施設所在地","施設方書","施設電話番号","許可番号","許可開始日","緯度","経度"
"薬局","薬局トモズ　汐留シティセンター店","東京都港区東新橋一丁目5番2号","汐留シティセンター地下2階","03-6215-9933","2港み生薬第53号","2021/2/27","35.665497","139.760881"
"薬局","ほほえみ薬局　汐留メディアタワー店","東京都港区東新橋一丁目7番1号","汐留メディアタワーB2F","03-6274-6310","2港み生薬第30号","2020/11/4","35.663246","139.759688"
"薬局","薬局マツモトキヨシ　カレッタ汐留店","東京都港区東新橋一丁目8番2号","カレッタ汐留B1階B143","03-6218-2201","2港み生薬第26号","2020/10/30","35.664459","139.762522"
"薬局","みらくる薬局","東京都港区東新橋一丁目9番1号","東京汐留ビルディング地下2階","03-6263-8870","4港み生薬第6号","2022/5/9","35.662940","139.761215"
"薬局","日生薬局　三田店","東京都港区三田一丁目3番33号","三田ネクサスビル1階","03-5765-5850","31港み生薬第12号","2019/5/28","35.654528","139.743368"
"薬局","日本調剤　三田薬局","東京都港区三田一丁目4番28号","三田国際ビルアネックス1階","03-5419-3557","5港み生薬第34号","2023/11/25","35.653633","139.744765"
"薬局","中川薬局","東京都港区三田二丁目7番9号","サニークレスト三田1階","03-5427-6728","2港み生薬第12号","2020/7/25","35.651812","139.744646"
"薬局","アイビス薬局　三田店","東京都港区三田三丁目1番5号","1階","03-6453-8914","4港み生薬第16号","2022/7/14","35.647789","139.743720"
"薬局","三田ハウス調剤薬局","東京都港区三田五丁目2番18号","103","03-6435-4347","5港み生薬第3号","2023/6/1","35.647031","139.737643"
"薬局","さくら薬局　三田店","東京都港区三田五丁目12番3号","パークリュクス白金高輪101","03-6435-4551","4港み生薬第62号","2023/2/9","35.645336","139.738339"
"薬局","日本調剤　南青山薬局","東京都港区南青山一丁目1番1号","新青山ビルヂング西館1階","03-3796-5371","5港み生薬第22号","2023/9/1","35.672567","139.724714"
"薬局","青山薬局","東京都港区南青山二丁目10番9号","青山田中ビル 1階","03-3402-9313","30港み生薬第84号","2019/2/1","35.670795","139.721097"
"薬局","レジーナ薬局　青山店","東京都港区南青山二丁目13番11号","マストライフ南青山1階","03-5775-7597","30港み生薬第97号","2019/4/1","35.670712","139.720062"
"薬局","五行堂薬局","東京都港区南青山二丁目22番15号","内山ビル1階","03-3478-4020","4港み生薬第7号","2022/5/17","35.670542","139.719038"
"薬局","万代薬局　外苑前店","東京都港区南青山二丁目22番17号","川上ビル1階","03-6447-4321","3港み生薬第48号","2021/11/2","35.670757","139.719322"
"薬局","青山あすか薬局","東京都港区南青山二丁目26番35号","青山KKビル1階","03-6804-5810","5港み生薬第17号","2023/9/1","35.669932","139.717088"
"薬局","青山薬局　外苑前","東京都港区南青山二丁目26番36号",,"03-5772-3180","5港み生薬第55号","2024/3/26","35.669947","139.717194"
"薬局","スギ薬局　南青山店","東京都港区南青山三丁目8番40号","青山センタービル1階","03-5771-4663","2港み生薬第29号","2020/10/30","35.667425","139.715132"
"薬局","株式会社北村薬局","東京都港区南青山五丁目1番25号",,"03-3400-2091","5港み生薬第38号","2023/12/18","35.664613","139.712444"
"薬局","青山大師堂薬局","東京都港区南青山五丁目6番2号","青山菊正ビル1階","03-3407-3631","30港み生薬第29号","2018/7/18","35.663897","139.71206"
"薬局","ニホンドウ漢方ブティック青山店","東京都港区南青山五丁目10番19号","青山真洋ビル1、2F","03-5774-4193","2港み生薬第38号","2021/1/13","35.662878","139.71072"
"薬局","まゆみ薬局　南青山店","東京都港区南青山六丁目12番10号","ユニティ102号室","03-6427-2064","2港み生薬第46号","2021/1/1","35.660336","139.715360"
"薬局","広尾中央薬局","東京都港区南青山七丁目14番6号","本間ビル1階","03-5774-0630","30港み生薬第105号","2019/4/3","35.656692","139.717896"
"薬局","日生薬局　広尾店","東京都港区南青山七丁目14番7号","西川ビル1階","03-5469-8851","4港み生薬第25号","2022/7/28","35.656586","139.717856"
"薬局","広尾調剤薬局","東京都港区南青山七丁目14番7号","小寺ビル1階","03-5468-8931","3港み生薬第42号","2021/11/1","35.656542","139.717836"
"薬局","アガペ広尾薬局","東京都港区南青山七丁目14番8号",,"03-6427-2978","2港み生薬第24号","2020/10/1","35.656488","139.717836"
"薬局","日本調剤　麻布十番薬局","東京都港区南麻布一丁目6番36号",,"03-5730-0563","2港み生薬第4号","2020/6/1","35.652474","139.735235"
"薬局","クオール薬局　古川橋店","東京都港区南麻布二丁目10番19号","ボヌール南麻布101号室","03-3798-4789","30港み生薬第46号","2018/10/1","35.647638","139.735445"
"薬局","子安薬局　広尾ガーデン店","東京都港区南麻布四丁目1番29号","広尾ガーデン1階","03-3446-4701","5港み生薬第14号","2023/8/31","35.649909","139.722641"
"薬局","カーム調剤薬局　ありす店","東京都港区南麻布四丁目6番1号","1階","03-5422-6194","30港み生薬第6号","2018/4/25","35.650536","139.726674"
"薬局","ゆりの木薬局　南麻布店","東京都港区南麻布四丁目11番30号","南麻布渋谷ビル6階","03-5422-9935","5港み生薬第45号","2024/2/1","35.647023","139.727163"
"薬局","ウエルシア薬局南麻布店","東京都港区南麻布五丁目1番11号","1F","03-5793-1271","3港み生薬第26号","2021/7/7","35.654895","139.722624"
"薬局","南麻布調剤薬局","東京都港区南麻布五丁目2番37号","デペッシュモード4階","03-6277-0037","3港み生薬第68号","2022/2/7","35.655205","139.723552"
"薬局","クオール薬局　広尾駅前店","東京都港区南麻布五丁目10番25号","1階","03-6277-4689","30港み生薬第47号","2018/10/1","35.652690","139.722400"
"薬局","ファイン薬局　元赤坂","東京都港区元赤坂一丁目5番1号","宮永ビル1階","03-5413-6070","3港み生薬第23号","2021/6/1","35.678042","139.733809"
"薬局","薬樹薬局　六本木泉ガーデン","東京都港区六本木一丁目6番1号","泉ガーデンタワー4階","03-3568-3370","4港み生薬第32号","2022/10/6","35.664823","139.739503"
"薬局","平井薬局","東京都港区六本木三丁目7番1号","THE ROPPONGI TOKYO 201","03-6441-0651","5港み生薬第44号","2024/1/17","35.663913","139.734812"
"薬局","六本木漢方薬局","東京都港区六本木三丁目15番24号","アリエスビル1F","03-6807-4555","3港み生薬第61号","2021/12/9","35.662660","139.735248"
"薬局","日本調剤　六本木薬局","東京都港区六本木六丁目1番20号","六本木電気ビル2階","03-5772-3940","30港み生薬第86号","2019/1/30","35.662411","139.731304"
"薬局","日本調剤ケイリバー薬局","東京都港区六本木六丁目10番1号","六本木ヒルズ森タワー6階","03-5413-5551","2港み生薬第10号","2020/7/1","35.660552","139.729276"
"薬局","薬局トモズ　六本木ヒルズ店","東京都港区六本木六丁目10番3号","六本木ヒルズウェストウォーク1階","03-5786-7717","2港み生薬第56号","2021/3/28","35.660705","139.729207"
"薬局","イスクラ薬局　六本木店","東京都港区六本木七丁目3番4号","栗山ビル2階","03-3478-4382","4港み生薬第38号","2022/11/24","35.666383","139.727543"
"薬局","子安薬局","東京都港区六本木七丁目14番7号",,"03-3401-8667","5港み生薬第35号","2023/11/24","35.663483","139.731713"
"薬局","スギ薬局　六本木店","東京都港区六本木七丁目14番10号","誠志堂ビル2階","03-5843-1361","31港み生薬第43号","2019/11/27","35.663342","139.731853"
"薬局","メトロシティ六本木薬局","東京都港区六本木七丁目14番11号","メトロシティ六本木ビル5階","03-6434-0693","31港み生薬第81号","2020/4/6","35.663195","139.731574"
"薬局","グリーン薬局","東京都港区六本木七丁目15番14号","塩業ビル地下1階","03-3497-0848","29港み生薬第99号","2018/5/1","35.662500","139.729797"

"薬局一覧(令和6年3月31日現在)","Ver202403",,,,,,,
