"都道府県コード又は市区町村コード","NO","都道府県名","市区町村名","名称","名称_カナ","住所","方書","設置位置","電話番号","内線番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","小児対応機器設備の有無","URL","最終確認日","備考","経度","緯度","分類"
"131148","90","東京都","中野区","野方図書館","ノガタトショカン","中野区野方3-19-5","","1階事務室","03-3389-0214","","","中野区","月火水木金土日","9:00","20:00","毎月第2月曜日（第2月曜日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","有","","2021/7/19","所管：子ども教育部","139.654326218313","35.7174170015695","AED設置箇所一覧"
"131148","91","東京都","中野区","南台図書館","ミナミダイトショカン","中野区南台3-26-18","","2階事務室","03-3380-2661","","","中野区","月火水木金土日","9:00","20:00","毎月第2木曜日（第2木曜日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","有","","2021/7/19","所管：子ども教育部","139.665708302089","35.6853719381785","AED設置箇所一覧"
"131148","92","東京都","中野区","東中野図書館","ヒガシナカノトショカン","中野区東中野1-35-5","","3階事務室","03-3366-9581","","","中野区","月火水木金土日","9:00","20:00","毎月第2木曜日（第2木曜日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","有","","2021/7/19","所管：子ども教育部","139.684830559975","35.7045804103978","AED設置箇所一覧"
"131148","93","東京都","中野区","江古田図書館","エゴタトショカン","中野区江古田2-1-11","","カウンター","03-3319-9301","","","中野区","月火水木金土日","9:00","20:00","毎月第2月曜日（第2月曜日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","有","","2021/7/19","所管：子ども教育部","139.669058002771","35.7249025859099","AED設置箇所一覧"
"131148","94","東京都","中野区","上高田図書館","カミタカダトショカン","中野区上高田5-30-15","","カウンター","03-3319-5411","","","中野区","月火水木金土日","9:00","20:00","毎月第2木曜日（第2木曜日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","有","","2021/7/19","所管：子ども教育部","139.675169632597","35.7187253183438","AED設置箇所一覧"
"131148","95","東京都","中野区","社会福祉会館（スマイルなかの）","シャカイフクシカイカン（スマイルナカノ）","中野区中野5-68-7","","4階事務室前","03-5380-0751","","","中野区","月火水木金土日","8:30","22:00","第3月曜日 、年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.665265201647","35.7091819538123","AED設置箇所一覧"
"131148","96","東京都","中野区","中野区保健所","ナカノクホケンジョ","中野区中野2-17-4","","2階事務室","03-3382-6500","","","中野区","月火水木金","8:30","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.669366666982","35.7028425525324","AED設置箇所一覧"
"131148","98","東京都","中野区","なかのZERO（もみじ山文化センター）","ナカノゼロ（モミジヤマブンカセンター）","中野区中野2-9-7","","本館1階ロビー","03-5340-5000","","","中野区","月火水木金土日","9:00","22:00","2月、6月、11月の第4月曜日と年末年始は利用不可","有","","2021/7/19","所管：区民部","139.671135596872","35.7046273589013","AED設置箇所一覧"
"131148","99","東京都","中野区","総合体育館（キリンレモンスポーツセンター）","ソウゴウタイイクカン（キリンレモンスポーツセンター）","中野区新井3-37-78","","1階メインアリーナ主催者席、管理事務室、2階エレベーターホール、3階トレーニング室","03-5860-0024","","","中野区","月火水木金土日","7:00","22:15","毎月第2月曜日(第2月曜日が祝日の場合はその翌日)と年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.662941481091","35.7157521445502","AED設置箇所一覧"
"131148","100","東京都","中野区","鷺宮スポーツ・コミュニティプラザ","サギノミヤスポーツ・コミュニティプラザ","中野区白鷺3-1-13","","1階ロビー、地下2階プール監視室","03-3337-1771","","","中野区","月火水木金土日","9:00","22:45","日曜日、祝日は、午前9時から午後9時45分まで。毎月第4月曜日(第4月曜日が祝日の場合はその翌日)と年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.636442645793","35.7224692109235","AED設置箇所一覧"
"131148","101","東京都","中野区","上高田運動施設（野球場、庭球場）","カミタカダウンドウシセツ","中野区上高田5-6-1","","管理事務所１階エレベーター横の壁","03-3385-8900","","","中野区","月火水木金土日","9:00","21:00","5月の第3木曜日と年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.678574950167","35.7173316338774","AED設置箇所一覧"
"131148","102","東京都","中野区","哲学堂公園","テツガクドウコウエン","中野区松が丘1-34-28","","管理事務所１階出入口（公園側）の柱","03-3951-2515","","","中野区","月火水木金土日","9:00","21:00","9月の第1木曜日と年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.673858450597","35.7219423776738","AED設置箇所一覧"
"131148","103","東京都","中野区","哲学堂公園内弓道場","テツガクドウコウエンナイキュウドウジョウ","中野区松が丘1-34-28","","入り口ホール壁","03-3951-2515","","","中野区","月火水木金土日","9:00","21:30","9月の第1木曜日と年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.673858450597","35.7219423776738","AED設置箇所一覧"
"131148","104","東京都","中野区","妙正寺川公園運動広場","ミョウショウジガワコウエンウンドウヒロバ","中野区松が丘1-33","","事務所内　※スタッフ不在時は設置なし","03-3951-2515","","","中野区","月火水木金土日","9:00","17:00","6月、7月、8月は、午前9時から午後7時まで。9月の第1木曜日と年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.674254071538","35.7208712524093","AED設置箇所一覧"
"131148","105","東京都","中野区","第二中学校温水プール","ダイニチュウガッコウオンスイプール","中野区本町5-14-16","","プール監視室","03-3384-8285","","","中野区","","","","プール開放時に利用可能。","有","","2021/7/19","所管：健康福祉部","139.672003670802","35.6927770859479","AED設置箇所一覧"
"131148","106","東京都","中野区","中野中学校温水プール","ナカノチュウガッコウオンスイプール","中野区中野4-12-3","","プール受付前","03-3389-1475","","","中野区","","","","プール開放時に利用可能。","有","","2021/7/19","所管：健康福祉部","139.661247187591","35.7095397108047","AED設置箇所一覧"
"131148","107","東京都","中野区","中部スポーツ・コミュニティプラザ","チュウブスポーツ・コミュニティプラザ","中野区中央3-19-1","","1階受付、1階トレーニングルーム","03-3363-0608","","","中野区","月火水木金土日","9:30","20:45","毎月第1・3月曜日(第1・3月曜日が祝日の場合はその翌日)と年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.67420678233","35.7003729695231","AED設置箇所一覧"
"131148","108","東京都","中野区","南部スポーツ・コミュニティプラザ","ナンブスポーツ・コミュニティプラザ","中野区弥生町5-11-26","","1階事務室、2階トレーニングルーム、地下1階プール監視室","03-5340-7881","","","中野区","月火水木金土日","9:30","23:00","毎月第1・3月曜日(第1・3月曜日が祝日の場合はその翌日)と年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.66850453217","35.6881107502144","AED設置箇所一覧"
"131148","109","東京都","中野区","中野区障害者福祉事業団","ナカノクショウガイシャフクシジギョウダン","中野区新井2-8-13","","1階事務室","03-3388-2941","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.664926825043","35.7121759577477","AED設置箇所一覧"
"131148","110","東京都","中野区","かみさぎこぶし園","カミサギコブシエン","中野区上鷺宮1-21-30","","1階事務室内","03-5241-8121","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.636058495268","35.7298961545933","AED設置箇所一覧"
"131148","111","東京都","中野区","中野区健康福祉部障害福祉課","ナカノクケンコウフクシブショウガイフクシカ","中野区中野4-11-19","","3階エレベーターホール","03-3228-8832","","","中野区","月火水木金","8:30","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.662834715218","35.7090224347265","AED設置箇所一覧"
"131148","112","東京都","中野区","弥生福祉作業所","ヤヨイフクシサギョウショ","中野区弥生町4-36-15","","医務室","03-3384-2939","","","中野区","月火水木金土日","9:00","22:00","毎月第4日曜日、祝日、年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.670896536041","35.6897650402174","AED設置箇所一覧"
"131148","114","東京都","中野区","リサイクル展示室","リサイクルテンジシツ","中野区松が丘1-6-3","","1階受付","03-3228-5563","","","中野区","月火水木金土日","8:30","17:00","土曜日、日曜日は午前10時30分から午後3時30分まで（月曜日、水曜日、金曜日が祝日の場合も同様）。火曜日、木曜日が祝日の場合と年末年始は利用不可。","有","","2021/7/19","所管：環境部","139.669609434334","35.7176575920743","AED設置箇所一覧"
"131148","115","東京都","中野区","中野四季の森公園","ナカノシキノモリコウエン","中野区中野4-13","","公園管理棟内の多目的スペース","03-3228-8032","","","中野区","月火水木金土日","8:30","17:00","","有","","2021/7/19","所管：都市基盤部","139.661161364713","35.7080738219205","AED設置箇所一覧"
"131148","116","東京都","中野区","青色灯防犯パトロールカー用","アオイロトウボウハンパトロールカーヨウ","中野区中野4-11-19","","中野区役所内","03-3228-8736","","","中野区","","","","業務時間内のみ利用可能。","有","","2021/7/19","所管：総務部","139.662841622403","35.7090224445234","AED設置箇所一覧"
"131148","117","東京都","中野区","中野区議会棟","ナカノクギカイトウ","中野区中野4-11-19","","10階エレベーターホール","03-3228-8870","","","中野区","月火水木金","8:30","17:15","祝日、年末年始は利用不可。","有","","2021/7/19","所管：区議会事務局","139.662827820096","35.7090167913883","AED設置箇所一覧"
"131148","119","東京都","中野区","療育センターゆめなりあ","リョウイクセンターユメナリア","中野区弥生町5-5-2","","１階事務室（医務室側の扉付近）","03-6382-4781","","","中野区","月火水木金土","9:00","18:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.666354101205","35.6861567510087","AED設置箇所一覧"
"131148","125","東京都","中野区","知的・発達等障害児通所支援施設　みずいろ","チテキ・ハッタツトウショウガイジツウショシエンシセツミズイロ","中野区丸山1-17-2","","１階ロビー","03-3388-5777","","","中野区","月火水木金土","9:00","18:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.657766184262","35.7255903461187","AED設置箇所一覧"
"131148","126","東京都","中野区","重度・重複障害児通所支援施設　たんぽぽ","ジュウド・チョウフクショウガイジツウショシエンシセツタンポポ","中野区丸山1-17-2","","1階一時保育室（薬棚内）","03-5343-7883","","","中野区","月火水木金土","9:00","18:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.657766184262","35.7255903461187","AED設置箇所一覧"
"131148","127","東京都","中野区","子ども家庭支援センター","コドモカテイシエンセンター","中野区新井1-9-1","","1階エレベーター前","03-3228-5773","","","中野区","月火水木金","8:30","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.666250056606","35.7101680008378","AED設置箇所一覧"
"131148","128","東京都","中野区","歴史民俗資料館","レキシミンゾクシリョウカン","中野区江古田4-3-4","","1階ホールの柱","03-3319-9221","","","中野区","火水木金土日","9:00","16:30","毎月第3日曜日、年末年始は利用不可。","有","","2021/7/19","所管：区民部","139.665036753402","35.7243232298674","AED設置箇所一覧"
"131148","129","東京都","中野区","中野区役所１階ロビー","ナカノクヤクショイッカイロビー","中野区中野4-11-19","","１階ロビー","03-3228-8854","","","中野区","月火水木金土日","0:00","23:59","24時間利用可能。","有","","2021/7/19","所管：総務部","139.662834715223","35.7090224347263","AED設置箇所一覧"
"131148","130","東京都","中野区","南中野児童館","ミナミナカノジドウカン","中野区弥生町4-36-15","","事務室","03-3382-1687","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.670896536041","35.6897650402174","AED設置箇所一覧"
"131148","131","東京都","中野区","みなみ児童館","ミナミジドウカン","中野区南台5-15-3","","事務室","03-3382-7399","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.662365281469","35.6800850509661","AED設置箇所一覧"
"131148","132","東京都","中野区","弥生児童館","ヤヨイジドウカン","中野区弥生町1-14-6","","事務室","03-3372-0841","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.681075878138","35.6903427903996","AED設置箇所一覧"
"131148","133","東京都","中野区","朝日が丘児童館","アサヒガオカジドウカン","中野区本町2-32-14","","事務室","03-3373-0380","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.680900490197","35.6951470721121","AED設置箇所一覧"
"131148","134","東京都","中野区","宮の台児童館","ミヤノダイジドウカン","中野区本町4-8-16","","事務室","03-3384-4449","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.673277977846","35.6956683101529","AED設置箇所一覧"
"131148","135","東京都","中野区","文園児童館","フミゾノジドウカン","中野区中野6-10-6","","事務室","03-3367-8106","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.676745318869","35.7064773785022","AED設置箇所一覧"
"131148","136","東京都","中野区","上高田児童館","カミタカダジドウカン","中野区上高田5-30-15","","事務室","03-3388-6148","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.675169632597","35.7187253183438","AED設置箇所一覧"
"131148","137","東京都","中野区","新井薬師児童館","アライヤクシジドウカン","中野区新井5-4-17","","事務室","03-3389-5438","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.667807297202","35.7152370469367","AED設置箇所一覧"
"131148","138","東京都","中野区","北原児童館","キタハラジドウカン","中野区野方6-35-13","","事務室","03-3337-9632","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.650668423285","35.721253744141","AED設置箇所一覧"
"131148","139","東京都","中野区","野方児童館","ノガタジドウカン","中野区新井2-48-10","","事務室","03-3387-8836","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.660450876829","35.7108420972246","AED設置箇所一覧"
"131148","140","東京都","中野区","大和児童館","ヤマトジドウカン","中野区大和町2-8-12","","事務室","03-3330-3261","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.651663629148","35.7159471793285","AED設置箇所一覧"
"131148","141","東京都","中野区","大和西児童館","ヤマトニシジドウカン","中野区大和町4-14-9","","事務室","03-3330-5399","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.64640894165","35.7144262438225","AED設置箇所一覧"
"131148","142","東京都","中野区","鷺宮児童館","サギノミヤジドウカン","中野区鷺宮3-40-13","","事務室","03-3337-8430","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.642148415706","35.7245616387762","AED設置箇所一覧"
"131148","143","東京都","中野区","西中野児童館","ニシナカノジドウカン","中野区白鷺3-15-5","","事務室","03-3339-9826","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.630357972909","35.7221537372909","AED設置箇所一覧"
"131148","144","東京都","中野区","若宮児童館","ワカミヤジドウカン","中野区若宮3-54-7","","事務室","03-3330-7899","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.640835221202","35.7201935454741","AED設置箇所一覧"
"131148","145","東京都","中野区","かみさぎ児童館","カミサギジドウカン","中野区上鷺宮3-9-19","","事務室","03-3998-0074","","","中野区","火水木金土","10:00","18:00","土曜日は、午前9時から午後5時まで。祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.63149597971","35.7346422601636","AED設置箇所一覧"
"131148","146","東京都","中野区","キッズ・プラザ新山","キッズ・プラザシンヤマ","中野区南台4-4-1","","事務室","03-3384-2295","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.668317372487","35.6818569393973","AED設置箇所一覧"
"131148","147","東京都","中野区","キッズ・プラザ塔山","キッズ・プラザトウノヤマ","中野区中央1-49-1","","事務室","03-3363-3578","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.683745675354","35.7008431179998","AED設置箇所一覧"
"131148","148","東京都","中野区","キッズ・プラザ桃花","キッズ・プラザトウカ","中野区中央5-43-1","","事務室","03-3383-5731","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.66616413993","35.7004695009542","AED設置箇所一覧"
"131148","149","東京都","中野区","キッズ・プラザ谷戸","キッズ・プラザヤト","中野区中野1-26-1","","事務室","03-3361-3772","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.67755100912","35.7021689505598","AED設置箇所一覧"
"131148","150","東京都","中野区","キッズ・プラザ白桜","キッズ・プラザハクオウ","中野区上高田1-2-28","","事務室","03-5380-2710","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.678967959022","35.7098064970522","AED設置箇所一覧"
"131148","151","東京都","中野区","キッズ・プラザ江原","キッズ・プラザエハラ","中野区江原町1-39-1","","事務室","03-3951-6025","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.673334574156","35.729406692579","AED設置箇所一覧"
"131148","152","東京都","中野区","キッズ・プラザ江古田","キッズ・プラザエゴタ","中野区江古田2-13-28","","事務室","03-3385-7955","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.666767963748","35.7263551533136","AED設置箇所一覧"
"131148","153","東京都","中野区","キッズ・プラザ緑野","キッズ・プラザミドリノ","中野区丸山1-17-1","","事務室","03-5345-7470","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.657358275999","35.725599467621","AED設置箇所一覧"
"131148","154","東京都","中野区","キッズ・プラザ武蔵台","キッズ・プラザムサシダイ","中野区上鷺宮5-1-1","","事務室","03-3970-0440","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.62951716535","35.7274406150234","AED設置箇所一覧"
"131148","155","東京都","中野区","キッズ・プラザみなみの","キッズ・プラザミナミノ","中野区弥生町4-27-11","","事務室","03-3381-0162","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.669942251999","35.6874225543689","AED設置箇所一覧"
"131148","156","東京都","中野区","キッズ・プラザ美鳩","キッズ・プラザミハト","中野区大和町4-26-5","","事務室","03-3330-5921","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.645041100088","35.7144758684607","AED設置箇所一覧"
"131148","157","東京都","中野区","キッズ・プラザ中野第一","キッズ・プラザナカノダイイチ","中野区本町3－16－1","","事務室","03-3372-0011","","","中野区","月火水木金土","","18:00","月曜日から金曜日は、放課後から午後6時まで。土曜日、学校休校日は、午前8時30分から午後6時まで。祝日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.677385077537","35.6959898098946","AED設置箇所一覧"
"131148","158","東京都","中野区","中野区役所福祉推進課","ナカノクフクシスイシンカ","中野区中野4-11-19","","4階倉庫","03-3228-8829","","","中野区","月火水木金","8:30","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.662841646491","35.7090111774395","AED設置箇所一覧"
"131148","159","東京都","中野区","中野区役所生活援護課","ナカノクヤクショセイカツエンゴカ","中野区中野4-11-19","","4階エレベーターホール","03-3228-8926","","","中野区","月火水木金","8:30","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：健康福祉部","139.662834739319","35.7090111676435","AED設置箇所一覧"
"131148","160","東京都","中野区","広町みらい公園","ヒロマチミライコウエン","中野区弥生町6-1-7","","体験学習センター2階事務所内","03-6382-6072","","","中野区","月火水木金土日","9:00","21:00","毎月第３月曜日（第3月曜日が祝日の場合は、直後の休日でない日）、年末年始は利用不可。","有","","2021/7/19","所管：都市基盤部","139.661440688714","35.6846991554919","AED設置箇所一覧"
"131148","161","東京都","中野区","中野第一ライブラリー（地域開放型学校図書館）","ナカノダイイチライブラリー","中野区本町3-16-1","","風除室","03-3372-8501","","","中野区","火木土日","10:00","19:00","夏季休業等は毎日開館（中央図書館の休館日を除く）","有","","2021/7/19","所管：子ども教育部","139.677385077537","35.6959898098946","AED設置箇所一覧"
"131148","162","東京都","中野区","美鳩ライブラリー（地域開放型学校図書館）","ミハトライブラリー","中野区大和町4-26-5","","風除室","03-3330-8160","","","中野区","火木土日","10:00","19:00","夏季休業等は毎日開館（中央図書館の休館日を除く）","有","","2021/7/19","所管：子ども教育部","139.645041100088","35.7144758684607","AED設置箇所一覧"
"131148","163","東京都","中野区","みなみのライブラリー（地域開放型学校図書館）","ミナミノライブラリー","中野区弥生町4-27-11","","風除室","03-3381-7261","","","中野区","火木土日","10:00","19:00","夏季休業等は毎日開館（中央図書館の休館日を除く）","有","","2021/7/19","所管：子ども教育部","139.669942251999","35.6874225543689","AED設置箇所一覧"
"131148","164","東京都","中野区","教育センター","キョウイクセンター","中野区中央1-41-2","","","03-5937-3156","","","中野区","月火水木金","8:30","18:00","","有","","2021/7/19","","139.683625238305","35.6981638980936","AED設置箇所一覧"
"131148","165","東京都","中野区","子ども・若者支援センター","コドモワカモノシエンセンター","中野区中央1-41-2","","","03-5937-3257","","","中野区","月火水木金","8:30","17:00","","有","","2021/7/19","","139.683625238305","35.6981638980936","AED設置箇所一覧"
"131148","166","東京都","中野区","中野保育園","ナカノホイクエン","中野区弥生町2-6-3","","","03-3373-4894","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.676546666892","35.6921690354023","AED設置箇所一覧"
"131148","167","東京都","中野区","弥生保育園","ヤヨイホイクエン","中野区弥生町5-4-8","","","03-3381-0213","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.666973462957","35.686643096446","AED設置箇所一覧"
"131148","168","東京都","中野区","本町保育園","ホンチョウホイクエン","中野区本町3-29-17","","","03-3373-8700","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.677572423867","35.6971032644932","AED設置箇所一覧"
"131148","169","東京都","中野区","鍋横保育園","ナベヨコホイクエン","中野区本町5-47-13","","","03-3384-4565","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.668036299239","35.6936428672459","AED設置箇所一覧"
"131148","170","東京都","中野区","昭和保育園","ショウワホイクエン","中野区中野6-2-11","","","03-3362-1506","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.678304374678","35.7077628215796","AED設置箇所一覧"
"131148","171","東京都","中野区","沼袋保育園","ヌマブクロホイクエン","中野区沼袋1-34-14","","","03-3386-7082","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.665185670066","35.7197200650732","AED設置箇所一覧"
"131148","172","東京都","中野区","江原保育園","エハラホイクエン","中野区江原町1-10-16","","","03-3953-5528","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.675341457205","35.7291466705694","AED設置箇所一覧"
"131148","173","東京都","中野区","丸山保育園","マルヤマホイクエン","中野区丸山2-27-16","","","03-3337-7106","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.649857767315","35.7257999426986","AED設置箇所一覧"
"131148","174","東京都","中野区","野方保育園","ノガタホイクエン","中野区野方1-35-8","","","03-3387-6379","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.656685765297","35.7094779658568","AED設置箇所一覧"
"131148","175","東京都","中野区","白鷺保育園","シラサギホイクエン","中野区白鷺3-3-24","","","03-3330-2437","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.63315498867","35.7212884378273","AED設置箇所一覧"
"131148","176","東京都","中野区","キッズ・プラザ令和","キッズ・プラザレイワ","中野区新井4-19-26","","","03-5380-5515","","","中野区","","","","","有","","2024/5/21","所管：子ども教育部","139.66839058403","35.7175254855848","AED設置箇所一覧"
"131148","177","東京都","中野区","セブン-イレブン 南台店","セブンイレブンミナミダイテン","中野区南台3-24-5","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.666382217494","35.6856519092553","AED設置箇所一覧"
"131148","178","東京都","中野区","セブン-イレブン 中野弥生町２丁目店","セブンイレブンナカノヤヨイチョウニチョウメテン","中野区弥生町2-17-5","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.674349356721","35.6903012441088","AED設置箇所一覧"
"131148","179","東京都","中野区","セブン-イレブン 中野坂上駅南店","セブンイレブンナカノサカウエエキミナミテン","中野区本町2-29-12","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.682204178764","35.6952356604859","AED設置箇所一覧"
"131148","180","東京都","中野区","セブン-イレブン 中野新橋店","セブンイレブンナカノシンバシテン","中野区本町3-11-5","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.674552109892","35.6936576208842","AED設置箇所一覧"
"131148","181","東京都","中野区","セブン-イレブン 中野本町３丁目店","セブンイレブンナカノホンチョウサンチョウメテン","中野区本町3-30-14","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.677000144921","35.6973330069527","AED設置箇所一覧"
"131148","182","東京都","中野区","セブン-イレブン 中野本町４丁目店","セブンイレブンナカノホンチョウヨンチョウメテン","中野区本町4-48-10","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.667560415346","35.6969579711848","AED設置箇所一覧"
"131148","183","東京都","中野区","セブン-イレブン 中野鍋横店","セブンイレブンナカノナベヨコテン","中野区本町5-34-12","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.668798215897","35.6938840611645","AED設置箇所一覧"
"131148","184","東京都","中野区","セブン-イレブン 中野中央１丁目東店","セブンイレブンナカノチュウオウイッチョウメヒガシテン","中野区中央1-35-4","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.685088677544","35.6967397735497","AED設置箇所一覧"
