"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"営利法人","太陽の子西五反田保育園","141-0031","品川区西五反田７－１９－１　２Ｆ","139.718467","35.623898","JGD2011","03-5747-9447","60"
"区市町村","ぷりすくーる西五反田","141-0031","品川区西五反田３－９－９","139.717161","35.626745","JGD2011","03-5759-8081","46"
"営利法人","ココファン・ナーサリー大崎","141-0032","品川区大崎３－６－３２","139.726522","35.620407","JGD2011","03-5436-8231","90"
"営利法人","にじいろ保育園大崎","141-0032","品川区大崎５－４－３　小野ビル１階","139.725316","35.623107","JGD2011","03-6417-0486","60"
"営利法人","ベネッセ大崎広小路保育園","141-0032","品川区大崎４－１－２　ウィン第２五反田ビル２Ｆ","139.72288","35.622609","JGD2011","03-5719-3893","88"
"区市町村","大崎保育園","141-0032","品川区大崎５－２－１","139.726189","35.622185","JGD2011","03-3492-6265","125"
"社福法人","大崎ひまわり保育園","141-0032","品川区大崎３－１－９","139.724789","35.620843","JGD2011","03-3495-7600","70"
"区市町村","西品川保育園","141-0033","品川区西品川３－１６－３５","139.726167","35.615044","JGD2011","03-3493-1333","147"
"区市町村","三ツ木保育園","141-0033","品川区西品川１－９－１８","139.729697","35.613114","JGD2011","03-3491-8593","80"
"営利法人","キッズガーデン西品川","141-0033","品川区西品川２－２２－２","139.725158","35.612263","JGD2011","03-6417-3733","60"
"社福法人","そらのいろ保育園","141-0033","品川区西品川１－２８－１４","139.7265","35.609019","JGD2011","03-6431-8135","73"
"営利法人","グローバルキッズ戸越園","142-0041","品川区戸越５－１４－２３","139.71534","35.610472","JGD2011","03-3786-0808","60"
"社福法人","東戸越保育園","142-0041","品川区戸越４－１－１０","139.71782","35.612263","JGD2011","03-3781-5363","70"
"他の法人","日本音楽学校保育園","142-0042","品川区豊町２－１６－１２","139.725003","35.610141","JGD2011","03-5702-0034","26"
"営利法人","キッズガーデン品川豊町","142-0042","品川区豊町５－１３－１５","139.720226","35.605209","JGD2011","03-6426-6371","83"
"区市町村","南ゆたか保育園","142-0042","品川区豊町３－５－３１","139.720881","35.606492","JGD2011","03-3781-3601","107"
"区市町村","ゆたか保育園","142-0042","品川区豊町１－１８－１５","139.722706","35.611533","JGD2011","03-3786-0738","70"
"区市町村","二葉保育園","142-0043","品川区二葉１－４－２５","139.726425","35.608047","JGD2011","03-3782-6786","63"
"区市町村","二葉つぼみ保育園","142-0043","品川区二葉１－３－４０","139.72557","35.607336","JGD2011","03-3785-3423","66"
"営利法人","こころしながわなかのぶ保育園","142-0043","品川区二葉４－２－１３","139.713799","35.602512","JGD2011","03-6421-5751","94"
"営利法人","大井町のぞみ保育園","142-0043","品川区二葉１－１２－１８","139.726828","35.606797","JGD2011","03-5751-2031","60"
"区市町村","平塚保育園","142-0051","品川区平塚２－２－３","139.717409","35.61879","JGD2011","03-3785-6770","107"
"社福法人","とごしの杜保育園","142-0051","品川区平塚２－１８－１９","139.713293","35.615468","JGD2011","03-5788-5757","108"
"他の法人","チャイルドマインダー平塚荏原","142-0051","品川区平塚二丁目１４番１号","139.713162","35.616688","JGD2011","03-6426-1185","80"
"区市町村","東中延保育園","142-0052","品川区東中延２－５－１０","139.713807","35.607805","JGD2011","03-3785-0418","96"
"営利法人","モニカ荏原中延園","142-0052","品川区東中延１－６－２","139.714087","35.611036","JGD2011","03-6421-6740","60"
"営利法人","グローバルキッズ荏原町保育園","142-0053","品川区中延５－２－１","139.707905","35.60377","JGD2011","03-3788-0404","90"
"営利法人","グローバルキッズ中延園","142-0053","品川区中延４－５－７","139.712879","35.60577","JGD2011","03-3788-1525","60"
"区市町村","源氏前保育園","142-0053","品川区中延４－１４－１９","139.710099","35.605383","JGD2011","03-3783-8744","113"
"営利法人","このえ中延保育園","142-0053","品川区中延６－１－１９","139.710635","35.603167","JGD2011","03-6451-3790","70"
"営利法人","はぐはぐキッズ中延","142-0053","品川区中延３－１３－１６","139.71181","35.606358","JGD2011","03-3783-8989","80"
"営利法人","こころしながわえばら保育園","142-0053","品川区中延２－６－４","139.712187","35.611655","JGD2011","03-6421-6311","107"
"区市町村","中延保育園","142-0054","品川区西中延１－６－１６","139.708496","35.612419","JGD2011","03-3784-3405","126"
"区市町村","西中延保育園","142-0054","品川区西中延３－８－５","139.708102","35.60733","JGD2011","03-3783-1856","83"
"区市町村","小山台保育園","142-0061","品川区小山台１－３－８","139.706754","35.625045","JGD2011","03-3710-4415","93"
"他の法人","チャイルドマインダー小山台東","142-0061","品川区小山台１－２５－１０","139.70694","35.622193","JGD2011","03-6303-4671","73"
"区市町村","中原保育園","142-0062","品川区小山１－４－１","139.712604","35.622093","JGD2011","03-3492-5188","96"
"営利法人","ウィズブック保育園武蔵小山","142-0062","品川区小山４－４－７　コスモ武蔵小山ビル１・２階","139.704321","35.618524","JGD2011","03-6426-8763","60"
"営利法人","こころしながわむさしこやま保育園","142-0062","品川区小山５－９－１６","139.702913","35.616543","JGD2011","03-6426-2825","101"
"営利法人","ウィズブック保育園武蔵小山パルズ","142-0062","品川区小山４－１４－１０","139.702955","35.617526","JGD2011","03-6451-3846","117"
"営利法人","キッズガーデン品川洗足","142-0062","品川区小山７－１１－６","139.697789","35.610013","JGD2011","03-6426-4084","73"
"区市町村","荏原保育園","142-0063","品川区荏原２－１６－１８","139.708896","35.616735","JGD2011","03-3781-5331","120"
"区市町村","荏原西保育園","142-0063","品川区荏原４－１６－１１","139.706113","35.61393","JGD2011","03-3783-6361","100"
"区市町村","荏原西第二保育園","142-0063","品川区荏原４－５－２２","139.707638","35.615074","JGD2011","03-3781-8917","88"
"区市町村","清水台保育園","142-0063","品川区荏原７－８－３","139.701497","35.611705","JGD2011","03-3784-0519","100"
"営利法人","さくらさくみらい武蔵小山","142-0063","品川区荏原３－１－１８","139.707521","35.618965","JGD2011","03-6451-3917","70"
"営利法人","ウィズブック保育園荏原","142-0063","品川区荏原６－１２－１５","139.705699","35.612544","JGD2011","03-6451-3480","89"
"営利法人","みらいく旗の台園","142-0064","品川区旗の台３－２－９","139.706905","35.604953","JGD2011","03-6451-3461","60"
"区市町村","中央町保育園","152-0001","目黒区中央町２－３０－７","139.688411","35.632202","JGD2011","03-3719-5843","119"
"社福法人","目黒かえで保育園","152-0001","目黒区中央町２－３２－２２","139.688497","35.631111","JGD2011","03-6303-1571","74"
"区市町村","目黒本町保育園","152-0002","目黒区目黒本町２－１－２０","139.695224","35.625223","JGD2011","03-3792-6327","99"
"区市町村","第二ひもんや保育園","152-0002","目黒区目黒本町二丁目２５番１４号","139.689881","35.623364","JGD2011","03-3713-8994","83"
"営利法人","アンジェリカ目黒本町","152-0002","目黒区目黒本町３－１６－２","139.699241","35.622901","JGD2011","03-5773-1856","63"
"区市町村","ひもんや保育園","152-0003","目黒区碑文谷２－８－９","139.687786","35.622692","JGD2011","03-3712-1035","142"
"区市町村","第三ひもんや保育園","152-0003","目黒区碑文谷５－１５－１９","139.681151","35.621514","JGD2011","03-3716-8391","102"
"区市町村","鷹番保育園","152-0004","目黒区鷹番２－１６－１５","139.687072","35.628366","JGD2011","03-3710-1219","73"
"営利法人","アソシエ学芸大学南保育園","152-0004","目黒区鷹番１－１５－１９","139.685545","35.62575","JGD2011","03-6412-8962","70"
"営利法人","さくらさくみらい学芸大","152-0004","目黒区鷹番３－４－１７","139.685036","35.627766","JGD2011","03-6451-2018","60"
"営利法人","さくらさくみらい鷹番","152-0004","目黒区鷹番３－２４－１","139.68162","35.629272","JGD2011","03-6452-2328","70"
"区市町村","原町保育園","152-0011","目黒区原町１－２０－１６","139.695252","35.617915","JGD2011","03-3712-4119","139"
"他の法人","蓮美幼児学園西小山ナーサリー","152-0011","目黒区原町１－１４－２０","139.696352","35.616351","JGD2011","03-3710-4152","60"
"営利法人","西小山すみれ保育園","152-0011","目黒区原町１－３－１６","139.697383","35.616729","JGD2011","03-3760-6010","26"
"営利法人","にじいろ保育園原町","152-0011","目黒区原町１－５－５","139.697772","35.616254","JGD2011","03-5734-1602","60"
"営利法人","グローバルキッズ大岡山園","152-0011","目黒区南１－２２－９","139.688048","35.61394","JGD2011","03-6421-3071","60"
"営利法人","ポピンズナーサリースクール洗足","152-0012","目黒区洗足２－２７－１６","139.694247","35.609427","JGD2011","03-6451-3506","50"
"区市町村","南保育園","152-0013","目黒区南１－１８－３０","139.689086","35.61359","JGD2011","03-3717-5177","113"
"社福法人","東が丘保育園","152-0021","目黒区東が丘１－１－１","139.672121","35.629685","JGD2011","03-3411-0780","76"
"営利法人","にじいろ保育園東が丘","152-0021","目黒区東が丘１－２９－２２","139.666641","35.630399","JGD2011","03-5787-5342","70"
"営利法人","アソシエ柿の木坂保育園","152-0022","目黒区柿の木坂２－１４－４","139.67659","35.624422","JGD2011","03-3725-3939","70"
"営利法人","アソシエ柿の木坂マミー保育園","152-0022","目黒区柿の木坂１－３１－１４","139.674932","35.619281","JGD2011","03-5729-3931","50"
"営利法人","スクルドエンジェル保育園柿の木坂","152-0022","目黒区柿の木坂１－３３－１８","39.674076","35.621347","JGD2011","03-6421-4541","49"
"区市町村","八雲保育園","152-0023","目黒区八雲３－１０－１８","139.668077","35.615617","JGD2011","03-3718-4084","133"
"営利法人","アスクやくも保育園","152-0023","目黒区八雲３－１２－１０","139.667435","35.614401","JGD2011","03-5731-0315","80"
"営利法人","ナーサリールームベリーベアー八雲","152-0023","目黒区八雲３－３２－２","139.664666","35.616581","JGD2011","03-5726-9101","70"
"営利法人","にじいろ保育園八雲","152-0023","目黒区八雲３－２４－１１","139.665444","35.614129","JGD2011","03-6421-4134","60"
"営利法人","さくらさくみらい　都立大","152-0032","目黒区平町二丁目２番２０号","139.682367","35.616079","JGD2011","03-5726-9993","60"
"営利法人","ポピンズナーサリースクール都立大学","152-0032","目黒区平町１－２５－２１","139.67704","35.617201","JGD2011","03-6421-2691","60"
"区市町村","大岡山保育園","152-0033","目黒区大岡山１－３６－１０","139.680396","35.610196","JGD2011","03-3724-1544","131"
"社福法人","緑丘保育園","152-0034","目黒区緑が丘２－１６－６","139.672674","35.608035","JGD2011","03-3723-1470","63"
"営利法人","モニカ都立大園","152-0034","目黒区緑ヶ丘１－２－１４","139.678157","35.611943","JGD2011","03-5726-9145","70"
"営利法人","いいほいくえん自由が丘","152-0034","目黒区緑が丘２－１６－１１","139.672105","35.607941","JGD2011","03-5731-4040","50"
"営利法人","にじいろ保育園自由が丘","152-0035","目黒区自由が丘１－２－１３","139.670474","35.610096","JGD2011","03-6421-4892","80"
"営利法人","にじいろ保育園自由が丘目黒通り","152-0035","目黒区自由が丘２－２３－１３","139.665852","35.613356","JGD2011","03-6421-2961","79"
"区市町村","駒場保育園","153-0041","目黒区駒場１－２２－１","139.686541","35.656538","JGD2011","03-3469-6775","70"
"区市町村","菅刈保育園","153-0042","目黒区青葉台２－１０－２７","139.69521","35.649989","JGD2011","03-3462-0219","118"
"営利法人","ＢｕｎＢｕ学院Ｊｒ．中目黒園","153-0042","目黒区青葉台１－１５－１４","139.696799","35.647692","JGD2011","03-6712-7292","60"
"区市町村","東山保育園","153-0043","目黒区東山２－１０－１７","139.690257","35.647895","JGD2011","03-3713-9646","131"
"社福法人","双葉の園保育園","153-0044","目黒区大橋２－１６－６","139.687608","35.652719","JGD2011","03-3465-0270","165"
"社福法人","のぞみ保育園","153-0044","目黒区大橋２－１９－１","139.682533","35.654997","JGD2011","03-3466-0269","70"
"社福法人","キッズハウス池尻大橋保育園","153-0044","目黒区大橋２－３－５","139.68938","35.65383","JGD2011","03-6407-0460","90"
"社福法人","野のゆり保育園","153-0044","目黒区大橋２－１５－２","139.688613","35.653533","JGD2011","03-5790-9091","46"
"営利法人","アソシエ大橋保育園","153-0044","目黒区大橋２－２２－４２","139.685519","35.652189","JGD2011","03-6407-0486","64"
"区市町村","中目黒駅前保育園","153-0051","目黒区上目黒１－２６－１","139.700319","35.643891","JGD2011","03-3711-7110","58"
"区市町村","第二上目黒保育園","153-0051","目黒区上目黒２－１５－８","139.697343","35.642212","JGD2011","03-3719-8656","90"
"営利法人","コビープリスクールかみめぐろ保育園","153-0051","目黒区上目黒５－５－８","139.689658","35.644348","JGD2011","03-6452-3781","80"
"社福法人","桑の実中目黒保育園","153-0051","目黒区上目黒３－３７－２４","139.692046","35.644068","JGD2011","03-6303-4431","60"
"社福法人","中目黒ちとせ保育園","153-0051","目黒区上目黒２－１０－９","139.699238","35.641285","JGD2011","03-3793-7511","60"
"区市町村","祐天寺保育園","153-0052","目黒区祐天寺１－１０－９","139.694871","35.639071","JGD2011","03-3719-5263","77"
"営利法人","ちゃいれっく祐天寺駅前保育園","153-0052","目黒区祐天寺２－１１－１０","139.691888","35.636593","JGD2011","03-5734-1095","60"
"営利法人","アスク上目黒保育園","153-0053","目黒区五本木１－１２－１３","139.690605","35.638182","JGD2011","03-5773-8088","70"
"営利法人","くれよん保育園","153-0053","目黒区五本木２－１５－９","139.692144","35.63528","JGD2011","03-3710-3782","54"
"社福法人","しいのき保育園","153-0053","目黒区五本木２－２０－２０","139.689772","35.63433","JGD2011","03-5725-1733","161"
"営利法人","にじいろ保育園学芸大学","153-0053","目黒区五本木３－１３－３","139.683553","35.632546","JGD2011","03-6451-0471","60"
"社福法人","中目黒どろんこ保育園","153-0061","目黒区中目黒５－７－４","139.70119","35.636046","JGD2011","03-6452-4375","70"
"営利法人","桜のこみち保育園","153-0061","目黒区中目黒２－６－２０","139.70514","35.63851","JGD2011","03-6412-8606","70"
"営利法人","キッズガーデン中目黒","153-0061","目黒区中目黒３－５－８　山源ビル２階","139.702382","35.639965","JGD2011","03-6303-1950","78"
"区市町村","目黒保育園","153-0063","目黒区目黒１－７－１６","139.711314","35.635624","JGD2011","03-3779-1381","103"
"区市町村","田道保育園","153-0063","目黒区目黒３－４－４","139.706084","35.634591","JGD2011","03-3760-3935","119"
"営利法人","さくらさくみらい目黒","153-0063","目黒区目黒３－６－１９","139.705993","35.633675","JGD2011","03-6712-2723","60"
"営利法人","アソシエ目黒おおとり保育園","153-0063","目黒区目黒３－１１－３","139.70694","35.632303","JGD2011","03-5722-3911","66"
"区市町村","不動保育園","153-0064","目黒区下目黒６－１１－２０","139.699307","35.62657","JGD2011","03-3792-7475","68"
"営利法人","アソシエ下目黒保育園","153-0064","目黒区下目黒２－１９－３　２Ｆ","139.710626","35.633097","JGD2011","03-5759-4141","70"
"営利法人","まなびの森保育園目黒","153-0064","目黒区下目黒２－２４－１２　２Ｆ","139.710898","35.629661","JGD2011","03-5496-2272","60"
"営利法人","ゆらりん下目黒保育園","153-0064","目黒区下目黒６－１８－１１","139.697044","35.628583","JGD2011","03-6412-8134","152"
"営利法人","アソシエ不動保育園","153-0064","目黒区下目黒４－１１－１１","139.704235","35.630867","JGD2011","03-6452-4931","64"
"営利法人","アンジェリカ下目黒保育園","153-0064","目黒区下目黒２－１９－３","139.710626","35.633097","JGD2011","03-6451-2156","166"
"区市町村","中町保育園","153-0065","目黒区中町２－３７－１５","139.694569","35.634124","JGD2011","03-3719-2640","125"
"社福法人","夢花保育園","153-0065","目黒区中町２－４６－１４","139.690691","35.633391","JGD2011","03-3791-9614","120"
"社福法人","油面ちとせ保育園","153-0065","目黒区中町１－５－５","139.699413","35.632419","JGD2011","03-6452-3320","60"
"区市町村","大森東一丁目保育園","143-0012","大田区大森東１－３１－２－１０５","139.739334","35.576857","JGD2011","03-3763-9670","134"
"社福法人","美原保育園","143-0012","大田区大森東１－２８－２","139.738117","35.576568","JGD2011","03-3761-1855","113"
"社福法人","子どもの家保育園","143-0012","大田区大森東５－２－１１","139.740681","35.569889","JGD2011","03-3761-1357","99"
"区市町村","森が崎保育園","143-0013","大田区大森南二丁目２番１５号","139.742057","35.562893","JGD2011","03-3742-7071","110"
"社福法人","大森保育園","143-0013","大田区大森南４－１０－４","139.747245","35.567531","JGD2011","03-3741-7645","60"
"社福法人","そらのいえ保育園","143-0014","大田区大森中１－１４－１","139.733193","35.569691","JGD2011","03-3764-0221","84"
"区市町村","大森西保育園","143-0015","大田区大森西２－２０－１７","139.727676","35.576496","JGD2011","03-3765-8256","139"
"区市町村","大森西第二保育園","143-0015","大田区大森西４－１３－１１－１０１","139.722055","35.572768","JGD2011","03-3765-4116","123"
"区市町村","富士見橋保育園","143-0015","大田区大森西３－２－２－１０１","139.728415","35.57436","JGD2011","03-3765-4540","85"
"営利法人","グローバルキッズ大森西園","143-0015","大田区大森西２－１５－２４","139.729893","35.577743","JGD2011","03-5763-0303","72"
"営利法人","おはよう保育園大森町","143-0015","大田区大森西３－１６－１１","139.72934","35.572505","JGD2011","03-6410-8510","60"
"営利法人","キッズルームｏｈａｎａ平和島園","143-0015","大田区大森西２－２－２９","139.728348","35.578021","JGD2011","03-5763-5516","46"
"営利法人","ナーサリールームベリーベアー大森西","143-0015","大田区大森西５－２５－２１　２階","139.727424","35.569577","JGD2011","03-5763-5676","80"
"営利法人","おはよう保育園マチノマ大森","143-0015","大田区大森西３－１－３８　マチノマ大森３階","139.726229","35.574693","JGD2011","03-6459-6033","50"
"区市町村","大森北保育園","143-0016","大田区大森北３－２５－２","139.731223","35.582503","JGD2011","03-3764-2060","114"
"社福法人","島田保育園","143-0016","大田区大森北３－３－５","139.732295","35.584048","JGD2011","03-3763-1728","110"
"社福法人","大森駅前保育園","143-0016","大田区大森北１－６－６","139.729117","35.589808","JGD2011","03-6404-2525","46"
"社福法人","大森北六丁目保育園","143-0016","大田区大森北６－９－１","139.735287","35.581093","JGD2011","03-3763-1262","84"
"営利法人","アスク大森保育園","143-0016","大田区大森北１－１０－１４　Ｌｕｚ大森５Ｆ","139.728323","35.586545","JGD2011","03-3766-2721","84"
"社福法人","メリーポピンズアトレ大森ルーム","143-0016","大田区大森北１－６－１６　アトレ大森２　３Ｆ","139.728709","35.58908","JGD2011","03-3762-9400","75"
"営利法人","えがおの森保育園・おおもり駅前","143-0016","大田区大森北１－６－８　ウィラ大森ビル１階","139.728862","35.589425","JGD2011","03-3768-1001","60"
"営利法人","キッズガーデン大森駅前","143-0016","大田区大森北１丁目２番３号　大森御幸ビル４階","139.729076","35.587736","JGD2011","03-6423-1197","81"
"営利法人","はぐはぐドンキａｄｖｅｎｔｕｒｅ保育園","143-0016","大田区大森北１－３０－１","139.727684","35.58622","JGD2011","03-6429-7545","60"
"営利法人","えがおの森保育園・かまた駅前","143-0016","大田区大森北１－６－８","139.728862","35.589425","JGD2011","03-3730-1010","60"
"営利法人","さくらさくみらい平和島","143-0016","大田区大森北６－２６－２０","139.733579","35.578285","JGD2011","03-6404-8872","75"
"営利法人","こどもヶ丘保育園大森北園","143-0016","大田区大森北６－３０－１８","139.735506","35.579607","JGD2011","03-6404-6828","41"
"区市町村","山王保育園","143-0023","大田区山王３－３２－１２","139.724493","35.587036","JGD2011","03-3776-4154","139"
"区市町村","入新井保育園","143-0024","大田区中央２－１６－１７","139.721746","35.578729","JGD2011","03-3772-6777","121"
"社福法人","ナーサリー新井宿","143-0024","大田区中央４－１３－１８","139.714724","35.579356","JGD2011","03-3775-5653","144"
"区市町村","中央八丁目保育園","143-0024","大田区中央８－２８－１２","139.717977","35.573654","JGD2011","03-3752-3651","60"
"社福法人","さくら中央保育園","143-0024","大田区中央５丁目３０－１８","139.714766","35.580478","JGD2011","03-5748-8373","80"
"営利法人","美奈見ここわ","143-0024","大田区中央１－１－７","139.719574","35.582545","JGD2011","03-6429-7440","69"
"区市町村","南馬込保育園","143-0025","大田区南馬込４－６－５","139.709866","35.586436","JGD2011","03-3772-0751","129"
"社福法人","おおたみんなの家","143-0025","大田区南馬込１丁目９番１号先","139.713207","35.593788","JGD2011","03-6809-9450","80"
"営利法人","グローバルキッズ　西馬込園","143-0025","大田区南馬込５－３０－２","139.706472","35.587066","JGD2011","03-3773-0505","80"
"社福法人","南馬込第二保育園","143-0025","大田区南馬込１丁目２４－９","139.714629","35.592954","JGD2011","03-3777-2267","137"
"営利法人","馬込ここわ保育園","143-0025","大田区南馬込１－１－６","139.71216","35.595071","JGD2011","03-5728-9322","120"
"営利法人","にじいろ保育園南馬込","143-0025","大田区南馬込４－２５－１１","139.713877","35.585028","JGD2011","03-6429-2401","62"
"営利法人","ナーサリールームベリーベアー西馬込","143-0025","大田区南馬込５－４２－２","139.705167","35.58553","JGD2011","03-6303-8666","53"
"営利法人","にじいろ保育園南馬込桜通り","143-0025","大田区南馬込６－２２－１","139.712966","35.583158","JGD2011","03-6417-1433","51"
"営利法人","にじいろ保育園西馬込","143-0026","大田区西馬込２－２８－１６","139.703847","35.586141","JGD2011","03-6809-9227","90"
"他の法人","ケンパ西馬込","143-0026","大田区西馬込１－１６－１８","139.705725","35.589907","JGD2011","03-6429-9885","60"
"営利法人","キッズラボ西馬込駅前保育園","143-0026","大田区西馬込１－２９－５","139.706467","35.588257","JGD2011","03-4500-1535","70"
"区市町村","馬込保育園","143-0027","大田区中馬込３－２５－２","139.709813","35.593993","JGD2011","03-3772-6923","117"
"営利法人","ポピンズナーサリースクール馬込","143-0027","大田区中馬込３－２２－２１","139.708205","35.593815","JGD2011","03-5728-9257","85"
"営利法人","小鳩ナーサリースクール中馬込","143-0027","大田区中馬込２－２－１８","139.707308","35.595601","JGD2011","03-6303-8027","65"
"区市町村","東蒲田保育園","144-0031","大田区東蒲田２－３２－１５","139.726335","35.56087","JGD2011","03-3731-4115","124"
"他の法人","蒲田保育専門学校ふぞく北糀谷保育園","144-0032","大田区北糀谷１－１４－１０","139.735204","35.563109","JGD2011","03-3744-2895","137"
"区市町村","東糀谷保育園","144-0033","大田区東糀谷６－８－７－１０１","139.748226","35.556597","JGD2011","03-3744-4522","151"
"社福法人","なかよし保育園","144-0033","大田区東糀谷４－２－１４","139.743277","35.555708","JGD2011","03-3741-2054","93"
"区市町村","西糀谷保育園","144-0034","大田区西糀谷４－５－７","139.731958","35.556626","JGD2011","03-3743-2974","125"
"区市町村","浜竹保育園","144-0034","大田区西糀谷３－３４－１８","139.738405","35.553652","JGD2011","03-3741-5300","140"
"社福法人","西糀谷しろはと保育園","144-0034","大田区西糀谷１－４－２２","139.730108","35.560317","JGD2011","03-3745-5165","129"
"区市町村","糀谷保育園","144-0034","大田区西糀谷２－１４－１８","139.736155","35.55869","JGD2011","03-3744-9861","122"
"他の法人","蒲田保育専門学校ふぞく糀谷駅前","144-0034","大田区西糀谷４－２９－１６　２階","139.72855","35.555038","JGD2011","03-6715-1510","104"
"社福法人","レイモンド南蒲田保育園","144-0035","大田区南蒲田２－１６－２","139.7217","35.555918","JGD2011","03-5744-4072","69"
"社福法人","第二蒲田保育園","144-0035","大田区南蒲田１－７－２０","139.727572","35.559359","JGD2011","03-3731-0565","90"
"区市町村","羽田保育園","144-0043","大田区羽田４－１１－１","139.74163","35.549517","JGD2011","03-3741-1597","150"
"社福法人","弁天橋保育園","144-0043","大田区羽田５－１８－１６","139.750049","35.548079","JGD2011","03-3741-1691","105"
"区市町村","本羽田保育園","144-0044","大田区本羽田３－１７－２０－１０８","139.733822","35.548214","JGD2011","03-3745-0550","124"
"区市町村","いずも保育園","144-0045","大田区南六郷１－１０－３－１０１","139.721645","35.54926","JGD2011","03-3732-0231","103"
"区市町村","南六郷保育園","144-0045","大田区南六郷１－３３－１－１０１","139.72534","35.545197","JGD2011","03-3731-3430","101"
"他の法人","蒲田保育専門学校ふぞく六郷保育園","144-0045","大田区南六郷３－１０－１１","139.714352","35.543906","JGD2011","03-3731-7043","123"
"区市町村","東六郷保育園","144-0046","大田区東六郷１－１３－２５","139.718923","35.552607","JGD2011","03-3732-4460","132"
"区市町村","大田区立萩中保育園","144-0047","大田区萩中１－２－１","139.723847","35.55241","JGD2011","03-3734-1805","80"
"社福法人","第三蒲田保育園","144-0047","大田区萩中２－１３－１６","139.733055","35.54985","JGD2011","03-3742-1600","90"
"その他","女塚保育園","144-0051","大田区西蒲田４－２３－８","139.714408","35.568838","JGD2011","03-3754-3415","100"
"社福法人","蒲田音楽学園保育園","144-0051","大田区西蒲田４－２７－２","139.712697","35.56868","JGD2011","03-5747-3123","72"
"営利法人","グローバルキッズ　蒲田園","144-0051","大田区西蒲田８－２０－８","139.713706","35.560014","JGD2011","03-5703-5525","60"
"他の法人","ぽけっとランド西蒲田保育園","144-0051","大田区西蒲田７－３５－１","139.710573","35.563378","JGD2011","03-5711-8181","60"
"区市町村","西蒲田保育園","144-0051","大田区西蒲田３－１３－１２","139.710586","35.568713","JGD2011","03-3751-3372","139"
"営利法人","明日葉保育園相生園","144-0051","大田区西蒲田６－１８－８","139.711259","35.565752","JGD2011","03-3739-4548","122"
"社福法人","大森南保育園","144-0051","大田区４－１４－５","139.745754","35.565884","JGD2011","03-3745-0054","134"
"社福法人","蒲田音楽学園第Ⅱ保育園","144-0051","大田区西蒲田４－１１－５","139.7128","35.569332","JGD2011","03-3753-6302","72"
"区市町村","本蒲田保育園","144-0052","大田区蒲田１－４－２３","139.721649","35.567885","JGD2011","03-3736-3138","135"
"社福法人","第一蒲田保育園","144-0052","大田区蒲田１－２０－６","139.721397","35.563839","JGD2011","03-3738-5888","90"
"営利法人","アスク蒲田一丁目保育園","144-0052","大田区蒲田１－２－１３","139.72111","35.568546","JGD2011","03-5480-7670","96"
"営利法人","キッズラボ蒲田園","144-0052","大田区蒲田５－４４－５　１階","139.71722","35.560167","JGD2011","03-6424-7166","40"
"区市町村","蒲田本町保育園","144-0053","大田区蒲田本町１－１－１－１０１","139.715028","35.558773","JGD2011","03-3739-2281","125"
"区市町村","矢口保育園","144-0054","大田区新蒲田２－１２－１８","139.703671","35.560106","JGD2011","03-3731-4789","108"
"区市町村","新蒲田保育園","144-0054","大田区新蒲田３－２９－１４","139.709049","35.55524","JGD2011","03-3734-1020","131"
"区市町村","仲六郷保育園","144-0055","大田区仲六郷１－２９－１０","139.712885","35.552349","JGD2011","03-3733-9375","133"
"社福法人","高畑保育園","144-0055","大田区仲六郷３－１９－１２","139.71043","35.546794","JGD2011","03-3739-3591","150"
"営利法人","グローバルキッズ雑色園","144-0055","大田区仲六郷２－４３－１１","139.715982","35.55028","JGD2011","03-6715-7616","49"
"営利法人","このえ雑色保育園","144-0055","大田区仲六郷２－７－１１","139.714598","35.551802","JGD2011","03-6428-6957","60"
"社福法人","西二なかよし保育園","144-0056","大田区西六郷２－３０－３","139.706774","35.549891","JGD2011","03-5744-4475","50"
"区市町村","志茂田保育園","144-0056","大田区西六郷１－３－２","139.71164","35.556076","JGD2011","03-3735-4821","134"
"区市町村","みどり保育園","144-0056","大田区西六郷３－３０－２０－１０１","139.70493","35.545111","JGD2011","03-3738-5541","94"
"社福法人","よいこの保育園","144-0056","大田区西六郷４－２０－６","139.705781","35.541523","JGD2011","03-3738-1094","80"
"営利法人","ポピンズナーサリースクール西六郷","144-0056","大田区西六郷３－１－７","139.709044","35.547055","JGD2011","03-6428-7164","57"
"営利法人","グローバルキッズ西六郷園","144-0056","大田区西六郷２－９－７","139.706313","35.551541","JGD2011","03-6424-8101","60"
"営利法人","キッズラボ千束こどもの家北千束園","145-0062","大田区北千束２－１５－１０","139.692956","35.605589","JGD2011","03-6425-7635","102"
"営利法人","クオリスキッズ北千束保育園","145-0062","大田区北千束２－２５－１１","139.693064","35.606975","JGD2011","03-6425-6095","60"
"区市町村","千束保育園","145-0063","大田区南千束３－２３－１０","139.687448","35.60147","JGD2011","03-3729-4602","126"
"他の法人","洗心保育園","145-0063","大田区南千束２－２－６","139.691795","35.601356","JGD2011","03-3729-2322","90"
"社福法人","洗足池保育園","145-0063","大田区南千束３－２４－１５","139.687432","35.6012","JGD2011","03-3748-7088","45"
"営利法人","にじいろ保育園大岡山","145-0063","大田区南千束３－１－６","139.687692","35.604136","JGD2011","03-6421-9415","99"
