台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-1042,,30,環多改,自,5,立川市羽衣町一丁目８８番１８外９筆,,,,,77,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.049,適合,適合,1.1,300,,,,,,適合,適合,220,適合,250,適合,適合,適合,23000,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1060
指-1061",,30,環多改,自,6,日野市大字日野４２１番１３外１筆,,,,,234,土壌概況,,,,,,,0.4,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,0.04,,,,,,,,,,,,適合,適合,0.013,適合,0.013,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1060
指-1061",,30,環多改,自,6,日野市大字日野４２１番１３外１筆,,,,,4,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,適合,,適合,,,,,,,,,
"指-1060
指-1061",,30,環多改,自,6,日野市大字日野４２１番１３外１筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.04,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1060
指-1061",,30,環多改,自,6,日野市大字日野４２１番１３外１筆,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,適合,,適合,,,,,,,,,
指-1064,○,30,環多改,四,53,小平市小川東町３丁目２６５５番４他８筆,,,,,13,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,3.9,適合,適合,適合,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1064,○,30,環多改,四,53,小平市小川東町３丁目２６５５番４他８筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
"指-1065
指-1129",,30,環多改,四,56,日野市日野台３丁目１番１他２３筆,,,,,369,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.27,不検出,不検出,不検出,,,,,,,,,,,,,,,,適合,,,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,3.3,,適合,,,,適合,適合,460,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1065
指-1129",,30,環多改,四,56,日野市日野台３丁目１番１他２３筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,適合,,,,,,,,,,,,適合,,,,,
指-1033,○,30,環多改,四,63,稲城市大字大丸字九号１１４２番２３他５５筆,,,,,295,土壌概況,,,,,,,不検出,0.2,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,適合,適合,適合,,,,適合,適合,,,,,,,適合,210,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1033,○,30,環多改,四,63,稲城市大字大丸字九号１１４２番２３他５５筆,,,,,4,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,
"指-1065
指-1129",,30,環多改,四,90,日野市日野台３丁目１番１他２３筆,,,,,369,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.27,不検出,不検出,不検出,,,,,,,,,,,,,,,,適合,,,適合,,,適合,,,適合,適合,適合,適合,適合,適合,適合,適合,3.3,,適合,,,,適合,適合,460,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1065
指-1129",,30,環多改,四,90,日野市日野台３丁目１番１他２３筆,,,,,63,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.12,適合,適合,1.6,2.5,,適合,,,,適合,適合,390,適合,230,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1065
指-1129",,30,環多改,四,90,日野市日野台３丁目１番１他２３筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,,,,,,,,,,,適合,,,,,
"指-1065
指-1129",,30,環多改,四,90,日野市日野台３丁目１番１他２３筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,適合,,,,,
指-1102,○,30,環多改,四,106,府中市東芝町１番１,,,,,88,土壌概況,,,,,,,不検出,,不検出,不検出,,,不検出,不検出,不検出,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,,,,適合,適合,,適合,,,,適合,適合,300,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1060
指-1061",,30,環多改,四,112,日野市大字日野４２１番１３,,,,,234,土壌概況,,,,,,,0.4,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,0.04,,,,,,,,,,,,適合,適合,0.013,0.18,0.013,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1060
指-1061",,30,環多改,四,112,日野市大字日野４２１番１３,,,,,4,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,適合,,適合,,,,,,,,,
指-1008,,30,環改化,四,41,港区白金一丁目６３番５他７９筆,,,,,98,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.1,0.78,適合,0.019,適合,適合,適合,0.99,,適合,,,,適合,適合,2900,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1008,,30,環改化,四,41,港区白金一丁目６３番５他７９筆,,,,,4,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,適合,,,,,
指-1000,,30,環改化,四,60,品川区八潮３丁目１番３,,,,,34,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1007,○,30,環改化,四,81,中央区八重洲２丁目１０１番,,,,,1,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.022,適合,適合,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1007,○,30,環改化,四,81,中央区八重洲２丁目１０１番,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1011,○,30,環改化,四,99,大田区西蒲田八丁目１９番１他３筆,,,,,19,土壌概況,,,,,,,不検出,,,不検出,,,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,,,,1000,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1011,○,30,環改化,四,99,大田区西蒲田八丁目１９番１他３筆,,,,,9,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1015,,30,環改化,四,100,荒川区西尾久三丁目１３０６番１他１２筆,,,,,51,土壌概況,,,,,,,7.46,不検出,不検出,0.1,不検出,不検出,1.667,4.451,不検出,不検出,不検出,0.1,,,,,,,,,,,,,適合,適合,,0.01,,,適合,適合,,,,適合,適合,適合,適合,0.067,0.012,0.032,適合,適合,1,,適合,,,,適合,適合,190,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1015,,30,環改化,四,100,荒川区西尾久三丁目１３０６番１他１２筆,,,,,4,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,0.015,,,適合,0.092,,,,適合,,,,,,,,,,,,,,
指-1015,,30,環改化,四,100,荒川区西尾久三丁目１３０６番１他１２筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.052,0.032,,,2.2,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1015,,30,環改化,四,100,荒川区西尾久三丁目１３０６番１他１２筆,,,,,4,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.0021,,,1.1,,,,,
指-1008,,30,環改化,四,106,港区白金一丁目６３番５他７９筆,,,,,101,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.1,0.72,適合,0.019,適合,適合,適合,0.99,,適合,,,,適合,適合,2900,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1008,,30,環改化,四,106,港区白金一丁目６３番５他７９筆,,,,,11,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,適合,,,,,
指-1028,,30,環改化,四,118,足立区興野一丁目５７８－２６他３筆,,,,,4,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.014,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1027,,30,環改化,四,123,品川区東品川四丁目２４番２,,,,,33,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.09,適合,適合,適合,適合,3.1,,適合,,,,適合,適合,190,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1027,,30,環改化,四,123,品川区東品川四丁目２４番２,,,,,14,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,3.4,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1027,,30,環改化,四,123,品川区東品川四丁目２４番２,,,,,14,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,2,,,,,
指-1007,○,30,環改化,四,153,中央区八重洲２丁目２番１０１番他１筆,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.015,適合,適合,適合,適合,,,,,,,,適合,適合,530,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1007,○,30,環改化,四,153,中央区八重洲２丁目２番１０１番他１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1045,,30,環改化,四,169,江東区東砂七丁目１０番１１号,,,,,77,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,適合,0.06,0.047,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,790,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1045,,30,環改化,四,169,江東区東砂七丁目１０番１１号,,,,,12,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1040,○,30,環改化,四,172,品川区西五反田三丁目２４９番１他３筆,,,,,83,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.084,0.28,適合,0.006,適合,適合,適合,,適合,,,,適合,適合,640,適合,適合,23,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1049,○,30,環改化,四,180,江東区潮見２丁目２番１０,,,,,36,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,2,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1049,○,30,環改化,四,180,江東区潮見２丁目２番１０,,,,,10,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1049,○,30,環改化,四,180,江東区潮見２丁目２番１０,,,,,10,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-1008,,30,環改化,四,183,港区白金一丁目８４番２他８筆,,,,,106,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.1,0.72,適合,0.019,適合,適合,適合,0.99,,適合,,,,適合,適合,2900,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1008,,30,環改化,四,183,港区白金一丁目８４番２他８筆,,,,,11,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,適合,,,,,
指-1059,,30,環改化,四,209,千代田区三番町１６番２他１筆,,,,,71,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1059,,30,環改化,四,209,千代田区三番町１６番２他１筆,,,,,17,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-972,,30,環改化,四,231,中央区築地５丁目１番３,,,,,216,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.21,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,0.071,適合,適合,適合,2.6,適合,適合,適合,適合,適合,適合,適合,1000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-972,,30,環改化,四,231,中央区築地５丁目１番３,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,,,,4.6,,,,,
指-1095,○,30,環改化,四,250,新宿区百人町一丁目５２番５他１３筆,,,,,8,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.012,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1095,○,30,環改化,四,250,新宿区百人町一丁目５２番５他１６筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1079,○,30,環改化,四,257,台東区蔵前１丁目１２番他７筆,,,,,151,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.1,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.025,適合,適合,適合,適合,,適合,,,,適合,適合,3100,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1079,○,30,環改化,四,257,台東区蔵前１丁目１２番他７筆,,,,,6,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,0.025,,,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1079,○,30,環改化,四,257,台東区蔵前１丁目１２番他７筆,,,,,6,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,,,,,,,,,
指-972,,30,環改化,四,267,中央区築地５丁目１番３,,,,,23,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.032,適合,適合,1.2,4.6,適合,適合,適合,適合,適合,適合,適合,500,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1087,○,30,環改化,四,271,港区虎ノ門五丁目１１０番４,,,,,7,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.9,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,320,適合,1100,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1087,○,30,環改化,四,271,港区虎ノ門五丁目１１０番４,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,
"指-1091
指-1092","○
",30,環改化,四,279,渋谷区笹塚１丁目４１－６,,,,,1,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,350,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1091
指-1092","○
",30,環改化,四,279,世田谷区桜上水五丁目４３８番１他１５筆,,,,,32,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.055,適合,適合,適合,適合,適合,,適合,,,,適合,適合,260,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1091
指-1092","○
",30,環改化,四,279,世田谷区上北沢四丁目４５４番１,,,,,18,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1091
指-1092","○
",30,環改化,四,279,世田谷区松原一丁目６０４番２他３筆,,,,,13,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,450,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1025,,30,環改化,四,283,千代田区神田和泉町２番１他５筆,,,,,21,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.12,0.09,0.021,0.0065,適合,適合,3.3,,適合,,,,適合,適合,6200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1025,,30,環改化,四,283,千代田区神田和泉町２番１他５筆,,,,,11,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,,,適合,,,,,
指-1025,,30,環改化,四,283,千代田区神田和泉町２番１他５筆,,,,,12,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.09,0.021,0.009,,,3.3,,,,,,,,6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1025,,30,環改化,四,283,千代田区神田和泉町２番１他５筆,,,,,11,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,,,適合,,,,,
指-892,○,30,環改化,四,285,新宿区霞ヶ丘町５番１,,,,,35,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,,,適合,,,,,,,,,,,370,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-892,○,30,環改化,四,285,新宿区霞ヶ丘町５番１,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1085,,30,環改化,四,286,江東区新砂三丁目３番２０,,,,,127,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.09,0.026,,適合,適合,2,,適合,,,,適合,適合,1800,適合,適合,,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1078,,30,環改化,四,290,江東区北砂三丁目４２０番１０他９筆,,,,,56,土壌概況,,,,,,,0.9,1.1,不検出,0.9,不検出,不検出,0.6,33,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,0.11,,適合,,,適合,0.2,,,,,適合,適合,0.015,0.15,0.04,適合,0.23,適合,7.3,,適合,,,,適合,適合,2900,適合,適合,適合,適合,適合,6100,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1078,,30,環改化,四,290,江東区北砂三丁目４２０番１０他９筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,
