年度,事業所番号,事業所等 名称,事業所等 所在地,事業所等 延床面積(m2),二酸化炭素排出量（燃料等）(t-CO2),二酸化炭素排出量（上下水道）(t-CO2),組織体制の整備 重点対策(1),組織体制の整備 重点対策(2),組織体制の整備 重点対策(3),組織体制の整備 重点対策(4),組織体制の整備 その他対策(1),組織体制の整備 その他対策(2),組織体制の整備 その他対策(3),組織体制の整備 その他対策(4),エネルギー等の使用状況の把握 重点対策(1),エネルギー等の使用状況の把握 重点対策(2),エネルギー等の使用状況の把握 重点対策(3),エネルギー等の使用状況の把握 その他対策(1),エネルギー等の使用状況の把握 その他対策(2),エネルギー等の使用状況の把握 その他対策(3),運用対策 重点対策(1),運用対策 重点対策(2),運用対策 重点対策(3),運用対策 重点対策(4),運用対策 重点対策(5),運用対策 重点対策(6),運用対策 重点対策(7),運用対策 重点対策(8),運用対策 重点対策(9),運用対策 その他対策(1),運用対策 その他対策(2),運用対策 その他対策(3),運用対策 その他対策(4),運用対策 その他対策(5),運用対策 その他対策(6),運用対策 その他対策(7),運用対策 その他対策(8),運用対策 その他対策(9),設備保守対策 重点対策(1),設備保守対策 重点対策(2),設備保守対策 重点対策(3),設備保守対策 重点対策(4),設備保守対策 その他対策(1),設備保守対策 その他対策(2),設備保守対策 その他対策(3),設備保守対策 その他対策(4),設備導入対策 重点対策(1),設備導入対策 重点対策(2),設備導入対策 重点対策(3),設備導入対策 重点対策(4),設備導入対策 その他対策(1),設備導入対策 その他対策(2),設備導入対策 その他対策(3),設備導入対策 その他対策(4)
2016,0306,江東都税事務所,東京都江東区大島3丁目1-3,5191,311,2,A404　テナントへの温暖化対策協力依頼,,,,A206　所内の温室効果ガス排出量を集計,A402　使用量の推計に必要な情報の提供,A403　中央熱源方式の空調使用量の提供,A405　ビル全体の推進体制の整備,B103　時間的に詳細に把握,B106　過去のデータによる傾向の把握,,B101　自ら入手可能な情報に基づく把握,B104　設備ごとに詳細に把握,B105　エネルギー使用量の前年度比較,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,C817　季節に応じた温度設定の見直し,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C803　フロア共用部の温度の把握・設定,C804　共用部のフロアごとの空調の管理,C805　中央熱源機器等の季節設定実施,C808　温湿度の適正管理,C816　ポンプ・ファンの流量、圧力調整,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,D107　ボイラ等の空気比の調整,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,D108　その他設備の定期的な保守・点検,,,,,,,,
2016,0307,大田都税事務所,東京都大田区西蒲田7丁目11-1,5164,222,1,,,,,A203　具体的な取組目標と内容の設定,,,,,,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C501　個室等不使用箇所のこまめな消灯,C506　余熱利用による早めの空調停止,C508　空室・不在時等の空調停止,C509　中央熱源機器等の季節設定実施,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,E101　高効率照明ランプの採用（屋内）,,,
2016,0309,杉並都税事務所,東京都杉並区成田東5丁目39-11,3487,135,1,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B103　時間的に詳細に把握,B106　過去のデータによる傾向の把握,,B101　自ら入手可能な情報に基づく把握,B102　関連他者からの情報を加えて把握,B105　エネルギー使用量の前年度比較,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,C101　空室・不在時等のこまめな消灯,C103　日本工業規格の照度以下の設定,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C110　余熱利用による早めの空調停止,C506　余熱利用による早めの空調停止,C507　温度計等による室温の把握と調整,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,E125　高輝度誘導灯の導入,E105　照明用人感センサの採用,E132　エアカーテンの設置
2016,0310,北都税事務所,東京都北区中十条1丁目7-8,2896,108,1,A205　取組内容や点検体制の定期的改善,A208　組織横断的な推進体制の整備,,,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,A206　所内の温室効果ガス排出量を集計,A207　排出状況の整理・分析・提供,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,B101　自ら入手可能な情報に基づく把握,B102　関連他者からの情報を加えて把握,B104　設備ごとに詳細に把握,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,CA13　冷却効率を考慮した配線の実施,CA18　熱だまりの把握と局所的な冷却,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C104　採光を利用した消灯の実施,CA01　空室・不在時等のこまめな消灯,CA02　照明スイッチに点灯範囲を表示,CA05　温度計等による室温の把握と調整,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,,,
2016,0312,足立都税事務所,東京都足立区西新井栄町2丁目8-15,3436,86,0,A205　取組内容や点検体制の定期的改善,,,,A206　所内の温室効果ガス排出量を集計,,,,B103　時間的に詳細に把握,,,,,,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C125　進入外気に伴う空調負荷の低減,C132　開け放し開口部面積の縮小,C120　外灯等の点灯時間の季節別管理,C129　季節に応じた温度設定の見直し,,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,E105　照明用人感センサの採用,E140　ＢＥＭＳの導入,E141　太陽光発電設備の導入,
2016,0313,江戸川都税事務所,東京都江戸川区中央4丁目24-19,3399,242,3,A404　テナントへの温暖化対策協力依頼,,,,A401　テナントにエネルギー使用量提供,A406　使用量に応じた料金体系等の採用,,,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C133　可能な限り低い照度設定,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C112　季節に応じた外気導入量の適正化,C116　個人用端末の不用・離席時の停止,,,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,D108　その他設備の定期的な保守・点検,,,,,E125　高輝度誘導灯の導入,E105　照明用人感センサの採用,,
2016,0314,八王子合同庁舎,東京都八王子市明神町3丁目19-2,5381,208,1,,,,,,,,,B103　時間的に詳細に把握,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,,,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,,,,E109　空調の冷温水配管の保温の実施,E127　蒸気バルブ等の断熱強化,,,,,,
2016,0315,立川合同庁舎,東京都立川市錦町4丁目6-3,11436,358,2,A205　取組内容や点検体制の定期的改善,,,,A206　所内の温室効果ガス排出量を集計,,,,B103　時間的に詳細に把握,B106　過去のデータによる傾向の把握,,B101　自ら入手可能な情報に基づく把握,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,,,,,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,,,,
2016,0316,小平合同庁舎,東京都小平市花小金井1丁目6-20,4565,172,0,A205　取組内容や点検体制の定期的改善,,,,,,,,B106　過去のデータによる傾向の把握,,,,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,,,,,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,,,,E103　高効率照明器具の採用（屋内）,,,,,,,
2016,0317,都税総合事務センター 品川自動車税事務所,東京都品川区東大井1丁目12-18,491,27,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,,,,
2016,0319,都税総合事務センター 多摩自動車税事務所,東京都国立市北3丁目30,364,19,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,,,,
2016,0320,都税総合事務センター 練馬自動車税事務所,東京都練馬区北町2丁目8-6,380,16,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,,,,
2016,0321,都税総合事務センター 八王子自動車税事務所,東京都八王子市滝山町1丁目270-5,397,14,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,,,,
2016,0322,板橋都税事務所,東京都板橋区大山東町44番8,4697,101,0,A205　取組内容や点検体制の定期的改善,A208　組織横断的な推進体制の整備,,,A204　取組状況の点検体制の構築,A206　所内の温室効果ガス排出量を集計,,,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,B101　自ら入手可能な情報に基づく把握,B102　関連他者からの情報を加えて把握,B105　エネルギー使用量の前年度比較,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C133　可能な限り低い照度設定,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C116　個人用端末の不用・離席時の停止,C120　外灯等の点灯時間の季節別管理,,D103　中央熱源機器等の定期点検の実施,,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,E104　照明点灯範囲の細分化,E130　全熱交換器の導入,,
2016,0323,中野都税事務所,東京都中野区中野4丁目6番15号,5424,178,1,,,,,,,,,B106　過去のデータによる傾向の把握,,,,,,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,,D103　中央熱源機器等の定期点検の実施,,,,,,,,,,,,,,,
2016,0324,練馬都税事務所,東京都練馬区豊玉北6丁目13-10,6060,203,1,,,,,,,,,B106　過去のデータによる傾向の把握,,,,,,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C120　外灯等の点灯時間の季節別管理,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,,,E103　高効率照明器具の採用（屋内）,E109　空調の冷温水配管の保温の実施,E127　蒸気バルブ等の断熱強化,E114　高効率パッケージの採用,,,,
2016,0325,豊島合同庁舎,東京都豊島区西池袋1丁目17番1号,9304,449,2,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,B104　設備ごとに詳細に把握,B105　エネルギー使用量の前年度比較,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C108　温度計等による室温の把握と調整,C110　余熱利用による早めの空調停止,C116　個人用端末の不用・離席時の停止,C128　ポンプ・ファンの流量、圧力調整,CA08　受電力率の把握・記録,CA12　ラック内の適正な機器配置,CA16　サーバルームの温度監視,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,,,D106　ボイラ等の定期点検の実施,,,,,,,,,,,
2016,0326,東京都主税局江東保管庫,東京都江東区大島3丁目6番14号,108,0,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0327,目黒都税事務所(目黒区合同庁舎内),東京都目黒区上目黒2丁目19-15,1519,142,1,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,,,,,,,C105　昼休み時の消灯の実施,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0328,荒川都税事務所,東京都荒川区西日暮里2丁目25-1,1658,60,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,,,,,,,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,E103　高効率照明器具の採用（屋内）,,,,E129　全熱交換器の導入,,,
2016,0329,港都税事務所,東京都港区麻布台3丁目5-6,3570,169,2,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,,,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,B108　エネルギー等情報の対策への活用,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C116　個人用端末の不用・離席時の停止,C117　便座ヒーター等温度の季節別設定,C504　利用状況に応じた空調の設定変更,C506　余熱利用による早めの空調停止,,,,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,E102　蛍光灯へ電子安定器採用（屋内）,E104　照明点灯範囲の細分化,E105　照明用人感センサの採用,E136　デマンドコントローラの設置
2016,0330,都税総合事務センター 足立自動車税事務所,東京都足立区南花畑5丁目12-1,439,19,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,,,,
2016,0331,世田谷都税事務所(仮庁舎),東京都世田谷区玉川1丁目20-21,2153,50,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C104　採光を利用した消灯の実施,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C116　個人用端末の不用・離席時の停止,C118　自動販売機の休日・夜間照明停止,,,,,,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2016,0332,墨田都税事務所(仮庁舎),東京都墨田区両国4丁目29-4,1801,69,0,A205　取組内容や点検体制の定期的改善,,,,A204　取組状況の点検体制の構築,,,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,C502　採光を利用した消灯の実施,,,,,C101　空室・不在時等のこまめな消灯,C103　日本工業規格の照度以下の設定,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C116　個人用端末の不用・離席時の停止,,,D105　換気フィルターの清掃・点検,,,,D104　空調フィルターの清掃・点検,,,,,,,,,,,
2016,0334,中央都税事務所(仮庁舎),東京都中央区入船1丁目8番2号,2682,69,0,A208　組織横断的な推進体制の整備,,,,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,A206　所内の温室効果ガス排出量を集計,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C106　冷暖房温度を都の推奨値へ変更,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C116　個人用端末の不用・離席時の停止,C118　自動販売機の休日・夜間照明停止,D101　ランプ等の定期的な清掃・交換,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2016,0335,渋谷都税事務所(仮庁舎 恵比寿ガーデンプレイスタワー),東京都渋谷区恵比寿4丁目20番3号,2846,41,1,A502　ビルで設置する推進体制への協力,,,,A501　ビル所有者の対策や要請に協力,,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C114　事務用機器を省エネモードに設定,C116　個人用端末の不用・離席時の停止,,,,,,,,,,,,,,,,,,,
2016,0336,世田谷都税事務所,東京都世田谷区若林4丁目22-13,4323,64,0,,,,,A214　温暖化対策優良事例の情報収集,,,,,,,,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C116　個人用端末の不用・離席時の停止,C505　空調機スイッチに空調範囲を表示,C507　温度計等による室温の把握と調整,C510　その他設備の不使用時の停止,,,,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,D108　その他設備の定期的な保守・点検,,,,E103　高効率照明器具の採用（屋内）,E109　空調の冷温水配管の保温の実施,E114　高効率パッケージの採用,,E104　照明点灯範囲の細分化,E141　太陽光発電設備の導入,,
2016,0400,東京舞台芸術活動支援センター,東京都中央区日本橋箱崎町18-14,1914,66,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,B103　時間的に詳細に把握,,,,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,CB48　水道メータ等で漏水の有無の点検,,,,,,,C102　照明スイッチに点灯範囲を表示,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D108　その他設備の定期的な保守・点検,,,,E103　高効率照明器具の採用（屋内）,,,,,,,
2016,0402,旧小笠原伯爵邸,東京都新宿区河田町10-10,1107,281,2,,,,,,,,,,,,,,,C115　事務用機器を業務終了時に停止,C123　温湿度の適正管理,,,,,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2016,0403,トーキョーワンダーサイト渋谷,東京都渋谷区神南1丁目19番地8号,362,49,1,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2016,0404,トーキョーワンダーサイト本郷,東京都文京区本郷2丁目4-16,485,22,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2016,0406,計量検定所タクシーメーター立川検査場,東京都立川市柴崎町6丁目8-13,280,7,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,D108　その他設備の定期的な保守・点検,,,,,,,,
2016,0407,砂川公設小売市場,東京都立川市一番町5丁目8-23,876,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0409,東京文化会館,東京都台東区上野公園5-45,22568,1949,15,A201　地球温暖化対策の方針等の設定,A205　取組内容や点検体制の定期的改善,,,A206　所内の温室効果ガス排出量を集計,,,,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,,,,CB22　営業前後の客室不要照明の停止,CB48　水道メータ等で漏水の有無の点検,,,,,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,,,,E109　空調の冷温水配管の保温の実施,,,,,,,
2016,0410,東京都庭園美術館,東京都港区白金台5丁目21-9,7256,587,3,,,,,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,A206　所内の温室効果ガス排出量を集計,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,B104　設備ごとに詳細に把握,B105　エネルギー使用量の前年度比較,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C112　季節に応じた外気導入量の適正化,C124　冷凍機等の出入口温度把握と調整,C120　外灯等の点灯時間の季節別管理,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,E101　高効率照明ランプの採用（屋内）,E129　全熱交換器の導入,E115　トップフード照明の導入,E141　太陽光発電設備の導入
2016,0411,計量検定所タクシーメーター深川検査場,東京都江東区千石1丁目5-7,2066,53,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,D108　その他設備の定期的な保守・点検,,,,,,,,
2016,0412,東京都江戸東京博物館分館江戸東京たてもの園,東京都小金井市桜町3丁目7-1,7086,354,5,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,C105　昼休み時の消灯の実施,,,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,C111　予熱・予冷時の外気導入の停止,C114　事務用機器を省エネモードに設定,,,,,,D101　ランプ等の定期的な清掃・交換,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
