区市町村名,事業所名,住所,緯度,経度,座標系,電話,種別,,,
国立市,健康福祉部しょうがいしゃ支援課相談支援係,国立市富士見台2-47-1,35.683912,139.441366,JGD2011,042-576-2121,身・知・精・高,,,
福生市,福祉保健部障害福祉課障害福祉係,福生市本町５,35.738483,139.326868,JGD2011,042-551-1742,身・知・精・高,,,
福生市,福生市障害者自立生活支援センターすてっぷ,福生市南田園2-13-1,35.727771,139.332912,JGD2011,042-539-3217,身・知,,,
福生市,地域活動支援センターハッピーウイング,福生市東町6-8MEビル３階,35.743996,139.327786,JGD2011,042-553-9888,精,,,
狛江市,福祉保健部福祉相談課相談支援係,狛江市和泉本町1-1-5,35.634914,139.578735,JGD2011,03-3430-1111,身・知・精・高,,,
狛江市,狛江市障害者地域自立生活支援センターサポート,狛江市元和泉2-35-1,35.6333,139.567778,JGD2011,03-5438-3533,身・知・精,,,
狛江市,地域生活支援センターリヒト,狛江市元和泉2-35-1あいとぴあセンター内,35.6333,139.567778,JGD2011,03-3480-2236,身・知・精,,,
狛江市,相談支援センターみずき,狛江市東和泉1-32-21,35.630516,139.577519,JGD2011,03-5761-4796,身・知・精,,,
東大和市,福祉部障害福祉課,東大和市中央3-930,35.744713,139.427037,JGD2011,042-563-2111,身・知・精,,,
東大和市,地域生活支援センターウエルカム,東大和市中央3-912-3,35.746638,139.427398,JGD2011,042-564-0891,精,,,
清瀬市,健康福祉部障害福祉課障害福祉係,清瀬市中里5-842,35.786052,139.526352,JGD2011,042-492-5111,身・知・精,,,
清瀬市,清瀬市社会福祉協議会相談支援事業所,清瀬市上清戸1-16-62,35.774242,139.526472,JGD2011,042-495-5513,身・知,,,
清瀬市,地域生活支援センターどんぐり,清瀬市元町1-13-24,35.774373,139.518123,JGD2011,042-495-5110,精,,,
東久留米市,福祉保健部障害福祉課,東久留米市本町3-3-1,35.757992,139.529672,JGD2011,042-470-7747,身・知・精,,,
東久留市,東久留米市立さいわい福祉センター,東久留米市幸町3-9-28,35.759047,139.519284,JGD2011,042-477-2711,身・知,,,
東久留市,地域生活支援センターめるくまーる,東久留米市幸町3-6-2アトモスビル１階,35.756538,139.519946,JGD2011,042-476-1335,精,,,
武蔵村山市,健康福祉部障害福祉課,武蔵村山市学園4-5-1市民総合センター内,35.746304,139.403259,JGD2011,042-590-1185,身・知・精・高,,,
武蔵村山市,地域活動支援センターお伊勢の森,武蔵村山市学園4-5-1市民総合センター内,35.746304,139.403259,JGD2011,042-567-7256,精,,,
武蔵村山市,武蔵村山市障害者地域自立生活支援センター,武蔵村山市学園4-5-1市民総合センター２階,35.746187,139.403165,JGD2011,042-590-1501,身・知,,,
多摩市,健康福祉部障害福祉課相談支援担当,多摩市関戸6-12-1,35.637759,139.44689,JGD2011,042-338-6847,身・知・精,,,
多摩市,多摩市地域活動支援センターのーま,多摩市関戸4-19-5市立健康センター４階,35.649006,139.449567,JGD2011,042-311-2300,身・知・精,,,
多摩市,多摩市地域活動支援センターあんど,多摩市南野3-15-1多摩市総合福祉センター３階,35.612486,139.412691,JGD2011,042-356-0348,身・知・精・高,,,
稲城市,福祉部障害福祉課,稲城市東長沼2111,35.637959,139.504269,JGD2011,042-378-2111,身・知・精,,,
稲城市,稲城市社会福祉協議会相談支援事業,稲城市百村7,35.639609,139.499861,JGD2011,042-378-3318,身・知・精,,,
稲城市,稲城市障害者総合相談センターマルシェいなぎ,稲城市東長沼1559,35.640864,139.507463,JGD2011,042-379-9234,身・知・精・高,,,","
羽村市,福祉健康部障害福祉課,羽村市緑ヶ丘5-2-1,35.767746,139.310546,JGD2011,042-555-1111,身・知・精・高,,,
羽村市,羽村市地域活動支援センターあおば,羽村市栄町2-18-1羽村市福祉センター内,35.770621,139.313051,JGD2011,042-555-1210,身・知・精,,,
あきる野市,健康福祉部障がい者支援課,あきる野市二宮350,35.729114,139.293511,JGD2011,042-558-1111,身・知・精・高,,,
あきる野市,あきる野市障がい者相談支援センター,あきる野市二宮670-5秋川健康会館１階,35.729389,139.302325,JGD2011,042-559-0368,身・知・精・高,,,
あきる野市,あきる野市障がい者就労・生活支援センターあすく,あきる野市秋川1-7-6リヴェール麗２階,35.729535,139.286975,JGD2011,042-532-1793,身・知・精・高,,,
西東京市,健康福祉部障害福祉課（田無庁舎）,西東京市南町5-6-13,35.72887547,139.5386718,JGD2011,042-420-2805,身・知・精・高,,,
西東京市,西東京市保谷障害者福祉センター,西東京市保谷町1-6-20,35.734651,139.556373,JGD2011,042-463-9861,身・精・高,,,
西東京市,基幹相談支援センターえぽっく,西東京市田無町4-17-14障害者総合支援センターフレンドリー１階,35.729371,139.535676,JGD2011,042-452-0075,身・知・精・高,,,
瑞穂町,福祉部福祉課障がい者支援係,西多摩郡瑞穂町箱根ケ崎2335,35.771894,139.353776,JGD2011,042-557-0574,身・知・精,,,
日の出町,子育て福祉課地域支援係,西多摩郡日の出町平井2780,35.742114,139.257404,JGD2011,042-588-4112,身・知・精,,,
檜原村,福祉けんこう課,西多摩郡檜原村2717,35.73553,139.143992,JGD2011,042-598-3121,身・知・精,,,
檜原村,相談支援事業所ひのきのその,西多摩郡檜原村5354-6,35.725817,139.159674,JGD2011,042-598-3113,身・知・精,,,
奥多摩町,福祉保健課,西多摩郡奥多摩町氷川1111,35.800485,139.088556,JGD2011,0428-83-2777,身・知・精・高,,,
大島町,福祉けんこう課福祉医療係,大島町元町1-1-14,34.750256,139.355384,JGD2011,04992-2-1471,身・知・精・高,,,
利島村,住民課,利島村248,34.529139,139.281946,JGD2011,04992-9-0011,身・知・精,,,
新島村,民生課福祉介護係,新島村本村1-1-1,34.377095,139.256871,JGD2011,04992-5-0243,身・知・精,,,
新島村,さわやか健康センター,新島村本村3-12-8,34.372609,139.259704,JGD2011,04992-5-1856,身・知・精・高,,,
神津島村,福祉課,神津島村904,34.205522,139.134452,JGD2011,04992-8-0011,身・知,,,
神津島村,保健センター,神津島村1009-1,34.204827,139.135955,JGD2011,04992-8-0010,精,,,
三宅村,福祉健康課福祉係,三宅村阿古497,34.075946,139.479166,JGD2011,04994-5-0902,身・知・精・高,,,
御蔵島村,総務課民生係,御蔵島村字入かねが沢,33.897344,139.595811,JGD2011,04994-8-2121,身・知・精,,,
八丈町,福祉健康課障がい福祉係,八丈町大賀郷2551-2,33.112756,139.789059,JGD2011,04996-2-5570,身・知・精,,,
青ヶ島村,総務課,青ヶ島村無番地,32.466657,139.762765,JGD2011,04996-9-0111,身・知・精,,,
小笠原村,村民課福祉係,小笠原村父島字西町,27.094245,142.19198,JGD2011,04998-2-3939,身・知・精,,,
