展示会名,会期(開始),開始曜日,会期(終了),終了曜日,利用施設,開催時間,最終日の終了時刻(●:30分前に終了　▲:1時間前に終了　■:2時間前に終了）,来場対象者,入場料について,内容,連絡先,TEL,URL
第15回 ブランド&デザイナー EXPO 【秋】,2024/10/15,(火),2024/10/17,木,東1・2・4-6,10:00-18:00 ,▲,商談,￥5000 (事前登録者無料)  ,日本、ヨーロッパ、アメリカ、アフリカなど世界中のファッションブランドが出展,主催者 RX Japan株式会社,03-6739-4108,https://www.fashion-tokyo.jp/autumn/ja-jp/about/ifa.html
第10回 アジアの縫製・生産工場 EXPO【秋】,2024/10/15,(火),2024/10/17,木,東1・2・4-6,10:00-18:00 ,▲,商談,￥5000 (事前登録者無料)  ,「海外への生産委託」「P B商品の制作」「オリジナルグッズ制作」ができる展示会。,主催者 RX Japan株式会社,03-6739-4108,https://www.fashion-tokyo.jp/autumn/ja-jp/about/oem.html
第10回 生地・素材 EXPO【秋】,2024/10/15,(火),2024/10/17,木,東1・2・4-6,10:00-18:00 ,▲,商談,￥5000 (事前登録者無料)  ,世界中のインポート生地・皮革・副資材・繊維が一堂に出展する専門商談展,主催者 RX Japan株式会社,03-6739-4108,https://www.fashion-tokyo.jp/autumn/ja-jp/about/textile.html
第2回 健康・美容・スポーツ ウェア EXPO【秋】,2024/10/15,(火),2024/10/17,木,東1・2・4-6,10:00-18:00 ,▲,商談,￥5000 (事前登録者無料)  ,健康・美容、スポーツ衣料などウェルネスな付加価値を持つ製品・素材が出展,主催者 RX Japan株式会社,03-6739-4108,https://www.fashion-tokyo.jp/autumn/ja-jp/about/wef.html
第3回 ファッションテック EXPO【秋】,2024/10/15,(火),2024/10/17,木,東1・2・4-6,10:00-18:00 ,▲,商談,￥5000 (事前登録者無料)  ,アパレル・雑貨業界向けのDX・ITの専門展,主催者 RX Japan株式会社,03-6739-4108,https://www.fashion-tokyo.jp/autumn/ja-jp/about/fdx.html
第37回 国際メガネ展（iOFT）,2024/10/15,(火),2024/10/17,木,東1・2・4-6,10:00-18:00 ,▲,商談,￥5000 (事前登録者無料)  ,日本最大の国際眼鏡展。世界有数のメガネ産地 鯖江や世界中のブランドが一同出展,主催者 RX Japan株式会社,03-6739-4108,https://www.fashion-tokyo.jp/autumn/ja-jp/about/ioft.html
レジャー＆アウトドアジャパン2024,2024/10/16,(水),2024/10/18,金,南1-4,10:00-17:00 ,,商談,￥2000 (事前登録者無料) ウェブをご参照ください 事務局へお問合せください,日本最大のテーマパーク・アウトドア・レジャー産業総合展,レジャー&アウトドアジャパン事務局,03-5363-1701,https://leisure-japan.jp/
2024国際航空宇宙展（JA2024）,2024/10/16,(水),2024/10/19,土,西1-4, 10/16 12:00～17:00， 10/17～19 10:00～17:00,,商談/一般, ウェブをご参照ください ,国内外の業界主要企業や政府機関等が集結する日本最大級の航空・宇宙の総合展示会,株式会社 東京ビッグサイト 2024国際航空宇宙展事務局,03-5530-1324,https://www.japanaerospace.jp/
第３回　Femtech Tokyo,2024/10/17,(木),2024/10/19,土,東7,10:00-17:00 ,,商談/一般,無料 (要登録)  ,女性のライフステージにおける様々な課題を解決できる企業が一堂に出展。,主催者　RX Japan株式会社,,https://www.femtech-week.jp/hub/ja-jp.html
第２回　女性のメンタルヘルスケアEXPO,2024/10/17,(木),2024/10/19,土,東7,10:00-17:00 ,,商談/一般,無料 (要登録)  ,女性のメンタルヘルスケアにつながるサービス・製品が一堂に出展。,主催者　RX Japan株式会社,,https://www.femtech-week.jp/womanhealth/ja-jp.html
TOKYO PACK 2024,2024/10/23,(水),2024/10/25,金,東1-6,10:00-17:00 ,,商談,￥1000 (事前登録者無料)  ,包装の最新情報が一堂に集まる国際包装展,2024東京国際包装展事務局,03-3543-1189,https://www.tokyo-pack.jp/
食品開発展2024 ヘルスイングリディエンツジャパン(Hi Japan),2024/10/23,(水),2024/10/25,金,西1・2・4,10:00-17:00 ,,商談,無料 (要登録)  ,健康素材を集めたヘルスイングリディエンツジャパン(Hi Japan),食品開発展事務局,03-5296-1017,https://hijapan.info/
食品開発展2024 フード・テイストジャパン(FiT Japan),2024/10/23,(水),2024/10/25,金,西1・2・4,10:00-17:00 ,,商談,無料 (要登録)  ,美味しさに関わる素材・技術を集めたフード・テイストジャパン(FiT Japan),食品開発展事務局,03-5296-1017,https://hijapan.info/
食品開発展2024 セーフティ&テクノロジージャパン(S-tec Japan),2024/10/23,(水),2024/10/25,金,西1・2・4,10:00-17:00 ,,商談,無料 (要登録)  ,分析・計測、衛生資材、製造技術を集めたセーフティ＆テクノロジー(S-tec Japan),食品開発展事務局,03-5296-1017,https://hijapan.info/
食品開発展2024 フードロングライフジャパン(LL Japan),2024/10/23,(水),2024/10/25,金,西1・2・4,10:00-17:00 ,,商談,無料 (要登録)  ,フードロス削減のためのフードロングライフジャパン(LLj),食品開発展事務局,03-5296-1017,https://hijapan.info/
ラベルフォーラムジャパン2024,2024/10/23,(水),2024/10/25,金,西3,10:00-18:00 ,▲,商談/一般,￥2000 (事前登録者無料)  ,ラベルの最新トレンドや製造に関わる最新鋭資機材を網羅するグローバルイベントです,ラベルフォーラムジャパン2024実行委員会,03-3866-6577,https://lfj2024.jp/
GOOD LIFE フェア 2024,2024/10/25,(金),2024/10/27,日,南1-4, 10/25 10:00～18:00 ， 10/26 10:00～17:00 ， 10/27  10:00～17:00,,商談/一般,￥1300 (招待券持参者無料) ウェブをご参照ください ,「心地よい豊かな暮らし」のヒントが見つかる、３日間だけのショッピングテーマパーク,GOOD LIFE フェア事務局,,https://goodlife-fair.jp/visitor/
ASIA DIVE EXPO JAPAN,2024/10/25,(金),2024/10/27,日,南1・2, 10/25 10:00～18:00 ， 10/26 10:00～17:00 ， 10/27  10:00～17:00,,商談/一般,￥1300 (招待券持参者無料) ウェブをご参照ください ,海とダイビングの祭典。アジア最大級のダイビング展示会が日本初上陸！,ASIA DIVE EXPO JAPAN事務局,,https://adex.asahi-expo.jp/visitor/
BIOFACH JAPAN,2024/10/25,(金),2024/10/27,日,南3・4, 10/25 10:00～18:00 ， 10/26 10:00～17:00 ， 10/27  10:00～17:00,,商談/一般,￥1300 (招待券持参者無料) ウェブをご参照ください ,オーガニック商品が集まる世界最大の展示会「BIOFACH（ビオファ）」の日本版,BIOFACH JAPAN事務局,,https://biofach.asahi-expo.jp/
地方銀行フードセレクション2024,2024/10/29,(火),2024/10/30,水,西1・2,10:00-17:00 ,▲,商談,無料 (要登録)  ,第一地方銀行の取引先の食品メーカー約1，000社が大集結する『食』の大商談会,リッキービジネスソリューション（株）,03-3282-7711,https://food-selection.com/index.html
JIMTOF2024　第32回日本国際工作機械見本市【東展示棟】,2024/11/5,(火),2024/11/10,日,東1-8,10:00-18:00 ,■,商談,￥3000 (前売あり) ウェブをご参照ください ,最先端の工作機械・関連機器が一堂に会する国際工作機械見本市,JIMTOF事務局,,https://jimtof.org/jp/index.html
JIMTOF2024　第32回日本国際工作機械見本市【西・南展示棟】,2024/11/5,(火),2024/11/10,日,西1-4、南1-4,9:00-17:00 ,▲,商談,￥3000 (前売あり) ウェブをご参照ください ,最先端の工作機械・関連機器が一堂に会する国際工作機械見本市,JIMTOF事務局,,https://jimtof.org/jp/index.html
Additive manufacturing Area in JIMTOF2024,2024/11/5,(火),2024/11/10,日,南1・2,9:00-17:00 ,▲,商談,￥3000 (前売あり) ウェブをご参照ください ,AM/3Dプリンティング関連製品・技術が一堂に集結するJIMTOF2024特別企画,JIMTOF事務局,,https://www.jimtof.org/jp/AM_area.html
東京デンタルショー2024,2024/11/16,(土),2024/11/17,日,東1・2, 11/16 11:00~18:00 11/17 9:00~17:00,,関係者のみ,無料 (要登録)  ,歯科用器材が一堂に会する見本市,東京デンタルショー運営事務局,03-3534-0280,http://www.tokyo-dentalshow.com
デザインフェスタvol.60,2024/11/16,(土),2024/11/17,日,西1-4、南1-4、屋上展示場,10:00-18:00 ,,商談/一般,1000 ウェブをご参照ください ,アジア最大級のアートイベント,デザインフェスタ有限会社,03-3479-1433,https://designfesta.com/
第1回 バックオフィスDXPO東京’24【秋】,2024/11/19,(火),2024/11/20,水,西4,9:30-18:00 ,■,商談,￥5000 (事前登録者無料)  ,管理部門の業務効率化・DX推進のための展示会,DXPO事務局,03-6809-4451,https://dxpo.jp/real/box/tokyo2/
第1回 営業・マーケDXPO東京’24【秋】,2024/11/21,(木),2024/11/22,金,西4,9:30-17:00 ,,商談,￥5000 (事前登録者無料)  ,売上アップ・販売促進・DX推進のための展示会,DXPO事務局,03-6809-4451,https://dxpo.jp/real/fox/tokyo2/sales/
第1回 店舗・EC DXPO東京’24【秋】,2024/11/21,(木),2024/11/22,金,西4,9:30-17:00 ,,商談,￥5000 (事前登録者無料)  ,店舗・ECの売上アップ・業務効率化のための展示会,DXPO事務局,03-6809-4451,https://dxpo.jp/real/fox/tokyo2/store/
Japan Home Show & Building Show 2024 他,2024/11/20,(水),2024/11/22,金,東1-5,10:00-17:00 ,,商談,無料 (要登録)  ,日本最大級の建築に関する製品・サービス・情報に出会える展示会,Japan Home Show & Building Show 事務局,03-3434-1988,https://www.jma.or.jp/homeshow/tokyo/
産業交流展2024,2024/11/20,(水),2024/11/22,金,西1・2,10:00-17:00 ,▲,商談/一般,無料 (要登録)  ,個性あふれる中小企業などの優れた技術や製品を一堂に会する国内最大級の総合展示会,産業交流展2024運営事務局,03-3233-8390,https://www.sangyo-koryuten.tokyo/
ケミカルマテリアルJapan2024,2024/11/21,(木),2024/11/22,金,南1・2,10:00-17:00 ,,商談,無料 (要登録)  ,化学産業領域を対象とする総合展示会,ケミカルマテリアルJapan事務局,03-3663-7936,https://www.chemmate.jp
東京ネイルエキスポ2024,2024/11/24,(日),2024/11/25,月,西1・2,10:00-18:30 ,●,商談/一般,￥2200 (招待券持参者無料) ウェブをご参照ください ,ネイルに関する情報が一堂に会する世界最大級のネイルイベント,東京ネイルエキスポ大会事務局,,https://nail.or.jp/event/nailexpo/index.html
POWTEX 2024 国際粉体工業東京2024,2024/11/27,(水),2024/11/29,金,東1-3,9:30-17:00 ,,商談,無料 (要登録)  ,粉体機器・装置、粉体材料、建設・エンジニアリング事業など粉体技術の展示会,（株）シー・エヌ・ティ,03-5297-8855,https://www.powtex.com/tokyo/
Wellness Tokyo2024,2024/11/27,(水),2024/11/29,金,東7・8,10:00-17:00 ,,商談,￥2000 (事前登録者無料) ウェブをご参照ください 事務局へお問合せください,健康増進・未病対策に関する総合展,Wellness Tokyo事務局,03-5363-1701,https://wellnesstokyo.com/
癒しフェア2024東京,2024/11/30,(土),2024/12/1,日,西1,10:00-18:00 ,▲,商談/一般,￥1000 (事前登録者無料)  ,癒し関連の商品・サービスが一度に体感できる日本最大の癒しイベント,癒しフェア事務局,03-6459-3003,https://www.a-advice.com/tokyo_2024/
