年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,5,重度訪問介護等利用促進に係る区市町村支援事業補助金（３／４）,18672
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,6,老人クラブ・老人クラブ連合会助成費補助金（２／３）,1202
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,8,障害者施策推進区市町村包括補助事業補助金,341340
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,9,シルバー人材センター事業補助金（１／２）,12889
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,10,高齢社会対策区市町村包括補助事業補助金,40627
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,12,介護保険事業費補助金（３／４、１／２）,603
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,13,精神保健福祉一般相談事業交付金（１０／１０）,10720
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,16,地域生活支援事業都補助金（１／４）,41830
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,54,区市町村特別支援事業補助金（１／４）,43569
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,55,介護予防・フレイル予防推進員の配置事業補助金（１０／１０）,5500
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,56,区市町村高次脳機能障害者支援促進事業補助金（３／４）,3076
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,57,高齢者見守り相談窓口事業補助金（１／２）,10109
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,60,特別弔慰金受付事務費交付金（１０／１０）,39
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,87,重度障害者に係る区市町村特別支援事業補助金（１０／１０）,10297
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,88,人生１００年時代セカンドライフ応援事業補助金（２／３）,6666
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,89,認知症検診推進事業補助金（１０／１０）,3313
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,1,義務教育就学児医療費助成事業補助金（１／２）,131295
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,4,子育て推進交付金,626314
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,6,ひとり親家庭等医療費助成事業補助金（１／２、２／３）,38024
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,7,ひとり親家庭ホームヘルプサービス事業補助金（３／４）,2618
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,8,乳幼児医療費助成事業補助金（１／２）,82292
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,11,認証保育所運営費補助金（１／２）,279487
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,13,学童クラブ整備費補助金（１／３）,1421
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,14,子ども家庭支援区市町村包括支援事業補助金,157716
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,30,都型学童クラブ事業補助金（１／２）,104778
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,61,保育士等キャリアアップ補助金（１０／１０、１／２）,121383
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,63,東京都ひとり親家庭等生活向上事業補助金（３／４）,3760
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,65,認可外保育施設利用支援事業補助金（１／２、１０／１０）,89849
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,67,幼稚園型一時預かり事業補助金（１０／１０、１／３）,18801
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,68,保育対策総合支援事業費都補助金（１／３、３／８、３／４）,9881
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,75,保育所等利用多子世帯負担軽減事業費補助金（１０／１０）,102034
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,76,保育サービス推進等事業補助金（１０／１０、１／２）,27104
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,78,保育所等賃借料補助事業補助金（３／４）,37614
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,79,医療的ケア児保育支援モデル事業費補助金（３／４）,11332
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,84,東京都子供・子育て支援交付金（１／３、１／６）,227937
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,児童福祉費補助金,85,認可外保育施設保育士等処遇改善臨時特例交付金（１０／１０）,26827
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,1,区市町村との連携による地域環境力活性化補助金（１／２）,21124
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,2,食育推進事業費補助金（１／２）,1484
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,3,医療費等助成申請事務特例交付金（１０／１０）,7
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,4,医療保健政策区市町村包括補助金（１０／１０、１／２）,24877
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,5,小児初期救急平日夜間診療事業補助金（１／２）,3675
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,7,健康増進事業補助金（２／３）,6517
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,20,地域自殺対策強化交付金（２／３、１／２）,780
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,23,大気汚染健康障害者医療費助成交付金（１０／１０）,250
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,24,予防接種事故対策補助金（３／４）,3
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,30,東京都区市町村在宅療養推進事業補助金（１／２）,415
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,33,とうきょうママパパ応援事業補助金,34130
R4,一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,保健衛生費補助金,37,高齢者肺炎球菌定期予防接種特別補助金（１０／１０）,7070
R4,一般会計,17,都支出金,2,都補助金,4,農林業費都補助金,1,農業費補助金,1,農業委員会交付金（１０／１０）,572
R4,一般会計,17,都支出金,2,都補助金,4,農林業費都補助金,1,農業費補助金,2,農業経営基盤強化措置事務取扱交付金（１０／１０）,36
R4,一般会計,17,都支出金,2,都補助金,4,農林業費都補助金,1,農業費補助金,7,農地の創出・再生支援事業費補助金（１／２）,648
R4,一般会計,17,都支出金,2,都補助金,5,商工費都補助金,1,商工費補助金,1,商店街チャレンジ戦略支援事業補助金（１／３、３／６）,9175
R4,一般会計,17,都支出金,2,都補助金,5,商工費都補助金,1,商工費補助金,2,東京都消費者行政推進交付金（１０／１０、１／２）,170
R4,一般会計,17,都支出金,2,都補助金,5,商工費都補助金,1,商工費補助金,11,アニメ等コンテンツを活用した誘客促進事業費補助金（２／３）,5712
R4,一般会計,17,都支出金,2,都補助金,6,土木費都補助金,1,都市計画費補助金,1,土地取引の規制に関する経由事務費等交付金（１０／１０）,50
R4,一般会計,17,都支出金,2,都補助金,6,土木費都補助金,1,都市計画費補助金,4,マンション再生まちづくり制度補助金（１／２）,6375
R4,一般会計,17,都支出金,2,都補助金,6,土木費都補助金,1,都市計画費補助金,6,市町村土木補助事業（公園）補助金（１／２）,750
R4,一般会計,17,都支出金,2,都補助金,6,土木費都補助金,2,住宅費補助金,1,耐震化促進普及啓発活動支援事業費補助金（１／４）,55
R4,一般会計,17,都支出金,2,都補助金,6,土木費都補助金,2,住宅費補助金,2,東京都マンション耐震化促進事業補助金（１／４、１／６）,1510
R4,一般会計,17,都支出金,2,都補助金,6,土木費都補助金,2,住宅費補助金,3,都市居住再生促進事業補助金（１／４）,74521
R4,一般会計,17,都支出金,2,都補助金,6,土木費都補助金,2,住宅費補助金,6,東京都緊急輸送道路沿道建築物耐震化促進事業補助金,83060
R4,一般会計,17,都支出金,2,都補助金,6,土木費都補助金,3,道路橋りょう費補助金,1,市町村土木補助事業（道路）補助金（３／１０、１／２、１／３）,78367
R4,一般会計,17,都支出金,2,都補助金,6,土木費都補助金,3,道路橋りょう費補助金,2,区市町村無電柱化事業補助金（１０／１０）,4100
R4,一般会計,17,都支出金,2,都補助金,7,消防費都補助金,2,消防費補助金,6,地域コミュニティ防災活動拠点電源確保事業補助金（１／２）,520
R4,一般会計,17,都支出金,2,都補助金,7,消防費都補助金,2,消防費補助金,7,消防団設備整備費補助金（１／３）,1532
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,1,教育総務費補助金,1,スクールソーシャルワーカー活用事業補助金（１／２）,3629
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,1,教育総務費補助金,2,地域ぐるみ学校安全体制整備推進事業補助金（２／３）,340
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,1,教育総務費補助金,4,学校と家庭の連携推進事業補助金（２／３）,462
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,1,教育総務費補助金,9,部活動指導員配置促進事業補助金（２／３）,3667
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,1,教育総務費補助金,10,スクール・サポート・スタッフ配置事業補助金（１０／１０）,37925
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,1,教育総務費補助金,19,教育支援センター機能強化補助金（１／２）,1248
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,1,教育総務費補助金,22,授業改善推進拠点校事業補助金（１０／１０）,400
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,2,小学校費補助金,20,東京都公立学校施設トイレ整備支援事業補助金（１／６）,18955
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,4,幼稚園費補助金,1,私立幼稚園等園児保護者負担軽減事業費補助金（１０／１０）,32032
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,5,社会教育費補助金,1,埋蔵文化財発掘調査事業費補助金（１／４）,1350
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,5,社会教育費補助金,2,放課後子ども教室事業補助金（２／３）,4755
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,5,社会教育費補助金,4,地域学校協働活動推進事業費補助金（２／３）,14354
R4,一般会計,17,都支出金,2,都補助金,8,教育費都補助金,5,社会教育費補助金,5,家庭教育支援基盤形成事業費補助金（２／３）,1320
R4,一般会計,17,都支出金,2,都補助金,9,公債費都補助金,1,公債費補助金,1,公債費補助金,94827
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,1,総務管理費委託金,1,私立学校指導監督費（１０／１０）,1103
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,1,総務管理費委託金,2,都営住宅募集事務費（１０／１０）,388
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,1,総務管理費委託金,4,土地所有状況・建物利用状況調査委託金,420
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,2,徴税費委託金,1,徴税費委託金（１０／１０）,251428
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,3,戸籍住民基本台帳費委託金,1,住民基本台帳人口調査事務費（１０／１０）,304
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,3,戸籍住民基本台帳費委託金,2,人口動態調査事務費（１０／１０）,124
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,4,統計調査費委託金,4,建設工事統計調査委託金（１０／１０）,68
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,4,統計調査費委託金,11,学校基本調査委託金（１０／１０）,25
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,4,統計調査費委託金,24,経済センサス調査区管理委託金（１０／１０）,14
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,4,統計調査費委託金,26,就業構造基本調査委託金（１０／１０）,1226
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,4,統計調査費委託金,27,住宅・土地統計調査単位区設定委託金（１０／１０）,876
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,5,選挙費委託金,1,在外選挙人名簿登録事務委託費（１０／１０）,52
R4,一般会計,17,都支出金,3,委託金,1,総務費委託金,5,選挙費委託金,3,参議院議員選挙執行経費委託金（１０／１０）,81852
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,1,身体障害者等都営無料乗車証発行取扱事務委託金（１０／１０）,60
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,2,身体・知的障害者相談員事業交付金（１０／１０）,5
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,3,心身障害者扶養年金・共済事務委託金（１０／１０）,523
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,4,重度心身障害者手当事務委託金（１０／１０）,570
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,5,心身障害者医療事業事務委託金（１０／１０）,1574
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,6,東京都母子及び父子福祉資金貸付事業事務委託金（１０／１０）,4073
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,7,医療費助成申請書等の受理事務交付金（１０／１０）,3280
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,9,東京都女性福祉資金貸付事業事務委託金（１０／１０）,332
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,10,身体障害者福祉法に関する事務費等交付金（１０／１０）,254
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,11,福祉のまちづくり委任事務委託金（１０／１０）,20
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,12,難病医療費助成申請書等の受理事務交付金（１０／１０）,1342
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,13,子ども医療費助成申請書等の受理事務交付金（１０／１０）,37
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,1,社会福祉費委託金,19,生活のしづらさなどに関する調査委託金（１０／１０）,178
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,2,児童福祉費委託金,1,児童福祉施設設置届等経由事務費交付金（１０／１０）,108
R4,一般会計,17,都支出金,3,委託金,2,民生費委託金,2,児童福祉費委託金,3,東京都出産応援事業事務委託金（１０／１０）,388
R4,一般会計,17,都支出金,3,委託金,3,衛生費委託金,1,保健衛生費委託金,1,畜犬登録事務交付金（１０／１０）,1
R4,一般会計,17,都支出金,3,委託金,3,衛生費委託金,1,保健衛生費委託金,2,公害対策費委託金（１０／１０）,22807
R4,一般会計,17,都支出金,3,委託金,3,衛生費委託金,1,保健衛生費委託金,4,風しん抗体検査事業委託金（１０／１０）,1118
R4,一般会計,17,都支出金,3,委託金,5,土木費委託金,1,道路橋りょう費委託金,1,屋外広告物取扱事務委託金（１０／１０）,1402
R4,一般会計,17,都支出金,3,委託金,5,土木費委託金,3,住宅費委託金,2,マンション適正管理条例事務費委託金（１０／１０）,61
R4,一般会計,17,都支出金,3,委託金,6,教育費委託金,1,教育総務費委託金,1,給与等支給事務処理特例交付金（１０／１０）,5110
R4,一般会計,17,都支出金,3,委託金,6,教育費委託金,1,教育総務費委託金,2,成績一覧表調査委員会事務処理特例交付金（１０／１０）,24
R4,一般会計,17,都支出金,3,委託金,6,教育費委託金,1,教育総務費委託金,3,都教職員関係経費交付金（１０／１０）,4712
R4,一般会計,17,都支出金,3,委託金,6,教育費委託金,1,教育総務費委託金,4,教育調査統計事務処理特例交付金（１０／１０）,14
R4,一般会計,17,都支出金,3,委託金,6,教育費委託金,1,教育総務費委託金,25,オリンピック・パラリンピック教育推進事業委託金（１０／１０）,300
R4,一般会計,17,都支出金,3,委託金,6,教育費委託金,2,社会総務費委託金,1,文化財等関係事務経費交付金（１０／１０）,20
R4,一般会計,18,財産収入,1,財産運用収入,1,財産貸付収入,1,土地建物貸付収入,1,市有地貸付料,47529
R4,一般会計,18,財産収入,1,財産運用収入,1,財産貸付収入,1,土地建物貸付収入,2,建物貸付料,4413
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,1,財政調整基金利子,2762
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,3,公共建築物等整備保全基金利子,3402
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,5,庁舎増改築基金利子,2406
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,6,高額介護サービス費等貸付基金利子,1
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,7,いきいきＴＡＭＡ基金利子,29
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,9,福祉基金利子,721
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,10,都市計画基金利子,704
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,11,出産費資金貸付基金利子,1
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,12,高額療養費貸付基金利子,1
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,17,多摩市みどりの基金利子,928
R4,一般会計,18,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,18,新型コロナウイルス感染症対策基金利子,226
R4,一般会計,18,財産収入,2,財産売払収入,1,不動産売払収入,1,土地売払収入,1,市有地売払収入,10000
R4,一般会計,18,財産収入,2,財産売払収入,2,物品売払収入,1,物品売払収入,1,不用物品売払収入,88
R4,一般会計,19,寄附金,1,寄附金,1,一般寄附金,1,一般寄附金,1,一般寄附金,4510
R4,一般会計,19,寄附金,1,寄附金,4,民生費寄附金,1,民生費寄附金,1,民生費寄附金,2280
R4,一般会計,19,寄附金,1,寄附金,5,衛生費寄附金,1,衛生費寄附金,1,衛生費寄附金,3220
R4,一般会計,19,寄附金,1,寄附金,8,商工費寄附金,1,商工費寄附金,1,商工費寄附金,650
R4,一般会計,19,寄附金,1,寄附金,9,土木費寄附金,1,土木費寄附金,1,土木費寄附金,1560
R4,一般会計,19,寄附金,1,寄附金,10,消防費寄附金,1,消防費寄附金,1,消防費寄附金,490
R4,一般会計,19,寄附金,1,寄附金,11,教育費寄附金,1,教育費寄附金,1,教育費寄附金,2330
R4,一般会計,20,繰入金,1,基金繰入金,1,財政調整基金繰入金,1,財政調整基金繰入金,1,財政調整基金取りくずし,1230000
R4,一般会計,20,繰入金,1,基金繰入金,2,公共建築物等整備保全基金繰入金,1,公共建築物等整備保全基金繰入金,1,公共建築物等整備保全基金取りくずし,300000
R4,一般会計,20,繰入金,1,基金繰入金,3,福祉基金繰入金,1,福祉基金繰入金,1,福祉基金取りくずし,66955
R4,一般会計,20,繰入金,1,基金繰入金,4,いきいきＴＡＭＡ基金繰入金,1,いきいきＴＡＭＡ基金繰入金,1,いきいきＴＡＭＡ基金取りくずし,15688
R4,一般会計,20,繰入金,1,基金繰入金,5,みどりの基金繰入金,1,みどりの基金繰入金,1,みどりの基金取りくずし,60000
R4,一般会計,20,繰入金,1,基金繰入金,9,都市計画基金繰入金,1,都市計画基金繰入金,1,都市計画基金取りくずし,1323000
R4,一般会計,20,繰入金,1,基金繰入金,10,新型コロナウイルス感染症対策基金繰入金,1,新型コロナウイルス感染症対策基金繰入金,1,新型コロナウイルス感染症対策基金取りくずし,65000
R4,一般会計,20,繰入金,2,特別会計繰入金,2,介護保険特別会計繰入金,1,介護保険特別会計繰入金,1,介護保険特別会計繰入金,1
R4,一般会計,20,繰入金,2,特別会計繰入金,4,後期高齢者医療特別会計繰入金,1,後期高齢者医療特別会計繰入金,1,後期高齢者医療特別会計繰入金,1
R4,一般会計,21,繰越金,1,繰越金,1,繰越金,1,前年度繰越金,1,前年度繰越金,600000
R4,一般会計,22,諸収入,1,延滞金・加算金及び過料,1,延滞金,1,延滞金,1,延滞金,25001
R4,一般会計,22,諸収入,1,延滞金・加算金及び過料,2,加算金,1,加算金,1,加算金,1
R4,一般会計,22,諸収入,1,延滞金・加算金及び過料,3,過料,1,過料,1,過料,1
R4,一般会計,22,諸収入,2,市預金利子,1,市預金利子,1,市預金利子,1,歳計現金預金利子,44
R4,一般会計,22,諸収入,3,貸付金元利収入,1,総務費貸付金元利収入,2,多摩市犯罪被害者等支援貸付金元金収入,1,多摩市犯罪被害者等支援貸付金元金収入,1
R4,一般会計,22,諸収入,3,貸付金元利収入,1,総務費貸付金元利収入,3,多摩都市モノレール貸付金元利収入,1,多摩都市モノレール貸付金元金収入,100000
R4,一般会計,22,諸収入,4,収益事業収入,1,競艇事業収入,1,競艇事業収入,1,競艇事業収入,20000
R4,一般会計,22,諸収入,5,雑入,1,小切手未払資金組入れ,1,小切手未払資金組入れ,1,小切手未払資金組入れ,1
R4,一般会計,22,諸収入,5,雑入,2,過年度収入,1,過年度収入,1,国庫支出金過年度収入,1
R4,一般会計,22,諸収入,5,雑入,2,過年度収入,1,過年度収入,2,都支出金過年度収入,1
R4,一般会計,22,諸収入,5,雑入,3,弁償金,1,弁償金,1,ナンバープレート弁償金,13
R4,一般会計,22,諸収入,5,雑入,3,弁償金,1,弁償金,2,印鑑登録証等再交付弁償金,375
R4,一般会計,22,諸収入,5,雑入,3,弁償金,1,弁償金,5,紛失図書弁償金,1
R4,一般会計,22,諸収入,5,雑入,3,弁償金,1,弁償金,7,臨時運行許可番号標弁償金,1
R4,一般会計,22,諸収入,5,雑入,3,弁償金,1,弁償金,11,学校情報機器修繕弁償金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,1,児童扶養手当返還金,426
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,2,生活保護費返納金,73385
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,3,児童手当育成手当返還金,254
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,4,乳幼児医療費返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,5,ひとり親家庭等医療費返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,6,心身障がい者福祉手当返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,7,障害者自立支援給付費等返還金,1200
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,8,市税等過誤納還付金返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,9,特別障がい者手当等返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,10,中小企業事業資金貸付けあっせん保証料返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,11,義務教育就学児医療費返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,12,各種保険等解約還付金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,13,福祉援護費返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,16,特定疾病者福祉手当返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,17,民間保育所及び認定こども園に対する補助金返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,18,私立幼稚園等園児保護者補助金返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,19,教育・保育給付費返還金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,1,各種返還金等,20,公務災害負担金還付金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,1,ハロウィンジャンボ宝くじ区市町村交付金,19766
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,2,東京都市町村民交通災害共済市町村事務交付金,100
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,3,３９市町村共同事業助成金,16768
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,4,みどり東京・温暖化防止プロジェクト市町村助成金,1000
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,5,一般財団法人日本地図センター研究活動等支援金,100
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,6,学校給食における健康づくり事業等の助成金,30
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,8,財団法人自治総合センター助成金,2400
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,9,日本非核宣言自治体協議会講演会等開催支援事業助成金,50
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,10,行政手続のオンライン化・事務処理効率化推進事業助成金,10000
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,12,クリーンエネルギー自動車導入事業費補助金,830
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,13,緑の募金事業交付金,62
R4,一般会計,22,諸収入,5,雑入,5,雑入,2,各種交付金等,14,ＺＥＢ実現に向けた先進的省エネルギー建築物実証事業補助金,100000
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,1,複写用紙等売払代金,2005
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,2,市出版物売払代金,614
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,3,私用電報電話料,29
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,5,創業塾・経営塾参加者負担金,240
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,6,光熱水費使用料,7575
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,7,雇用保険被保険者負担金,2446
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,9,給与計算事務取扱事務費,30
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,10,公共施設駐車料,12659
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,11,庁用車・建物事故に係る共済金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,13,マルチコピー機サービス料等負担金,418
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,14,公民館共益費預金利子,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,15,リフレッシュ一時保育事業利用者負担金,3150
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,16,家庭菜園管理料,2714
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,17,ペットボトル等有償入札拠出受入金,22000
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,18,放置自転車等撤去料,1700
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,19,農業者年金業務委託金,62
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,20,休日保育料,3
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,21,下水道事業会計負担金,13869
