ID,Title,Content,Excerpt,Date,"Post Type",Permalink," wheelchair-1.5m-b",_aioseo_description,_aioseo_keywords,_aioseo_og_article_section,_aioseo_og_article_tags,_aioseo_og_description,_aioseo_og_title,_aioseo_title,_aioseo_twitter_description,_aioseo_twitter_title,_aioseop_custom_link,_aioseop_description,_aioseop_disable,_aioseop_disable_analytics,_aioseop_keywords,_aioseop_nofollow,_aioseop_noindex,_aioseop_sitemap_exclude,_aioseop_title,_view_count,_wp_desired_post_slug,_wp_old_date,_wp_old_slug,_wp_page_template,address,appearance-img,baby-bed,baby-car,baby-chair,barrierfree-1.5m-a,barrierfree-1.5m-b,barrierfree-1.5m-c,barrierfree-barrier-free-a,barrierfree-barrier-free-b,barrierfree-barrier-free-c,barrierfree-bath-step-a,barrierfree-bath-step-b,barrierfree-bath-step-c,barrierfree-bath-width-a,barrierfree-bath-width-b,barrierfree-bath-width-c,barrierfree-bed-num-a,barrierfree-bed-num-b,barrierfree-bed-num-c,barrierfree-breadth-a,barrierfree-breadth-b,barrierfree-breadth-c,barrierfree-capacity-a,barrierfree-capacity-b,barrierfree-capacity-c,barrierfree-image-a,barrierfree-image-b,barrierfree-image-c,barrierfree-room-img-a,barrierfree-room-img-b,barrierfree-room-img-c,barrierfree-room-type-a,barrierfree-room-type-b,barrierfree-room-type-c,barrierfree-step-a,barrierfree-step-b,barrierfree-step-c,barrierfree-toilet-step-a,barrierfree-toilet-step-b,barrierfree-toilet-step-c,barrierfree-toilet-width-a,barrierfree-toilet-width-b,barrierfree-toilet-width-c,barrierfree-width-a,barrierfree-width-b,barrierfree-width-c,ch-address,ch-name,column,daredemo-toilet-floor,daredemo-toilet-numbber,diaper-changing-table,dog-bowl,dog-mat,dog-toilet-floor,elevator-capacity-a,elevator-capacity-b,elevator-capacity-c,elevator-capacity-d,elevator-capacity-e,elevator-depth-a,elevator-depth-b,elevator-depth-c,elevator-depth-d,elevator-depth-e,elevator-number-a,elevator-number-b,elevator-number-c,elevator-number-d,elevator-number-e,elevator-width-a,elevator-width-b,elevator-width-c,elevator-width-d,elevator-width-e,en-address,en-name,entrance-name,entrance-step,entrance-width,flash-bell,google_map,guidance-map,ko-address,ko-adress,ko-name,latitude,leisure-latitude,leisure-longitude,longitude,mobile-handrail,new-ch-address,new-en-address,new-en-name,new-ko-address,normal-1.5m-a,normal-1.5m-b,normal-1.5m-c,normal-barrier-free-a,normal-barrier-free-b,normal-barrier-free-c,normal-bath-step-a,normal-bath-step-b,normal-bath-step-c,normal-bath-width-a,normal-bath-width-b,normal-bath-width-c,normal-bed-num-a,normal-bed-num-b,normal-bed-num-c,normal-breadth-a,normal-breadth-b,normal-breadth-c,normal-capacity-a,normal-capacity-b,normal-capacity-c,normal-image-a,normal-image-b,normal-image-c,normal-room-img-a,normal-room-img-b,normal-room-img-c,normal-room-type-a,normal-room-type-b,normal-room-type-c,normal-step-a,normal-step-b,normal-step-c,normal-toilet-step-a,normal-toilet-step-b,normal-toilet-step-c,normal-toilet-width-a,normal-toilet-width-b,normal-toilet-width-c,normal-width-a,normal-width-b,normal-width-c,ostomate-floor,ostomate-number,page_builder,park-latitude,park-longitude,parking-capacity,phone,public-latitude,public-longitude,restaurant-latitude,restaurant-longitude,route,route-arakawa,route-disney,route-hokuso,route-jr,route-keikyu,route-keio,route-keisei,route-keiyo,route-metro,route-mitake,route-monorail,route-odakyu,route-rinkai,route-saitama,route-seibu,route-takao,route-tamamonorail,route-tobu,route-toei,route-tokyu,route-toneri,route-tsukuba,route-yurikamome,shopping-latitude,shopping-longitude,shower-chair,sign-language,slider_time,staff-writing,toilet-latitude,toilet-longitude,touchpanel,traffic-latitude,traffic-longitude,tv-with-subtitles,url,use_page_builder,vibrating-clock,wheelchair,wheelchair-1.5m-a,wheelchair-1.5m-b,wheelchair-1.5m-c,wheelchair-barrier-free-a,wheelchair-barrier-free-b,wheelchair-barrier-free-c,wheelchair-bath-step-a,wheelchair-bath-step-b,wheelchair-bath-step-c,wheelchair-bath-width-a,wheelchair-bath-width-b,wheelchair-bath-width-c,wheelchair-bed-num-a,wheelchair-bed-num-b,wheelchair-bed-num-c,wheelchair-breadth-a,wheelchair-breadth-b,wheelchair-breadth-c,wheelchair-capacity-a,wheelchair-capacity-b,wheelchair-capacity-c,wheelchair-image-a,wheelchair-image-b,wheelchair-image-c,wheelchair-parking-capacity,wheelchair-room-img-a,wheelchair-room-img-b,wheelchair-room-img-c,wheelchair-room-type-a,wheelchair-room-type-b,wheelchair-room-type-c,wheelchair-step-a,wheelchair-step-b,wheelchair-step-c,wheelchair-toilet-step-a,wheelchair-toilet-step-b,wheelchair-toilet-step-c,wheelchair-toilet-width-a,wheelchair-toilet-width-b,wheelchair-toilet-width-c,wheelchair-width-a,wheelchair-width-b,wheelchair-width-c,writing-goods,施設情報,区市町村,駅,カテゴリー,"Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,"Post Password",Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
60128,岡田港船客待合所・津波避難施設,,,"2020-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60128/,,,,,,,,,,,,,,,,,,,,2727,,2020-01-17,,default,大島町岡田字横町83-1、83-3地先,岡田港船客待合所・津波避難施設_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"冈田，大岛町胡同83-1,83-3 地先",冈田港乘客候车亭和海啸避难所,,1階,1,,,,,11,,,,,135,,,,,1,,,,,80,,,,,,"Okata Port Terminal building",,100,180,,,,"오오시마 쵸 오카다 자 골목길 83-1,83-3 공원 앞",,"오카다 항 선객 대기소 · 해일 대피 시설",,,,,,,"Okada, Oshima-cho alley 83-1,83-3 Chisaki","Okada Port passengers shelters and tsunami shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1階,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,230,04992-2-5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>大島町,,"伊豆七島・小笠原>大島町,駐車場,施設出入口スロープ,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,エレベーター,11人以下,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm以上,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%b2%a1%e7%94%b0%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80%e3%83%bb%e6%b4%a5%e6%b3%a2%e9%81%bf%e9%9b%a3%e6%96%bd%e8%a8%ad,,,default,,,,open,open,"2023-02-15 00:25:41"
60129,利島港船客待合所,,,"2020-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60129/,,,,,,,,,,,,,,,,,,,,637,,2020-01-27,,default,利島村字東山二号2439番地,利島港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,利岛村字东山两个项目2439个地址,丰岛港旅客住所,,2階,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Toshima Port Terminal building",,410,100,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3407.004826966001!2d139.27966873121827!3d34.53111134579953!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60177354b7e34b6f%3A0xf4a53d9a3ae814d5!2z5Yip5bO2!5e0!3m2!1sja!2sus!4v1646369425060!5m2!1sja!2sus"" width=""100%"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",,"도시 마 촌 자 히가시야마 2 호 2439 번지",,"이익의 섬 항구 선객 대기소",34.53218705827518,,,139.2804431180059,,,"To-shima character Higashiyama two items 2439 address","Toshima Port passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,17,04992-9-0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>利島村,,"伊豆七島・小笠原>利島村,駐車場,施設出入口スロープ,階段の手すり,車椅子使用者対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,2cm以上",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%88%a9%e5%b3%b6%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2023-02-15 01:05:51"
60130,新島港船客待合所,,,"2022-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60130/,,,,,,,,,,,,,,,,,,,,2018,,2020-01-27||2022-11-08,,default,新島村字黒根,新島港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新岛本村村土地滨目的地,新岛港旅客住所,,"1階,2階",2,あり,,,,11,,,,,135,,,,,1,,,,,80,,,,,,"Niijima Port Terminal building",,,210,,,,"니 지마 촌 모토 무라 갯벌 거주지",,"니 이지마 항 선객 대기소",,,,,,,"Niijima village Motomura foreshore land destination","Niijima Port passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1階,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,35,04992-5-0187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>新島村,,"伊豆七島・小笠原>新島村,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,エレベーター,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%96%b0%e5%b3%b6%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2023-02-15 00:36:12"
60131,野伏漁港船客待合所,,,"2022-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60131/,,,,,,,,,,,,,,,,,,,,3464,,2020-01-27,,default,新島村式根島地先,野伏漁港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新岛乡村式根岛的土地目的地,流浪者渔港乘客避难,,1階,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Nobushi Fishing port Terminal building",,354,180,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d6589.284165212036!2d139.21036833488768!3d34.3341334!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6017053bc5b74df7%3A0xa802e77b29c5f711!2z6YeO5LyP5riv!5e0!3m2!1sja!2sus!4v1646369570183!5m2!1sja!2sus"" width=""100%"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",,"니 지마 촌 시키네 섬 거주지",,"들의 복 어항 선객 대기소",,,,,,,"Niijima Village Shikinejima land destination","Rangers fishing port passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,35,04992-5-0187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>新島村,,"伊豆七島・小笠原>新島村,駐車場,階段の手すり,車椅子使用者対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm以上",,,,,,,,,,,,,,,,,publish,111,,,,,%e9%87%8e%e4%bc%8f%e6%bc%81%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2023-02-15 01:08:36"
60132,神津島港船客待合所,,,"2022-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60132/,,,,,,,,,,,,,,,,,,,,3957,,2020-01-27,,default,神津島村37番2地先,神津島港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神津岛村37第2号地先,神津岛村端口乘客避难,,"1階,2階",2,,,,,11,,,,,135,,,,,1,,,,,80,,,,,,"Nobushi Port Terminal building",,,150,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d6598.961012542024!2d139.12549133488767!3d34.2107474!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60171dd2f9eac677%3A0x6e12244b341fc216!2z56We5rSl5bO25riv!5e0!3m2!1sja!2sus!4v1646369700183!5m2!1sja!2sus"" width=""100%"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",,"고즈 시마 촌 37 번 2 地先",,"코즈 시마 항구 선객 대기소",,,,,,,"Kōzushima 37 No. 2 Chisaki","Kozushima Port passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1階,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,34,04992-8-1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>神津島村,,"伊豆七島・小笠原>神津島村,駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,エレベーター,11人以下,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e7%a5%9e%e6%b4%a5%e5%b3%b6%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2023-02-15 00:38:49"
60133,三浦漁港船客待合所,,,"2022-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60133/,,,,,,,,,,,,,,,,,,,,3276,,2020-01-27,,default,神津島村字榎木が沢13番地先,三浦漁港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神津岛村字朴是泽13个地址目的地,三浦渔港乘客避难,,1階,2,,,,,,,,,,,,,,,,,,,,,,,,,,"Miura Fishing port Terminal building",,50,180,,,,"고즈 시마 촌 자 에노 키가 사와 13 번지 연락처",,"미우라 어항 선객 대기소",,,,,,,"Kōzushima character Enoki is Sawa 13 address destination","Miura fishing port passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,12,04992-8-1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>神津島村,,"伊豆七島・小笠原>神津島村,駐車場,車椅子使用者対応トイレ,車いすの貸出,スタッフの筆談対応,120cm以上,2cm以上",,,,,,,,,,,,,,,,,publish,111,,,,,%e4%b8%89%e6%b5%a6%e6%bc%81%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2023-02-15 01:10:35"
60134,三池港船客待合所,,,"2022-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60134/,,,,,,,,,,,,,,,,,,,,3973,,2020-01-27,,default,三宅島三宅村坪田1260番,三池港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三宅宅村坪田1260号,三池港旅客住所,,2階,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Miike Port Terminal building",,,180,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3304.5994008443054!2d139.5614663147001!3d34.079782123726844!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601642eea0d9e84b%3A0x8a869b8ae283eb63!2z5LiJ5rGg5riv!5e0!3m2!1sja!2sus!4v1646369845111!5m2!1sja!2sus"" width=""100%"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",,"미야케 지마 미야케 마을 츠 보타 1260 번",,"미이케 항 선객 대기소",,,,,,,"Miyake Miyake village Tsubota 1260 No.","Miike Port passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,100,04994-5-0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>三宅村,,"伊豆七島・小笠原>三宅村,駐車場,施設出入口スロープ,施設出入口の段差,階段の手すり,車椅子使用者対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e4%b8%89%e6%b1%a0%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2023-02-15 01:13:17"
60135,阿古漁港船客待合所,,,"2022-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60135/,,,,,,,,,,,,,,,,,,,,3122,,2020-01-27,,default,三宅島三宅村阿古672番3,阿古漁港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三宅宅赤穗村672号3,阿古渔港乘客避难,,"1階,2階",2,,,,,11,,,,,135,,,,,1,,,,,80,,,,,,"Ako Fishing port Terminal building",,,220,,,,"미야케 지마 미야케 마을 아의 옛 672 번 3",,"아 고대 어항 선객 대기소",,,,,,,"Miyake Miyake village Ako 672 No. 3","Ako fishing port passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1階,2階",2,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,25,04994-5-0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>三宅村,,"伊豆七島・小笠原>三宅村,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,エレベーター,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e9%98%bf%e5%8f%a4%e6%bc%81%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2023-02-15 00:46:25"
60136,御蔵島港船客待合所,,,"2020-01-26 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60136/,,,,,,,,,,,,,,,,,,,,3352,,,,default,御蔵島村,御蔵島港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御藏岛村,御藏岛港旅客住所,,1階,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Mikurashima Port Terminal building",,440,100,,,,"미쿠 라 지마 촌",,"미쿠 라 지마 항구 선객 대기소",,,,,,,"Mikurajima Village","Mikurajima Port passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1階,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,40,04994-8-2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>御蔵島,,"伊豆七島・小笠原>御蔵島,駐車場,点字ブロック,館内の点字ブロック,階段の手すり,車いす対応エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,2cm以上",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%be%a1%e8%94%b5%e5%b3%b6%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2021-04-26 13:21:42"
60137,神湊港底土船客待合所,,,"2020-01-26 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60137/,,,,,,,,,,,,,,,,,,,,3588,,,,default,八丈島八丈町三根4184番1,神湊港底土船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八丈島八丈町煤矿4184第1号,神湊港口岸地下避难所的乘客,,2階,1,,,,,11,,,,,135,,,,,1,,,,,90,,,,,,"Kaminato Port Terminal building",,,190,,,,"하치 조 섬 하치 조 정 미네 4184 번 1",,"고노 미나토 항 바닥의 흙 선객 대기소",,,,,,,"Hachijojimahachijo-cho, Mine 4184 No. 1","Konominato Port subsoil passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2階,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,75,04996-2-1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>八丈町,,"伊豆七島・小笠原>八丈町,駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,エレベーター,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e7%a5%9e%e6%b9%8a%e6%b8%af%e5%ba%95%e5%9c%9f%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2021-04-26 13:22:38"
60138,八重根港船客待合所,,,"2020-01-26 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60138/,,,,,,,,,,,,,,,,,,,,3652,,,,default,八丈島八丈町大賀郷542番9,八重根港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"八丈島八丈町Okago 542第9号",八名根港旅客住所,,1階,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Yaene Port Terminal building",,76,170,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d6684.7156078121825!2d139.771581!3d33.09967600000001!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xf53c6b8d5a5a8c65!2z5YWr6YeN5qC55riv6Ii55a6i5b6F5ZCI5omA!5e0!3m2!1sja!2sus!4v1646369963383!5m2!1sja!2sus"" width=""100%"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",,"하치 조 섬 하치 조 정 오오 사토 542 번 9",,"팔 의사 항 선객 대기소",,,,,,,"Hachijojimahachijo cho Okago 542 No. 9","Eight multiple roots Port passengers shelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1階,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,25,04996-2-1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>八丈町,,"伊豆七島・小笠原>八丈町,駐車場,施設出入口スロープ,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,車椅子使用者対応トイレ,オストメイト対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm以上",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%85%ab%e9%87%8d%e6%a0%b9%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2022-03-04 04:59:44"
