一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
373,江戸川区南小岩3-27,35.726662,139.888016,JGD2011,都道王子金町江戸川線,C,2012-12-04,2012-12-05,4,2,1.3,1.2,67,64
374,江戸川区大杉5-33,35.710335,139.879303,JGD2011,都道環状7号線,C,2012-12-04,2012-12-05,4,6,4.4,1.2,76,74
375,江戸川区一之江3-20,35.691460,139.882980,JGD2011,都道環状7号線,C,2012-12-04,2012-12-05,4,6,3.5,1.2,68,65
376,江戸川区南葛西3-23,35.650539,139.871368,JGD2011,都道環状7号線,C,2012-12-04,2012-12-05,4,6,5.5,1.2,70,67
377,八王子市片倉町2475,35.638874,139.337418,JGD2011,国道16号(東京環状),b,2012-12-10,2012-12-11,3,2,1.8,1.2,70,71
378,八王子市中野山王1-8-2,35.671291,139.331528,JGD2011,国道16号(東京環状),c,2012-12-10,2012-12-11,3,2,2.6,1.2,67,65
379,八王子市北野町549-5,35.646137,139.353210,JGD2011,国道16号八王子バイパス,c,2012-12-10,2012-12-11,3,6,8.3,1.2,69,69
380,八王子市大谷町355-1,35.677241,139.354245,JGD2011,国道16号八王子バイパス,b,2012-12-10,2012-12-11,3,6,0,1.2,71,71
381,八王子市明神町4-21-1,35.660000,139.345459,JGD2011,国道20号(甲州街道),c,2012-12-10,2012-12-11,3,4,3.7,1.2,69,66
382,八王子市八日町6-2,35.660316,139.329941,JGD2011,国道20号(甲州街道),c,2012-12-10,2012-12-11,3,4,5,1.2,68,66
383,八王子市並木町15-15,35.651310,139.300201,JGD2011,国道20号(甲州街道),b,2012-12-12,2012-12-13,3,4,4.4,1.2,69,66
384,八王子市加住町1-170-2,35.700542,139.316833,JGD2011,国道411号(滝山街道),a,2012-12-10,2012-12-11,3,2,1.5,1.2,71,68
385,八王子市下柚木2-10-6,35.627022,139.382715,JGD2011,都道20号線(府中相模原線),b,2012-12-10,2012-12-11,4,4,2.8,1.2,65,59
386,八王子市中野上町1-32-19,35.668228,139.322296,JGD2011,都道32号線(秋川街道),c,2012-12-12,2012-12-13,4,2,1.2,1.2,69,66
387,八王子市川口町908-1,35.693042,139.279282,JGD2011,都道32号線(秋川街道),a,2012-12-12,2012-12-13,4,2,1.5,1.2,69,64
388,八王子市犬目町863,35.693054,139.303253,JGD2011,都道46号線(高尾街道),a,2012-12-12,2012-12-13,4,2,2.1,1.2,69,64
389,八王子市四谷町741-6,35.675873,139.297012,JGD2011,都道46号線(高尾街道),b,2012-12-12,2012-12-13,4,2,1.1,1.2,70,69
390,八王子市狭間町1737,35.637131,139.287140,JGD2011,都道47号線(町田街道),a,2012-12-12,2012-12-13,4,2,1.7,1.2,72,68
391,八王子市石川町2065,35.671555,139.360764,JGD2011,都道59号線(八王子武蔵村山線),b,2012-12-10,2012-12-11,4,2,2.5,1.2,68,65
392,八王子市片倉町245-1,35.643249,139.333370,JGD2011,都道173号線(北野街道),a,2012-12-10,2012-12-11,4,2,1.7,1.2,66,63
393,八王子市大楽寺町539,35.670731,139.298981,JGD2011,都道521号線(陣場街道),b,2012-12-12,2012-12-13,4,2,2.1,1.2,66,62
394,八王子市西寺方町712,35.680351,139.273941,JGD2011,都道521号線(陣場街道),a,2012-12-12,2012-12-13,4,2,2.4,1.2,71,66
395,八王子市元本郷町1-3-9,35.662304,139.321259,JGD2011,市道17号線(国道20号バイパス),c,2012-12-12,2012-12-13,5,4,2.9,1.2,72,68
396,八王子市下恩方町1849-1,35.671486,139.260799,JGD2011,都道61号線(山田宮の前線),a,2012-12-12,2012-12-13,4,2,4.4,1.2,70,64
397,八王子市松木30-3,35.621720,139.390159,JGD2011,都道158号線(多摩ニュータウン通り),b,2012-12-10,2012-12-11,4,4,4.8,1.2,66,62
398,八王子市下柚木341,35.628994,139.380585,JGD2011,都道160号線(野猿街道),c,2012-12-10,2012-12-11,4,4,4.3,1.2,62,56
399,八王子市美山町1777-1,35.688057,139.250916,JGD2011,都道61号線(山田宮の前線),a,2012-12-12,2012-12-13,4,2,4.3,1.2,64,58
400,八王子市下恩方町1185-1,35.677281,139.256892,JGD2011,都道61号線(山田宮の前線),a,2012-12-12,2012-12-13,4,2,4.4,1.2,67,61
401,八王子市北野町562付近,35.647545,139.352676,JGD2011,国道16号,C,2012-12-10,2012-12-11,3,4,4.8,1.2,74,74
402,八王子市鑓水1406付近,35.613468,139.342499,JGD2011,国道16号,B,2012-12-10,2012-12-11,3,2,7.7,1.2,66,65
403,八王子市大横町8付近,35.665413,139.329575,JGD2011,国道16号,C,2012-12-05,2012-12-06,3,4,4.6,1.2,70,66
404,八王子市鑓水1356付近,35.618423,139.346283,JGD2011,国道16号,A,2012-12-10,2012-12-11,3,4,6.8,1.2,69,69
405,八王子市高倉町36付近,35.665897,139.370651,JGD2011,国道20号,C,2012-12-10,2012-12-11,3,4,4.4,1.2,69,66
406,八王子市明神町1-25付近,35.659435,139.346283,JGD2011,国道20号,C,2012-12-05,2012-12-06,3,4,4.5,1.2,68,65
407,八王子市高尾町2539付近,35.628479,139.265259,JGD2011,国道20号,A,2012-12-05,2012-12-06,3,2,3.4,1.2,67,63
408,八王子市丹木町2-204付近,35.695923,139.327133,JGD2011,国道411号,A,2012-12-05,2012-12-06,3,2,1.3,1.2,71,68
409,八王子市大塚624付近,35.637947,139.419220,JGD2011,都道府中相模原線,C,2012-12-10,2012-12-11,4,4,3.5,1.2,67,63
410,八王子市犬目町880付近,35.691402,139.305542,JGD2011,都道八王子あきる野線,A,2012-12-05,2012-12-06,4,2,1.7,1.2,69,65
411,八王子市石川町2602付近,35.676662,139.365967,JGD2011,都道八王子武蔵村山線,B,2012-12-05,2012-12-06,4,2,4.4,1.2,74,72
412,八王子市別所2-37付近,35.615646,139.397476,JGD2011,都道町田平山八王子線,B,2012-12-10,2012-12-11,4,4,5,1.2,63,58
413,八王子市堀之内3-11付近,35.628105,139.406158,JGD2011,都道小山乞田線,B,2012-12-10,2012-12-11,4,4,5.1,1.2,70,65
414,八王子市久保山町2-13付近,35.686825,139.351959,JGD2011,都道三ツ木八王子線,A,2012-12-05,2012-12-06,4,2,5.5,1.2,60,54
415,八王子市片倉町446付近,35.642956,139.342697,JGD2011,都道上館日野線,A,2012-12-10,2012-12-11,4,2,3.9,1.2,68,68
416,八王子市南大沢2-222付近,35.605930,139.385147,JGD2011,都道相模原立川線,A,2012-12-10,2012-12-11,4,2,4.1,1.2,67,60
417,八王子市西寺方町674付近,35.679874,139.270782,JGD2011,都道上野原八王子線,A,2012-12-05,2012-12-06,4,2,1.6,1.2,71,66
418,立川市幸町5-83-1,35.725777,139.418456,JGD2011,都道立川東大和線(芋窪街道),c,2012-10-09,2012-10-10,4,4,2,1.5,70,65
419,立川市泉町786-11,35.719000,139.418720,JGD2011,都道立川東大和線(芋窪街道),a,2012-10-29,2012-10-30,4,4,4,1.5,66,61
420,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,都道杉並あきる野線(五日市街道),a,2012-10-16,2012-10-17,4,2,0,1.5,71,68
421,立川市柴崎町1-17-7,35.692390,139.406006,JGD2011,都道立川青梅線(旧奥多摩街道),a,2012-10-11,2012-10-12,4,2,0,1.5,66,58
422,立川市若葉町4-11-19,35.725261,139.433991,JGD2011,都道立川所沢線(立川通り),b,2012-10-30,2012-10-31,4,2,2,1.5,67,62
423,立川市若葉町3-34-1,35.720204,139.439199,JGD2011,都道杉並あきる野線(五日市街道),b,2012-11-01,2012-11-02,4,2,0,1.5,70,68
424,立川市高松町2-26-3,35.705067,139.418915,JGD2011,都道立川所沢線(高松大通り),c,2012-10-15,2012-10-16,4,2,2,1.5,69,66
425,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道256号線(甲州街道),b,2012-10-22,2012-10-23,4,2,4,1.5,69,65
426,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道立川青梅線(新奥多摩街道),b,2012-10-23,2012-10-24,4,4,2,1.5,72,68
427,立川市一番町1-40,35.725170,139.382370,JGD2011,都道八王子・武蔵村山線(東文化通り),a,2012-10-25,2012-10-26,4,2,2,1.5,68,66
428,立川市若葉町3-34-1,35.720204,139.439199,JGD2011,都道杉並あきる野線,B,2012-12-19,2012-12-20,4,2,2,1.2,69,68
429,立川市幸町2-52-6,35.722382,139.426361,JGD2011,都道杉並あきる野線,B,2012-12-19,2012-12-20,4,2,3,1.2,69,66
430,立川市砂川町5丁目,35.725258,139.407196,JGD2011,都道杉並あきる野線,B,2012-12-19,2012-12-20,4,2,2,1.2,69,67
431,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,都道杉並あきる野線,A,2012-12-20,2012-12-21,4,2,2,1.2,70,68
432,武蔵野市中町2-10,35.706509,139.563416,JGD2011,都道7号線(杉並あきる野線),c,2012-12-04,2012-12-05,4,2,0,1.5,68,68
433,武蔵野市中町3-9-11,35.711914,139.565796,JGD2011,都道7号線(杉並あきる野線),c,2012-12-10,2012-12-11,4,2,1,1.5,66,64
434,武蔵野市関前1-9,35.710793,139.544022,JGD2011,都道12号線(調布田無線),c,2012-12-11,2012-12-12,4,2,0,1.5,69,66
435,武蔵野市八幡町4-28-3,35.719063,139.553528,JGD2011,都道7号(杉並あきる野線),b,2012-12-06,2012-12-07,4,3,0,1.5,63,60
436,武蔵野市吉祥寺東町1-23,35.708572,139.588120,JGD2011,都道113号線(杉並武蔵野線),a,2012-11-19,2012-11-20,4,2,1,1.5,65,61
437,武蔵野市御殿山1-19,35.699440,139.572311,JGD2011,都道114号線(武蔵野狛江線),a,2012-11-19,2012-11-20,4,3,0,1.5,66,64
438,武蔵野市桜堤3-37,35.713144,139.525076,JGD2011,都道杉並あきる野線,A,2012-11-08,2012-11-09,4,2,2.3,1.2,70,67
439,武蔵野市八幡町1-4,35.717258,139.556839,JGD2011,都道杉並あきる野線,C,2012-11-08,2012-11-09,4,2,2.4,1.2,69,67
440,武蔵野市東町2-6,-,-,-,都道関町吉祥寺線,C,2012-11-08,2012-11-09,4,2,4,1.2,65,62
441,三鷹市上連雀9-18-16,35.683826,139.552261,JGD2011,都道府中三鷹線(人見街道),b,2012-05-14,2012-05-18,4,2,2,1,67,64
442,三鷹市新川6-30-22,35.681416,139.564667,JGD2011,都道新宿国立線(東八道路),b,2012-05-21,2012-05-25,4,4,3,1,66,64
443,三鷹市下連雀1-13-1,35.696217,139.569916,JGD2011,都道武蔵野狛江線(吉祥寺通り),b,2012-05-28,2012-06-01,4,2,2,1,70,69
444,三鷹市下連雀2-26-9,35.697021,139.565842,JGD2011,市道6号線(むらさき橋通り),b,2012-06-04,2012-06-08,6,2,2,1,68,64
445,三鷹市北野2丁目5,35.680592,139.580688,JGD2011,都道新宿国立線,A,2012-11-27,2012-11-28,4,4,7.8,1.2,62,58
446,三鷹市野崎1丁目20,35.681404,139.550140,JGD2011,都道新宿国立線,B,2012-11-27,2012-11-28,4,4,8.8,1.2,64,59
447,三鷹市野崎3丁目8,35.682022,139.542313,JGD2011,都道新宿国立線,B,2012-11-27,2012-11-28,4,4,6.8,1.2,70,65
448,三鷹市大沢6丁目1,35.681065,139.529205,JGD2011,都道新宿国立線,A,2012-11-27,2012-11-28,4,4,4.8,1.2,72,67
449,青梅市新町1-21-13,35.787998,139.298141,JGD2011,都道新宿青梅線(青梅街道),b,2012-09-18,2012-09-21,4,4,4.5,1.2,68,64
450,青梅市畑中3-953-1,35.779157,139.234967,JGD2011,都道奥多摩青梅線(吉野街道),a,2012-11-27,2012-11-30,4,2,1.5,1.2,72,67
451,青梅市新町8-20,35.784454,139.309372,JGD2011,市道幹12号線,b,2012-10-09,2012-10-12,5,4,4.5,1.2,67,64
452,青梅市根ヶ布2-276,35.806583,139.265411,JGD2011,都道青梅飯能線(成木街道),a,2012-10-01,2012-10-04,4,2,1.5,1.2,70,63
453,青梅市長淵8-233-3,35.779426,139.264700,JGD2011,都道青梅あきる野線(秋川街道),c,2012-12-04,2012-12-07,4,2,2,1.4,66,60
454,青梅市日向和田3-706,35.786888,139.230652,JGD2011,国道411号(青梅街道),a,2012-09-24,2012-09-27,3,2,2,1.6,68,63
455,青梅市柚木町2-405-1,35.801417,139.210272,JGD2011,都道奥多摩青梅線(吉野街道),a,2012-10-29,2012-11-01,4,2,3,1.2,66,61
456,青梅市友田町1-817付近,35.766273,139.290848,JGD2011,国道411号,A,2012-11-07,2012-11-08,3,2,2.1,1.2,73,69
457,青梅市千ヶ瀬町6-778付近,35.786522,139.260590,JGD2011,都道新宿青梅線,B,2012-11-07,2012-11-08,4,4,3.6,1.2,69,64
458,青梅市小曾木4-2770付近,35.822802,139.282704,JGD2011,都道青梅飯能線,B,2012-11-07,2012-11-08,4,2,1.9,1.2,70,61
459,青梅市今井3-30付近,35.799538,139.311554,JGD2011,都道瑞穂富岡線,A,2012-11-07,2012-11-08,4,2,3.6,1.2,68,63
460,青梅市柚木町3-587付近,35.804771,139.208939,JGD2011,都道奥多摩青梅線,B,2012-11-07,2012-11-08,4,2,2.6,1.2,58,50
461,青梅市成木5-1485付近,35.824608,139.247711,JGD2011,都道青梅秩父線,B,2012-11-07,2012-11-08,4,2,1.8,1.2,67,59
462,青梅市今井3-15付近,35.799496,139.307220,JGD2011,都道藤橋小作線,A,2012-11-07,2012-11-08,4,4,3.0,1.2,64,60
463,青梅市河辺町8-9付近,35.785130,139.292267,JGD2011,都道成木河辺線,B,2012-11-07,2012-11-08,4,2,3.8,1.2,67,62
464,青梅市梅郷5-960付近,35.790138,139.225845,JGD2011,梅卿日向和田線,B,2012-11-07,2012-11-08,4,2,4.5,1.2,62,56
465,青梅市和田町2-633付近,35.780907,139.222275,JGD2011,都道大久野青梅線,A,2012-11-07,2012-11-08,4,2,0.8,1.2,68,63
466,府中市美好町2-4,35.672638,139.466782,JGD2011,国道20号線(甲州街道),c,2013-02-18,2013-02-19,3,4,3,1.5,73,69
467,府中市矢崎町1-5,35.663582,139.479401,JGD2011,都道9号川崎府中線(府中街道),b,2013-01-29,2013-01-30,4,2,4,1.5,69,66
468,府中市分梅町3-50,35.665642,139.459076,JGD2011,都道18号府中町田線バイパス(鎌倉街道),b,2013-01-22,2013-01-23,4,4,3,1.5,67,64
469,府中市若松町3-39,35.675034,139.506744,JGD2011,都道110号府中三鷹線(人見街道),a,2013-01-15,2013-01-16,4,2,1,1.5,63,56
470,府中市浅間町4-5,35.683331,139.499557,JGD2011,都道248号府中小平線(新小金井街道),b,2012-11-30,2012-12-01,4,2,4,1.5,66,61
471,府中市緑町1-29,35.674267,139.486389,JGD2011,都道15号府中清瀬線(小金井街道),b,2013-02-12,2013-02-13,4,2,1.8,1.5,66,64
472,府中市四谷5-44,35.663307,139.440155,JGD2011,市道多摩川通り,c,2013-01-08,2013-01-09,6,2,5,1.5,70,66
473,府中市押立町1-39,35.659729,139.512756,JGD2011,市道白糸台通り,a,2012-12-13,2012-12-14,6,2,3,1.5,68,66
474,府中市是政2-20,35.660870,139.495407,JGD2011,市道中央道側道,a,2012-02-21,2012-02-22,6,6,1,1.5,58,53
475,府中市北山町3-5,35.688961,139.459320,JGD2011,都道17号所沢府中線(鎌倉街道),a,2013-02-28,2013-03-01,4,4,9,1.5,65,61
476,府中市白糸台1-37-5,35.669884,139.506317,JGD2011,国道20号,B,2012-12-06,2012-12-07,3,4,2.5,1.2,68,66
477,府中市美好町2-8-20,35.672425,139.465573,JGD2011,国道20号,C,2012-12-06,2012-12-07,3,4,2.4,1.2,69,67
478,府中市是政3-35-10,35.658452,139.484702,JGD2011,都道川崎府中線,B,2012-12-06,2012-12-07,4,2,3.5,1.2,70,68
479,府中市紅葉丘1-39-1,35.677022,139.514097,JGD2011,都道府中三鷹線,C,2012-12-06,2012-12-07,4,2,0.9,1.2,64,59
480,府中市若松町4-46-8,35.677650,139.502274,JGD2011,都道府中三鷹線,A,2012-12-06,2012-12-07,4,2,3.5,1.2,65,62
481,府中市是政1-13-10,35.662033,139.493179,JGD2011,都道府中小平線,A,2012-12-06,2012-12-07,4,2,5.2,1.2,63,56
482,昭島市田中町2-16-14,35.702545,139.352905,JGD2011,都道29号立川青梅線(奥多摩街道),a,2012-10-30,2012-11-02,4,2,1.9,1.2,67,63
483,昭島市昭和町3-6-3,35.708111,139.368393,JGD2011,都道162号三ツ木八王子線(諏訪松中通り),a,2012-09-25,2012-09-28,4,2,3.5,1.2,69,66
484,昭島市朝日町4-23-28,35.708935,139.369827,JGD2011,市道昭島17号(江戸街道),c,2012-09-25,2012-09-28,6,2,4.5,1.2,62,57
485,昭島市福島町3-24-20,35.695034,139.374939,JGD2011,都道59号八王子村山線,a,2013-03-12,2012-03-15,4,3,4.6,1.2,70,68
486,昭島市福島町2-25-23,35.696262,139.378708,JGD2011,都道29号立川青梅線(新奥多摩街道),b,2013-03-12,2012-03-15,4,4,3.8,1.2,64,61
487,昭島市緑町5-19-2,35.714973,139.338669,JGD2011,国道16号,b,2012-07-28,2012-07-31,3,4,12,1.2,61,60
488,昭島市緑町4-25-11,35.710136,139.341843,JGD2011,国道16号,b,2012-07-24,2012-07-27,3,5,5.2,1.2,72,72
489,昭島市田中町2-28-31,35.705593,139.349838,JGD2011,国道16号,b,2012-10-30,2012-11-02,3,5,8.5,1.2,71,71
490,昭島市緑町5-15-15,35.715660,139.339539,JGD2011,国道16号,b,2013-02-19,2013-02-22,3,4,11.5,1.2,61,61
491,昭島市松原町5-21-6,35.718502,139.339783,JGD2011,国道16号,c,2013-02-19,2013-02-22,3,4,10.5,1.2,63,61
492,昭島市拝島町4丁目7,35.702877,139.347549,JGD2011,国道16号,B,2012-11-29,2012-11-30,3,4,6.4,1.2,70,69
493,昭島市拝島町2丁目2,35.709324,139.341980,JGD2011,国道16号,B,2012-11-29,2012-11-30,3,5,5.3,1.2,73,72
494,昭島市玉川町5丁目15,35.701534,139.374878,JGD2011,都道中神停車場線,A,2012-11-29,2012-11-30,4,2,2.1,1.2,61,55
495,昭島市中神町2丁目37,35.698757,139.370483,JGD2011,都道立川青梅線,B,2012-11-29,2012-11-30,4,4,3.5,1.2,73,71
496,昭島市東町4丁目8,35.700394,139.389801,JGD2011,都道立川昭島線,A,2012-11-29,2012-11-30,4,2,2.4,1.2,68,64
497,調布市仙川町2-5,35.661297,139.580093,JGD2011,国道20号(甲州街道),c,2013-02-01,2013-02-07,3,5,4.1,1.2,72,70
498,調布市多摩川1-51,35.648731,139.532318,JGD2011,都道町田調布線(鶴川街道),c,2013-01-18,2013-01-24,4,4,4.6,1.2,69,65
499,調布市深大寺北町7-6-10,35.673523,139.544840,JGD2011,都道調布田無線(武蔵境通り),a,2013-01-29,2013-01-30,4,4,11.6,1.2,61,57
500,調布市富士見町2-16-33,35.659873,139.541131,JGD2011,都道調布田無線(武蔵境通り),a,2013-01-22,2013-01-23,4,2,4.6,1.2,67,65
501,調布市西つつじヶ丘3-19-1,35.657822,139.571388,JGD2011,国道20号(甲州街道),b,2013-02-05,2013-02-06,3,4,8.8,3.5,69,65
502,調布市飛田給3-40-30,35.655580,139.521777,JGD2011,中央自動車国道富士吉田線,A,2012-12-18,2012-12-19,1,4,10.3,1.2,63,57
503,調布市調布ヶ丘1-24,35.654896,139.546432,JGD2011,国道20号,C,2012-12-18,2012-12-19,3,4,3.1,1.2,69,67
504,調布市緑ヶ丘1-3-4,35.665494,139.581241,JGD2011,都道武蔵野狛江線,A,2012-12-18,2012-12-19,4,2,1.5,1.2,65,60
505,調布市仙川町1-22-9,35.659654,139.587505,JGD2011,都道調布経堂停車場線,C,2012-12-18,2012-12-19,4,2,1,1.2,66,64
506,調布市下石原1-46-1,35.655778,139.534716,JGD2011,都道北浦上石原線,C,2012-12-18,2012-12-19,4,2,1.8,1.2,66,61
507,町田市木曽東2-1-1,35.555057,139.427136,JGD2011,市道町田437号線(町田駅前通り),c,2013-01-30,2013-01-31,6,2,2.4,1.2,69,64
508,町田市小山町2507,35.597279,139.368607,JGD2011,都道八王子町田線(町田街道),b,2013-02-07,2013-02-08,4,2,2.1,1.2,70,68
509,町田市中町2-13-14,35.551792,139.444412,JGD2011,都道八王子町田線(町田街道),c,2013-02-13,2013-02-14,4,2,2.1,1.2,70,69
510,町田市鶴間1582,35.503541,139.479319,JGD2011,東名高速道路,A,2012-11-29,2012-11-30,1,6,10.7,1.2,58,56
511,町田市相原町316,35.607899,139.344955,JGD2011,国道16号,B,2012-12-05,2012-12-06,3,2,3.2,1.2,69,68
512,町田市大蔵町5007-12,35.583202,139.477493,JGD2011,都道世田谷町田線,C,2012-11-27,2012-11-28,4,2,4.5,1.2,65,64
513,町田市本町田1195,35.563659,139.444874,JGD2011,都道府中町田線,B,2012-12-05,2012-12-06,4,2,2,1.2,68,67
514,町田市原町田1-14,35.538658,139.449799,JGD2011,都道町田厚木線,C,2012-12-05,2012-12-06,4,2,2,1.2,70,67
515,町田市広袴2-12,35.597027,139.471085,JGD2011,都道真光寺長津田船,A,2012-11-27,2012-11-28,4,2,4.6,1.2,69,65
516,町田市金森1780,35.526973,139.465202,JGD2011,都道辻原町田線,B,2012-11-29,2012-11-30,4,2,2.5,1.2,69,67
517,小金井市前原町5-14付近,35.691689,139.502365,JGD2011,都道府中清瀬線(小金井街道),b,2012-10-25,2012-10-26,4,2,1.6,1.2,68,65
518,小金井市貫井南町2-9付近,35.695236,139.497528,JGD2011,都道府中小平線(新小金井街道),b,2012-10-25,2012-10-26,4,2,1.8,1.2,65,62
519,小金井市関野町1-6付近,35.713169,139.519287,JGD2011,都道杉並あきる野線(五日市街道),a,2012-10-25,2012-10-26,4,2,2.0,1.2,68,66
520,小金井市東町2-5付近,35.694977,139.531540,JGD2011,都道恋ヶ窪新田三鷹線(連雀通り),a,2012-10-25,2012-10-26,4,2,1.1,1.2,67,65
521,小金井市前原町4-16付近,35.689743,139.505493,JGD2011,都道新宿国立線(東八道路),b,2012-10-25,2012-10-26,4,4,2.5,1.2,65,61
522,小金井市関野町1-6付近,35.713169,139.519287,JGD2011,都道杉並あきる野線,A,2012-10-25,2012-10-26,4,2,2.3,1.2,68,66
523,小金井市前原町5-14付近,35.691689,139.502365,JGD2011,都道府中清瀬線,B,2012-10-25,2012-10-26,4,2,1.6,1.2,68,65
524,小平市中島町26-9,35.729717,139.434265,JGD2011,都道中島十番線(村山街道),a,2012-11-28,2012-11-29,4,2,2,1.2,67,64
525,小平市上水本町1-25-31,35.720364,139.464783,JGD2011,都道所沢府中線(府中街道),a,2012-11-28,2012-11-29,4,2,2,1.2,70,69
526,小平市上水本町3-11-11,35.717648,139.470566,JGD2011,都道杉並あきる野線(五日市街道),a,2012-11-28,2012-11-29,4,2,2,1.2,67,63
527,小平市鈴木町1-487,35.718842,139.496735,JGD2011,都道府中小平線(新小金井街道),a,2012-11-28,2012-11-29,4,2,5,1.2,70,68
528,小平市花小金井5-463,35.733681,139.512436,JGD2011,都道新宿青梅線(青梅街道),a,2012-11-28,2012-11-29,4,2,3,1.2,67,65
529,小平市津田町3-34-8,35.726337,139.470108,JGD2011,市道第B-20号(たかの街道),a,2012-11-28,2012-11-29,6,2,2,1.2,67,61
530,小平市小川町1丁目,35.729229,139.450027,JGD2011,都道新宿青梅線,A,2012-11-28,2012-11-29,4,2,2.1,1.2,70,67
531,小平市鈴木町2丁目,35.722298,139.506287,JGD2011,都道小川山田無線,A,2012-11-28,2012-11-29,4,2,3.7,1.2,67,63
532,小平市花小金井1丁目40,35.726364,139.517715,JGD2011,都道小川山田無線,A,2012-11-28,2012-11-29,4,2,1.3,1.2,65,61
533,日野市多摩平4-3-1,35.667109,139.378379,JGD2011,国道20号 (日野バイパス),a,2013-01-07,2013-01-11,3,4,3,1.3,66,63
534,日野市多摩平7-23-23,35.669273,139.389725,JGD2011,国道20号 (日野バイパス),a,2013-01-11,2013-01-18,3,4,2,1.3,66,63
535,日野市万願寺6-35-13,35.669601,139.410080,JGD2011,国道20号 (日野バイパス),b,2013-01-18,2013-01-25,3,4,3,1.3,66,64
536,日野市石田1-11-1,35.668066,139.420638,JGD2011,都道503号線 (相模原立川線),a,2013-01-25,2013-02-01,4,3,4,1.3,67,64
537,日野市平山3-8-8,35.646694,139.385310,JGD2011,都道155号線 (町田平山八王子線),a,2013-02-22,2013-03-01,4,2,2,1.3,67,64
538,日野市三沢1-19-1,35.659542,139.421097,JGD2011,都道稲城日野線 (川崎街道),a,2013-02-01,2013-02-08,4,2,5,1.3,63,61
539,日野市万願寺3丁目37,35.674423,139.412048,JGD2011,中央自動車国道富士吉田線,A,2012-11-15,2012-11-16,1,4,24.4,1.2,60,55
540,日野市万願寺6丁目36,35.669605,139.411499,JGD2011,国道20号,B,2012-11-15,2012-11-16,3,4,4.0,1.2,67,62
541,日野市多摩平7丁目11,35.668419,139.387497,JGD2011,国道20号,A,2012-11-15,2012-11-16,3,4,3.9,1.2,66,61
542,東村山市本町2-6-5,35.762195,139.467231,JGD2011,都道第16号線(府中街道),c,2012-12-13,2012-12-14,4,2,3.1,1.2,68,67
543,東村山市久米川町3-30-5,35.761127,139.479584,JGD2011,市道第373号線1(鷹の道),a,2012-10-11,2012-10-12,6,2,4,1.2,63,58
544,東村山市富士見町1-2-31,35.744614,139.456924,JGD2011,市道第1号線(江戸街道),c,2012-11-15,2012-11-16,6,2,2.1,1.2,63,59
545,東村山市栄町1-19-2,35.749944,139.476238,JGD2011,都道新宿青梅線,B,2012-12-20,2012-12-21,4,4,3.5,1.2,74,71
546,東村山市秋津町1-7-8,35.773372,139.493939,JGD2011,都道さいたま東村山線,A,2012-12-20,2012-12-21,4,2,2.8,1.2,66,63
547,国分寺市並木町2-33-15,35.716751,139.450421,JGD2011,都道7号杉並あきる野線(五日市街道),a,2012-12-25,2012-12-26,4,2,2.9,1.5,69,67
548,国分寺市東恋ヶ窪5-16-5,35.712213,139.467212,JGD2011,都道17号所沢府中線(府中街道),c,2012-12-25,2012-12-26,4,2,2.0,1.5,69,67
549,国分寺市南町2-5,35.697422,139.482513,JGD2011,都道133号線小川山・府中線(国分寺街道),c,2012-12-25,2012-12-26,4,2,1.0,1.5,69,67
550,国分寺市日吉町3-26,35.703793,139.453552,JGD2011,市道幹9号線(内藤橋街道),a,2012-12-25,2012-12-26,6,2,2.0,1.5,67,63
551,国分寺市西町1-5-8,35.704289,139.437330,JGD2011,市道幹11号線(戸倉通り),a,2012-12-25,2012-12-26,6,2,4.0,1.5,60,60
552,国分寺市日吉町1-30,35.703468,139.459076,JGD2011,市道幹7号線(熊野神社通り),a,2012-12-25,2012-12-26,6,2,2.5,1.5,66,55
553,国分寺市内藤1-6,35.693974,139.458237,JGD2011,都道145号立川国分寺線(多喜窪通り),c,2012-12-25,2012-12-26,4,2,1.5,1.5,70,66
554,国分寺市並木町2-23,35.716621,139.451904,JGD2011,都道杉並あきる野線(五日市街道),A,2012-12-06,2012-12-07,4,2,2.2,1.2,69,67
555,国立市谷保7069,35.683064,139.435272,JGD2011,都道八王子国立線,b,2012-11-13,2012-11-14,4,4,1.5,1.2,74,70
556,国立市中3-11,35.687656,139.444794,JGD2011,都道国立停車場谷保線,a,2012-11-13,2012-11-14,4,4,15.7,1.2,59,54
557,国立市谷保1253,35.675354,139.439987,JGD2011,国道20号,c,2012-11-13,2012-11-14,3,5,3.6,1.2,67,64
558,国立市谷保1253,35.675354,139.439987,JGD2011,国道20号,C,2012-11-13,2012-11-14,3,5,3.6,1.2,67,64
559,国立市中3-11,35.687656,139.444794,JGD2011,都道国立停車場谷保線,A,2012-11-13,2012-11-14,4,4,15.7,1.2,59,54
560,国立市谷保7069,35.683064,139.435272,JGD2011,都道八王子国立線,B,2012-11-13,2012-11-14,4,4,1.5,1.2,74,70
