大分類,小分類,名称,郵便番号,所在地,設置場所,曜日,時間,情報,X座標,Y座標
２４時間対応可能,協力施設,谷中交番,110-0007,台東区上野桜木2‐12‐7,1階事務室,全日,24時間可能,,139.7707427,35.7218315
２４時間対応可能,協力施設,天王寺駐在所,110-0001,台東区谷中7‐9‐6,1階事務室,全日,24時間可能,,139.7706146,35.72518733
２４時間対応可能,協力施設,入谷西交番,110-0014,台東区北上野1‐15‐6,1階事務室,全日,24時間可能,,139.7834903,35.71892951
２４時間対応可能,協力施設,入谷東交番,111-0036,台東区松が谷4‐26‐13,1階事務室,全日,24時間可能,,139.788347,35.71829108
２４時間対応可能,協力施設,鶯谷駅前交番,110-0003,台東区根岸1‐9‐8,1階事務室,全日,24時間可能,,139.7779318,35.72298831
利用時間制限有,協力施設,朝日信用金庫 浅草支店清川出張所,111-0022,台東区清川1‐23‐5,1階ＡＴＭコーナー脇,全日　祝日除く,8：00～19：00　土.日8：00～17：00　　,祝日休業　,139.8030127,35.72549977
２４時間対応可能,協力施設,上野警察署,110-0015,台東区東上野4‐2‐4,署入口,全日,24時間可能,,139.77927,35.71229045
２４時間対応可能,協力施設,稲荷町交番,110-0015,台東区東上野5‐1‐1,交番入口,全日,24時間可能,,139.7826263,35.71149555
２４時間対応可能,協力施設,御徒町交番,110-0016,台東区台東4‐8‐4,交番入口,全日,24時間可能,,139.7764023,35.70589002
２４時間対応可能,協力施設,公園前交番,110-0007,台東区上野公園1‐65,交番入口,全日,24時間可能,,139.7737821,35.71083754
２４時間対応可能,協力施設,黒門交番,110-0005,台東区上野1‐19‐13,交番入口,全日,24時間可能,,139.7722872,35.70665172
２４時間対応可能,協力施設,上野駅交番,110-0005,台東区上野7‐1‐1,交番入口,全日,24時間可能,,139.7766037,35.71235063
２４時間対応可能,協力施設,台東交番,110-0016,台東区台東1‐30‐8,交番入口,全日,24時間可能,,139.7761468,35.70243458
２４時間対応可能,協力施設,池之端交番,110-0007,台東区上野公園2‐43,交番入口,全日,24時間可能,,139.768689,35.71245832
２４時間対応可能,協力施設,動物園前交番,110-0007,台東区上野公園4‐53,交番入口,全日,24時間可能,,139.7746168,35.71538807
利用時間制限有,協力施設,東京都交通局大江戸線蔵前駅,111-0042,台東区寿3‐3‐1,改札口カウンター,全日,5：00～1：00,,139.7920252,35.7056359
利用時間制限有,協力施設,東京都交通局大江戸線上野御徒町駅,110-0005,台東区上野5‐26‐6,改札口カウンター,全日,5：00～1：00,,139.7736504,35.7079719
利用時間制限有,協力施設,大谷歯科クリニック,110-0004,台東区下谷2‐3‐2,受付,月・火・水・金・土,土曜日以外　9：30～18：00　　土曜日　9：30～15：00,,139.782887,35.72045172
利用時間制限有,協力施設,株式会社ココスナカムラ鳥越店,111-0054,台東区鳥越1‐25‐3,レジ脇,全日　1月1日を除く,9：00～22：00　,＊年末年始は営業時間の変更有,139.7829272,35.70303039
利用時間制限有,協力施設,東京都立蔵前工業高等学校,111-0051,台東区蔵前1ー3ー57,1階玄関エレベータ-前,月～金,8：30～17：00　祝日及び年末年始休業,,139.7910238,35.70047113
利用時間制限有,協力施設,株式会社常盤堂 雷おこし本舗 直営　雷5656会館,111-0032,台東区浅草3‐6‐1  5656会館,２階おみやげ物売場　奥　左側,全日,8：00～17：00　,,139.7960327,35.71664254
利用時間制限有,協力施設,株式会社ＮＳコンピュータサービス 東京センター,110-0016,台東区台東1‐1‐14 ANTEX24 8F,８階事務室　入口付近,月～金,8：30～18：00　,,139.7803775,35.70069768
２４時間対応可能,協力施設,浅草ROX,111-0032,台東区浅草1‐25‐15,１階警備室,全日,24時間可能,,139.7927543,35.71294817
利用時間制限有,協力施設,朝日信用金庫ことぶき支店,111-0042,台東区寿2‐10‐13,1階ATMコーナー,全日,8：00～21：00　土・日・祝8：00～17：00,,139.7910359,35.7094806
利用時間制限有,協力施設,ウインズ浅草,111-0032,台東区浅草2‐8‐6,１階整理本部,土～月,9：10～17：00,,139.7935722,35.71504326
利用時間制限有,協力施設,公益財団法人城北労働・福祉センター,111-0021,台東区日本堤2‐2‐11,1階エレベーターホール脇,月～金,8：30～17：45＊左記の時間外でも職員が在所なら対応可能,,139.7989583,35.72798035
利用時間制限有,協力施設,ゼット株式会社　ゼット東京オフィスビル,111-0053,台東区浅草橋3‐30‐7,１階ロビー脇,月～金　＊祝祭日除く,9：00～17：30,,139.7863668,35.70151262
利用時間制限有,協力施設,日本そば　十和田　浅草すしや通り店,111-0032,台東区浅草1‐13‐4　すしや通り,１階入口左の階段所,全日,11：00～22：30　,,139.7933218,35.71198256
２４時間対応可能,協力施設,ホテル ヴィラフォンテーヌ上野,111-0056,台東区小島2‐4‐4,1階ロビー　エントランス横,全日,24時間可能,深夜帯は、オートロックの為インターフォンでフロント呼出,139.7818723,35.70538039
利用時間制限有,協力施設,上野マルイ,110-0005,台東区上野6‐15‐1,1階西側入口脇,全日,11：00～20：30,,139.7757753,35.710779
利用時間制限有,協力施設,花やしき　インフォメーションセンター,111-0032,台東区浅草2‐28‐1,センター内,全日,10：00～18：00　花やしき営業時間内,,139.7949392,35.71520169
利用時間制限有,協力施設,花やしき　園内中央ステージ前,111-0032,台東区浅草2‐28‐1,１階フードコート内,全日,10：00～18：00　花やしき営業時間内,,139.7945202,35.71554621
利用時間制限有,協力施設,石窯パン工房グーテルブレ入谷店,110-0013,台東区入谷1‐18‐10 東京菓子会館１階,２階事務所,月～日,7：00～20：00,,139.7854151,35.72116678
２４時間対応可能,協力施設,浅草ビューホテル１階,111-0035,台東区西浅草3‐17‐1,１階防災センター内,全日,24時間可能,,139.7920451,35.71542188
利用時間制限有,協力施設,浅草ビューホテル５階,111-0035,台東区西浅草3‐17‐1,５階フィットネスクラブ受付,全日,12：00～21：00,,139.7918926,35.71544035
利用時間制限有,協力施設,浅草ビューホテル26階,111-0035,台東区西浅草3‐17‐1,26階レストラン,全日,7：00～21：00,,139.7918926,35.71544035
利用時間制限有,協力施設,朝日信用金庫千束出張所,111-0031,台東区千束2‐17‐8　澤田コーポ１階,ATMコーナー脇,全日　祝日除く,月～金　8：00～19：00 土～日　8：00～17：00,祝日休業,139.79097,35.72071761
利用時間制限有,協力施設,東京都交通局日暮里・舎人ライナー線　日暮里駅　2階改札口,116-0013,荒川区西日暮里2,改札口横,全日始発～終電,5：20～24：38　土・日・祝５：２0～24：00,,139.7711587,35.72867286
利用時間制限有,協力施設,東京都交通局日暮里・舎人ライナー線　日暮里駅　3階改札口,116-0013,荒川区西日暮里2,改札口横,全日始発～終電,5：20～24：38　土・日・祝５：２0～24：00,,139.7713604,35.72802693
利用時間制限有,協力施設,東京都交通局浅草線浅草橋駅　JR浅草橋方面改札口,111-0053,台東区浅草橋1‐18‐11,地下1階　　切符売り場,全日始発～終電,4：50～24：30　,,139.7862595,35.69739423
利用時間制限有,協力施設,東京都交通局浅草線浅草橋駅　浅草橋駅駅長事務室コンコース,111-0053,台東区浅草橋1‐18‐11,地下1階　浅草橋駅駅長事務室コンコース,全日始発～終電,4：50～24：30,,139.7867218,35.69802535
利用時間制限有,協力施設,東京都交通局都営浅草線浅草駅　駒形橋方面改札口,111-0043,台東区駒形1‐12‐14,地下1階改札口,全日始発～終電,5：00～24：30　,,139.7959736,35.70859661
利用時間制限有,協力施設,東京都交通局都営浅草線浅草駅　雷門方面改札口,111-0043,台東区駒形1‐12‐14,地下1階改札口,全日始発～終電,5：00～24：30　,,139.7965536,35.70913197
利用時間制限有,協力施設,東京都東部公園緑地事務所,110-0007,台東区上野公園7‐47,２階執務室入口脇,月～金　,9：00～17：45　,,139.7763752,35.71499956
２４時間対応可能,協力施設,上野消防署谷中出張所,110-0001,台東区谷中1‐1‐25,1階受付,全日,24時間可能,,139.768615,35.71998042
利用時間制限有,協力施設,東京都交通局浅草線蔵前駅　A1改札内,111-0051,台東区蔵前2‐3‐1,A1改札内精算機付近（地下1階）,全日始発～終電,4：50～24：30　,,139.7904499,35.70272322
利用時間制限有,協力施設,東京都交通局浅草線蔵前駅　A2改札内,111-0051,台東区蔵前2‐3‐1,A2改札内精算機付近（地下1階）,全日始発～終電,4：50～24：30,,139.7914462,35.70357945
利用時間制限有,協力施設,東京都交通局浅草線蔵前駅　A3改札外,111-0051,台東区蔵前2‐3‐1,A3改札外券売機付近（地下1階）,全日始発～終電,4：50～24：30,,139.7903554,35.70285799
利用時間制限有,協力施設,東京都交通局浅草線蔵前駅　A4改札外,111-0051,台東区蔵前2‐3‐1,A4改札外券売機付近（地下1階）,全日始発～終電,4：50～24：30,,139.791522,35.70382735
利用時間制限有,協力施設,首都圏新都市鉄道株式会社つくばエクスプレス新御徒町駅,111-0056,台東区小島2‐21‐18,地下1階　改札内駅事務室前,全日,5：00～24：20,,139.7824718,35.70697315
利用時間制限有,協力施設,首都圏新都市鉄道株式会社つくばエクスプレス浅草駅,111-0035,台東区西浅草3‐1‐11,地下1階　改札内エスカレーター脇,全日,5：10～24：20,,139.7925178,35.7141597
２４時間対応可能,協力施設,上野消防署,110-0015,台東区東上野5‐2‐9,1階玄関ロビー,全日,24時間可能,,139.7809659,35.71208869
２４時間対応可能,協力施設,上野消防署下谷出張所,110-0004,台東区下谷2‐13‐1,1階受付,全日,24時間可能,,139.7837832,35.72173531
利用時間制限有,協力施設,台東都税事務所,111-0034,台東区雷門1‐6‐1,1階ロビー,月～金,8：30～17：00(開庁日のみ),,139.7921578,35.70979092
利用時間制限有,協力施設,朝日信用金庫根岸支店,110-0003,台東区根岸4‐15‐11,1階ＡＴＭコーナー,全日　祝日除く,8：00～19：00　土.日8：00～17：00,祝日休業　,139.7842475,35.72668836
利用時間制限有,協力施設,朝日信用金庫上野支店,110-0005,台東区上野4‐8‐11,1階ＡＴＭコーナー,全日,8：00～21：00　土・日・祝8：00～17：00,,139.774163,35.70968206
利用時間制限有,協力施設,朝日信用金庫本店,110-0016,台東区台東2‐8‐2,1階ＡＴＭコーナー,全日　祝日除く,8：00～21：00　土.日8：00～17：00,祝日休業　,139.7761674,35.70276767
利用時間制限有,協力施設,久保歯科医院,111-0021,台東区日本堤1‐8‐1,2階診療室,月～土　診療日診療時間内,9：30～19：00　休診日の場合は使用不可（木・土どちらか）,,139.7974111,35.72469282
利用時間制限有,協力施設,朝日信用金庫合羽橋支店,111-0036,台東区松が谷3‐18‐13,1階ＡＴＭコーナー,全日　祝日除く,8：00～19：00　土.日8：00～17：00　,祝日休業　,139.7888709,35.7163864
利用時間制限有,協力施設,朝日信用金庫浅草支店,111-0032,台東区浅草4‐49‐12,1階ＡＴＭコーナー　入口左脇,全日　祝日除く,8：00～19：00　土.日8：00～17：00,祝日休業　,139.799196,35.71842278
利用時間制限有,協力施設,朝日信用金庫浅草雷門支店,111-0032,台東区浅草2‐1‐13,1階ＡＴＭコーナー,全日,8：00～21：00　土.日.祝8：00～17：00,,139.79782,35.71332258
利用時間制限有,協力施設,東京地下鉄株式会社日比谷線三ノ輪駅,110-0011,台東区三ノ輪2‐14‐7,地下１階　事務室脇,全日,5：00～24：20,,139.7909721,35.72923179
利用時間制限有,協力施設,東京地下鉄株式会社日比谷線入谷駅,110-0013,台東区入谷1‐6‐4,地下１階　事務室脇,全日,5：00～24：00,,139.7850033,35.72129909
利用時間制限有,協力施設,日本学士院,110-0007,台東区上野公園7‐32,1階　事務室,月～金,9：30～18：15,,139.7772485,35.71611276
２４時間対応可能,協力施設,第六消防方面本部,111-0051,蔵前2‐10‐9,1階玄関,全日,夜間はインターフォン対応　　災害出動時は不在のため使用不可　,,139.7935804,35.70373225
利用時間制限有,協力施設,独立行政法人国立美術館　国立西洋美術館,110-0007,上野公園7‐7,1階インフォメーションカウンター,火～日,火・水・木・日　 9：30～17：30　　金・土　9：30～20：00,休館日使用不可,139.7758663,35.71536519
利用時間制限有,協力施設,朝日信用金庫西町支店,110-0015,東上野1‐2‐1,1階脇ＡＴＭコーナー,全日　祝日除く,8：00～19：00　土.日8：00～17：00,祝日休業　,139.781104,35.70734632
２４時間対応可能,協力施設,ライフ・エクステンション研究所付属永寿総合病院,110-0015,東上野2‐23‐16,1階エレベーター横,全日,24時間可能,,139.7797237,35.70973754
利用時間制限有,協力施設,株式会社大丸松坂屋百貨店　松坂屋上野店,110-0005,上野3‐29‐5,本館1階北側入口,全日　1月1日を除く,10:00～20：00,,139.773599,35.7077378
利用時間制限有,協力施設,東京上野税務署,110-0008,池之端1‐2‐22,上野合同庁舎　3階総務課,月～金,8：30～17：00,,139.7686251,35.70964609
利用時間制限有,協力施設,東日本旅客鉄道株式会社御徒町駅　北口,110-0005,上野5,有人改札,全日,駅営業時間内,工事等により変更の可能性あり,139.7747541,35.70780079
利用時間制限有,協力施設,東日本旅客鉄道株式会社御徒町駅　南口,110-0005,上野5,有人改札,全日,駅営業時間内,工事等により変更の可能性あり,139.7745122,35.70676388
利用時間制限有,協力施設,宗教法人 安昌寺,111-0024,台東区今戸2‐1‐12,1階玄関脇,全日,5：00～23：00,,139.8072446,35.72087299
利用時間制限有,協力施設,ＥＫＩＭＩＳＥ 1階,111-0033,花川戸1‐4‐1,1階防災センター,全日,10：00～22：00,,139.7981111,35.7117703
利用時間制限有,協力施設,ＥＫＩＭＩＳＥ　7階,111-0033,花川戸1‐4‐1,7階エレベーター前,全日,10：00～22：00,,139.7980973,35.71177593
利用時間制限有,協力施設,東日本旅客鉄道株式会社上野駅　中央改札内,110-0005,上野7‐1‐1,精算機脇,全日,駅営業時間内,工事等により変更の可能性あり,139.7766989,35.71273386
利用時間制限有,協力施設,東日本旅客鉄道株式会社上野駅　不忍改札内,110-0005,上野7‐1‐1,リテールネット臨時売店脇,全日,駅営業時間内,工事等により変更の可能性あり,139.7754073,35.71244593
利用時間制限有,協力施設,東日本旅客鉄道株式会社上野駅　公園改札内,110-0005,上野7‐1‐1,精算機脇,全日,駅営業時間内,工事等により変更の可能性あり,139.7760223,35.71378693
利用時間制限有,協力施設,東日本旅客鉄道株式会社上野駅　入谷改札内,110-0005,上野7‐1‐1,精算機脇,全日,駅営業時間内,工事等により変更の可能性あり,139.7770498,35.71313431
利用時間制限有,協力施設,東日本旅客鉄道株式会社上野駅　3階,110-0005,上野7‐1‐1,Ｆ口常磐線特急改札脇,全日,駅営業時間内,工事等により変更の可能性あり,139.7776237,35.71392862
利用時間制限有,協力施設,東日本旅客鉄道株式会社上野駅１階,110-0005,上野7‐1‐1,Ｇ口常磐線特急改札脇,全日,駅営業時間内,工事等により変更の可能性あり,139.7770155,35.71288078
利用時間制限有,協力施設,東日本旅客鉄道株式会社上野駅　１階新幹線改札内,110-0005,上野7‐1‐1,改札脇,全日,駅営業時間内,工事等により変更の可能性あり,139.777195,35.71296537
利用時間制限有,協力施設,東日本旅客鉄道株式会社上野駅地下４階　新幹線下りホーム,110-0005,上野7‐1‐1,地下４階（１９・２０番線）事務室脇,全日,駅営業時間内,工事等により変更の可能性あり,139.7779956,35.71394599
利用時間制限有,協力施設,東日本旅客鉄道株式会社上野駅地下４階　新幹線上りホーム,110-0005,上野7‐1‐1,地下４階（２１・２２番線）事務室脇,全日,駅営業時間内,工事等により変更の可能性あり,139.777892,35.71398539
利用時間制限有,協力施設,パセラリゾーツ上野御徒町店,110-0005,台東区上野1‐20‐9,1階入口,全日,月～木13：00～翌8：00　金・祝前日13：00～翌9：00　土11：30～翌9：00　日・祝日11：30～翌8：00,,139.7726452,35.70787666
利用時間制限有,協力施設,東日本旅客鉄道株式会社鶯谷駅　南口,110-0003,根岸1,有人改札内,全日,駅営業時間内,工事等により変更の可能性あり,139.7790373,35.72031976
利用時間制限有,協力施設,東日本旅客鉄道株式会社鶯谷駅　北口,110-0003,根岸1,有人改札内,全日,駅営業時間内,工事等により変更の可能性あり,139.7774684,35.72233057
利用時間制限有,協力施設,東京地下鉄株式会社日比谷線上野駅,110-0015,東上野3‐19‐6,地下1階日比谷線事務室前,全日,5：00～24：00,,139.7768468,35.71147347
利用時間制限有,協力施設,東京地下鉄株式会社銀座線上野駅,110-0015,東上野3‐19‐6,地下1階銀座線事務室脇,全日,5：00～24：00,,139.7764338,35.71193542
利用時間制限有,協力施設,東京地下鉄株式会社日比谷線仲御徒町駅,110-0005,上野5‐24‐12,地下1階駅改札口正面,全日,5：00～24：00,,139.7762041,35.7069057
利用時間制限有,協力施設,東京地下鉄株式会社銀座線田原町駅,111-0035,西浅草1‐1‐18,地下1階事務室脇,全日,5：00～24：00,,139.7909599,35.70974893
利用時間制限有,協力施設,東京地下鉄株式会社銀座線稲荷町駅,110-0015,東上野3‐33‐11,地下1階事務室脇,全日,5：00～24：00,,139.7825335,35.71135462
利用時間制限有,協力施設,東京地下鉄株式会社銀座線上野広小路駅,110-0005,上野3‐29‐3,地下1階事務室脇,全日,5：00～24：00,,139.7729912,35.70771475
利用時間制限有,協力施設,東京地下鉄株式会社銀座線浅草駅,111-0032,浅草1‐1‐3,地下1階雷門口改札横,全日,5：00～24：00,,139.7974986,35.71083328
利用時間制限有,協力施設,宗教法人浅草寺　警備室,111-0032,浅草2‐3‐1,警備室内,全日,9：00～17：00,,139.7963894,35.71393623
利用時間制限有,協力施設,宗教法人浅草寺　本堂,111-0032,浅草2‐3‐1,本堂内,全日,4月～9月6：00～17：00　10月～3月6：30～17：00,,139.7967105,35.71460605
利用時間制限有,協力施設,浅草寺福祉会館,111-0032,浅草2‐3１‐８,1階事務室窓口傍（ロビー入ってカウンター左手）,火～日,9：00～17：00,夜間は人不在,139.7975106,35.71588528
２４時間対応可能,協力施設,浅草警察署,111-0032,浅草4‐47‐11,受付（入口左側）,全日,24時間可能,,139.7978728,35.71893195
２４時間対応可能,協力施設,西浅草三丁目交番,111-0035,台東区西浅草3‐28‐21,交番内,全日,24時間可能,,139.7923916,35.71718823
２４時間対応可能,協力施設,公園六区交番,111-0032,台東区浅草2‐6‐5,交番内,全日,24時間可能,,139.7934106,35.71377059
２４時間対応可能,協力施設,雷門交番,111-0032,台東区浅草1‐3‐1,交番内,全日,24時間可能,,139.7964744,35.71103886
２４時間対応可能,協力施設,花川戸交番,111-0033,台東区花川戸1‐2‐1,交番内,全日,24時間可能,,139.7980642,35.71081628
２４時間対応可能,協力施設,聖天町交番,111-0032,台東区浅草7‐2‐1,交番内,全日,24時間可能,,139.801997,35.71554487
２４時間対応可能,協力施設,橋場交番,111-0022,台東区清川2‐1‐2,交番内,全日,24時間可能,,139.8045829,35.72642331
２４時間対応可能,協力施設,東浅草交番,111-0025,台東区東浅草2‐1‐1,交番内,全日,24時間可能,,139.8012884,35.72302259
２４時間対応可能,協力施設,吉原交番,111-0031,台東区千束4‐33‐1,交番内,全日,24時間可能,,139.7960103,35.72433473
２４時間対応可能,協力施設,日本堤交番,111-0021,台東区日本堤1‐24‐13,交番内,全日,24時間可能,,139.800012,35.72743047
２４時間対応可能,協力施設,日本堤消防署,111-0031,千束4‐1‐1,1階ロビー脇,全日,受付24時間常駐,,139.7980732,35.72339862
２４時間対応可能,協力施設,日本堤消防署二天門出張所,111-0032,浅草2‐35‐9,1階ロビー脇,全日,受付24時間常駐,,139.7977786,35.71425024
２４時間対応可能,協力施設,日本堤消防署今戸出張所,110-0013,今戸2‐33‐3,1階ロビー右側通信室内,全日,受付24時間常駐,,139.8046393,35.72224297
利用時間制限有,協力施設,東日本旅客鉄道株式会社浅草橋駅　東口,111-0053,浅草橋1,改札内,全日,4：15～24：50,工事等により変更の可能性あり,139.7859484,35.69746415
利用時間制限有,協力施設,東日本旅客鉄道株式会社浅草橋駅　西口,111-0053,浅草橋1,改札内,全日,5：30～23：30,工事等により変更の可能性あり,139.7830534,35.69756008
利用時間制限有,協力施設,京成電鉄株式会社上野駅,110-0007,上野公園1‐60,改札出入口,全日,4：30～24：30,,139.7734258,35.71119994
利用時間制限有,協力施設,東武鉄道株式会社浅草駅,111-0033,花川戸1‐4‐1,2階正面口改札付近,全日,始発～終電,,139.7983093,35.71196527
２４時間対応可能,協力施設,浅草消防署浅草橋出張所,111-0053,浅草橋3‐10‐5,1階受付,全日,24時間可能,,139.7840524,35.70145942
２４時間対応可能,協力施設,浅草消防署,111-0043,駒形1‐5‐8,1階受付,全日,24時間可能,,139.7940209,35.70742464
利用時間制限有,協力施設,タリーズコーヒー隅田公園店,111-0033,台東区花川戸1‐1‐31　 隅田公園内,店内,全日,9：00～21：00,,139.8011072,35.71340441
２４時間対応可能,区施設,台東１丁目区民館,,台東区台東1-25-5,1階受付内,月～日　年末年始、休館日除く,9時～22時,夜間は1階防災センターで対応,139.7777039,35.70160347
２４時間対応可能,区施設,台東区立台東病院（購入）,,台東区千束3-20-5,2階リハビリ室前,全日,24時間対応,外来時間外は救急時間外入口で対応可能,139.7926147,35.7227931
２４時間対応可能,区施設,上野中央通り地下駐車場,,台東区上野2-13先,地下2階管理室,全日,24時間対応,,139.7731301,35.71011929
２４時間対応可能,区施設,みのわ高齢者在宅サービスセンター,,台東区三ノ輪1-27-11,3階廊下,月～土,8:30～17:15備考参照,夜間・日曜日は警備員受付で対応可能,139.7922106,35.72915203
２４時間対応可能,区施設,くらまえ高齢者在宅サービスセンター,,台東区蔵前2-11-7,6階リハビリ室,月～土　年始休業日除く,8:30～17:15備考参照,夜間は警備員受付で対応可能,139.7929786,35.70368368
２４時間対応可能,区施設,まつがや高齢者在宅サービスセンター（台東区立ケアハウス松が谷）,,台東区松が谷4-4-3,1階ロビー脇（警備員室入口横）,全日,24時間利用可能,,139.7876111,35.71752778
２４時間対応可能,区施設,区役所本庁舎１階,,台東区東上野4-5-6,1階案内カウンター,月～土　年始休業日除く,8:30～17:15備考参照,夜間は庁舎１階浅草側夜間窓口で対応可能,139.779933,35.71258883
利用時間制限有,区施設,上野小学校,,台東区東上野6-16-8,幼稚園側体育館入口そば,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7837982,35.71340819
利用時間制限有,区施設,平成小学校,,台東区台東4-21-15,1階第2会議室前,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7800733,35.70654884
利用時間制限有,区施設,根岸小学校,,台東区根岸3-9-8,1階玄関,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7787324,35.72378204
利用時間制限有,区施設,東泉小学校,,台東区三ノ輪1-23-9,1階東泉小コミュニティー及び東泉小子どもクラブ入口玄関ロビー脇,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7921063,35.72873037
利用時間制限有,区施設,忍岡小学校,,台東区池之端2-1-22,１階玄関脇(校庭側),月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7667468,35.71396309
利用時間制限有,区施設,谷中小学校,,台東区谷中2-9-16,1階玄関ホール主事室脇,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7653937,35.72402645
利用時間制限有,区施設,金曽木小学校,,台東区根岸4-16-22,1階音楽室側階段脇,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7853694,35.72571617
利用時間制限有,区施設,黒門小学校,,台東区上野1-16-20,1階東玄関(体育館入口),月～金　,8：10～16：40　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのため東門でのインターフォン対応,139.7713967,35.70684084
利用時間制限有,区施設,大正小学校,,台東区入谷2-23-8,1階ロビーコミュニティー入口正面,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7880771,35.72097413
利用時間制限有,区施設,浅草小学校,,台東区花川戸1-14-15,1階校庭への通用口左壁面,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7989842,35.71357102
利用時間制限有,区施設,台東育英小学校,,台東区浅草橋5-1-35,1階玄関,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7824695,35.69955528
利用時間制限有,区施設,蔵前小学校,,台東区蔵前4-19-11,3階体育館付近,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応　,139.7892657,35.70439211
利用時間制限有,区施設,東浅草小学校,,台東区東浅草2-27-19,1階昇降口入口,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7985281,35.72453152
利用時間制限有,区施設,富士小学校,,台東区浅草4-48-9,1階コミュニテイー入口右側の壁,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7983676,35.7187367
利用時間制限有,区施設,松葉小学校,,台東区松が谷1-13-16,1階受付前の階段横,月～金　,8：15～16：45　,学校授業日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7868404,35.71221752
利用時間制限有,区施設,千束小学校,,台東区浅草4-24-11,1階玄関,月～金　,8：15～16：45　,学校授業日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7940074,35.71932245
利用時間制限有,区施設,石浜小学校,,台東区清川1-14-21,1階玄関右側主事室内　右側壁,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.8034218,35.72490853
利用時間制限有,区施設,田原小学校,,台東区雷門1-5-14,1階給食室前,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7927686,35.7101392
利用時間制限有,区施設,金竜小学校,,台東区千束1-9-9,1階玄関ホール脇　コミュニティ出入口横,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7901673,35.71861061
利用時間制限有,区施設,御徒町台東中学校,,台東区台東4-13-16,2階渡り廊下,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.777265,35.70685376
利用時間制限有,区施設,柏葉中学校,,台東区下谷3-1-29,2階事務室前,月～金　,8：15～16：45　,学校授業日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7858721,35.723424
利用時間制限有,区施設,上野中学校,,台東区上野桜木1-14-55,2階職員室前廊下の壁,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7751267,35.72125196
利用時間制限有,区施設,忍岡中学校,,台東区上野公園18-20,1階校庭側出入口,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.779068,35.71932036
利用時間制限有,区施設,桜橋中学校,,台東区今戸2-1-8,1階玄関受付窓口の左側,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.8069505,35.7207471
利用時間制限有,区施設,駒形中学校,,台東区北上野2-15-1,1階保健室前,月～金　,8：15～16：45　,学校授業日　体育館開放日　職員在勤時　利用可能　オートロックのためインターフォン対応,139.7841907,35.71734955
利用時間制限有,区施設,石浜橋場こども園,,台東区橋場1-35-1,職員室入口手前右側,月曜日 ～土曜日（　祝日　年末年始　除く）　,7:15～19:15,オートロックのため　インターフォン対応,139.807527,35.72543753
利用時間制限有,区施設,ことぶきこども園,,台東区寿1-10-9,玄関来客用下駄箱付近,月曜日 ～土曜日（祝日　年末年始　除く）,7:00～20:00,オートロックのため　インターフォン対応,139.7889845,35.70686148
利用時間制限有,区施設,環境ふれあい館ひまわり,,台東区蔵前4-14-6,1階ロビー,第4月曜日（祝日の場合、翌平日）と年末年始休館日除く,9:00～21:00,,139.7896535,35.70374722
