年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
対前年・前年同期増減数／女／平成18年１～３月平均,2006,01～03,0,26,‐,‐,‐,-9,‐,‐,‐,‐,‐,-14,‐
対前年・前年同期増減数／女／平成18年４～６月平均,2006,04～06,4,1,‐,‐,‐,-2,‐,‐,‐,‐,‐,-3,‐
対前年・前年同期増減数／女／平成18年７～９月平均,2006,07～09,1,16,‐,‐,‐,-12,‐,‐,‐,‐,‐,8,‐
対前年・前年同期増減数／女／平成18年10～12月平均,2006,10～12,7,-16,‐,‐,‐,-18,‐,‐,‐,‐,‐,-11,‐
対前年・前年同期増減数／女／平成19年１～３月平均,2007,01～03,-2,15,‐,‐,‐,-2,‐,‐,‐,‐,‐,16,‐
対前年・前年同期増減数／女／平成19年４～６月平均,2007,04～06,-1,-1,‐,‐,‐,8,‐,‐,‐,‐,‐,-43,‐
対前年・前年同期増減数／女／平成19年７～９月平均,2007,07～09,7,-30,‐,‐,‐,16,‐,‐,‐,‐,‐,-28,‐
対前年・前年同期増減数／女／平成19年10～12月平均,2007,10～12,-4,-22,‐,‐,‐,19,‐,‐,‐,‐,‐,1,‐
対前年・前年同期増減数／女／平成20年１～３月平均,2008,01～03,3,-21,‐,‐,‐,31,‐,‐,‐,‐,‐,1,‐
対前年・前年同期増減数／女／平成20年４～６月平均,2008,04～06,1,-21,‐,‐,‐,32,‐,‐,‐,‐,‐,19,‐
対前年・前年同期増減数／女／平成20年７～９月平均,2008,07～09,5,-8,‐,‐,‐,8,‐,‐,‐,‐,‐,39,‐
対前年・前年同期増減数／女／平成20年10～12月平均,2008,10～12,11,12,‐,‐,‐,-12,‐,‐,‐,‐,‐,20,‐
対前年・前年同期増減数／女／平成21年１～３月平均,2009,01～03,-11,-11,26,-4,-22,-1,-8,26,-13,16,-6,3,7
対前年・前年同期増減数／女／平成21年４～６月平均,2009,04～06,2,-5,20,8,-56,10,-5,20,21,19,17,13,-4
対前年・前年同期増減数／女／平成21年７～９月平均,2009,07～09,1,-7,-5,-1,-6,-3,0,0,11,4,-6,9,-4
対前年・前年同期増減数／女／平成21年10～12月平均,2009,10～12,-14,-31,-17,72,20,0,3,-27,15,-13,14,-9,-15
対前年・前年同期増減数／女／平成22年１～３月平均,2010,01～03,-12,-48,0,42,5,4,0,4,-8,-5,20,41,-14
対前年・前年同期増減数／女／平成22年４～６月平均,2010,04～06,-11,1,14,-7,-16,1,0,13,-10,3,6,21,4
対前年・前年同期増減数／女／平成22年７～９月平均,2010,07～09,-18,28,12,7,-45,10,8,-2,-16,-6,-10,5,-8
,,,,,,,,,,,,,,,
東京の労働力統計データ（平成22年７～９月平均）,,,,,,,,,,,,,,,
第４表　主な産業別就業者数  ,,,,,,,,,,,,,,,
