年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
対前年・前年同期増減数／女／平成17年１～３月平均,2005,01～03,6,-10,‐,‐,‐,-6,‐,‐,‐,‐,‐,45,‐
対前年・前年同期増減数／女／平成17年４～６月平均,2005,04～06,-43,13,‐,‐,‐,-19,‐,‐,‐,‐,‐,82,‐
対前年・前年同期増減数／女／平成17年７～９月平均,2005,07～09,-28,15,‐,‐,‐,-4,‐,‐,‐,‐,‐,44,‐
対前年・前年同期増減数／女／平成17年10～12月平均,2005,10～12,-17,29,‐,‐,‐,-7,‐,‐,‐,‐,‐,8,‐
対前年・前年同期増減数／女／平成18年１～３月平均,2006,01～03,2,27,‐,‐,‐,-7,‐,‐,‐,‐,‐,-16,‐
対前年・前年同期増減数／女／平成18年４～６月平均,2006,04～06,1,-5,‐,‐,‐,-1,‐,‐,‐,‐,‐,-2,‐
対前年・前年同期増減数／女／平成18年７～９月平均,2006,07～09,-1,11,‐,‐,‐,-9,‐,‐,‐,‐,‐,13,‐
対前年・前年同期増減数／女／平成18年10～12月平均,2006,10～12,4,-10,‐,‐,‐,-18,‐,‐,‐,‐,‐,-2,‐
対前年・前年同期増減数／女／平成19年１～３月平均,2007,01～03,1,15,‐,‐,‐,-3,‐,‐,‐,‐,‐,9,‐
対前年・前年同期増減数／女／平成19年４～６月平均,2007,04～06,-1,-2,‐,‐,‐,7,‐,‐,‐,‐,‐,-42,‐
対前年・前年同期増減数／女／平成19年７～９月平均,2007,07～09,11,-20,‐,‐,‐,16,‐,‐,‐,‐,‐,-33,‐
対前年・前年同期増減数／女／平成19年10～12月平均,2007,10～12,-1,-21,‐,‐,‐,19,‐,‐,‐,‐,‐,-1,‐
対前年・前年同期増減数／女／平成20年１～３月平均,2008,01～03,1,-20,‐,‐,‐,31,‐,‐,‐,‐,‐,9,‐
対前年・前年同期増減数／女／平成20年４～６月平均,2008,04～06,3,-11,‐,‐,‐,33,‐,‐,‐,‐,‐,23,‐
対前年・前年同期増減数／女／平成20年７～９月平均,2008,07～09,5,-2,‐,‐,‐,7,‐,‐,‐,‐,‐,37,‐
対前年・前年同期増減数／女／平成20年10～12月平均,2008,10～12,12,8,‐,‐,‐,-12,‐,‐,‐,‐,‐,16,‐
対前年・前年同期増減数／女／平成21年１～３月平均,2009,01～03,-5,-7,24,-4,-19,0,-9,20,-19,27,-8,-1,11
対前年・前年同期増減数／女／平成21年４～６月平均,2009,04～06,6,-3,19,7,-54,10,-10,-2,13,12,9,6,-7
対前年・前年同期増減数／女／平成21年７～９月平均,2009,07～09,-1,-4,1,-3,-10,-2,-2,0,-5,0,-1,13,1
対前年・前年同期増減数／女／平成21年10～12月平均,2009,10～12,-15,-33,-18,71,31,-3,-5,-34,9,-12,5,-8,-18
対前年・前年同期増減数／女／平成22年１～３月平均,2010,01～03,-14,-45,-6,39,12,2,4,19,2,-16,13,33,-19
対前年・前年同期増減数／女／平成22年４～６月平均,2010,04～06,-14,-2,11,-8,-26,1,-1,16,0,-4,-5,12,7
対前年・前年同期増減数／女／平成22年７～９月平均,2010,07～09,-16,25,13,7,-24,7,-3,-5,-7,3,-7,3,-5
対前年・前年同期増減数／女／平成22年10～12月平均,2010,10～12,-7,28,10,-17,-2,23,-8,-6,13,-2,4,9,0
,,,,,,,,,,,,,,,
東京の労働力統計データ（平成22年10～12月平均）,,,,,,,,,,,,,,,
第５表　主な産業別雇用者数 ,,,,,,,,,,,,,,,
