市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,住所,方書,緯度,経度,電話番号,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細
132284,82,東京都,あきる野市,市民運動広場野球場,シミンウンドウヒロバヤキュウジョウ,,あきる野市二宮702-1,,35.727459,139.31077,042-559-1163,月水木金土日,7:00,17:00,▽休場日　毎週火曜日(祝日の場合は開場、翌日休場)、年末年始　＊詳しくは秋川体育館でご確認ください。,▽野球場 2面,,,,197-0814,①ＪＲ五日市線「東秋留駅」より徒歩20分、②ＪＲ青梅線「拝島駅」よりバス（二宮経由秋川駅行約15分）にて「東中学校入口」下車、徒歩１分、③ＪＲ青梅線「福生駅」よりバス（市役所経由秋川駅行・五日市駅行、約15分）にて「東中学校入口」下車、徒歩１分,有,約200台,,,,,,,
132284,83,東京都,あきる野市,市民運動広場相撲場,シミンウンドウヒロバスモウジョウ,,あきる野市二宮670-5,,35.729398,139.30241,042-559-1163,月水木金土日,7:00,17:00,▽休場日　毎週火曜日(祝日の場合は開場、翌日休場)、年末年始　＊詳しくは秋川体育館でご確認ください。,▽相撲場 2面,,,,197-0814,①ＪＲ五日市線「東秋留駅」より徒歩20分、②ＪＲ青梅線「拝島駅」よりバス（二宮経由秋川駅行約15分）にて「東中学校入口」下車、徒歩１分、③ＪＲ青梅線「福生駅」よりバス（市役所経由秋川駅行・五日市駅行、約15分）にて「東中学校入口」下車、徒歩１分,,,,,,,,,
132284,84,東京都,あきる野市,あきる野市民球場,アキルノシミンキュウジョウ,,あきる野市原小宮353,,35.737308,139.298954,042-558-8177,月水木金土日,7:00,21:30,▽休場日　毎週火曜日(祝日の場合は開場、翌日休場)　12月20日から3月20日まで,▽野球場 1面(夜間照明 6基),,,,197-0811,?JR五日市線秋川駅よりバス（瀬戸岡経由「福生駅」行にて【あきる野市民球場】下車、徒歩2分）、②JR五日市線福生駅よりバス（草花・菅瀬橋経由「武蔵五日市駅」行、「日の出折り返し場」行、秋川駅・イオンモール経由「阿伎留医療センター」行、秋川駅経由「イオンモール日の出」行、草花・瀬戸岡上多賀方面「小宮久保橋循環」行、「秋川駅」行にて【あきる野市民球場】下車、徒歩2分）,有,200台,,,,,,,
132284,85,東京都,あきる野市,山田グラウンド,ヤマダグラウンド,,あきる野市山田1-1,,35.722575,139.257728,042-596-4075,月水木金土日,7:00,21:30,▽休場日　毎週火曜日(祝日の場合は開場、翌日休場)、年末年始,▽野球場 1面、テニスコート(砂入り人工芝) 2面、管理棟　※テニスコートは2面使用でフットサル可 ,,,,190-0144,JR五日市線武蔵増戸駅より徒歩約30分,,,,,,,,,
132284,86,東京都,あきる野市,小和田グラウンド,コワダグラウンド,,あきる野市小和田8先,,35.722346,139.225315,042-596-1599,月水木金土日,7:00,17:00,▽休場日　毎週火曜日(祝日の場合は開場、翌日休場)、年末年始　＊詳しくは五日市ファインプラザでご確認ください。,▽ソフトボール場 4面、休憩場(管理棟),,,,190-0151 ,JR五日市線武蔵五日市駅より徒歩約30分,有,80台,,,,,,,
132284,87,東京都,あきる野市,グリーンスポーツ公園,グリーンスポーツコウエン,,あきる野市雨間1946,,35.716627,139.2915,042-558-3344,月水木金土日,7:00,17:00,▽休場日　毎週火曜日(祝日の場合は開場、翌日休場)、年末年始　※ランニングバーン、アスレチック遊具は休場日なし、自由使用できます。  ＊詳しくはいきいきセンターでご確認ください。,▽テニスコート(砂入り人工芝) 2面、ランニングバーン、アスレチック遊具,,,,197-0825,?JR五日市線東秋留駅より徒歩約30分、②秋川駅より徒歩40分,有,20台,,,,,,,
132284,88,東京都,あきる野市,グリーン運動広場,グリーンウンドウヒロバ,,あきる野市切欠2406-3,,35.717308,139.299056,042-558-3344,月水木金土日,7:00,17:00,▽休場日　毎週火曜日(祝日の場合は開場、翌日休場)、年末年始  ＊詳しくはいきいきセンターでご確認ください。,▽少年野球場　3面,,,,197-0824,?JR五日市線東秋留駅より徒歩約30分、②秋川駅より徒歩30分,,,,,,,,,
132284,89,東京都,あきる野市,中央図書館,チュウオウトショカン,,あきる野市秋川1-16-2,,35.730708,139.288733,042-558-1108,月火水木土日,10:00,20:00,▽休館日　毎週金曜日、第３火曜日、年末年始、特別整理日　▽開館時間　平日20:00まで、土日祝日18：00まで,"▽蔵書数　303,778冊",多目的トイレ有り、車椅子貸出有り,https://www.library.akiruno.tokyo.jp/,,197-0804,①ＪＲ五日市線「秋川駅」下車　徒歩約７分、②るのバス・西東京バス「秋川キララホール入口」下車　徒歩約３分,有,立体駐車場180台（車高2.1Ｍまで）秋川キララホールと共用のため、イベント開催時には満車となることがあります。,否,,,,,無,
132284,90,東京都,あきる野市,中央図書館増戸分室,チュウオウトショカンマスコブンシツ,,あきる野市伊奈1157-5,,35.72746,139.247559,042-596-0109,火水木金土日,10:00,18:00,▽休館日　毎週月曜日、祝日、年末年始、特別整理日,"▽蔵書数 　85,063冊",多目的トイレ有り,https://www.library.akiruno.tokyo.jp/,,190-0142 ,ＪＲ五日市線「武蔵増戸駅」下車　徒歩約１３分,無,,,,,,,無,
132284,91,東京都,あきる野市,東部図書館エル,トウブトショカンエル,,あきる野市野辺39-27,,35.725196,139.31565,042-550-5959,火水木金土日,10:00,18:00,▽休館日　毎週月曜日、祝日、年末年始、特別整理日　▽開館時間　水曜日のみ20:00まで,"▽蔵書数　114,740冊",多目的トイレ有り、車椅子貸出有り,https://www.library.akiruno.tokyo.jp/,,197-0823 ,ＪＲ五日市線「東秋留駅」下車　徒歩約　５分,有,18台,否,,,,,無,
132284,92,東京都,あきる野市,五日市図書館,イツカイチトショカン,,あきる野市五日市368,,35.729848,139.222267,042-595-0236,火水木金土日,10:00,18:00,▽休館日　毎週月曜日、祝日、年末年始、特別整理日　▽開館時間　木曜日のみ20:00まで,"▽蔵書数　129,778冊",多目的トイレ有り,https://www.library.akiruno.tokyo.jp/,,190-0164 ,ＪＲ五日市線「武蔵五日市駅」下車　徒歩約１１分,有,14台,否,,,,,無,
