ID,住所（都道府県名）,住所（市区町村名）,住所（それ以降の住所）,設置者・運営会社,緯度,経度,拠点名,カテゴリ,駐車料金,営業時間,定休日,使用可否,使用可否でその他の場合,充電器数（充電器台数合計）,充電器数（使用できない台数）,充電器数（急速充電器数）,"充電器数（普通（200V）
充電器数）","充電器数（普通（100V）
充電器数）",利用料金（急速充電器料金）,利用料金（普通充電器200V料金）,利用料金（普通充電器100V料金）,現地調査_利用制限（急速充電器）,現地調査_利用制限（普通充電器）,型式（急速充電器）,型式（普通（200V）充電器）,型式（普通（100V）充電器）,設置年数,充電規格（急速充電器）,急速充電器コネクタ数（1台あたり）,普通充電器200Vコネクタ数（1台あたり）,普通充電器100Vコネクタ数（1台あたり）,出力（急速充電器）,出力（普通（200V）充電器）,出力（普通（100V）充電器）,メーカー（急速充電器）,メーカー（普通（200V/）充電器）,メーカー（普通（100V）充電器）,周辺情報,周辺看板の有無,周知箇所（敷地外）,周知箇所（敷地入口・入口付近）,周知箇所（敷地内・敷地内誘導看板）,周知箇所（機器周辺）,駐車スペースの制限,その他の制限
138,東京都,板橋区,相生町13-8,日産プリンス東京販売株式会社,35.77727536,139.6793591,日産プリンス東京板橋中台店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,ゲームセンター,あり,0,1,0,0,情報無し,情報無し
139,東京都,板橋区,本町10-12,日産プリンス東京販売株式会社,35.76205284,139.7089258,日産プリンス東京板橋本町店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,レンタルビデオ店,あり,0,1,0,0,情報無し,情報無し
140,東京都,練馬区,大泉町5-33-6,日産プリンス東京販売株式会社,35.75796658,139.5914758,日産プリンス東京大泉店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,1500円/回（税抜）最大充電時間30分,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、飲食店,あり,0,1,0,0,情報無し,情報無し
141,東京都,練馬区,谷原1-21-19,東京日産自動車販売株式会社,35.75277343,139.6197916,東京日産谷原店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,30分540円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、飲食店,あり,0,1,0,0,高さ：2.2m（3階・5階駐車スペース店舗入口寄り）,利用時にショールーム受付に声掛けが必要
142,東京都,練馬区,北町1-7-6,日産プリンス東京販売株式会社,35.76297674,139.6685829,日産プリンス東京練馬北町店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、ガソリンスタンド,あり,0,1,0,0,情報無し,情報無し
143,東京都,足立区,加平3-1-20,日産プリンス東京販売株式会社,35.7777712,139.8282771,日産プリンス東京足立加平店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,電気量販店、飲食店,あり,0,1,0,0,情報無し,店舗閉店時も会員様は利用可能
144,東京都,足立区,西新井本町2-1-15,日産プリンス東京販売株式会社,35.77797135,139.7776129,日産プリンス東京西新井大師店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,高さ：2.5m／長さ：5.5m,情報無し
145,東京都,足立区,千住仲町18,パーク24株式会社,35.74659277,139.800322,タイムズ東京芸術センター前,コインパーキング/駐車場,"【最大料金】駐車後24時間：2,420円／【基本料金】8:00～22:00：30分/330円／22:00～8:00：120分/110円
",24時間,無休,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,EVG1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア,あり,0,0,1,1,情報無し,情報無し
146,東京都,足立区,谷在家3-20-15,東京日産自動車販売株式会社,35.7893646,139.769827,東京日産西新井店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、衣料用品店、日暮里・舎人ライナー「谷在家駅」,あり,0,0,1,1,情報無し,情報無し
147,東京都,足立区,中央本町1-1-3,日産プリンス東京販売株式会社,35.76953467,139.8036756,日産プリンス東京千住店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,8年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー、飲食店、衣料用品店,あり,0,1,0,0,情報無し,情報無し
148,東京都,足立区,椿2-3-6,日産プリンス東京販売株式会社,35.77852298,139.757344,日産プリンス東京西新井鹿浜店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,6年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
149,東京都,足立区,保木間2-1-5,東京日産自動車販売株式会社,35.79370928,139.8026555,東京日産足立店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,最大利用可能時間30分,設備無し,NSQC443BB,設備無し,設備無し,6年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,公園、リサイクルショップ,あり,0,0,1,0,情報無し,情報無し
150,東京都,葛飾区,白鳥4-5-15,日産プリンス東京販売株式会社,35.75195972,139.8495759,日産プリンス東京葛飾店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,6年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー、公園、飲食店,あり,0,1,0,0,情報無し,情報無し
151,東京都,葛飾区,立石5-3-1,日産プリンス東京販売株式会社,35.7435053,139.8431248,日産プリンス東京葛飾立石店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,6年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー、衣料用品店,あり,0,1,0,0,情報無し,情報無し
152,東京都,江戸川区,西葛西4-2-43,日産プリンス東京販売株式会社,35.669401,139.8613303,日産プリンス東京葛西店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,8年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー,あり,0,1,0,0,高さ：2.1m／幅：2.5m／長さ：6.0m／重量：3.0ｔ,情報無し
153,東京都,江戸川区,中央3-19-7,日産プリンス東京販売株式会社,35.71389975,139.8742881,日産プリンス東京江戸川中央店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,その他,故障中,1,1,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,なし,あり,0,1,0,0,高さ：2.1m／重量：2.0ｔ,情報無し
154,東京都,八王子市,西片倉3-20-4,東京日産自動車販売株式会社,35.63501166,139.3262237,東京日産八王子みなみ野店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,2,0,2,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,最大利用可能時間30分,設備無し,不明,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD./新電元",設備無し,設備無し,コンビニエンスストア、公園,あり,0,1,0,0,情報無し,情報無し
155,東京都,八王子市,大和田町3-9-16,日産プリンス西東京販売株式会社,35.66218488,139.3529801,日産プリンス西東京大和田店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,1500円/回,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,高さ：2.1m,情報無し
156,東京都,八王子市,東浅川町556-10,日産プリンス西東京販売株式会社,35.64541876,139.2946099,日産プリンス西東京八王子東浅川店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、スーパー、飲食店,あり,0,1,0,0,情報無し,情報無し
157,東京都,八王子市,堀之内2-1-8,日産プリンス西東京販売株式会社,35.62771085,139.3973056,日産プリンス西東京ニュータウン堀之内店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、飲食店,あり,0,1,0,0,情報無し,情報無し
158,東京都,八王子市,堀之内3-28,東京日産自動車販売株式会社,35.62444072,139.3998542,東京日産堀之内駅前店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,充電は1回まで,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,高さ：2.1m,情報無し
159,東京都,青梅市,野上町3-23-5,日産プリンス西東京販売株式会社,35.78831063,139.2922483,日産プリンス西東京青梅店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,1500円/回,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー、飲食店,あり,0,1,0,0,高さ：2.1mまで,情報無し
160,東京都,府中市,白糸台3-31-3,日産プリンス西東京販売株式会社,35.6673398,139.5160099,日産プリンス西東京府中白糸台店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,会員カードプランにより異なる、会員以外1回30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,飲食店、ガソリンスタンド,あり,0,1,0,0,情報無し,情報無し
161,東京都,昭島市,昭和町1-2-12,東京日産自動車販売株式会社,35.70965884,139.3687112,東京日産昭島店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,会員カードプランにより異なる、会員以外1回30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,飲食店,あり,0,1,0,0,情報無し,情報無し
162,東京都,町田市,金森4-2-22,日産プリンス西東京販売株式会社,35.52549885,139.4660038,日産プリンス西東京町田南店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー、飲食店、レンタルビデオ店,あり,0,1,0,0,情報無し,情報無し
163,東京都,町田市,小山町1188-7,東京日産自動車販売株式会社,35.59566146,139.3726525,東京日産多摩境店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、飲食店,あり,0,1,0,0,情報無し,情報無し
164,東京都,町田市,忠生1-27-4,日産プリンス西東京販売株式会社,35.57490228,139.418376,日産プリンス西東京町田忠生店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,6年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、飲食店,あり,0,1,0,0,情報無し,情報無し
165,東京都,町田市,能ヶ谷2-4-6,日産プリンス西東京販売株式会社,35.58332077,139.4785312,日産プリンス西東京町田鶴川店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,0,高さ：2.0m／重量：2.0ｔ,情報無し
166,東京都,町田市,本町田3301-1,東京日産自動車販売株式会社,35.57159068,139.4430803,東京日産本町田店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,充電は1回まで,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,公園、ドラッグストア、飲食店,あり,0,1,0,0,高さ：2.4m,情報無し
167,東京都,小平市,花小金井3-32-2,日産プリンス西東京販売株式会社,35.73753445,139.5170762,日産プリンス西東京小平花小金井店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,ゴルフ練習場、リサイクルショップ,あり,0,1,0,0,情報無し,情報無し
168,東京都,東村山市,秋津町2-26-1,東京日産自動車販売株式会社,35.76736669,139.48917,東京日産東村山秋津店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,営業時間中はスタッフまで,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
169,東京都,東村山市,富士見町3-27-1,日産プリンス西東京販売株式会社,35.74916614,139.4503111,日産プリンス西東京東村山店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,飲食店,あり,0,1,0,1,情報無し,情報無し
170,東京都,多摩市,永山6-22-2,東京日産自動車販売株式会社,35.6125563,139.4430957,東京日産多摩ニュータウン店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,リサイクルショップ,あり,0,1,0,0,高さ：2.1m（入庫スペースにより1.8m）／幅：2.4m／長さ：5.0m,情報無し
171,東京都,羽村市,神明台2-5-30,日産プリンス西東京販売株式会社,35.75686671,139.3265394,日産プリンス西東京羽村産業通り店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,会員カードプランにより異なる、会員以外1回30分1500円,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,7年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー,あり,0,1,0,0,情報無し,情報無し
172,東京都,あきる野市,引田361-2,日産プリンス西東京販売株式会社,35.72591392,139.2670419,日産プリンス西東京あきる野店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,1500円/回,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,ドラッグストア、飲食店,あり,0,1,0,0,高さ：2.3ｍ／重量：2.0ｔ,情報無し
173,東京都,あきる野市,秋川4-1-7,東京日産自動車販売株式会社,35.73201472,139.286821,東京日産あきる野店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,1500円/回,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,スーパー、ドラッグストア,あり,0,1,0,0,高さ：2.3ｍ,30分以上離れるときは鍵を預けること
174,東京都,西東京市,新町2-5-8,日産プリンス西東京販売株式会社,35.71414817,139.5434289,日産プリンス西東京武蔵野店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,1500円/1時間,設備無し,設備無し,現地特記事項無し,設備無し,NSQC443BB,設備無し,設備無し,8年,CHAdeMO,1,0,0,44kW（最大電圧値500V:最大電流値:125A）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,高さ：2.2ｍ,情報無し
175,東京都,江戸川区,東葛西9-3-6,株式会社島忠,35.65403261,139.8825616,ホームズ葛西店,ショッピングモール/小売店舗,無料,10:00～21:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,20kW （最大電流値: 50 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,スーパー,あり,0,1,0,0,高さ：2.3ｍ／重量：2ｔ,情報無し
176,東京都,町田市,鶴間7-3-1,万葉倶楽部株式会社,35.50785739,139.4774162,東京・湯河原温泉万葉の湯,宿泊施設,条件付き無料（7Fフロントへ申出れば、1時間無料サービスあり、以後30分毎に500円）,9:00～20:00,土曜日、日曜日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,30kW （最大電流値: 75 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,温浴施設,あり,0,0,0,1,高さ：2.1ｍ,情報無し
177,東京都,調布市,若葉町2-1-7,株式会社島忠,35.65888545,139.5867297,ホームズ仙川店,ショッピングモール/小売店舗,"料金：1～999円お買い上げで30分無料／1000円以上お買い上げで60分無料／2000円以上お買い上げで120分無料／3000円以上お買い上げで180分無料／以後30分ごとに220円(税込)／（※月～金曜　5階・屋上階限定　9：30～20：30　最大料金1,100円　）",10:00～20:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,30kW （最大電流値: 75 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、スーパー、ホームセンター,あり,0,1,1,0,情報無し,情報無し
178,東京都,あきる野市,小中野378,株式会社ファミリーマート,35.7274883,139.2139847,ファミリーマートあきる野檜原街道店,コンビニ,無料,24時間,無休,可,,1,0,1,0,0,5分まで250円、以降1分ごと50円,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,20kW （最大電流値: 50 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,なし、なし,あり,0,1,0,1,情報無し,情報無し
179,東京都,稲城市,若葉台2-4-2,大和リース株式会社,35.620334,139.470813,フレスポ若葉台,ショッピングモール/小売店舗,【月曜日~金曜日（土曜日、日曜日、祝日除く）】当日1日最大料金：800円／全日（7:00?24:30）：60分/300円／お買い上げのお客様：2時間無料,10:00～21:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,設備無し,不明,CHAdeMO,1,0,0,30kW （最大電流値: 75 A ）,設備無し,設備無し,株式会社NTTファシリティーズ,設備無し,設備無し,スーパー、ショッピングモール併設,あり,0,1,0,1,情報無し,情報無し
180,東京都,羽村市,五ノ神4-14-14,ワタヤ商事株式会社,35.759117,139.316637,プラザイン羽村,宿泊施設,300円／泊,24時間,無休,可,,1,0,0,1,0,設備無し,15分120円（税抜き）、以降1分あたり8円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IIC,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、飲食店,なし,0,0,0,0,情報無し,情報無し
181,東京都,葛飾区,奥戸3-23-19,株式会社ライフコーポレーション,35.73072481,139.8632143,ライフ奥戸店,ショッピングモール/小売店舗,無料,9:00～24:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,20kW （最大電流値: 50 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア,あり,0,0,0,1,情報無し,情報無し
182,東京都,葛飾区,水元2-11-5,株式会社ライフコーポレーション,35.78680617,139.8569367,ライフ水元店,ショッピングモール/小売店舗,無料,9:30～22:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,20kW （最大電流値: 50 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,1,情報無し,情報無し
183,東京都,葛飾区,東新小岩1-18先,葛飾区,35.71875381,139.8603387,新小岩駅東北広場（新小岩東北自転車駐車場）,自治体施設,無料,24時間,無休,可,,1,0,1,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,FRCH50B-2-01-ADF,設備無し,設備無し,不明,CHAdeMO,1,0,0,200V 50kw 50/60Hz,設備無し,設備無し,富士電機株式会社,設備無し,設備無し,スーパー,あり,0,0,0,1,高さ：2.1ｍまで,情報無し
184,東京都,江戸川区,西葛西1-13-1,行船石油株式会社,35.67057746,139.8564074,ステラ行船（ルナ行船）,その他,無料,24時間,無休,可,,2,0,0,2,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,ENT-TTA2T,設備無し,不明,なし,0,1,0,設備無し,200V/50・60Hz,設備無し,設備無し,トキコテクノ,設備無し,コンビニエンスストア,あり,0,0,1,0,情報無し,情報無し
