地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バハレーン,ブータン,バングラデシュ,ブルネイ,カンボディア,スリ・ランカ,中国,サイプラス,インド,インドネシア,イラン,イラク,イスラエル,ジョルダン,韓国・朝鮮,クウェイト,ラオス,レバノン,マレイシア,モンゴル,オマーン,モルディヴ,ネパール,パキスタン,フィリピン,カタル,サウディ・アラビア,シリア,シンガポール,タイ,トルコ,ヴィエトナム,イエメン,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェッコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルグ,ラトヴィア,リトアニア,モナコ,マルタ,モルドヴァ,マケドニア,オランダ,ノールウェー,ポーランド,ポルトガル,ルーマニア,ロシア,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,グルジア,スロヴェニア,スロヴァキア,ボスニア・ヘルツェゴヴィナ,ユーゴスラヴィア連邦共和国,アフリカ,アルジェリア,ブルンディ,ボツワナ,カメルーン,中央アフリカ,チャード,コンゴー,コンゴー民主共和国,ベナン,ジブティ,エティオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,象牙海岸共和国,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシァス,ニジェール,ナイジェリア,ルワンダ,セネガル,シエラ・レオーネ,ソマリア,スーダン,セイシェル,タンザニア,トーゴー,テュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナ・ファソ,ザンビア,ジンバブエ,アンゴラ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタ・リカ,キューバ,ドミニカ共和国,ドミニカ,エル・サルヴァドル,グァテマラ,ハイティ,ホンデュラス,ジャマイカ,メキシコ,ニカラグァ,パナマ,セント・ヴィンセント,トリニダッド・トバゴ,米国,グレナダ,アンティグァ・バーブーダ,南米,アルゼンティン,ボリヴィア,ブラジル,チリ,コロンビア,エクアドル,パラグァイ,ペルー,スリナム,ウルグァイ,ヴェネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュー・ジーランド,パプア・ニューギニア,パラオ,ソロモン,トンガ,トゥヴァル,サモア,無国籍・その他
4,13204,三鷹市,3019,1520,1499,2145,-,-,12,-,-,12,-,3,9,1035,-,16,17,24,-,3,-,678,-,2,-,34,9,-,-,5,3,164,-,-,-,17,68,3,31,-,259,-,10,3,7,1,-,1,5,-,4,31,27,1,2,-,8,9,1,-,-,-,-,3,-,-,-,-,4,-,2,-,5,21,1,-,1,-,-,110,2,-,-,-,-,-,-,-,-,-,24,1,-,-,-,-,-,-,1,-,-,-,-,-,7,-,-,1,1,-,-,-,-,-,-,-,-,-,-,6,-,3,-,-,-,-,-,-,-,1,2,1,-,-,-,-,437,-,-,-,55,1,-,-,-,-,-,-,-,-,3,-,-,-,-,378,-,-,48,7,2,26,4,1,-,1,7,-,-,-,97,70,1,-,-,-,21,-,-,-,5,-,-,9
4,13205,青梅市,1221,498,723,867,-,-,1,-,-,12,-,-,1,190,-,6,8,14,-,-,-,267,-,1,-,8,2,-,-,1,1,283,-,-,-,7,54,-,11,-,17,-,-,-,-,-,-,1,-,-,-,-,4,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,63,-,-,-,4,-,-,-,-,-,-,-,-,1,2,-,-,-,-,56,-,-,247,2,-,101,-,3,-,-,140,-,-,1,22,8,9,-,-,-,4,-,-,-,-,-,1,-
4,13206,府中市,3628,1709,1919,2851,-,-,4,1,-,14,-,5,17,1077,-,19,56,15,-,-,-,986,-,2,2,39,17,-,-,6,17,452,-,-,1,16,61,5,39,-,146,-,2,3,5,-,-,4,1,-,2,12,9,1,7,-,1,4,1,-,-,-,-,-,-,-,-,-,1,1,3,1,11,17,3,3,3,-,-,44,-,2,-,-,-,-,1,4,-,-,37,1,-,-,-,-,-,-,-,-,-,1,-,1,7,1,-,-,2,-,-,-,-,-,-,6,-,1,-,10,-,2,1,-,-,-,-,-,1,-,-,3,-,-,-,-,329,-,-,-,35,-,-,1,1,-,-,-,-,2,1,-,1,-,-,288,-,-,197,5,-,152,2,12,-,-,26,-,-,-,65,34,3,-,-,-,25,2,-,1,-,-,-,3
4,13207,昭島市,2120,995,1125,1791,-,-,2,-,-,33,-,-,3,530,-,7,14,19,-,-,-,845,-,10,-,5,-,-,-,16,6,247,-,-,1,5,24,-,24,-,25,-,-,-,1,-,1,-,-,-,-,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,2,2,-,1,-,-,5,4,-,-,-,-,-,-,-,-,-,9,1,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,55,-,-,-,5,-,-,1,-,-,-,-,-,-,2,-,-,-,-,47,-,-,232,2,-,115,1,5,-,5,104,-,-,-,8,7,-,-,-,-,-,-,-,-,-,-,1,-
4,13208,調布市,3419,1676,1743,2894,1,1,15,-,-,24,-,3,29,1081,-,37,54,15,-,2,5,1209,-,6,-,38,2,2,-,10,13,242,-,-,1,10,55,2,37,-,178,-,6,-,6,-,-,1,-,-,1,25,13,1,1,-,6,11,-,-,-,-,-,-,-,-,-,-,4,1,-,2,15,31,3,1,-,-,-,44,4,-,-,1,-,-,-,1,-,-,36,4,-,-,-,-,-,-,-,-,-,-,-,-,6,1,-,-,1,-,-,-,-,-,-,4,-,-,-,9,-,-,2,-,-,-,-,-,5,1,2,1,-,-,-,-,211,-,-,-,39,-,5,-,-,2,2,-,-,-,11,1,-,-,-,151,-,-,67,1,1,53,3,1,-,2,4,-,-,2,32,25,-,-,-,-,7,-,-,-,-,-,-,1
4,13209,町田市,3483,1621,1862,2861,-,2,7,-,1,23,-,5,20,1066,-,28,43,27,-,1,-,1141,-,2,-,22,4,-,-,7,20,342,-,-,-,6,65,1,28,-,172,-,3,2,3,-,-,-,3,-,2,9,23,2,5,-,1,5,-,-,-,-,-,-,-,-,-,-,7,2,4,3,4,13,4,3,2,-,-,63,8,1,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,2,-,-,2,-,-,16,3,-,-,2,-,-,-,-,2,-,2,-,-,-,16,-,1,1,-,-,-,-,1,-,-,1,6,-,-,6,-,223,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192,-,-,114,5,1,50,2,11,1,-,43,-,-,1,50,40,1,-,-,-,9,-,-,-,-,-,-,2
4,13210,小金井市,2011,1017,994,1501,-,-,11,-,-,5,-,2,7,691,-,47,31,6,-,2,1,486,-,5,-,34,16,-,-,6,4,84,1,-,-,3,41,-,16,2,183,-,1,1,-,-,-,4,3,-,-,33,13,-,5,-,3,4,-,-,-,-,-,-,-,-,-,-,2,1,5,-,23,18,7,2,1,-,-,56,-,1,-,-,-,-,-,-,-,-,22,1,-,-,-,-,-,-,1,-,-,6,-,-,2,-,-,2,2,-,1,-,-,1,-,1,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,211,-,-,-,47,-,-,1,-,-,-,-,-,-,5,-,-,-,-,158,-,-,31,4,2,15,1,4,-,-,3,-,-,2,59,50,-,-,-,-,8,-,-,-,-,-,1,4
4,13211,小平市,3470,1832,1638,2995,1,-,6,-,-,3,-,3,4,716,-,10,10,7,-,-,-,2004,1,-,-,11,2,-,-,5,9,147,-,-,-,1,37,6,12,-,78,-,2,1,-,-,-,-,3,-,1,8,8,-,3,-,3,3,-,-,-,-,-,-,-,1,-,-,1,-,3,2,1,6,2,-,3,-,-,26,-,1,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,1,-,1,12,2,-,-,-,-,-,-,-,-,-,2,-,-,-,7,-,-,1,-,-,-,2,-,3,-,-,4,-,-,-,-,89,-,-,-,11,-,-,-,-,-,-,-,-,-,1,1,-,-,1,75,-,-,250,1,2,232,1,4,1,-,9,-,-,-,22,18,-,-,-,-,4,-,-,-,-,-,-,1
4,13212,日野市,1783,836,947,1532,5,-,4,-,-,9,-,-,13,702,-,15,23,10,-,7,-,485,-,1,-,20,1,-,1,10,4,169,-,-,-,3,34,2,14,-,46,-,1,-,-,-,-,-,1,-,1,5,5,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,1,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,68,-,-,-,7,-,3,-,-,1,-,-,-,-,3,-,-,-,-,54,-,-,112,-,1,34,-,4,-,-,73,-,-,-,9,2,2,-,-,-,5,-,-,-,-,-,-,5
4,13213,東村山市,1400,621,779,1217,1,-,2,-,-,8,-,2,27,379,-,7,16,15,-,-,-,509,-,-,-,13,3,-,-,1,12,178,-,-,-,-,35,1,8,-,43,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,11,-,-,2,-,-,20,-,6,1,-,-,-,-,-,-,-,18,-,-,-,1,-,-,-,-,-,-,-,-,-,5,1,-,-,-,-,-,-,1,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,81,-,-,-,6,-,1,-,-,-,-,-,-,2,4,-,-,-,1,67,-,-,23,-,-,11,-,5,-,-,6,-,-,1,18,10,1,-,-,-,7,-,-,-,-,-,-,-
4,13214,国分寺市,1449,688,761,1155,-,-,3,-,-,4,-,-,7,519,-,13,2,7,-,-,-,470,-,1,-,6,2,-,-,-,11,80,-,-,-,1,21,1,7,-,93,-,-,-,-,-,-,3,-,-,-,9,8,-,8,-,-,3,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,11,2,3,1,-,-,38,-,1,1,-,-,-,-,1,-,-,21,1,-,-,-,-,-,-,-,-,-,1,-,-,12,1,-,-,-,-,-,-,1,-,1,1,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,108,-,-,-,34,-,-,-,-,-,-,-,1,-,1,-,-,-,-,72,-,-,34,4,-,23,-,-,-,-,7,-,-,-,38,32,-,-,-,-,6,-,-,-,-,-,-,-
4,13215,国立市,1311,633,678,1081,-,-,1,-,-,8,-,2,27,535,1,11,15,5,-,1,-,348,-,1,-,5,5,-,-,10,3,55,-,-,-,2,26,2,18,-,102,-,2,-,8,-,-,1,-,-,-,9,11,2,1,1,-,6,-,-,-,-,-,-,-,-,-,-,3,-,-,-,4,13,1,3,-,-,-,21,7,9,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,70,-,-,-,8,-,1,-,-,-,-,-,2,-,2,-,-,-,-,57,-,-,35,2,-,16,1,1,-,-,15,-,-,-,17,14,-,-,-,-,3,-,-,-,-,-,-,-
4,13218,福生市,2109,1083,1026,1445,-,-,-,-,-,6,-,-,10,347,-,3,15,15,-,-,-,494,-,6,-,16,-,-,-,16,24,316,-,-,-,-,172,1,4,-,20,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,2,3,-,-,-,6,-,-,-,-,-,-,-,1,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,17,6,-,-,-,-,-,-,-,2,-,-,-,-,-,11,-,1,3,-,-,-,-,-,-,-,-,1,-,-,-,-,170,-,-,-,5,-,-,1,-,-,-,-,-,-,-,1,-,1,-,162,-,-,426,5,1,110,-,11,-,1,296,-,1,1,4,4,-,-,-,-,-,-,-,-,-,-,-,3
4,13219,狛江市,758,339,419,613,-,-,1,-,-,-,-,-,7,226,-,7,11,2,-,-,-,191,-,-,-,15,2,-,-,5,1,118,-,-,1,2,21,2,1,-,42,-,2,1,3,-,-,1,-,-,-,4,2,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,2,-,-,-,-,15,-,1,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,75,-,-,-,10,-,-,-,-,-,-,-,-,-,4,-,-,-,-,61,-,-,12,-,2,6,-,1,-,-,3,-,-,-,8,7,-,-,-,-,1,-,-,-,-,-,-,2
4,13220,東大和市,735,301,434,654,-,-,1,-,-,3,-,-,3,117,-,7,5,1,-,-,-,310,-,-,-,6,2,-,-,1,3,183,-,-,2,2,8,-,-,-,15,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,6,1,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,20,-,-,34,-,-,22,-,3,-,-,9,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,753,299,454,652,-,-,2,-,1,9,-,1,4,252,-,-,2,10,-,1,-,159,-,-,-,3,1,-,-,2,16,160,-,-,-,-,16,1,11,1,31,-,-,-,1,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,4,2,-,5,-,-,12,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,1,-,-,-,-,-,-,-,5,-,-,1,-,-,-,-,-,-,-,-,1,-,1,-,-,41,-,-,-,4,1,-,1,-,-,1,-,-,-,1,-,-,-,-,33,-,-,11,-,-,7,1,1,-,-,2,-,-,-,6,5,-,-,-,-,-,1,-,-,-,-,-,-
4,13222,東久留米市,1184,525,659,815,-,-,-,-,1,5,-,-,13,252,-,23,16,18,-,-,-,286,-,-,-,9,4,-,-,1,13,130,-,1,1,9,30,1,2,-,74,-,1,1,2,1,-,1,-,1,-,1,8,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,-,-,2,-,4,2,-,-,37,3,1,-,-,1,-,-,-,-,-,16,-,-,-,1,-,-,-,-,-,-,-,-,-,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,246,-,2,-,39,1,-,-,-,-,1,-,-,-,3,-,-,-,-,200,-,-,20,1,-,9,2,2,-,-,3,-,1,2,5,3,-,-,-,-,2,-,-,-,-,-,-,8
4,13223,武蔵村山市,932,410,522,656,-,-,1,-,-,12,-,-,5,174,-,-,24,7,-,-,-,227,-,-,-,4,-,-,-,3,2,177,-,-,-,-,19,-,1,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,26,-,-,232,-,-,218,-,1,-,-,13,-,-,-,2,1,-,-,-,-,1,-,-,-,-,-,-,-
4,13224,多摩市,1718,726,992,1475,-,-,1,-,-,4,-,-,9,613,-,6,12,4,5,-,1,533,-,-,-,10,1,-,-,3,3,247,-,-,-,4,13,-,6,-,87,-,2,-,-,-,1,-,-,-,1,15,2,-,2,-,4,5,-,-,-,-,1,-,-,-,-,1,4,-,16,-,3,9,1,2,1,-,-,17,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,3,2,-,-,-,-,75,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,1,-,-,60,-,-,54,1,1,31,3,14,-,-,3,-,-,1,16,13,1,-,-,-,2,-,-,-,-,-,-,1
4,13225,稲城市,797,379,418,687,-,-,1,-,-,3,-,-,2,259,-,5,8,12,2,-,-,290,-,5,-,3,-,-,-,1,2,69,-,-,1,1,17,-,6,-,19,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,13,-,-,1,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,9,-,-,-,-,1,-,-,-,-,2,-,-,-,-,28,-,-,34,-,-,32,-,-,-,-,2,-,-,-,7,5,-,-,-,-,1,-,-,-,-,-,1,1
4,13227,羽村市,1450,633,817,682,-,-,4,-,-,7,-,1,-,157,-,7,1,8,-,-,-,186,-,-,-,3,-,-,-,1,7,260,-,-,-,3,30,1,6,-,15,-,1,-,-,-,-,-,1,-,-,-,1,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,1,-,-,-,4,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,71,-,-,-,-,4,-,3,-,-,-,-,-,-,1,1,-,-,-,62,-,-,674,3,5,287,-,11,-,1,367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13228,あきる野市,560,254,306,463,5,-,-,-,-,2,-,-,4,111,-,-,2,7,-,-,-,181,-,35,-,1,1,-,-,4,2,67,-,-,-,-,16,-,25,-,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,53,1,-,28,-,-,-,1,23,-,-,-,3,2,-,-,-,-,1,-,-,-,-,-,-,-
4,13229,西東京市,2330,1026,1304,1938,-,-,5,-,-,7,-,1,18,760,-,15,15,9,-,-,-,779,-,1,-,29,-,-,-,4,6,229,-,-,-,3,48,3,6,-,104,-,1,-,1,-,-,1,-,-,1,12,4,-,1,-,1,3,-,1,-,-,-,-,-,-,-,-,1,-,1,-,1,9,3,2,1,-,-,58,2,-,-,-,-,-,-,-,-,-,57,1,-,-,-,-,-,-,1,-,-,-,-,-,6,2,-,1,1,-,1,-,-,-,-,2,-,-,-,18,-,1,12,-,-,-,7,-,-,-,1,-,-,-,3,-,140,1,-,-,33,-,-,1,-,-,-,-,-,-,6,1,-,-,-,98,-,-,70,4,-,48,1,9,-,1,7,-,-,-,20,14,-,-,-,-,6,-,-,-,-,-,-,1
1,13550,町村部,788,303,485,580,-,-,1,-,-,47,-,-,-,72,-,4,19,4,-,1,-,162,-,-,-,4,-,-,-,-,5,222,-,-,-,1,27,-,11,-,15,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,4,-,-,-,-,-,7,-,-,-,-,-,-,-,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,3,-,-,2,-,-,-,-,-,-,-,-,-,-,-,56,-,-,122,2,-,84,-,-,-,-,36,-,-,-,4,2,-,-,-,-,2,-,-,-,-,-,-,3
2,13300,西多摩郡,533,252,281,373,-,-,1,-,-,47,-,-,-,59,-,4,14,4,-,1,-,82,-,-,-,4,-,-,-,-,3,119,-,-,-,1,23,-,11,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,45,-,-,105,1,-,70,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13303,瑞穂町,429,208,221,298,-,-,1,-,-,47,-,-,-,38,-,4,13,2,-,-,-,54,-,-,-,4,-,-,-,-,3,97,-,-,-,1,23,-,11,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,27,-,-,95,1,-,61,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13305,日の出町,72,32,40,55,-,-,-,-,-,-,-,-,-,19,-,-,1,2,-,-,-,23,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,10,-,-,9,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,12,4,8,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,20,8,12,14,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,255,51,204,207,-,-,-,-,-,-,-,-,-,13,-,-,5,-,-,-,-,80,-,-,-,-,-,-,-,-,2,103,-,-,-,-,4,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,4,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,11,-,-,17,1,-,14,-,-,-,-,2,-,-,-,4,2,-,-,-,-,2,-,-,-,-,-,-,2
3,13360,大島支庁,46,24,22,26,-,-,-,-,-,-,-,-,-,5,-,-,4,-,-,-,-,9,-,-,-,-,-,-,-,-,2,4,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,1,-,13,-,-,-,-,1,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,1
3,13380,三宅支庁,42,8,34,36,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,157,15,142,139,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,52,-,-,-,-,-,-,-,-,-,81,-,-,-,-,2,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,5,-,-,1,-,-,1,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,1
