大分類,中分類,小分類,施設ID,名称,緯度,経度,住所1,住所2,住所3,電話番号,FAX番号,リンク（テキスト）,リンク（URL）,備考
施設マップ,子育て・教育,中学校,262,多摩永山中学校,35.62496971,139.4471429,〒206-0025,東京都多摩市永山2-7-1,,042-371-3701,,外部リンク,http://schit.net/tama/jhtamanagayama//,
施設マップ,子育て・教育,中学校,263,落合中学校,35.61479008,139.4291509,〒206-0033,東京都多摩市落合4-14,,042-372-1861,042-337-7654,外部リンク,http://schit.net/tama/jhochiai/,
施設マップ,子育て・教育,中学校,264,青陵中学校,35.6207086,139.4393497,〒206-0012,東京都多摩市貝取2-9-1,,042-376-2211,042-337-7649,外部リンク,http://schit.net/tama/jhseiryo/,
施設マップ,子育て・教育,高等学校,265,東京都立永山高等学校,35.6136931,139.4480074,〒206-0025,東京都多摩市永山5-22,,042-374-9891,042-371-5615,外部リンク,http://www.nagayama-h.metro.tokyo.jp/site/zen/,
施設マップ,子育て・教育,学校給食センター,266,南野調理所,35.6104681,139.4386971,〒206-0032,東京都多摩市南野1-2-1,,042-371-2416,042-337-7663,,,
施設マップ,子育て・教育,学校給食センター,267,永山調理所,35.615929,139.4514793,〒206-0025,東京都多摩市永山7-1,,042-375-4661,042-337-7661,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,268,多摩市立図書館,35.61759269,139.4252308,〒206-0033,東京都多摩市落合2-29,,042-373-7955,,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,269,東寺方図書館,35.6432837,139.4377157,〒206-0003,東京都多摩市東寺方626-7,,042-371-2242,,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,270,豊ヶ丘図書館,35.61463626,139.4348648,〒206-0031,東京都多摩市豊ヶ丘5-6,,042-374-6581,,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,271,関戸図書館,35.6518357,139.445923,〒206-0011,東京都多摩市関戸1-1-5,,042-371-1004,,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,272,聖ヶ丘図書館,35.6310748,139.4581144,〒206-0022,東京都多摩市聖ヶ丘2-21-1,,042-339-7333,,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,273,永山図書館,35.6283469,139.4484153,〒206-0025,東京都多摩市永山1-5,,042-337-6211,,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,274,唐木田図書館,35.61542073,139.4133572,〒206-0034,東京都多摩市鶴牧6-14,,042-338-0660,,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,275,パルテノン多摩,35.62172588,139.426271,〒206-0033,東京都多摩市落合2-35,,042-375-1414,042-376-9191,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,276,旧多摩聖蹟記念館,35.637993,139.4607,〒206-0021,東京都多摩市連光寺5-1-1（都立桜ヶ丘公園内）,,042-337-0900,042-337-0900,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,277,旧富澤家,35.61957882,139.4260537,〒206-0033,東京都多摩市落合2-35（市立多摩中央公園内）,,042-373-0503,,,,
施設マップ,文化・スポーツ・コミュニティ,文化施設,278,旧有山家・旧加藤家,35.60686933,139.4348834,〒206-0032,東京都多摩市南野2-13（市立一本杉公園内）,,042-371-8668,,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,279,東京都多摩市立関戸・一ノ宮コミュニティセンター（関・一つむぎ館）,35.6490344,139.4495397,〒206-0011,東京都多摩市関戸4-19-5　健康センター3階,,042-375-5566,042-375-6602,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,280,東京都多摩市立桜ヶ丘コミュニティセンター（ゆう桜ヶ丘）,35.6399343,139.4465012,〒206-0013,東京都多摩市桜ヶ丘1-17-7,,042-338-7121,042-338-7123,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,281,東京都多摩市立乞田・貝取コミュニティセンター（乞田・貝取ふれあい館）,35.6309101,139.4345553,〒206-0014,東京都多摩市乞田810,,042-339-1700,042-339-1701,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,282,東京都多摩市立鶴牧・落合・南野コミュニティセンター（トムハウス）,35.61228394,139.425708,〒206-0033,東京都多摩市落合6-5,,042-371-8806,,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,283,東京都多摩市立貝取コミュニティセンター（貝取こぶし館）,35.6158574,139.4398091,〒206-0012,東京都多摩市貝取4-5-1,,042-389-4196,042-389-4197,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,284,東京都多摩市立聖ヶ丘コミュニティセンター（ひじり館）,35.6310748,139.4581144,〒206-0022,東京都多摩市聖ヶ丘2-21-1,,042-389-2211,042-389-2212,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,285,東京都多摩市立愛宕コミュニティセンター（愛宕かえで館）,35.6335458,139.434483,〒206-0041,東京都多摩市愛宕3-2,,042-375-2990,042-357-0472,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,286,東京都多摩市立唐木田コミュニティセンター（からきだ菖蒲館）,35.61555845,139.4133431,〒206-0034,東京都多摩市鶴牧6-14,,042-338-6333,042-338-6334,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,287,東京都多摩市立三方の森コミュニティ会館,35.6461771,139.4160646,〒206-0001,東京都多摩市和田1254-12,,042-339-0825,042-339-0825,,,
施設マップ,文化・スポーツ・コミュニティ,コミュニティセンター,288,東京都多摩市立和田・東寺方コミュニティセンター（大栗川・かるがも館）,35.64105063,139.4274516,〒206-0001,東京都多摩市和田2006-4,,,,,,
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,289,多摩市立総合体育館,35.64361841,139.4362186,〒206-0003,東京都多摩市東寺方588-1,,042-374-2313,042-337-7664,,,
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,290,多摩市立武道館,35.62544165,139.4589081,〒206-0024,東京都多摩市諏訪4-9,,042-371-8421,042-371-8420,,,
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,291,多摩市立陸上競技場 ,35.62503779,139.4603112,〒206-0024,東京都多摩市諏訪4-9,,042-371-8421,042-371-8420,,,
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,292,関戸公園野球場,35.65039931,139.4592704,〒206-0011,東京都多摩市関戸3-2-23 地先（多摩川敷地内）,,042-374-2313,,外部リンク,http://tama-sports.com/baseball_field/#link1,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,293,諏訪南公園野球場,35.62010178,139.453249,〒206-0024,東京都多摩市諏訪5-14-1,,042-374-2313,,外部リンク,http://tama-sports.com/baseball_field/#link2,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,294,貝取南公園野球場,35.616671,139.4388136,〒206-0012,東京都多摩市貝取4-13,,042-374-2313,,外部リンク,http://tama-sports.com/baseball_field/#link3,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,295,諏訪北公園野球場,35.62815237,139.4528614,〒206-0024,東京都多摩市諏訪3-11,,042-374-2313,,外部リンク,http://tama-sports.com/baseball_field/#link4,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,296,一本杉公園野球場,35.60780642,139.4321957,〒206-0032,東京都多摩市南野2-14-1,,042-374-2313,,外部リンク,http://tama-sports.com/baseball_field/#link5,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,297,宝野公園球技場,35.61546924,139.424209,〒206-0033,東京都多摩市落合5-5,,042-374-2313,,外部リンク,http://tama-sports.com/playing_field/#link1,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,298,諏訪南公園球技場,35.62013154,139.4532993,〒206-0024,東京都多摩市諏訪5-14-1,,042-374-2313,,外部リンク,http://tama-sports.com/playing_field/#link2,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,299,貝取南公園球技場,35.61647437,139.438053,〒206-0012,東京都多摩市貝取4-13,,042-374-2313,,外部リンク,http://tama-sports.com/playing_field/#link3,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,300,和田公園球技場,35.64036364,139.4294892,〒206-0001,東京都多摩市和田795,,042-374-2313,,外部リンク,http://tama-sports.com/playing_field/#link4,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,301,一ノ宮公園球技場,35.65574623,139.4428496,〒206-0002,東京都多摩市一ノ宮1049 地先（多摩川敷地内）,,042-374-2313,,外部リンク,http://tama-sports.com/playing_field/#link5,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,302,一本杉公園庭球場,35.60921803,139.4323454,〒206-0032,東京都多摩市南野2-14-1,,042-374-2313,,外部リンク,http://tama-sports.com/tennis_field/#link1,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,303,永山南公園庭球場,35.62204547,139.4489853,〒206-0025,東京都多摩市永山4-7-12,,042-374-2313,,外部リンク,http://tama-sports.com/tennis_field/#link2,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,305,諏訪北公園庭球場,35.6288585,139.4523914,〒206-0024,東京都多摩市諏訪3-11,,042-374-2313,,外部リンク,http://tama-sports.com/tennis_field/#link4,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,306,奈良原公園庭球場,35.6149254,139.4194488,〒206-0034,東京都多摩市鶴牧4-4,,042-374-2313,,外部リンク,http://tama-sports.com/tennis_field/#link5,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,307,貝取北公園庭球場,35.62346704,139.4412951,〒206-0012,東京都多摩市貝取2-1-1,,042-374-2313,,外部リンク,http://tama-sports.com/tennis_field/#link6,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,308,連光寺公園庭球場,35.63540377,139.463639,〒206-0021,東京都多摩市連光寺5-8-6,,042-374-2313,,外部リンク,http://tama-sports.com/tennis_field/#link7,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,309,愛宕東公園庭球場,35.63366383,139.4365357,〒206-0041,東京都多摩市愛宕1-66,,042-374-2313,,外部リンク,http://tama-sports.com/tennis_field/#link8,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,310,多摩東公園庭球場,35.62383508,139.4600853,〒206-0024,東京都多摩市諏訪4-9,,042-374-2313,,外部リンク,http://tama-sports.com/tennis_field/#link9,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,311,大谷戸公園キャンプ練習場,35.6392265,139.4577142,〒206-0021,東京都多摩市連光寺5-17-1,,042-374-2313,,外部リンク,http://tama-sports.com/camp/,（総合体育館）
施設マップ,文化・スポーツ・コミュニティ,スポーツ施設,312,多摩市立温水プール（アクアブルー多摩）,35.61230865,139.4137279,〒206-0032,東京都多摩市南野3-15-2（総合福祉センターに隣接）,,042-338-7667,042-338-7679,,,
施設マップ,観光・歴史,博物館・美術館,313,東京都埋蔵文化財センター,35.62610333,139.4277522,〒206-0033,東京都多摩市落合1-14-2,,,,外部リンク,http://www.tef.or.jp/maibun/access.jsp,
施設マップ,観光・歴史,歴史・文化財,314,パルテノン多摩,35.62174694,139.426301,〒206-0033,東京都多摩市落合2-35,,042-375-1414,042-376-9191,,,
施設マップ,観光・歴史,歴史・文化財,315,旧多摩聖蹟記念館,35.6380129,139.4606279,〒206-0021,東京都多摩市連光寺5-1-1（都立桜ヶ丘公園内）,,042-337-0900,042-337-0900,,,
施設マップ,観光・歴史,歴史・文化財,316,旧有山家・旧加藤家,35.60682946,139.4349004,〒206-0032,東京都多摩市南野2-13（市立一本杉公園内）,,042-371-8668,,,,
施設マップ,観光・歴史,歴史・文化財,317,旧富澤家,35.61959277,139.426065,〒206-0033,東京都多摩市落合2-35（市立多摩中央公園内）,,042-373-0503,,,,
施設マップ,観光・歴史,歴史・文化財,318,木造随身倚像（2体）,35.6529882,139.4422677,〒206-0002,東京都多摩市一ノ宮1-18-8（小野神社）,,,,,,都指定文化財（有形文化財）
施設マップ,観光・歴史,歴史・文化財,319,稲荷塚古墳,35.6385925,139.4347301,〒206-0004,東京都多摩市百草1140-1外,,,,,,都指定文化財（有形文化財）
施設マップ,観光・歴史,歴史・文化財,320,霞ノ関南木戸柵跡,35.64098379,139.4496663,〒206-0011,東京都多摩市関戸5-35-5・熊野神社参道,,,,,,都指定文化財（有形文化財）
施設マップ,観光・歴史,歴史・文化財,321,多摩ニュータウンNo.57遺跡（遺跡庭園「縄文の村」）,35.62635351,139.4289493,〒206-0033,東京都多摩市落合1-14-2・東京都埋蔵文化財センター,,,,,,都指定文化財（有形文化財）
施設マップ,観光・歴史,歴史・文化財,322,平久保のシイ,35.6118927,139.4290786,〒206-0033,東京都多摩市落合4-22・平久保公園,,,,,,都指定文化財（天然記念物） 
施設マップ,観光・歴史,歴史・文化財,323,旧多摩聖蹟記念館,35.6380129,139.4606279,〒206-0021,東京都多摩市連光寺5-1-1（都立桜ヶ丘公園内）,,042-337-0900,042-337-0900,,,市指定文化財（有形文化財）
施設マップ,観光・歴史,歴史・文化財,324,旧有山家,35.60666154,139.4351015,〒206-0032,東京都多摩市南野2-13（市立一本杉公園内）,,042-371-8668,,,,市指定文化財（有形文化財）
施設マップ,観光・歴史,歴史・文化財,325,関戸文書（2通）,35.63771709,139.4468579,〒206-8666,市教育委員会,,,,,,市指定文化財（有形文化財）
施設マップ,観光・歴史,歴史・文化財,326,調布玉川惣画図,35.6378032,139.4469826,〒206-8666,市教育委員会,,,,,,市指定文化財（有形文化財）
施設マップ,観光・歴史,歴史・文化財,327,阿弥陀三尊来迎板碑,35.63786205,139.4469277,〒206-8666,市教育委員会,,,,,,市指定文化財（有形民俗文化財）
施設マップ,観光・歴史,歴史・文化財,328,念仏供養板碑,35.6301652,139.441316,〒206-0012,東京都多摩市貝取1-15-15,,,,,,市指定文化財（有形民俗文化財）
施設マップ,観光・歴史,歴史・文化財,329,地蔵菩薩像,35.62895685,139.4421775,〒206-0012,東京都多摩市貝取1-18-1,,,,,,市指定文化財（有形民俗文化財）
施設マップ,観光・歴史,歴史・文化財,330,阿弥陀如来像,35.6289732,139.4421326,〒206-0012,東京都多摩市貝取1-18-1,,,,,,市指定文化財（有形民俗文化財）
施設マップ,観光・歴史,歴史・文化財,331,庚申塔,35.62890289,139.442091,〒206-0012,東京都多摩市貝取1-18-1,,,,,,市指定文化財（有形民俗文化財）
施設マップ,観光・歴史,歴史・文化財,332,麦花塚,35.6289067,139.4422023,〒206-0012,東京都多摩市貝取1-18-1,,,,,,市指定文化財（有形民俗文化財）
施設マップ,観光・歴史,歴史・文化財,333,落合白山神社の三匹獅子舞用具,35.622411,139.428459,〒206-0033,東京都多摩市落合2-2-1（落合・白山神社内）,,,,,,市指定文化財（有形民俗文化財）
施設マップ,観光・歴史,歴史・文化財,334,ケヤキ,35.6439952,139.4552475,〒206-0021,東京都多摩市連光寺1-8-9（春日神社内）,,,,,,天然記念物
施設マップ,観光・歴史,歴史・文化財,335,ムクノキ,35.6338899,139.467386,〒206-0021,東京都多摩市連光寺6-6（白山神社内）,,,,,,天然記念物
施設マップ,観光・歴史,歴史・文化財,336,スダジイ,35.6308197,139.4652002,〒206-0021,東京都多摩市連光寺6-19（八坂神社内）,,,,,,天然記念物
施設マップ,観光・歴史,歴史・文化財,337,シダレザクラ,35.6181721,139.4152269,〒206-0034,東京都多摩市鶴牧2-22-5（鶴牧西公園内）,,,,,,天然記念物
施設マップ,観光・歴史,歴史・文化財,338,スダジイ,35.6077044,139.4324257,〒206-0032,東京都多摩市南野2-14（一本杉公園内）,,,,,,天然記念物
施設マップ,観光・歴史,歴史・文化財,339,ケヤキ,35.6277686,139.429842,〒206-0031,東京都多摩市豊ヶ丘1-21-3,（子育て総合センター「たまっこ」内）,,,,,天然記念物
施設マップ,観光・歴史,歴史・文化財,340,神奈川県水量標識,35.65283056,139.4449274,〒206-0002,東京都多摩市一ノ宮2-5-8,,,,,,旧跡
施設マップ,観光・歴史,歴史・文化財,341,関戸古戦場,35.6462874,139.45157,〒206-0011,東京都多摩市関戸5 他,,,,,,旧跡
施設マップ,観光・歴史,歴史・文化財,342,赤坂駒飼場古戦場,35.64549346,139.4605521,〒206-0021,東京都多摩市連光寺1 一帯,,,,,,旧跡
施設マップ,観光・歴史,桜の見どころ,343,乞田川沿いの桜,35.630471,139.435796,,,,,,,,
施設マップ,観光・歴史,桜の見どころ,344,いろは坂の桜,35.64502213,139.4449045,,,,,,,,
施設マップ,観光・歴史,桜の見どころ,345,永山さくら通りの桜,35.619178,139.447937,,,,,,,,
施設マップ,観光・歴史,桜の見どころ,346,多摩よこやまの道の桜,35.621733,139.460221,,,,,,,,
施設マップ,観光・歴史,桜の見どころ,347,宝野公園・奈良原公園（富士見通り）,35.61414,139.423057,,,,,,,,
施設マップ,観光・歴史,桜の見どころ,348,ヤエザクラ（西落通り）,35.616805,139.424473,,,,,,,,
施設マップ,観光・歴史,桜の見どころ,349,一本杉公園,35.60713333,139.4331394,〒206-0032,東京都多摩市南野2-14,,,,,,
施設マップ,観光・歴史,桜の見どころ,350,都立桜ヶ丘公園,35.63678189,139.4608889,〒206-0021,東京都多摩市連光寺5,,,,,,
施設マップ,観光・歴史,桜の見どころ,351,しだれ桜,35.61819151,139.415516,〒206-0034,東京都多摩市鶴牧2-18,,,,,,
施設マップ,観光・歴史,梅の見どころ,352,原峰公園,35.64003912,139.4480205,〒206-0011,東京都多摩市関戸6-25-12,,,,,,
施設マップ,観光・歴史,梅の見どころ,353,多摩中央公園,35.6194445,139.4253676,〒206-0033,東京都多摩市落合2-35,,,,,,
施設マップ,観光・歴史,梅の見どころ,354,一本杉公園,35.60718975,139.4331874,〒206-0032,東京都多摩市南野2-14,,,,,,
施設マップ,観光・歴史,梅の見どころ,355,都立桜ヶ丘公園,35.63677727,139.4608979,〒206-0021,東京都多摩市連光寺5,,,,,,
施設マップ,観光・歴史,富士山スポット,356,馬引沢南公園,35.62697264,139.4610984,〒206-0022,東京都多摩市聖ヶ丘4-22,,,,,,
施設マップ,観光・歴史,富士山スポット,357,鶴牧第2公園,35.6127243,139.4188289,〒206-0034,東京都多摩市鶴牧5-39,,,,,,
施設マップ,観光・歴史,富士山スポット,358,記念館通り旧農業者大学校付近,35.6404983,139.4595127,,,,,,,,
施設マップ,観光・歴史,富士山スポット,359,よこやまの道（防人見返りの峠）,35.61683078,139.4522762,,,,,,,,
施設マップ,観光・歴史,富士山スポット,360,パルテノン多摩,35.62176439,139.4262903,〒206-0033,東京都多摩市落合2-35,,042-375-1414,042-376-9191,外部リンク,http://www.parthenon.or.jp/,
施設マップ,くらし,郵便局,361,多摩郵便局,35.621933,139.421729,〒206-8799,東京都多摩市鶴牧1-24-2,,042-374-6425,042-374-5869,外部リンク,http://map.japanpost.jp/p/search/dtl/300101250000/,
施設マップ,くらし,駐輪場,362,聖蹟桜ヶ丘駅西駐輪場,35.6508108,139.4456147,〒206-0002,東京都多摩市一ノ宮2-11-25,,042-372-4661,,,,
施設マップ,くらし,駐輪場,363,聖蹟桜ヶ丘駅南駐輪場,35.64986003,139.4458391,〒206-0002,東京都多摩市一ノ宮3-1-10,,042-337-5322,,,,
施設マップ,くらし,駐輪場,364,聖蹟桜ヶ丘駅東駐輪場,35.65127767,139.4493402,〒206-0011,東京都多摩市関戸2-43-3,,042-337-5322,,,,
施設マップ,くらし,駐輪場,365,京王永山駅駐輪場,35.63017538,139.4485774,〒206-0025,東京都多摩市永山1-18-1　京王相模原線高架下,,042-374-0402,,,,
施設マップ,くらし,駐輪場,366,永山駅駐輪場（ベルブ永山）,35.6283469,139.4484153,〒206-0025,東京都多摩市永山1-5ベルブ永山内,,042-371-6093,,,,
施設マップ,くらし,駐輪場,367,永山駅北駐輪場,35.63267862,139.4478892,〒206-0024,東京都多摩市諏訪1-82-3,,042-371-6093,,,,
施設マップ,くらし,駐輪場,368,北諏訪小南駐輪場,35.62897176,139.4504307,〒206-0024,東京都多摩市諏訪2-5 地先,,042-371-6093,,,,
施設マップ,くらし,駐輪場,369,プラザ永山駐輪場,35.6312271,139.4473681,〒206-0025,東京都多摩市永山1-3-3プラザ永山B2F,,042-374-0402,,,,
施設マップ,くらし,駐輪場,370,小田急永山駅駐輪場,35.62979445,139.4485885,〒206-0025,東京都多摩市永山1-18-1　小田急多摩線高架下,,042-376-4342,,,,
施設マップ,くらし,駐輪場,371,多摩センター駅東駐輪場,35.62587602,139.4262711,〒206-0033,東京都多摩市落合1-12-7（京王側）,東京都多摩市落合1-13-5（小田急側）,042-371-8985,,,,
施設マップ,くらし,駐輪場,372,多摩センター駅西駐輪場,35.6245082,139.422102,〒206-0034,東京都多摩市鶴牧1-19-2　相模原線高架下,,042-389-0149,,,,
施設マップ,くらし,駐輪場,373,多摩センター駅南駐輪場,35.6220061,139.4246557,〒206-0033,東京都多摩市落合1-46-1三越2F駐輪場の一部,,042-375-2112,,,,
施設マップ,くらし,駐輪場,374,唐木田駅駐輪場,35.61532294,139.4109312,〒206-0035,東京都多摩市唐木田1-5-2 鉄道上空専用物,,042-372-4536,,,,
施設マップ,くらし,投票所,375,多摩市役所,35.63711714,139.4463142,〒206-0011,東京都多摩市関戸6-12-1,,,,,,
施設マップ,くらし,投票所,376,健康センター,35.6490444,139.4495117,〒206-0011,東京都多摩市関戸4-19-5,,,,,,
施設マップ,くらし,投票所,377,連光寺本村集会所,35.64304533,139.4555299,〒206-0021,東京都多摩市連光寺2-27-16,,,,,,
施設マップ,くらし,投票所,378,聖ヶ丘小学校,35.62874105,139.4603826,〒206-0022,東京都多摩市聖ケ丘3-66,,,,,,
施設マップ,くらし,投票所,379,諏訪小学校,35.62047779,139.4553335,〒206-0024,東京都多摩市諏訪5-13,,,,,,
施設マップ,くらし,投票所,380,瓜生小学校,35.62026696,139.4458172,〒206-0025,東京都多摩市永山5-13,,,,,,
施設マップ,くらし,投票所,381,多摩永山中学校,35.62498353,139.4471373,〒206-0025,東京都多摩市永山2-7-1,,,,,,
施設マップ,くらし,投票所,382,愛和小学校,35.63505082,139.4349638,〒206-0041,東京都多摩市愛宕1-54,,,,,,
施設マップ,くらし,投票所,383,和田中学校,35.6418364,139.4302358,〒206-0001,東京都多摩市和田234,,,,,,
施設マップ,くらし,投票所,384,三方の森コミュニティ会館,35.6461771,139.4160646,〒206-0001,東京都多摩市和田1254-12,,,,,,
施設マップ,くらし,投票所,385,一ノ宮集会所,35.65285743,139.4417934,〒206-0002,東京都多摩市一ノ宮1-18-8,,,,,,
施設マップ,くらし,投票所,386,桜ヶ丘集会所,35.64117142,139.4444894,〒206-0013,東京都多摩市桜ケ丘1-1,,,,,,
施設マップ,くらし,投票所,387,旧北貝取小学校,35.6251081,139.4402911,〒206-0012,東京都多摩市貝取1-26-1,,,,,,
施設マップ,くらし,投票所,388,豊ヶ丘児童館,35.61454675,139.4345048,〒206-0031,東京都多摩市豊ケ丘5-6,,,,,,
施設マップ,くらし,投票所,389,東落合小学校,35.61870654,139.4302228,〒206-0033,東京都多摩市落合3-24,,,,,,
施設マップ,くらし,投票所,390,多摩第三小学校,35.6314239,139.4365635,〒206-0014,東京都多摩市乞田712,,,,,,
施設マップ,くらし,投票所,391,南鶴牧小学童クラブ,35.61424294,139.4180623,〒206-0034,東京都多摩市鶴牧5-43,,,,,,
施設マップ,くらし,投票所,392,北諏訪小学童クラブ,35.6302745,139.4502512,〒206-0024,東京都多摩市諏訪1-60-1,,,,,,
施設マップ,くらし,投票所,393,豊ヶ丘小学校,35.6226055,139.433814,〒206-0031,東京都多摩市豊ケ丘2-4-1,,,,,,
施設マップ,くらし,投票所,394,西落合小学校,35.61379784,139.4237031,〒206-0033,東京都多摩市落合5-6,,,,,,
施設マップ,くらし,投票所,395,鶴牧中学校,35.61390894,139.4142067,〒206-0034,東京都多摩市鶴牧6-5-1,,,,,,
施設マップ,くらし,投票所,396,貝取小学校,35.61826058,139.4411736,〒206-0012,東京都多摩市貝取3-9,,,,,,
施設マップ,くらし,投票所,397,落合中学校,35.61479012,139.4291452,〒206-0033,東京都多摩市落合4-14,,,,,,
施設マップ,くらし,投票所,398,東愛宕中学校,35.6335985,139.4322305,〒206-0041,東京都多摩市愛宕1-52,,,,,,
施設マップ,くらし,投票所,399,東寺方地区市民ホール,35.6432837,139.4377157,〒206-0003,東京都多摩市東寺方626-7,,,,,,
施設マップ,健幸処MAP,【運動】地域介護予防教室,400,三方の森元気アップ体操クラブ,35.6461938,139.416059,〒206-0001,東京都多摩市和田1254-12,三方の森コミュニティ会館,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,401,桜ヶ丘元気アップ会,35.64118083,139.4445179,〒206-0013,東京都多摩市桜ヶ丘1-1-1,桜ヶ丘集会所,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,402,ニコニコ元気アップ体操（第2・3週）,35.631075,139.458114,〒206-0022,東京都多摩市聖ヶ丘2-21-1,ひじり館,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,507,ニコニコ元気アップ体操（第1・4週）,35.6316444,139.4570472,〒206-0022,東京都多摩市聖ヶ丘2-22-4,ゆいま～る聖ヶ丘,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,403,すわ元気アップ会,35.62295006,139.4576694,〒206-0024,東京都多摩市諏訪4-2諏訪4丁目大集会所（2番地集会所）,,042-338-6924,,,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,404,落合元気くらぶ,35.61230973,139.4256882,〒206-0033,東京都多摩市落合6-5,トムハウス,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,405,わいガヤサロン,35.61545608,139.4133631,〒206-0034,東京都多摩市鶴牧6-14,からきだ菖蒲館,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,406,永山イキイキ体操,35.6215546,139.4506916,〒206-0025,東京都多摩市永山4-2-6永山東集会所,,042-338-6924,,,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,407,関一元気会,35.64910543,139.4495707,〒206-0011,東京都多摩市関戸4-19-5関・一つむぎ館,,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,408,おたっしゃ会,35.6309319,139.4345741,〒206-0014,東京都多摩市乞田810乞田・貝取ふれあい館,,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,511,一ノ宮元気アップ教室,35.652934,139.441833,〒206-0002,東京都多摩市一ノ宮1丁目18番地8　小野神社隣　一ノ宮集会所,,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,409,元気アップ体操クラブ,35.63188638,139.4316794,〒206-0041,東京都多摩市愛宕3-5-1愛宕3-5-1集会所,,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,410,和田元気アップ体操クラブ,35.6469358,139.4320021,〒206-0001,東京都多摩市和田1547愛生苑,,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
