施設名称,所在地,緯度,経度,電話番号,施設概要,URL
東京都立本所高等学校,墨田区向島三丁目37番25号,35.714604,139.811228,03-3622-0344,使用可能時間帯：午前8時30分～午後5時（土・日曜日・祝日、年末年始（12/29～1/3）、閉庁日を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
なりひら橋クリニック,墨田区向島三丁目46番10号 2階,35.711373,139.80929,03-3624-5324,使用可能時間帯：クリニックの診療時間内（詳細はHPをご確認ください）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
向島交番,墨田区向島四丁目1番5号,35.716154,139.810854,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
墨田中学校,墨田区向島四丁目25番22号,35.714949,139.811531,03-3625-0351,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
言問小学校,墨田区向島五丁目40番14号,35.71871,139.811376,03-3625-0315,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
第一寺島小学校,墨田区東向島一丁目16番2号,35.721582,139.814452,03-3614-0103,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
医療法人社団尽誠会 三浦内科医院,墨田区東向島一丁目26番10号,35.718985,139.81299,,使用可能時間帯：診療時間内,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
向島税務署,墨田区東向島二丁目7番14号,35.716959,139.815591,03-3614-5231,使用可能時間帯：午前8時30分～午後5時（土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
すみだボランティアセンター,墨田区東向島二丁目17番14号,35.718436,139.815564,03-3612-2940,使用可能時間帯：午前9時～午後9時（年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
曳舟交番,墨田区東向島二丁目26番1号,35.717734,139.816438,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東武曳舟駅,墨田区東向島二丁目26番6号,35.718032,139.816526,03-3611-3518 ,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東京曳舟病院,墨田区東向島二丁目27番1号,35.71791,139.816979,03-5655-1120,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東京東信用金庫本店,墨田区東向島二丁目36番10号,35.721379,139.817628,,使用可能時間帯：午前9時～午後3時（土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
すみだ生涯学習センター,墨田区東向島二丁目38番7号,35.721128,139.818398,03-5247-2001,使用可能時間帯：午前9時～午後9時（第4月曜日・年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東京都立墨田川高等学校,墨田区東向島三丁目34番14号,35.721853,139.816253,03-3611-2125,使用可能時間帯：午前8時30分～午後4時30分（土・日曜日・祝日、年末年始（12/29～1/3）、閉庁日を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東向島交番,墨田区東向島四丁目26番7号,35.722729,139.818431,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東武東向島駅,墨田区東向島四丁目29番7号,35.724937,139.819436,03-3612-8836,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
第二寺島小学校,墨田区東向島四丁目30番2号,35.724713,139.818599,03-3614-0105,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
朝日信用金庫東向島支店,墨田区東向島四丁目43番9号,35.727001,139.819453,,使用可能時間帯：午前8時～午後7時（土・日曜日は午後5時まで)(祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
向島保健センター,墨田区東向島五丁目16番2号,35.72587,139.821151,03-3611-6135,使用可能時間帯：午前8時30分～午後5時15分（土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東向島児童館,墨田区東向島六丁目6番12号,35.721429,139.819709,03-3611-2500,使用可能時間帯：午前9時～午後7時（年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
第三寺島小学校,墨田区東向島六丁目8番1号,35.721427,139.820419,03-3614-0201,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
こくほ内科クリニック,墨田区東向島六丁目11番9号,35.721488,139.821553,,使用可能時間帯：午前9時～午後0時30分・午後4時～午後7時（木曜日午後・土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
向島消防署,墨田区東向島六丁目22番3号,35.723621,139.820026,03-3619-0119,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
堤通公園テニスコート,墨田区堤通一丁目8番1号,35.724532,139.810782,03-3610-4170,使用可能時間帯：午前9時～午後8時（年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
梅若橋コミュニティ会館,墨田区堤通二丁目9番1号,35.735395,139.816696,03-3616-1101,使用可能時間帯：午前9時～午後8時（日曜日・祝日は午後5時まで、年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
墨田区総合運動場,墨田区堤通二丁目11番1号,35.738941,139.816432,03-3611-9070,使用可能時間帯：午前8時30分～午後9時30分,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
桜堤中学校,墨田区堤通二丁目19番1号,35.730387,139.811917,03-3616-5630,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
白鬚橋交番,墨田区墨田一丁目4番1号,35.728531,139.813637,03-3611-6363,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
シルバープラザ梅若,墨田区墨田一丁目4番4号,35.729285,139.815412,03-5630-8008,使用可能時間帯：午前9時～午後9時（日曜日・祝日は午後5時まで、年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
スポーツプラザ梅若,墨田区墨田一丁目4番4号,35.729065,139.815838,03-5630-8880,使用可能時間帯：午前9時～午後10時（日曜日・祝日は午後9時まで、第3火曜日･年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
株式会社ケアサービス デイサービスセンター墨田,墨田区墨田一丁目7番2号,35.728276,139.816558,03-3618-2515,使用可能時間帯：午前8時30分～午後6時30分（日曜日･年末年始（12/30～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
鐘ヶ淵駅前交番,墨田区墨田二丁目10番15号,35.733181,139.819628,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
墨田二丁目出張所,墨田区墨田二丁目36番11号,35.731063,139.818292,03-3614-1900,使用可能時間帯：午前8時30分～午後5時（土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
梅若小学校,墨田区墨田二丁目25番1号,35.730445,139.815545,03-3614-6913,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
墨田児童会館,墨田区墨田二丁目30番15号,35.729294,139.818932,03-3614-7141,使用可能時間帯：午前9時～午後8時（土・日曜日・祝日は午後7時まで、年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
墨田三丁目交番,墨田区墨田三丁目6番17号,35.727948,139.820617,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
医療法人財団南葛勤医協 すみだ共立診療所,墨田区墨田三丁目41番15号,35.730109,139.823033,03-3611-5545,使用可能時間帯：診療時間内,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
隅田小学校,墨田区墨田四丁目6番5号,35.736017,139.820914,03-3614-0203,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
墨田地域安全センター,墨田区墨田四丁目22番9号,35.732123,139.823369,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
荒川緑地フィールドハウス,墨田区墨田四丁目32番10号,35.732701,139.823903,03-3614-8633,使用可能時間帯：午前9時～午後6時30分（4月～9月）、午前9時~午後4時30分（10月～3月）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
墨田野球場,墨田区墨田四丁目地先,35.732135,139.825934,,使用可能時間帯：午前5時30分～午後6時30分（4月～9月）、午前7時30分～午後4時30分（10月～3月）※土・日曜日、祝日のみ,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
向島警察署堤通駐在所,墨田区墨田五丁目16番1号,35.737012,139.818183,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
向島消防署墨田出張所,墨田区墨田五丁目16番2号,35.737228,139.818125,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
株式会社KCロジスティクス　カネボウ化粧品　すみだ北ロジスティクスセンター,墨田区墨田五丁目17番4号,35.739667,139.817358,,使用可能時間帯：午前8時30分～午後5時（土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
旧隅田小学校,墨田区墨田五丁目49番5号,35.736036,139.820653,,使用可能時間帯：午後4時30分～午後9時30分（平日）、午後12時30分～午後9時30分（土曜日）、午前8時30分～午後9時30分（日曜日）※年末年始（12/29～1/3）を除く,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東武鐘ヶ淵駅,墨田区墨田五丁目50番2号,35.733426,139.820028,03-3611-3750,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
すみだ水族館,墨田区押上一丁目1番2号 東京スカイツリータウン・ソラマチ5階・6階,35.710007,139.80984,03-5619-1821,使用可能時間帯：営業時間内（営業時間はすみだ水族館公式ＨＰをご確認ください）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東武とうきょうスカイツリー駅,墨田区押上一丁目1番4号,35.71043,139.809268,03-3622-8191,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
押上駅前交番,墨田区押上一丁目10番1号,35.710853,139.813141,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東京メトロ押上駅,墨田区押上一丁目1番65号,35.710328,139.81329,03-3621-4025,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
京成押上駅,墨田区押上一丁目10番2号,35.710328,139.81329,03-3622-5872,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
わんぱく天国,墨田区押上一丁目47番8号,35.709275,139.817281,03-3612-1456,使用可能時間帯：午前9時～午後6時（4月~9月）、午前9時～午後5時（10月~3月）※年末年始（12/31～1/4）を除く,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
すみだ女性センター,墨田区押上二丁目12番7号111号室,35.712706,139.811982,03-5608-1771,使用可能時間帯：午前9時～午後9時（日曜日・祝日は午後5時まで、年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
押上小学校,墨田区押上三丁目46番17号,35.712022,139.819369,03-3617-8325,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
曳舟小学校,墨田区京島一丁目28番2号,35.716608,139.820806,03-3617-7617,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
子育て支援総合センター,墨田区京島一丁目35番9号103号室 マークゼロワン曳舟タワー棟1階,35.716758,139.819754,03-5630-6351,使用可能時間帯：午前9時～午後6時（土曜日・日曜日・祝日・年末年始を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
ひきふね図書館,墨田区京島一丁目36番5号,35.717058,139.819491,03-5655-2350,使用可能時間帯：開館時間内,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
曳舟文化センター,墨田区京島一丁目38番11号,35.718293,139.818762,03-3616-3951,使用可能時間帯：午前9時～午後9時（年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
京成曳舟駅,墨田区京島一丁目39番1号,35.718058,139.819624,03-3614-8931,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東向島児童館　分館,墨田区京島一丁目44番21号,35.7193,139.820973,03-6661-8550,使用可能時間帯：午前9時～午後6時　※館内整理日を除く,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
スポーツクラブ＆スパルネサンス曳舟,墨田区京島一丁目46番2号,35.71818,139.820928,,使用可能時間帯：午前10時～午後10時30分（月曜日・年末年始(12月29日～1月3日)は除く),https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
京島二丁目交番,墨田区京島二丁目9番4号,35.715024,139.819912,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
小林歯科医院,墨田区京島三丁目62番2号,35.712734,139.824238,,使用可能時間帯：午前9時～午後6時（木曜日午後・土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
第四吾嬬小学校,墨田区京島三丁目64番9号,35.713043,139.825063,03-3617-0232,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東京東信用金庫吾嬬支店,墨田区京島三丁目68番8号,35.713291,139.826875,,使用可能時間帯：午前9時～午後3時（土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東京東信用金庫押上支店,墨田区文花一丁目7番4号,35.710332,139.820292,,使用可能時間帯：午前9時～午後3時（土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
文花中学校,墨田区文花一丁目22番7号,35.710217,139.822281,03-3617-0264,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
ぶんか高齢者支援総合センター,墨田区文花一丁目29番5号,35.708407,139.820031,03-3617-6511,使用可能時間帯：午前9時～午後6時（日曜日・祝日を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
文花出張所,墨田区文花一丁目32番1号102号室,35.708094,139.824656,03-3611-4723,使用可能時間帯：午前8時30分～午後5時（土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
いきいきプラザ,墨田区文花一丁目32番2号,35.707571,139.823438,03-3618-0961,使用可能時間帯：午前9時～午後9時（第三水曜日・年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
すみだステップハウスおおぞら,墨田区文花一丁目32番7号,35.708166,139.823781,03-6657-2603,使用可能時間帯：午前8時30分～午後5時15分（日曜日・年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
文花児童館,墨田区文花一丁目32番11号,35.708691,139.824397,03-3619-5753,使用可能時間帯：午前9時～午後8時（月～金曜日）、午前9時～午後7時（土・日曜日・祝日）　※館内整理日を除く,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
吉田テクノワークス株式会社,墨田区文花二丁目11番12号,35.709583,139.826186,,使用可能時間帯：午前8時30分～午後5時20分（土・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東武小村井駅,墨田区文花二丁目20番1号,35.710133,139.828042,03-3610-1252,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
株式会社 本所介護サービス,墨田区文花三丁目14番4号,35.712022,139.825947,,使用可能時間帯：午前9時～午後6時（日曜日・年末年始(12月29日～1月3日)は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
向島警察署,墨田区文花三丁目18番9号,35.711724,139.827261,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
株式会社イナゲ,墨田区文花三丁目21番17号,35.711255,139.827672,,使用可能時間帯：午前8時～午後6時（土・日曜日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
寺島中学校,墨田区八広一丁目17番15号,35.720131,139.823186,03-3617-0537,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
中村病院,墨田区八広二丁目1番1号,35.717399,139.82362,03-3612-7131,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
第三吾嬬小学校,墨田区八広二丁目36番3号,35.717171,139.82775,03-3617-7513,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
八広児童館,墨田区八広二丁目38番14号,35.715877,139.827933,03-3611-2227,使用可能時間帯：午前9時～午後8時　※館内整理日を除く,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
朝日信用金庫八広支店,墨田区八広二丁目46番8号,35.714733,139.826036,,使用可能時間帯：午前8時～午後7時（土・日曜日・祝日は午後5時まで）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
はなみずき高齢者在宅サービスセンター,墨田区八広三丁目22番14号,35.718477,139.827982,03-3617-8734,使用可能時間帯：午前9時～午後5時30分（日曜日・祝日は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
吾嬬第二中学校,墨田区八広四丁目4番4号,35.721514,139.82712,03-3617-2180,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
八広四丁目交番,墨田区八広四丁目12番3号,35.722618,139.826564,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
八広はなみずき児童館,墨田区八広四丁目27番8号,35.724575,139.82942,03-3617-7060,使用可能時間帯：午前9時～午後8時　※館内整理日を除く,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
八広地域プラザ（吾嬬の里）,墨田区八広四丁目35番17号,35.723165,139.829377,03-6657-0471,使用可能時間帯：午前9時～午後9時（休館日を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
八広図書館,墨田区八広五丁目10番1号104号室,35.72481,139.825793,03-3616-0846,使用可能時間帯：午前9時～午後8時（日・月曜日・祝日は午後5時まで、館内整理日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東京都立墨田特別支援学校,墨田区八広五丁目10番2号,35.72519,139.825211,03-3619-4851,使用可能時間帯：午前8時30分～午後5時（土・日曜日・祝日を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
八広小学校,墨田区八広五丁目12番15号,35.727133,139.826297,03-3614-6911,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
八広はなみずき高齢者支援総合センター,墨田区八広五丁目18番23号,35.725186,139.826327,03-3610-6541,使用可能時間帯：午前9時～午後6時（日曜日・祝日・年末年始を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
四ツ木橋交番,墨田区八広六丁目1番1号,35.728743,139.82538,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
京成八広駅,墨田区八広六丁目25番20号,35.727237,139.828353,03-3616-0135,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
屋外体育施設管理事務所八広支所,墨田区八広六丁目35番1号,35.726546,139.829392,03-3616-8601,使用可能時間帯：午前9時～午後9時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
立花児童館,墨田区立花一丁目27番9号,35.705501,139.828832,03-3619-5781,使用可能時間帯：午前9時～午後8時　※館内整理日を除く,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
立花吾嬬の森小学校,墨田区立花一丁目18番6号,35.706662,139.829365,03-3618-4911,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
医療法人社団緑翠会小山医院,墨田区立花一丁目23番5号116号室 サンタウン立花,35.706644,139.831219,,使用可能時間帯：診療時間内（第2･4水曜日・土曜日午後・日曜日・祝日等を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
立花体育館,墨田区立花一丁目25番10号,35.705488,139.832054,,使用可能時間帯：午前9時～午後9時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
たちばなホーム,墨田区立花三丁目10番1号,35.705338,139.833116,03-3613-8718,使用可能時間帯：午前8時～午後7時30分,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
平井橋交番,墨田区立花三丁目29番12号,35.708528,139.837241,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
小村井交番,墨田区立花四丁目2番1号,35.710294,139.828533,,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東吾嬬小学校,墨田区立花四丁目22番11号,35.708518,139.831957,03-3617-8323,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東武東あずま駅,墨田区立花四丁目23番8号,35.707083,139.831905,,使用可能時間帯：始発の時刻～終電の時刻（営業時間内）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
東京都立橘高等学校,墨田区立花四丁目29番7号,35.709339,139.833663,03-3617-8311,使用可能時間帯：午前8時30分～午後5時（土・日曜日・祝日、年末年始（12/29～1/3）、閉庁日を除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
吾嬬立花中学校,墨田区立花四丁目30番18号,35.709949,139.834786,03-3616-2271,使用可能時間帯：午前8時～午後9時（年末年始（12/29～1/3）は除く）,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
向島消防署立花出張所,墨田区立花五丁目9番3号,35.715016,139.828833,03-3613-0119,使用可能時間帯：常時,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
中川児童館,墨田区立花五丁目18番9号,35.712981,139.831,03-3619-7188,使用可能時間帯：午前9時～午後8時（月～土曜日）、午前9時～午後7時（日曜日・祝日）　※館内整理日を除く,https://www.city.sumida.lg.jp/kenko_fukushi/kenko/iryou_kyuukyuu/aed/aedsetup.html
