1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13530,3.4,1135,0.4,408,0.1,1038,0.3,1029,0.3,59686,9.0,18855,4.8,2908,0.8,6400,2.2
177,2,3,0,0,0,（再掲）経常消費支出,258973,65.2,265018,82.3,201400,73.6,239389,69.7,256605,67.4,290916,44.1,277893,71.0,254455,67.6,249591,85.8
178,2,3,0,0,0,（再掲）情報通信関係費,15536,3.9,13853,4.3,10815,4.0,13289,3.9,13898,3.6,19323,2.9,17613,4.5,16278,4.3,15962,5.5
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,355870,89.6,248152,77.1,254889,93.2,325166,94.7,337702,88.7,581854,88.1,353121,90.2,345573,91.8,274884,94.5
180,2,2,0,0,0,その他の実支出,113515,-,91433,-,98322,-,108817,-,93782,-,168475,-,162560,-,117388,-,45257,-
181,2,3,0,0,0,直接税,49050,-,40091,-,40321,-,53276,-,36198,-,85089,-,58338,-,53772,-,14178,-
182,2,4,0,0,0,勤労所得税,23585,-,19649,-,23214,-,25196,-,15040,-,47561,-,27115,-,21695,-,5154,-
183,2,4,0,0,0,個人住民税,22495,-,20442,-,17107,-,21668,-,18521,-,37106,-,30279,-,23774,-,5265,-
184,2,4,0,0,0,他の税,2971,-,-,-,-,-,6412,-,2637,-,422,-,944,-,8302,-,3759,-
185,2,3,0,0,0,社会保険料,60653,-,51342,-,58001,-,54285,-,57584,-,83387,-,77149,-,63616,-,31079,-
186,2,4,0,0,0,公的年金保険料,36763,-,32343,-,36835,-,32430,-,35014,-,52561,-,49375,-,39197,-,11536,-
187,2,4,0,0,0,健康保険料,17684,-,16642,-,18412,-,15920,-,16749,-,23333,-,20415,-,19199,-,9823,-
188,2,4,0,0,0,介護保険料,4115,-,-,-,99,-,3786,-,3911,-,4788,-,4859,-,3222,-,9016,-
189,2,4,0,0,0,他の社会保険料,2091,-,2357,-,2656,-,2151,-,1909,-,2705,-,2500,-,1998,-,704,-
190,2,3,0,0,0,その他,3812,-,-,-,-,-,1256,-,-,-,-,-,27074,-,-,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),690246,-,562849,-,774785,-,772889,-,665733,-,822619,-,666409,-,690790,-,557313,-
192,2,2,0,0,0,預貯金,495438,-,429218,-,481124,-,526515,-,466349,-,557676,-,445202,-,549903,-,484416,-
193,2,2,0,0,0,保険料,20898,-,12203,-,25439,-,18535,-,20672,-,29026,-,23710,-,23695,-,12291,-
194,2,3,0,0,0,個人・企業年金保険料,4726,-,1430,-,4526,-,5179,-,3328,-,12338,-,5567,-,2015,-,1082,-
195,2,3,0,0,0,他の保険料,16171,-,10773,-,20913,-,13356,-,17344,-,16688,-,18143,-,21680,-,11209,-
196,2,2,0,0,0,有価証券購入,4523,-,2150,-,5540,-,6410,-,3723,-,8210,-,7655,-,1219,-,317,-
197,2,2,0,0,0,土地家屋借金返済,46956,-,41687,-,55889,-,68743,-,60010,-,53771,-,48879,-,29521,-,13149,-
198,2,2,0,0,0,他の借金返済,968,-,1047,-,-,-,240,-,2398,-,782,-,327,-,875,-,1159,-
199,2,2,0,0,0,クレジット購入借入金返済,119558,-,76544,-,206678,-,150974,-,112450,-,171583,-,130384,-,85363,-,45730,-
200,2,2,0,0,0,実支出以外の支払のその他,1906,-,-,-,115,-,1471,-,131,-,1572,-,10253,-,214,-,251,-
201,2,1,0,0,0,繰越金,259105,-,666700,-,300732,-,402419,-,240689,-,78407,-,151807,-,105690,-,295013,-
202,3,0,0,0,0,可処分所得,514947,-,482517,-,510766,-,567350,-,498513,-,559266,-,474750,-,534722,-,479545,-
203,3,0,0,0,0,黒字,117696,-,160668,-,237288,-,223989,-,117688,-,-101151,-,83200,-,158283,-,188612,-
204,3,1,0,0,0,金融資産純増,96513,-,146669,-,105344,-,159224,-,62059,-,-126210,-,54870,-,221730,-,236487,-
205,3,3,0,0,0,貯蓄純増,91990,-,144519,-,99804,-,152814,-,58336,-,-134420,-,47215,-,220510,-,236170,-
206,3,4,0,0,0,預貯金純増,81548,-,132315,-,74365,-,135839,-,39514,-,-145482,-,38718,-,212338,-,248792,-
207,3,4,0,0,0,保険純増,10442,-,12203,-,25439,-,16975,-,18822,-,11062,-,8496,-,8173,-,-12623,-
208,3,3,0,0,0,有価証券純購入,4523,-,2150,-,5540,-,6410,-,3723,-,8210,-,7655,-,1219,-,317,-
209,3,1,0,0,0,土地家屋借金純減,46956,-,41687,-,55889,-,68743,-,60010,-,53771,-,48879,-,29521,-,13149,-
210,3,1,0,0,0,他の借金純減,283,-,1047,-,-,-,240,-,2398,-,390,-,327,-,-3052,-,43,-
211,3,1,0,0,0,クレジット購入借入金純減,-7079,-,-51476,-,89107,-,10641,-,8276,-,-4373,-,-32015,-,-26087,-,-16482,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1335,-,-2929,-,115,-,1314,-,-527,-,1101,-,9658,-,214,-,251,-
214,3,1,0,0,0,繰越純増,-20312,-,25670,-,-13167,-,-16174,-,-14529,-,-25831,-,1482,-,-64043,-,-44836,-
