1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
203,3,0,0,0,0,黒字,-201930,-,9.0,-215716,-,-132120,-,-148519,-,-230066,-,-240058,-,-132048,-
204,3,1,0,0,0,金融資産純増,-158662,-,29.9,-174037,-,-92836,-,-102739,-,-185192,-,-199865,-,-80721,-
205,3,3,0,0,0,貯蓄純増,-158902,-,30.6,-174170,-,-92836,-,-102739,-,-185528,-,-200047,-,-81499,-
206,3,4,0,0,0,預貯金純増,-132591,-,33.6,-149035,-,-40755,-,-41798,-,-169603,-,-187883,-,-49227,-
207,3,4,0,0,0,保険純増,-26311,-,10.4,-25135,-,-52081,-,-60941,-,-15925,-,-12164,-,-32272,-
208,3,3,0,0,0,有価証券純購入,240,-,-90.9,134,-,-,-,-,-,336,-,182,-,777,-
209,3,1,0,0,0,土地家屋借金純減,8275,-,268.1,9907,-,-,-,-,-,11610,-,13496,-,-,-
210,3,1,0,0,0,他の借金純減,306,-,827.3,83,-,134,-,173,-,376,-,50,-,1438,-
211,3,1,0,0,0,クレジット購入借入金純減,-18877,-,13.9,-22256,-,-15498,-,-18766,-,-20239,-,-23520,-,-1749,-
212,3,1,0,0,0,土地家屋純増,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1222,-,...,1568,-,535,-,692,-,1499,-,1885,-,-531,-
214,3,1,0,0,0,繰越純増,-34194,-,-30.2,-30980,-,-24455,-,-27879,-,-38119,-,-32104,-,-50485,-
