1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,
2,,,,,,,,,第２表　世帯主年齢階層別１世帯当たり１か月間の品目別生計支出　―　全　世　帯　―,,,,,,,,,,
3,,,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,
4,項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
268,2,5,2,1,0,0,0,家賃地代,14526,-4.2,71357,15896,14456,22426,16654,13427,733,7556,6292
269,2,7,2,1,0,0,400,民営家賃,11259,13.5,67370,12372,7729,16008,13004,10310,733,5178,4881
270,2,7,2,1,0,0,403,公営家賃,1264,-62.4,3221,1775,-,2058,-,679,-,1852,1282
271,2,7,2,1,0,0,404,給与住宅家賃,1392,9.3,767,1749,4565,2200,3650,2438,-,-,-
272,2,7,2,1,0,0,402,地代,204,-66.8,-,-,-,-,-,-,-,525,128
273,2,7,2,1,0,0,409,他の家賃地代,406,...,-,-,2162,2160,-,-,-,-,-
274,2,5,2,2,0,0,0,設備修繕・維持,10204,-42.3,341,1473,1895,15565,3279,3310,27998,11760,2782
275,2,6,2,2,1,0,0,設備材料,2004,-71.2,341,1453,317,1077,1734,305,492,3860,300
276,2,7,2,2,1,0,410,設備器具,1674,-74.9,-,1425,-,131,1662,-,24,3625,187
277,2,7,2,2,1,0,419,修繕材料,330,18.7,341,28,317,946,72,305,468,235,112
278,2,6,2,2,2,0,0,工事その他のサービス,8200,-23.5,-,20,1577,14488,1545,3005,27506,7900,2483
279,2,7,2,2,2,0,420,畳替え,-,-100.0,-,-,-,-,-,-,-,-,-
280,2,7,2,2,2,0,424,給排水関係工事費,915,100.2,-,20,-,-,-,-,766,2138,1102
281,2,7,2,2,2,0,425,外壁・塀等工事費,4229,-24.3,-,-,-,14238,-,-,25230,-,-
282,2,7,2,2,2,0,426,植木・庭手入れ代,55,-77.1,-,-,-,-,-,-,520,-,-
283,2,7,2,2,2,0,427,他の工事費,2024,-36.8,-,-,-,21,934,426,638,4625,-
284,2,7,2,2,2,0,429,火災・地震保険料,977,-5.1,-,-,1577,229,611,2579,352,1137,1381
285,2,4,3,0,0,0,0,光熱・水道,26718,-1.4,22180,28447,26116,23803,29354,28744,27979,26447,25547
286,2,5,3,1,0,0,430,電気代,13145,3.0,11367,14895,11750,10836,15566,12801,13733,13372,13287
287,2,5,3,2,0,0,0,ガス代,8523,2.7,6237,9304,8598,8313,9098,9921,9675,7945,7467
288,2,7,3,2,0,0,431,都市ガス,7906,1.9,5861,9304,8598,6815,8885,9578,8910,7196,6993
289,2,7,3,2,0,0,432,プロパンガス,617,13.8,376,-,-,1498,213,343,765,749,474
290,2,5,3,3,0,0,0,他の光熱,136,-27.7,-,13,36,39,39,10,245,250,186
291,2,7,3,3,0,0,433,灯油,119,-14.4,-,-,-,21,39,-,233,224,163
292,2,7,3,3,0,0,439,他の光熱のその他,18,-63.3,-,13,36,18,-,10,12,25,23
293,2,5,3,4,0,0,440,上下水道料,4913,-16.0,4576,4236,5732,4615,4651,6011,4326,4881,4607
294,2,4,4,0,0,0,0,家具・家事用品,12089,18.2,11020,26905,10940,9262,10369,25266,15975,7605,8253
295,2,5,4,1,0,0,0,家庭用耐久財,4322,25.6,3722,19013,1193,421,1546,17302,6527,1316,2077
296,2,6,4,1,1,0,0,家事用耐久財,2663,135.0,308,37,1162,421,1546,13883,6509,389,583
297,2,7,4,1,1,0,45X,電子レンジ,155,237.0,-,-,-,-,724,354,-,89,-
298,2,7,4,1,1,0,451,炊事用電気器具,290,258.0,-,37,1044,230,-,914,133,176,318
299,2,7,4,1,1,0,452,炊事用ガス器具,66,-45.0,-,-,-,-,574,-,-,-,-
300,2,7,4,1,1,0,453,電気冷蔵庫,541,...,-,-,-,-,-,5064,-,-,-
301,2,7,4,1,1,0,455,電気掃除機,151,-20.5,199,-,-,158,-,529,224,108,233
302,2,7,4,1,1,0,456,電気洗濯機,748,77.3,-,-,-,-,-,7002,-,-,-
303,2,7,4,1,1,0,459,他の家事用耐久財,713,182.9,109,-,119,33,248,20,6153,16,32
304,2,6,4,1,2,0,0,冷暖房用器具,1411,-8.7,-,18975,31,-,-,3351,-,800,1495
305,2,7,4,1,2,0,470,エアコン,1339,-8.9,-,18975,-,-,-,3120,-,684,1469
306,2,7,4,1,2,0,472,ストーブ・温風ヒーター,-,-,-,-,-,-,-,-,-,-,-
307,2,7,4,1,2,0,479,他の冷暖房用器具,72,-5.3,-,-,31,-,-,231,-,116,26
308,2,6,4,1,3,0,0,一般家具,248,-67.5,3414,-,-,-,-,68,18,126,-
309,2,7,4,1,3,0,480,たんす,-,-100.0,-,-,-,-,-,-,-,-,-
310,2,7,4,1,3,0,482,テーブル・ソファー,143,-75.3,1976,-,-,-,-,-,-,85,-
311,2,7,4,1,3,0,483,食器戸棚,-,-,-,-,-,-,-,-,-,-,-
312,2,7,4,1,3,0,489,他の家具,105,-39.3,1439,-,-,-,-,68,18,41,-
313,2,5,4,2,0,0,0,室内装備・装飾品,717,65.6,99,1873,149,207,1035,330,610,990,1306
314,2,7,4,2,0,0,491,照明器具,115,25.0,80,1761,-,30,-,43,76,66,83
315,2,7,4,2,0,0,492,室内装飾品,329,161.1,2,80,68,20,629,36,23,617,1148
316,2,7,4,2,0,0,493,敷物,84,127.0,-,-,-,82,175,52,361,28,-
317,2,7,4,2,0,0,496,カーテン,69,-8.0,-,-,-,2,91,2,37,138,-
318,2,7,4,2,0,0,499,他の室内装備品,120,16.5,16,31,82,73,140,197,113,140,75
319,2,5,4,3,0,0,0,寝具類,453,-29.1,39,81,1256,608,455,497,505,315,526
320,2,7,4,3,0,0,500,ベッド,47,-79.3,-,-,586,-,-,-,-,-,-
321,2,7,4,3,0,0,501,布団,164,187.7,-,-,98,348,15,-,225,239,474
322,2,7,4,3,0,0,503,毛布,10,...,-,-,-,-,-,83,-,3,7
323,2,7,4,3,0,0,505,敷布,50,0.0,-,-,79,107,230,10,-,11,19
324,2,7,4,3,0,0,509,他の寝具類,182,-40.3,39,81,494,152,209,404,280,61,25
325,2,5,4,4,0,0,0,家事雑貨,2370,3.8,2925,2644,3654,2710,2440,3076,2751,1586,1243
326,2,7,4,4,0,0,510,茶わん・皿・鉢,142,30.3,1040,76,83,63,76,161,236,42,41
327,2,7,4,4,0,0,514,他の食卓用品,296,22.3,415,229,674,424,501,380,195,117,78
328,2,7,4,4,0,0,515,鍋・やかん,95,-31.2,30,133,48,218,66,99,77,89,91
329,2,7,4,4,0,0,517,他の台所用品,246,0.0,118,773,218,325,335,158,298,178,243
330,2,7,4,4,0,0,518,電球・ランプ,54,-16.9,106,-,100,46,20,66,87,43,62
331,2,7,4,4,0,0,519,タオル,193,20.6,157,118,181,209,246,164,145,210,68
332,2,7,4,4,0,0,529,他の家事雑貨,1344,1.5,1060,1315,2350,1425,1196,2048,1712,908,661
333,2,5,4,5,0,0,0,家事用消耗品,3491,13.9,3406,3036,3771,4142,4212,3799,3912,2899,2521
334,2,7,4,5,0,"531,532",0,ティッシュペーパー・トイレットペーパー,621,21.8,547,538,785,667,708,721,921,458,362
335,2,7,4,5,0,"531,532",531,ティッシュペーパー,254,21.0,242,282,322,258,308,304,359,180,120
336,2,7,4,5,0,"531,532",532,トイレットペーパー,367,22.3,306,256,463,408,400,417,562,278,242
337,2,7,4,5,0,"533,534",0,洗剤,769,9.7,677,641,907,1102,805,682,668,715,722
338,2,7,4,5,0,"533,534",533,台所・住居用洗剤,291,-0.3,230,227,330,400,292,312,272,267,260
339,2,7,4,5,0,"533,534",534,洗濯用洗剤,478,16.9,447,415,577,702,513,370,396,448,463
340,2,7,4,5,0,"530,535-539",0,他の家事用消耗品,2101,13.3,2181,1857,2079,2374,2699,2396,2323,1726,1437
341,2,7,4,5,0,"530,535-539",530,ポリ袋・ラップ,461,27.3,354,353,483,481,572,585,643,360,352
342,2,7,4,5,0,"530,535-539",535,殺虫・防虫剤,222,2.3,190,513,214,186,299,393,155,158,127
343,2,7,4,5,0,"530,535-539",536,柔軟仕上剤,205,11.4,211,250,229,307,303,198,138,159,111
344,2,7,4,5,0,"530,535-539",537,芳香・消臭剤,236,47.5,443,183,236,422,281,131,263,167,121
345,2,7,4,5,0,"530,535-539",539,他の家事用消耗品のその他,978,4.9,984,557,917,977,1244,1089,1126,882,725
346,2,5,4,6,0,0,0,家事サービス,735,101.9,829,258,916,1174,682,262,1668,499,580
347,2,7,4,6,0,0,540,家事代行料,225,...,703,-,-,983,85,-,654,-,-
348,2,7,4,6,0,0,541,清掃代,209,42.2,126,178,106,191,84,92,805,156,41
349,2,7,4,6,0,0,542,家具・家事用品関連サービス,301,41.3,-,81,810,-,512,170,209,343,539
350,2,4,5,0,0,0,0,被服及び履物,13380,10.9,15657,16992,14727,14708,19418,15884,18090,8295,5228
351,2,5,5,1,0,0,558,和服,-,-100.0,-,-,-,-,-,-,-,-,-
352,2,5,5,2,0,0,0,洋服,5229,6.2,6618,6939,6711,5297,7355,8282,5857,2901,1346
353,2,6,5,2,1,0,0,男子用洋服,2429,52.1,2552,2053,3907,1204,1837,6136,2715,1564,709
354,2,7,5,2,1,0,560,背広服,693,105.0,1820,-,499,-,-,3759,820,161,-
355,2,7,5,2,1,0,561,男子用上着,414,204.4,-,-,-,136,193,1473,1156,249,-
356,2,7,5,2,1,0,562,男子用ズボン,428,28.9,523,184,163,163,353,637,439,527,352
357,2,7,5,2,1,0,563,男子用コート,9,28.6,-,-,-,-,-,-,-,23,49
358,2,7,5,2,1,0,565,男子用学校制服,162,3.2,-,-,2025,-,-,-,-,-,-
359,2,7,5,2,1,0,569,他の男子用洋服,723,15.3,209,1869,1220,905,1291,267,301,604,308
360,2,6,5,2,2,0,0,婦人用洋服,2213,-16.4,1922,3147,1561,2926,5211,2034,3087,1024,597
361,2,7,5,2,2,0,570,婦人服,174,-43.1,44,401,-,277,529,212,364,11,24
362,2,7,5,2,2,0,574,婦人用上着,84,-62.0,-,-,110,274,135,41,166,20,-
363,2,7,5,2,2,0,571,スカート,188,-34.3,-,77,183,737,325,225,155,34,-
364,2,7,5,2,2,0,572,婦人用スラックス,649,14.3,246,495,461,336,2573,745,396,323,250
365,2,7,5,2,2,0,573,婦人用コート,47,-75.3,-,-,-,41,-,208,-,53,-
366,2,7,5,2,2,0,575,女子用学校制服,150,82.9,-,-,-,430,-,125,844,-,-
367,2,7,5,2,2,0,576,他の婦人用洋服,921,-7.3,1632,2174,807,831,1649,478,1162,582,324
368,2,6,5,2,3,0,0,子供用洋服,588,-13.7,2144,1739,1243,1167,308,111,54,314,40
369,2,7,5,2,3,0,580,子供服,494,-22.6,1715,1215,1243,1167,308,111,54,189,40
370,2,7,5,2,3,0,582,乳児服,93,116.3,430,524,-,-,-,-,-,125,-
371,2,5,5,3,0,0,0,シャツ・セーター類,3133,29.9,3111,2623,2579,3855,5115,2825,4162,2320,1750
372,2,6,5,3,1,0,0,男子用シャツ・セーター類,1077,28.8,1378,841,776,1438,1930,863,1579,689,361
373,2,7,5,3,1,0,590,ワイシャツ,173,0.6,119,87,134,219,916,11,134,20,15
374,2,7,5,3,1,0,591,他の男子用シャツ,870,42.9,1259,754,642,1219,952,831,1445,605,246
375,2,7,5,3,1,0,592,男子用セーター,34,-38.2,-,-,-,-,61,21,-,64,100
376,2,6,5,3,2,0,0,婦人用シャツ・セーター類,1830,28.6,1281,420,1415,1995,3022,1910,2138,1631,1389
377,2,7,5,3,2,0,593,ブラウス,670,80.6,48,47,744,377,499,738,990,832,668
378,2,7,5,3,2,0,594,他の婦人用シャツ,868,17.1,1191,373,454,1361,2080,759,703,539,339
379,2,7,5,3,2,0,595,婦人用セーター,291,-6.4,41,-,218,257,442,414,445,260,382
380,2,6,5,3,3,0,596,子供用シャツ・セーター類,226,48.7,452,1362,388,422,163,51,444,-,-
381,2,5,5,4,0,0,0,下着類,946,-7.1,1035,1548,1983,783,1647,881,616,608,424
382,2,6,5,4,1,0,0,男子用下着類,234,-8.6,12,226,223,191,203,302,168,289,322
383,2,7,5,4,1,0,600,男子用下着,187,-12.6,12,226,223,98,203,184,145,233,229
384,2,7,5,4,1,0,602,男子用寝巻き,47,11.9,-,-,-,93,-,118,23,56,93
385,2,6,5,4,2,0,0,婦人用下着類,572,-13.1,561,298,1355,383,1376,493,432,316,102
386,2,7,5,4,2,0,610,婦人用ファンデーション,118,9.3,125,30,36,121,279,201,79,81,-
387,2,7,5,4,2,0,612,他の婦人用下着,407,-10.0,388,268,1320,262,787,260,330,227,102
388,2,7,5,4,2,0,614,婦人用寝巻き,47,-52.0,49,-,-,-,310,31,23,8,-
389,2,6,5,4,3,0,0,子供用下着類,140,33.3,462,1024,404,210,67,86,16,3,-
390,2,7,5,4,3,0,620,子供用下着,107,28.9,284,854,321,169,67,44,-,3,-
391,2,7,5,4,3,0,621,子供用寝巻き,34,54.5,178,169,83,41,-,41,16,-,-
392,2,5,5,5,0,0,0,生地・糸類,141,12.8,180,46,49,213,399,143,60,91,163
393,2,7,5,5,0,0,631,着尺地・生地,78,73.3,68,21,27,80,309,-,45,57,113
394,2,7,5,5,0,0,640,他の生地・糸類,64,-20.0,112,25,22,133,89,143,16,34,50
395,2,5,5,6,0,0,0,他の被服,827,-0.6,983,1334,642,969,1496,1007,1045,445,225
396,2,7,5,6,0,0,650,帽子,153,43.0,45,444,148,52,167,529,262,30,33
397,2,7,5,6,0,0,651,ネクタイ,40,-45.2,209,-,-,62,121,-,69,-,-
398,2,7,5,6,0,0,652,マフラー・スカーフ,19,-67.2,-,-,-,20,-,-,51,30,-
399,2,7,5,6,0,0,653,手袋,17,-34.6,30,-,3,26,13,19,27,15,30
400,2,7,5,6,0,0,654,男子用靴下,138,27.8,123,269,186,166,201,41,210,99,92
401,2,7,5,6,0,0,655,婦人用ストッキング,59,5.4,106,15,6,58,95,154,56,31,7
402,2,7,5,6,0,0,656,婦人用ソックス,167,21.9,191,64,98,278,268,108,143,149,42
403,2,7,5,6,0,0,657,子供用靴下,57,0.0,187,148,107,203,37,11,50,-,-
404,2,7,5,6,0,0,659,他の被服のその他,177,-15.7,90,394,94,106,594,144,176,91,20
405,2,5,5,7,0,0,0,履物類,1986,18.1,1854,4414,2034,2888,2535,1403,4476,817,661
406,2,7,5,7,0,0,675,大人用運動靴,477,4.8,229,-,171,1202,381,344,1333,251,250
407,2,7,5,7,0,0,679,大人用サンダル,32,166.7,-,-,27,32,102,22,62,16,-
408,2,7,5,7,0,0,670,男子靴,340,-0.3,240,973,310,348,774,382,191,196,308
409,2,7,5,7,0,0,672,婦人靴,593,16.5,30,568,190,436,1076,408,2555,174,25
410,2,7,5,7,0,0,676,子供用靴・サンダル,376,103.2,1273,2757,1154,743,-,-,236,-,-
411,2,7,5,7,0,0,680,他の履物,168,-6.7,83,116,182,128,202,247,99,180,78
412,2,5,5,8,0,0,0,被服関連サービス,1118,4.1,1876,88,728,702,872,1343,1873,1113,658
413,2,7,5,8,0,0,691,洗濯代,993,4.5,1832,88,728,702,748,1269,1791,876,408
414,2,7,5,8,0,0,694,被服賃借料,44,238.5,-,-,-,-,-,-,-,113,-
415,2,7,5,8,0,0,692,他の被服関連サービス,82,-25.5,44,-,-,-,124,74,82,124,251
416,2,4,6,0,0,0,0,保健医療,17999,16.1,11861,9336,12157,20123,15404,18543,21976,19879,17305
417,2,5,6,1,0,0,0,医薬品,3002,12.9,1334,965,1478,1838,4000,4156,4037,3185,2607
418,2,7,6,1,0,0,700,感冒薬,172,25.5,177,219,185,163,290,250,212,100,49
419,2,7,6,1,0,0,701,胃腸薬,130,60.5,43,41,135,141,191,257,176,83,81
420,2,7,6,1,0,0,702,栄養剤,317,107.2,155,163,209,185,1156,427,225,163,33
421,2,7,6,1,0,0,704,外傷・皮膚病薬,101,32.9,57,31,-,90,191,178,201,64,69
422,2,7,6,1,0,0,706,他の外用薬,249,-3.9,126,129,111,234,370,400,227,241,199
423,2,7,6,1,0,0,709,他の医薬品,2031,4.0,775,382,839,1026,1802,2644,2995,2534,2176
424,2,5,6,2,0,0,710,健康保持用摂取品,1540,46.9,235,695,614,333,1245,2818,1393,2111,1909
425,2,5,6,3,0,0,0,保健医療用品・器具,2990,-2.4,4683,4770,6461,2756,3120,2889,4517,1491,1395
426,2,7,6,3,0,0,713,紙おむつ,357,32.7,1293,1692,655,482,222,33,-,219,245
427,2,7,6,3,0,0,711,保健用消耗品,1105,-2.3,1750,1131,1403,1587,1494,1061,1277,666,559
428,2,7,6,3,0,0,712,眼鏡,864,0.1,-,1286,2882,557,1114,839,1201,455,448
429,2,7,6,3,0,0,714,コンタクトレンズ,490,-6.0,1351,406,1227,126,204,704,1767,-,-
430,2,7,6,3,0,0,719,他の保健医療用品・器具,175,-37.9,290,256,294,5,85,252,273,151,143
431,2,5,6,4,0,0,0,保健医療サービス,10468,19.9,5610,2906,3603,15196,7039,8680,12029,13093,11393
432,2,7,6,4,0,0,720,医科診療代,4260,6.2,2858,1210,2022,4151,4864,4211,3382,5331,4820
433,2,7,6,4,0,0,722,歯科診療代,1688,14.1,620,885,982,676,679,2214,3328,2051,779
434,2,7,6,4,0,0,723,出産入院料,-,-,-,-,-,-,-,-,-,-,-
435,2,7,6,4,0,0,721,他の入院料,2720,55.0,-,-,-,8945,-,-,3045,3672,4729
436,2,7,6,4,0,0,724,整骨(接骨)・鍼灸院治療代,378,37.5,708,524,-,538,342,113,814,312,138
437,2,7,6,4,0,0,728,マッサージ料金等(診療外),512,-0.4,908,-,566,106,838,1496,327,292,459
438,2,7,6,4,0,0,727,人間ドック等受診料,465,104.8,-,-,-,-,242,600,62,941,61
439,2,7,6,4,0,0,729,他の保健医療サービス,446,-4.7,516,287,32,779,74,47,1071,493,406
440,2,4,7,0,0,0,0,交通・通信,32692,-26.2,25875,20960,30745,33407,45768,42182,40101,26560,19260
441,2,5,7,1,0,0,0,交通,10699,19.5,6258,6528,10189,15433,18140,18558,13072,5548,4541
442,2,7,7,1,0,0,730,鉄道運賃,4011,88.3,4105,2570,3848,3715,5202,7738,3534,3015,2659
443,2,7,7,1,0,0,731,鉄道通学定期代,1613,35.8,-,-,1379,3474,5904,2773,1134,88,-
444,2,7,7,1,0,0,732,鉄道通勤定期代,1790,-12.6,930,2079,142,5685,1881,2731,3914,275,-
445,2,7,7,1,0,0,733,バス代,319,45.0,243,333,59,351,242,731,675,185,125
446,2,7,7,1,0,0,734,バス通学定期代,419,235.2,155,1291,535,498,2302,-,-,-,-
447,2,7,7,1,0,0,735,バス通勤定期代,485,106.4,-,-,142,550,1521,2222,-,6,12
448,2,7,7,1,0,0,736,タクシー代,659,21.8,347,-,1264,476,479,492,896,730,468
449,2,7,7,1,0,0,737,航空運賃,482,-71.0,-,-,2470,-,-,-,928,477,1024
450,2,7,7,1,0,0,738,有料道路料,816,15.6,442,256,321,685,589,1870,1679,605,231
451,2,7,7,1,0,0,739,他の交通,105,6.1,36,-,29,-,19,-,312,167,22
452,2,5,7,2,0,0,0,自動車等関係費,11450,-51.5,9580,2732,10129,8623,15435,11844,13609,11770,6523
453,2,6,7,2,1,0,0,自動車等購入,-,-100.0,-,-,-,-,-,-,-,-,-
454,2,7,7,2,1,0,740,自動車購入,-,-100.0,-,-,-,-,-,-,-,-,-
455,2,7,7,2,1,0,742,自動車以外の輸送機器購入,-,-100.0,-,-,-,-,-,-,-,-,-
456,2,6,7,2,2,0,745,自転車購入,864,-18.9,-,918,1034,1060,3554,999,1094,-,-
457,2,6,7,2,3,0,0,自動車等維持,10586,-6.4,9580,1815,9095,7563,11881,10845,12516,11770,6523
458,2,7,7,2,3,0,750,ガソリン,2049,-9.2,1042,983,2286,1929,1702,2648,3203,1904,1325
459,2,7,7,2,3,0,751,自動車等部品,775,-53.5,158,-,1884,611,611,445,555,958,457
460,2,7,7,2,3,0,752,自動車等関連用品,362,-74.5,1613,202,695,470,699,208,119,111,55
461,2,7,7,2,3,0,753,自動車整備費,1376,9.2,593,126,536,853,2853,2011,2834,923,193
462,2,7,7,2,3,0,755,自動車以外の輸送機器整備費,176,-48.4,41,-,292,775,40,83,-,137,-
463,2,7,7,2,3,0,75X,年極・月極駐車場借料,2257,33.9,2459,86,1320,795,955,1969,3405,3191,1445
464,2,7,7,2,3,0,756,他の駐車場借料,308,3.4,186,209,222,621,204,821,236,176,139
465,2,7,7,2,3,0,75B,レンタカー・カーシェアリング料金,192,-25.3,1350,-,40,-,357,208,135,94,202
466,2,7,7,2,3,0,754,他の自動車等関連サービス,558,4.7,14,148,391,468,1012,846,830,447,147
467,2,7,7,2,3,0,757,自動車保険料(自賠責),206,6.2,-,-,271,183,172,455,367,146,216
468,2,7,7,2,3,0,758,自動車保険料(任意),2324,66.6,2123,61,1158,834,3278,1150,832,3682,2344
469,2,7,7,2,3,0,759,自動車保険料以外の輸送機器保険料,3,0.0,-,-,-,24,-,-,-,-,-
470,2,5,7,3,0,0,0,通信,10544,-10.2,10037,11700,10426,9350,12193,11780,13419,9242,8196
471,2,7,7,3,0,0,760,郵便料,131,23.6,23,53,19,101,213,44,177,173,194
472,2,7,7,3,0,0,762,固定電話通信料,1206,-5.4,2,90,271,552,1055,1482,1210,1829,2028
473,2,7,7,3,0,0,763,携帯電話通信料,8298,-3.3,9312,7403,7856,8440,10621,9264,11709,6410,4794
474,2,7,7,3,0,0,769,運送料,250,-61.1,190,147,152,211,275,196,227,312,456
475,2,7,7,3,0,0,766,携帯電話機,596,-37.5,427,4006,2084,-,-,729,-,440,589
476,2,7,7,3,0,0,764,他の通信機器,64,-63.4,82,-,45,47,28,65,96,78,137
477,2,4,8,0,0,0,0,教育,55156,50.5,3817,16249,27960,58529,277938,82252,29967,4939,8849
478,2,5,8,1,0,0,0,授業料等,50942,63.8,3402,8254,16132,52550,265416,77818,29375,4127,8849
479,2,7,8,1,0,0,770,国公立小学校,380,130.3,519,1274,375,1406,-,1125,-,-,-
480,2,7,8,1,0,0,771,私立小学校,2500,368.2,-,2156,-,-,21080,-,-,-,-
481,2,7,8,1,0,0,772,国公立中学校,582,211.2,-,34,314,884,4014,-,-,-,-
482,2,7,8,1,0,0,773,私立中学校,6302,49.4,-,-,11417,-,43617,3650,-,-,-
483,2,7,8,1,0,0,774,国公立高校,58,-64.8,-,-,314,-,-,303,-,-,-
484,2,7,8,1,0,0,775,私立高校,4142,-36.8,-,-,-,16653,15341,5497,-,-,-
485,2,7,8,1,0,0,776,国公立大学,3058,943.7,-,-,-,-,14256,62,13258,5,-
486,2,7,8,1,0,0,777,私立大学,32607,89.7,-,-,-,32458,167108,62075,16117,4122,8849
487,2,7,8,1,0,0,778,幼児教育費用,768,-31.0,2882,4790,3712,1148,-,-,-,-,-
488,2,7,8,1,0,0,779,専修学校,545,-21.7,-,-,-,-,-,5105,-,-,-
489,2,5,8,2,0,0,0,教科書・学習参考教材,547,11.6,34,1895,205,928,1312,1216,592,29,-
490,2,7,8,2,0,0,780,教科書,412,8.4,-,-,-,703,1259,1104,592,29,-
491,2,7,8,2,0,0,781,学習参考教材,134,21.8,34,1895,205,225,54,111,-,-,-
492,2,5,8,3,0,0,0,補習教育,3667,-27.5,382,6100,11623,5050,11209,3219,-,783,-
493,2,7,8,3,0,0,790,幼児・小学校補習教育,1485,-43.0,382,3225,8886,919,571,1467,-,783,-
494,2,7,8,3,0,0,791,中学校補習教育,1078,-17.0,-,2875,809,4056,3286,820,-,-,-
495,2,7,8,3,0,0,792,高校補習教育・予備校,1105,-4.2,-,-,1928,75,7352,932,-,-,-
496,2,4,9,0,0,0,0,教養娯楽,37481,6.9,39137,25524,62526,38431,40384,40123,42921,29957,23403
497,2,5,9,1,0,0,0,教養娯楽用耐久財,2357,2.9,4334,929,11447,3762,2108,775,1030,830,236
498,2,7,9,1,0,0,801,テレビ,465,132.5,1909,-,-,1512,-,-,-,502,-
499,2,7,9,1,0,0,813,ビデオレコーダー・プレイヤー,228,...,-,-,220,549,830,-,-,143,-
500,2,7,9,1,0,0,810,パソコン,1093,-16.6,746,929,9832,1027,341,126,497,29,48
501,2,7,9,1,0,0,804,カメラ・ビデオカメラ,-,-100.0,-,-,-,-,-,-,-,-,-
502,2,7,9,1,0,0,806,楽器,229,615.6,463,-,1299,-,355,-,516,8,-
503,2,7,9,1,0,0,807,書斎・学習用机・椅子,10,-61.5,-,-,-,-,-,98,-,-,-
504,2,7,9,1,0,0,809,他の教養娯楽用耐久財,319,-34.0,1217,-,97,640,582,457,17,147,187
505,2,7,9,1,0,0,812,教養娯楽用耐久財修理代,14,-87.4,-,-,-,34,-,93,-,-,-
506,2,5,9,2,0,0,0,教養娯楽用品,9697,12.0,10288,11541,11177,13932,11682,13764,10269,6095,3246
507,2,7,9,2,0,821-829,0,文房具,776,-3.0,394,1075,1893,1688,950,603,917,276,217
508,2,7,9,2,0,821-829,821,筆記・絵画用具,143,21.2,52,70,233,254,98,94,523,36,33
509,2,7,9,2,0,821-829,826,ノート・紙製品,320,15.5,196,403,681,831,410,199,261,136,110
510,2,7,9,2,0,821-829,827,他の学習用消耗品,68,9.7,48,91,148,156,52,61,75,32,31
511,2,7,9,2,0,821-829,828,他の学習用文房具,136,-48.5,84,349,527,271,187,110,32,25,9
512,2,7,9,2,0,821-829,829,他の文房具,110,41.0,15,162,304,176,204,140,25,47,34
513,2,7,9,2,0,832-834,0,運動用具類,2144,45.9,759,916,3897,3834,4309,3824,1472,721,54
514,2,7,9,2,0,832-834,832,ゴルフ用具,375,363.0,105,-,-,-,-,1611,32,498,-
515,2,7,9,2,0,832-834,833,他の運動用具,493,28.4,140,164,1298,80,2240,855,86,25,8
516,2,7,9,2,0,832-834,834,スポーツウェア,1275,26.9,513,752,2600,3753,2068,1358,1354,198,46
517,2,7,9,2,0,835-837,0,玩具,706,-5.1,2006,1180,2397,1597,325,673,279,117,74
518,2,7,9,2,0,835-837,836,ゲーム機,93,-52.6,-,-,-,460,-,408,-,-,-
519,2,7,9,2,0,835-837,835,ゲームソフト等,224,12.0,632,556,1311,320,174,37,-,9,-
520,2,7,9,2,0,835-837,837,他の玩具,389,11.8,1374,624,1086,817,151,229,279,108,74
521,2,7,9,2,0,0,840,切り花,454,-40.3,123,7,39,760,464,352,647,519,566
522,2,7,9,2,0,"842,843,845-849,84A,84Y",0,他の教養娯楽用品,3664,11.8,5578,5617,2795,2737,3689,5574,4287,2930,1790
523,2,7,9,2,0,"842,843,845-849,84A,84Y",846,音楽・映像用未使用メディア,67,63.4,-,65,-,378,46,34,71,19,3
524,2,7,9,2,0,"842,843,845-849,84A,84Y",845,音楽・映像収録済メディア,175,173.4,347,-,122,511,374,118,92,67,36
525,2,7,9,2,0,"842,843,845-849,84A,84Y",848,ペットフード,828,20.0,158,2792,806,321,1095,1515,894,586,375
526,2,7,9,2,0,"842,843,845-849,84A,84Y",84Y,ペット・他のペット用品,640,-10.2,284,1690,367,212,770,2302,496,305,84
527,2,7,9,2,0,"842,843,845-849,84A,84Y",84A,園芸用植物,332,-18.8,36,175,426,314,311,287,240,420,564
528,2,7,9,2,0,"842,843,845-849,84A,84Y",847,園芸用品,327,-36.5,188,124,297,225,198,300,213,479,355
529,2,7,9,2,0,"842,843,845-849,84A,84Y",843,手芸・工芸材料,44,-66.2,48,72,72,50,89,13,-,41,1
530,2,7,9,2,0,"842,843,845-849,84A,84Y",849,電池,107,-35.2,33,110,55,187,173,45,168,88,133
531,2,7,9,2,0,"842,843,845-849,84A,84Y",842,他の教養娯楽用品のその他,1144,107.6,4484,589,650,539,635,960,2113,926,237
