1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4625,1.3,4551,1.6,5502,2.1,2651,0.8,473,0.1,12109,2.5,9342,2.3,978,0.3,2359,0.8
177,2,3,0,0,0,（再掲）経常消費支出,252503,71.5,224655,81.1,217884,81.2,253210,72.4,250180,70.6,289452,60.9,275963,67.8,236669,77.2,245966,78.5
178,2,3,0,0,0,（再掲）情報通信関係費,17111,4.8,10450,3.8,12054,4.5,16046,4.6,17679,5.0,20299,4.3,20937,5.1,17187,5.6,17614,5.6
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,318103,90.1,206428,74.5,242881,90.5,332279,94.9,332111,93.7,410603,86.4,375234,92.1,280389,91.5,285654,91.2
180,2,2,0,0,0,その他の実支出,131133,-,80865,-,104616,-,182756,-,144422,-,143045,-,162368,-,150955,-,50298,-
181,2,3,0,0,0,直接税,69309,-,35283,-,44142,-,100665,-,72760,-,69850,-,88465,-,93573,-,30190,-
182,2,4,0,0,0,勤労所得税,23336,-,14989,-,19615,-,52872,-,23469,-,19169,-,24544,-,25569,-,4668,-
183,2,4,0,0,0,個人住民税,21908,-,15037,-,15609,-,24007,-,22979,-,29917,-,32650,-,25626,-,3307,-
184,2,4,0,0,0,他の税,24065,-,5257,-,8918,-,23786,-,26313,-,20764,-,31271,-,42377,-,22215,-
185,2,3,0,0,0,社会保険料,61823,-,45582,-,60473,-,82091,-,71663,-,73195,-,73903,-,57375,-,20108,-
186,2,4,0,0,0,公的年金保険料,38391,-,29071,-,38299,-,49612,-,47686,-,46116,-,46698,-,33367,-,8760,-
187,2,4,0,0,0,健康保険料,18138,-,14564,-,19372,-,24469,-,18194,-,20440,-,21068,-,17533,-,8938,-
188,2,4,0,0,0,介護保険料,3045,-,-,-,78,-,4659,-,3511,-,4199,-,3555,-,4298,-,1792,-
189,2,4,0,0,0,他の社会保険料,2248,-,1947,-,2724,-,3351,-,2273,-,2440,-,2581,-,2177,-,618,-
190,2,3,0,0,0,その他,1,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),712534,-,474486,-,820680,-,859981,-,692655,-,828004,-,633358,-,849807,-,535162,-
192,2,2,0,0,0,預貯金,478620,-,369417,-,459016,-,586950,-,475405,-,524539,-,385799,-,739303,-,262710,-
193,2,2,0,0,0,保険料,20359,-,9320,-,24651,-,15571,-,18407,-,42123,-,24966,-,15407,-,9186,-
194,2,3,0,0,0,個人・企業年金保険料,6155,-,2015,-,3989,-,2651,-,4217,-,23820,-,6745,-,2211,-,127,-
195,2,3,0,0,0,他の保険料,14204,-,7305,-,20662,-,12920,-,14190,-,18303,-,18221,-,13196,-,9059,-
196,2,2,0,0,0,有価証券購入,7661,-,1601,-,2067,-,2716,-,3420,-,18588,-,12525,-,1162,-,15439,-
197,2,2,0,0,0,土地家屋借金返済,69097,-,32356,-,87455,-,79647,-,63333,-,59506,-,47019,-,21024,-,165619,-
198,2,2,0,0,0,他の借金返済,1322,-,1399,-,-,-,248,-,2197,-,4115,-,-,-,210,-,1119,-
199,2,2,0,0,0,クレジット購入借入金返済,133710,-,60394,-,244847,-,174834,-,129683,-,176777,-,155704,-,71096,-,80907,-
200,2,2,0,0,0,実支出以外の支払のその他,1766,-,-,-,2643,-,16,-,211,-,2355,-,7346,-,1605,-,181,-
201,2,1,0,0,0,繰越金,290967,-,661877,-,682969,-,373071,-,246654,-,100018,-,180147,-,100204,-,287075,-
202,3,0,0,0,0,可処分所得,483763,-,413048,-,461319,-,585311,-,462508,-,515677,-,448360,-,709617,-,263267,-
203,3,0,0,0,0,黒字,130703,-,136123,-,193087,-,235344,-,108164,-,40619,-,41036,-,403214,-,-49890,-
204,3,1,0,0,0,金融資産純増,87038,-,171235,-,39422,-,166024,-,66955,-,26313,-,-28638,-,477081,-,-189221,-
205,3,3,0,0,0,貯蓄純増,79377,-,169634,-,37355,-,163308,-,63535,-,7725,-,-41163,-,475919,-,-204660,-
206,3,4,0,0,0,預貯金純増,63672,-,160314,-,12703,-,153871,-,57735,-,-26622,-,-66129,-,464366,-,-213847,-
207,3,4,0,0,0,保険純増,15705,-,9320,-,24651,-,9438,-,5801,-,34348,-,24966,-,11553,-,9186,-
208,3,3,0,0,0,有価証券純購入,7661,-,1601,-,2067,-,2716,-,3420,-,18588,-,12525,-,1162,-,15439,-
209,3,1,0,0,0,土地家屋借金純減,69097,-,32356,-,87455,-,79647,-,63333,-,59506,-,47019,-,21024,-,165619,-
210,3,1,0,0,0,他の借金純減,856,-,1399,-,-,-,248,-,2197,-,4115,-,-,-,-3532,-,1119,-
211,3,1,0,0,0,クレジット購入借入金純減,-2869,-,-41191,-,101601,-,-391,-,3753,-,-25991,-,2422,-,-40865,-,10759,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1557,-,-,-,2612,-,16,-,211,-,1014,-,7316,-,1605,-,89,-
214,3,1,0,0,0,繰越純増,-24977,-,-27675,-,-38003,-,-10201,-,-28285,-,-24337,-,12917,-,-52099,-,-38254,-
