1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
203,3,0,0,0,0,黒字,114231,-,16.1,122682,-,68119,-,63818,-,133985,-,143492,-,75133,-
204,3,1,0,0,0,金融資産純増,140575,-,18.4,154901,-,95627,-,98861,-,159830,-,174713,-,74292,-
205,3,3,0,0,0,貯蓄純増,139756,-,18.0,154775,-,95627,-,98861,-,158660,-,174541,-,70269,-
206,3,4,0,0,0,預貯金純増,191084,-,23.6,186049,-,186303,-,109282,-,193132,-,213189,-,214378,-
207,3,4,0,0,0,保険純増,-51328,-,-41.9,-31275,-,-90676,-,-10421,-,-34472,-,-38647,-,-144109,-
208,3,3,0,0,0,有価証券純購入,819,-,143.8,127,-,-,-,-,-,1170,-,171,-,4023,-
209,3,1,0,0,0,土地家屋借金純減,3704,-,10.6,4296,-,3159,-,3613,-,3937,-,4537,-,965,-
210,3,1,0,0,0,他の借金純減,28,-,-71.4,-226,-,-,-,-,-,40,-,-306,-,1206,-
211,3,1,0,0,0,クレジット購入借入金純減,-13977,-,-41.8,-18681,-,-22364,-,-25996,-,-10384,-,-16095,-,7786,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,3230,-,...,3928,-,5,-,7,-,4612,-,5315,-,-,-
214,3,1,0,0,0,繰越純増,-19329,-,-37.8,-21537,-,-8307,-,-12667,-,-24051,-,-24672,-,-9115,-
