1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第３表　勤め先収入７分位階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
181,2,3,0,0,0,直接税,69309,-,8.9,23927,-,23849,-,45413,-,44564,-,72011,-,81738,-,191895,-
182,2,4,0,0,0,勤労所得税,23336,-,32.9,339,-,2736,-,5204,-,10351,-,16021,-,27463,-,100263,-
183,2,4,0,0,0,個人住民税,21908,-,-1.1,928,-,5774,-,11489,-,15866,-,23767,-,33274,-,61511,-
184,2,4,0,0,0,他の税,24065,-,0.5,22661,-,15340,-,28720,-,18347,-,32223,-,21001,-,30121,-
185,2,3,0,0,0,社会保険料,61823,-,11.5,4909,-,26620,-,35894,-,52691,-,68846,-,91878,-,150025,-
186,2,4,0,0,0,公的年金保険料,38391,-,10.4,2298,-,15432,-,21039,-,32983,-,44794,-,58392,-,92610,-
187,2,4,0,0,0,健康保険料,18138,-,7.0,2034,-,9123,-,11991,-,15606,-,18589,-,26211,-,42871,-
188,2,4,0,0,0,介護保険料,3045,-,16.6,434,-,1181,-,1501,-,2122,-,3152,-,3845,-,8988,-
189,2,4,0,0,0,他の社会保険料,2248,-,109.7,143,-,884,-,1363,-,1980,-,2311,-,3429,-,5555,-
190,2,3,0,0,0,その他,1,-,-97.9,-,-,-,-,6,-,-,-,-,-,-,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),712534,-,15.0,249800,-,796629,-,469062,-,603931,-,696050,-,821534,-,1339251,-
192,2,2,0,0,0,預貯金,478620,-,6.3,105097,-,546899,-,332508,-,410249,-,442678,-,559742,-,943627,-
193,2,2,0,0,0,保険料,20359,-,6.2,6047,-,12981,-,10859,-,22375,-,18568,-,25042,-,46137,-
194,2,3,0,0,0,個人・企業年金保険料,6155,-,18.6,558,-,2353,-,2251,-,3943,-,3986,-,7214,-,22550,-
195,2,3,0,0,0,他の保険料,14204,-,1.6,5489,-,10628,-,8607,-,18432,-,14581,-,17829,-,23587,-
196,2,2,0,0,0,有価証券購入,7661,-,22.2,13935,-,473,-,190,-,1110,-,2597,-,19933,-,15387,-
197,2,2,0,0,0,土地家屋借金返済,69097,-,62.6,27150,-,165046,-,39162,-,63752,-,59642,-,51934,-,77013,-
198,2,2,0,0,0,他の借金返済,1322,-,-53.7,424,-,2380,-,208,-,1398,-,939,-,3886,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,133710,-,36.9,95836,-,68851,-,86109,-,104888,-,170182,-,154873,-,253833,-
200,2,2,0,0,0,実支出以外の支払のその他,1766,-,77.7,1311,-,-,-,27,-,158,-,1444,-,6124,-,3255,-
201,2,1,0,0,0,繰越金,290967,-,24.0,356371,-,184177,-,255224,-,486360,-,298041,-,170131,-,286909,-
202,3,0,0,0,0,可処分所得,483763,-,10.6,81889,-,551882,-,340306,-,422511,-,470500,-,579966,-,929282,-
203,3,0,0,0,0,黒字,130703,-,18.4,-170053,-,284367,-,-1443,-,121061,-,100741,-,190007,-,383822,-
204,3,1,0,0,0,金融資産純増,87038,-,-27.0,-148095,-,155250,-,-24005,-,78654,-,47225,-,149220,-,345099,-
205,3,3,0,0,0,貯蓄純増,79377,-,-36.5,-162030,-,154777,-,-24195,-,77544,-,44628,-,129287,-,329712,-
206,3,4,0,0,0,預貯金純増,63672,-,-41.2,-162799,-,141796,-,-35054,-,58555,-,29438,-,104245,-,304049,-
207,3,4,0,0,0,保険純増,15705,-,-6.1,769,-,12981,-,10859,-,18988,-,15190,-,25042,-,25663,-
208,3,3,0,0,0,有価証券純購入,7661,-,230.6,13935,-,473,-,190,-,1110,-,2597,-,19933,-,15387,-
209,3,1,0,0,0,土地家屋借金純減,69097,-,62.6,27150,-,165046,-,39162,-,63752,-,59642,-,51934,-,77013,-
210,3,1,0,0,0,他の借金純減,856,-,-62.5,424,-,2380,-,208,-,1398,-,-2341,-,3886,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-2869,-,89.1,-4898,-,-3045,-,-15620,-,-2521,-,17017,-,-8638,-,-2174,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1557,-,68.9,1311,-,-82,-,27,-,131,-,1444,-,4784,-,3255,-
214,3,1,0,0,0,繰越純増,-24977,-,11.4,-45944,-,-35181,-,-1215,-,-20353,-,-22247,-,-11179,-,-39370,-
