1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
204,3,1,0,0,0,金融資産純増,131375,-,-47.3,142431,-,97217,-,102355,-,142925,-,155855,-,53702,-
205,3,3,0,0,0,貯蓄純増,130922,-,-47.0,141914,-,97217,-,102355,-,142320,-,155165,-,53702,-
206,3,4,0,0,0,預貯金純増,159629,-,-41.6,175705,-,100767,-,105879,-,179534,-,199094,-,46693,-
207,3,4,0,0,0,保険純増,-28707,-,-9.5,-33791,-,-3550,-,-3523,-,-37214,-,-43929,-,7009,-
208,3,3,0,0,0,有価証券純購入,452,-,-82.3,517,-,-,-,-,-,605,-,690,-,-,-
209,3,1,0,0,0,土地家屋借金純減,3652,-,-19.8,4171,-,2690,-,3095,-,3977,-,4532,-,-,-
210,3,1,0,0,0,他の借金純減,55,-,-57.0,42,-,218,-,167,-,-,-,-,-,148,-
211,3,1,0,0,0,クレジット購入借入金純減,-23083,-,-58.8,-22494,-,-12601,-,-14619,-,-26627,-,-25132,-,-27216,-
212,3,1,0,0,0,土地家屋純増,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,785,-,26.0,890,-,7,-,8,-,1048,-,1186,-,47,-
214,3,1,0,0,0,繰越純増,-12890,-,57.8,-15432,-,-7437,-,-12822,-,-14734,-,-16307,-,4975,-
