1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
177,2,3,0,0,0,（再掲）経常消費支出,241750,76.2,255544,84.3,206611,85.1,232917,75.4,243216,67.5,266990,73.9,260037,68.9,227769,86.7,227876,86.6
178,2,3,0,0,0,（再掲）情報通信関係費,16447,5.2,12008,4.0,11059,4.6,15391,5.0,16502,4.6,17710,4.9,20172,5.3,18655,7.1,16802,6.4
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,285691,90.1,233708,77.1,225659,93.0,292663,94.7,330337,91.7,330357,91.5,318786,84.5,240656,91.6,246229,93.6
180,2,2,0,0,0,その他の実支出,115839,-,113174,-,128835,-,118107,-,109952,-,142145,-,152346,-,91255,-,64917,-
181,2,3,0,0,0,直接税,50125,-,39446,-,55852,-,48597,-,45165,-,69178,-,71236,-,38280,-,25954,-
182,2,4,0,0,0,勤労所得税,19675,-,15184,-,30482,-,20525,-,16892,-,28949,-,23755,-,14480,-,6449,-
183,2,4,0,0,0,個人住民税,23713,-,23206,-,22336,-,22997,-,20915,-,34374,-,35752,-,19877,-,7217,-
184,2,4,0,0,0,他の税,6737,-,1056,-,3034,-,5074,-,7358,-,5855,-,11728,-,3922,-,12288,-
185,2,3,0,0,0,社会保険料,65706,-,73728,-,72982,-,69510,-,64787,-,72967,-,81110,-,52969,-,38911,-
186,2,4,0,0,0,公的年金保険料,38589,-,50452,-,50428,-,41534,-,38754,-,44434,-,48752,-,28889,-,10156,-
187,2,4,0,0,0,健康保険料,20642,-,20869,-,19943,-,21092,-,19703,-,21806,-,25456,-,18577,-,17124,-
188,2,4,0,0,0,介護保険料,4559,-,-,-,94,-,4949,-,4440,-,4548,-,4409,-,3908,-,11070,-
189,2,4,0,0,0,他の社会保険料,1917,-,2407,-,2517,-,1935,-,1890,-,2180,-,2493,-,1595,-,560,-
190,2,3,0,0,0,その他,7,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,52,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),731703,-,781986,-,793181,-,784356,-,748597,-,746379,-,839374,-,616795,-,549437,-
192,2,2,0,0,0,預貯金,500890,-,525466,-,523032,-,524467,-,530979,-,491645,-,475635,-,456299,-,482022,-
193,2,2,0,0,0,保険料,35747,-,20290,-,31375,-,19942,-,22234,-,41289,-,121327,-,14011,-,6605,-
194,2,3,0,0,0,個人・企業年金保険料,6666,-,3689,-,3439,-,6039,-,5927,-,15162,-,10186,-,3373,-,1268,-
195,2,3,0,0,0,他の保険料,29080,-,16600,-,27936,-,13903,-,16308,-,26127,-,111141,-,10639,-,5337,-
196,2,2,0,0,0,有価証券購入,4177,-,6058,-,3979,-,7110,-,4329,-,4423,-,5934,-,1537,-,-,-
197,2,2,0,0,0,土地家屋借金返済,48176,-,23880,-,50004,-,74735,-,55980,-,63882,-,39694,-,45322,-,15784,-
198,2,2,0,0,0,他の借金返済,1282,-,-,-,403,-,2954,-,1662,-,756,-,2135,-,249,-,1106,-
199,2,2,0,0,0,クレジット購入借入金返済,141221,-,206292,-,184369,-,155130,-,133270,-,143778,-,194316,-,99192,-,43747,-
200,2,2,0,0,0,実支出以外の支払のその他,209,-,-,-,18,-,18,-,142,-,605,-,333,-,185,-,174,-
201,2,1,0,0,0,繰越金,260549,-,162122,-,428004,-,337366,-,384988,-,145175,-,127946,-,110418,-,370322,-
202,3,0,0,0,0,可処分所得,527099,-,517414,-,550693,-,550724,-,551432,-,564232,-,504873,-,453877,-,501048,-
203,3,0,0,0,0,黒字,209940,-,214123,-,307980,-,241709,-,191146,-,203184,-,127549,-,191087,-,237898,-
204,3,1,0,0,0,金融資産純増,154434,-,154539,-,217288,-,172626,-,132359,-,174794,-,48631,-,125735,-,228125,-
205,3,3,0,0,0,貯蓄純増,150256,-,148480,-,213309,-,165516,-,128030,-,170371,-,42697,-,124198,-,228125,-
206,3,4,0,0,0,預貯金純増,118327,-,128190,-,181934,-,145574,-,105795,-,129082,-,-70363,-,119212,-,234994,-
207,3,4,0,0,0,保険純増,31929,-,20290,-,31375,-,19942,-,22234,-,41289,-,113060,-,4986,-,-6869,-
208,3,3,0,0,0,有価証券純購入,4177,-,6058,-,3979,-,7110,-,4329,-,4423,-,5934,-,1537,-,-,-
209,3,1,0,0,0,土地家屋借金純減,48176,-,23880,-,50004,-,74735,-,55980,-,63882,-,39694,-,45322,-,15784,-
210,3,1,0,0,0,他の借金純減,1219,-,-,-,403,-,2954,-,1662,-,354,-,2135,-,249,-,1106,-
211,3,1,0,0,0,クレジット購入借入金純減,24029,-,62252,-,56646,-,20580,-,10510,-,-7408,-,59007,-,36099,-,-10125,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,58,-,-,-,18,-,-64,-,-615,-,605,-,328,-,56,-,174,-
214,3,1,0,0,0,繰越純増,-17976,-,-26548,-,-16380,-,-29122,-,-8750,-,-29044,-,-22247,-,-16374,-,2834,-
