1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
180,2,2,0,0,0,その他の実支出,109969,-,117808,-,88539,-,124009,-,98646,-,158753,-,133136,-,93130,-,48570,-
181,2,3,0,0,0,直接税,46783,-,46593,-,35941,-,48653,-,44553,-,73334,-,56660,-,40857,-,17947,-
182,2,4,0,0,0,勤労所得税,18312,-,18188,-,14875,-,20483,-,14953,-,31555,-,22884,-,16131,-,3626,-
183,2,4,0,0,0,個人住民税,26046,-,28406,-,18425,-,26610,-,25445,-,40035,-,32786,-,21056,-,10049,-
184,2,4,0,0,0,他の税,2425,-,0,-,2641,-,1559,-,4155,-,1744,-,990,-,3670,-,4273,-
185,2,3,0,0,0,社会保険料,63157,-,71214,-,52598,-,75357,-,54093,-,85419,-,76476,-,52273,-,30401,-
186,2,4,0,0,0,公的年金保険料,37221,-,45647,-,36444,-,45095,-,32032,-,51558,-,46550,-,28438,-,10110,-
187,2,4,0,0,0,健康保険料,20458,-,23389,-,14195,-,23877,-,17171,-,26043,-,23168,-,19181,-,14024,-
188,2,4,0,0,0,介護保険料,3600,-,-,-,318,-,4213,-,3168,-,5334,-,4278,-,3176,-,5611,-
189,2,4,0,0,0,他の社会保険料,1877,-,2179,-,1641,-,2171,-,1723,-,2484,-,2480,-,1478,-,655,-
190,2,3,0,0,0,その他,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),724896,-,631146,-,684598,-,846103,-,661708,-,896437,-,733796,-,802432,-,482897,-
192,2,2,0,0,0,預貯金,459033,-,492842,-,455449,-,533962,-,433389,-,584786,-,471258,-,438639,-,246837,-
193,2,2,0,0,0,保険料,40741,-,20527,-,24723,-,25084,-,21698,-,28895,-,34263,-,15553,-,145331,-
194,2,3,0,0,0,個人・企業年金保険料,25134,-,6537,-,3125,-,13456,-,6514,-,9773,-,8970,-,3243,-,139509,-
195,2,3,0,0,0,他の保険料,15607,-,13990,-,21598,-,11628,-,15183,-,19121,-,25293,-,12309,-,5823,-
196,2,2,0,0,0,有価証券購入,5202,-,2273,-,2431,-,6811,-,7372,-,9290,-,7135,-,1478,-,1267,-
197,2,2,0,0,0,土地家屋借金返済,73494,-,23890,-,49621,-,75736,-,58330,-,66596,-,61276,-,240218,-,13337,-
198,2,2,0,0,0,他の借金返済,4354,-,-,-,432,-,2910,-,2470,-,813,-,4583,-,970,-,20204,-
199,2,2,0,0,0,クレジット購入借入金返済,141342,-,91613,-,151916,-,201520,-,137944,-,202720,-,154982,-,105107,-,55575,-
200,2,2,0,0,0,実支出以外の支払のその他,730,-,-,-,26,-,79,-,506,-,3337,-,300,-,466,-,345,-
201,2,1,0,0,0,繰越金,248425,-,252499,-,411807,-,366300,-,388572,-,88669,-,110490,-,97471,-,331037,-
202,3,0,0,0,0,可処分所得,478161,-,503612,-,469095,-,575808,-,523106,-,567529,-,501555,-,415207,-,238916,-
203,3,0,0,0,0,黒字,103384,-,98861,-,184466,-,205866,-,105598,-,164836,-,89384,-,121211,-,-125403,-
204,3,1,0,0,0,金融資産純増,89156,-,282759,-,168237,-,150478,-,49983,-,107536,-,88338,-,-89628,-,19224,-
205,3,3,0,0,0,貯蓄純増,83954,-,280486,-,165806,-,143668,-,42611,-,98245,-,81203,-,-91106,-,17956,-
206,3,4,0,0,0,預貯金純増,59017,-,259959,-,141083,-,118583,-,20913,-,113164,-,46940,-,-90524,-,-71123,-
207,3,4,0,0,0,保険純増,24936,-,20527,-,24723,-,25084,-,21698,-,-14918,-,34263,-,-582,-,89080,-
208,3,3,0,0,0,有価証券純購入,5202,-,2273,-,2431,-,6811,-,7372,-,9290,-,7135,-,1478,-,1267,-
209,3,1,0,0,0,土地家屋借金純減,73494,-,23890,-,49621,-,75736,-,58330,-,66596,-,61276,-,240218,-,13337,-
210,3,1,0,0,0,他の借金純減,4354,-,-,-,432,-,2910,-,2470,-,813,-,4583,-,970,-,20204,-
211,3,1,0,0,0,クレジット購入借入金純減,-9513,-,-148465,-,-10979,-,-2824,-,-10635,-,31472,-,13933,-,13989,-,-10866,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,311,-,-839,-,26,-,20,-,-1240,-,3185,-,-86,-,466,-,345,-
214,3,1,0,0,0,繰越純増,-54418,-,-58484,-,-22871,-,-20454,-,6690,-,-44766,-,-78661,-,-44805,-,-167646,-
