1,"東京都生計分析調査　令和 5年 7月","","","","","","","","","","","","","","","","","",""
2,"","","","","","","","","第２表　世帯主年齢階層別１世帯当たり１か月間の品目別生計支出　―　全　世　帯　―","","","","","","","","","",""
3,"","","","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","","",""
4,"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年同月増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
264,"2","7","1","12","1","0","397","喫茶代",1136,22.5,1414,918,1351,1382,1594,1387,2006,609,472
265,"2","7","1","12","1","0","398","飲酒代",2893,119.7,1427,2577,2763,2779,2999,7103,5023,1482,557
266,"2","6","1","12","2","0","39X","学校給食",525,-26.4,180,1702,1210,1422,1155,194,-,-,-
267,"2","4","2","0","0","0","0","住居",21400,-10.7,53357,19094,23625,19770,21110,35252,13338,15004,13719
268,"2","5","2","1","0","0","0","家賃地代",14897,-10.6,53067,18912,18706,18605,15579,12075,10476,8123,4036
269,"2","7","2","1","0","0","400","民営家賃",12230,18.3,49742,16770,17064,17128,15014,11475,9326,3357,781
270,"2","7","2","1","0","0","403","公営家賃",1169,-65.4,2860,461,670,416,-,-,-,2308,889
271,"2","7","2","1","0","0","404","給与住宅家賃",565,-77.7,465,1681,972,1060,565,600,1150,-,-
272,"2","7","2","1","0","0","402","地代",932,121.4,-,-,-,-,-,-,-,2458,2366
273,"2","7","2","1","0","0","409","他の家賃地代",-,-,-,-,-,-,-,-,-,-,-
274,"2","5","2","2","0","0","0","設備修繕・維持",6503,-10.8,291,181,4919,1166,5531,23177,2862,6881,9683
275,"2","6","2","2","1","0","0","設備材料",2849,-24.6,4,181,3358,674,1877,16638,309,1243,1427
276,"2","7","2","2","1","0","410","設備器具",2690,-20.7,4,-,3280,401,1493,16508,46,1166,1328
277,"2","7","2","2","1","0","419","修繕材料",159,-58.6,-,181,78,273,384,130,264,77,99
278,"2","6","2","2","2","0","0","工事その他のサービス",3654,4.0,286,-,1561,492,3654,6539,2552,5638,8256
279,"2","7","2","2","2","0","420","畳替え",-,-100.0,-,-,-,-,-,-,-,-,-
280,"2","7","2","2","2","0","424","給排水関係工事費",736,105.0,-,-,1561,286,639,1641,-,917,1944
281,"2","7","2","2","2","0","425","外壁・塀等工事費",942,118.6,-,-,-,-,-,-,-,2484,5267
282,"2","7","2","2","2","0","426","植木・庭手入れ代",201,-14.1,-,-,-,-,-,-,369,444,239
283,"2","7","2","2","2","0","427","他の工事費",896,-48.7,286,-,-,16,259,4533,169,888,173
284,"2","7","2","2","2","0","429","火災・地震保険料",878,25.1,-,-,-,191,2756,365,2014,905,633
285,"2","4","3","0","0","0","0","光熱・水道",16511,-9.6,14295,13561,16534,14201,16714,16306,19759,17352,17550
286,"2","5","3","1","0","0","430","電気代",7853,-14.1,6768,5658,7293,6017,8333,8279,9752,8396,8486
287,"2","5","3","2","0","0","0","ガス代",4137,-14.6,3455,3468,3845,3717,4033,4604,4305,4401,4077
288,"2","7","3","2","0","0","431","都市ガス",3823,-15.3,3068,3468,3845,3221,3989,4356,3822,3992,3790
289,"2","7","3","2","0","0","432","プロパンガス",313,-6.0,388,-,-,496,44,248,483,410,287
290,"2","5","3","3","0","0","0","他の光熱",31,-24.4,-,12,17,18,88,23,-,41,-
291,"2","7","3","3","0","0","433","灯油",9,-35.7,-,-,-,-,-,-,-,25,-
292,"2","7","3","3","0","0","439","他の光熱のその他",22,-18.5,-,12,17,18,88,23,-,16,-
293,"2","5","3","4","0","0","440","上下水道料",4490,5.8,4072,4424,5380,4449,4261,3400,5702,4514,4986
294,"2","4","4","0","0","0","0","家具・家事用品",13188,5.3,6943,15671,9649,10373,17880,19022,12755,12344,11549
295,"2","5","4","1","0","0","0","家庭用耐久財",3064,-31.7,709,1622,1048,2494,8724,8465,1586,1435,906
296,"2","6","4","1","1","0","0","家事用耐久財",1755,7.1,557,806,744,1763,2070,6025,1492,1025,825
297,"2","7","4","1","1","0","45X","電子レンジ",-,-,-,-,-,-,-,-,-,-,-
298,"2","7","4","1","1","0","451","炊事用電気器具",118,-25.3,-,406,-,213,41,106,-,127,76
299,"2","7","4","1","1","0","452","炊事用ガス器具",80,...,-,-,348,-,-,-,-,149,-
300,"2","7","4","1","1","0","453","電気冷蔵庫",391,21.4,-,-,-,-,-,2850,-,205,435
301,"2","7","4","1","1","0","455","電気掃除機",495,84.0,-,-,396,881,-,876,1275,396,298
302,"2","7","4","1","1","0","456","電気洗濯機",329,13.4,-,-,-,-,1764,1300,-,-,-
303,"2","7","4","1","1","0","459","他の家事用耐久財",343,-42.5,557,401,-,668,265,893,218,148,15
304,"2","6","4","1","2","0","0","冷暖房用器具",1179,-55.8,128,269,292,207,6654,2440,79,344,33
305,"2","7","4","1","2","0","470","エアコン",832,-64.0,-,-,-,-,6467,1354,-,-,-
306,"2","7","4","1","2","0","472","ストーブ・温風ヒーター",43,...,-,-,-,-,-,390,-,-,-
307,"2","7","4","1","2","0","479","他の冷暖房用器具",304,-14.6,128,269,292,207,187,697,79,344,33
308,"2","6","4","1","3","0","0","一般家具",130,-27.8,24,547,13,525,-,-,15,66,48
309,"2","7","4","1","3","0","480","たんす",-,-,-,-,-,-,-,-,-,-,-
310,"2","7","4","1","3","0","482","テーブル・ソファー",56,-37.8,-,-,-,463,-,-,-,-,-
311,"2","7","4","1","3","0","483","食器戸棚",-,-,-,-,-,-,-,-,-,-,-
312,"2","7","4","1","3","0","489","他の家具",73,-19.8,24,547,13,62,-,-,15,66,48
313,"2","5","4","2","0","0","0","室内装備・装飾品",520,-32.7,30,216,466,603,364,906,651,532,701
314,"2","7","4","2","0","0","491","照明器具",128,-51.7,-,-,277,-,-,183,8,234,477
315,"2","7","4","2","0","0","492","室内装飾品",73,-33.0,-,14,49,6,195,155,-,79,1
316,"2","7","4","2","0","0","493","敷物",81,-53.7,-,-,-,29,41,41,270,116,95
317,"2","7","4","2","0","0","496","カーテン",77,-18.9,8,-,126,457,-,-,62,19,29
318,"2","7","4","2","0","0","499","他の室内装備品",161,23.8,22,202,14,112,128,526,311,84,99
319,"2","5","4","3","0","0","0","寝具類",1808,231.7,156,244,523,701,103,737,2310,3592,2666
320,"2","7","4","3","0","0","500","ベッド",749,...,-,-,-,-,-,-,-,1975,-
321,"2","7","4","3","0","0","501","布団",140,16.7,-,-,159,235,-,98,-,237,378
322,"2","7","4","3","0","0","503","毛布",5,...,-,-,77,-,-,-,-,-,-
323,"2","7","4","3","0","0","505","敷布",40,-48.1,-,-,152,27,-,-,-,69,64
324,"2","7","4","3","0","0","509","他の寝具類",873,151.6,156,244,135,439,103,639,2310,1311,2223
325,"2","5","4","4","0","0","0","家事雑貨",2772,9.1,2644,5789,3686,2196,3650,3185,3113,1827,1834
326,"2","7","4","4","0","0","510","茶わん・皿・鉢",84,-38.7,83,80,24,97,95,76,212,60,61
327,"2","7","4","4","0","0","514","他の食卓用品",381,32.3,407,616,264,307,797,485,885,116,119
328,"2","7","4","4","0","0","515","鍋・やかん",154,41.3,37,365,271,121,153,63,88,167,262
329,"2","7","4","4","0","0","517","他の台所用品",200,-37.3,63,223,305,137,171,190,254,217,242
330,"2","7","4","4","0","0","518","電球・ランプ",93,82.4,-,-,22,64,4,49,144,173,308
331,"2","7","4","4","0","0","519","タオル",249,13.7,148,211,130,180,604,184,301,223,108
332,"2","7","4","4","0","0","529","他の家事雑貨",1610,13.7,1906,4293,2671,1290,1826,2137,1231,873,733
333,"2","5","4","5","0","0","0","家事用消耗品",3796,4.5,3282,4882,3540,3359,4381,4716,4001,3390,3118
334,"2","7","4","5","0","531,532","0","ティッシュペーパー・トイレットペーパー",564,5.4,422,574,510,734,553,836,518,475,370
335,"2","7","4","5","0","531,532","531","ティッシュペーパー",213,19.7,172,275,162,226,206,269,201,202,165
336,"2","7","4","5","0","531,532","532","トイレットペーパー",351,-1.7,250,300,348,508,347,567,317,273,206
337,"2","7","4","5","0","533,534","0","洗剤",819,9.1,535,1276,994,744,880,936,901,703,651
338,"2","7","4","5","0","533,534","533","台所・住居用洗剤",366,16.6,311,702,436,361,326,343,446,301,289
339,"2","7","4","5","0","533,534","534","洗濯用洗剤",453,3.4,223,574,558,383,554,593,455,401,362
340,"2","7","4","5","0","530,535-539","0","他の家事用消耗品",2413,2.8,2325,3032,2035,1881,2948,2943,2582,2212,2096
341,"2","7","4","5","0","530,535-539","530","ポリ袋・ラップ",449,13.1,554,648,388,410,575,516,500,353,343
342,"2","7","4","5","0","530,535-539","535","殺虫・防虫剤",399,-1.5,201,213,249,221,480,545,584,437,421
343,"2","7","4","5","0","530,535-539","536","柔軟仕上剤",219,-2.7,119,225,322,280,269,300,133,179,168
344,"2","7","4","5","0","530,535-539","537","芳香・消臭剤",253,11.9,221,439,211,163,430,196,330,211,201
345,"2","7","4","5","0","530,535-539","539","他の家事用消耗品のその他",1093,-0.3,1231,1506,864,808,1194,1386,1036,1032,964
346,"2","5","4","6","0","0","0","家事サービス",1229,126.8,121,2918,385,1019,659,1013,1095,1567,2324
347,"2","7","4","6","0","0","540","家事代行料",117,31.5,-,-,-,424,90,43,-,134,159
348,"2","7","4","6","0","0","541","清掃代",138,-3.5,103,31,104,114,190,221,148,134,154
349,"2","7","4","6","0","0","542","家具・家事用品関連サービス",974,214.2,19,2887,281,481,379,750,947,1298,2011
350,"2","4","5","0","0","0","0","被服及び履物",12684,8.6,13345,10975,17843,13399,23410,12220,19365,7309,5573
351,"2","5","5","1","0","0","558","和服",117,46.3,-,77,-,346,128,49,172,95,122
352,"2","5","5","2","0","0","0","洋服",4781,9.5,5476,4724,6317,5963,8772,5311,9514,1650,896
353,"2","6","5","2","1","0","0","男子用洋服",1804,53.7,1207,668,1157,3413,3233,1908,5172,478,212
354,"2","7","5","2","1","0","560","背広服",435,...,-,-,-,1183,1027,151,1860,-,-
355,"2","7","5","2","1","0","561","男子用上着",85,...,-,-,-,-,116,-,726,21,28
356,"2","7","5","2","1","0","562","男子用ズボン",520,49.0,295,126,455,494,1474,408,1082,279,76
357,"2","7","5","2","1","0","563","男子用コート",-,-100.0,-,-,-,-,-,-,-,-,-
358,"2","7","5","2","1","0","565","男子用学校制服",20,233.3,-,-,-,-,185,-,-,-,-
359,"2","7","5","2","1","0","569","他の男子用洋服",745,0.9,912,542,701,1736,431,1349,1503,178,108
360,"2","6","5","2","2","0","0","婦人用洋服",2498,-10.4,2811,2610,3893,2075,5018,3185,3991,1064,590
361,"2","7","5","2","2","0","570","婦人服",585,-16.8,776,511,1272,516,1052,567,1020,241,96
362,"2","7","5","2","2","0","574","婦人用上着",69,72.5,-,24,596,-,252,-,-,-,-
363,"2","7","5","2","2","0","571","スカート",114,-63.0,162,-,79,75,284,-,77,140,121
364,"2","7","5","2","2","0","572","婦人用スラックス",575,3.4,289,763,794,815,1328,317,902,257,277
365,"2","7","5","2","2","0","573","婦人用コート",22,69.2,278,-,-,-,-,51,-,-,-
366,"2","7","5","2","2","0","575","女子用学校制服",-,-,-,-,-,-,-,-,-,-,-
367,"2","7","5","2","2","0","576","他の婦人用洋服",1133,-3.1,1306,1313,1152,669,2102,2250,1992,425,95
368,"2","6","5","2","3","0","0","子供用洋服",478,18.6,1458,1446,1267,475,522,218,352,108,95
369,"2","7","5","2","3","0","580","子供服",394,-2.2,1063,1365,1110,475,522,18,87,108,95
370,"2","7","5","2","3","0","582","乳児服",85,...,395,81,157,-,-,200,265,-,-
371,"2","5","5","3","0","0","0","シャツ・セーター類",2800,-4.4,1260,1743,6683,2064,6033,2442,3441,1820,1829
372,"2","6","5","3","1","0","0","男子用シャツ・セーター類",1252,18.8,487,336,4943,805,2431,1520,1456,563,296
373,"2","7","5","3","1","0","590","ワイシャツ",342,21.7,102,-,2730,127,575,43,646,33,53
374,"2","7","5","3","1","0","591","他の男子用シャツ",904,18.3,385,336,2213,637,1856,1470,810,530,243
375,"2","7","5","3","1","0","592","男子用セーター",6,-40.0,-,-,-,40,-,8,-,-,-
376,"2","6","5","3","2","0","0","婦人用シャツ・セーター類",1375,-18.5,379,805,1554,1113,3398,901,1734,1172,1372
377,"2","7","5","3","2","0","593","ブラウス",360,0.8,113,63,139,177,1264,171,365,350,514
378,"2","7","5","3","2","0","594","他の婦人用シャツ",905,-7.1,266,614,1383,909,1892,564,1369,683,651
379,"2","7","5","3","2","0","595","婦人用セーター",111,-68.9,-,129,32,26,242,165,-,139,207
380,"2","6","5","3","3","0","596","子供用シャツ・セーター類",173,-6.5,394,601,186,147,203,20,250,85,161
381,"2","5","5","4","0","0","0","下着類",1380,22.2,1532,1192,1141,1370,2431,1248,1520,1148,1040
382,"2","6","5","4","1","0","0","男子用下着類",441,16.1,37,366,333,446,621,393,367,514,423
383,"2","7","5","4","1","0","600","男子用下着",401,22.6,-,366,333,427,586,393,367,431,357
384,"2","7","5","4","1","0","602","男子用寝巻き",40,-24.5,37,-,-,19,35,-,-,83,66
385,"2","6","5","4","2","0","0","婦人用下着類",810,16.9,1055,340,601,775,1735,677,1153,605,586
386,"2","7","5","4","2","0","610","婦人用ファンデーション",76,-46.9,20,31,73,19,161,54,260,52,27
387,"2","7","5","4","2","0","612","他の婦人用下着",650,34.6,397,309,528,756,1348,623,893,493,478
388,"2","7","5","4","2","0","614","婦人用寝巻き",84,25.4,638,-,-,-,227,-,-,60,81
389,"2","6","5","4","3","0","0","子供用下着類",129,130.4,440,486,207,148,74,179,-,28,32
390,"2","7","5","4","3","0","620","子供用下着",84,133.3,237,311,138,107,41,179,-,6,7
391,"2","7","5","4","3","0","621","子供用寝巻き",45,114.3,203,176,69,41,34,-,-,22,25
392,"2","5","5","5","0","0","0","生地・糸類",60,-36.2,108,3,11,13,47,178,37,61,32
393,"2","7","5","5","0","0","631","着尺地・生地",26,-45.8,74,-,-,8,-,83,30,25,8
394,"2","7","5","5","0","0","640","他の生地・糸類",33,-29.8,33,3,11,6,47,95,7,36,24
395,"2","5","5","6","0","0","0","他の被服",782,10.8,988,1147,1183,627,963,837,1124,515,547
396,"2","7","5","6","0","0","650","帽子",174,43.8,157,312,588,96,88,212,396,63,92
397,"2","7","5","6","0","0","651","ネクタイ",1,-92.9,-,-,-,5,-,-,-,-,-
398,"2","7","5","6","0","0","652","マフラー・スカーフ",19,-13.6,-,12,-,-,13,135,4,4,-
399,"2","7","5","6","0","0","653","手袋",33,-19.5,2,8,32,25,63,41,54,29,26
400,"2","7","5","6","0","0","654","男子用靴下",112,-13.2,64,184,39,90,213,90,221,80,63
401,"2","7","5","6","0","0","655","婦人用ストッキング",32,-22.0,12,7,14,31,65,4,88,28,19
402,"2","7","5","6","0","0","656","婦人用ソックス",141,-2.1,215,74,61,126,232,186,73,137,146
403,"2","7","5","6","0","0","657","子供用靴下",48,37.1,212,176,72,32,24,44,88,-,-
404,"2","7","5","6","0","0","659","他の被服のその他",222,40.5,326,374,378,221,262,125,200,174,202
405,"2","5","5","7","0","0","0","履物類",2174,14.5,3807,1857,2170,2490,4569,1810,2756,1180,754
406,"2","7","5","7","0","0","675","大人用運動靴",440,25.7,246,-,326,294,1206,832,672,235,-
407,"2","7","5","7","0","0","679","大人用サンダル",52,20.9,13,-,128,37,109,27,88,41,28
408,"2","7","5","7","0","0","670","男子靴",361,-34.2,1110,216,382,444,625,228,401,198,107
409,"2","7","5","7","0","0","672","婦人靴",832,55.8,1949,236,534,1000,2307,357,1428,353,482
410,"2","7","5","7","0","0","676","子供用靴・サンダル",253,-18.1,478,1182,619,447,157,138,-,44,-
411,"2","7","5","7","0","0","680","他の履物",236,105.2,11,223,181,269,165,227,167,310,137
412,"2","5","5","8","0","0","0","被服関連サービス",590,22.7,174,231,337,526,469,345,800,840,353
413,"2","7","5","8","0","0","691","洗濯代",441,4.8,129,231,337,526,378,279,800,498,339
414,"2","7","5","8","0","0","694","被服賃借料",91,184.4,-,-,-,-,45,-,-,227,-
415,"2","7","5","8","0","0","692","他の被服関連サービス",58,107.1,45,-,-,-,45,66,-,115,14
416,"2","4","6","0","0","0","0","保健医療",18473,4.0,9943,13346,21003,14426,15200,20542,15645,22522,17891
417,"2","5","6","1","0","0","0","医薬品",3026,4.2,1244,1893,1802,2859,2466,3468,3503,3691,3300
418,"2","7","6","1","0","0","700","感冒薬",227,43.7,237,237,161,323,307,238,204,184,151
419,"2","7","6","1","0","0","701","胃腸薬",101,-19.2,-,115,97,56,132,76,74,134,53
420,"2","7","6","1","0","0","702","栄養剤",288,6.7,164,248,119,464,109,330,246,337,423
421,"2","7","6","1","0","0","704","外傷・皮膚病薬",106,14.0,123,94,17,31,167,117,35,141,65
422,"2","7","6","1","0","0","706","他の外用薬",365,-14.7,276,384,180,411,372,466,344,366,217
423,"2","7","6","1","0","0","709","他の医薬品",1939,6.0,445,815,1227,1572,1379,2242,2599,2528,2390
424,"2","5","6","2","0","0","710","健康保持用摂取品",1346,-11.2,166,694,1305,394,1241,1332,1365,1986,1794
425,"2","5","6","3","0","0","0","保健医療用品・器具",3166,4.5,3631,6912,2782,2911,3122,5208,1133,2475,2771
426,"2","7","6","3","0","0","713","紙おむつ",415,55.4,1622,1927,551,371,98,55,30,231,314
427,"2","7","6","3","0","0","711","保健用消耗品",1104,-19.7,1094,1412,1263,1887,1384,1132,721,776,588
428,"2","7","6","3","0","0","712","眼鏡",694,9.3,-,-,413,108,2,3004,145,815,1374
429,"2","7","6","3","0","0","714","コンタクトレンズ",549,37.6,578,3088,359,329,1325,519,81,99,-
430,"2","7","6","3","0","0","719","他の保健医療用品・器具",404,14.1,336,485,196,217,313,498,157,554,496
431,"2","5","6","4","0","0","0","保健医療サービス",10934,6.0,4902,3847,15114,8263,8372,10534,9645,14370,10026
432,"2","7","6","4","0","0","720","医科診療代",4161,-13.1,864,1171,4309,3586,2305,4429,5881,5395,4637
433,"2","7","6","4","0","0","722","歯科診療代",2392,-31.3,787,963,7530,727,3515,3682,1219,2099,1609
434,"2","7","6","4","0","0","723","出産入院料",-,-,-,-,-,-,-,-,-,-,-
435,"2","7","6","4","0","0","721","他の入院料",2325,315.9,-,-,89,2047,1653,15,-,4992,2242
436,"2","7","6","4","0","0","724","整骨(接骨)・鍼灸院治療代",571,45.7,125,272,1859,735,92,59,571,693,417
437,"2","7","6","4","0","0","728","マッサージ料金等(診療外)",620,69.9,2700,140,246,142,540,1517,849,315,399
438,"2","7","6","4","0","0","727","人間ドック等受診料",404,3.3,366,-,801,794,61,-,595,453,492
439,"2","7","6","4","0","0","729","他の保健医療サービス",461,40.1,60,1300,280,232,206,832,529,424,230
440,"2","4","7","0","0","0","0","交通・通信",35964,11.3,21014,36612,41481,26309,69056,51244,41478,25311,22302
441,"2","5","7","1","0","0","0","交通",10386,14.6,6669,16028,20776,6467,14458,16510,10921,6313,2842
442,"2","7","7","1","0","0","730","鉄道運賃",4411,22.7,4473,4567,8263,3701,3694,4804,6925,3405,1082
443,"2","7","7","1","0","0","731","鉄道通学定期代",167,-37.5,-,-,-,487,191,705,-,25,-
444,"2","7","7","1","0","0","732","鉄道通勤定期代",1477,-9.1,65,7486,-,441,2980,3699,184,458,-
445,"2","7","7","1","0","0","733","バス代",396,47.2,233,286,336,578,710,770,501,172,144
446,"2","7","7","1","0","0","734","バス通学定期代",102,920.0,143,-,693,-,438,-,-,-,-
447,"2","7","7","1","0","0","735","バス通勤定期代",12,-89.7,-,-,-,-,-,101,-,3,6
448,"2","7","7","1","0","0","736","タクシー代",653,-28.9,310,358,1178,428,89,1067,664,772,943
449,"2","7","7","1","0","0","737","航空運賃",1902,26.6,1040,2408,9098,-,5225,3467,-,336,-
450,"2","7","7","1","0","0","738","有料道路料",1128,88.3,404,923,1208,365,941,1839,2280,1081,566
451,"2","7","7","1","0","0","739","他の交通",139,-14.2,-,-,-,468,189,59,365,61,101
452,"2","5","7","2","0","0","0","自動車等関係費",14674,20.1,6166,12855,12679,6428,42096,20181,16693,9602,11037
453,"2","6","7","2","1","0","0","自動車等購入",2990,17.4,-,-,-,-,28310,-,-,-,-
454,"2","7","7","2","1","0","740","自動車購入",2990,17.4,-,-,-,-,28310,-,-,-,-
455,"2","7","7","2","1","0","742","自動車以外の輸送機器購入",-,-,-,-,-,-,-,-,-,-,-
456,"2","6","7","2","2","0","745","自転車購入",423,22.3,963,49,4932,-,-,-,-,75,160
457,"2","6","7","2","3","0","0","自動車等維持",11261,20.7,5203,12806,7748,6428,13786,20181,16693,9527,10877
458,"2","7","7","2","3","0","750","ガソリン",2660,2.7,1084,2766,2820,2423,3040,3647,4562,2091,1511
459,"2","7","7","2","3","0","751","自動車等部品",893,66.6,-,-,140,481,8,2446,4386,428,107
460,"2","7","7","2","3","0","752","自動車等関連用品",895,95.0,522,839,432,593,5790,221,340,105,42
461,"2","7","7","2","3","0","753","自動車整備費",1296,-17.5,-,-,883,194,86,3894,1811,1618,2536
462,"2","7","7","2","3","0","755","自動車以外の輸送機器整備費",162,36.1,241,325,85,111,95,768,130,2,-
463,"2","7","7","2","3","0","75X","年極・月極駐車場借料",1364,4.3,447,1157,159,1594,1506,1824,1884,1387,1167
464,"2","7","7","2","3","0","756","他の駐車場借料",398,23.2,285,476,628,267,351,958,592,208,194
465,"2","7","7","2","3","0","75B","レンタカー・カーシェアリング料金",960,89.0,1776,6101,703,97,417,522,1590,367,-
466,"2","7","7","2","3","0","754","他の自動車等関連サービス",556,11.0,268,287,130,340,957,1308,209,547,677
467,"2","7","7","2","3","0","757","自動車保険料(自賠責)",198,-25.3,-,-,-,-,248,857,425,106,-
468,"2","7","7","2","3","0","758","自動車保険料(任意)",1868,65.6,581,855,1768,306,1288,3736,764,2646,4643
469,"2","7","7","2","3","0","759","自動車保険料以外の輸送機器保険料",11,-38.9,-,-,-,21,-,-,-,22,-
470,"2","5","7","3","0","0","0","通信",10903,-1.1,8179,7728,8026,13415,12502,14554,13864,9397,8423
471,"2","7","7","3","0","0","760","郵便料",123,-13.4,158,195,48,154,75,93,148,124,114
472,"2","7","7","3","0","0","762","固定電話通信料",1192,-9.4,50,236,355,836,831,1657,1593,1672,1638
473,"2","7","7","3","0","0","763","携帯電話通信料",8920,2.5,7298,7034,7539,11985,10488,12199,11422,6793,5329
474,"2","7","7","3","0","0","769","運送料",379,-29.9,439,198,77,342,381,300,627,432,649
475,"2","7","7","3","0","0","766","携帯電話機",186,0.0,140,-,-,-,545,6,26,309,573
476,"2","7","7","3","0","0","764","他の通信機器",104,-27.8,94,65,6,97,182,299,47,67,120
477,"2","4","8","0","0","0","0","教育",15502,-9.3,4951,6564,18195,67639,26381,20747,2591,-,-
478,"2","5","8","1","0","0","0","授業料等",11863,51.2,4808,5762,12230,56223,17381,14614,842,-,-
479,"2","7","8","1","0","0","770","国公立小学校",412,69.5,148,780,378,443,1018,1483,-,-,-
480,"2","7","8","1","0","0","771","私立小学校",5264,596.3,-,-,-,42392,971,-,-,-,-
481,"2","7","8","1","0","0","772","国公立中学校",403,0.5,-,102,1643,2036,352,-,-,-,-
482,"2","7","8","1","0","0","773","私立中学校",794,-11.6,-,-,7542,-,-,2567,-,-,-
483,"2","7","8","1","0","0","774","国公立高校",588,11.4,-,792,1261,3229,530,-,-,-,-
484,"2","7","8","1","0","0","775","私立高校",1679,-58.0,-,-,-,7764,6949,-,-,-,-
485,"2","7","8","1","0","0","776","国公立大学",-,-100.0,-,-,-,-,-,-,-,-,-
486,"2","7","8","1","0","0","777","私立大学",76,-72.9,-,-,-,10,-,-,842,-,-
487,"2","7","8","1","0","0","778","幼児教育費用",1485,98.8,4660,4088,1406,349,7561,-,-,-,-
488,"2","7","8","1","0","0","779","専修学校",1161,...,-,-,-,-,-,10564,-,-,-
489,"2","5","8","2","0","0","0","教科書・学習参考教材",109,9.0,-,139,1189,100,61,-,-,-,-
490,"2","7","8","2","0","0","780","教科書",-,-100.0,-,-,-,-,-,-,-,-,-
491,"2","7","8","2","0","0","781","学習参考教材",109,12.4,-,139,1189,100,61,-,-,-,-
492,"2","5","8","3","0","0","0","補習教育",3530,-61.4,143,662,4776,11317,8939,6133,1749,-,-
493,"2","7","8","3","0","0","790","幼児・小学校補習教育",1356,-66.9,143,488,3367,3560,1938,4075,-,-,-
494,"2","7","8","3","0","0","791","中学校補習教育",1307,-57.8,-,174,1409,6599,1608,2058,-,-,-
495,"2","7","8","3","0","0","792","高校補習教育・予備校",867,-55.8,-,-,-,1158,5393,-,1749,-,-
496,"2","4","9","0","0","0","0","教養娯楽",38709,-9.8,36798,39124,31019,46166,41340,40204,45111,35235,31493
497,"2","5","9","1","0","0","0","教養娯楽用耐久財",3023,34.2,708,4133,1186,1696,4466,659,5043,3740,3477
498,"2","7","9","1","0","0","801","テレビ",917,...,-,-,-,-,713,-,3116,1483,3146
499,"2","7","9","1","0","0","813","ビデオレコーダー・プレイヤー",-,-100.0,-,-,-,-,-,-,-,-,-
500,"2","7","9","1","0","0","810","パソコン",1546,24.6,546,3059,354,1147,3039,20,590,2022,79
501,"2","7","9","1","0","0","804","カメラ・ビデオカメラ",-,-,-,-,-,-,-,-,-,-,-
502,"2","7","9","1","0","0","806","楽器",79,393.8,-,491,-,-,-,127,-,84,93
503,"2","7","9","1","0","0","807","書斎・学習用机・椅子",11,-64.5,-,-,-,89,-,-,-,-,-
504,"2","7","9","1","0","0","809","他の教養娯楽用耐久財",380,-48.8,162,583,170,461,704,512,1319,39,46
505,"2","7","9","1","0","0","812","教養娯楽用耐久財修理代",90,-32.8,-,-,662,-,11,-,19,112,114
506,"2","5","9","2","0","0","0","教養娯楽用品",8653,16.6,5995,14028,7667,8176,10215,11646,14283,5799,5120
507,"2","7","9","2","0","821-829","0","文房具",587,12.5,385,471,666,625,913,699,349,544,861
508,"2","7","9","2","0","821-829","821","筆記・絵画用具",132,32.0,105,114,87,116,167,34,39,192,364
509,"2","7","9","2","0","821-829","826","ノート・紙製品",254,11.9,202,151,278,283,382,207,220,253,442
510,"2","7","9","2","0","821-829","827","他の学習用消耗品",44,10.0,27,65,58,84,97,56,20,16,10
511,"2","7","9","2","0","821-829","828","他の学習用文房具",101,-9.0,17,24,204,78,108,350,22,61,29
512,"2","7","9","2","0","821-829","829","他の文房具",55,25.0,34,117,38,65,160,52,48,22,16
513,"2","7","9","2","0","832-834","0","運動用具類",1448,2.8,720,4447,1980,2421,2292,1449,769,540,350
514,"2","7","9","2","0","832-834","832","ゴルフ用具",75,-40.5,-,63,-,-,11,309,393,-,-
515,"2","7","9","2","0","832-834","833","他の運動用具",503,17.2,288,3357,1188,141,303,441,243,155,86
516,"2","7","9","2","0","832-834","834","スポーツウェア",870,2.0,432,1027,792,2281,1979,699,132,385,264
517,"2","7","9","2","0","835-837","0","玩具",890,-6.5,2023,2757,1916,802,516,1006,1079,252,331
518,"2","7","9","2","0","835-837","836","ゲーム機",43,-81.7,-,-,-,-,-,312,-,23,-
519,"2","7","9","2","0","835-837","835","ゲームソフト等",191,18.6,450,-,982,348,45,98,337,27,58
520,"2","7","9","2","0","835-837","837","他の玩具",655,17.8,1574,2757,934,454,471,596,742,201,273
521,"2","7","9","2","0","0","840","切り花",533,-18.6,70,499,11,166,179,554,700,875,1005
522,"2","7","9","2","0","842,843,845-849,84A,84Y","0","他の教養娯楽用品",3711,31.8,2410,5715,2067,2480,4746,5242,9643,2110,1682
523,"2","7","9","2","0","842,843,845-849,84A,84Y","846","音楽・映像用未使用メディア",62,-20.5,-,121,198,-,217,-,19,42,75
524,"2","7","9","2","0","842,843,845-849,84A,84Y","845","音楽・映像収録済メディア",277,93.7,968,678,82,526,128,464,205,58,-
525,"2","7","9","2","0","842,843,845-849,84A,84Y","848","ペットフード",865,8.0,81,1325,585,712,1745,1117,820,695,443
