1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第３表　勤め先収入７分位階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
180,2,2,0,0,0,その他の実支出,111281,-,2.5,13610,-,37428,-,59785,-,90198,-,130691,-,166375,-,278588,-
181,2,3,0,0,0,直接税,48223,-,-1.6,3735,-,11703,-,17188,-,32036,-,52481,-,73000,-,146394,-
182,2,4,0,0,0,勤労所得税,22091,-,-7.7,425,-,3330,-,5289,-,11490,-,21299,-,29181,-,83113,-
183,2,4,0,0,0,個人住民税,24058,-,1.6,1325,-,6505,-,10335,-,19163,-,27728,-,41495,-,61343,-
184,2,4,0,0,0,他の税,2074,-,51.7,1984,-,1867,-,1564,-,1383,-,3455,-,2325,-,1938,-
185,2,3,0,0,0,社会保険料,63017,-,5.8,9876,-,25725,-,42597,-,58163,-,78112,-,93188,-,132194,-
186,2,4,0,0,0,公的年金保険料,37357,-,2.5,2767,-,15025,-,22772,-,35922,-,47032,-,58749,-,78450,-
187,2,4,0,0,0,健康保険料,20432,-,8.0,6333,-,8650,-,15146,-,18180,-,24755,-,27031,-,42578,-
188,2,4,0,0,0,介護保険料,3221,-,7.5,658,-,1184,-,3559,-,2330,-,3872,-,4383,-,6470,-
189,2,4,0,0,0,他の社会保険料,2007,-,67.9,117,-,866,-,1120,-,1730,-,2453,-,3025,-,4695,-
190,2,3,0,0,0,その他,41,-,...,-,-,-,-,-,-,-,-,98,-,188,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),656555,-,2.7,173398,-,334885,-,502894,-,641047,-,729651,-,898453,-,1304041,-
192,2,2,0,0,0,預貯金,448386,-,-2.0,98955,-,236295,-,317746,-,411808,-,524122,-,626787,-,914579,-
193,2,2,0,0,0,保険料,39057,-,40.8,7618,-,15309,-,16336,-,102882,-,20142,-,26390,-,85053,-
194,2,3,0,0,0,個人・企業年金保険料,5285,-,-2.4,1181,-,3994,-,3911,-,3099,-,3824,-,9230,-,11628,-
195,2,3,0,0,0,他の保険料,33773,-,51.3,6436,-,11315,-,12425,-,99782,-,16318,-,17160,-,73425,-
196,2,2,0,0,0,有価証券購入,4409,-,-70.3,143,-,43,-,1460,-,1864,-,2532,-,11964,-,12743,-
197,2,2,0,0,0,土地家屋借金返済,46313,-,22.9,15754,-,20708,-,56364,-,40042,-,55212,-,62568,-,72468,-
198,2,2,0,0,0,他の借金返済,851,-,-41.9,437,-,701,-,2272,-,282,-,-,-,2224,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,117052,-,18.0,50478,-,61271,-,108551,-,84168,-,127352,-,167884,-,217477,-
200,2,2,0,0,0,実支出以外の支払のその他,486,-,-15.6,14,-,559,-,165,-,-,-,292,-,635,-,1722,-
201,2,1,0,0,0,繰越金,216649,-,-16.9,64358,-,210368,-,261568,-,312163,-,104344,-,264503,-,295705,-
202,3,0,0,0,0,可処分所得,481909,-,-0.6,75477,-,272764,-,373228,-,477911,-,520034,-,680411,-,963684,-
203,3,0,0,0,0,黒字,102111,-,-25.5,-179376,-,2930,-,24770,-,137732,-,139455,-,181359,-,401656,-
204,3,1,0,0,0,金融資産純増,122153,-,3.0,-98630,-,25123,-,-2543,-,115591,-,164535,-,189093,-,457425,-
205,3,3,0,0,0,貯蓄純増,117744,-,13.6,-98773,-,25081,-,-4002,-,113727,-,162004,-,177129,-,444682,-
206,3,4,0,0,0,預貯金純増,80744,-,-1.4,-93274,-,11026,-,-20003,-,10846,-,141862,-,150739,-,359630,-
207,3,4,0,0,0,保険純増,37000,-,70.1,-5499,-,14054,-,16000,-,102882,-,20142,-,26390,-,85053,-
208,3,3,0,0,0,有価証券純購入,4409,-,-70.3,143,-,43,-,1460,-,1864,-,2532,-,11964,-,12743,-
209,3,1,0,0,0,土地家屋借金純減,46313,-,22.9,15754,-,20708,-,56364,-,40042,-,55212,-,62568,-,72468,-
210,3,1,0,0,0,他の借金純減,254,-,-76.2,14,-,701,-,2272,-,-3090,-,-,-,1798,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-35497,-,-70.2,-41496,-,-36403,-,-22140,-,-29686,-,-34987,-,-58330,-,-25692,-
212,3,1,0,0,0,土地家屋純増,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,-1260,-,-488.9,-151,-,559,-,165,-,-707,-,292,-,285,-,-9249,-
214,3,1,0,0,0,繰越純増,-29852,-,-689.1,-54868,-,-7758,-,-9348,-,15581,-,-45596,-,-14056,-,-93296,-
