産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,民営／事業所数（事業所）,民営／従業者数／総数（人）,民営／従業者数／男（人）,民営／従業者数／女（人）,国、地方公共団体／事業所数（事業所）,国、地方公共団体／従業者数／総数（人）,国、地方公共団体／従業者数／男（人）,国、地方公共団体／従業者数／女（人）
3,E,24,249,その他の金属製品製造業,1,0103,3人,90,270,186,84,90,270,186,84,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,0104,4人,63,252,156,96,63,252,156,96,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,0200,5～9人,106,693,467,226,106,693,467,226,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,0300,10～19人,54,714,509,205,54,714,509,205,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,0400,20～29人,24,580,414,166,24,580,414,166,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,0500,30～49人,12,458,372,86,12,458,372,86,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,0600,50～99人,5,337,269,68,5,337,269,68,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,0700,100～199人,2,258,223,35,2,258,223,35,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,0800,200～299人,1,222,177,45,1,222,177,45,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,249,その他の金属製品製造業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
2,E,25,000,はん用機械器具製造業,0,0000,全ての規模,1731,24185,19353,4832,1731,24185,19353,4832,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0100,1～4人,1021,2312,1616,696,1021,2312,1616,696,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0101,1人,293,293,273,20,293,293,273,20,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0102,2人,330,660,436,224,330,660,436,224,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0103,3人,233,699,460,239,233,699,460,239,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0104,4人,165,660,447,213,165,660,447,213,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0200,5～9人,356,2323,1701,622,356,2323,1701,622,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0300,10～19人,165,2205,1695,510,165,2205,1695,510,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0400,20～29人,78,1844,1447,397,78,1844,1447,397,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0500,30～49人,43,1604,1254,350,43,1604,1254,350,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0600,50～99人,38,2533,2130,403,38,2533,2130,403,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0700,100～199人,15,2080,1771,309,15,2080,1771,309,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0800,200～299人,5,1242,1040,202,5,1242,1040,202,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,0900,300～499人,2,853,802,51,2,853,802,51,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,1000,500～999人,3,2254,1872,382,3,2254,1872,382,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,1100,1000人以上,2,4935,4025,910,2,4935,4025,910,-,-,-,-
2,E,25,000,はん用機械器具製造業,1,1200,出向・派遣従業員のみ,3,-,-,-,3,-,-,-,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,0,0000,全ての規模,65,1233,925,308,65,1233,925,308,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0100,1～4人,35,77,41,36,35,77,41,36,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0101,1人,15,15,7,8,15,15,7,8,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0102,2人,4,8,3,5,4,8,3,5,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0103,3人,10,30,13,17,10,30,13,17,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0104,4人,6,24,18,6,6,24,18,6,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0200,5～9人,11,75,53,22,11,75,53,22,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0300,10～19人,6,70,47,23,6,70,47,23,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0400,20～29人,3,80,53,27,3,80,53,27,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0500,30～49人,3,118,101,17,3,118,101,17,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0600,50～99人,4,281,241,40,4,281,241,40,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0700,100～199人,2,287,199,88,2,287,199,88,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0800,200～299人,1,245,190,55,1,245,190,55,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,0,0000,全ての規模,31,348,290,58,31,348,290,58,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0100,1～4人,13,32,20,12,13,32,20,12,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0101,1人,3,3,3,-,3,3,3,-,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0102,2人,3,6,4,2,3,6,4,2,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0103,3人,5,15,9,6,5,15,9,6,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0104,4人,2,8,4,4,2,8,4,4,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0200,5～9人,9,56,42,14,9,56,42,14,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0300,10～19人,6,87,77,10,6,87,77,10,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0400,20～29人,1,22,19,3,1,22,19,3,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0500,30～49人,1,34,27,7,1,34,27,7,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0600,50～99人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0700,100～199人,1,117,105,12,1,117,105,12,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,0,0000,全ての規模,284,5603,4473,1130,284,5603,4473,1130,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0100,1～4人,146,348,242,106,146,348,242,106,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0101,1人,36,36,36,-,36,36,36,-,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0102,2人,44,88,60,28,44,88,60,28,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0103,3人,40,120,78,42,40,120,78,42,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0104,4人,26,104,68,36,26,104,68,36,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0200,5～9人,61,408,306,102,61,408,306,102,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0300,10～19人,33,428,328,100,33,428,328,100,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0400,20～29人,20,483,382,101,20,483,382,101,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0500,30～49人,8,295,223,72,8,295,223,72,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0600,50～99人,10,640,524,116,10,640,524,116,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0700,100～199人,3,400,333,67,3,400,333,67,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0800,200～299人,1,225,188,37,1,225,188,37,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,0900,300～499人,1,427,427,-,1,427,427,-,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,1100,1000人以上,1,1949,1520,429,1,1949,1520,429,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,0,0000,全ての規模,501,9321,7576,1745,501,9321,7576,1745,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0100,1～4人,247,595,406,189,247,595,406,189,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0101,1人,54,54,50,4,54,54,50,4,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0102,2人,88,176,111,65,88,176,111,65,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0103,3人,55,165,112,53,55,165,112,53,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0104,4人,50,200,133,67,50,200,133,67,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0200,5～9人,124,831,618,213,124,831,618,213,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0300,10～19人,61,838,638,200,61,838,638,200,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0400,20～29人,30,712,540,172,30,712,540,172,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0500,30～49人,16,599,475,124,16,599,475,124,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0600,50～99人,12,862,738,124,12,862,738,124,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0700,100～199人,6,838,745,93,6,838,745,93,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0800,200～299人,2,537,448,89,2,537,448,89,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,1000,500～999人,1,523,463,60,1,523,463,60,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,1100,1000人以上,1,2986,2505,481,1,2986,2505,481,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,1,1200,出向・派遣従業員のみ,1,-,-,-,1,-,-,-,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,0,0000,全ての規模,850,7680,6089,1591,850,7680,6089,1591,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0100,1～4人,580,1260,907,353,580,1260,907,353,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0101,1人,185,185,177,8,185,185,177,8,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0102,2人,191,382,258,124,191,382,258,124,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0103,3人,123,369,248,121,123,369,248,121,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0104,4人,81,324,224,100,81,324,224,100,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0200,5～9人,151,953,682,271,151,953,682,271,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0300,10～19人,59,782,605,177,59,782,605,177,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0400,20～29人,24,547,453,94,24,547,453,94,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0500,30～49人,15,558,428,130,15,558,428,130,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0600,50～99人,12,750,627,123,12,750,627,123,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0700,100～199人,3,438,389,49,3,438,389,49,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0800,200～299人,1,235,214,21,1,235,214,21,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,0900,300～499人,1,426,375,51,1,426,375,51,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,1000,500～999人,2,1731,1409,322,2,1731,1409,322,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,1,1200,出向・派遣従業員のみ,2,-,-,-,2,-,-,-,-,-,-,-
2,E,26,000,生産用機械器具製造業,0,0000,全ての規模,3709,37384,29443,7941,3709,37384,29443,7941,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0100,1～4人,2201,5157,3646,1511,2201,5157,3646,1511,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0101,1人,547,547,507,40,547,547,507,40,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0102,2人,734,1468,964,504,734,1468,964,504,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0103,3人,538,1614,1091,523,538,1614,1091,523,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0104,4人,382,1528,1084,444,382,1528,1084,444,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0200,5～9人,745,4792,3546,1246,745,4792,3546,1246,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0300,10～19人,417,5519,4455,1064,417,5519,4455,1064,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0400,20～29人,151,3603,2916,687,151,3603,2916,687,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0500,30～49人,100,3825,3121,704,100,3825,3121,704,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0600,50～99人,57,3934,3246,688,57,3934,3246,688,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0700,100～199人,20,2638,2202,436,20,2638,2202,436,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0800,200～299人,6,1377,1131,246,6,1377,1131,246,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,0900,300～499人,5,1852,1596,256,5,1852,1596,256,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,1000,500～999人,3,2173,1708,465,3,2173,1708,465,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,1100,1000人以上,2,2514,1876,638,2,2514,1876,638,-,-,-,-
2,E,26,000,生産用機械器具製造業,1,1200,出向・派遣従業員のみ,2,-,-,-,2,-,-,-,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,0,0000,全ての規模,115,3764,2987,777,115,3764,2987,777,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0100,1～4人,67,154,96,58,67,154,96,58,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0101,1人,19,19,9,10,19,19,9,10,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0102,2人,18,36,21,15,18,36,21,15,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0103,3人,21,63,36,27,21,63,36,27,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0104,4人,9,36,30,6,9,36,30,6,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0200,5～9人,19,118,90,28,19,118,90,28,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0300,10～19人,12,157,118,39,12,157,118,39,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0400,20～29人,3,75,56,19,3,75,56,19,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0500,30～49人,6,253,205,48,6,253,205,48,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0600,50～99人,3,212,160,52,3,212,160,52,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0700,100～199人,2,247,214,33,2,247,214,33,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,0900,300～499人,1,449,388,61,1,449,388,61,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,1000,500～999人,1,896,755,141,1,896,755,141,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,1100,1000人以上,1,1203,905,298,1,1203,905,298,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,0,0000,全ての規模,23,410,316,94,23,410,316,94,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0100,1～4人,11,24,14,10,11,24,14,10,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0101,1人,3,3,3,-,3,3,3,-,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0102,2人,5,10,7,3,5,10,7,3,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0103,3人,1,3,1,2,1,3,1,2,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0104,4人,2,8,3,5,2,8,3,5,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0200,5～9人,5,33,23,10,5,33,23,10,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0300,10～19人,2,27,18,9,2,27,18,9,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0400,20～29人,2,46,30,16,2,46,30,16,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0500,30～49人,2,63,49,14,2,63,49,14,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0600,50～99人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0800,200～299人,1,217,182,35,1,217,182,35,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,0,0000,全ての規模,125,1636,1372,264,125,1636,1372,264,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0100,1～4人,58,154,105,49,58,154,105,49,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0101,1人,10,10,10,-,10,10,10,-,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0102,2人,17,34,22,12,17,34,22,12,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0103,3人,14,42,24,18,14,42,24,18,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0104,4人,17,68,49,19,17,68,49,19,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0200,5～9人,32,208,159,49,32,208,159,49,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0300,10～19人,14,181,149,32,14,181,149,32,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0400,20～29人,6,134,113,21,6,134,113,21,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0500,30～49人,6,229,198,31,6,229,198,31,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0600,50～99人,6,423,382,41,6,423,382,41,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0700,100～199人,2,307,266,41,2,307,266,41,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,1,1200,出向・派遣従業員のみ,1,-,-,-,1,-,-,-,-,-,-,-
3,E,26,263,繊維機械製造業,0,0000,全ての規模,37,219,153,66,37,219,153,66,-,-,-,-
3,E,26,263,繊維機械製造業,1,0100,1～4人,25,56,35,21,25,56,35,21,-,-,-,-
3,E,26,263,繊維機械製造業,1,0101,1人,6,6,5,1,6,6,5,1,-,-,-,-
3,E,26,263,繊維機械製造業,1,0102,2人,11,22,13,9,11,22,13,9,-,-,-,-
3,E,26,263,繊維機械製造業,1,0103,3人,4,12,9,3,4,12,9,3,-,-,-,-
3,E,26,263,繊維機械製造業,1,0104,4人,4,16,8,8,4,16,8,8,-,-,-,-
3,E,26,263,繊維機械製造業,1,0200,5～9人,9,54,32,22,9,54,32,22,-,-,-,-
3,E,26,263,繊維機械製造業,1,0300,10～19人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,263,繊維機械製造業,1,0400,20～29人,2,53,34,19,2,53,34,19,-,-,-,-
3,E,26,263,繊維機械製造業,1,0500,30～49人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,263,繊維機械製造業,1,0600,50～99人,1,56,52,4,1,56,52,4,-,-,-,-
3,E,26,263,繊維機械製造業,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,263,繊維機械製造業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,263,繊維機械製造業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,263,繊維機械製造業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,263,繊維機械製造業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,263,繊維機械製造業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,0,0000,全ての規模,462,4617,3661,956,462,4617,3661,956,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0100,1～4人,239,581,413,168,239,581,413,168,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0101,1人,57,57,53,4,57,57,53,4,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0102,2人,75,150,104,46,75,150,104,46,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0103,3人,54,162,112,50,54,162,112,50,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0104,4人,53,212,144,68,53,212,144,68,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0200,5～9人,112,716,547,169,112,716,547,169,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0300,10～19人,62,835,669,166,62,835,669,166,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0400,20～29人,24,576,475,101,24,576,475,101,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0500,30～49人,9,369,292,77,9,369,292,77,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0600,50～99人,9,587,491,96,9,587,491,96,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0700,100～199人,6,704,574,130,6,704,574,130,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0800,200～299人,1,249,200,49,1,249,200,49,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,0,0000,全ての規模,311,3866,3115,751,311,3866,3115,751,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0100,1～4人,139,331,232,99,139,331,232,99,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0101,1人,31,31,28,3,31,31,28,3,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0102,2人,47,94,57,37,47,94,57,37,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0103,3人,38,114,79,35,38,114,79,35,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0104,4人,23,92,68,24,23,92,68,24,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0200,5～9人,88,572,438,134,88,572,438,134,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0300,10～19人,46,623,501,122,46,623,501,122,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0400,20～29人,18,435,378,57,18,435,378,57,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0500,30～49人,8,299,242,57,8,299,242,57,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0600,50～99人,7,461,379,82,7,461,379,82,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0700,100～199人,4,614,478,136,4,614,478,136,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,1000,500～999人,1,531,467,64,1,531,467,64,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,266,金属加工機械製造業,0,0000,全ての規模,1045,7363,5657,1706,1045,7363,5657,1706,-,-,-,-
3,E,26,266,金属加工機械製造業,1,0100,1～4人,690,1561,1106,455,690,1561,1106,455,-,-,-,-
3,E,26,266,金属加工機械製造業,1,0101,1人,185,185,179,6,185,185,179,6,-,-,-,-
3,E,26,266,金属加工機械製造業,1,0102,2人,235,470,309,161,235,470,309,161,-,-,-,-
3,E,26,266,金属加工機械製造業,1,0103,3人,174,522,354,168,174,522,354,168,-,-,-,-
3,E,26,266,金属加工機械製造業,1,0104,4人,96,384,264,120,96,384,264,120,-,-,-,-
3,E,26,266,金属加工機械製造業,1,0200,5～9人,176,1111,801,310,176,1111,801,310,-,-,-,-
