産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,12月決算／会社企業数,12月決算／企業事業所数（事業所）
4,C,05,052,000,石炭・亜炭鉱業,9,93,（再掲）資本金1億円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,052,000,石炭・亜炭鉱業,9,94,（再掲）資本金3億円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,053,000,原油・天然ガス鉱業,0,00,総数（資本金階級）,56,142,2,2,1,1,11,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,48
4,C,05,053,000,原油・天然ガス鉱業,1,01,資本金300万円未満,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,053,000,原油・天然ガス鉱業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,053,000,原油・天然ガス鉱業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,053,000,原油・天然ガス鉱業,1,04,資本金1000万～3000万円未満,4,7,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6
4,C,05,053,000,原油・天然ガス鉱業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,053,000,原油・天然ガス鉱業,1,06,資本金5000万～1億円未満,2,5,1,1,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
4,C,05,053,000,原油・天然ガス鉱業,1,07,資本金1億～3億円未満,3,3,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2
4,C,05,053,000,原油・天然ガス鉱業,1,08,資本金3億～10億円未満,6,10,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
4,C,05,053,000,原油・天然ガス鉱業,1,09,資本金10億～50億円未満,16,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,16
4,C,05,053,000,原油・天然ガス鉱業,1,10,資本金50億円以上,24,97,-,-,-,-,7,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,20
4,C,05,053,000,原油・天然ガス鉱業,9,91,（再掲）資本金1000万円以下,5,9,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6
4,C,05,053,000,原油・天然ガス鉱業,9,92,（再掲）資本金5000万円以下,5,9,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6
4,C,05,053,000,原油・天然ガス鉱業,9,93,（再掲）資本金1億円以下,7,14,1,1,1,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,7
4,C,05,053,000,原油・天然ガス鉱業,9,94,（再掲）資本金3億円以下,11,21,2,2,1,1,3,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,9
4,C,05,054,000,採石業，砂・砂利・玉石採取業,0,00,総数（資本金階級）,23,58,1,1,2,3,5,22,2,4,2,2,1,2,1,2,2,2,1,2,1,2,2,9,1,2
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,02,資本金300万～500万円未満,4,6,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,1,-,-
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,03,資本金500万～1000万円未満,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,04,資本金1000万～3000万円未満,11,15,-,-,-,-,2,2,1,2,2,2,1,2,1,2,2,2,-,-,-,-,-,-,1,2
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,05,資本金3000万～5000万円未満,2,10,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,06,資本金5000万～1億円未満,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,07,資本金1億～3億円未満,2,19,-,-,-,-,2,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,09,資本金10億～50億円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,054,000,採石業，砂・砂利・玉石採取業,9,91,（再掲）資本金1000万円以下,14,21,-,-,2,3,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2
4,C,05,054,000,採石業，砂・砂利・玉石採取業,9,92,（再掲）資本金5000万円以下,18,33,-,-,2,3,2,2,2,4,2,2,1,2,1,2,2,2,1,2,1,2,2,9,1,2
4,C,05,054,000,採石業，砂・砂利・玉石採取業,9,93,（再掲）資本金1億円以下,20,36,1,1,2,3,3,4,2,4,2,2,1,2,1,2,2,2,1,2,1,2,2,9,1,2
4,C,05,054,000,採石業，砂・砂利・玉石採取業,9,94,（再掲）資本金3億円以下,21,53,1,1,2,3,4,21,2,4,2,2,1,2,1,2,2,2,1,2,1,2,2,9,1,2
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,0,00,総数（資本金階級）,5,13,-,-,-,-,3,7,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,04,資本金1000万～3000万円未満,4,9,-,-,-,-,2,3,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,06,資本金5000万～1億円未満,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,9,91,（再掲）資本金1000万円以下,3,7,-,-,-,-,1,1,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,9,92,（再掲）資本金5000万円以下,4,9,-,-,-,-,2,3,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,9,93,（再掲）資本金1億円以下,5,13,-,-,-,-,3,7,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,C,05,055,000,窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）,9,94,（再掲）資本金3億円以下,5,13,-,-,-,-,3,7,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,C,05,059,000,その他の鉱業,0,00,総数（資本金階級）,3,5,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,04,資本金1000万～3000万円未満,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,07,資本金1億～3億円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,9,91,（再掲）資本金1000万円以下,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,9,92,（再掲）資本金5000万円以下,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,9,93,（再掲）資本金1億円以下,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,C,05,059,000,その他の鉱業,9,94,（再掲）資本金3億円以下,2,3,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,D,00,000,000,建設業,0,00,総数（資本金階級）,30557,47624,955,1233,2078,2500,5077,16705,2350,2619,2799,3402,2787,3368,2427,2724,2688,3009,3472,4943,1341,1699,859,980,2153,2919
2,D,00,000,000,建設業,1,01,資本金300万円未満,1009,1059,36,37,65,68,140,173,85,85,97,99,86,87,68,68,100,102,97,101,59,60,40,41,85,86
2,D,00,000,000,建設業,1,02,資本金300万～500万円未満,10450,10645,320,325,792,807,1515,1543,899,917,1046,1064,1016,1038,892,912,914,925,1185,1205,552,562,328,334,755,773
2,D,00,000,000,建設業,1,03,資本金500万～1000万円未満,3209,3282,94,98,248,256,462,470,285,293,362,364,293,305,286,288,314,326,354,358,149,154,96,99,207,210
2,D,00,000,000,建設業,1,04,資本金1000万～3000万円未満,11866,13242,414,461,807,913,1988,2318,912,1005,1081,1215,1122,1220,995,1107,1154,1293,1465,1620,486,528,324,363,852,947
2,D,00,000,000,建設業,1,05,資本金3000万～5000万円未満,1444,2419,42,68,94,132,312,691,93,160,128,183,147,224,114,181,122,177,173,282,44,76,44,81,111,157
2,D,00,000,000,建設業,1,06,資本金5000万～1億円未満,924,3084,36,105,41,184,259,1259,58,108,57,167,82,198,50,80,63,146,122,396,38,103,13,30,90,301
2,D,00,000,000,建設業,1,07,資本金1億～3億円未満,317,2550,5,11,17,80,164,1810,8,34,6,20,18,120,10,37,10,29,30,224,5,36,8,26,27,109
2,D,00,000,000,建設業,1,08,資本金3億～10億円未満,144,2109,2,68,3,27,98,1661,1,8,1,9,7,94,1,2,1,1,17,294,1,7,1,1,8,67
2,D,00,000,000,建設業,1,09,資本金10億～50億円未満,80,2924,1,19,1,1,64,2225,-,-,1,231,1,39,1,3,-,-,11,308,1,167,-,-,5,228
2,D,00,000,000,建設業,1,10,資本金50億円以上,60,4628,1,37,2,24,55,4535,-,-,1,31,-,-,1,37,-,-,2,138,-,-,-,-,-,-
2,D,00,000,000,建設業,9,91,（再掲）資本金1000万円以下,23837,24885,768,810,1743,1828,3577,3794,2008,2091,2343,2426,2270,2361,2021,2116,2229,2335,2744,2852,1154,1189,715,743,1687,1762
2,D,00,000,000,建設業,9,92,（再掲）資本金5000万円以下,28408,31703,922,1022,2024,2233,4531,5559,2302,2502,2743,2985,2707,2963,2378,2589,2632,2885,3333,3694,1309,1427,836,928,2052,2292
2,D,00,000,000,建設業,9,93,（再掲）資本金1億円以下,29082,35151,946,1104,2060,2436,4761,7419,2339,2601,2775,3100,2754,3102,2412,2669,2672,2989,3415,4097,1333,1519,849,958,2117,2544
2,D,00,000,000,建設業,9,94,（再掲）資本金3億円以下,29252,36747,948,1144,2064,2440,4863,8628,2340,2602,2777,3112,2766,3207,2415,2673,2677,2998,3430,4235,1333,1519,853,974,2129,2600
3,D,06,000,000,総合工事業,0,00,総数（資本金階級）,10067,18657,266,340,666,850,1754,8299,711,795,894,1238,967,1207,815,947,885,982,1180,1669,439,689,281,309,717,923
3,D,06,000,000,総合工事業,1,01,資本金300万円未満,299,304,11,12,24,25,43,44,15,15,29,30,31,31,23,23,31,31,21,22,20,20,13,13,24,24
3,D,06,000,000,総合工事業,1,02,資本金300万～500万円未満,2783,2821,72,73,196,197,404,411,225,230,276,279,269,273,248,250,270,271,349,356,137,139,83,84,209,212
3,D,06,000,000,総合工事業,1,03,資本金500万～1000万円未満,1042,1061,28,29,71,72,159,161,83,85,123,124,105,110,88,89,94,97,122,124,52,53,28,28,68,68
3,D,06,000,000,総合工事業,1,04,資本金1000万～3000万円未満,4200,4538,116,121,302,322,709,775,308,335,358,394,431,465,354,388,403,437,525,567,182,199,118,124,307,323
3,D,06,000,000,総合工事業,1,05,資本金3000万～5000万円未満,716,1053,17,19,47,64,137,254,49,68,74,98,79,98,59,99,53,74,89,142,23,34,26,35,49,62
3,D,06,000,000,総合工事業,1,06,資本金5000万～1億円未満,408,1143,17,26,14,120,110,410,24,48,26,44,38,87,32,46,24,58,49,85,22,65,9,18,36,124
3,D,06,000,000,総合工事業,1,07,資本金1億～3億円未満,144,1074,2,3,6,34,75,826,4,4,4,5,6,46,5,7,6,10,13,77,2,12,3,6,13,35
3,D,06,000,000,総合工事業,1,08,資本金3億～10億円未満,60,823,-,-,2,12,41,709,1,8,-,-,4,27,1,2,-,-,4,61,-,-,-,-,2,19
3,D,06,000,000,総合工事業,1,09,資本金10億～50億円未満,40,1628,1,19,-,-,31,1130,-,-,1,231,1,39,1,3,-,-,5,96,1,167,-,-,1,20
3,D,06,000,000,総合工事業,1,10,資本金50億円以上,41,3641,1,37,-,-,38,3572,-,-,1,31,-,-,1,37,-,-,2,138,-,-,-,-,-,-
3,D,06,000,000,総合工事業,9,91,（再掲）資本金1000万円以下,7188,7414,200,206,514,525,1094,1127,558,580,687,707,733,758,621,648,687,715,867,898,342,350,217,222,522,530
3,D,06,000,000,総合工事業,9,92,（再掲）資本金5000万円以下,9236,10191,250,263,648,708,1506,1779,690,750,876,950,936,1025,785,863,861,927,1131,1244,423,469,270,286,675,746
3,D,06,000,000,総合工事業,9,93,（再掲）資本金1億円以下,9539,11576,263,283,657,831,1605,2534,708,785,889,973,956,1075,808,900,877,970,1165,1363,438,522,279,307,703,839
3,D,06,000,000,総合工事業,9,94,（再掲）資本金3億円以下,9609,12201,263,283,660,834,1649,3061,708,785,890,974,961,1125,809,902,881,978,1169,1383,438,522,280,308,707,858
4,D,06,061,000,一般土木建築工事業,0,00,総数（資本金階級）,280,1677,3,4,12,16,67,1278,11,15,25,57,23,95,16,19,17,19,45,190,9,22,4,4,21,31
4,D,06,061,000,一般土木建築工事業,1,01,資本金300万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
4,D,06,061,000,一般土木建築工事業,1,02,資本金300万～500万円未満,45,50,1,2,1,1,8,9,3,4,9,9,3,3,1,1,4,4,12,14,1,1,-,-,2,2
4,D,06,061,000,一般土木建築工事業,1,03,資本金500万～1000万円未満,20,22,-,-,-,-,2,2,2,3,-,-,2,2,2,2,2,3,3,3,-,-,2,2,4,4
4,D,06,061,000,一般土木建築工事業,1,04,資本金1000万～3000万円未満,94,104,1,1,3,4,18,22,2,2,9,10,10,11,8,8,8,8,15,16,4,5,2,2,7,8
4,D,06,061,000,一般土木建築工事業,1,05,資本金3000万～5000万円未満,25,29,-,-,6,7,3,3,2,2,3,4,2,2,1,2,1,2,3,3,-,-,-,-,2,2
4,D,06,061,000,一般土木建築工事業,1,06,資本金5000万～1億円未満,36,103,1,1,2,4,7,43,2,4,2,2,4,5,3,4,1,1,6,22,2,4,-,-,4,10
4,D,06,061,000,一般土木建築工事業,1,07,資本金1億～3億円未満,12,125,-,-,-,-,6,66,-,-,-,-,1,33,-,-,-,-,1,9,2,12,-,-,2,5
4,D,06,061,000,一般土木建築工事業,1,08,資本金3億～10億円未満,2,5,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-
4,D,06,061,000,一般土木建築工事業,1,09,資本金10億～50億円未満,8,215,-,-,-,-,6,170,-,-,-,-,1,39,-,-,-,-,3,53,-,-,-,-,-,-
4,D,06,061,000,一般土木建築工事業,1,10,資本金50億円以上,17,993,-,-,-,-,16,962,-,-,1,31,-,-,-,-,-,-,1,69,-,-,-,-,-,-
4,D,06,061,000,一般土木建築工事業,9,91,（再掲）資本金1000万円以下,124,135,1,2,2,2,25,27,7,9,17,18,12,13,6,6,10,11,24,27,3,3,4,4,9,9
4,D,06,061,000,一般土木建築工事業,9,92,（再掲）資本金5000万円以下,201,234,3,4,11,15,34,44,9,11,23,25,19,21,12,13,15,17,37,43,5,6,4,4,17,18
4,D,06,061,000,一般土木建築工事業,9,93,（再掲）資本金1億円以下,228,349,3,4,12,16,41,97,11,15,23,25,21,23,15,17,16,18,41,68,9,22,4,4,20,27
4,D,06,061,000,一般土木建築工事業,9,94,（再掲）資本金3億円以下,233,434,3,4,12,16,44,145,11,15,23,25,22,56,15,17,16,18,41,68,9,22,4,4,21,31
4,D,06,062,000,土木工事業（舗装工事業を除く）,0,00,総数（資本金階級）,2147,3436,44,50,104,124,373,1197,164,195,225,252,233,328,209,246,184,217,269,439,87,102,54,65,98,167
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,01,資本金300万円未満,42,43,-,-,4,4,8,9,3,3,2,2,4,4,4,4,3,3,3,3,2,2,3,3,2,2
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,02,資本金300万～500万円未満,486,494,15,15,30,30,70,71,43,45,61,62,48,50,48,48,47,47,60,61,17,17,10,10,27,28
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,03,資本金500万～1000万円未満,226,228,7,7,10,11,30,30,19,19,30,30,33,33,24,24,24,25,26,26,10,10,5,5,8,8
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,04,資本金1000万～3000万円未満,869,961,14,17,47,48,147,159,68,74,90,100,95,104,98,102,76,89,115,133,44,51,24,25,40,47
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,05,資本金3000万～5000万円未満,286,448,4,5,10,21,51,91,27,38,31,40,35,46,25,52,22,27,48,80,10,18,8,11,14,18
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,06,資本金5000万～1億円未満,100,285,3,4,2,2,29,126,2,7,10,17,15,56,8,12,9,20,12,14,4,4,3,10,3,11
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,07,資本金1億～3億円未満,26,306,1,2,1,8,17,277,1,1,1,1,1,1,-,-,1,4,1,8,-,-,1,1,1,3
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,08,資本金3億～10億円未満,14,163,-,-,-,-,8,121,1,8,-,-,1,5,-,-,-,-,1,10,-,-,-,-,-,-
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,09,資本金10億～50億円未満,6,103,-,-,-,-,4,80,-,-,-,-,-,-,1,3,-,-,1,34,-,-,-,-,1,20
4,D,06,062,000,土木工事業（舗装工事業を除く）,1,10,資本金50億円以上,7,231,-,-,-,-,7,231,-,-,-,-,-,-,-,-,-,-,1,69,-,-,-,-,-,-
4,D,06,062,000,土木工事業（舗装工事業を除く）,9,91,（再掲）資本金1000万円以下,1310,1355,33,34,80,82,193,196,113,118,144,148,145,149,144,146,125,132,157,167,54,57,37,38,63,66
4,D,06,062,000,土木工事業（舗装工事業を除く）,9,92,（再掲）資本金5000万円以下,1952,2283,40,44,102,115,319,403,160,179,220,242,223,268,201,232,175,197,259,311,84,99,50,54,94,114
4,D,06,062,000,土木工事業（舗装工事業を除く）,9,93,（再掲）資本金1億円以下,2022,2548,44,50,104,124,343,560,163,187,225,252,230,293,207,242,181,211,264,317,87,102,53,64,95,117
4,D,06,062,000,土木工事業（舗装工事業を除く）,9,94,（再掲）資本金3億円以下,2041,2810,44,50,104,124,355,792,163,187,225,252,232,299,207,242,182,215,266,335,87,102,54,65,95,117
4,D,06,063,000,舗装工事業,0,00,総数（資本金階級）,309,2641,8,26,14,16,60,2303,27,39,35,49,36,46,24,26,23,23,33,37,10,10,7,11,16,25
4,D,06,063,000,舗装工事業,1,01,資本金300万円未満,7,7,1,1,1,1,1,1,-,-,2,2,-,-,-,-,2,2,-,-,-,-,-,-,-,-
4,D,06,063,000,舗装工事業,1,02,資本金300万～500万円未満,57,57,1,1,2,2,6,6,6,6,11,11,7,7,6,6,5,5,8,8,1,1,4,4,-,-
4,D,06,063,000,舗装工事業,1,03,資本金500万～1000万円未満,28,28,2,2,3,3,5,5,4,4,1,1,2,2,5,5,1,1,3,3,1,1,-,-,1,1
4,D,06,063,000,舗装工事業,1,04,資本金1000万～3000万円未満,129,150,3,3,4,4,25,31,14,21,11,17,16,16,11,13,12,12,13,13,6,6,1,1,11,11
4,D,06,063,000,舗装工事業,1,05,資本金3000万～5000万円未満,41,59,-,-,3,5,2,5,2,6,7,9,8,9,2,2,3,3,7,8,2,2,2,6,1,1
4,D,06,063,000,舗装工事業,1,06,資本金5000万～1億円未満,11,26,-,-,-,-,4,10,1,2,2,7,1,1,-,-,-,-,2,5,-,-,-,-,1,1
4,D,06,063,000,舗装工事業,1,07,資本金1億～3億円未満,9,99,-,-,1,1,5,94,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,1,1
4,D,06,063,000,舗装工事業,1,08,資本金3億～10億円未満,2,22,-,-,-,-,1,12,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,1,10
4,D,06,063,000,舗装工事業,1,09,資本金10億～50億円未満,6,448,1,19,-,-,5,429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,06,063,000,舗装工事業,1,10,資本金50億円以上,6,1710,-,-,-,-,6,1710,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,06,063,000,舗装工事業,9,91,（再掲）資本金1000万円以下,176,185,6,6,9,9,27,28,19,21,20,24,21,21,20,22,16,16,20,20,7,7,5,5,6,6
4,D,06,063,000,舗装工事業,9,92,（再掲）資本金5000万円以下,267,312,7,7,13,15,40,49,27,39,34,47,33,34,24,26,23,23,31,32,10,10,7,11,14,14
4,D,06,063,000,舗装工事業,9,93,（再掲）資本金1億円以下,279,423,7,7,13,15,48,152,27,39,35,49,34,35,24,26,23,23,33,37,10,10,7,11,14,14
4,D,06,063,000,舗装工事業,9,94,（再掲）資本金3億円以下,283,436,7,7,14,16,48,152,27,39,35,49,36,46,24,26,23,23,33,37,10,10,7,11,16,25
4,D,06,064,000,建築工事業（木造建築工事業を除く）,0,00,総数（資本金階級）,3467,5499,101,145,258,299,631,2201,245,266,296,322,301,334,258,322,299,334,401,496,143,175,105,112,255,327
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,01,資本金300万円未満,95,96,3,3,6,7,16,16,3,3,12,12,10,10,8,8,6,6,5,5,8,8,2,2,9,9
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,02,資本金300万～500万円未満,860,873,22,22,56,56,123,127,69,70,85,87,88,88,69,69,76,77,116,120,46,46,26,26,67,67
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,03,資本金500万～1000万円未満,326,329,9,9,25,25,55,55,27,27,36,36,26,28,25,25,27,27,40,40,15,15,7,7,22,22
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,04,資本金1000万～3000万円未満,1511,1603,48,49,138,147,259,276,117,125,127,137,137,146,110,127,154,159,184,192,53,55,51,52,108,111
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,05,資本金3000万～5000万円未満,255,340,7,7,18,21,55,102,11,13,25,35,22,25,22,25,21,28,23,27,9,11,12,14,22,24
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,06,資本金5000万～1億円未満,185,374,9,16,8,10,46,95,13,23,9,13,12,15,16,22,11,32,23,36,12,40,5,7,18,60
