産業分類階層,大分類,中分類,小分類,分類名,区部／経営組織／国・地方公共団体／事業所数（事業所）,区部／経営組織／国・地方公共団体／従業者数（人）,千代田区／経営組織／国・地方公共団体／事業所数（事業所）,千代田区／経営組織／国・地方公共団体／従業者数（人）,中央区／経営組織／国・地方公共団体／事業所数（事業所）,中央区／経営組織／国・地方公共団体／従業者数（人）,港区／経営組織／国・地方公共団体／事業所数（事業所）,港区／経営組織／国・地方公共団体／従業者数（人）,新宿区／経営組織／国・地方公共団体／事業所数（事業所）,新宿区／経営組織／国・地方公共団体／従業者数（人）,文京区／経営組織／国・地方公共団体／事業所数（事業所）,文京区／経営組織／国・地方公共団体／従業者数（人）,台東区／経営組織／国・地方公共団体／事業所数（事業所）,台東区／経営組織／国・地方公共団体／従業者数（人）,墨田区／経営組織／国・地方公共団体／事業所数（事業所）,墨田区／経営組織／国・地方公共団体／従業者数（人）,江東区／経営組織／国・地方公共団体／事業所数（事業所）,江東区／経営組織／国・地方公共団体／従業者数（人）,品川区／経営組織／国・地方公共団体／事業所数（事業所）,品川区／経営組織／国・地方公共団体／従業者数（人）,目黒区／経営組織／国・地方公共団体／事業所数（事業所）,目黒区／経営組織／国・地方公共団体／従業者数（人）,大田区／経営組織／国・地方公共団体／事業所数（事業所）,大田区／経営組織／国・地方公共団体／従業者数（人）,世田谷区／経営組織／国・地方公共団体／事業所数（事業所）,世田谷区／経営組織／国・地方公共団体／従業者数（人）,渋谷区／経営組織／国・地方公共団体／事業所数（事業所）,渋谷区／経営組織／国・地方公共団体／従業者数（人）,中野区／経営組織／国・地方公共団体／事業所数（事業所）,中野区／経営組織／国・地方公共団体／従業者数（人）,杉並区／経営組織／国・地方公共団体／事業所数（事業所）,杉並区／経営組織／国・地方公共団体／従業者数（人）,豊島区／経営組織／国・地方公共団体／事業所数（事業所）,豊島区／経営組織／国・地方公共団体／従業者数（人）,北区／経営組織／国・地方公共団体／事業所数（事業所）,北区／経営組織／国・地方公共団体／従業者数（人）,荒川区／経営組織／国・地方公共団体／事業所数（事業所）,荒川区／経営組織／国・地方公共団体／従業者数（人）,板橋区／経営組織／国・地方公共団体／事業所数（事業所）,板橋区／経営組織／国・地方公共団体／従業者数（人）,練馬区／経営組織／国・地方公共団体／事業所数（事業所）,練馬区／経営組織／国・地方公共団体／従業者数（人）,足立区／経営組織／国・地方公共団体／事業所数（事業所）,足立区／経営組織／国・地方公共団体／従業者数（人）,葛飾区／経営組織／国・地方公共団体／事業所数（事業所）,葛飾区／経営組織／国・地方公共団体／従業者数（人）,江戸川区／経営組織／国・地方公共団体／事業所数（事業所）,江戸川区／経営組織／国・地方公共団体／従業者数（人）,境界未定地域／経営組織／国・地方公共団体／事業所数（事業所）,境界未定地域／経営組織／国・地方公共団体／従業者数（人）,市部／経営組織／国・地方公共団体／事業所数（事業所）,市部／経営組織／国・地方公共団体／従業者数（人）,八王子市／経営組織／国・地方公共団体／事業所数（事業所）,八王子市／経営組織／国・地方公共団体／従業者数（人）,立川市／経営組織／国・地方公共団体／事業所数（事業所）,立川市／経営組織／国・地方公共団体／従業者数（人）,武蔵野市／経営組織／国・地方公共団体／事業所数（事業所）,武蔵野市／経営組織／国・地方公共団体／従業者数（人）,三鷹市／経営組織／国・地方公共団体／事業所数（事業所）,三鷹市／経営組織／国・地方公共団体／従業者数（人）,青梅市／経営組織／国・地方公共団体／事業所数（事業所）,青梅市／経営組織／国・地方公共団体／従業者数（人）,府中市／経営組織／国・地方公共団体／事業所数（事業所）,府中市／経営組織／国・地方公共団体／従業者数（人）,昭島市／経営組織／国・地方公共団体／事業所数（事業所）,昭島市／経営組織／国・地方公共団体／従業者数（人）,調布市／経営組織／国・地方公共団体／事業所数（事業所）,調布市／経営組織／国・地方公共団体／従業者数（人）,町田市／経営組織／国・地方公共団体／事業所数（事業所）,町田市／経営組織／国・地方公共団体／従業者数（人）,小金井市／経営組織／国・地方公共団体／事業所数（事業所）,小金井市／経営組織／国・地方公共団体／従業者数（人）,小平市／経営組織／国・地方公共団体／事業所数（事業所）,小平市／経営組織／国・地方公共団体／従業者数（人）,日野市／経営組織／国・地方公共団体／事業所数（事業所）,日野市／経営組織／国・地方公共団体／従業者数（人）,東村山市／経営組織／国・地方公共団体／事業所数（事業所）,東村山市／経営組織／国・地方公共団体／従業者数（人）,国分寺市／経営組織／国・地方公共団体／事業所数（事業所）,国分寺市／経営組織／国・地方公共団体／従業者数（人）,国立市／経営組織／国・地方公共団体／事業所数（事業所）,国立市／経営組織／国・地方公共団体／従業者数（人）,福生市／経営組織／国・地方公共団体／事業所数（事業所）,福生市／経営組織／国・地方公共団体／従業者数（人）,狛江市／経営組織／国・地方公共団体／事業所数（事業所）,狛江市／経営組織／国・地方公共団体／従業者数（人）,東大和市／経営組織／国・地方公共団体／事業所数（事業所）,東大和市／経営組織／国・地方公共団体／従業者数（人）,清瀬市／経営組織／国・地方公共団体／事業所数（事業所）,清瀬市／経営組織／国・地方公共団体／従業者数（人）,東久留米市／経営組織／国・地方公共団体／事業所数（事業所）,東久留米市／経営組織／国・地方公共団体／従業者数（人）,武蔵村山市／経営組織／国・地方公共団体／事業所数（事業所）,武蔵村山市／経営組織／国・地方公共団体／従業者数（人）,多摩市／経営組織／国・地方公共団体／事業所数（事業所）,多摩市／経営組織／国・地方公共団体／従業者数（人）,稲城市／経営組織／国・地方公共団体／事業所数（事業所）,稲城市／経営組織／国・地方公共団体／従業者数（人）,羽村市／経営組織／国・地方公共団体／事業所数（事業所）,羽村市／経営組織／国・地方公共団体／従業者数（人）,あきる野市／経営組織／国・地方公共団体／事業所数（事業所）,あきる野市／経営組織／国・地方公共団体／従業者数（人）,西東京市／経営組織／国・地方公共団体／事業所数（事業所）,西東京市／経営組織／国・地方公共団体／従業者数（人）,町村部／経営組織／国・地方公共団体／事業所数（事業所）,町村部／経営組織／国・地方公共団体／従業者数（人）,西多摩郡／経営組織／国・地方公共団体／事業所数（事業所）,西多摩郡／経営組織／国・地方公共団体／従業者数（人）,瑞穂町／経営組織／国・地方公共団体／事業所数（事業所）,瑞穂町／経営組織／国・地方公共団体／従業者数（人）,日の出町／経営組織／国・地方公共団体／事業所数（事業所）,日の出町／経営組織／国・地方公共団体／従業者数（人）,檜原村／経営組織／国・地方公共団体／事業所数（事業所）,檜原村／経営組織／国・地方公共団体／従業者数（人）,奥多摩町／経営組織／国・地方公共団体／事業所数（事業所）,奥多摩町／経営組織／国・地方公共団体／従業者数（人）,島部／経営組織／国・地方公共団体／事業所数（事業所）,島部／経営組織／国・地方公共団体／従業者数（人）,大島支庁／経営組織／国・地方公共団体／事業所数（事業所）,大島支庁／経営組織／国・地方公共団体／従業者数（人）,大島町／経営組織／国・地方公共団体／事業所数（事業所）,大島町／経営組織／国・地方公共団体／従業者数（人）,利島村／経営組織／国・地方公共団体／事業所数（事業所）,利島村／経営組織／国・地方公共団体／従業者数（人）,新島村／経営組織／国・地方公共団体／事業所数（事業所）,新島村／経営組織／国・地方公共団体／従業者数（人）,神津島村／経営組織／国・地方公共団体／事業所数（事業所）,神津島村／経営組織／国・地方公共団体／従業者数（人）,三宅支庁／経営組織／国・地方公共団体／事業所数（事業所）,三宅支庁／経営組織／国・地方公共団体／従業者数（人）,三宅村／経営組織／国・地方公共団体／事業所数（事業所）,三宅村／経営組織／国・地方公共団体／従業者数（人）,御蔵島村／経営組織／国・地方公共団体／事業所数（事業所）,御蔵島村／経営組織／国・地方公共団体／従業者数（人）,八丈支庁／経営組織／国・地方公共団体／事業所数（事業所）,八丈支庁／経営組織／国・地方公共団体／従業者数（人）,八丈町／経営組織／国・地方公共団体／事業所数（事業所）,八丈町／経営組織／国・地方公共団体／従業者数（人）,青ヶ島村／経営組織／国・地方公共団体／事業所数（事業所）,青ヶ島村／経営組織／国・地方公共団体／従業者数（人）,小笠原支庁／経営組織／国・地方公共団体／事業所数（事業所）,小笠原支庁／経営組織／国・地方公共団体／従業者数（人）,小笠原村／経営組織／国・地方公共団体／事業所数（事業所）,小笠原村／経営組織／国・地方公共団体／従業者数（人）
3,I,51,511,繊維品卸売業（衣服，身の回り品を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,51,512,衣服卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,51,513,身の回り品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,52,000,飲食料品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,52,520,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,52,521,農畜産物・水産物卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,52,52A,米穀類卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,52,52B,野菜・果実卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,52,52C,食肉卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,52,52D,生鮮魚介卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,52,52E,その他の農畜産物・水産物卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,52,522,食料・飲料卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,53,000,建築材料，鉱物・金属材料等卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,530,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,531,建築材料卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,532,化学製品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,533,石油・鉱物卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,534,鉄鋼製品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,535,非鉄金属卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,536,再生資源卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,54,000,機械器具卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,540,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,541,産業機械器具卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,542,自動車卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,543,電気機械器具卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,54,549,その他の機械器具卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,55,000,その他の卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,550,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,551,家具・建具・じゅう器等卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,552,医薬品・化粧品等卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,553,紙・紙製品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,55,559,他に分類されない卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
