産業分類階層,大分類,中分類,小分類,分類名,総数／総数／企業等数（企業等）,総数／総数／事業所数（事業所）,総数／総数／企業従業者数（人）,総数／単一事業所企業／企業等数（企業等）,総数／単一事業所企業／事業所数（事業所）,総数／単一事業所企業／企業従業者数（人）,総数／複数事業所企業／企業等数（企業等）,総数／複数事業所企業／事業所数（事業所）,総数／複数事業所企業／企業従業者数（人）,個人経営／総数／企業等数（企業等）,個人経営／総数／事業所数（事業所）,個人経営／総数／企業従業者数（人）,個人経営／単一事業所企業／企業等数（企業等）,個人経営／単一事業所企業／事業所数（事業所）,個人経営／単一事業所企業／企業従業者数（人）,個人経営／複数事業所企業／企業等数（企業等）,個人経営／複数事業所企業／事業所数（事業所）,個人経営／複数事業所企業／企業従業者数（人）,会社企業／総数／企業等数（企業等）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／単一事業所企業／企業等数（企業等）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／複数事業所企業／企業等数（企業等）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／総数／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／総数／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／総数／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／総数／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／総数／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／総数／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／総数／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／総数／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／総数／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／総数／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／総数／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／総数／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／総数／企業等数（企業等）,会社企業／資本金階級／50億円以上／総数／事業所数（事業所）,会社企業／資本金階級／50億円以上／総数／企業従業者数（人）,会社企業／資本金階級／50億円以上／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／複数事業所企業／企業従業者数（人）,会社以外の法人／総数／企業等数（企業等）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／単一事業所企業／企業等数（企業等）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／企業等数（企業等）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）
2,I,55,000,その他の卸売業,10015,18586,271861,8071,8071,47453,1944,10515,224408,918,930,2334,904,904,2217,14,26,117,8994,17517,268271,7075,7075,44692,1919,10442,223579,280,294,1394,264,264,862,16,30,532,1830,1937,6959,1731,1731,5937,99,206,1022,673,819,3830,616,616,2671,57,203,1159,4366,5770,46923,3652,3652,24415,714,2118,22508,611,1465,18693,341,341,4326,270,1124,14367,507,2186,31051,215,215,3060,292,1971,27991,209,1495,52363,64,64,1475,145,1431,50888,124,1413,31527,26,26,1359,98,1387,30168,40,835,33140,2,2,27,38,833,33113,13,680,37746,1,1,43,12,679,37703,103,139,1256,92,92,544,11,47,712
3,I,55,551,家具・建具・じゅう器等卸売業,1456,2397,25063,1175,1175,5591,281,1222,19472,162,163,344,161,161,342,1,2,2,1285,2225,24682,1005,1005,5212,280,1220,19470,36,38,106,34,34,94,2,4,12,285,295,984,269,269,883,16,26,101,103,108,501,97,97,425,6,11,76,634,809,6117,520,520,3008,114,289,3109,69,143,1746,36,36,402,33,107,1344,60,302,3857,20,20,223,40,282,3634,34,223,2948,8,8,116,26,215,2832,10,137,4311,2,2,15,8,135,4296,6,63,1624,-,-,-,6,63,1624,1,17,1213,-,-,-,1,17,1213,9,9,37,9,9,37,-,-,-
3,I,55,552,医薬品・化粧品等卸売業,1616,4645,127967,1262,1262,7943,354,3383,120024,133,134,367,132,132,365,1,2,2,1465,4484,127199,1114,1114,7449,351,3370,119750,56,57,544,54,54,210,2,3,334,284,302,1067,268,268,930,16,34,137,111,130,903,98,98,427,13,32,476,678,958,9435,561,561,3972,117,397,5463,95,271,3458,56,56,864,39,215,2594,93,468,8366,37,37,575,56,431,7791,46,453,35621,11,11,210,35,442,35411,32,745,13617,3,3,131,29,742,13486,12,500,20268,-,-,-,12,500,20268,9,509,33267,1,1,43,8,508,33224,18,27,401,16,16,129,2,11,272
3,I,55,553,紙・紙製品卸売業,1003,1534,20347,823,823,4809,180,711,15538,94,94,201,94,94,201,-,-,-,903,1425,20095,725,725,4584,178,700,15511,15,15,73,15,15,73,-,-,-,168,170,544,165,165,532,3,5,12,47,48,194,45,45,179,2,3,15,503,605,4532,427,427,2876,76,178,1656,60,152,2471,26,26,327,34,126,2144,53,123,1913,29,29,419,24,94,1494,20,86,1517,6,6,51,14,80,1466,12,46,1761,3,3,102,9,43,1659,10,154,6024,-,-,-,10,154,6024,1,7,985,-,-,-,1,7,985,6,15,51,4,4,24,2,11,27
3,I,55,559,他に分類されない卸売業,5940,10010,98484,4811,4811,29110,1129,5199,69374,529,539,1422,517,517,1309,12,22,113,5341,9383,96295,4231,4231,27447,1110,5152,68848,173,184,671,161,161,485,12,23,186,1093,1170,4364,1029,1029,3592,64,141,772,412,533,2232,376,376,1640,36,157,592,2551,3398,26839,2144,2144,14559,407,1254,12280,387,899,11018,223,223,2733,164,676,8285,301,1293,16915,129,129,1843,172,1164,15072,109,733,12277,39,39,1098,70,694,11179,70,485,11838,18,18,1111,52,467,10727,12,118,5224,2,2,27,10,116,5197,2,147,2281,-,-,-,2,147,2281,70,88,767,63,63,354,7,25,413
4,I,55,55A,代理商，仲立業,241,345,2722,217,217,1214,24,128,1508,14,14,28,14,14,28,-,-,-,212,316,2629,188,188,1121,24,128,1508,15,17,65,13,13,37,2,4,28,51,51,169,51,51,169,-,-,-,17,17,69,17,17,69,-,-,-,88,111,631,83,83,389,5,28,242,10,27,120,7,7,25,3,20,95,8,10,62,7,7,39,1,3,23,7,12,435,3,3,109,4,9,326,5,25,662,2,2,257,3,23,405,1,7,134,-,-,-,1,7,134,-,-,-,-,-,-,-,-,-,15,15,65,15,15,65,-,-,-
4,I,55,55B,他に分類されないその他の卸売業,5699,9665,95762,4594,4594,27896,1105,5071,67866,515,525,1394,503,503,1281,12,22,113,5129,9067,93666,4043,4043,26326,1086,5024,67340,158,167,606,148,148,448,10,19,158,1042,1119,4195,978,978,3423,64,141,772,395,516,2163,359,359,1571,36,157,592,2463,3287,26208,2061,2061,14170,402,1226,12038,377,872,10898,216,216,2708,161,656,8190,293,1283,16853,122,122,1804,171,1161,15049,102,721,11842,36,36,989,66,685,10853,65,460,11176,16,16,854,49,444,10322,11,111,5090,2,2,27,9,109,5063,2,147,2281,-,-,-,2,147,2281,55,73,702,48,48,289,7,25,413
2,I,56,000,各種商品小売業,44,1165,145336,22,22,63,22,1143,145273,10,10,19,10,10,19,-,-,-,34,1155,145317,12,12,44,22,1143,145273,-,-,-,-,-,-,-,-,-,6,6,23,6,6,23,-,-,-,-,-,-,-,-,-,-,-,-,3,4,22,2,2,4,1,2,18,5,6,120,3,3,11,2,3,109,4,32,3265,1,1,6,3,31,3259,6,282,24060,-,-,-,6,282,24060,-,-,-,-,-,-,-,-,-,3,19,3906,-,-,-,3,19,3906,7,806,113921,-,-,-,7,806,113921,-,-,-,-,-,-,-,-,-
3,I,56,561,百貨店，総合スーパー,18,855,140892,-,-,-,18,855,140892,-,-,-,-,-,-,-,-,-,18,855,140892,-,-,-,18,855,140892,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,75,-,-,-,1,2,75,3,31,3259,-,-,-,3,31,3259,5,278,23989,-,-,-,5,278,23989,-,-,-,-,-,-,-,-,-,3,19,3906,-,-,-,3,19,3906,6,525,109663,-,-,-,6,525,109663,-,-,-,-,-,-,-,-,-
3,I,56,569,その他の各種商品小売業（従業者が常時50人未満のもの）,26,310,4444,22,22,63,4,288,4381,10,10,19,10,10,19,-,-,-,16,300,4425,12,12,44,4,288,4381,-,-,-,-,-,-,-,-,-,6,6,23,6,6,23,-,-,-,-,-,-,-,-,-,-,-,-,3,4,22,2,2,4,1,2,18,4,4,45,3,3,11,1,1,34,1,1,6,1,1,6,-,-,-,1,4,71,-,-,-,1,4,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,281,4258,-,-,-,1,281,4258,-,-,-,-,-,-,-,-,-
2,I,57,000,織物・衣服・身の回り品小売業,9064,28174,182826,7260,7260,21489,1804,20914,161337,4276,4371,8436,4171,4171,7903,105,200,533,4784,23798,174369,3086,3086,13567,1698,20712,160802,203,249,1987,178,178,695,25,71,1292,1557,1944,7125,1356,1356,4350,201,588,2775,421,652,2520,343,343,1303,78,309,1217,1451,5452,36859,950,950,5565,501,4502,31294,135,1699,10897,49,49,484,86,1650,10413,133,3129,24037,28,28,499,105,3101,23538,67,3159,31397,3,3,38,64,3156,31359,25,1030,7920,-,-,-,25,1030,7920,15,2880,23726,-,-,-,15,2880,23726,11,1467,11196,2,2,9,9,1465,11187,4,5,21,3,3,19,1,2,2
3,I,57,571,呉服・服地・寝具小売業,1153,1973,9163,1077,1077,3096,76,896,6067,563,567,1108,559,559,1095,4,8,13,590,1406,8055,518,518,2001,72,888,6054,20,20,65,20,20,65,-,-,-,221,232,597,213,213,544,8,19,53,63,72,288,57,57,185,6,15,103,215,299,1408,188,188,882,27,111,526,13,78,596,6,6,43,7,72,553,8,76,755,4,4,102,4,72,653,3,445,2906,-,-,-,3,445,2906,-,-,-,-,-,-,-,-,-,1,55,754,-,-,-,1,55,754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,572,男子服小売業,1062,4033,31332,866,866,3263,196,3167,28069,465,474,947,460,460,890,5,14,57,597,3559,30385,406,406,2373,191,3153,28012,24,26,90,22,22,68,2,4,22,209,232,758,183,183,573,26,49,185,56,66,312,49,49,242,7,17,70,178,441,4725,126,126,1373,52,315,3352,21,368,3179,5,5,20,16,363,3159,14,827,6621,3,3,19,11,824,6602,10,199,2520,1,1,23,9,198,2497,5,50,961,-,-,-,5,50,961,5,1150,9569,-,-,-,5,1150,9569,1,27,705,-,-,-,1,27,705,-,-,-,-,-,-,-,-,-
3,I,57,573,婦人・子供服小売業,4047,11965,83016,3032,3032,8432,1015,8933,74584,1916,1975,3830,1847,1847,3489,69,128,341,2131,9990,79186,1185,1185,4943,946,8805,74243,76,112,1511,62,62,344,14,50,1167,650,901,3464,530,530,1709,120,371,1755,179,347,1184,136,136,475,43,211,709,643,2899,20824,357,357,1666,286,2542,19158,53,911,4964,15,15,251,38,896,4713,58,935,9095,12,12,275,46,923,8820,33,1547,15122,2,2,15,31,1545,15107,10,399,2739,-,-,-,10,399,2739,5,539,4430,-,-,-,5,539,4430,6,120,4487,2,2,9,4,118,4478,-,-,-,-,-,-,-,-,-
3,I,57,574,靴・履物小売業,756,3673,15955,631,631,1579,125,3042,14376,367,375,667,358,358,625,9,17,42,389,3298,15288,273,273,954,116,3025,14334,19,20,62,17,17,52,2,3,10,146,161,582,140,140,428,6,21,154,27,35,187,22,22,72,5,13,115,106,259,1615,71,71,316,35,188,1299,13,79,549,5,5,36,8,74,513,13,447,2225,2,2,16,11,445,2209,3,148,910,-,-,-,3,148,910,1,87,716,-,-,-,1,87,716,1,776,5514,-,-,-,1,776,5514,1,1134,2103,-,-,-,1,1134,2103,-,-,-,-,-,-,-,-,-
3,I,57,579,その他の織物・衣服・身の回り品小売業,2046,6530,43360,1654,1654,5119,392,4876,38241,965,980,1884,947,947,1804,18,33,80,1077,5545,41455,704,704,3296,373,4841,38159,64,71,259,57,57,166,7,14,93,331,418,1724,290,290,1096,41,128,628,96,132,549,79,79,329,17,53,220,309,1554,8287,208,208,1328,101,1346,6959,35,263,1609,18,18,134,17,245,1475,40,844,5341,7,7,87,33,837,5254,18,820,9939,-,-,-,18,820,9939,9,494,3504,-,-,-,9,494,3504,3,360,3459,-,-,-,3,360,3459,3,186,3901,-,-,-,3,186,3901,4,5,21,3,3,19,1,2,2
2,I,58,000,飲食料品小売業,19753,32668,471971,17820,17820,106884,1933,14848,365087,10502,10650,47988,10355,10355,45393,147,295,2595,9164,21777,420982,7404,7404,60886,1760,14373,360096,834,1008,11947,716,716,7523,118,292,4424,4220,4907,40519,3806,3806,25875,414,1101,14644,974,1219,12179,833,833,6908,141,386,5271,1913,3933,48052,1422,1422,13323,491,2511,34729,156,1180,16401,67,67,1298,89,1113,15103,129,2161,42283,38,38,642,91,2123,41641,63,2563,72963,14,14,268,49,2549,72695,24,701,29780,1,1,31,23,700,29749,12,2066,70310,2,2,30,10,2064,70280,5,730,61987,-,-,-,5,730,61987,87,241,3001,61,61,605,26,180,2396
3,I,58,581,各種食料品小売業,468,3194,188967,344,344,3226,124,2850,185741,138,138,480,138,138,480,-,-,-,324,3042,188205,202,202,2682,122,2840,185523,17,22,304,14,14,124,3,8,180,83,92,1148,78,78,692,5,14,456,28,32,376,24,24,251,4,8,125,102,230,7040,66,66,1262,36,164,5778,12,43,691,4,4,176,8,39,515,22,247,7938,5,5,112,17,242,7826,15,888,48780,1,1,1,14,887,48779,9,282,18204,-,-,-,9,282,18204,6,444,41894,-,-,-,6,444,41894,4,722,61514,-,-,-,4,722,61514,6,14,282,4,4,64,2,10,218
3,I,58,582,野菜・果実小売業,1660,1969,10471,1578,1578,5558,82,391,4913,940,949,2448,932,932,2352,8,17,96,716,1012,7860,643,643,3188,73,369,4672,47,49,213,43,43,191,4,6,22,420,439,2346,401,401,1782,19,38,564,66,73,405,63,63,292,3,10,113,113,211,2002,93,93,718,20,118,1284,7,51,621,2,2,7,5,49,614,4,24,262,2,2,26,2,22,236,3,87,1597,1,1,11,2,86,1586,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,8,163,3,3,18,1,5,145
3,I,58,583,食肉小売業,942,1353,7949,893,893,2911,49,460,5038,582,583,1472,581,581,1466,1,2,6,360,770,6477,312,312,1445,48,458,5032,26,30,140,22,22,87,4,8,53,190,214,860,180,180,700,10,34,160,37,41,214,33,33,186,4,8,28,80,338,3240,63,63,402,17,275,2838,4,23,240,2,2,8,2,21,232,4,14,104,2,2,31,2,12,73,1,74,1279,-,-,-,1,74,1279,2,13,38,-,-,-,2,13,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,584,鮮魚小売業,700,961,6308,658,658,2227,42,303,4081,452,455,1192,450,450,1172,2,5,20,247,505,5097,207,207,1036,40,298,4061,15,16,63,14,14,58,1,2,5,132,138,650,125,125,523,7,13,127,32,35,267,28,28,232,4,7,35,41,96,805,24,24,180,17,72,625,5,47,532,-,-,-,5,47,532,1,42,434,-,-,-,1,42,434,1,3,33,-,-,-,1,3,33,1,68,1397,-,-,-,1,68,1397,1,40,863,-,-,-,1,40,863,-,-,-,-,-,-,-,-,-,1,1,19,1,1,19,-,-,-
3,I,58,585,酒小売業,2003,2451,12216,1936,1936,5744,67,515,6472,830,833,1942,826,826,1916,4,7,26,1172,1617,10271,1109,1109,3825,63,508,6446,78,85,243,74,74,180,4,11,63,605,619,1785,589,589,1632,16,30,153,121,125,453,116,116,424,5,9,29,316,366,2277,294,294,1352,22,72,925,11,12,124,9,9,102,2,3,22,12,84,996,6,6,52,6,78,944,3,221,3372,-,-,-,3,221,3372,2,50,660,1,1,31,1,49,629,1,29,260,-,-,-,1,29,260,-,-,-,-,-,-,-,-,-,1,1,3,1,1,3,-,-,-
3,I,58,586,菓子・パン小売業,3933,6565,57584,3422,3422,14392,511,3143,43192,2343,2391,6913,2295,2295,6487,48,96,426,1564,4139,50390,1110,1110,7746,454,3029,42644,106,139,946,89,89,501,17,50,445,682,890,6706,582,582,3226,100,308,3480,169,263,2431,135,135,922,34,128,1509,373,1012,11739,228,228,2385,145,784,9354,46,646,10127,15,15,380,31,631,9747,27,302,4672,2,2,42,25,300,4630,13,542,7390,1,1,4,12,541,7386,3,66,3243,-,-,-,3,66,3243,-,-,-,-,-,-,-,-,-,1,8,473,-,-,-,1,8,473,26,35,281,17,17,159,9,18,122
3,I,58,589,その他の飲食料品小売業,10047,16175,188476,8989,8989,72826,1058,7186,115650,5217,5301,33541,5133,5133,31520,84,168,2021,4781,10692,152682,3821,3821,40964,960,6871,111718,545,667,10038,460,460,6382,85,207,3656,2108,2515,27024,1851,1851,17320,257,664,9704,521,650,8033,434,434,4601,87,216,3432,888,1680,20949,654,654,7024,234,1026,13925,71,358,4066,35,35,625,36,323,3441,59,1448,27877,21,21,379,38,1427,27498,27,748,10512,11,11,252,16,737,10260,7,222,6238,-,-,-,7,222,6238,4,1553,27293,2,2,30,2,1551,27263,-,-,-,-,-,-,-,-,-,49,182,2253,35,35,342,14,147,1911
4,I,58,58A,料理品小売業,1495,2704,33817,1365,1365,5839,130,1339,27978,909,920,2701,898,898,2597,11,22,104,576,1774,30941,458,458,3099,118,1316,27842,45,45,365,45,45,365,-,-,-,277,313,1942,246,246,1379,31,67,563,68,76,595,62,62,416,6,14,179,100,326,4045,65,65,605,35,261,3440,12,100,1008,4,4,68,8,96,940,5,199,2799,1,1,5,4,198,2794,3,46,788,1,1,93,2,45,695,1,16,3328,-,-,-,1,16,3328,1,553,15210,-,-,-,1,553,15210,-,-,-,-,-,-,-,-,-,10,10,175,9,9,143,1,1,32
4,I,58,58B,他に分類されない飲食料品小売業,8552,13471,154659,7624,7624,66987,928,5847,87672,4308,4381,30840,4235,4235,28923,73,146,1917,4205,8918,121741,3363,3363,37865,842,5555,83876,500,622,9673,415,415,6017,85,207,3656,1831,2202,25082,1605,1605,15941,226,597,9141,453,574,7438,372,372,4185,81,202,3253,788,1354,16904,589,589,6419,199,765,10485,59,258,3058,31,31,557,28,227,2501,54,1249,25078,20,20,374,34,1229,24704,24,702,9724,10,10,159,14,692,9565,6,206,2910,-,-,-,6,206,2910,3,1000,12083,2,2,30,1,998,12053,-,-,-,-,-,-,-,-,-,39,172,2078,26,26,199,13,146,1879
2,I,59,000,機械器具小売業,6730,12148,104782,5970,5970,20845,760,6178,83937,2433,2460,5032,2402,2402,4866,31,58,166,4288,9648,98699,3565,3565,15911,723,6083,82788,154,172,704,144,144,517,10,28,187,1724,1823,6152,1622,1622,5241,102,201,911,464,568,2339,418,418,1576,46,150,763,1426,2270,15711,1166,1166,5906,260,1104,9805,92,331,8549,48,48,1202,44,283,7347,99,699,11436,35,35,952,64,664,10484,49,1164,10293,10,10,103,39,1154,10190,22,502,7418,2,2,30,20,500,7388,10,1171,13412,-,-,-,10,1171,13412,9,536,19989,-,-,-,9,536,19989,9,40,1051,3,3,68,6,37,983
3,I,59,591,自動車小売業,2890,5575,52164,2513,2513,9541,377,3062,42623,750,761,1560,736,736,1500,14,25,60,2139,4813,50597,1776,1776,8034,363,3037,42563,66,71,274,63,63,217,3,8,57,872,932,3333,809,809,2750,63,123,583,228,270,1201,198,198,747,30,72,454,719,981,6667,598,598,3224,121,383,3443,51,185,1948,25,25,481,26,160,1467,55,494,7318,21,21,342,34,473,6976,22,397,5480,5,5,81,17,392,5399,12,323,4708,1,1,25,11,322,4683,5,531,6262,-,-,-,5,531,6262,6,466,12551,-,-,-,6,466,12551,1,1,7,1,1,7,-,-,-
3,I,59,592,自転車小売業,1058,1237,2851,1002,1002,1951,56,235,900,787,796,1386,777,777,1328,10,19,58,271,441,1465,225,225,623,46,216,842,21,26,129,19,19,54,2,7,75,151,161,412,137,137,340,14,24,72,25,32,110,21,21,48,4,11,62,55,195,709,37,37,147,18,158,562,3,4,13,2,2,7,1,2,6,-,-,-,-,-,-,-,-,-,1,1,3,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,593,機械器具小売業（自動車，自転車を除く）,2782,5336,49767,2455,2455,9353,327,2881,40414,896,903,2086,889,889,2038,7,14,48,1878,4394,46637,1564,1564,7254,314,2830,39383,67,75,301,62,62,246,5,13,55,701,730,2407,676,676,2151,25,54,256,211,266,1028,199,199,781,12,67,247,652,1094,8335,531,531,2535,121,563,5800,38,142,6588,21,21,714,17,121,5874,44,205,4118,14,14,610,30,191,3508,26,766,4810,4,4,19,22,762,4791,10,179,2710,1,1,5,9,178,2705,5,640,7150,-,-,-,5,640,7150,3,70,7438,-,-,-,3,70,7438,8,39,1044,2,2,61,6,37,983
2,I,60,000,その他の小売業,22943,47074,375616,19680,19680,79947,3263,27394,295669,10321,10483,26132,10143,10143,24899,178,340,1233,12496,36335,344747,9457,9457,53874,3039,26878,290873,687,824,5032,614,614,3374,73,210,1658,4996,6013,32599,4365,4365,22542,631,1648,10057,1315,1656,9458,1091,1091,5977,224,565,3481,3735,8047,60500,2682,2682,16626,1053,5365,43874,347,2334,22861,160,160,1642,187,2174,21219,264,4126,51240,67,67,1381,197,4059,49859,83,4342,41043,11,11,175,72,4331,40868,49,2465,33832,4,4,75,45,2461,33757,24,4020,58750,-,-,-,24,4020,58750,7,495,14654,2,2,14,5,493,14640,126,256,4737,80,80,1174,46,176,3563
3,I,60,601,家具・建具・畳小売業,1473,2705,32712,1349,1349,3581,124,1356,29131,821,826,1569,815,815,1545,6,11,24,649,1876,31131,532,532,2033,117,1344,29098,29,29,102,29,29,102,-,-,-,235,257,806,221,221,652,14,36,154,69,75,277,62,62,201,7,13,76,227,356,2090,185,185,927,42,171,1163,13,35,903,9,9,65,4,26,838,16,180,1854,2,2,13,14,178,1841,4,79,1775,-,-,-,4,79,1775,3,160,1054,1,1,4,2,159,1050,5,576,21024,-,-,-,5,576,21024,-,-,-,-,-,-,-,-,-,3,3,12,2,2,3,1,1,9
