地域階層,地域コード,地域名,産業分類階層,大分類,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,総数（決算月）／企業従業者数（人）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,1月決算／企業従業者数（人）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,2月決算／企業従業者数（人）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,3月決算／企業従業者数（人）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,4月決算／企業従業者数（人）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,5月決算／企業従業者数（人）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,6月決算／企業従業者数（人）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,7月決算／企業従業者数（人）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,8月決算／企業従業者数（人）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,9月決算／企業従業者数（人）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,10月決算／企業従業者数（人）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,11月決算／企業従業者数（人）,12月決算／会社企業数,12月決算／企業事業所数（事業所）,12月決算／企業従業者数（人）
4,13120,練馬区,2,I,卸売業，小売業,1,05,資本金3000万～5000万円未満,42,140,1868,3,10,271,1,1,4,13,18,262,2,10,130,3,7,107,6,35,221,4,38,656,2,8,67,2,4,37,-,-,-,1,1,3,3,4,39
4,13120,練馬区,2,I,卸売業，小売業,1,06,資本金5000万～1億円未満,21,157,1518,-,-,-,4,19,295,3,49,398,3,64,415,1,3,70,-,-,-,1,8,84,1,4,69,4,50,343,3,21,158,-,-,-,3,3,77
4,13120,練馬区,2,I,卸売業，小売業,1,07,資本金1億～3億円未満,10,40,563,-,-,-,-,-,-,1,7,196,2,8,89,-,-,-,1,8,85,-,-,-,1,5,33,-,-,-,-,-,-,-,-,-,1,3,50
4,13120,練馬区,2,I,卸売業，小売業,1,08,資本金3億～10億円未満,4,71,669,-,-,-,-,-,-,3,48,497,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,23,172
4,13120,練馬区,2,I,卸売業，小売業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,I,卸売業，小売業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,J,金融業，保険業,0,00,総数（資本金階級）,93,100,369,5,5,11,5,5,11,17,20,90,2,2,9,11,11,26,7,7,32,7,8,25,8,9,23,9,9,34,1,1,3,2,2,9,12,12,65
4,13120,練馬区,2,J,金融業，保険業,1,01,資本金300万円未満,12,12,22,2,2,4,-,-,-,2,2,4,-,-,-,1,1,1,-,-,-,2,2,4,-,-,-,3,3,4,-,-,-,-,-,-,2,2,5
4,13120,練馬区,2,J,金融業，保険業,1,02,資本金300万～500万円未満,44,45,153,1,1,2,2,2,4,4,4,14,1,1,3,9,9,23,6,6,22,2,2,6,5,6,13,3,3,9,-,-,-,2,2,9,7,7,45
4,13120,練馬区,2,J,金融業，保険業,1,03,資本金500万～1000万円未満,9,11,49,1,1,3,-,-,-,1,3,7,-,-,-,1,1,2,1,1,10,-,-,-,3,3,10,1,1,12,-,-,-,-,-,-,1,1,5
4,13120,練馬区,2,J,金融業，保険業,1,04,資本金1000万～3000万円未満,21,22,80,1,1,2,3,3,7,7,7,21,1,1,6,-,-,-,-,-,-,3,4,15,-,-,-,2,2,9,1,1,3,-,-,-,1,1,6
4,13120,練馬区,2,J,金融業，保険業,1,05,資本金3000万～5000万円未満,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4
4,13120,練馬区,2,J,金融業，保険業,1,06,資本金5000万～1億円未満,2,3,42,-,-,-,-,-,-,2,3,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,J,金融業，保険業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,J,金融業，保険業,1,08,資本金3億～10億円未満,1,1,2,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,J,金融業，保険業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,J,金融業，保険業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,K,不動産業，物品賃貸業,0,00,総数（資本金階級）,1212,1312,5011,34,47,258,62,65,248,188,197,767,93,93,301,95,105,460,114,117,394,84,86,275,94,129,581,127,131,482,63,64,189,33,33,84,132,142,546
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,01,資本金300万円未満,54,55,152,1,1,1,3,3,7,10,10,21,6,6,12,5,5,20,7,7,24,6,7,25,2,2,5,5,5,9,1,1,4,3,3,6,2,2,8
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,02,資本金300万～500万円未満,514,520,1463,10,10,28,21,21,54,73,73,191,37,37,117,43,43,115,48,51,122,43,43,115,48,48,145,48,48,144,31,31,83,15,15,37,77,79,235
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,03,資本金500万～1000万円未満,104,109,383,5,5,13,14,14,59,14,14,55,9,9,23,5,7,42,8,8,30,6,6,16,7,8,36,11,12,32,6,7,18,3,3,6,9,9,25
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,04,資本金1000万～3000万円未満,448,472,2069,14,15,59,20,23,116,73,76,366,38,38,138,38,43,248,45,45,194,25,26,93,31,33,125,57,60,262,23,23,77,12,12,35,39,45,195
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,05,資本金3000万～5000万円未満,26,29,157,2,2,5,3,3,11,6,9,66,-,-,-,1,1,3,3,3,10,2,2,15,1,1,3,4,4,30,2,2,7,-,-,-,1,1,5
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,06,資本金5000万～1億円未満,30,68,446,1,2,6,1,1,1,10,13,54,3,3,11,2,2,7,2,2,8,1,1,9,4,36,265,2,2,5,-,-,-,-,-,-,3,5,75
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,07,資本金1億～3億円未満,5,19,182,1,12,146,-,-,-,-,-,-,-,-,-,1,4,25,1,1,6,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-,1,1,3
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,K,不動産業，物品賃貸業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,0,00,総数（資本金階級）,492,552,2532,9,10,26,27,32,164,92,102,564,34,34,112,36,39,128,47,51,256,44,46,128,30,34,132,48,48,248,21,30,158,16,17,59,59,69,353
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,01,資本金300万円未満,43,46,123,2,3,9,2,2,3,6,7,17,1,1,1,7,7,20,-,-,-,6,6,18,3,4,19,4,4,11,-,-,-,1,1,1,7,7,17
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,02,資本金300万～500万円未満,221,231,833,3,3,6,14,15,61,33,33,110,21,21,64,15,16,34,23,23,102,22,24,52,12,13,45,17,17,40,13,15,89,8,9,26,31,33,164
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,03,資本金500万～1000万円未満,39,40,117,1,1,3,1,1,10,13,13,27,2,2,7,3,4,10,2,2,10,4,4,5,3,3,10,4,4,22,-,-,-,3,3,7,3,3,6
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,04,資本金1000万～3000万円未満,164,176,877,3,3,8,9,10,68,36,40,210,10,10,40,11,12,64,21,24,72,11,11,51,11,12,43,22,22,160,7,7,21,4,4,25,16,18,98
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,05,資本金3000万～5000万円未満,5,17,162,-,-,-,1,4,22,-,-,-,-,-,-,-,-,-,1,2,72,-,-,-,1,2,15,-,-,-,1,8,48,-,-,-,1,1,5
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,06,資本金5000万～1億円未満,4,10,83,-,-,-,-,-,-,2,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,15,-,-,-,-,-,-,1,7,63
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,07,資本金1億～3億円未満,1,4,107,-,-,-,-,-,-,1,4,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,L,学術研究，専門・技術サービス業,1,10,資本金50億円以上,1,3,88,-,-,-,-,-,-,1,3,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,M,宿泊業，飲食サービス業,0,00,総数（資本金階級）,395,625,5772,14,35,209,24,30,346,45,81,843,12,14,115,25,40,365,38,51,731,18,23,155,28,41,369,27,31,268,15,19,240,11,14,104,27,42,382
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,01,資本金300万円未満,30,39,325,1,1,1,2,2,22,4,4,24,1,1,6,1,1,4,3,3,20,-,-,-,-,-,-,5,5,42,1,1,8,2,3,25,7,15,162
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,02,資本金300万～500万円未満,169,218,1564,8,12,105,14,15,120,19,24,190,7,7,18,20,34,290,16,18,131,8,8,34,22,35,298,13,14,120,10,13,63,4,5,21,11,13,69
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,03,資本金500万～1000万円未満,48,63,673,2,2,13,2,2,8,10,15,102,2,2,32,1,1,4,8,10,52,5,8,66,1,1,7,4,4,37,3,4,153,1,1,17,5,9,102
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,04,資本金1000万～3000万円未満,59,106,1379,2,19,86,4,5,54,9,17,201,2,4,59,3,4,67,7,15,475,5,7,55,5,5,64,4,7,62,1,1,16,3,4,37,3,4,36
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,05,資本金3000万～5000万円未満,5,11,291,-,-,-,1,5,129,1,2,5,-,-,-,-,-,-,2,3,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,06,資本金5000万～1億円未満,4,21,338,-,-,-,-,-,-,2,19,321,-,-,-,-,-,-,1,1,13,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,1,1,13
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,M,宿泊業，飲食サービス業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,0,00,総数（資本金階級）,406,735,7036,13,16,89,36,94,592,57,126,2321,19,28,188,27,42,410,34,43,342,26,53,539,36,57,389,36,44,232,13,20,82,13,23,113,26,37,273
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,01,資本金300万円未満,34,45,339,3,3,17,2,2,28,7,11,55,2,2,8,1,1,43,3,5,60,1,1,3,3,4,36,2,2,20,3,6,26,2,2,9,1,1,11
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,02,資本金300万～500万円未満,182,273,1900,8,10,41,19,26,156,25,33,261,8,12,71,15,20,160,17,17,77,15,21,121,18,28,124,15,18,107,6,8,31,8,17,92,13,16,74
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,03,資本金500万～1000万円未満,41,51,278,1,1,1,3,3,8,7,8,31,5,7,50,3,3,13,2,3,10,1,1,51,4,5,17,6,7,34,2,2,7,3,4,12,3,6,37
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,04,資本金1000万～3000万円未満,94,200,2546,-,-,-,9,50,325,13,24,1152,4,7,59,8,18,194,10,16,178,8,16,118,10,19,195,11,13,59,2,4,18,-,-,-,9,14,151
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,05,資本金3000万～5000万円未満,8,20,122,-,-,-,3,13,75,2,2,20,-,-,-,-,-,-,2,2,17,-,-,-,-,-,-,1,3,10,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,06,資本金5000万～1億円未満,6,25,422,1,2,30,-,-,-,2,6,142,-,-,-,-,-,-,-,-,-,1,14,246,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,08,資本金3億～10億円未満,1,42,660,-,-,-,-,-,-,1,42,660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,N,生活関連サービス業，娯楽業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,O,教育，学習支援業,0,00,総数（資本金階級）,113,180,1822,3,4,23,11,26,110,22,28,370,5,9,107,5,5,24,8,15,182,7,9,74,3,6,56,10,15,208,6,7,102,-,-,-,8,11,81
4,13120,練馬区,2,O,教育，学習支援業,1,01,資本金300万円未満,13,17,120,-,-,-,2,2,2,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,1,1,2,1,2,5,1,2,33,-,-,-,4,6,54
4,13120,練馬区,2,O,教育，学習支援業,1,02,資本金300万～500万円未満,43,47,405,2,3,17,7,9,80,7,7,22,3,3,80,3,3,20,4,4,50,3,3,27,-,-,-,5,5,19,1,1,3,-,-,-,2,2,16
4,13120,練馬区,2,O,教育，学習支援業,1,03,資本金500万～1000万円未満,11,15,97,-,-,-,-,-,-,7,9,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,13,2,2,23,-,-,-,-,-,-
4,13120,練馬区,2,O,教育，学習支援業,1,04,資本金1000万～3000万円未満,25,50,463,1,1,6,2,15,28,6,8,185,2,6,27,1,1,3,2,2,7,4,6,47,1,4,53,2,2,53,2,2,43,-,-,-,2,3,11
4,13120,練馬区,2,O,教育，学習支援業,1,05,資本金3000万～5000万円未満,4,14,283,-,-,-,-,-,-,1,2,40,-,-,-,-,-,-,2,9,125,-,-,-,-,-,-,1,3,118,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,O,教育，学習支援業,1,06,資本金5000万～1億円未満,1,2,64,-,-,-,-,-,-,1,2,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,O,教育，学習支援業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,O,教育，学習支援業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,O,教育，学習支援業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,O,教育，学習支援業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,P,医療，福祉,0,00,総数（資本金階級）,235,337,4256,7,7,94,11,12,217,50,69,767,10,10,140,10,10,122,19,20,369,14,17,180,16,27,367,19,27,280,14,19,197,11,21,207,17,27,676
4,13120,練馬区,2,P,医療，福祉,1,01,資本金300万円未満,40,51,435,2,2,17,2,3,24,14,14,74,1,1,5,1,1,7,2,3,73,1,1,5,3,3,53,4,5,25,2,2,12,3,10,77,1,1,18
4,13120,練馬区,2,P,医療，福祉,1,02,資本金300万～500万円未満,95,113,1589,4,4,59,5,5,90,16,16,226,7,7,110,6,6,75,10,10,156,7,7,45,8,11,186,10,17,165,9,13,68,5,7,94,8,9,292
4,13120,練馬区,2,P,医療，福祉,1,03,資本金500万～1000万円未満,29,38,414,1,1,18,1,1,6,11,15,149,1,1,8,1,1,11,1,1,7,2,3,15,3,4,52,3,3,17,1,1,68,1,2,18,4,6,53
4,13120,練馬区,2,P,医療，福祉,1,04,資本金1000万～3000万円未満,30,59,945,-,-,-,2,2,45,7,19,276,1,1,17,2,2,29,3,3,69,3,5,40,2,9,76,1,1,4,1,2,27,1,1,8,4,11,313
4,13120,練馬区,2,P,医療，福祉,1,05,資本金3000万～5000万円未満,6,9,284,-,-,-,1,1,52,1,4,23,-,-,-,-,-,-,1,1,59,1,1,75,-,-,-,1,1,69,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,P,医療，福祉,1,06,資本金5000万～1億円未満,1,1,19,-,-,-,-,-,-,1,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,P,医療，福祉,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,P,医療，福祉,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,P,医療，福祉,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,P,医療，福祉,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,0,00,総数（資本金階級）,1,1,4,-,-,-,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,03,資本金500万～1000万円未満,1,1,4,-,-,-,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,04,資本金1000万～3000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,Q,複合サービス事業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,0,00,総数（資本金階級）,391,519,8468,12,13,291,24,38,965,71,102,1841,28,53,1049,34,37,484,22,26,202,32,40,432,25,29,339,44,51,1008,21,22,163,8,15,923,29,35,445
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,01,資本金300万円未満,25,28,399,2,2,32,1,1,1,4,4,145,2,2,2,1,1,11,3,3,21,1,4,85,3,3,75,4,4,16,3,3,9,-,-,-,-,-,-
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,02,資本金300万～500万円未満,153,165,1214,3,3,52,6,7,69,31,32,243,13,13,75,14,14,85,10,14,70,11,11,157,11,15,139,15,15,76,7,7,15,5,5,54,15,17,111
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,03,資本金500万～1000万円未満,24,24,202,-,-,-,2,2,13,3,3,11,1,1,2,7,7,27,3,3,29,2,2,11,1,1,8,2,2,14,1,1,4,-,-,-,2,2,83
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,04,資本金1000万～3000万円未満,152,206,3580,7,8,207,13,26,850,30,59,1325,11,11,70,9,9,109,6,6,82,16,18,115,10,10,117,20,24,522,9,10,61,1,1,3,11,14,155
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,05,資本金3000万～5000万円未満,8,15,548,-,-,-,-,-,-,1,1,15,-,-,-,1,1,71,-,-,-,1,4,42,-,-,-,3,6,380,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,06,資本金5000万～1億円未満,10,46,2093,-,-,-,2,2,32,-,-,-,1,26,900,2,5,181,-,-,-,1,1,22,-,-,-,-,-,-,1,1,74,2,9,866,-,-,-
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,07,資本金1億～3億円未満,1,2,99,-,-,-,-,-,-,1,2,99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,R,サービス業（他に分類されないもの）,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,0,A-R,全産業（Ｓ公務を除く）,0,00,総数（資本金階級）,10192,13914,153125,308,401,4071,718,1095,11549,1553,2577,40980,779,1010,8724,859,1037,9500,914,1107,11471,802,967,8946,946,1235,12775,1116,1423,12752,521,679,5628,291,403,3507,783,1024,12621
4,13121,足立区,0,A-R,全産業（Ｓ公務を除く）,1,01,資本金300万円未満,510,545,3229,15,15,110,32,33,310,85,92,498,26,26,100,36,41,194,53,56,345,32,33,168,42,43,253,48,53,302,39,42,241,30,39,304,42,42,206
4,13121,足立区,0,A-R,全産業（Ｓ公務を除く）,1,02,資本金300万～500万円未満,3887,4242,22080,120,126,633,312,347,1829,549,592,3022,322,347,1918,373,422,2229,382,411,2354,308,334,1742,362,410,2150,428,452,2121,244,281,1432,120,137,792,306,321,1438
4,13121,足立区,0,A-R,全産業（Ｓ公務を除く）,1,03,資本金500万～1000万円未満,1186,1316,8394,34,42,247,88,89,477,163,187,1541,120,132,746,103,115,636,110,132,863,111,116,715,126,138,1015,135,156,1058,63,69,325,30,32,136,86,90,449
4,13121,足立区,0,A-R,全産業（Ｓ公務を除く）,1,04,資本金1000万～3000万円未満,3597,4789,57411,122,152,1826,252,349,3404,597,870,13433,262,327,3395,308,387,4312,319,414,5549,315,399,3949,373,506,5108,437,577,6329,154,232,2384,95,105,885,283,371,5373
4,13121,足立区,0,A-R,全産業（Ｓ公務を除く）,1,05,資本金3000万～5000万円未満,278,632,15128,9,25,698,15,21,339,59,148,4422,28,79,1331,23,49,1540,31,52,1443,13,29,399,24,41,1291,35,79,1318,8,33,869,5,14,191,24,58,1247
