地域階層,地域コード,地域名,産業分類階層,大分類,中分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,企業等／単一事業所企業／企業数（企業）,企業等／単一事業所企業／事業所数（事業所）,企業等／単一事業所企業／企業従業者数（人）,企業等／単一事業所企業／売上（収入）金額（百万円）,企業等／複数事業所企業／企業数（企業）,企業等／複数事業所企業／事業所数（事業所）,企業等／複数事業所企業／企業従業者数（人）,企業等／複数事業所企業／売上（収入）金額（百万円）,個人／総数／企業数（企業）,個人／総数／事業所数（事業所）,個人／総数／企業従業者数（人）,個人／総数／売上（収入）金額（百万円）,個人／単一事業所企業／企業数（企業）,個人／単一事業所企業／事業所数（事業所）,個人／単一事業所企業／企業従業者数（人）,個人／単一事業所企業／売上（収入）金額（百万円）,個人／複数事業所企業／企業数（企業）,個人／複数事業所企業／事業所数（事業所）,個人／複数事業所企業／企業従業者数（人）,個人／複数事業所企業／売上（収入）金額（百万円）,会社企業／総数／企業数（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／総数／売上（収入）金額（百万円）,会社企業／単一事業所企業／企業数（企業）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／単一事業所企業／売上（収入）金額（百万円）,会社企業／複数事業所企業／企業数（企業）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／複数事業所企業／売上（収入）金額（百万円）,会社以外の法人／総数／企業数（企業）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／総数／売上（収入）金額（百万円）,会社以外の法人／単一事業所企業／企業数（企業）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／単一事業所企業／売上（収入）金額（百万円）,会社以外の法人／複数事業所企業／企業数（企業）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／売上（収入）金額（百万円）
4,13119,板橋区,2,G,37,通信業,3,3,8,33,3,3,8,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,8,33,3,3,8,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,G,38,放送業,1,1,18,x,-,-,-,-,1,1,18,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,18,x,-,-,-,-,1,1,18,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,G,39,情報サービス業,63,78,1487,11444,57,57,379,3640,6,21,1108,7805,1,1,2,x,1,1,2,x,-,-,-,-,62,77,1485,x,56,56,377,x,6,21,1108,7805,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,G,40,インターネット附随サービス業,8,8,37,x,7,7,15,x,1,1,22,x,-,-,-,-,-,-,-,-,-,-,-,-,8,8,37,x,7,7,15,x,1,1,22,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,G,41,映像・音声・文字情報制作業,47,58,554,10083,43,43,460,x,4,15,94,x,1,1,3,x,1,1,3,x,-,-,-,-,46,57,551,x,42,42,457,x,4,15,94,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,H,00,運輸業，郵便業,428,587,12173,128133,383,383,5726,x,45,204,6447,x,257,257,305,x,257,257,305,x,-,-,-,-,169,328,11859,x,124,124,5412,37817,45,204,6447,x,2,2,9,x,2,2,9,x,-,-,-,-
4,13119,板橋区,2,H,42,鉄道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,H,43,道路旅客運送業,278,285,4255,x,276,276,3798,18739,2,9,457,x,251,251,287,1180,251,251,287,1180,-,-,-,-,26,33,3960,21518,24,24,3503,x,2,9,457,x,1,1,8,x,1,1,8,x,-,-,-,-
4,13119,板橋区,2,H,44,道路貨物運送業,125,217,6274,51929,91,91,1593,x,34,126,4681,x,6,6,18,x,6,6,18,x,-,-,-,-,118,210,6255,x,84,84,1574,12022,34,126,4681,x,1,1,1,x,1,1,1,x,-,-,-,-
4,13119,板橋区,2,H,45,水運業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,H,46,航空運輸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,H,47,倉庫業,6,13,217,5226,4,4,137,x,2,9,80,x,-,-,-,-,-,-,-,-,-,-,-,-,6,13,217,5226,4,4,137,x,2,9,80,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,H,48,運輸に附帯するサービス業,18,71,1406,47873,11,11,177,6824,7,60,1229,41049,-,-,-,-,-,-,-,-,-,-,-,-,18,71,1406,47873,11,11,177,6824,7,60,1229,41049,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,H,49,郵便業（信書便事業を含む）,1,1,21,x,1,1,21,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,21,x,1,1,21,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,I,00,卸売業，小売業,2396,3950,37710,1164309,2166,2166,9834,273881,230,1784,27876,890428,984,987,3031,22924,980,980,3013,x,4,7,18,x,1404,2954,34606,1137263,1179,1179,6758,x,225,1775,27848,x,8,9,73,4122,7,7,63,x,1,2,10,x
4,13119,板橋区,2,I,50,各種商品卸売業,1,1,1,x,1,1,1,x,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,I,51,繊維・衣服等卸売業,41,47,306,5458,38,38,171,x,3,9,135,x,3,3,5,10,3,3,5,10,-,-,-,-,38,44,301,5449,35,35,166,x,3,9,135,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,I,52,飲食料品卸売業,120,213,2099,182992,101,101,710,66052,19,112,1389,116940,24,24,77,781,24,24,77,781,-,-,-,-,96,189,2022,182211,77,77,633,65270,19,112,1389,116940,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,I,53,建築材料，鉱物・金属材料等卸売業,194,314,2451,160915,157,157,842,33396,37,157,1609,127519,28,28,64,x,28,28,64,x,-,-,-,-,164,284,2376,159798,127,127,767,32279,37,157,1609,127519,2,2,11,x,2,2,11,x,-,-,-,-
4,13119,板橋区,2,I,54,機械器具卸売業,188,251,2215,87374,161,161,821,35519,27,90,1394,51855,10,10,21,133,10,10,21,133,-,-,-,-,178,241,2194,87241,151,151,800,35386,27,90,1394,51855,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,I,55,その他の卸売業,197,334,3033,185385,161,161,927,56188,36,173,2106,129197,17,17,45,662,17,17,45,662,-,-,-,-,179,316,2963,x,143,143,857,x,36,173,2106,129197,1,1,25,x,1,1,25,x,-,-,-,-
4,13119,板橋区,2,I,56,各種商品小売業,1,1,3,x,1,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,x,1,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,I,57,織物・衣服・身の回り品小売業,193,498,2352,31362,179,179,463,2975,14,319,1889,28386,117,118,235,820,116,116,233,x,1,2,2,x,76,380,2117,30542,63,63,230,x,13,317,1887,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,I,58,飲食料品小売業,611,955,15702,241115,584,584,3147,30625,27,371,12555,210491,373,373,1585,12970,372,372,1582,x,1,1,3,x,235,578,14103,228044,210,210,1561,x,25,368,12542,x,3,4,14,102,2,2,4,x,1,2,10,x
4,13119,板橋区,2,I,59,機械器具小売業,192,351,3052,129981,180,180,616,12146,12,171,2436,117834,79,80,171,x,78,78,165,x,1,2,6,x,113,271,2881,x,102,102,451,x,11,169,2430,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,I,60,その他の小売業,588,913,6234,135009,535,535,1876,27826,53,378,4358,107183,317,318,793,4844,316,316,786,x,1,2,7,x,270,594,5439,x,218,218,1088,23008,52,376,4351,x,1,1,2,x,1,1,2,x,-,-,-,-
4,13119,板橋区,2,I,61,無店舗小売業,70,72,262,x,68,68,257,4659,2,4,5,x,15,15,34,x,15,15,34,x,-,-,-,-,54,56,207,x,52,52,202,4187,2,4,5,x,1,1,21,x,1,1,21,x,-,-,-,-
4,13119,板橋区,1,J,00,金融業，保険業,84,89,396,6207,79,79,318,5465,5,10,78,741,6,6,9,83,6,6,9,83,-,-,-,-,74,79,363,3983,69,69,285,3242,5,10,78,741,4,4,24,2141,4,4,24,2141,-,-,-,-
4,13119,板橋区,2,J,62,銀行業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,J,63,協同組織金融業,1,1,3,x,1,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,x,1,1,3,x,-,-,-,-
4,13119,板橋区,2,J,64,貸金業，クレジットカード業等非預金信用機関,14,14,94,4025,14,14,94,4025,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,10,10,72,1830,10,10,72,1830,-,-,-,-,3,3,21,x,3,3,21,x,-,-,-,-
4,13119,板橋区,2,J,65,金融商品取引業，商品先物取引業,4,4,5,x,4,4,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,5,x,4,4,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,J,66,補助的金融業等,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,65,70,294,2120,60,60,216,1379,5,10,78,741,5,5,8,x,5,5,8,x,-,-,-,-,60,65,286,x,55,55,208,x,5,10,78,741,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,K,00,不動産業，物品賃貸業,1001,1064,3668,48230,981,981,2795,35333,20,83,873,12897,339,339,587,4094,339,339,587,4094,-,-,-,-,655,718,3035,44026,635,635,2162,31129,20,83,873,12897,7,7,46,110,7,7,46,110,-,-,-,-
4,13119,板橋区,2,K,68,不動産取引業,223,250,1195,17487,214,214,781,14093,9,36,414,3395,23,23,47,x,23,23,47,x,-,-,-,-,199,226,1124,17257,190,190,710,13863,9,36,414,3395,1,1,24,x,1,1,24,x,-,-,-,-
4,13119,板橋区,2,K,69,不動産賃貸業・管理業,754,777,2013,22612,747,747,1886,19647,7,30,127,2965,315,315,536,3878,315,315,536,3878,-,-,-,-,433,456,1455,x,426,426,1328,x,7,30,127,2965,6,6,22,x,6,6,22,x,-,-,-,-
4,13119,板橋区,2,K,70,物品賃貸業,24,37,460,8132,20,20,128,1594,4,17,332,6537,1,1,4,x,1,1,4,x,-,-,-,-,23,36,456,x,19,19,124,x,4,17,332,6537,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,L,00,学術研究，専門・技術サービス業,513,548,2526,26826,495,495,2012,19709,18,53,514,7118,244,244,714,4899,244,244,714,4899,-,-,-,-,260,295,1729,20991,242,242,1215,13873,18,53,514,7118,9,9,83,937,9,9,83,937,-,-,-,-
4,13119,板橋区,2,L,71,学術・開発研究機関,3,3,32,x,3,3,32,x,-,-,-,-,2,2,2,x,2,2,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,30,x,1,1,30,x,-,-,-,-
4,13119,板橋区,2,L,72,専門サービス業（他に分類されないもの）,279,284,1059,x,276,276,998,8422,3,8,61,x,180,180,598,4326,180,180,598,4326,-,-,-,-,91,96,408,x,88,88,347,x,3,8,61,x,8,8,53,x,8,8,53,x,-,-,-,-
4,13119,板橋区,2,L,73,広告業,16,18,76,x,14,14,45,739,2,4,31,x,1,1,1,x,1,1,1,x,-,-,-,-,15,17,75,x,13,13,44,x,2,4,31,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,L,74,技術サービス業（他に分類されないもの）,215,243,1359,16379,202,202,937,x,13,41,422,x,61,61,113,567,61,61,113,567,-,-,-,-,154,182,1246,15812,141,141,824,x,13,41,422,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,M,00,宿泊業，飲食サービス業,1323,1524,8073,30239,1294,1294,4599,18598,29,230,3474,11641,1050,1051,2844,x,1049,1049,2832,9656,1,2,12,x,272,472,5228,x,244,244,1766,x,28,228,3462,x,1,1,1,x,1,1,1,x,-,-,-,-
4,13119,板橋区,2,M,75,宿泊業,11,11,103,1005,11,11,103,1005,-,-,-,-,2,2,3,x,2,2,3,x,-,-,-,-,9,9,100,x,9,9,100,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,M,76,飲食店,1279,1400,6470,25556,1253,1253,4246,16372,26,147,2224,9184,1036,1037,2792,9528,1035,1035,2780,x,1,2,12,x,242,362,3677,x,217,217,1465,6898,25,145,2212,x,1,1,1,x,1,1,1,x,-,-,-,-
4,13119,板橋区,2,M,77,持ち帰り・配達飲食サービス業,33,113,1500,3678,30,30,250,1221,3,83,1250,2458,12,12,49,172,12,12,49,172,-,-,-,-,21,101,1451,3506,18,18,201,1049,3,83,1250,2458,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,N,00,生活関連サービス業，娯楽業,988,1208,5821,273985,940,940,2563,13260,48,268,3258,260725,756,762,1560,4686,751,751,1537,x,5,11,23,x,228,404,4156,x,186,186,1021,x,42,218,3135,x,4,42,105,x,3,3,5,48,1,39,100,x
4,13119,板橋区,2,N,78,洗濯・理容・美容・浴場業,839,958,3050,13324,806,806,1909,6303,33,152,1141,7022,685,690,1393,4266,681,681,1375,x,4,9,18,x,154,268,1657,9058,125,125,534,x,29,143,1123,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,N,79,その他の生活関連サービス業,78,84,296,1743,74,74,223,1340,4,10,73,403,39,39,81,228,39,39,81,228,-,-,-,-,36,42,210,1467,32,32,137,1064,4,10,73,403,3,3,5,48,3,3,5,48,-,-,-,-
4,13119,板橋区,2,N,80,娯楽業,71,166,2475,258918,60,60,431,5617,11,106,2044,253300,32,33,86,192,31,31,81,x,1,2,5,x,38,94,2289,x,29,29,350,x,9,65,1939,x,1,39,100,x,-,-,-,-,1,39,100,x
4,13119,板橋区,1,O,00,教育，学習支援業,284,441,12078,151622,266,266,1535,7174,18,175,10543,144448,201,206,699,1417,196,196,680,x,5,10,19,x,44,134,1027,3940,37,37,193,605,7,97,834,3335,39,101,10352,146265,33,33,662,x,6,68,9690,x
4,13119,板橋区,2,O,81,学校教育,37,99,10369,146444,31,31,679,x,6,68,9690,x,7,7,78,x,7,7,78,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,92,10291,x,24,24,601,x,6,68,9690,x
4,13119,板橋区,2,O,82,その他の教育，学習支援業,247,342,1709,5178,235,235,856,x,12,107,853,x,194,199,621,x,189,189,602,x,5,10,19,x,44,134,1027,3940,37,37,193,605,7,97,834,3335,9,9,61,x,9,9,61,x,-,-,-,-
4,13119,板橋区,1,P,00,医療，福祉,1031,1311,42494,286815,948,948,12199,92755,83,363,30295,194061,650,653,3105,21648,647,647,3079,21540,3,6,26,108,151,195,3379,16462,126,126,1771,6163,25,69,1608,10298,230,463,36010,248706,175,175,7349,65051,55,288,28661,183655
4,13119,板橋区,2,P,83,医療業,862,1016,35486,254280,819,819,8844,74691,43,197,26642,179589,640,643,3012,21334,637,637,2986,21227,3,6,26,108,57,73,502,x,50,50,237,x,7,23,265,5636,165,300,31972,x,132,132,5621,x,33,168,26351,173846
4,13119,板橋区,2,P,84,保健衛生,6,6,292,4156,6,6,292,4156,-,-,-,-,2,2,4,x,2,2,4,x,-,-,-,-,2,2,208,x,2,2,208,x,-,-,-,-,2,2,80,x,2,2,80,x,-,-,-,-
4,13119,板橋区,2,P,85,社会保険・社会福祉・介護事業,163,289,6716,28380,123,123,3063,13908,40,166,3653,14472,8,8,89,x,8,8,89,x,-,-,-,-,92,120,2669,7496,74,74,1326,2833,18,46,1343,4663,63,161,3958,x,41,41,1648,x,22,120,2310,9809
4,13119,板橋区,1,Q,00,複合サービス事業,3,3,10,x,3,3,10,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,10,x,3,3,10,x,-,-,-,-
4,13119,板橋区,2,Q,86,郵便局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,Q,87,協同組合（他に分類されないもの）,3,3,10,x,3,3,10,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,10,x,3,3,10,x,-,-,-,-
4,13119,板橋区,1,R,00,サービス業（他に分類されないもの）,465,695,14954,73733,407,407,3238,25707,58,288,11716,48025,58,58,118,512,58,58,118,512,-,-,-,-,285,505,14229,68618,233,233,2646,22507,52,272,11583,46110,122,132,607,4603,116,116,474,2688,6,16,133,1915
4,13119,板橋区,2,R,88,廃棄物処理業,32,90,1251,15637,21,21,367,5399,11,69,884,10238,1,1,2,x,1,1,2,x,-,-,-,-,31,89,1249,x,20,20,365,x,11,69,884,10238,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,R,89,自動車整備業,67,73,372,4384,61,61,278,2951,6,12,94,1432,21,21,46,238,21,21,46,238,-,-,-,-,46,52,326,4145,40,40,232,2713,6,12,94,1432,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,R,90,機械等修理業（別掲を除く）,67,95,613,7768,57,57,200,1525,10,38,413,6243,28,28,46,186,28,28,46,186,-,-,-,-,39,67,567,7582,29,29,154,1339,10,38,413,6243,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,2,R,91,職業紹介・労働者派遣業,17,25,402,3365,13,13,136,x,4,12,266,x,-,-,-,-,-,-,-,-,-,-,-,-,15,20,320,x,12,12,120,x,3,8,200,1226,2,5,82,x,1,1,16,x,1,4,66,x
4,13119,板橋区,2,R,92,その他の事業サービス業,167,290,11828,39974,145,145,1836,13003,22,145,9992,26970,7,7,21,x,7,7,21,x,-,-,-,-,154,277,11767,x,132,132,1775,x,22,145,9992,26970,6,6,40,519,6,6,40,519,-,-,-,-
4,13119,板橋区,2,R,93,政治・経済・文化団体,36,39,178,x,34,34,147,x,2,5,31,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,39,178,x,34,34,147,x,2,5,31,x
4,13119,板橋区,2,R,94,宗教,79,83,310,x,76,76,274,640,3,7,36,x,1,1,3,x,1,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,82,307,790,75,75,271,x,3,7,36,x
4,13119,板橋区,2,R,95,その他のサービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,0,A-R,00,全産業（Ｓ公務を除く）,12848,14836,103680,1956103,12029,12029,61575,757064,819,2807,42105,1199039,6055,6094,17465,94487,6011,6011,17093,91540,44,83,372,2946,6264,7963,70879,1740186,5557,5557,37383,609192,707,2406,33496,1130994,529,779,15336,121430,461,461,7099,56332,68,318,8237,65098
4,13120,練馬区,0,A-B,00,農林漁業（Ａ～Ｂ）,13,16,101,1161,12,12,74,x,1,4,27,x,-,-,-,-,-,-,-,-,-,-,-,-,13,16,101,1161,12,12,74,x,1,4,27,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,A,00,農業，林業,13,16,101,1161,12,12,74,x,1,4,27,x,-,-,-,-,-,-,-,-,-,-,-,-,13,16,101,1161,12,12,74,x,1,4,27,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,A,01,農業,13,16,101,1161,12,12,74,x,1,4,27,x,-,-,-,-,-,-,-,-,-,-,-,-,13,16,101,1161,12,12,74,x,1,4,27,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,12835,14820,103579,1954942,12017,12017,61501,x,818,2803,42078,x,6055,6094,17465,94487,6011,6011,17093,91540,44,83,372,2946,6251,7947,70778,1739025,5545,5545,37309,x,706,2402,33469,x,529,779,15336,121430,461,461,7099,56332,68,318,8237,65098
4,13120,練馬区,1,C,00,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,C,05,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,D,00,建設業,1753,1963,13613,609072,1675,1675,9571,181915,78,288,4042,427157,285,285,636,3942,285,285,636,3942,-,-,-,-,1468,1678,12977,605131,1390,1390,8935,177973,78,288,4042,427157,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,D,06,総合工事業,530,674,4952,454044,504,504,3066,74981,26,170,1886,379063,70,70,173,1081,70,70,173,1081,-,-,-,-,460,604,4779,452963,434,434,2893,73900,26,170,1886,379063,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,D,07,職別工事業（設備工事業を除く）,676,709,4814,88005,646,646,3596,60319,30,63,1218,27686,131,131,298,1825,131,131,298,1825,-,-,-,-,545,578,4516,86180,515,515,3298,58494,30,63,1218,27686,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,D,08,設備工事業,547,580,3847,67023,525,525,2909,46615,22,55,938,20408,84,84,165,1036,84,84,165,1036,-,-,-,-,463,496,3682,65987,441,441,2744,45579,22,55,938,20408,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,E,00,製造業,631,796,9075,185137,537,537,2936,33986,94,259,6139,151152,169,171,395,x,167,167,389,x,2,4,6,x,461,624,8678,183764,369,369,2545,x,92,255,6133,x,1,1,2,x,1,1,2,x,-,-,-,-
4,13120,練馬区,2,E,09,食料品製造業,43,60,1074,17128,32,32,318,2569,11,28,756,14559,8,8,28,153,8,8,28,153,-,-,-,-,34,51,1044,x,23,23,288,x,11,28,756,14559,1,1,2,x,1,1,2,x,-,-,-,-
4,13120,練馬区,2,E,10,飲料・たばこ・飼料製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,11,繊維工業,94,106,631,4314,88,88,350,3002,6,18,281,1312,50,51,137,337,49,49,134,x,1,2,3,x,44,55,494,3977,39,39,216,x,5,16,278,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,12,木材・木製品製造業（家具を除く）,8,12,129,8169,6,6,12,x,2,6,117,x,4,4,8,25,4,4,8,25,-,-,-,-,4,8,121,8144,2,2,4,x,2,6,117,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,13,家具・装備品製造業,34,36,245,1869,31,31,112,1118,3,5,133,751,10,10,23,63,10,10,23,63,-,-,-,-,24,26,222,1806,21,21,89,1054,3,5,133,751,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,14,パルプ・紙・紙加工品製造業,21,23,189,2622,19,19,150,x,2,4,39,x,3,3,7,19,3,3,7,19,-,-,-,-,18,20,182,2604,16,16,143,x,2,4,39,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,15,印刷・同関連業,97,110,809,8483,84,84,483,3971,13,26,326,4512,26,27,66,154,25,25,63,x,1,2,3,x,71,83,743,8330,59,59,420,x,12,24,323,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,16,化学工業,13,28,556,20398,7,7,30,305,6,21,526,20093,-,-,-,-,-,-,-,-,-,-,-,-,13,28,556,20398,7,7,30,305,6,21,526,20093,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,17,石油製品・石炭製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,18,プラスチック製品製造業（別掲を除く）,34,41,276,5565,29,29,158,1690,5,12,118,3874,5,5,8,46,5,5,8,46,-,-,-,-,29,36,268,5519,24,24,150,1644,5,12,118,3874,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,19,ゴム製品製造業,3,4,37,x,2,2,29,x,1,2,8,x,-,-,-,-,-,-,-,-,-,-,-,-,3,4,37,x,2,2,29,x,1,2,8,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,20,なめし革・同製品・毛皮製造業,5,5,31,350,5,5,31,350,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,4,4,30,x,4,4,30,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,21,窯業・土石製品製造業,10,12,141,7553,8,8,63,x,2,4,78,x,1,1,1,x,1,1,1,x,-,-,-,-,9,11,140,x,7,7,62,x,2,4,78,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,2,E,22,鉄鋼業,1,1,3,x,1,1,3,x,-,-,-,-,1,1,3,x,1,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
