"年月[西暦]","調査項目","設問","基本政策","政策","選択肢","回答数[人]","構成比[%]"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (17)健やかな子どもの「育ち」を支える環境を整備する","まあ十分","243","36.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (17)健やかな子どもの「育ち」を支える環境を整備する","やや不十分","81","12.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (17)健やかな子どもの「育ち」を支える環境を整備する","不十分","31","4.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (17)健やかな子どもの「育ち」を支える環境を整備する","わからない","190","28.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (17)健やかな子どもの「育ち」を支える環境を整備する","無回答","17","2.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (18)子どもの個性、地域の特性を生かす学校教育を実施する","十分","61","9.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (18)子どもの個性、地域の特性を生かす学校教育を実施する","まあ十分","200","30.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (18)子どもの個性、地域の特性を生かす学校教育を実施する","やや不十分","103","15.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (18)子どもの個性、地域の特性を生かす学校教育を実施する","不十分","48","7.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (18)子どもの個性、地域の特性を生かす学校教育を実施する","わからない","219","33.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (18)子どもの個性、地域の特性を生かす学校教育を実施する","無回答","27","4.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (19)就学前児童ケアサービスを総合的に推進する","十分","61","9.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (19)就学前児童ケアサービスを総合的に推進する","まあ十分","198","30.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (19)就学前児童ケアサービスを総合的に推進する","やや不十分","109","16.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (19)就学前児童ケアサービスを総合的に推進する","不十分","53","8.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (19)就学前児童ケアサービスを総合的に推進する","わからない","210","31.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (19)就学前児童ケアサービスを総合的に推進する","無回答","27","4.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (20)子どもの健康を守る体制をつくる","十分","71","10.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (20)子どもの健康を守る体制をつくる","まあ十分","200","30.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (20)子どもの健康を守る体制をつくる","やや不十分","75","11.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (20)子どもの健康を守る体制をつくる","不十分","40","6.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (20)子どもの健康を守る体制をつくる","わからない","240","36.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (20)子どもの健康を守る体制をつくる","無回答","32","4.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (21)地域での支え合いと区民の自分らしく自立した地域生活を支援する","十分","48","7.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (21)地域での支え合いと区民の自分らしく自立した地域生活を支援する","まあ十分","193","29.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (21)地域での支え合いと区民の自分らしく自立した地域生活を支援する","やや不十分","103","15.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (21)地域での支え合いと区民の自分らしく自立した地域生活を支援する","不十分","55","8.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (21)地域での支え合いと区民の自分らしく自立した地域生活を支援する","わからない","232","35.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (21)地域での支え合いと区民の自分らしく自立した地域生活を支援する","無回答","27","4.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (22)高齢者のいきいきと充実した地域での生活を支援する","十分","52","7.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (22)高齢者のいきいきと充実した地域での生活を支援する","まあ十分","158","24.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (22)高齢者のいきいきと充実した地域での生活を支援する","やや不十分","101","15.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (22)高齢者のいきいきと充実した地域での生活を支援する","不十分","90","13.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (22)高齢者のいきいきと充実した地域での生活を支援する","わからない","235","35.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (22)高齢者のいきいきと充実した地域での生活を支援する","無回答","22","3.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (23)障害者のゆたかで自立した地域での生活を支援する","十分","47","7.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (23)障害者のゆたかで自立した地域での生活を支援する","まあ十分","136","20.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (23)障害者のゆたかで自立した地域での生活を支援する","やや不十分","104","15.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (23)障害者のゆたかで自立した地域での生活を支援する","不十分","54","8.2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (23)障害者のゆたかで自立した地域での生活を支援する","わからない","294","44.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (23)障害者のゆたかで自立した地域での生活を支援する","無回答","23","3.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (24)区民が健やかで安全に暮らすことができるよう支援する","十分","60","9.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (24)区民が健やかで安全に暮らすことができるよう支援する","まあ十分","235","35.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (24)区民が健やかで安全に暮らすことができるよう支援する","やや不十分","107","16.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (24)区民が健やかで安全に暮らすことができるよう支援する","不十分","50","7.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (24)区民が健やかで安全に暮らすことができるよう支援する","わからない","184","28.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (24)区民が健やかで安全に暮らすことができるよう支援する","無回答","22","3.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (25)誰もがスポーツを楽しむことができる機会の確保と環境を整備する","十分","105","16.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (25)誰もがスポーツを楽しむことができる機会の確保と環境を整備する","まあ十分","237","36.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (25)誰もがスポーツを楽しむことができる機会の確保と環境を整備する","やや不十分","114","17.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (25)誰もがスポーツを楽しむことができる機会の確保と環境を整備する","不十分","53","8.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (25)誰もがスポーツを楽しむことができる機会の確保と環境を整備する","わからない","125","19.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (25)誰もがスポーツを楽しむことができる機会の確保と環境を整備する","無回答","24","3.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (26)自己実現をめざす区民の多様な学習活動を支援する","十分","87","13.2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (26)自己実現をめざす区民の多様な学習活動を支援する","まあ十分","242","36.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (26)自己実現をめざす区民の多様な学習活動を支援する","やや不十分","105","16.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (26)自己実現をめざす区民の多様な学習活動を支援する","不十分","48","7.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (26)自己実現をめざす区民の多様な学習活動を支援する","わからない","154","23.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (26)自己実現をめざす区民の多様な学習活動を支援する","無回答","22","3.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (27)豊かで多様な文化に包まれた都市を育む","十分","76","11.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (27)豊かで多様な文化に包まれた都市を育む","まあ十分","234","35.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (27)豊かで多様な文化に包まれた都市を育む","やや不十分","106","16.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (27)豊かで多様な文化に包まれた都市を育む","不十分","37","5.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (27)豊かで多様な文化に包まれた都市を育む","わからない","177","26.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策 (27)豊かで多様な文化に包まれた都市を育む","無回答","28","4.3"

"第32回港区民世論調査単純集計表・区基本計画Q12","Ver202003",,,,,,
