"施策の体系","少子化打破","実P","重点的取組","数値目標","計画番号","事業名","所管局","事業概要","平成22年度実績","平成23年度実績","平成24年度実績","平成25年度実績","平成26年度実績"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(1)両立支援の取組に対する支援","☆","○","○","","53","中小企業両立支援推進助成金","産業労働局","とうきょう次世代育成サポート企業に登録した中小企業に対して両立支援策の導入等に係る経費を助成（両立支援責任者の設置、研修等の意識啓発、社内ルールづくり、育児休業取得者の代替要員等に係る経費等）する。","申請受付件数／＜社内の両立支援の整備等＞／・両立支援推進責任者設置（509件）／※両立支援推進責任者への研修（590人）／・社内の意識啓発等（148件）／・社内ルールづくり(216件）／＜育児休業取得者の代替社員の雇用等＞／・育児休業応援49件／・育児短時間勤務制度利用促進51件","申請受付件数／＜社内の両立支援の整備等＞／・両立支援推進責任者設置（515件）／※両立支援推進責任者への研修（611人）／・社内の意識啓発等（131件）／・社内ルールづくり(199件）／＜育児休業取得者の代替社員の雇用等＞／・育児休業応援42件／・育児短時間勤務制度利用促進50件","申請受付件数／＜社内の両立支援の整備等：助成金＞／・社内の意識啓発等（17件）／・社内ルールづくり(54件）／※両立支援責任者の設置については、平成23年度で終了。／＜育児休業取得者の代替社員の雇用等：助成金＞／・育児休業応援71件／・育児短時間勤務制度利用促進60件","平成24年度事業終了／（平成25年度からは「中小企業ワークライフバランス実践支援事業」を開始。）","平成24年度事業終了／（平成25年度からは「中小企業ワークライフバランス実践支援事業」を開始。）"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(1)両立支援の取組に対する支援","☆","○","○","","54","いきいき職場推進事業","産業労働局","仕事と生活を両立しながら、いきいきと働き続けられる職場の実現に向け優れた取組を実施している中小企業を、有識者（学識経験者、労使団体等）からなる審査会で審査し、都が「東京ワークライフバランス認定企業」として認定する。また、働き方の見直しについて社会的機運の醸成を図るため、関係機関の協力を得て「ワークライフバランスフェスタ東京」を開催し、認定企業の取組やノウハウを公開するとともに、参加企業等の交流の場を設け、中小企業の雇用環境整備の促進を図る。","東京ワークライフバランス認定企業4部門10社／ワークライフバランスフェスタ東京2011平成23年2月2日開催","東京ワークライフバランス認定企業4部門12社／ワークライフバランスフェスタ東京2012平成24年2月3日開催","東京ワークライフバランス認定企業4部門10社／ワークライフバランスフェスタ東京2013平成25年2月7日開催","東京ワークライフバランス認定企業4部門12社／ワークライフバランスフェスタ東京2014平成26年1月29日開催","東京ワークライフバランス認定企業 6部門12社／ワークライフバランスフェスタ東京2015 平成27年1月29日／開催"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(1)両立支援の取組に対する支援","★","新","","","55","働き方の改革「東京モデル」事業","産業労働局","グループ企業や取引先等の働き方も一体で改革する先駆的なプロジェクトを支援し、その取組を「東京モデル」として発信していくことにより、企業におけるワークライフバランスを推進する。","6プロジェクトを選定／先行4プロジェクトの支援・取組内容公表","6プロジェクトの支援・取組内容公表","6プロジェクトの支援・取組内容公表","事業終了","事業終了"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(1)両立支援の取組に対する支援","","","","","再掲","ワーク・ライフ・バランス推進事業（＊N０.60参照）","生活文化局","","","","","",""
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(1)両立支援の取組に対する支援","","","","","再掲","「東京しごとの日」の設定（＊N０.65参照）","産業労働局","","","","","",""
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(1)両立支援の取組に対する支援","☆","新","","","56","子育て・介護支援融資","産業労働局","中小企業従業員の生活の安定に資するため、妊娠・出産から子が20歳に達するまでの就学期間に係る子育て費用（教育費・医療費・保育サービス費など）及び育児・介護休業期間の生活資金を低利で融資する。","融資件数54件","融資件数81件","融資件数112件","融資件数116件","融資件数 102件"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(1)両立支援の取組に対する支援","☆","○","○","","57","女性再就職支援事業","産業労働局","業務スキルに不安を抱える再就職が困難な層を主な対象として、就職ノウハウセミナー、能力開発セミナー、職場実習などを組み合わせた「女性再就職サポートプログラム」を実施する。また、民間就職支援会社によるカウンセリング、求人情報の提供、職業紹介などにより就職まで一貫したきめ細かい総合的な再就職支援を実施する。","○女性再就職サポートプログラム12回286人／○女性再就職支援セミナー5回303人／○託児室の運営継続実施／○カウンセリング窓口・情報提供コーナー継続実施","○女性再就職サポートプログラム12回288人／○女性再就職支援セミナー6回397人／○託児室の運営継続実施／○カウンセリング窓口・情報提供コーナー継続実施","○女性再就職サポートプログラム12回269人／○女性再就職サポートプログラムフォローアップセミナー79人／○女性再就職支援セミナー6回319人／○託児室の運営継続実施／○カウンセリング窓口・情報提供コーナー継続実施","○女性再就職サポートプログラム12回275人／○女性再就職サポートプログラムフォローアップセミナー255人／○女性再就職支援セミナー6回230人／○託児室の運営継続実施／○カウンセリング窓口・情報提供コーナー継続実施","○新・女性再就職サポートプログラム（拠点型） 12回 274人／○新・女性再就職サポートプログラム（拠点型）フォローアップセミナー 180人／○新・女性再就職サポートプログラム（地域型） 6回 115人／○新・女性再就職サポートプログラム（地域型）職場体験事業 47人／○女性再就職支援セミナー 692人／○子育て女性向けセミナー 141人／○託児室の運営 継続実施／○カウンセリング窓口・情報提供コーナー 継続実施／○女性再就職支援窓口「女性しごと応援テラス」の運営 平成26年７月設置"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(1)両立支援の取組に対する支援","","○","○","","58","育児離職者向け能力開発訓練","産業労働局","自宅で訓練が可能なｅラーニング委託訓練を実施する。","受講53人修了39人就職3人／※就職は、訓練修了後３か月以内の実績","受講85人修了56人就職10人／※就職は、訓練終了後3か月以内の実績","受講者数75人修了59人就職7人／※就職は、訓練終了後3か月以内の実績","受講者数63人修了39人就職8人／※就職は、訓練終了後3か月以内の実績","受講者数72人 修了48人 就職11人／※就職は、訓練終了後3か月以内の実績"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(1)両立支援の取組に対する支援","★","新","","","59","保育つき職業訓練","産業労働局","子育て中の求職者に、民間教育訓練機関を活用した保育サービス付きの職業訓練を受ける機会を提供し、能力開発・早期就業を支援する。","○訓練実施状況定員46人応募38人入校30人／○保育サービス利用実績定員20人利用者19人／【参考】／・オフィスソフトマスター科／定員16人応募19人入校16人（うち保育サービス利用10人）／・OA企業会計科／定員30人応募19人入校14人（うち保育サービス利用9人）","○訓練実施状況定員32人応募64人入校27人／○保育サービス利用実績定員20人利用者12人／【参考】／・オフィスソフトマスター科（7月生）／定員16人応募38人入校15人（うち保育サービス利用3人）／・オフィスソフトマスター科（10月生）／定員16人応募26人入校12人（うち保育サービス利用9人）","○訓練実施状況定員32人、応募36人、入校29人／○保育サービス利用実績定員20人、利用者18人／【参考】／・オフィスソフトマスター科（7月生）／定員16人、応募16人、入校13人（うち保育サービス利用9人）／・オフィスソフトマスター科（10月生）／定員16人、応募20人、入校16人（うち保育サービス利用9人）","○訓練実施状況定員36人、応募32人、入校22人／○保育サービス利用実績定員20人、利用者20人／【参考】／・ＩＴキャリアマスター科（7月生）／定員20人、応募20人、入校12人（うち保育サービス利用10人）／・ＯＡ会計科（10月生）／定員16人、応募12人、入校10人（うち保育サービス利用10人）","○訓練実施状況 定員50人、応募24人、入校19人／○保育サービス利用実績 定員20人、利用者15人／【参考】／・ＩＴキャリアマスター科（7月生）／定員20人、応募21人、入校16人（うち保育サービス利用12人）／・介護×保育ソーシャルサービス科（10月生）／定員30人、応募3人、入校3人（うち保育サービス利用3人）"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(2)普及啓発の推進","","○","○","","60","ワーク・ライフ・バランス推進事業","生活文化局","仕事と生活の調和を進める方策を具体的に示す実践プログラムを普及するとともにプログラムを活用した企業の取組を広く紹介し、ワーク・ライフ・バランスを推進する。","○ワーク・ライフ・バランス実践プログラムの配付・活用／○Webサイト「TOKYOワーク・ライフ・バランス」の運営／○企業との意見交換会の開催3回（延べ38社・団体）","○ワーク・ライフ・バランス実践プログラムの配付・活用／○Webサイト「TOKYOワーク・ライフ・バランス」の運営","○ワーク・ライフ・バランス実践プログラムの改定／○Webサイト「TOKYOワーク・ライフ・バランス」の運営","○ワーク・ライフ・バランス実践プログラムの普及／○Webサイト「TOKYOワーク・ライフ・バランス」のバージョンアップ及び運営","○ワーク・ライフ・バランス実践プログラムの普及／○Webサイト「TOKYOワーク・ライフ・バランス」の運営／○子供が生まれる前から夫婦が共にワーク・ライフ・バランスを考えるための啓発冊子作成・配布／○大学生に向けたキャリアデザインコンテンツの作成"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(2)普及啓発の推進","","","","","61","東京ウィメンズプラザ普及啓発事業","生活文化局","男女平等参画の取組を促進するため、企業・学校・地域等でリーダーとして活躍する人材を養成する講座や都民の意識・関心を高めるための講座の開催をはじめ、男女平等参画の促進に寄与する都民の自主的な活動への支援を行う。","○相談員養成講座6回／○配偶者暴力防止講演会1回／○男女平等推進担当職員研修3回／○職務関係者研修7回","○相談員養成講座6回／○配偶者暴力防止講演会1回／○男女平等推進担当職員研修3回／○職務関係者研修7回","○相談員養成講座6回／○配偶者暴力防止講演会1回／○男女平等推進担当職員研修3回／○職務関係者研修7回","○相談員養成講座6回／○配偶者暴力防止講演会1回／○男女平等推進担当職員研修3回／○職務関係者研修7回","○相談員養成講座 7回／○配偶者暴力防止講演会 2回／○男女平等推進担当職員研修3回／○職務関係者研修 7回"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(2)普及啓発の推進","","","","","62","事業者団体との連絡会","生活文化局","事業者団体との共催により、シンポジウム等を開催し、男女平等参画施策の普及啓発を行う。","東京経営者協会との共催シンポジウム／「働き方の多様化で企業力アップ！」の開催／日時：平成22年10月22日／会場：東京ウィメンズプラザ／参加者：158名","東京経営者協会との共催シンポジウム／「女性の活躍促進で企業をパワーアップ」の開催／日時：平成23年10月28日／会場：東京ウィメンズプラザ／参加者：100名","東京経営者協会との共催シンポジウム／「働き方の意識をチェンジ！企業も個人もステップアップ」の開催／日時：平成24年11月9日／会場：東京ウィメンズプラザ／参加者：131名／東京都生活協同組合連合会との共催シンポジウム／「笑顔で暮らすために～仕事と子育て・介護の調和を考える～」の開催／日時：平成24年6月27日／会場：東京ウィメンズプラザ／参加者：106名","東京経営者協会との共催シンポジウム／「女性が活躍できる社会へ－見直そう！あなたの意識、進めよう！働きやすい職場づくり－」の開催／日時：平成25年11月8日／会場：東京ウィメンズプラザ／参加者：169名","東京経営者協会との共催シンポジウム／「ワーク・ライフ・バランス推進で備えよう！仕事と介護の両立」の開催／日時：平成26年11月7日 会場：東京ウィメンズプラザ参加者：116名"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(2)普及啓発の推進","","","","","63","男女平等参画を進める会","生活文化局","男女平等参画施策を総合的に推進するため、事業者団体、教育関係団体、ＰＴＡ、ＮＰＯ等、32団体の代表者が参加し、男女平等参画のための東京都行動計画に掲げる都の施策や各団体の取組について、情報及び意見の交換を行い、連携・協力の促進を図る。","○第1回総会(平成22年7月30日）／・男女平等参画のための東京都行動計画の取組状況について／・育児・介護休業法の改正による男女平等参画への影響についての意見交換／○第2回総会(平成23年3月7日）／・東京都の平成22年度の男女平等参画施策の取組状況について／・講演「男性の育児参画の必要性～育休取得パパの体験談と企業における取組について～」","○第1回総会(平成23年7月26日）／・男女平等参画のための東京都行動計画の改定について／○第2回総会(平成23年11月11日）／・「男女平等参画のための東京都行動計画の改定に当たっての基本的な考え方」の中間まとめについて","○第1回総会（平成24年7月31日）／・男女平等のための東京都行動計画やワーク・ライフ・バランス推進に向けた東京都の取り組み等について報告／・都と団体の平成23年度行動計画の取り組み状況及び平成24年度の取り組み予定について／・国の動向について／○第２回総会（平成25年2月6日）／・ワーク・ライフ・バランス実践プログラムの改定について説明、意見交換・質疑／・今年度の各団体の取り組み状況について／・ダイバーシティについて","○第1回総会（平成25年7月30日）／・都と団体の平成24年度行動計画の取組状況及び平成25年度の取組予定について／・国の動向について／○第2回総会（平成26年3月27日）／・平成25年度の生活文化局の男女平等参画施策について／・女性活躍推進の取組について","○第1回総会（平成26年8月1日）／・平成25年度取組実績及び平成26年度取組予定内容の報告について／○第2回総会（平成27年3月30日）／・平成27年度の実施事業について"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(2)普及啓発の推進","","○","○","","64","子育て応援とうきょう会議の運営","福祉保健局","東京を「子育てしやすい活力ある都市」として発展させるため、子育て応援とうきょう会議は、様々な団体とのパートナーシップのもと、３つのアプローチで「社会全体で子育てを応援する」取組や仕事と子育て等の両立を可能にする「働き方の見直し」につながる取組を推進しています。／○「社会全体で子育てを応援する」気運を高める／国・自治体等の行政機関、企業やＮＰＯ等、多様な主体と連携し、「子育て支援」や「働き方の見直し」につながる取組を推進し、「社会全体で子育てを応援する」気運を高めます。／○東京のポテンシャルを活かした「協働」を促進／東京のポテンシャルである、ヒト・モノ・情報の集積と各地域のネットワークを活かし、「子育て支援」「働き方の見直し」の取組のベースとなる「協働」を促進します。／○「東京の子育て」に役立つ情報を発信／子育て応援とうきょう会議の構成団体や協働会員等","＜事業実績＞／○子育て応援とうきょう会議全体会議の開催（１回）及び実行委員会の開催（１回）／○「子供未来とうきょうメッセ2010」の開催／○ＮＰＯ等のネットワーク形成事業／○ベビーカーキャンペーン第3弾／○協働会員の募集など","＜事業実績＞／○子育て応援とうきょう会議全体会議の開催（１回）及び実行委員会の開催（３回）／○「子供未来とうきょうメッセ2011」の開催／○ＮＰＯ等のネットワーク形成事業／○ベビーカーキャンペーン第4弾／○協働会員の募集／○「東京しごとの日」におけるトークショーの開催など","＜事業実績＞／○子育て応援とうきょう会議全体会議の開催（１回）及び実行委員会の開催（３回）／○「子供未来とうきょうメッセ2013」の開催／○ベビーカーキャンペーン第５弾／○協働会員の100倍増プロジェクト、交流会・勉強会等の開催（24年度末登録団体数166団体）／○企業・ＮＰＯ・自治体の協働促進のための調査研究など","＜事業実績＞／○子育て応援とうきょう会議全体会議の開催（１回）及び実行委員会の開催（１回）／○「子供未来とうきょうメッセ2014」の開催／○協働会員の100倍増プロジェクト、交流会・勉強会等の開催（25年度末登録団体数302団体）／○ベビーカーキャンペーン　第６弾","＜事業実績＞／○子育て応援とうきょう会議の開催（１回）及び実行委員会の開催（２回）／○「子供未来とうきょうメッセ」の開催／○公共交通機関等におけるベビーカー利用に関するキャンペーンの実施 第７弾／○幼稚園・保育園職員合同研修（最終回）の実施／○協働会員の募集、交流会・勉強会等の開催（26年度末登録団体数 379団体）／○新たな次世代育成支援プロジェクト モデル事業「とうきょうＯＳＥＫＫＡＩカフェ」（全２０回） など"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(2)普及啓発の推進","★","新","","","65","「東京しごとの日」の設定","産業労働局","「東京しごとの日」を設定し、社会全体でワークライフバランスを推進する機運を醸成する。","8月6日を「東京しごとの日」と設定し、以下の取組を実施。／○普及啓発イベント（都民広場及び都民ホールでセミナーやイベントを実施）約5,000人来場／○ファミリーデー企業等51社が実施（このほか、都庁でも実施）","8月5日を「東京しごとの日」と設定し、以下の取組を実施。／○普及啓発イベント（都庁舎及び東京国際フォーラムでセミナーやイベントを実施）6,000人超来場／○ファミリーデー企業等88社が実施（このほか、都庁でも実施）","8月3日を「東京しごとの日」と設定し、以下の取組を実施。／○普及啓発イベント（都庁舎及び有楽町駅前広場でセミナーやイベントを実施）7,000人超来場／○ファミリーデー企業等99社が実施（このほか、都庁でも実施）","事業終了","事業終了"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(2)普及啓発の推進","","","","","66","普及啓発セミナーの実施","産業労働局","企業の雇用環境整備を促進するため、男女労働者や事業主、都民を対象に、雇用機会均等法や育児介護休業法等の労働法、労働問題に関する基礎知識の普及を図る。また、事業主や人事労務担当者等を対象とし、企業における女性の能力活用や仕事と家庭の両立支援策についてのセミナーを実施する。","セミナー98回／受講者10,666人","セミナー98回／受講者10,740人","セミナー98回／受講者10,630人","セミナー99回／受講者10,964人","セミナー100回受講者10.400人"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(2)普及啓発の推進","","","","","67","普及啓発資料の発行","産業労働局","労働問題についての正しい理解を促進するため、男女雇用平等や両立支援、パートタイム労働等に関する普及啓発資料を発行する。","計48,000部発行／・働く女性と労働法8,000部／・雇用平等ガイドブック（働きながら出産・育児・介護）15,000部／・パートタイム労働ガイドブック23,000部／・ポジティブアクション実践プログラム2,000部","計48,000部発行／・働く女性と労働法8,000部／・雇用平等ガイドブック（男女雇用機会均等法のポイント）15,000部／・パートタイム労働ガイドブック23,000部／・ポジティブアクション実践プログラム2,000部","計48,000部／・働く女性と労働法8,000部／・雇用平等ハンドブック（職場におけるハラスメント防止ハンドブック）15,000部／・パートタイム労働ガイドブック23,000部／・ポジティブアクション実践プログラム2,000部","計48,000部／・働く女性と労働法8,000部／・雇用平等ハンドブック（働きながら出産・育児・介護）15,000部／・パートタイム労働ガイドブック23,000部／・ポジティブアクション実践プログラム2,000部","計52,000部／・働く女性と労働法 8,000部／・雇用平等ハンドブック（次世代育成支援対策推進法のポイント） 15,000部／・パートタイム労働ガイドブック 23,000部／・ポジティブアクション実践プログラム 6,000部"
"目標2「仕事と家庭生活との両立の実現」／（１）家庭生活との調和が取れた職場づくりの推進／(2)普及啓発の推進","","","","","68","男女雇用平等参画状況調査","産業労働局","雇用環境の整備に当たっての課題を把握するため、企業における男女雇用平等の進展状況等の調査を実施する。調査結果に基づき、男女雇用平等について啓発を行う。","【テーマ】／「改正育児・介護休業法への対応等企業における男女雇用管理に関する調査」／【調査項目】／（事業所調査）(1)育児休業取得率(2)男性の育児参加への考え等／（従業員調査）(1)育児休業取得希望者(2)両立支援策を推進するために必要なこと等","【テーマ】／「均等法、改正育児・介護休業法への対応等企業における男女雇用管理に関する調査」／【調査項目】／（事業所調査）(1)育児休業取得率(2)育児休業取得者への対応等／（従業員調査）(1)育児休業取得希望者(2)「働き方の見直し」を推進するために重要なこと等","【テーマ】／「仕事と生活の両立支援の取組等企業における男女雇用管理に関する調査」／【調査項目】／(事業所調査）(1)従業員の育児休業取得とその後の働き方(2)介護状況の把握について等／（従業員調査）(1)育児休業取得の有無(2)介護休業取得の有無等","【テーマ】／「女性の活躍推進への取組等企業における男女雇用管理に関する調査」／【調査項目】／（事業所調査）(1)男女雇用管理に関する取組(2)育児・介護休業法等に関する事項(3)ポジティブアクションについて等／（従業員調査）(1)雇用管理の概況について(2)介護休業取得の有無(3)女性の活躍推進に関する事項等","【テーマ】／「職場のハラスメントへの取組等 企業における男女雇用管理に関する調査」／【調査項目】／(事業所調査)(1)従業員の雇用管理に関する取組 (2)職場のハラスメントへの取組等／(従業員調査)(1)職場の雇用管理の状況について (2)職場のハラスメントへの取組等"
"目標2「仕事と家庭生活との両立の実現」／（２）都市型保育サービスの充実／(1)待機児童対策・保育サービスの拡充","","","","○","69","通常保育事業（認可保育所・認証保育所・認定こども園・家庭的保育事業など）","福祉保健局","待機児童の解消はもちろんのこと、都民の多様な保育ニーズに応えるため、区市町村が認可保育所、認証保育所、認定こども園、家庭福祉員などのサービスを組み合わせて行う保育サービス供給体制の整備を支援していく。／○認可保育所／児童福祉法に定める保育に欠ける就学前児童のための保育施設／○認証保育所東京の保育ニーズに対応するため、大都市の特性に着目した都独自の基準により設置・運営する保育施設／○認定こども園／就学前の子供を、保護者の就労の有無に関わらず受け入れ、幼児教育と保育の一体的提供と地域における子育て支援を行う施設／○家庭的保育事業／保育士などの資格を持つ保育経験者で、区市町村長が認定する者が、自宅等で提供する少人数の乳幼児（０～２歳児）保育","保育サービスの利用児童数202,422人／（平成23年4月1日現在）","保育サービスの利用児童数212,641人／（平成24年4月1日現在）","保育サービスの利用児童数223,334人／（平成25年4月1日現在）","保育サービスの利用児童数234,911人／（平成26年4月1日現在）","保育サービスの利用児童数 247,513人／（平成27年4月1日現在）"
"目標2「仕事と家庭生活との両立の実現」／（２）都市型保育サービスの充実／(1)待機児童対策・保育サービスの拡充","一部★","一部新○","○","","70","＜保育サービスの拡充＞認可保育所の設置促進","福祉保健局","○マンション等併設型保育所設置促進事業／賃借物件の内装工事費等を補助することで、小規模施設や分園の設置を促進する。／○多様な主体による保育所緊急整備事業／株式会社やＮＰＯ法人等の多様な主体による保育所整備に対して補助することで、認可保育所の設置等を促進する。／○都有地を活用した認可保育所の設置促進／都有地を減額貸付することにより、認可保育所の設置促進や老朽化した施設の建替えを支援する。／○定期借地権利用による認可保育所整備促進事業／定期借地権設定時に必要な一時金を補助することで、認可保育所の設置を促進する。／○借地を活用した認可保育所設置支援事業／国有地や民有地を借り受けて保育所を新たに整備する場合の土地借料を補助することで、認可保育所の設置を促進する。／○認可保育所サービス向上支援事業／入所定員の増、年齢別定員の見直し、零歳児保育の実施等、サービスの向上に必要な施設改修経費を補助し、保育所待機児童の解消を図る。","認可保育所施設数・定員数／(H22.4.1現在)（H23.4.1現在）／1,740か所→1,800か所／173,532人181,384人／増加施設数60か所／増加定員数7,852人／○マンション等併設型保育所設置促進事業／改修費37件、賃借料48件／2,162人増（認可保育所定員7,852人増の内数）／○都有地を活用した認可保育所の設置促進／事業者公募1件／候補地の情報を随時区市町村に紹介／○認可保育所サービス向上支援事業／2件、103人増（認可保育所定員7,852人増の内数）／○定期借地権による認可保育所整備促進事業／0件","認可保育所施設数・定員数／(H23.4.1現在)（H24.4.1現在）／1,800か所→1,855か所／181,384人186,698人／増加施設数55か所／増加定員数5,314人／○マンション等併設型保育所設置促進事業／改修費28件、賃借料47件／1,770人増（認可保育所定員5,314人増の内数）／○都有地を活用した認可保育所の設置促進／事業者公募2件／候補地の情報を随時区市町村に紹介／○定期借地権による認可保育所整備促進事業／2件","認可保育所施設数・定員数／(H24.4.1現在)（H25.4.1現在）／1,855か所→1,915か所／186,698人193,757人／増加施設数60か所／増加定員数7,059人／○マンション等併設型保育所設置促進事業／改修費28件、賃借料64件／1,658人増（認可保育所定員7,059人増の内数）／○都有地を活用した認可保育所の設置促進／事業者公募1件／候補地の情報を随時区市町村に紹介／○定期借地権による認可保育所整備促進事業／2件","認可保育所施設数・定員数／（H25.4.1現在）（H26.4.1現在）／1,915か所→2,019か所／193,757人203,170人／増加施設数104か所／増加定員数9,413人／○マンション等併設型保育所設置促進事業／改修費83件、賃借料111件／5,202人増（認可保育所定員9,413人増の内数）／○都有地を活用した認可保育所の設置促進／事業者公募3件／候補地の情報を随時区市町村に紹介／○定期借地権による認可保育所整備促進事業／4件","認可保育所施設数・定員数／（H26.4.1現在） （H27.4.1現在） 2,019か所 → 2,184か所／203,170人 216,699人／増加施設数 165か所増加定員数 13,529人／○賃貸物件による保育所整備事業改修費115件、賃借料182件／7,484人増（認可保育所定員13,529人増の内数）／○多様な主体による保育所緊急整備事業 7件／217人増（認可保育所定員13,529人増の内数）／○都有地を活用した認可保育所の設置促進事業者公募 1件／候補地の情報を随時区市町村に紹介／○定期借地権利用による認可保育所整備促進事業 3件／○借地を活用した認可保育所設置支援事業 2件"
"目標2「仕事と家庭生活との両立の実現」／（２）都市型保育サービスの充実／(1)待機児童対策・保育サービスの拡充","☆","一部新","○","","71","＜保育サービスの拡充＞認証保育所の設置促進","福祉保健局","大都市特性に合わせた独自の基準を持つ認証保育所の設置を促進する。／○運営費補助単価の見直し／単価区分を10人単位に細分化し、最も高い補助単価の適用区分を定員40人までに広げることで、定員拡大を促進する。／○認証保育所等開設資金無利子融資事業／認証保育所等を新規開設する民間事業者に対して開設準備に係る経費の一部を無利子で貸付を行う。／○開設準備経費補助の要件緩和／「駅前徒歩5分以内」の補助要件を緩和することにより、区市町村の必要に応じた整備を可能とし、さらなる設置促進を図る。","認証保育所施設数・定員数／（H22.4.1現在）（H23.4.1現在）／528か所→598か所／17,307人19,988人／増加施設数70か所／増加定員数2,681人／○認証保育所等開設資金無利子融資事業／貸付実績10件（累計）","認証保育所施設数・定員数／（H23.4.1現在）（H24.4.1現在）／598か所→652か所／19,988人22,036人／増加施設数54か所／増加定員数2,048人","認証保育所施設数・定員数／（H24.4.1現在）（H25.4.1現在）／652か所→694か所／22,036人23,519人／増加施設数42施設／増加定員数1,483人","認証保育所施設数・定員数／（H25.4.1現在）（H26.4.1現在）／694か所→719か所／23,519人24,527人／増加施設数25施設／増加定員数1,008人","認証保育所施設数・定員数／（H26.4.1現在）（H27.4.1現在） 719か所→700か所／24,527人 23,912人"
"目標2「仕事と家庭生活との両立の実現」／（２）都市型保育サービスの充実／(1)待機児童対策・保育サービスの拡充","","○","○","","72","＜保育サービスの拡充＞認定こども園の設置促進","福祉保健局／生活文化局／教育庁","国の補助等の対象外である認定こども園の事業に対し、都独自に補助するとともに、設置促進の取組を行う区市町村を支援する。","認定こども園施設数・定員数／（H22.4.1現在）（H23.4.1現在）／51か所→65か所／12,071人15,360人／増加施設数14か所／増加定員数3,289人／うち幼保連携型を構成する幼稚園の保育に欠ける子と幼稚園型の保育に欠ける子（ただし、認証保育所の定員は除く）の合計定員数／（H22.4.1現在）（H23.4.1現在）／36か所→46か所／1,836人2,453人／増加施設数10か所／増加定員617人","認定こども園施設数・定員数／（H23.4.1現在）（H24.4.1現在）／65か所→74か所／15,360人17,155人／増加施設数9か所／増加定員数1,795人／うち幼保連携型を構成する幼稚園の保育に欠ける子と幼稚園型の保育に欠ける子（ただし、認証保育所の定員は除く）の合計定員数／（H23.4.1現在）（H24.4.1現在）／46か所→50か所／2,453人2,786人／増加施設数4か所／増加定員333人","認定こども園施設数・定員数／（H24.4.1現在）（H25.4.1現在）／74施設→91施設／17,155人20,271人／増加施設数16か所／増加定員数1,795人／うち幼保連携型を構成する幼稚園の保育に欠ける子と幼稚園型の保育に欠ける子（ただし、認証保育所の定員は除く）の合計定員数／（H24.4.1現在）（H25.4.1現在）／50か所→52か所／2,786人3,312人／増加施設数２か所／増加定員526人","認定こども園施設数・定員数／（H25.4.1現在）（H26.4.1現在）／91施設→103施設／20,271人22,825人／増加施設数12か所／増加定員数2,554人／うち幼保連携型を構成する幼稚園の保育に欠ける子と幼稚園型の保育に欠ける子（ただし、認証保育所の定員は除く）の合計定員数／（H25.4.1現在）（H26.4.1現在）／52か所→61か所／3,312人3,607人／増加施設数9か所／増加定員295人","認定こども園施設数・定員数／（H26.4.1現在） （H27.4.1現在） 103施設→93施設／22,825人17,808人／減少施設数 10か所減少定員数 5,017人／うち幼保連携型の保育を必要とする子どもの定員数／（H27.4.1現在） 17か所 1,598人／※ 幼保連携型は、平成27年度から単一の施設種別に変更している。／うち幼稚園型の保育を必要とする子ども（ただし、認証保育所の定員は除く。）の定員数／（H27.4.1現在） 34か所 2,162人"
