"自治体名","区市町村機関／名称","区市町村機関／住所・電話番号","区市町村機関／緯度","区市町村機関／経度","区市町村機関／座標系","都児童相談所"
"東久留米市","東久留米市子ども家庭支援センター","東久留米市滝山4-3-14わくわく健康プラザ南棟2階／042-471-0910","35.742264","139.503891","JGD2011","小平児童相談所0424-67-3711"
"東久留米市","東久留米市わくわく健康プラザ内","東久留米市滝山4-3-14／042-477-0022","35.742264","139.503891","JGD2011","小平児童相談所0424-67-3711"
"武蔵村山市","武蔵村山市子ども家庭支援センター","武蔵村山市学園4-5-1武蔵村山市民総合センター内／042-590-1152","35.746132","139.403259","JGD2011","小平児童相談所0424-67-3711"
"武蔵村山市","武蔵村山市立保健相談センター","武蔵村山市本町1-23／042-565-9315","35.752819","139.387421","JGD2011","小平児童相談所0424-67-3711"
"武蔵村山市","武蔵村山市保健相談センターお伊勢の森分室","武蔵村山市中央2-118／042-564-5421","35.751041","139.393600","JGD2011","小平児童相談所0424-67-3711"
"多摩市","多摩市立子育て総合センター","多摩市豊ヶ丘1-21-3／042-355-3777","35.627644","139.429886","JGD2011","多摩児童相談所／042-372-5600"
"多摩市","多摩市立健康センター","多摩市関戸4-19-5／042-376-9111","35.648975","139.449585","JGD2011","多摩児童相談所／042-372-5600"
"稲城市","稲城市子ども家庭支援センター","稲城市向陽台3-2／042-378-6366","35.637012","139.488022","JGD2011","多摩児童相談所／042-372-5600"
"稲城市","稲城市保健センター","稲城市百村112-1／042-378-3421","35.637970","139.497314","JGD2011","多摩児童相談所／042-372-5600"
"羽村市","羽村市子ども家庭支援センター","羽村市緑ヶ丘5-2-1羽村市役所2階／042-578-2882","35.767506","139.310928","JGD2011","立川児童相談所／042-523-1321"
"羽村市","羽村市保健センター","羽村市緑ヶ丘5-5-2／042-555-1111","35.768913","139.312088","JGD2011","立川児童相談所／042-523-1321"
"あきる野市","あきる野市子ども家庭支援センター","あきる野市二宮350市役所別館1階／042-550-3313","35.729115","139.294510","JGD2011","立川児童相談所／042-523-1321"
"あきる野市","あきる野市あきる野保健相談所","あきる野市秋川6-1-2／042-558-1111","35.728931","139.290115","JGD2011","立川児童相談所／042-523-1321"
"あきる野市","あきる野市五日市保健センター","あきる野市五日市414-5／042-558-1111","35.729248","139.219559","JGD2011","立川児童相談所／042-523-1321"
"西東京市","西東京市子ども家庭支援センター","西東京市住吉町6-15-6住吉会館１階／042-439-0081","35.744053","139.551605","JGD2011","小平児童相談所0424-67-3711"
"西東京市","西東京市田無総合福祉センター","西東京市田無町5-5-12／042-466-1670","35.731819","139.535995","JGD2011","小平児童相談所0424-67-3711"
"西東京市","西東京市保谷保健福祉総合センター","西東京市中町1-5-1／042-464-1311","35.741821","139.557983","JGD2011","小平児童相談所0424-67-3711"
"瑞穂町","瑞穂町子ども家庭支援センター","瑞穂町石畑1972／042-568-0051","35.776951","139.359375","JGD2011","立川児童相談所／042-523-1321"
"瑞穂町","瑞穂町保健センター","西多摩郡瑞穂町大字石畑1970／042-557-5072","35.776951","139.359375","JGD2011","立川児童相談所／042-523-1321"
"日の出町","日の出町子ども家庭支援センター","日の出町大字平井2780町役場1階子育て支援福祉課内／042-597-6177","35.742443","139.256607","JGD2011","立川児童相談所／042-523-1321"
"日の出町","日の出町保健センター","西多摩郡日の出町平井2780／042-597-0511","35.742443","139.256607","JGD2011","立川児童相談所／042-523-1321"
"檜原村","檜原村子ども家庭支援センター","檜原村2717檜原村やすらぎの里ふれあい館内／042-598-3122","33.537785","130.389557","JGD2011","立川児童相談所／042-523-1321"
"檜原村","檜原村やすらぎの里","西多摩郡檜原村2717／042-598-3121","35.726822","139.148880","JGD2011","立川児童相談所／042-523-1321"
"奥多摩町","奥多摩町子ども家庭支援センター","奥多摩町小丹波108／0428-85-1788","35.818459","139.148499","JGD2011","立川児童相談所／042-523-1321"
"奥多摩町","奥多摩町保健福祉センター","西多摩郡奥多摩町氷川1111／0428-83-2777","35.823605","139.093445","JGD2011","立川児童相談所／042-523-1321"
"大島町","大島町子ども家庭支援センター","大島町野増字大宮／04992-2-2398","34.716900","139.377228","JGD2011","児童相談センター／03-3208-1121"
"大島町","大島けんこうセンター","大島町岡田字沢立111-1／04992-2-8141","34.783028","139.382507","JGD2011","児童相談センター／03-3208-1121"
"利島村","島しょ保健所大島出張所","大島町元町字馬の背275-4／04992-2-1436","34.760342","139.359894","JGD2011","児童相談センター／03-3208-1121"
"新島村","新島村子ども家庭支援センター","新島村本村3-12-8さわやか健康センター内／04992-5-1856","34.372868","139.259460","JGD2011","児童相談センター／03-3208-1121"
"新島村","新島村さわやか健康センター","新島村本村3-12-8／04992-5-1856","34.372868","139.259460","JGD2011","児童相談センター／03-3208-1121"
"神津島村","神津島村子ども家庭支援センター","神津島村903生きがい健康センター内／04992-8-1180","34.205891","139.135223","JGD2011","児童相談センター／03-3208-1121"
"神津島村","神津島村保健センター","神津島村1009-1／04992-8-0010","34.204605","139.135040","JGD2011","児童相談センター／03-3208-1121"
"三宅村","三宅村子ども家庭支援センター","三宅村阿古497三宅村役場内／04994-5-0982","34.076126","139.479889","JGD2011","児童相談センター／03-3208-1121"
"三宅村","島しょ保健所三宅出張所★","三宅村伊豆1004／04994-2-0181","34.117126","139.504562","JGD2011","児童相談センター／03-3208-1121"
"御蔵島村","御蔵島子ども家庭支援センター","御蔵島字入かねが沢御蔵島村役場内／04994-8-2121","33.897289","139.595901","JGD2011","児童相談センター／03-3208-1121"
"御蔵島村","島しょ保健所三宅出張所★","三宅村伊豆1004／04994-2-0181","34.117126","139.504562","JGD2011","児童相談センター／03-3208-1121"
"八丈町","八丈町子ども家庭支援センター","八丈町大賀郷2551-2八丈町役場内／04996-2-4300","33.113388","139.789261","JGD2011","児童相談センター／03-3208-1121"
"八丈町","八丈町保健福祉センター","八丈町三根2／04996-2-5570","33.113770","139.792114","JGD2011","児童相談センター／03-3208-1121"
"青ヶ島村","青ヶ島村保健センター","青ヶ島村無番地／04996-9-0111","32.466946","139.763336","JGD2011","児童相談センター／03-3208-1121"
"小笠原村","小笠原村子ども家庭支援センター","小笠原村父島字西町小笠原村役場内／04998-2-3939","27.071243","142.209610","JGD2011","児童相談センター／03-3208-1121"
"小笠原村","島しょ保健所小笠原出張所★","小笠原村父島字清瀬／04998-2-2951","27.071243","142.209610","JGD2011","児童相談センター／03-3208-1121"
