"介護サービス","事業所名","所在地","電話番号","緯度","経度"
"福祉用具貸与・販売","フランスベッド　メディカル六本木営業所","東京都港区六本木四丁目1番16号 六本木ハイツ2階","03-5575-2180","35.664704","139.734596"
"福祉用具貸与・販売","Ｄｆｒｅｅ公式ショップ","東京都港区赤坂二丁目10番9号 ラウンドクロス赤坂9階","03-5459-1295","35.670236","139.741702"
"福祉用具貸与・販売","アイム介護福祉支援センター","東京都港区赤坂七丁目10番9号 第四文成ビル701","03-6807-4882","35.669468","139.732372"
"福祉用具貸与・販売","スイファ","東京都港区三田五丁目10番3号","03-3451-2415","35.646172","139.738209"
"特定施設入居者生活介護","グランダ南麻布","東京都港区南麻布一丁目23番1号","0120-17-1165","35.650272","139.733473"
"特定施設入居者生活介護","チャームプレミアグラン南麻布","東京都港区南麻布三丁目6番5号","03-5447-5460","35.649888","139.729122"
"特定施設入居者生活介護","ケアハウス　ありすの杜きのこ南麻布","東京都港区南麻布四丁目6番1号-南棟","03-5739-0585","35.650605","139.726712"
"特定施設入居者生活介護","せらび有栖川","東京都港区南麻布五丁目12番12号","03-5795-4165","35.652313","139.724031"
"特定施設入居者生活介護","アリア六本木","東京都港区六本木七丁目19番6号","0120-17-1165","35.662376","139.727882"
"特定施設入居者生活介護","介護付有料老人ホーム　プレザンリュクス南青山","東京都港区南青山七丁目12番21号","03-5774-9521","35.657972","139.717267"
"特定施設入居者生活介護","ツクイ・ののあおやま","東京都港区北青山三丁目4番3号","03-5786-2771","35.667591","139.713357"
"特定施設入居者生活介護","アリア高輪","東京都港区高輪四丁目6番23号","0120-17-1165","35.627619","139.732272"
"特定施設入居者生活介護","しまナーシングホーム白金","東京都港区白金二丁目3番21号","03-5798-2339","35.642713","139.733230"
"特定施設入居者生活介護","ホスピタルメント白金","東京都港区白金三丁目22番6号","03-5860-2652","35.644456","139.731314"
"特定施設入居者生活介護","シニアの杜・白金台","東京都港区白金台二丁目13番5号","03-5793-1717","35.633517","139.728825"
"特定施設入居者生活介護","グランクレール芝浦ケアレジデンス","東京都港区芝浦四丁目18番25号","03-6453-9271","35.637459","139.749117"
"特定施設入居者生活介護","グッドタイムリビング芝浦アイランド","東京都港区芝浦四丁目20番4号","03-3798-4400","35.638835","139.751832"
"特定施設入居者生活介護","有料老人ホーム　サニーライフ芝浦","東京都港区港南五丁目5番35号","03-6864-3600","35.628673","139.756383"
"介護老人福祉施設（特別養護老人ホーム）","特別養護老人ホーム　新橋さくらの園","東京都港区新橋六丁目19番2号","03-3433-0183","35.661359","139.753850"
"介護老人福祉施設（特別養護老人ホーム）","特別養護老人ホーム　ありすの杜きのこ南麻布","東京都港区南麻布四丁目6番1号-南棟","03-5739-0585","35.650605","139.726712"
"介護老人福祉施設（特別養護老人ホーム）","特別養護老人ホーム　洛和ヴィラ南麻布","東京都港区南麻布四丁目6番1号-北棟","03-6408-8677","35.650409","139.726798"
"介護老人福祉施設（特別養護老人ホーム）","特別養護老人ホーム　南麻布シニアガーデン　アリス","東京都港区南麻布四丁目6番13号","03-5843-0975","35.650549","139.727514"
"介護老人福祉施設（特別養護老人ホーム）","特別養護老人ホーム麻布慶福苑","東京都港区南麻布五丁目1番20号","03-3446-5501","35.653619","139.721931"
"介護老人福祉施設（特別養護老人ホーム）","特別養護老人ホーム　ベル","東京都港区西麻布四丁目7番2号","03-3499-2823","35.656158","139.72229"
"介護老人福祉施設（特別養護老人ホーム）","港区立特別養護老人ホーム　サン・サン赤坂","東京都港区赤坂六丁目6番14号","03-5561-7833","35.669759","139.737502"
"介護老人福祉施設（特別養護老人ホーム）","港区立特別養護老人ホーム　白金の森","東京都港区白金台五丁目20番5号","03-3449-9611","35.637152","139.721938"
"介護老人福祉施設（特別養護老人ホーム）","港区立特別養護老人ホーム　港南の郷","東京都港区港南三丁目3番23号","03-3450-5571","35.633407","139.749216"
"介護老人保健施設（老人保健施設）","介護老人保健施設　新橋ばらの園","東京都港区新橋六丁目19番2号","03-3433-0182","35.661359","139.753850"
"介護老人保健施設（老人保健施設）","介護老人保健施設　ルネサンス麻布","東京都港区南麻布二丁目10番21号","03-3453-5015","35.647968","139.735153"
"介護老人保健施設（老人保健施設）","介護老人保健施設　洛和ヴィラサラサ","東京都港区南麻布四丁目6番1号-北棟","03-6408-8676","35.650409","139.726798"
"夜間対応型訪問介護","グッドライフケア２４","東京都港区東麻布一丁目7番3号 第二渡邊ビル2階","03-6441-0895","35.657713","139.743549"
"定期巡回・随時対応型訪問介護看護","グッドライフケア２４","東京都港区東麻布一丁目7番3号 第二渡邊ビル2階","03-6441-0895","35.657713","139.743549"
"認知症対応型通所介護（認知症デイサービス）","港区立芝高齢者在宅サービスセンター","東京都港区芝三丁目24番5号","03-5232-0848","35.651516","139.748084"
"認知症対応型通所介護（認知症デイサービス）","デイサービスセンター　新橋さくらの園なごみ","東京都港区新橋六丁目19番2号","03-3433-0185","35.661359","139.753850"
"認知症対応型通所介護（認知症デイサービス）","港区立高齢者在宅サービスセンター　サン・サン赤坂","東京都港区赤坂六丁目6番14号","03-5561-7831","35.669759","139.737502"
"認知症対応型通所介護（認知症デイサービス）","港区立北青山高齢者在宅サービスセンター","東京都港区北青山一丁目6番1号","03-5410-3410","35.673644","139.72167"
"認知症対応型通所介護（認知症デイサービス）","ニチイケアセンターしろかね","東京都港区白金三丁目3番1号","03-5447-1572","35.646418","139.729099"
"認知症対応型共同生活介護（グループホーム）","グループホーム　ありすの杜きのこ南麻布　１・２","東京都港区南麻布四丁目6番1号 ありすの杜南麻布南棟","03-5739-0585","35.650605","139.726712"
"認知症対応型共同生活介護（グループホーム）","グループホーム　青山","東京都港区南青山一丁目3番16号-S2階","03-3402-3155","35.671511","139.725440"
"認知症対応型共同生活介護（グループホーム）","優っくりグループホーム高輪台","東京都港区高輪三丁目10番16号","03-6456-3982","35.630999","139.732112"
"認知症対応型共同生活介護（グループホーム）","グループホームしろかね","東京都港区白金三丁目3番1号","03-5447-1573","35.646418","139.729099"
"認知症対応型共同生活介護（グループホーム）","グループホーム　みたて","東京都港区港南四丁目5番3号 都営港南四丁目アパート3号棟","03-5463-8735","35.626636","139.746518"
"小規模多機能型居宅介護","小規模多機能型居宅介護　ありすの杜きのこ南麻布","東京都港区南麻布四丁目6番1号-南棟","03-5739-0585","35.650605","139.726712"
"小規模多機能型居宅介護","優っくり小規模多機能介護乃木坂","東京都港区赤坂九丁目4番2号 パークコート赤坂檜町2階 ","03-6804-5267","35.668203","139.729674"
"小規模多機能型居宅介護","小規模多機能型居宅介護　こゆらり高輪","東京都港区高輪一丁目5番38号","03-5422-6921","35.641669","139.736665"
"小規模多機能型居宅介護","優っくり小規模多機能介護高輪台","東京都港区高輪三丁目10番16号","03-6456-3912","35.630999","139.732112"
"看護小規模多機能型居宅介護","青山メディケア複合型サービスケアセンター","東京都港区南青山七丁目13番6号","03-3486-0900","35.657495","139.717507"
"地域密着型通所介護","デイサービスクローバー芝公園","東京都港区芝二丁目23番2号 ハッコウマンション1階","03-6722-0600","35.650897","139.750953"
"地域密着型通所介護","レコードブック芝公園","東京都港区芝二丁目27番11号 パリオアクティフ1階","03-5765-2947","35.650549","139.752950"
"地域密着型通所介護","ソラノイロ芝公園","東京都港区芝三丁目25番5号 芝園ハウス1階","03-6722-6574","35.651567","139.747300"
"地域密着型通所介護","たまるやフィジックスタジオ","東京都港区新橋一丁目18番14号 三洋堂ビル5階","03-6206-1631","35.668414","139.756124"
"地域密着型通所介護","デイサービス　inana","東京都港区東麻布二丁目13番10号 麻布エーエスビル1階","03-5797-7442","35.657191","139.739685"
"地域密着型通所介護","デイサービスクローバー麻布十番","東京都港区麻布十番三丁目10番1号","03-6381-7575","35.652878","139.734647"
"地域密着型通所介護","リハビリの風　エンジョイ麻布","東京都港区南麻布二丁目6番23号 エクセル南麻布101","03-6809-4850","35.649863","139.737461"
"地域密着型通所介護","レコードブック赤坂","東京都港区赤坂四丁目4番13号 丹後フラット1階","03-5572-6707","35.673839","139.734327"
"地域密着型通所介護","おとなの学校南青山校　デイサービスセンター","東京都港区南青山二丁目11番9号-1階","03-6447-0733","35.671143","139.721003"
"地域密着型通所介護","リハビリデイステーション陽咲","東京都港区白金六丁目6番3号 ラ・ヴィエルジュ白金1階","03-3440-5885","35.644316","139.725845"
"地域密着型介護老人福祉施設(特別養護老人ホーム)","特別養護老人ホーム南麻布シニアガーデン　アリス","東京都港区南麻布四丁目6番13号","03-5843-0975","35.650549","139.727514"

"介護サービス事業所一覧","Ver202402",,,,
