地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額（万円）,在庫額／製造品／年初（万円）,在庫額／製造品／年末（万円）,在庫額／半製品及び仕掛品／年初（万円）,在庫額／半製品及び仕掛品／年末（万円）,在庫額／原材料及び燃料／年初（万円）,在庫額／原材料及び燃料／年末（万円）,有形固定資産額／年初現在高／土地（万円）,有形固定資産額／年初現在高／土地以外（万円）,有形固定資産額／取得額／土地（万円）,有形固定資産額／取得額／土地以外／総計（万円）,有形固定資産額／取得額／土地以外／建物等（万円）,有形固定資産額／取得額／土地以外／機械等（万円）,有形固定資産額／取得額／土地以外／備品等（万円）,有形固定資産額／除却額／土地（万円）,有形固定資産額／除却額／土地以外（万円）,有形固定資産額／減価償却額（万円）,有形固定資産額／建設仮勘定／増（万円）,有形固定資産額／建設仮勘定／減（万円）,有形固定資産額／建設仮勘定／差引増減（万円）,有形固定資産額／投資総額（万円）
2,13113,渋谷区,0,00,総数,6,826765,417,360,2814,5371,4343,3733,251986,161358,4700,7865,3011,2334,2520,-,56,30468,455,363,92,12657
2,13113,渋谷区,1,15,印刷・同関連業,6,826765,417,360,2814,5371,4343,3733,251986,161358,4700,7865,3011,2334,2520,-,56,30468,455,363,92,12657
2,13114,中野区,0,00,総数,5,458694,979,613,19138,17933,46396,36041,60456,58314,-,6130,360,3208,2562,-,800,10460,-,-,-,6130
2,13114,中野区,1,09,食料品製造業,1,x,x,x,-,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13114,中野区,1,11,繊維工業,1,x,-,x,x,x,x,x,x,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13114,中野区,1,15,印刷・同関連業,1,x,-,-,-,-,-,-,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13114,中野区,1,26,生産用機械器具製造業,1,x,x,-,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13114,中野区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13115,杉並区,0,00,総数,3,307405,6541,6937,216,227,3780,4212,83844,12696,-,-,-,-,-,72000,5616,1014,-,-,-,-
2,13115,杉並区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,x,x,x,-,-,-,-
2,13115,杉並区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,x,x,x,-,-,-,-
2,13115,杉並区,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,x,x,x,-,-,-,-
2,13116,豊島区,0,00,総数,13,2252124,68965,87913,57623,61301,47424,44382,480568,219822,30320,40315,19610,10287,10418,35736,27957,24926,1708,3085,-1377,69258
2,13116,豊島区,1,13,家具・装備品製造業,1,x,-,-,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13116,豊島区,1,15,印刷・同関連業,6,1434357,18120,17939,43599,47686,10235,7333,303244,118801,-,14983,625,5385,8973,35736,16586,12605,x,x,-,14983
2,13116,豊島区,1,25,はん用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13116,豊島区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,x,-,-,-,x
2,13116,豊島区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,-,-,-,-,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13116,豊島区,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,x,x,-,x,-,-,-,-,x
2,13116,豊島区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,x,x,x
2,13117,北区,0,00,総数,39,13095771,632785,700975,1162591,1070245,777468,788702,7499657,4910835,-,654096,151340,326252,176504,-,14075,657219,392043,412488,-20445,633651
2,13117,北区,1,09,食料品製造業,1,x,x,x,-,-,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13117,北区,1,11,繊維工業,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,x,x,-,-,-,x
2,13117,北区,1,15,印刷・同関連業,15,6947225,206943,177164,536976,460183,90003,78581,7076851,3509841,-,373798,58253,265448,50097,-,8384,436335,235883,265821,-29938,343860
2,13117,北区,1,16,化学工業,4,1229495,47346,70931,533206,521411,184131,174768,111801,486410,-,181695,90456,21666,69573,-,2966,108136,83268,129655,-46387,135308
2,13117,北区,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13117,北区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13117,北区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13117,北区,1,27,業務用機械器具製造業,4,1813383,230032,277314,23361,23330,363131,394699,102680,71484,-,24063,162,348,23553,-,2,8623,-,-,-,24063
2,13117,北区,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13117,北区,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13117,北区,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13117,北区,1,32,その他の製造業,4,1487577,4252,20351,22204,21808,3821,4176,102826,155796,-,5558,511,3924,1123,-,1422,13321,-,-,-,5558
2,13118,荒川区,0,00,総数,29,3112992,78357,70813,116651,116693,136692,141399,639128,810404,66587,137035,4747,119176,13112,-,22549,139842,9901,6234,3667,207289
2,13118,荒川区,1,09,食料品製造業,2,x,x,x,-,-,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13118,荒川区,1,15,印刷・同関連業,10,1270130,1550,2058,52833,49958,5089,4830,350994,408909,28244,113476,2655,106456,4365,-,7813,72432,5828,-,5828,147548
2,13118,荒川区,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13118,荒川区,1,24,金属製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,x,x,x,x
2,13118,荒川区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13118,荒川区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,x,x,x,x
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13118,荒川区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13118,荒川区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13119,板橋区,0,00,総数,110,28152630,2127796,1308948,1034922,1098225,1246341,997891,4629140,6169474,25488,748154,164883,485781,97490,14575,160768,821522,384170,340232,43938,817580
2,13119,板橋区,1,09,食料品製造業,12,1844653,61280,58077,26923,17654,69765,57706,234884,601015,3,74615,23471,44208,6936,10355,4177,74936,64214,54751,9463,84081
2,13119,板橋区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,x,-,-,-,x
2,13119,板橋区,1,14,パルプ・紙・紙加工品製造業,4,409024,972,770,2499,2361,1780,2114,15435,62603,-,46113,26484,18047,1582,-,705,12572,-,-,-,46113
2,13119,板橋区,1,15,印刷・同関連業,47,7227653,16884,13878,73915,151538,44283,51576,1819697,1616340,1267,127642,26047,84690,16905,4220,35448,203610,9128,6745,2383,131292
2,13119,板橋区,1,16,化学工業,4,1614102,17211,43864,80341,65649,126481,143657,63718,150367,4701,72704,11801,51468,9435,-,628,47402,57175,56959,216,77621
2,13119,板橋区,1,17,石油製品・石炭製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13119,板橋区,1,18,プラスチック製品製造業（別掲を除く）,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13119,板橋区,1,21,窯業・土石製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13119,板橋区,1,22,鉄鋼業,5,5365325,275095,236141,481989,517813,120919,130977,1166443,1685436,-,115601,26271,72948,16382,-,6327,161746,139581,100168,39413,155014
2,13119,板橋区,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,-,-,-,-,x
2,13119,板橋区,1,24,金属製品製造業,3,297270,9732,10016,2903,3509,3138,4572,67250,40876,-,2290,28,1619,643,-,-,6956,-,-,-,2290
2,13119,板橋区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13119,板橋区,1,26,生産用機械器具製造業,6,981716,11202,12347,34383,38700,25080,22278,134871,106031,1416,67758,21582,39517,6659,-,872,44541,-,15463,-15463,53711
2,13119,板橋区,1,27,業務用機械器具製造業,11,6862707,1490072,655123,197493,158595,770967,499854,395935,1107665,-,95055,23398,50317,21340,-,106811,185939,652,652,-,95055
2,13119,板橋区,1,29,電気機械器具製造業,2,x,-,-,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13119,板橋区,1,31,輸送用機械器具製造業,2,x,-,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13119,板橋区,1,32,その他の製造業,5,707444,35719,44352,24440,27681,20013,20472,115134,132051,-,7967,869,3423,3675,-,489,6888,-,-,-,7967
2,13120,練馬区,0,00,総数,25,3652574,97878,89545,62779,69256,94430,113355,622817,684440,70256,74711,22616,31227,20868,29491,29165,72585,10135,21115,-10980,133987
2,13120,練馬区,1,09,食料品製造業,11,922479,10023,14075,2901,2347,39510,44664,207831,166480,x,13526,2060,7889,3577,-,462,11218,-,-,-,x
2,13120,練馬区,1,13,家具・装備品製造業,2,x,x,-,x,x,x,x,x,x,x,x,-,x,x,-,x,x,-,-,-,x
2,13120,練馬区,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13120,練馬区,1,15,印刷・同関連業,4,178524,1153,1248,643,818,725,1076,56436,31032,-,1988,453,808,727,-,-,6630,-,-,-,1988
2,13120,練馬区,1,16,化学工業,1,x,x,x,-,-,x,x,-,x,-,x,x,-,-,-,x,x,-,-,-,x
2,13120,練馬区,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13120,練馬区,1,25,はん用機械器具製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13120,練馬区,1,27,業務用機械器具製造業,1,x,-,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13120,練馬区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,-,x,-,x,-,x,-,-,-,x
2,13120,練馬区,1,30,情報通信機械器具製造業,1,x,x,x,-,x,x,-,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13121,足立区,0,00,総数,74,12603934,745903,752413,313789,336667,478412,489483,4659055,3941401,63508,445046,153004,186361,105681,207553,74627,520206,178749,82532,96217,604771
2,13121,足立区,1,09,食料品製造業,9,1632208,25864,26631,9202,9045,30314,30646,375738,584937,-,12552,1726,5031,5795,190174,1938,41259,2253,-,2253,14805
2,13121,足立区,1,11,繊維工業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13121,足立区,1,13,家具・装備品製造業,3,334162,9277,13694,10068,10367,9938,8675,161565,80830,12000,1858,870,244,744,-,14487,7845,-,-,-,13858
2,13121,足立区,1,14,パルプ・紙・紙加工品製造業,5,1102931,77881,104662,14431,12468,25458,24543,-,122052,-,17982,7439,5958,4585,-,58,19192,9422,8408,1014,18996
2,13121,足立区,1,15,印刷・同関連業,4,508722,320,395,10094,9193,4193,4439,67053,165843,-,13646,137,11307,2202,-,2620,18101,-,-,-,13646
2,13121,足立区,1,16,化学工業,7,3245969,289486,300146,108493,111336,211194,167811,2879340,1576848,-,118079,59866,33047,25166,-,35504,220271,153170,57520,95650,213729
2,13121,足立区,1,18,プラスチック製品製造業（別掲を除く）,3,180620,6345,5675,1179,1114,3307,3324,37600,32509,-,5065,444,3400,1221,-,-,3822,-,-,-,5065
2,13121,足立区,1,19,ゴム製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13121,足立区,1,20,なめし革・同製品・毛皮製造業,5,1172967,160561,131672,69869,79537,74632,120077,90884,202756,-,20983,5489,12829,2665,6034,9717,15773,8615,5661,2954,23937
2,13121,足立区,1,21,窯業・土石製品製造業,3,316455,27176,28197,79,114,5532,4089,266403,192254,16664,19158,3724,14078,1356,616,552,22745,x,6231,x,x
2,13121,足立区,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13121,足立区,1,23,非鉄金属製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13121,足立区,1,24,金属製品製造業,6,423479,28335,21032,14575,12484,15562,14001,103594,55766,12154,9046,6969,2013,64,-,310,8005,3298,4712,-1414,19786
2,13121,足立区,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,x,-,x,x
2,13121,足立区,1,26,生産用機械器具製造業,6,480987,5768,1375,19381,21153,13853,20852,64940,55248,22690,40405,32895,5298,2212,-,4,6285,436,-,436,63531
2,13121,足立区,1,27,業務用機械器具製造業,5,408974,41770,39685,21732,21151,6580,5633,78669,57570,-,4980,-,2865,2115,x,4473,2916,-,-,-,4980
2,13121,足立区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13121,足立区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13121,足立区,1,30,情報通信機械器具製造業,1,x,-,-,x,x,x,x,-,x,-,x,x,-,x,-,-,-,-,-,-,x
2,13121,足立区,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13121,足立区,1,32,その他の製造業,5,187533,16574,11515,10563,9674,12370,11811,102425,48040,-,12123,5025,6021,1077,-,257,8880,-,-,-,12123
2,13122,葛飾区,0,00,総数,44,7032062,324558,359531,146257,134917,207955,207055,1026068,1502090,76707,207520,28285,148412,30823,133131,25854,192812,174414,163916,10498,294725
2,13122,葛飾区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13122,葛飾区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,x,-,x,x
2,13122,葛飾区,1,14,パルプ・紙・紙加工品製造業,4,1436603,45797,46968,7452,9235,32283,43987,189509,465286,7980,109378,6318,96295,6765,7980,6333,53209,112688,112792,-104,117254
2,13122,葛飾区,1,15,印刷・同関連業,3,432160,7405,6977,6664,7763,2014,2358,67159,15124,-,841,108,512,221,-,-,3420,389,-,389,1230
2,13122,葛飾区,1,16,化学工業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13122,葛飾区,1,18,プラスチック製品製造業（別掲を除く）,3,431566,8395,9418,2832,4369,12782,11823,108379,51989,-,6378,104,4648,1626,9250,518,9037,-,-,-,6378
2,13122,葛飾区,1,19,ゴム製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13122,葛飾区,1,20,なめし革・同製品・毛皮製造業,5,362592,27551,21065,13288,7735,28586,15419,57253,28788,2543,7526,6196,411,919,-,33,3605,-,-,-,10069
2,13122,葛飾区,1,24,金属製品製造業,10,1098406,57725,68389,33099,29623,15369,13133,150064,88904,-,9036,853,5950,2233,-,113,16119,-,-,-,9036
2,13122,葛飾区,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,x,x,x,x
2,13122,葛飾区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13122,葛飾区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13122,葛飾区,1,29,電気機械器具製造業,5,660881,39423,44301,14270,13848,8367,14540,105651,62503,66184,6127,-,3728,2399,x,5792,5772,324,-,324,72635
2,13122,葛飾区,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13122,葛飾区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13123,江戸川区,0,00,総数,51,9585432,374742,419234,246486,227412,497416,474283,2418833,2328737,154000,495938,252922,204006,39010,12997,12507,305671,388259,357565,30694,680632
2,13123,江戸川区,1,09,食料品製造業,7,3105828,120428,125690,28852,28241,253098,201951,694724,659105,2994,118930,11274,86572,21084,-,4983,84672,126475,90930,35545,157469
2,13123,江戸川区,1,11,繊維工業,2,x,x,-,x,x,x,x,x,x,-,-,-,-,-,-,x,x,x,-,x,x
2,13123,江戸川区,1,14,パルプ・紙・紙加工品製造業,4,1730000,91599,94298,24351,30434,60406,67689,230018,649787,-,33190,2913,29272,1005,-,1180,84853,41151,32362,8789,41979
2,13123,江戸川区,1,15,印刷・同関連業,6,440755,2374,2726,2988,3004,5586,2783,153523,214464,8173,3653,2139,1514,-,-,-,19640,-,-,-,11826
2,13123,江戸川区,1,16,化学工業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13123,江戸川区,1,19,ゴム製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13123,江戸川区,1,20,なめし革・同製品・毛皮製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,x,x,x
2,13123,江戸川区,1,21,窯業・土石製品製造業,1,x,x,-,-,-,-,-,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13123,江戸川区,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13123,江戸川区,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13123,江戸川区,1,24,金属製品製造業,8,803945,48430,49214,13968,17440,25055,26139,208917,208827,2468,17948,7211,7762,2975,5980,3236,18168,-,-,-,20416
2,13123,江戸川区,1,25,はん用機械器具製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13123,江戸川区,1,26,生産用機械器具製造業,10,1819712,19598,50015,135504,110403,51348,59878,785109,470447,140365,311046,227447,72608,10991,7017,2533,79420,219885,234148,-14263,437148
2,13123,江戸川区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,-,x,-,-,-,x
2,13123,江戸川区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13123,江戸川区,1,31,輸送用機械器具製造業,1,x,-,-,-,-,-,-,x,x,-,-,-,-,-,-,-,x,x,x,x,x
2,13123,江戸川区,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
1,13200,市部,0,00,総数,514,345482952,6219381,6801882,26530405,29219419,10334800,10610109,17958462,47404936,239652,12003939,4110196,4879746,3013997,192885,907400,8323072,6627083,6398975,228108,12471699
1,13200,市部,1,09,食料品製造業,82,37918658,258733,263669,166505,126162,573922,637435,3396341,7088666,137614,1091428,373690,670689,47049,43,109031,881839,469984,430177,39807,1268849
1,13200,市部,1,10,飲料・たばこ・飼料製造業,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,11,繊維工業,5,528324,30140,38451,25269,26234,13535,12287,130110,120906,114,8384,2458,4952,974,-,26,11991,1006,-,1006,9504
1,13200,市部,1,13,家具・装備品製造業,5,6340978,69741,126433,1952866,2451920,1293934,1105872,347930,478038,-,68070,11743,5626,50701,-,45071,78532,8045,2865,5180,73250
1,13200,市部,1,14,パルプ・紙・紙加工品製造業,6,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
1,13200,市部,1,15,印刷・同関連業,40,8558598,71467,77545,97160,98825,111094,111046,981563,1047660,x,197697,19486,157477,20734,10761,18247,279558,94664,96083,-1419,x
1,13200,市部,1,16,化学工業,21,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,18,プラスチック製品製造業（別掲を除く）,12,1183880,43094,38910,80120,55508,26945,32009,138329,240950,-,43296,5220,6060,32016,-,21499,46958,20229,19021,1208,44504
1,13200,市部,1,19,ゴム製品製造業,1,x,-,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,21,窯業・土石製品製造業,4,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,22,鉄鋼業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,23,非鉄金属製造業,8,2658035,183489,155844,183783,205938,38992,37468,250199,143021,-,15929,1941,9320,4668,-,488,23761,-,-,-,15929
1,13200,市部,1,24,金属製品製造業,29,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,25,はん用機械器具製造業,21,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,26,生産用機械器具製造業,46,13511179,398669,439564,1761900,2098603,663798,861419,1465887,2887560,-,770118,417376,201834,150908,16141,35221,405628,99835,71560,28275,798393
1,13200,市部,1,27,業務用機械器具製造業,40,8624114,458935,436221,1341735,1291807,621527,718472,1371856,1313869,-,222611,79447,77640,65524,43442,19046,188571,69019,61469,7550,230161
1,13200,市部,1,28,電子部品・デバイス・電子回路製造業,45,30658625,530424,729818,1109757,1176966,891942,890122,1323852,7544428,23329,2863536,232886,2009237,621413,5500,155217,2441767,x,2836368,x,x
1,13200,市部,1,29,電気機械器具製造業,70,49648115,2439114,2816820,9765217,10093195,3090999,3126383,2165154,5849602,50488,3084985,2056969,349342,678674,17491,242102,726457,406471,434279,-27808,3107665
1,13200,市部,1,30,情報通信機械器具製造業,19,45134865,555304,493643,6219818,8152195,748148,788476,414399,4119143,-,615138,70199,110751,434188,x,23809,445874,574308,558690,15618,630756
1,13200,市部,1,31,輸送用機械器具製造業,35,102747367,71448,64608,2093111,1362110,768167,770455,882677,6607266,500,1568714,408980,494206,665528,1495,86928,1526049,1323054,1207271,115783,1684997
1,13200,市部,1,32,その他の製造業,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13201,八王子市,0,00,総数,119,27799560,637052,629206,1672736,1791641,1383275,1620989,2540458,5630739,6339,1147585,281170,741924,124491,-,135404,960193,424134,423301,833,1154757
2,13201,八王子市,1,09,食料品製造業,13,6263141,41779,44825,36608,18476,220485,262464,177899,1184988,1892,239229,59386,173824,6019,-,46442,144062,18688,18411,277,241398
2,13201,八王子市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,-,-,x,x,x,x,x,x
2,13201,八王子市,1,11,繊維工業,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,-,x,x
2,13201,八王子市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13201,八王子市,1,15,印刷・同関連業,11,3472372,15622,19016,39085,37840,25467,25570,248783,507562,-,121906,11307,99022,11577,-,12751,189700,92219,93733,-1514,120392
2,13201,八王子市,1,16,化学工業,10,3142156,84477,102941,195049,155427,255143,236537,105311,918464,-,131281,52995,54204,24082,-,20155,132576,-,-,-,131281
2,13201,八王子市,1,18,プラスチック製品製造業（別掲を除く）,4,298037,10718,9518,11237,6654,7384,10110,58931,107255,-,5258,643,1458,3157,-,5041,16146,-,-,-,5258
2,13201,八王子市,1,23,非鉄金属製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13201,八王子市,1,24,金属製品製造業,7,381197,2630,1362,3240,3002,9161,10521,94469,156423,-,12378,3256,6828,2294,-,4156,12816,-,-,-,12378
2,13201,八王子市,1,25,はん用機械器具製造業,3,453129,16855,10805,26734,39024,2894,3229,107687,71418,-,10896,36,9452,1408,-,-,6570,x,x,x,x
2,13201,八王子市,1,26,生産用機械器具製造業,10,5977450,178317,177813,878522,1042302,329108,443148,432290,1500042,-,222541,100500,90961,31080,-,22036,163158,66768,58661,8107,230648
2,13201,八王子市,1,27,業務用機械器具製造業,13,1786324,112760,92365,102936,92913,161953,198393,113598,217353,-,42380,20081,14954,7345,-,5073,37875,-,233,-233,42147
2,13201,八王子市,1,28,電子部品・デバイス・電子回路製造業,13,1867261,109992,108457,74943,95911,170331,201576,548978,495641,-,246729,5709,224827,16193,-,13928,160830,211614,218392,-6778,239951
2,13201,八王子市,1,29,電気機械器具製造業,17,2162215,28727,27192,185967,199998,85009,92871,417058,204118,3833,42799,6420,28305,8074,-,4441,47788,806,2184,-1378,45254
2,13201,八王子市,1,30,情報通信機械器具製造業,4,405083,10032,11692,15206,24318,48622,64567,40567,42692,-,10346,26,3823,6497,-,4,6740,-,-,-,10346
2,13201,八王子市,1,31,輸送用機械器具製造業,6,679003,3480,2299,83004,60253,36990,36743,96529,94612,500,36268,15787,17491,2990,-,945,22634,32450,24305,8145,44913
2,13201,八王子市,1,32,その他の製造業,1,x,-,-,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13202,立川市,0,00,総数,26,8099276,78201,104967,2077432,2634793,1287154,1105827,269277,678649,1601,148271,32326,56193,59752,-,38236,118558,12847,11992,855,150727
2,13202,立川市,1,09,食料品製造業,7,1113530,2386,4942,1202,659,11124,11533,65430,133355,-,11632,1218,9175,1239,-,4914,13782,-,-,-,11632
2,13202,立川市,1,13,家具・装備品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13202,立川市,1,14,パルプ・紙・紙加工品製造業,1,x,-,x,-,x,-,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13202,立川市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
