地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等／総額（万円）,原材料使用額等／うち原材料使用額（万円）,原材料使用額等／うち燃料使用額（万円）,原材料使用額等／うち電力使用額（万円）,原材料使用額等／うち委託生産費（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（万円）,粗付加価値額（万円）
2,13111,大田区,1,22,鉄鋼業,3,118,102,-,-,90,83,27,19,1,-,-,-,55288,181910,92942,8189,5939,53471,333488,292464,27563,-,-,13461,132117,140548
2,13111,大田区,1,23,非鉄金属製造業,1,53,47,-,-,51,45,-,-,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,24,金属製品製造業,25,1549,1207,-,-,1336,1103,202,103,28,17,1,1,755747,1150489,689930,19867,37131,381221,2835347,1864789,943881,-,-,26677,1488715,1573273
2,13111,大田区,1,25,はん用機械器具製造業,9,561,493,-,-,492,447,63,44,8,4,2,-,306937,884979,450336,5700,7415,418493,1510127,1002678,36207,469154,661,1427,543235,584979
2,13111,大田区,1,26,生産用機械器具製造業,20,1236,1021,-,-,1105,948,91,36,43,40,-,-,623332,997584,438966,3091,19349,425248,2362443,2106049,118148,57583,-,80663,1300253,1287042
2,13111,大田区,1,27,業務用機械器具製造業,7,358,287,-,-,306,267,51,19,1,1,-,-,174483,436042,385878,456,3253,35556,784219,719982,-,20532,-,43705,275230,323979
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,2,65,30,-,-,40,29,25,1,-,-,23,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13111,大田区,1,29,電気機械器具製造業,14,825,680,-,-,763,655,70,34,15,10,-,-,439438,770877,535695,5591,5921,178675,1524206,1442883,20160,-,-,61163,679568,689428
2,13111,大田区,1,30,情報通信機械器具製造業,2,153,141,-,-,121,112,28,27,4,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,31,輸送用機械器具製造業,3,138,104,-,-,106,92,33,12,-,-,-,-,53730,92352,26650,506,7639,53286,169933,169032,-,-,-,901,78197,75046
2,13111,大田区,1,32,その他の製造業,3,107,76,-,-,71,59,32,14,4,3,-,-,42228,178152,128589,120,727,48488,225885,182111,36969,-,-,6805,42180,44245
2,13112,世田谷区,0,00,総数,13,623,404,-,-,431,329,152,37,40,38,-,-,304171,531228,383722,4215,15812,100145,1233417,1170675,45321,-,-,17421,618796,653394
2,13112,世田谷区,1,09,食料品製造業,2,66,42,-,-,40,32,26,10,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13112,世田谷区,1,15,印刷・同関連業,3,176,104,-,-,119,65,20,2,37,37,-,-,87129,93965,50821,727,9259,17087,294248,293948,-,-,-,300,183229,185396
2,13112,世田谷区,1,21,窯業・土石製品製造業,1,34,31,-,-,34,31,-,-,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13112,世田谷区,1,27,業務用機械器具製造業,2,102,82,-,-,82,73,19,9,1,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,1,54,41,-,-,45,41,8,-,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13112,世田谷区,1,29,電気機械器具製造業,2,73,59,-,-,60,51,12,7,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13112,世田谷区,1,32,その他の製造業,2,118,45,-,-,51,36,67,9,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13113,渋谷区,0,00,総数,6,457,343,-,-,427,327,9,5,23,12,-,-,216745,338996,161798,1588,7185,153050,840813,648408,175857,-,-,16548,437222,465190
2,13113,渋谷区,1,15,印刷・同関連業,6,457,343,-,-,427,327,9,5,23,12,-,-,216745,338996,161798,1588,7185,153050,840813,648408,175857,-,-,16548,437222,465190
2,13114,中野区,0,00,総数,5,260,173,-,-,234,159,26,14,1,1,-,-,124926,241753,152459,626,2813,74605,501194,437021,23244,-,-,40929,233147,245178
2,13114,中野区,1,09,食料品製造業,1,49,39,-,-,33,28,16,11,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13114,中野区,1,11,繊維工業,1,51,5,-,-,48,5,3,-,-,-,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13114,中野区,1,15,印刷・同関連業,1,51,42,-,-,49,42,2,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13114,中野区,1,26,生産用機械器具製造業,1,41,34,-,-,41,34,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13114,中野区,1,27,業務用機械器具製造業,1,68,53,-,-,63,50,5,3,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13115,杉並区,0,00,総数,3,235,162,-,-,213,158,22,4,-,-,-,-,121862,82663,75754,270,327,-,311091,306998,-,-,-,4093,210932,211539
2,13115,杉並区,1,11,繊維工業,1,45,27,-,-,32,27,13,-,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13115,杉並区,1,27,業務用機械器具製造業,1,160,112,-,-,157,111,3,1,-,-,-,-,x,x,x,-,-,-,x,x,-,-,-,-,x,x
2,13115,杉並区,1,29,電気機械器具製造業,1,30,23,-,-,24,20,6,3,-,-,-,-,x,x,x,x,-,-,x,x,-,-,-,x,x,x
2,13116,豊島区,0,00,総数,13,1135,736,-,-,857,619,258,116,26,4,20,5,539747,1169976,714321,767,11067,392166,2494915,2226284,3214,-,-,265417,1229988,1232288
2,13116,豊島区,1,13,家具・装備品製造業,1,70,49,-,-,64,49,6,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13116,豊島区,1,15,印刷・同関連業,6,774,487,-,-,547,385,207,101,26,4,20,5,377906,882273,522588,37,4405,321142,1678212,1430451,-,-,-,247761,729178,737877
2,13116,豊島区,1,25,はん用機械器具製造業,1,46,39,-,-,42,37,4,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13116,豊島区,1,27,業務用機械器具製造業,1,34,21,-,-,21,18,13,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13116,豊島区,1,28,電子部品・デバイス・電子回路製造業,1,71,41,-,-,66,41,5,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13116,豊島区,1,30,情報通信機械器具製造業,1,56,52,-,-,48,45,8,7,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13116,豊島区,1,32,その他の製造業,2,84,47,-,-,69,44,15,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13117,北区,0,00,総数,39,6277,4259,-,-,4350,3530,759,297,1177,441,-,-,3463704,6631280,3357204,27383,130272,2391770,13668255,11095296,2024631,49826,-,498502,5891539,6572914
2,13117,北区,1,09,食料品製造業,1,64,23,-,-,2,2,62,21,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13117,北区,1,11,繊維工業,1,32,18,-,-,28,17,4,1,-,-,-,-,x,x,x,-,-,-,x,x,-,-,-,x,x,x
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,1,45,39,-,-,35,31,11,9,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13117,北区,1,15,印刷・同関連業,15,3685,2421,-,-,2637,2126,303,150,745,145,-,-,2155109,2258125,839534,14530,84727,1030783,7070333,5032920,2020877,-,-,16536,3938664,4481571
2,13117,北区,1,16,化学工業,4,845,555,-,-,442,304,48,21,355,230,-,-,x,x,691007,9439,22297,9601,x,x,-,-,-,x,x,x
2,13117,北区,1,24,金属製品製造業,1,61,54,-,-,46,40,14,13,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,25,はん用機械器具製造業,2,75,70,-,-,68,65,6,5,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,26,生産用機械器具製造業,2,112,91,-,-,102,87,9,4,1,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13117,北区,1,27,業務用機械器具製造業,4,673,516,-,-,489,432,142,44,44,42,-,-,297808,1575742,1048736,20,4906,195055,2160435,1766132,-,32546,-,361757,587063,548435
2,13117,北区,1,29,電気機械器具製造業,1,47,37,-,-,37,31,10,6,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13117,北区,1,30,情報通信機械器具製造業,1,74,55,-,-,64,55,10,-,-,-,-,-,x,x,x,-,x,x,x,x,-,x,-,x,x,x
2,13117,北区,1,31,輸送用機械器具製造業,2,148,119,-,-,100,86,19,11,29,22,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13117,北区,1,32,その他の製造業,4,416,261,-,-,300,254,121,12,-,-,-,-,193962,1069867,267133,157,5054,788999,1482162,1468120,3754,-,-,10288,384766,382384
2,13118,荒川区,0,00,総数,29,1788,1185,-,-,1194,982,584,208,29,10,3,-,739346,2493964,1100671,9538,33477,623257,3877551,3034849,85645,31913,-,725144,1152028,1299372
2,13118,荒川区,1,09,食料品製造業,2,448,199,-,-,116,91,330,109,7,4,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,2,70,61,-,-,63,57,7,4,-,-,2,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13118,荒川区,1,15,印刷・同関連業,10,542,417,-,-,470,387,72,31,6,4,1,-,254684,725003,202806,2158,17440,467428,1275227,1207519,64978,-,-,2730,443488,518287
2,13118,荒川区,1,16,化学工業,1,56,12,-,-,25,16,37,-,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,1,35,3,-,-,9,3,19,-,7,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,2,89,64,-,-,51,41,38,23,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,24,金属製品製造業,2,75,55,-,-,53,43,22,12,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,25,はん用機械器具製造業,2,104,97,-,-,101,96,3,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,27,業務用機械器具製造業,2,83,47,-,-,57,46,26,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,1,41,37,-,-,34,30,7,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,29,電気機械器具製造業,2,155,133,-,-,130,116,19,16,8,2,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13118,荒川区,1,32,その他の製造業,2,90,60,-,-,85,56,4,4,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13119,板橋区,0,00,総数,110,9552,7443,-,-,7788,6601,1380,593,568,404,2,-,5245388,17190379,12691749,257381,342667,2857039,29621192,26086686,2821489,93716,17853,601448,10310108,11887175
2,13119,板橋区,1,09,食料品製造業,12,860,418,-,-,307,234,514,156,39,28,2,-,264731,1165361,994217,16921,37195,11113,2003708,1857125,-,-,-,146583,695384,782792
2,13119,板橋区,1,11,繊維工業,1,106,52,-,-,82,46,24,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13119,板橋区,1,14,パルプ・紙・紙加工品製造業,4,205,144,-,-,173,133,29,11,3,-,-,-,86677,213282,132972,159,3941,53889,438275,409364,-,-,-,28911,198970,211882
2,13119,板橋区,1,15,印刷・同関連業,47,4097,3287,-,-,3580,3017,373,192,195,114,-,-,2308089,3575943,1505889,37405,131338,1628018,7176423,5131845,2021191,-,17853,5534,3214954,3343947
2,13119,板橋区,1,16,化学工業,4,536,414,-,-,295,247,68,40,190,144,-,-,246737,1147158,1049581,4032,12434,49599,1625524,1602141,-,-,-,23383,422550,457991
2,13119,板橋区,1,17,石油製品・石炭製品製造業,1,54,49,-,-,53,48,-,-,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13119,板橋区,1,18,プラスチック製品製造業（別掲を除く）,2,103,70,-,-,93,66,10,4,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13119,板橋区,1,21,窯業・土石製品製造業,2,320,259,-,-,292,239,27,20,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13119,板橋区,1,22,鉄鋼業,5,870,825,-,-,779,743,61,58,30,24,-,-,x,x,3105120,113351,80219,289398,x,x,x,-,-,x,x,x
2,13119,板橋区,1,23,非鉄金属製造業,1,34,30,-,-,31,28,-,-,3,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13119,板橋区,1,24,金属製品製造業,3,153,106,-,-,114,91,39,15,-,-,-,-,71233,139526,104643,1061,5306,28516,296380,215860,80520,-,-,-,139445,145511
2,13119,板橋区,1,25,はん用機械器具製造業,2,108,82,-,-,76,65,30,16,2,1,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13119,板橋区,1,26,生産用機械器具製造業,6,290,260,-,-,279,251,11,10,4,3,-,-,161407,494959,253921,362,10890,184217,1034828,659586,316668,-,-,58574,466439,505518
2,13119,板橋区,1,27,業務用機械器具製造業,11,1235,987,-,-,1142,974,118,36,87,75,-,-,982815,4676792,4215459,1697,7145,347658,7803470,7736554,-,20326,-,46590,2053997,3113783
2,13119,板橋区,1,29,電気機械器具製造業,2,134,106,-,-,119,104,15,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13119,板橋区,1,31,輸送用機械器具製造業,2,145,143,-,-,123,121,12,12,10,10,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13119,板橋区,1,32,その他の製造業,5,302,211,-,-,250,194,49,15,3,2,-,-,159617,514348,344473,728,2524,76207,767120,695570,-,1550,-,70000,247606,242620
2,13120,練馬区,0,00,総数,25,1458,971,-,-,1032,817,407,146,43,24,23,21,703638,2208644,1877632,14533,40595,95432,3909797,3627184,27246,10095,-,245272,1549843,1624284
2,13120,練馬区,1,09,食料品製造業,11,574,292,-,-,257,186,309,100,8,6,-,-,181479,434098,380831,4665,13764,6388,952717,918981,-,-,-,33736,473866,481586
2,13120,練馬区,1,13,家具・装備品製造業,2,74,43,-,-,59,40,15,3,-,-,2,1,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13120,練馬区,1,14,パルプ・紙・紙加工品製造業,1,72,61,-,-,72,61,-,-,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13120,練馬区,1,15,印刷・同関連業,4,197,153,-,-,162,132,23,13,12,8,21,20,106905,153836,49548,173,3386,51327,232098,151008,27246,-,-,53844,66278,72638
2,13120,練馬区,1,16,化学工業,1,73,53,-,-,61,50,7,3,6,1,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13120,練馬区,1,23,非鉄金属製造業,1,155,119,-,-,133,105,20,14,2,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13120,練馬区,1,25,はん用機械器具製造業,1,33,23,-,-,24,20,9,3,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13120,練馬区,1,27,業務用機械器具製造業,1,54,44,-,-,54,44,-,-,-,-,-,-,x,x,x,-,x,x,x,x,-,x,-,x,x,x
2,13120,練馬区,1,29,電気機械器具製造業,2,64,43,-,-,43,33,21,10,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13120,練馬区,1,30,情報通信機械器具製造業,1,162,140,-,-,167,146,3,-,15,9,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13121,足立区,0,00,総数,74,6045,3479,-,-,3469,2707,2350,692,244,94,50,27,2355235,8536135,5530163,71331,253562,825062,15030990,12115529,459017,65069,-,2391375,5591508,6082326
2,13121,足立区,1,09,食料品製造業,9,1793,741,-,-,523,366,1235,366,39,12,-,-,454189,1764576,798674,5452,21661,12777,2951776,1631508,90,-,-,1320178,1059731,1100380
2,13121,足立区,1,11,繊維工業,1,69,14,-,-,26,14,43,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13121,足立区,1,13,家具・装備品製造業,3,119,100,-,-,73,56,46,44,-,-,26,26,61978,171519,65959,261,1238,94129,343569,329446,-,-,-,14123,156221,159350
2,13121,足立区,1,14,パルプ・紙・紙加工品製造業,5,371,301,-,-,270,232,95,63,6,6,21,1,202277,609526,554761,13313,15931,7865,1078113,1078113,-,-,-,-,440844,435218
2,13121,足立区,1,15,印刷・同関連業,4,170,120,-,-,131,108,37,10,3,3,-,-,75391,211239,68543,-,5127,97676,509548,410993,98555,-,-,-,258314,277241
2,13121,足立区,1,16,化学工業,7,881,610,-,-,634,525,148,68,101,19,-,-,490492,2104573,1920584,3731,22403,142897,3349825,3154534,77932,28328,-,89031,975679,1182447
2,13121,足立区,1,18,プラスチック製品製造業（別掲を除く）,3,149,61,-,-,69,50,80,11,-,-,-,-,43870,99798,80535,203,4584,10347,186765,181355,-,-,-,5410,76345,80902
2,13121,足立区,1,19,ゴム製品製造業,2,69,44,-,-,46,36,23,8,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13121,足立区,1,20,なめし革・同製品・毛皮製造業,5,627,229,-,-,353,201,283,35,-,-,3,-,193662,811277,319674,3769,1243,89991,1586854,1177608,14580,214,-,394452,688437,723431
2,13121,足立区,1,21,窯業・土石製品製造業,3,212,166,-,-,198,165,13,1,1,-,-,-,117541,234400,129334,2991,5520,8735,402175,315399,-,-,-,86776,134618,156307
2,13121,足立区,1,22,鉄鋼業,1,136,125,-,-,125,116,10,8,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13121,足立区,1,23,非鉄金属製造業,2,70,45,-,-,34,24,4,1,32,20,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13121,足立区,1,24,金属製品製造業,6,265,200,-,-,238,199,27,1,-,-,-,-,122375,227085,83907,11722,13117,62796,492368,234212,198661,-,-,59495,229751,247150
2,13121,足立区,1,25,はん用機械器具製造業,1,53,41,-,-,42,31,-,-,11,10,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13121,足立区,1,26,生産用機械器具製造業,6,266,221,-,-,220,192,38,28,8,1,-,-,124371,309260,179273,746,4161,117800,507708,483608,-,17936,-,6164,178386,187292
2,13121,足立区,1,27,業務用機械器具製造業,5,207,102,-,-,126,96,74,4,7,2,-,-,79928,145677,41237,55,1550,52350,429106,411640,-,4410,-,13056,263504,269086
2,13121,足立区,1,28,電子部品・デバイス・電子回路製造業,1,173,55,-,-,46,40,108,11,19,4,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13121,足立区,1,29,電気機械器具製造業,2,83,60,-,-,70,54,13,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13121,足立区,1,30,情報通信機械器具製造業,1,31,27,-,-,28,24,3,2,2,2,-,-,x,x,x,-,-,-,x,x,-,x,-,-,x,x
2,13121,足立区,1,31,輸送用機械器具製造業,2,78,68,-,-,53,48,11,6,14,14,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13121,足立区,1,32,その他の製造業,5,223,149,-,-,164,130,59,19,-,-,-,-,109772,261714,45592,777,1577,19267,592085,193180,301,-,-,398604,291927,306755
2,13122,葛飾区,0,00,総数,44,2599,1677,-,-,1911,1494,579,151,125,48,13,4,1164403,6001389,3062245,55155,77079,920066,8994910,6537883,470546,108,1766,1984607,2643324,2812503
2,13122,葛飾区,1,09,食料品製造業,2,215,184,-,-,185,165,29,19,1,-,-,-,x,x,x,x,x,-,x,x,-,-,x,x,x,x
2,13122,葛飾区,1,11,繊維工業,1,50,18,-,-,48,18,2,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13122,葛飾区,1,14,パルプ・紙・紙加工品製造業,4,326,228,-,-,251,200,55,22,21,7,-,-,196253,1974143,812110,3605,11055,133627,2725216,1420749,12900,-,-,1291567,669967,720222
2,13122,葛飾区,1,15,印刷・同関連業,3,115,78,-,-,102,77,13,1,-,-,-,-,50495,265798,42124,934,2411,50871,431489,402089,29400,-,-,-,150785,153534
2,13122,葛飾区,1,16,化学工業,2,83,41,-,-,57,41,26,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13122,葛飾区,1,18,プラスチック製品製造業（別掲を除く）,3,137,87,-,-,84,67,52,19,1,1,-,-,47280,261283,213702,626,3520,11297,462987,429006,-,-,-,33981,180697,187174
2,13122,葛飾区,1,19,ゴム製品製造業,1,72,47,-,-,65,47,7,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13122,葛飾区,1,20,なめし革・同製品・毛皮製造業,5,239,118,-,-,149,105,90,13,-,-,-,-,80451,219928,161537,1004,1341,22478,376626,374631,-,108,-,1887,129028,144672
2,13122,葛飾区,1,24,金属製品製造業,10,596,383,-,-,450,349,132,38,28,10,3,3,232060,606736,113999,5376,10918,456782,1103387,667459,423759,-,1220,10949,451451,460382
2,13122,葛飾区,1,25,はん用機械器具製造業,1,62,56,-,-,62,56,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13122,葛飾区,1,26,生産用機械器具製造業,2,66,54,-,-,63,54,3,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13122,葛飾区,1,27,業務用機械器具製造業,2,85,75,-,-,82,74,3,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13122,葛飾区,1,29,電気機械器具製造業,5,387,218,-,-,209,163,105,26,74,30,10,1,161145,382676,258231,3689,9897,109041,698437,656425,-,-,-,42012,291990,293306
2,13122,葛飾区,1,30,情報通信機械器具製造業,1,99,48,-,-,52,45,47,3,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,32,その他の製造業,2,67,42,-,-,52,33,15,9,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13123,江戸川区,0,00,総数,51,3430,2404,-,-,2629,2164,784,239,72,53,5,5,1734764,7017853,4439751,166856,170058,796680,11210944,9100440,459574,18967,1646,1630317,3655115,3935368
2,13123,江戸川区,1,09,食料品製造業,7,897,480,-,-,519,384,402,120,-,-,-,-,426339,2389375,1872435,51277,30503,2317,3556915,3040358,60819,-,-,455738,1008818,1088839
2,13123,江戸川区,1,11,繊維工業,2,64,20,-,-,28,20,36,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13123,江戸川区,1,14,パルプ・紙・紙加工品製造業,4,345,258,-,-,291,252,63,16,8,5,-,-,178473,1292293,768436,98262,87829,85396,2017000,1721218,-,-,-,295782,599411,675482
2,13123,江戸川区,1,15,印刷・同関連業,6,343,213,-,-,210,165,122,45,11,3,-,-,114918,266748,59187,249,10680,177860,442033,338445,101942,-,1646,-,143091,162363
2,13123,江戸川区,1,16,化学工業,1,66,45,-,-,60,42,3,-,3,3,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,19,ゴム製品製造業,1,48,39,-,-,41,36,7,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,20,なめし革・同製品・毛皮製造業,2,76,52,-,-,57,46,18,5,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13123,江戸川区,1,21,窯業・土石製品製造業,1,48,42,-,-,45,40,3,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,22,鉄鋼業,1,40,35,-,-,36,34,4,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,23,非鉄金属製造業,1,45,40,-,-,44,40,1,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13123,江戸川区,1,24,金属製品製造業,8,388,329,-,-,344,296,27,20,17,13,5,5,180731,551580,152118,3023,9794,132904,1073589,586465,213224,-,-,273900,470983,484895
2,13123,江戸川区,1,25,はん用機械器具製造業,2,80,70,-,-,74,66,6,4,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13123,江戸川区,1,26,生産用機械器具製造業,10,768,616,-,-,707,595,43,6,32,28,-,-,478312,1415992,792640,1816,13662,245572,2262326,1761207,53189,17725,-,430205,745221,819325
2,13123,江戸川区,1,27,業務用機械器具製造業,1,33,26,-,-,27,24,6,2,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13123,江戸川区,1,29,電気機械器具製造業,2,87,73,-,-,81,71,6,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,31,輸送用機械器具製造業,1,45,28,-,-,33,25,12,3,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,32,その他の製造業,1,57,38,-,-,32,28,25,10,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
1,13200,市部,0,00,総数,514,83759,62637,-,-,58336,49749,18651,8098,8529,6395,803,392,42526499,215165042,174376793,799633,2184632,23938494,374975400,336714029,5497408,671024,1673,32091266,145113202,150164759
1,13200,市部,1,09,食料品製造業,82,15096,7575,-,-,5359,4032,8675,3047,1071,503,617,307,4980880,22230078,19315164,300417,395238,407235,39840813,37874476,79589,-,-,1886748,15479101,16396347
1,13200,市部,1,10,飲料・たばこ・飼料製造業,7,691,554,-,-,462,410,100,36,129,108,1,1,x,x,x,x,x,x,x,x,x,-,-,-,x,x
1,13200,市部,1,11,繊維工業,5,423,101,-,-,220,83,197,18,6,-,-,-,107332,310793,189022,543,4152,116370,519623,405720,113328,-,-,575,191249,193964
1,13200,市部,1,13,家具・装備品製造業,5,1209,907,-,-,997,829,109,44,194,105,-,-,802450,5641144,1633427,2331,6243,3757875,6084946,5640988,144244,25247,-,274467,1203263,726049
1,13200,市部,1,14,パルプ・紙・紙加工品製造業,6,296,211,-,-,206,182,90,29,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,15,印刷・同関連業,40,3684,2491,-,-,2464,1989,1032,363,194,144,39,14,1713030,3480280,1735603,23158,172278,1203613,8720584,7400646,1150209,-,98,169631,4626233,4898048
1,13200,市部,1,16,化学工業,21,1745,1011,-,-,1122,839,511,106,113,66,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
