産業分類階層,産業コード,産業中分類,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員・正職員等／総数(人),常用労働者／常用雇用者／正社員・正職員等／うち男(人),常用労働者／常用雇用者／パート・アルバイト等／総数(人),常用労働者／常用雇用者／パート・アルバイト等／うち男(人),常用労働者／出向・派遣受入者／総数(人),常用労働者／出向・派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
1,25,はん用機械器具製造業,1,03,20～29人,37,885,666,-,-,729,601,154,63,3,3,3,-,412424,717616,1576006,1227116,132358,110933,1305,104294,796929,796929,…,…,…,…
1,25,はん用機械器具製造業,1,04,30～49人,23,931,762,-,-,788,683,128,68,19,15,2,-,462577,1079938,2030220,1747899,190964,10772,118,80467,866322,888061,893723,72179,10601,41912
1,25,はん用機械器具製造業,1,05,50～99人,15,1074,910,-,-,935,830,120,64,19,16,-,-,535369,1008549,2132389,1917494,59247,100277,543,54828,1034242,1048652,410473,77630,4825,33294
1,25,はん用機械器具製造業,1,06,100～199人,7,965,776,-,-,828,723,131,52,11,6,-,-,511190,1765975,3019864,2521320,-,468817,-,29727,1095373,1170017,711231,47456,636,47584
1,25,はん用機械器具製造業,1,08,300～499人,1,359,314,-,-,324,291,35,23,-,-,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,25,はん用機械器具製造業,1,09,500～999人,2,1118,935,-,-,879,773,58,41,181,121,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,26,生産用機械器具製造業,0,00,総数,968,16989,13600,22,17,14284,12079,2121,1063,633,508,85,57,8152913,21870985,40136668,34419380,2725279,423767,2627,2565615,17407838,17626902,8864223,1827591,99801,675949
1,26,生産用機械器具製造業,1,01,4～9人,501,2977,2175,22,17,2489,1917,465,241,6,3,36,25,1157740,1918901,4291759,3384574,771168,41485,1990,92542,2201412,2201412,…,…,…,…
1,26,生産用機械器具製造業,1,02,10～19人,235,3203,2524,-,-,2677,2246,492,249,37,32,13,5,1407171,2303554,5222061,4378326,696247,63987,482,83019,2710267,2710267,…,…,…,…
1,26,生産用機械器具製造業,1,03,20～29人,123,2952,2375,-,-,2549,2187,380,172,29,21,14,10,1494186,3425896,6680533,5876251,493319,109246,129,201588,3041189,3041189,…,…,…,…
1,26,生産用機械器具製造業,1,04,30～49人,61,2320,1924,-,-,2017,1746,217,109,92,75,-,-,1121285,2814198,5149640,4533166,381874,30864,26,203710,2177145,2213961,1691528,436065,13112,113002
1,26,生産用機械器具製造業,1,05,50～99人,34,2158,1794,-,-,1920,1666,211,113,30,18,22,17,1234319,3874684,6596710,5461480,272882,46504,-,815844,2677936,2660364,1873717,536178,22414,145497
1,26,生産用機械器具製造業,1,06,100～199人,9,1209,969,-,-,1039,890,123,44,47,35,-,-,602521,2679857,4414138,3319894,56600,67856,-,969788,1663985,1673130,1562698,240927,34599,105292
1,26,生産用機械器具製造業,1,07,200～299人,3,812,711,-,-,698,624,27,5,100,94,-,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
1,26,生産用機械器具製造業,1,08,300～499人,1,334,275,-,-,319,270,21,18,19,12,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,26,生産用機械器具製造業,1,10,1000人以上,1,1024,853,-,-,576,533,185,112,273,218,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,27,業務用機械器具製造業,0,00,総数,514,13079,9620,23,19,10548,8529,2228,892,487,355,32,25,6758335,16726162,31813349,28465767,662790,532326,-,2152466,12910846,14385572,6672599,453362,230112,493185
1,27,業務用機械器具製造業,1,01,4～9人,224,1346,897,23,19,1065,784,253,91,8,5,12,8,508912,659996,1586864,1243418,296510,17813,-,29123,861859,861859,…,…,…,…
1,27,業務用機械器具製造業,1,02,10～19人,125,1672,1159,-,-,1352,1046,316,110,7,4,4,3,737601,1237213,2800016,2460743,162821,42673,-,133779,1455039,1455039,…,…,…,…
1,27,業務用機械器具製造業,1,03,20～29人,71,1721,1240,-,-,1329,1077,358,137,34,26,-,-,749815,1181628,2774152,2391421,85955,74473,-,222303,1487028,1487028,…,…,…,…
1,27,業務用機械器具製造業,1,04,30～49人,47,1804,1338,-,-,1481,1194,271,106,70,50,5,3,830323,1875742,3946867,3286015,97474,160488,-,402890,1914744,1957542,1445411,102607,40724,56719
1,27,業務用機械器具製造業,1,05,50～99人,30,1937,1407,-,-,1530,1280,365,111,45,19,-,-,1018762,4147157,7060302,6234657,20030,138163,-,667452,1747823,2712793,2674668,120257,10859,205347
1,27,業務用機械器具製造業,1,06,100～199人,9,1263,1013,-,-,1071,906,180,99,57,44,11,11,704690,1513395,3286782,2710947,-,81457,-,494378,1598718,1681096,790506,51437,23856,49180
1,27,業務用機械器具製造業,1,07,200～299人,4,1001,676,-,-,741,571,201,63,59,42,-,-,549822,1515960,2456424,2320454,-,-,-,135970,776963,908798,283169,43315,531,36792
1,27,業務用機械器具製造業,1,08,300～499人,1,460,371,-,-,315,292,104,39,43,42,-,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
1,27,業務用機械器具製造業,1,09,500～999人,3,1875,1519,-,-,1664,1379,180,136,164,123,-,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,0,00,総数,270,10124,6983,9,8,7537,6213,2246,687,779,477,71,28,5409032,29309393,39725331,33568497,1116073,6609,860,5033292,8771141,10972548,9115933,2925229,167303,2473090
1,28,電子部品・デバイス・電子回路製造業,1,01,4～9人,99,593,338,8,7,389,279,196,53,1,-,5,4,199267,369649,864817,638434,191985,1819,860,31719,459068,459068,…,…,…,…
1,28,電子部品・デバイス・電子回路製造業,1,02,10～19人,80,1095,672,1,1,745,575,340,93,15,9,15,7,348080,504869,1158612,850194,266895,2200,-,39323,606575,606575,…,…,…,…
1,28,電子部品・デバイス・電子回路製造業,1,03,20～29人,34,831,506,-,-,553,430,273,73,7,4,4,2,338353,688732,1470214,1155420,191243,2590,-,120961,728542,728542,…,…,…,…
1,28,電子部品・デバイス・電子回路製造業,1,04,30～49人,30,1210,737,-,-,835,672,368,72,31,16,27,2,506794,1356090,2454151,1872896,165354,-,-,415901,1009869,1024171,617839,35305,13001,35851
1,28,電子部品・デバイス・電子回路製造業,1,05,50～99人,9,578,396,-,-,442,341,106,43,39,20,17,12,243143,1613815,2106254,2061382,40055,-,-,4817,421366,459869,487852,63473,129,47170
1,28,電子部品・デバイス・電子回路製造業,1,06,100～199人,12,1536,852,-,-,827,657,581,121,135,81,-,-,639438,1440990,2643484,2403878,194123,-,-,45483,1008567,1188845,1268797,341577,18780,205922
1,28,電子部品・デバイス・電子回路製造業,1,07,200～299人,2,493,334,-,-,266,234,229,103,24,16,3,1,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,1,08,300～499人,1,355,289,-,-,318,259,30,23,7,7,-,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,1,09,500～999人,1,778,653,-,-,669,571,-,-,118,90,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,1,10,1000人以上,2,2655,2206,-,-,2493,2195,123,106,402,234,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,29,電気機械器具製造業,0,00,総数,586,23423,18394,7,5,18422,15607,3307,1539,2192,1717,98,37,12461526,34796130,74479933,61508546,2157216,366728,339,10447104,37986550,38004963,10064177,3355079,381660,824837
1,29,電気機械器具製造業,1,01,4～9人,242,1479,1012,6,4,1149,880,324,129,4,3,17,11,539168,867992,1885907,1505602,318102,10918,46,51239,943825,943825,…,…,…,…
1,29,電気機械器具製造業,1,02,10～19人,152,2063,1405,1,1,1549,1222,494,167,25,19,24,17,851684,1650445,3478279,2789396,228219,43069,167,417428,1713336,1713336,…,…,…,…
1,29,電気機械器具製造業,1,03,20～29人,72,1728,1217,-,-,1331,1086,373,118,31,20,9,7,769304,1707915,3551220,2661962,772319,22460,-,94479,1730378,1730378,…,…,…,…
1,29,電気機械器具製造業,1,04,30～49人,54,2025,1504,-,-,1640,1357,385,151,20,16,-,-,930128,2068258,3884142,3619477,130302,10933,-,123430,1668633,1701584,1251909,73906,3919,61330
1,29,電気機械器具製造業,1,05,50～99人,37,2571,1917,-,-,2036,1752,485,167,139,81,38,1,1205880,2865933,5583785,5198508,200504,62255,126,122392,2576759,2555442,1563461,246540,76491,108079
1,29,電気機械器具製造業,1,06,100～199人,14,1736,1404,-,-,1494,1314,211,95,77,40,-,-,967360,2312637,4499576,4269142,160167,67535,-,2732,2205504,2112906,1012695,90173,11227,76915
1,29,電気機械器具製造業,1,07,200～299人,6,1475,1202,-,-,1200,1101,199,93,124,56,10,1,906582,2109495,3505278,3387971,-,39987,-,77320,1340958,1306261,777209,96228,134783,41375
1,29,電気機械器具製造業,1,08,300～499人,1,362,292,-,-,322,273,38,17,25,15,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,29,電気機械器具製造業,1,09,500～999人,4,2267,1881,-,-,1633,1401,515,391,172,133,-,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
1,29,電気機械器具製造業,1,10,1000人以上,4,7717,6560,-,-,6068,5221,283,211,1575,1334,-,-,4549313,13583082,37115162,27619893,-,-,-,9495269,22948402,22656009,3090443,2592120,98851,226937
1,30,情報通信機械器具製造業,0,00,総数,120,8057,6601,2,1,6786,5837,643,216,870,759,58,36,5169947,32454132,57269411,46293849,503494,x,-,x,24567243,23184416,5219302,639042,88651,478440
1,30,情報通信機械器具製造業,1,01,4～9人,36,226,152,2,1,170,138,54,13,-,-,1,1,75541,103668,258122,233873,21139,192,-,2918,143011,143011,…,…,…,…
1,30,情報通信機械器具製造業,1,02,10～19人,36,511,347,-,-,365,299,144,49,6,3,3,2,196974,335755,775244,583477,174071,2221,-,15475,409235,409235,…,…,…,…
1,30,情報通信機械器具製造業,1,03,20～29人,19,471,325,-,-,376,323,131,34,4,3,3,3,200265,369213,727241,609490,112246,5505,-,-,334057,334057,…,…,…,…
1,30,情報通信機械器具製造業,1,04,30～49人,8,314,260,-,-,271,232,38,23,7,6,-,-,172350,235873,522960,478693,12440,14181,-,17646,266307,270102,227183,8949,102,9545
1,30,情報通信機械器具製造業,1,05,50～99人,12,865,622,-,-,676,553,162,62,29,9,5,2,385455,765075,1592188,1340989,171085,39974,-,40140,763787,779757,535124,14538,7335,20422
1,30,情報通信機械器具製造業,1,06,100～199人,6,826,582,-,-,716,559,86,12,47,26,46,28,483951,1651106,2536086,2290871,12513,-,-,232702,806654,836462,477052,38544,851,44001
1,30,情報通信機械器具製造業,1,09,500～999人,1,842,762,-,-,775,719,-,-,219,182,-,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,10,1000人以上,2,4002,3551,-,-,3437,3014,28,23,558,530,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,31,輸送用機械器具製造業,0,00,総数,278,21250,18408,3,3,16261,14599,2886,2085,2672,2257,18,14,10087141,80666449,158660805,156382333,2042900,41627,1832,192113,72135191,72424724,10117485,2733464,126804,1867188
1,31,輸送用機械器具製造業,1,01,4～9人,116,713,505,3,3,577,448,128,51,5,3,5,4,257061,395642,945206,680361,222489,12389,39,29928,510524,510524,…,…,…,…
1,31,輸送用機械器具製造業,1,02,10～19人,69,927,702,-,-,704,582,198,96,26,24,7,4,371249,615329,1278308,930030,295673,2564,4,50037,614682,614682,…,…,…,…
1,31,輸送用機械器具製造業,1,03,20～29人,34,831,623,-,-,637,536,181,77,17,14,6,6,361908,665436,1344777,1062831,237472,1569,442,42463,629607,629607,…,…,…,…
1,31,輸送用機械器具製造業,1,04,30～49人,17,681,530,-,-,513,446,124,42,45,43,-,-,307592,419266,1050089,769672,276025,885,1347,2160,571914,589877,684553,46872,744,37026
1,31,輸送用機械器具製造業,1,05,50～99人,21,1368,1103,-,-,1004,872,276,168,90,64,-,-,576657,2022672,3059562,2515987,x,x,-,3956,862605,982255,986332,133187,15085,125094
1,31,輸送用機械器具製造業,1,06,100～199人,14,1909,1662,-,-,1552,1417,168,89,202,169,-,-,1023870,3055002,5301254,5218718,82184,-,-,352,1925105,2114412,1678603,252345,11599,208225
1,31,輸送用機械器具製造業,1,07,200～299人,3,660,614,-,-,455,421,142,130,69,69,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,31,輸送用機械器具製造業,1,08,300～499人,1,300,237,-,-,249,212,51,25,-,-,-,-,x,x,x,x,x,x,-,-,x,x,x,x,x,x
1,31,輸送用機械器具製造業,1,10,1000人以上,3,13861,12432,-,-,10570,9665,1618,1407,2218,1871,-,-,6785825,70790362,142389816,142389816,-,-,-,-,66503671,66430653,6443956,2228125,62892,1456334
1,32,その他の製造業,0,00,総数,561,9462,6185,22,18,7188,5478,2177,646,135,100,63,32,4090024,11728285,20778829,16765020,893578,52982,454,3066795,8299280,8499185,3109765,294188,20603,246574
1,32,その他の製造業,1,01,4～9人,317,1919,1188,22,18,1483,1039,411,128,6,4,30,21,639283,1165887,2417436,1990445,249808,10463,257,166463,1160691,1160691,…,…,…,…
1,32,その他の製造業,1,02,10～19人,141,1922,1180,-,-,1462,1047,453,129,8,5,8,5,747173,1791964,3219967,2670776,350094,6169,-,192928,1330544,1330544,…,…,…,…
1,32,その他の製造業,1,03,20～29人,54,1308,842,-,-,991,774,306,61,12,8,25,6,509314,1165466,2284592,1981661,204538,3600,-,94793,1042012,1042012,…,…,…,…
1,32,その他の製造業,1,04,30～49人,23,887,602,-,-,720,541,161,58,6,3,-,-,396437,1029181,1992405,1844317,37270,3,-,110815,879410,894825,364987,17933,3556,23134
1,32,その他の製造業,1,05,50～99人,17,1172,793,-,-,896,718,271,73,11,7,-,-,568114,1446196,2635777,1964647,33890,1550,-,635690,1075941,1116438,1049690,87190,4394,46543
1,32,その他の製造業,1,06,100～199人,6,795,541,-,-,570,453,217,83,10,7,-,-,387495,966112,1820583,1577727,17978,31197,197,193484,702467,801869,1056197,75414,8335,85273
1,32,その他の製造業,1,07,200～299人,2,434,273,-,-,327,245,106,28,2,1,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,32,その他の製造業,1,10,1000人以上,1,1025,766,-,-,739,661,252,86,80,65,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018東京の工業　平成30年工業統計調査報告（平成29年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第3-1表　産業中分類，従業者規模別統計表（従業者4人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
従業者規模階層（0：総数、1：従業者規模）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
