地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13107,墨田区,2,144,紙製品製造業,10,126,65,3,2,84,57,39,6,-,-,14,-,40855,36669,215304,191998,20536,165579,165579
2,13107,墨田区,2,145,紙製容器製造業,25,239,143,3,1,167,121,64,16,5,5,8,6,86086,127347,289006,220330,47153,146922,149691
2,13107,墨田区,2,149,その他のパルプ・紙・紙加工品製造業,9,74,55,-,-,54,43,20,12,-,-,-,-,19963,38224,87868,51463,35973,45967,45967
2,13107,墨田区,1,150,印刷・同関連業,128,2311,1589,4,3,1877,1434,350,114,82,40,6,1,954223,1825124,3459126,2874191,404607,1475968,1517992
2,13107,墨田区,2,151,印刷業,78,1385,915,1,1,1119,832,241,68,24,14,5,-,577293,1071346,2173428,2007248,111931,976204,1024069
2,13107,墨田区,2,152,製版業,13,536,394,-,-,433,341,47,29,58,26,1,1,255939,681893,980898,866908,2467,285220,277788
2,13107,墨田区,2,153,製本業、印刷物加工業,34,312,230,3,2,266,213,43,15,-,-,-,-,105653,50151,258517,35,243926,193328,193328
2,13107,墨田区,2,159,印刷関連サービス業,3,78,50,-,-,59,48,19,2,-,-,-,-,15338,21734,46283,-,46283,21216,22807
2,13107,墨田区,1,160,化学工業,18,3096,1857,-,-,2806,1813,90,28,208,23,1,-,1962640,3832659,10483483,10421150,14869,6077948,6197334
2,13107,墨田区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,6,166,71,-,-,144,68,25,5,-,-,-,-,76203,77855,155334,147834,6900,68206,72453
2,13107,墨田区,2,165,医薬品製造業,2,89,38,-,-,51,27,35,9,3,2,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,5,2793,1714,-,-,2570,1689,23,9,205,21,-,-,1827402,3651738,10062023,10010296,5798,5864598,5973687
2,13107,墨田区,2,169,その他の化学工業,5,48,34,-,-,41,29,7,5,-,-,1,-,x,x,x,x,x,x,x
2,13107,墨田区,1,170,石油製品・石炭製品製造業,1,16,13,-,-,4,3,12,10,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,174,舗装材料製造業,1,16,13,-,-,4,3,12,10,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,180,プラスチック製品製造業（別掲を除く）,35,448,272,3,2,356,269,106,14,2,-,-,-,205046,265242,627322,417317,53722,326696,337685
2,13107,墨田区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,3,23,14,-,-,20,14,3,-,-,-,-,-,8284,8665,21709,11512,10197,12078,12078
2,13107,墨田区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,5,24,15,2,1,17,14,5,-,-,-,-,-,7169,6786,18388,7644,10744,10743,10743
2,13107,墨田区,2,183,工業用プラスチック製品製造業,9,197,140,-,-,189,149,26,4,1,-,-,-,108478,148934,334466,180752,13563,166436,174123
2,13107,墨田区,2,184,発泡・強化プラスチック製品製造業,2,12,5,1,1,8,4,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,1,4,4,-,-,3,3,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,189,その他のプラスチック製品製造業,15,188,94,-,-,119,85,68,9,1,-,-,-,76748,95183,241925,208375,17418,132662,135964
2,13107,墨田区,1,190,ゴム製品製造業,50,556,360,4,2,398,295,136,51,18,12,2,1,189450,360752,781225,740365,38304,388992,389395
2,13107,墨田区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,44,483,319,4,2,340,259,121,46,18,12,2,1,164671,326760,687811,650051,35204,334308,334308
2,13107,墨田区,2,199,その他のゴム製品製造業,6,73,41,-,-,58,36,15,5,-,-,-,-,24779,33992,93414,90314,3100,54684,55087
2,13107,墨田区,1,200,なめし革・同製品・毛皮製造業,49,791,496,2,2,599,412,192,85,1,-,-,-,288611,841371,1645962,1515446,111534,748848,749019
2,13107,墨田区,2,201,なめし革製造業,16,199,150,-,-,135,106,67,47,-,-,-,-,71506,153741,295668,219364,67433,131438,131438
2,13107,墨田区,2,203,革製履物用材料・同附属品製造業,1,16,3,-,-,3,3,13,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,204,革製履物製造業,3,131,100,1,1,98,88,32,11,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,206,かばん製造業,4,26,15,-,-,20,14,6,1,-,-,-,-,7863,36009,47852,47852,-,10966,10966
2,13107,墨田区,2,207,袋物製造業,20,314,176,1,1,244,151,68,24,1,-,-,-,131677,516854,876816,861218,5487,334377,337410
2,13107,墨田区,2,209,その他のなめし革製品製造業,5,105,52,-,-,99,50,6,2,-,-,-,-,35689,26584,91488,53524,37964,57619,60103
2,13107,墨田区,1,210,窯業・土石製品製造業,9,338,239,-,-,288,210,40,19,10,10,-,-,140284,378980,635176,392663,15512,227835,239580
2,13107,墨田区,2,211,ガラス・同製品製造業,9,338,239,-,-,288,210,40,19,10,10,-,-,140284,378980,635176,392663,15512,227835,239580
2,13107,墨田区,1,220,鉄鋼業,8,238,208,1,1,220,190,22,20,-,-,-,-,181162,1255564,1831800,1817497,14303,534110,534393
2,13107,墨田区,2,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,1,194,176,-,-,182,164,17,15,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,229,その他の鉄鋼業,7,44,32,1,1,38,26,5,5,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,1,230,非鉄金属製造業,4,37,27,-,-,30,24,7,3,-,-,-,-,18465,59381,106938,35259,16731,44035,44035
2,13107,墨田区,2,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,1,7,6,-,-,6,5,1,1,-,-,-,-,x,x,x,-,x,x,x
2,13107,墨田区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,1,7,5,-,-,4,4,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,235,非鉄金属素形材製造業,1,10,7,-,-,8,7,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,239,その他の非鉄金属製造業,1,13,9,-,-,12,8,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,240,金属製品製造業,129,1291,891,5,5,1039,798,245,86,2,2,12,5,488238,961521,1906191,1547041,341980,871884,875639
2,13107,墨田区,2,241,ブリキ缶・その他のめっき板等製品製造業,3,45,27,-,-,39,25,6,2,-,-,-,-,13725,27077,52948,52820,128,23955,23955
2,13107,墨田区,2,242,洋食器・刃物・手道具・金物類製造業,15,127,86,1,1,101,76,25,9,-,-,4,1,58042,110999,216469,202782,13264,97688,97688
2,13107,墨田区,2,243,暖房・調理等装置、配管工事用附属品製造業,3,71,51,-,-,58,42,12,8,1,1,-,-,20800,35785,89421,87192,1207,47169,49845
2,13107,墨田区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),29,240,189,1,1,221,177,18,11,-,-,1,1,100653,179567,416106,391417,17511,216238,219491
2,13107,墨田区,2,245,金属素形材製品製造業,15,215,133,-,-,169,122,46,11,-,-,-,-,85585,296467,490538,446091,39994,182115,179941
2,13107,墨田区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,36,365,237,-,-,253,206,111,30,1,1,7,3,124481,147394,329126,67457,260124,168272,168272
2,13107,墨田区,2,247,金属線製品製造業（ねじ類を除く),5,29,18,-,-,26,18,3,-,-,-,-,-,10041,73530,96441,92258,1634,21225,21225
2,13107,墨田区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,12,100,72,1,1,87,63,12,8,-,-,-,-,37335,55943,117778,113887,3891,57254,57254
2,13107,墨田区,2,249,その他の金属製品製造業,11,99,78,2,2,85,69,12,7,-,-,-,-,37576,34759,97364,93137,4227,57968,57968
2,13107,墨田区,1,250,はん用機械器具製造業,12,192,150,-,-,178,139,14,11,-,-,1,-,87021,199009,375499,281783,35645,158468,166316
2,13107,墨田区,2,252,ポンプ・圧縮機器製造業,3,15,11,-,-,13,9,2,2,-,-,1,-,6458,13961,37494,31751,-,21789,21789
2,13107,墨田区,2,253,一般産業用機械・装置製造業,3,25,17,-,-,24,16,1,1,-,-,-,-,9162,9660,26910,5072,21538,15972,15972
2,13107,墨田区,2,259,その他のはん用機械・同部分品製造業,6,152,122,-,-,141,114,11,8,-,-,-,-,71401,175388,311095,244960,14107,120707,128555
2,13107,墨田区,1,260,生産用機械器具製造業,37,530,435,1,1,455,391,70,41,4,2,4,4,239746,251968,687030,616059,47554,394372,403525
2,13107,墨田区,2,262,建設機械・鉱山機械製造業,1,12,10,-,-,11,9,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,264,生活関連産業用機械製造業,2,8,5,-,-,6,3,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,265,基礎素材産業用機械製造業,2,20,13,-,-,16,13,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,266,金属加工機械製造業,10,105,80,1,1,88,70,14,9,2,-,3,3,48772,68928,147473,121744,24448,72728,72728
2,13107,墨田区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,1,13,9,-,-,9,7,4,2,-,-,-,-,x,x,x,-,x,x,x
2,13107,墨田区,2,269,その他の生産用機械・同部分品製造業,21,372,318,-,-,325,289,45,27,2,2,1,1,167465,153051,455869,445785,1453,271923,281076
2,13107,墨田区,1,270,業務用機械器具製造業,4,30,22,-,-,22,18,8,4,-,-,-,-,11415,32069,47875,29855,288,14640,14640
2,13107,墨田区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,1,11,8,-,-,9,8,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,274,医療用機械器具・医療用品製造業,3,19,14,-,-,13,10,6,4,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,1,280,電子部品・デバイス・電子回路製造業,2,14,7,-,-,10,8,5,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,282,電子部品製造業,1,7,6,-,-,8,7,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,289,その他の電子部品・デバイス・電子回路製造業,1,7,1,-,-,2,1,5,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,290,電気機械器具製造業,7,80,52,1,-,60,48,19,4,-,-,-,-,28975,63822,135575,88349,46724,66439,66439
2,13107,墨田区,2,291,発電用・送電用・配電用電気機械器具製造業,2,25,22,1,-,22,20,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,292,産業用電気機械器具製造業,1,7,4,-,-,5,3,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,294,電球・電気照明器具製造業,3,29,14,-,-,15,13,14,1,-,-,-,-,7711,45893,73563,62832,10731,25621,25621
2,13107,墨田区,2,296,電子応用装置製造業,1,19,12,-,-,18,12,1,-,-,-,-,-,x,x,x,-,x,x,x
2,13107,墨田区,1,300,情報通信機械器具製造業,1,9,7,-,-,9,7,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,303,電子計算機・同附属装置製造業,1,9,7,-,-,9,7,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,310,輸送用機械器具製造業,7,88,61,-,-,72,55,16,6,-,-,-,-,30199,69758,134155,119635,3860,60213,60213
2,13107,墨田区,2,311,自動車・同附属品製造業,4,58,40,-,-,48,37,10,3,-,-,-,-,18405,54633,94656,80239,3860,37644,37644
2,13107,墨田区,2,312,鉄道車両・同部分品製造業,2,23,16,-,-,19,14,4,2,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,319,その他の輸送用機械器具製造業,1,7,5,-,-,5,4,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,320,その他の製造業,52,521,343,3,3,387,296,129,44,2,-,3,1,179325,441766,831655,724951,69178,366235,367382
2,13107,墨田区,2,321,貴金属・宝石製品製造業,5,34,24,-,-,26,20,8,4,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,13,117,64,-,-,76,54,41,10,-,-,1,-,30865,71339,132140,90058,31354,56297,56297
2,13107,墨田区,2,324,楽器製造業,1,8,5,-,-,6,5,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,325,がん具・運動用具製造業,8,139,98,1,1,102,82,34,15,2,-,2,1,46115,148650,297730,285725,11781,138446,139593
2,13107,墨田区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,6,51,29,1,1,33,26,17,2,-,-,-,-,22186,13140,68582,67725,857,51336,51336
2,13107,墨田区,2,328,畳等生活雑貨製品製造業,6,36,20,1,1,24,13,11,6,-,-,-,-,9061,12194,30420,24183,648,16877,16877
2,13107,墨田区,2,329,他に分類されない製造業,13,136,103,-,-,120,96,16,7,-,-,-,-,59084,175975,256211,214131,21095,79109,79109
2,13108,江東区,0,000,総数,469,9242,6477,9,8,6963,5435,1922,776,400,307,104,33,4051423,13815654,27773378,23584869,3051253,12520745,12977010
2,13108,江東区,1,090,食料品製造業,40,1710,815,-,-,681,471,969,306,63,41,54,-,532374,2618466,4350310,4196572,104869,1578222,1605799
2,13108,江東区,2,092,水産食料品製造業,9,169,95,-,-,96,76,71,18,2,1,-,-,77455,508609,633723,590446,10742,115912,115912
2,13108,江東区,2,095,糖類製造業,2,32,20,-,-,27,20,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,096,精穀・製粉業,2,44,33,-,-,37,28,6,5,4,3,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,097,パン・菓子製造業,14,683,266,-,-,296,162,384,104,3,-,54,-,203360,234873,814625,803013,5321,525822,537119
2,13108,江東区,2,099,その他の食料品製造業,13,782,401,-,-,225,185,503,179,54,37,-,-,212559,682324,1610262,1585310,24952,844784,861064
2,13108,江東区,1,100,飲料・たばこ・飼料製造業,1,7,6,-,-,6,6,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,103,茶・コーヒー製造業（清涼飲料を除く）,1,7,6,-,-,6,6,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,110,繊維工業,14,115,45,1,-,81,42,33,3,-,-,2,-,37375,134753,262502,33592,75284,118341,118341
2,13108,江東区,2,113,ニット生地製造業,1,7,6,-,-,6,5,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,114,染色整理業,1,19,10,-,-,16,10,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,115,綱・網・レース・繊維粗製品製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,116,外衣・シャツ製造業（和式を除く）,8,69,22,1,-,46,20,22,2,-,-,-,-,19797,112032,195608,17465,28267,77439,77439
2,13108,江東区,2,119,その他の繊維製品製造業,3,16,4,-,-,9,4,7,-,-,-,2,-,3979,1696,19997,-,19967,16946,16946
2,13108,江東区,1,120,木材・木製品製造業（家具を除く）,17,271,225,-,-,252,210,15,12,4,3,9,9,121231,359504,714874,673785,31733,303659,329831
2,13108,江東区,2,121,製材業、木製品製造業,9,90,72,-,-,81,64,9,8,-,-,-,-,35707,82606,158067,140828,16566,69872,69872
2,13108,江東区,2,122,造作材・合板・建築用組立材料製造業,8,181,153,-,-,171,146,6,4,4,3,9,9,85524,276898,556807,532957,15167,233787,259959
2,13108,江東区,1,130,家具・装備品製造業,15,202,151,2,2,179,142,19,7,2,-,1,1,89194,271501,471618,218359,67656,182884,185158
2,13108,江東区,2,131,家具製造業,10,160,116,2,2,143,108,13,6,2,-,1,1,75218,240442,411694,160442,65649,156158,158432
2,13108,江東区,2,133,建具製造業,2,10,7,-,-,7,6,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,139,その他の家具・装備品製造業,3,32,28,-,-,29,28,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,1,140,パルプ・紙・紙加工品製造業,32,355,222,-,-,266,199,89,23,3,1,-,-,127587,271732,490237,301250,x,201445,202371
2,13108,江東区,2,143,加工紙製造業,2,26,16,-,-,20,16,6,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,144,紙製品製造業,9,107,65,-,-,73,55,31,9,3,1,-,-,31948,110486,149935,54561,95374,36527,36527
2,13108,江東区,2,145,紙製容器製造業,15,139,78,-,-,105,69,37,10,-,-,-,-,49558,98463,188984,168001,20983,83817,83817
2,13108,江東区,2,149,その他のパルプ・紙・紙加工品製造業,6,83,63,-,-,68,59,15,4,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,1,150,印刷・同関連業,159,3197,2507,2,2,2725,2191,390,248,121,106,8,5,1560844,2529365,6328696,4188641,1967043,3259655,3534743
2,13108,江東区,2,151,印刷業,112,2789,2219,1,1,2377,1935,331,217,120,105,6,3,1412897,2438015,5974100,4088439,1713378,3015863,3290951
2,13108,江東区,2,152,製版業,8,108,83,-,-,106,82,3,2,-,-,-,-,49466,36207,127813,99137,28378,84867,84867
2,13108,江東区,2,153,製本業、印刷物加工業,39,300,205,1,1,242,174,56,29,1,1,2,2,98481,55143,226783,1065,225287,158925,158925
2,13108,江東区,1,160,化学工業,7,539,313,-,-,430,250,32,23,77,40,4,-,306141,733833,3720041,3660803,-,2689403,2771165
2,13108,江東区,2,162,無機化学工業製品製造業,2,33,28,-,-,31,26,1,1,1,1,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,2,42,33,-,-,35,28,5,4,2,1,4,-,x,x,x,x,-,x,x
2,13108,江東区,2,165,医薬品製造業,2,377,209,-,-,304,164,24,18,49,27,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,1,87,43,-,-,60,32,2,-,25,11,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,170,石油製品・石炭製品製造業,3,64,49,-,-,57,44,4,2,3,3,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,174,舗装材料製造業,3,64,49,-,-,57,44,4,2,3,3,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,180,プラスチック製品製造業（別掲を除く）,21,304,180,-,-,220,165,82,15,2,-,6,1,119834,401872,716535,499242,97256,287806,293827
2,13108,江東区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,2,54,27,-,-,32,24,22,3,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,2,23,12,-,-,17,11,6,1,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,183,工業用プラスチック製品製造業,2,11,4,-,-,7,4,2,-,2,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,184,発泡・強化プラスチック製品製造業,3,38,27,-,-,35,27,3,-,-,-,-,-,14219,32753,50714,39435,11279,16630,16630
2,13108,江東区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,2,39,31,-,-,38,31,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,189,その他のプラスチック製品製造業,10,139,79,-,-,91,68,48,11,-,-,6,1,52014,120110,308425,255508,50572,171134,174733
2,13108,江東区,1,190,ゴム製品製造業,7,60,39,-,-,45,35,15,4,-,-,-,-,28508,38106,87825,74907,3357,46126,46126
2,13108,江東区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,7,60,39,-,-,45,35,15,4,-,-,-,-,28508,38106,87825,74907,3357,46126,46126
2,13108,江東区,1,200,なめし革・同製品・毛皮製造業,2,20,6,-,-,12,6,8,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,207,袋物製造業,2,20,6,-,-,12,6,8,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,210,窯業・土石製品製造業,21,381,307,-,-,308,261,56,29,21,21,8,8,191393,1831920,2949720,2902500,11682,1031495,1035511
2,13108,江東区,2,211,ガラス・同製品製造業,8,114,76,-,-,95,67,19,9,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,212,セメント・同製品製造業,11,216,201,-,-,183,171,15,12,21,21,8,8,124896,1733270,2682985,2673542,-,878230,879393
2,13108,江東区,2,217,研磨材・同製品製造業,1,17,12,-,-,12,8,6,5,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,219,その他の窯業・土石製品製造業,1,34,18,-,-,18,15,16,3,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,1,220,鉄鋼業,14,273,242,-,-,238,219,14,6,21,17,3,3,124892,1266629,1669083,1503380,99110,368813,373965
2,13108,江東区,2,229,その他の鉄鋼業,14,273,242,-,-,238,219,14,6,21,17,3,3,124892,1266629,1669083,1503380,99110,368813,373965
2,13108,江東区,1,230,非鉄金属製造業,4,140,112,-,-,138,113,3,-,-,-,1,-,89461,783552,1126705,x,78747,330527,324854
2,13108,江東区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,2,101,82,-,-,101,83,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,234,電線・ケーブル製造業,1,10,4,-,-,8,4,2,-,-,-,1,-,x,x,x,-,x,x,x
2,13108,江東区,2,239,その他の非鉄金属製造業,1,29,26,-,-,29,26,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13108,江東区,1,240,金属製品製造業,52,559,438,2,2,494,399,59,33,4,4,4,4,236985,804336,1285202,1004477,205656,430514,445861
2,13108,江東区,2,242,洋食器・刃物・手道具・金物類製造業,8,166,128,-,-,157,122,9,6,-,-,-,-,75871,366238,576376,567166,9069,180072,195490
2,13108,江東区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),24,270,222,1,1,237,203,29,15,3,3,3,3,116200,383847,550032,355098,121302,153645,153574
2,13108,江東区,2,245,金属素形材製品製造業,3,25,18,1,1,23,17,1,-,-,-,-,-,8903,18488,42146,39050,1800,21905,21905
2,13108,江東区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,4,26,20,-,-,21,17,5,3,-,-,-,-,7690,8066,24274,7463,16811,15007,15007
2,13108,江東区,2,247,金属線製品製造業（ねじ類を除く),4,17,10,-,-,16,10,1,-,-,-,-,-,5114,12370,18017,5567,12450,5229,5229
2,13108,江東区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,4,26,18,-,-,16,13,10,5,-,-,-,-,7802,11212,26990,26990,-,14609,14609
2,13108,江東区,2,249,その他の金属製品製造業,5,29,22,-,-,24,17,4,4,1,1,1,1,15405,4115,47367,3143,44224,40047,40047
2,13108,江東区,1,250,はん用機械器具製造業,5,94,79,-,-,76,67,18,12,-,-,-,-,39676,77167,142233,67753,x,59640,60339
2,13108,江東区,2,251,ボイラ・原動機製造業,1,18,15,-,-,15,13,3,2,-,-,-,-,x,x,x,-,x,x,x
2,13108,江東区,2,253,一般産業用機械・装置製造業,1,12,9,-,-,10,9,2,-,-,-,-,-,x,x,x,-,x,x,x
2,13108,江東区,2,259,その他のはん用機械・同部分品製造業,3,64,55,-,-,51,45,13,10,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,1,260,生産用機械器具製造業,19,373,308,1,1,275,231,28,15,69,61,1,-,146068,549401,984807,897010,34295,372507,415442
2,13108,江東区,2,262,建設機械・鉱山機械製造業,2,151,129,-,-,125,110,3,2,23,17,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,264,生活関連産業用機械製造業,3,23,17,1,1,18,15,4,1,-,-,-,-,9806,10315,27860,16469,10560,16246,16246
2,13108,江東区,2,265,基礎素材産業用機械製造業,3,76,69,-,-,29,24,2,2,45,43,-,-,25699,114437,174930,158595,16335,47500,61211
2,13108,江東区,2,266,金属加工機械製造業,2,12,7,-,-,9,7,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,1,14,10,-,-,13,9,-,-,1,1,1,-,x,x,x,x,-,x,x
2,13108,江東区,2,269,その他の生産用機械・同部分品製造業,8,97,76,-,-,81,66,16,10,-,-,-,-,44526,46635,191305,189950,72,133954,133954
2,13108,江東区,1,270,業務用機械器具製造業,3,117,93,-,-,95,81,21,11,1,1,-,-,41738,190446,296688,278993,12083,96745,98663
2,13108,江東区,2,271,事務用機械器具製造業,1,7,5,-,-,6,4,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,1,38,30,-,-,37,30,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,274,医療用機械器具・医療用品製造業,1,72,58,-,-,52,47,19,10,1,1,-,-,x,x,x,x,x,x,x
2,13108,江東区,1,280,電子部品・デバイス・電子回路製造業,1,40,25,-,-,30,22,9,2,1,1,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,282,電子部品製造業,1,40,25,-,-,30,22,9,2,1,1,-,-,x,x,x,x,x,x,x
2,13108,江東区,1,290,電気機械器具製造業,10,136,110,-,-,128,104,8,6,-,-,-,-,60893,167894,270058,231441,16981,92837,94925
2,13108,江東区,2,291,発電用・送電用・配電用電気機械器具製造業,6,96,79,-,-,92,77,4,2,-,-,-,-,41399,82059,148009,133571,6558,59306,61394
2,13108,江東区,2,292,産業用電気機械器具製造業,1,9,7,-,-,7,5,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,293,民生用電気機械器具製造業,2,27,22,-,-,25,20,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,294,電球・電気照明器具製造業,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13108,江東区,1,300,情報通信機械器具製造業,1,8,6,-,-,6,6,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,303,電子計算機・同附属装置製造業,1,8,6,-,-,6,6,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,1,310,輸送用機械器具製造業,9,166,136,-,-,130,113,28,15,8,8,-,-,86065,293556,406631,352017,37658,133984,106027
2,13108,江東区,2,311,自動車・同附属品製造業,2,40,29,-,-,27,23,13,6,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,312,鉄道車両・同部分品製造業,2,40,39,-,-,32,31,-,-,8,8,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,313,船舶製造・修理業、舶用機関製造業,3,69,56,-,-,57,48,12,8,-,-,-,-,45266,246966,289159,285779,3380,68352,40395
2,13108,江東区,2,315,産業用運搬車両・同部分品・附属品製造業,1,6,5,-,-,6,5,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,319,その他の輸送用機械器具製造業,1,11,7,-,-,8,6,3,1,-,-,-,-,x,x,x,x,-,x,x
