一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
374,江戸川区江戸川5-7-6,35.676693,139.885086,JGD2011,都道新荒川葛西堤防線,b,2013-12-11,2013-12-12,4,2,1.6,1.2,70,65
375,江戸川区江戸川1-36-4,35.686520,139.907822,JGD2011,都道新荒川葛西堤防線,a,2013-12-11,2013-12-12,4,2,1.6,1.2,69,64
376,江戸川区北小岩5-34-10,35.739651,139.892014,JGD2011,都道江戸川堤防線,a,2013-12-11,2013-12-12,4,2,1,1.2,69,64
377,江戸川区上篠崎2-24,35.711693,139.906494,JGD2011,都道江戸川堤防線,a,2013-12-11,2013-12-12,4,2,3.2,1.2,68,63
378,江戸川区松島2-5-6,35.707214,139.859146,JGD2011,都道新荒川葛西堤防線,C,2013-12-11,2013-12-12,4,2,4.5,1.2,62,61
379,江戸川区東葛西7-15-1,35.659134,139.877853,JGD2011,都道新荒川葛西堤防線,B,2013-12-11,2013-12-12,4,6,7.5,1.2,64,58
380,江戸川区江戸川5-7-6,35.676693,139.885086,JGD2011,都道新荒川葛西堤防線,B,2013-12-11,2013-12-12,4,2,1.6,1.2,70,65
381,江戸川区江戸川1-36-4,35.686520,139.907822,JGD2011,都道新荒川葛西堤防線,A,2013-12-11,2013-12-12,4,2,1.6,1.2,69,64
382,江戸川区北小岩5-34-10,35.739651,139.892014,JGD2011,都道江戸川堤防線,A,2013-12-11,2013-12-12,4,2,1,1.2,69,64
383,江戸川区上篠崎2-24,35.711693,139.906494,JGD2011,都道江戸川堤防線,A,2013-12-11,2013-12-12,4,2,3,1.2,68,63
384,八王子市片倉町2416先,35.640305,139.338898,JGD2011,国道16号(東京環状),b,2013-11-28,2013-11-29,3,2,1.8,1.2,71,70
385,八王子市中野山王1-8-7先,35.670620,139.331345,JGD2011,国道16号(東京環状),c,2013-11-26,2013-11-27,3,2,2.6,1.2,69,66
386,八王子市北野町549-5先,35.646137,139.353210,JGD2011,国道16号八王子バイパス,c,2013-11-26,2013-11-27,3,6,8.3,1.2,70,69
387,八王子市大谷町355-1先,35.677241,139.354245,JGD2011,国道16号八王子バイパス,b,2013-11-26,2013-11-27,3,6,0,1.2,72,71
388,八王子市明神町4-21-1先,35.660000,139.345459,JGD2011,国道20号(甲州街道),c,2013-11-26,2013-11-27,3,4,3.7,1.2,69,66
389,八王子市八日町6-2先,35.660316,139.329941,JGD2011,国道20号(甲州街道),c,2013-11-28,2013-11-29,3,4,5,1.2,69,67
390,八王子市並木町15-15先,35.651310,139.300201,JGD2011,国道20号(甲州街道),b,2013-11-28,2013-11-29,3,4,4.4,1.2,69,65
391,八王子市加住町1-170-2先,35.700542,139.316833,JGD2011,国道411号(滝山街道),a,2013-11-26,2013-11-27,3,2,1.5,1.2,69,63
392,八王子市下柚木2-10-6先,35.627022,139.382715,JGD2011,都道20号線府中相模原線,b,2013-11-26,2013-11-27,4,4,2.8,1.2,66,60
393,八王子市中野上町1-32-19先,35.668228,139.322296,JGD2011,都道32号線(秋川街道),c,2013-11-26,2013-11-27,4,2,1.2,1.2,70,67
394,八王子市川口町908-1先,35.693378,139.279099,JGD2011,都道32号線(秋川街道),a,2013-11-28,2013-11-29,4,2,1.5,1.2,69,64
395,八王子市犬目町863先,35.693054,139.303253,JGD2011,都道46号線(高尾街道),a,2013-11-28,2013-11-29,4,2,2.1,1.2,69,65
396,八王子市四谷町741-6先,35.675873,139.297012,JGD2011,都道46号線(高尾街道),b,2013-11-28,2013-11-29,4,2,1.1,1.2,65,63
397,八王子市狭間町1737先,35.637131,139.287140,JGD2011,都道47号線(町田街道),a,2013-11-26,2013-11-27,4,2,1.7,1.2,72,68
398,八王子市石川町2065先,35.671555,139.360764,JGD2011,都道59号線八王子武蔵村山線,b,2013-11-26,2013-11-27,4,2,2.5,1.2,69,66
399,八王子市片倉町245-1先,35.643373,139.333615,JGD2011,都道173号線(北野街道),a,2013-11-26,2013-11-27,4,2,1.7,1.2,67,64
400,八王子市大楽寺町539先,35.670731,139.298981,JGD2011,都道521号線(陣馬街道),b,2013-11-28,2013-11-29,4,2,2.1,1.2,66,63
401,八王子市西寺方町712先,35.680351,139.273941,JGD2011,都道521号線(陣馬街道),a,2013-11-28,2013-11-29,4,2,2.4,1.2,71,65
402,八王子市元本郷町1-3-9先,35.662304,139.321259,JGD2011,市道17号線(国道20号ﾊﾞｲﾊﾟｽ),c,2013-11-26,2013-11-27,5,4,2.9,1.2,72,68
403,八王子市下恩方町1849-1先,35.671494,139.260800,JGD2011,都道61号線山田宮の前線,a,2013-11-28,2013-11-29,4,2,4.4,1.2,69,64
404,八王子市松木30-3,35.621720,139.390159,JGD2011,先都道158号線(多摩ﾆｭｰﾀｳﾝ通り),b,2013-11-28,2013-11-29,4,4,4.8,1.2,67,63
405,八王子市下柚木341先,35.628994,139.380585,JGD2011,都道160号線(野猿街道),c,2013-11-26,2013-11-27,4,4,4.3,1.2,62,57
406,八王子市美山町1777-1先,35.687572,139.250882,JGD2011,都道61号線（山田宮の前線）,a,2013-11-28,2013-11-29,4,2,4.3,1.2,65,58
407,八王子市下恩方町1185-1先,35.677281,139.256892,JGD2011,都道61号線山田宮の前線,a,2013-11-28,2013-11-29,4,2,4.4,1.2,66,62
408,八王子市左入町130-1先,35.681875,139.344343,JGD2011,国道16号,C,2013-12-02,2013-12-03,3,4,6,1.2,73,72
409,八王子市片倉町2416先,35.640305,139.338898,JGD2011,国道16号,B,2013-11-28,2013-11-29,3,2,2.4,1.2,71,70
410,八王子市八日町6-2先,35.660316,139.329941,JGD2011,国道16号,C,2013-11-28,2013-11-29,3,4,5,1.2,69,67
411,八王子市北野台3-43-8先,35.626202,139.348076,JGD2011,国道16号,A,2013-12-02,2013-12-03,3,4,24.3,1.2,52,50
412,八王子市並木町15-15先,35.651310,139.300201,JGD2011,国道20号,B,2013-11-28,2013-11-29,3,4,4.9,1.2,69,65
413,八王子市川口町72-1先,35.696079,139.267505,JGD2011,国道468号,B,2013-12-02,2013-12-03,3,4,14.9,1.2,49,47
414,八王子市戸吹町196先,35.709473,139.296097,JGD2011,国道411号,A,2013-12-02,2013-12-03,3,2,1.9,1.2,65,58
415,八王子市堀之内2-9-25先,35.628628,139.399094,JGD2011,都道府中相模原線,B,2013-12-02,2013-12-03,4,4,3.7,1.2,71,66
416,八王子市戸吹町1338先,35.708164,139.290710,JGD2011,都道八王子あきる野線,A,2013-12-02,2013-12-03,4,4,11,1.2,59,55
417,八王子市美山町1777-1先,35.687572,139.250882,JGD2011,都道山田宮の前線,A,2013-11-28,2013-11-29,4,2,4.9,1.2,65,58
418,八王子市堀之内887先,35.632492,139.394028,JGD2011,都道町田平山八王子線,B,2013-12-02,2013-12-03,4,2,5,1.2,72,68
419,八王子市松木30-3先,35.621720,139.390159,JGD2011,都道小山乞田線,B,2013-11-28,2013-11-29,4,4,5.3,1.2,67,63
420,八王子市高月町1160先,35.714001,139.320633,JGD2011,都道瑞穂あきる野八王子線,B,2013-12-02,2013-12-03,4,2,0.7,1.2,72,68
421,八王子市長沼町271先,35.641788,139.371902,JGD2011,都道上館日野線,A,2013-12-02,2013-12-03,4,2,4.9,1.2,69,66
422,八王子市大楽寺町539先,35.670731,139.298981,JGD2011,都道上野原八王子線,B,2013-11-28,2013-11-29,4,2,2.7,1.2,66,63
423,立川市幸町5-83-1,35.725777,139.418456,JGD2011,都道立川東大和線（芋窪街道）,c,2013-11-05,2013-11-06,4,4,2,1.5,70,65
424,立川市泉町786-11,35.719000,139.418720,JGD2011,都道立川東大和線（芋窪街道）,a,2013-10-31,2013-11-01,4,4,4,1.5,65,60
425,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,都道杉並あきる野線（五日市街道）,a,2013-11-11,2013-11-12,4,2,0,1.5,72,68
426,立川市柴崎町1-17-7,35.692390,139.406006,JGD2011,都道立川青梅線（旧奥多摩街道）,a,2013-11-12,2013-11-13,4,2,0,1.5,68,60
427,立川市若葉町4-11-19,35.725261,139.433991,JGD2011,都道立川所沢線（立川通り）,b,2013-12-03,2013-12-04,4,2,2,1.5,66,63
428,立川市若葉町3-34-1,35.720204,139.439199,JGD2011,都道杉並あきる野線　（五日市街道）,b,2013-10-28,2013-10-29,4,2,0,1.5,69,68
429,立川市高松町2-26-3,35.705067,139.418915,JGD2011,都道立川所沢線（高松大通り）,c,2013-10-17,2013-10-18,4,2,2,1.5,68,66
430,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道256号線（甲州街道）,b,2013-10-21,2013-10-22,4,2,4,1.5,69,65
431,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道立川青梅線（新奥多摩街道）,b,2013-10-22,2013-10-23,4,4,2,1.5,70,67
432,立川市一番町1-40,35.725170,139.382370,JGD2011,都道八王子武蔵村山線（東文化通り）,a,2013-11-07,2013-11-08,4,2,2,1.5,64,62
433,立川市高松町2-26-3,35.705067,139.418915,JGD2011,都道立川所沢線,C,2013-11-14,2013-11-15,4,2,3.1,1.2,68,67
434,立川市幸町3-2-4,35.718021,139.431152,JGD2011,都道立川所沢線,B,2013-11-14,2013-11-15,4,2,2.3,1.2,69,67
435,立川市幸町4-41-5,35.725121,139.432922,JGD2011,都道立川所沢線,B,2013-11-14,2013-11-15,4,2,2,1.2,66,63
436,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道立川青梅線,B,2013-11-14,2013-11-15,4,4,3.5,1.2,69,66
437,立川市柴崎町1-17-7,35.692390,139.406006,JGD2011,都道立川青梅線,A,2013-11-14,2013-11-15,4,2,1,1.2,66,59
438,武蔵野市吉祥寺東町1-23,35.708572,139.588120,JGD2011,都道杉並武蔵野線（女子大通り）,a,2013-12-17,2013-12-18,4,2,1.5,1.5,66,61
439,武蔵野市御殿山1-19,35.699440,139.572311,JGD2011,都道武蔵野狛江線（吉祥寺通り）,a,2013-12-17,2013-12-18,4,2,3.5,1.5,67,66
440,武蔵野市中町2-10,35.706509,139.563416,JGD2011,都道杉並あきる野線（井の頭通り）,c,2013-12-17,2013-12-18,4,2,3.3,1.5,62,60
441,武蔵野市中町3-3,35.710518,139.563339,JGD2011,都道武蔵野調布線（三鷹通り）,c,2013-12-17,2013-12-18,4,2,2.5,1.5,68,63
442,武蔵野市吉祥寺本町4-17,35.708832,139.573532,JGD2011,都道杉並あきる野線（五日市街道）,c,2013-12-17,2013-12-18,4,2,1.5,1.5,65,63
443,武蔵野市八幡町4-28-13,35.720028,139.554337,JGD2011,都道杉並あきる野線,b,2013-12-17,2013-12-18,4,2,2.7,1.5,64,60
444,武蔵野市関前1-9,35.710793,139.544022,JGD2011,都道調布田無線（武蔵境通り）,c,2013-12-17,2013-12-18,4,2,3,1.5,63,58
445,武蔵野市境南町5-10,35.695648,139.537155,JGD2011,都道境調布線（天文台通り）,b,2013-12-17,2013-12-18,4,2,4,1.5,62,57
446,武蔵野市関前4-11,35.715000,139.547134,JGD2011,都道杉並あきる野線,B,2013-12-17,2013-12-18,4,4,5.5,1.2,67,63
447,武蔵野市中町2-10,35.706509,139.563416,JGD2011,都道杉並あきる野線,C,2013-12-17,2013-12-18,4,2,3.8,1.2,62,60
448,武蔵野市八幡町4-28-13,35.720028,139.554337,JGD2011,都道杉並あきる野線,B,2013-12-17,2013-12-18,4,2,5.6,1.2,64,60
449,三鷹市下連雀1-13-1,35.696217,139.569916,JGD2011,都道武蔵野狛江線（吉祥寺通り）,b,2013-05-13,2013-05-17,4,2,2,1,71,69
450,三鷹市新川6-30-22,35.681416,139.564667,JGD2011,都道新宿国立線（東八道路）,b,2013-05-27,2013-05-31,4,4,3,1,66,63
451,三鷹市下連雀2-26-9,35.697021,139.565842,JGD2011,市道6号線（むらさき橋通り）,b,2013-06-03,2013-06-07,6,2,2,1,67,64
452,三鷹市上連雀8-12-5,35.683762,139.555649,JGD2011,都道府中三鷹線（人見街道）,b,2013-06-10,2013-06-14,4,2,2,1,67,64
453,三鷹市上連雀9-42-25,35.685791,139.549957,JGD2011,都道調布田無線（武蔵境通り）,a,2013-06-24,2013-06-29,4,2,2,1,71,68
454,三鷹市下連雀1-1,35.695992,139.571091,JGD2011,都道武蔵野狛江線,A,2013-12-04,2013-12-05,4,2,3.2,1.2,65,62
455,三鷹市中原2-12,35.671413,139.570404,JGD2011,都道武蔵野狛江線,A,2013-12-04,2013-12-05,4,2,2,1.2,64,60
456,三鷹市新川3-21,35.677914,139.568939,JGD2011,都道武蔵野狛江線,A,2013-12-04,2013-12-05,4,2,1.7,1.2,63,58
457,三鷹市北野4-10,35.674267,139.580048,JGD2011,都道世田谷三鷹線,A,2013-12-04,2013-12-05,4,2,1.9,1.2,68,64
458,青梅市新町1-21-13,35.787998,139.298141,JGD2011,都道新宿青梅線（青梅街道）,b,2013-09-30,2013-10-03,4,4,4.5,1.2,66,62
459,青梅市畑中3-953-1,35.779157,139.234967,JGD2011,都道奥多摩青梅線（吉野街道）,a,2014-01-28,2014-01-31,4,2,1.5,1.2,71,68
460,青梅市新町8-20,35.784454,139.309372,JGD2011,市道幹12号線,b,2014-01-14,2014-01-17,5,4,4.5,1.2,67,64
461,青梅市根ヶ布2-276,35.806583,139.265411,JGD2011,都道青梅飯能線（成木街道）,a,2013-10-29,2013-11-01,4,2,1.5,1.2,72,64
462,青梅市長淵5-749,35.771923,139.260223,JGD2011,都道青梅あきる野線（秋川街道）,b,2014-03-03,2014-03-06,4,2,1.5,1.6,72,65
463,青梅市日向和田3-706,35.786888,139.230652,JGD2011,国道411号（青梅街道）,a,2013-10-08,2013-10-11,3,2,2,1.6,68,62
464,青梅市柚木町2-405-1,35.801417,139.210272,JGD2011,都道奥多摩青梅線（吉野街道）,a,2014-01-20,2014-01-23,4,2,3,1.2,68,61
465,青梅市新町1-21,35.787998,139.298141,JGD2011,都道新宿青梅線,B,2013-11-26,2013-11-27,4,4,4,1.2,66,60
466,青梅市西分町1,35.790085,139.264450,JGD2011,都道青梅飯能線,C,2013-11-26,2013-11-27,4,2,2.8,1.2,66,61
467,青梅市東青梅5-18,35.790218,139.280441,JGD2011,都道立川青梅線,C,2013-11-26,2013-11-27,4,2,4.5,1.2,67,61
468,青梅市新町6-17,35.791203,139.323029,JGD2011,都道瑞穂富岡線,C,2013-11-26,2013-11-27,4,2,4,1.2,68,66
469,青梅市千ヶ瀬町2,35.785011,139.273651,JGD2011,都道奥多摩青梅線,C,2013-11-26,2013-11-27,4,2,2.4,1.2,67,60
470,青梅市大門3-26,35.795811,139.296051,JGD2011,都道青梅入間線,B,2013-11-26,2013-11-27,4,2,4.3,1.2,63,58
471,青梅市新町7-56,35.788872,139.315445,JGD2011,都道所沢青梅線,A,2013-11-26,2013-11-27,4,2,5,1.2,67,63
472,青梅市藤橋2,35.802444,139.303589,JGD2011,都道藤橋小作線,A,2013-11-26,2013-11-27,4,2,1.5,1.2,65,58
473,青梅市成木2,35.833412,139.271057,JGD2011,都道成木河辺線,B,2013-11-26,2013-11-27,4,2,1.2,1.2,65,55
474,青梅市末広町2,35.779552,139.309189,JGD2011,都道福生青梅線,B,2013-11-26,2013-11-27,4,4,5.1,1.2,67,63
475,府中市美好町2-4,35.672638,139.466782,JGD2011,国道20号（甲州街道）,c,2013-10-17,2013-10-18,3,4,3,1.5,71,68
476,府中市寿町3-1,35.673138,139.474747,JGD2011,国道20号（甲州街道）,c,2013-10-21,2013-10-22,3,4,2.8,1.5,71,68
477,府中市浅間町4-5,35.683331,139.499557,JGD2011,都道248号府中小平線（新小金井街道）,b,2013-11-05,2013-11-06,4,2,4,1.5,65,62
478,府中市分梅町3-50,35.665642,139.459076,JGD2011,都道18号府中町田線バイパス（新府中街道）,b,2013-12-12,2013-12-13,4,3,1.5,67,64
479,府中市矢崎町1-5,35.663582,139.479401,JGD2011,都道9号川崎府中線（府中街道）,b,2013-11-11,2013-11-12,4,2,4,1.5,69,66
480,府中市寿町3-7,35.675293,139.473862,JGD2011,都道17号所沢府中線（府中街道）,c,2014-01-14,2014-01-15,4,2,3,1.5,63,61
481,府中市緑町1-29,35.674267,139.486389,JGD2011,都道15号府中清瀬線（小金井街道）,b,2013-12-16,2013-12-17,4,2,1.8,1.5,66,63
482,府中市北山町3-5,35.688961,139.459320,JGD2011,都道17号所沢府中線（新府中街道）,a,2013-09-03,2013-09-04,4,4,9,1.5,68,63
483,府中市若松町3-39,35.675034,139.506744,JGD2011,都道110号線（人見街道）,a,2014-01-20,2014-01-21,4,2,1,1.5,64,59
484,府中市四谷5-44,35.663307,139.440155,JGD2011,市道多摩川通り,c,2013-12-02,2013-12-03,6,2,5,1.5,70,67
485,府中市押立町1-39,35.659729,139.512756,JGD2011,市道白糸台通り,a,2013-11-26,2013-11-27,6,2,3,1.5,67,64
486,府中市是政2-20,35.660870,139.495407,JGD2011,市道中央道側道,a,2013-08-27,2013-08-28,6,1,1,1.5,58,54
487,府中市是政2-19,35.660801,139.494766,JGD2011,中央自動車道富士吉田線,A,2013-12-05,2013-12-06,1,4,28,1.2,56,52
488,府中市白糸台1-37-5,35.669884,139.506317,JGD2011,国道20号,B,2013-12-05,2013-12-06,3,4,2.5,1.2,68,65
489,府中市美好町2-8-20,35.672425,139.465573,JGD2011,国道20号,C,2013-12-05,2013-12-06,3,4,2.4,1.2,70,67
490,府中市天神町2-23,35.681183,139.492935,JGD2011,都道府中清瀬線,B,2013-12-05,2013-12-06,4,2,1.6,1.2,68,64
491,府中市栄町1-3-3,35.687229,139.480240,JGD2011,都道小川山府中線,C,2013-12-05,2013-12-06,4,2,3.5,1.2,65,61
492,府中市是政1-13-10,35.662033,139.493179,JGD2011,都道府中小平線,A,2013-12-05,2013-12-06,4,2,5.2,1.2,64,59
493,昭島市緑町5-19-2,35.714973,139.338669,JGD2011,国道16号,b,2013-07-27,2013-07-30,4,4,12,1.2,62,61
494,昭島市緑町4-25-11,35.710136,139.341843,JGD2011,国道16号,b,2013-07-23,2013-07-26,3,5,5.2,1.2,72,70
495,昭島市田中町2-28-31,35.705593,139.349838,JGD2011,国道16号,b,2013-11-19,2013-11-22,3,5,8.5,1.2,70,70
496,昭島市田中町2-16-14,35.702545,139.352905,JGD2011,都道29号立川青梅線（奥多摩街道）,a,2013-11-19,2013-11-22,4,2,1.9,1.2,67,64
497,昭島市昭和町3-6-3,35.708111,139.368393,JGD2011,都道162号三ツ木八王子線（諏訪松中通り）,a,2013-10-01,2013-10-04,2,3.5,1.2,69,65
498,昭島市朝日町4-1-27,35.708347,139.372131,JGD2011,市道昭島17号（江戸街道）,c,2013-10-01,2013-10-04,6,2,5.3,1.2,63,57
499,昭島市中神町2-19-26,35.698318,139.376450,JGD2011,都道59号八王子村山線,a,2014-02-25,2014-02-28,4,3,5.2,1.2,66,65
500,昭島市福島町2-25-23,35.696262,139.378708,JGD2011,都道29号立川青梅線（新奥多摩街道）,b,2014-02-18,2014-02-21,4,4,3.8,1.2,61,58
501,昭島市つつじが丘2-2-6,35.715153,139.371552,JGD2011,都道162号三ツ木八王子線,c,2014-03-03,2014-03-06,4,2,4.6,1.2,62,56
502,昭島市つつじが丘3-1-30,35.714344,139.370575,JGD2011,市道昭島16号（つつじが丘通り）,a,2014-03-03,2014-03-06,6,2,3.4,1.2,65,60
503,昭島市拝島町4-7,35.702877,139.347549,JGD2011,国道16号,B,2013-10-08,2013-10-09,3,2,6.4,1.2,71,70
504,昭島市拝島町2-2,35.709324,139.341980,JGD2011,国道16号,B,2013-10-08,2013-10-09,3,5,5.3,1.2,72,71
505,昭島市玉川町3-5,35.701614,139.381683,JGD2011,都道立川青梅線,A,2013-10-08,2013-10-09,4,2,3.5,1.2,67,61
506,昭島市玉川町5-4,35.702297,139.378036,JGD2011,都道八王子武蔵村山線,A,2013-10-08,2013-10-09,4,2,4,1.2,64,61
507,昭島市朝日町4-24,35.708046,139.368973,JGD2011,都道三ツ木八王子線,A,2013-10-08,2013-10-09,4,2,4,1.2,68,64
508,調布市仙川町2-6,35.662476,139.579681,JGD2011,国道20号（甲州街道）,c,2014-03-11,2014-03-14,3,4,4.8,5,71,69
509,調布市多摩川1-51,35.648731,139.532318,JGD2011,都道町田調布線（鶴川街道）,c,2014-03-11,2014-03-14,4,4,4.5,1.2,69,65
510,調布市深大寺北町7-6-10,35.673523,139.544840,JGD2011,都道調布田無線（武蔵境通り）,a,2014-03-11,2014-03-14,4,4,10.1,1.2,63,58
511,調布市富士見町2-16-33,35.659873,139.541131,JGD2011,都道調布田無線（武蔵境通り）,a,2014-03-11,2014-03-14,4,2,5.2,1.2,67,66
512,調布市西つつじヶ丘1-27-1,35.658794,139.571701,JGD2011,国道20号（甲州街道）,b,2014-03-11,2014-03-14,3,4,3.1,2,72,70
513,調布市西つつじケ丘1-27,35.658794,139.571701,JGD2011,国道20号,B,2014-03-11,2014-03-14,3,4,3.1,2,72,70
514,調布市深大寺東町8-33,35.681599,139.556992,JGD2011,都道新宿国立線,C,2014-03-17,2014-03-18,4,4,6.4,1.2,64,60
515,調布市若葉町3-9-3,35.651501,139.582855,JGD2011,都道武蔵野狛江線,C,2014-03-17,2014-03-18,4,2,2.7,1.2,67,65
516,調布市小島町1-21,35.654789,139.540482,JGD2011,都道北浦上石原線,C,2014-03-17,2014-03-18,4,2,1.8,1.2,65,60
517,調布市小島町3-74,35.647694,139.541687,JGD2011,都道下石原小島線,A,2014-03-17,2014-03-18,4,2,1.2,1.2,66,62
518,調布市深大寺東町8-21,35.679825,139.557083,JGD2011,都道武蔵野調布線,A,2014-03-17,2014-03-18,4,2,4.7,1.2,67,62
519,町田市木曽東2-1-1,35.555057,139.427136,JGD2011,市道町田437号線（町田駅前通り）,c,2014-02-26,2014-02-27,6,2,2.4,1.2,69,65
520,町田市小山町2507,35.597279,139.368607,JGD2011,都道八王子町田線（町田街道）,b,2014-02-05,2014-02-06,4,2,2.1,1.2,70,68
521,町田市中町2-13-14,35.551792,139.444412,JGD2011,都道八王子町田線（町田街道）,c,2014-02-12,2014-02-13,4,2,2.1,1.2,70,68
522,町田市相原町,35.612930,139.300720,JGD2011,国道16号,B,2013-12-11,2013-12-12,3,2,2.6,1.2,74,73
523,町田市相原町,35.612930,139.300720,JGD2011,国道16号（八王子バイパス）,A,2013-12-11,2013-12-12,3,4,14.7,1.2,56,54
524,町田市玉川学園4-24,35.564339,139.452667,JGD2011,都道世田谷町田線,B,2013-12-11,2013-12-12,4,2,4,1.2,69,66
525,町田市原町田2-12,35.540695,139.453430,JGD2011,都道八王子町田線,C,2013-12-11,2013-12-12,4,2,2.8,1.2,69,69
526,町田市山崎町,35.576187,139.435440,JGD2011,都道八王子町田線,B,2013-12-11,2013-12-12,4,2,5.4,1.2,64,58
527,町田市旭町2-7,35.556999,139.434586,JGD2011,都道八王子町田線,B,2013-12-11,2013-12-12,4,2,2,1.2,70,66
528,町田市金森,35.530876,139.455978,JGD2011,都道目黒町町田線,A,2013-12-11,2013-12-12,4,2,4,1.2,64,57
529,町田市図師町,35.587612,139.422775,JGD2011,都道町田日野線,A,2013-12-11,2013-12-12,4,2,2.6,1.2,70,65
530,小金井市関野町1-6付近,35.713169,139.519287,JGD2011,都道杉並あきる野線(五日市街道),a,2013-10-08,2013-10-09,4,2,2,1.2,68,65
531,小金井市前原町5-14付近,35.691689,139.502365,JGD2011,都道府中清瀬線(小金井街道),b,2013-10-08,2013-10-09,4,2,1.6,1.2,68,65
532,小金井市東町2-5付近,35.694977,139.531540,JGD2011,都道恋ヶ窪新田三鷹線(連雀通り),a,2013-10-08,2013-10-09,4,2,1.1,1.2,67,65
533,小金井市貫井南町2-9付近,35.695236,139.497528,JGD2011,都道府中小平線(新小金井街道),b,2013-10-08,2013-10-09,4,2,1.8,1.2,65,62
534,小金井市前原町4-16付近,35.689743,139.505493,JGD2011,都道新宿国立線(東八道路),b,2013-10-08,2013-10-09,4,4,2.3,1.2,65,60
535,小金井市桜町1-5,35.709557,139.508514,JGD2011,都道府中清瀬線,B,2013-10-08,2013-10-09,4,2,3.2,1.2,66,63
536,小金井市前原町3-33,35.697128,139.502472,JGD2011,都道恋ヶ窪新田三鷹線,A,2013-10-08,2013-10-09,4,2,3.5,1.2,65,62
537,小平市中島町26-9,35.729717,139.434265,JGD2011,都道中島十番線（村山街道）,a,2013-11-20,2013-11-21,4,2,2,1.2,68,65
538,小平市上水本町1-25-31,35.720364,139.464783,JGD2011,都道所沢府中線（府中街道）,a,2013-11-20,2013-11-21,4,2,2,1.2,70,70
539,小平市上水本町3-11-11,35.717648,139.470566,JGD2011,都道杉並あきる野線（五日市街道）,a,2013-11-20,2013-11-21,4,2,2,1.2,67,64
540,小平市鈴木町1-487,35.718842,139.496735,JGD2011,都道府中小平線（新小金井街道）,a,2013-11-20,2013-11-21,4,2,5,1.2,69,68
541,小平市花小金井5-463,35.733681,139.512436,JGD2011,都道新宿青梅線（青梅街道）,a,2013-11-20,2013-11-21,4,2,3,1.2,66,64
542,小平市津田町3-34-8,35.726337,139.470108,JGD2011,市道第B-20号（たかの街道）,a,2013-11-20,2013-11-21,6,2,2,1.2,67,61
543,小平市花小金井8-26-15,35.730845,139.505352,JGD2011,都道新宿青梅線,A,2013-11-20,2013-11-21,4,2,3.6,1.2,66,64
544,小平市小川町2-1160-5,35.730021,139.467807,JGD2011,都道新宿青梅線,A,2013-11-20,2013-11-21,4,4,3.3,1.2,64,60
545,小平市御幸町340-1,35.717546,139.508255,JGD2011,都道府中清瀬線,A,2013-11-20,2013-11-21,4,2,4.5,1.2,69,67
546,小平市花小金井2-2-3,35.732262,139.513184,JGD2011,都道府中清瀬線,A,2013-11-20,2013-11-21,4,3,3.2,1.2,64,61
547,小平市大沼町4-44-27,35.743082,139.502906,JGD2011,都道府中清瀬線,B,2013-11-20,2013-11-21,4,2,5,1.2,64,63
548,日野市多摩平4－3－1,35.667109,139.378379,JGD2011,国道20号　（日野バイパス）,a,2013-11-13,2013-11-20,3,4,3,1.3,67,63
549,日野市多摩平7－23－23,35.669273,139.389725,JGD2011,国道20号　（日野バイパス）,a,2013-11-20,2013-11-27,3,4,2,1.3,67,63
550,日野市万願寺6－35－13,35.669601,139.41008,JGD2011,国道20号　（日野バイパス）,b,2013-11-27,2013-12-04,3,4,3,1.3,68,64
551,日野市石田1－11－1,35.668066,139.420638,JGD2011,都道503号線　（相模原立川線）,a,2013-12-04,2013-12-11,4,3,4,1.3,69,64
552,日野市平山1－17－1,35.642484,139.388026,JGD2011,都道155号線　（町田平山八王子線）,a,2014-01-15,2014-01-22,4,2,2,1.3,67,64
553,日野市平山5－12－16,35.647003,139.383423,JGD2011,都道173号線　（北野街道）,c,2014-01-08,2014-01-15,4,2,2,1.3,71,67
554,日野市旭が丘1－8,35.657703,139.375183,JGD2011,都道155号線　（町田平山八王子線）,a,2013-12-18,2013-12-25,4,3,3,1.3,64,60
555,日野市三沢1－19－1,35.659542,139.421097,JGD2011,都道稲城日野線　（川崎街道）,a,2013-12-11,2013-12-18,4,2,5,1.3,63,60
556,日野市落川,35.658367,139.429825,JGD2011,都道府中相模原線,B,2013-10-30,2013-10-31,4,4,9.7,1.2,66,62
557,日野市三沢3-24,35.658882,139.418762,JGD2011,都道稲城日野線,A,2013-10-30,2013-10-31,4,2,2.6,1.2,71,67
558,東村山市本町2-6-5,35.762195,139.467231,JGD2011,都道第16号線（府中街道）,c,2013-12-12,2013-12-13,4,2,3.1,1.2,67,68
559,東村山市久米川町3-30-5,35.761127,139.479584,JGD2011,市道第373号線1（鷹の道）,a,2013-10-10,2013-10-11,6,2,4,1.2,63,59
560,東村山市富士見町1-2-31,35.744614,139.456924,JGD2011,市補助道第1号線（江戸街道）,c,2013-11-14,2013-11-15,6,2,2.1,1.2,64,59
