"全国地方公共団体コード","ID","地方公共団体名","地区名","ゴミの品目","ゴミの品目_カナ","ゴミの品目_英字","分別区分","注意点","備考","粗大ごみ回収料金"
"132128","132128GMLT000614","日野市","全域","カーテン（レースも含む）","カーテン","Curtains (including lace)","古着・古布類","","収集日が雨の場合、濡れてしまうと資源になりませんので、なるべく次回にお出しください。汚れがひどいものは30㎝角に切って可燃ごみへ。",""
"132128","132128GMLT000613","日野市","全域","カーテンレール","カーテンレール","Curtain rail","粗大ごみ","","",""
"132128","132128GMLT000615","日野市","全域","カートリッジ（浄水器）","カートリッジ","Cartridge (water purifier)","不燃ごみ","","",""
"132128","132128GMLT000616","日野市","全域","カード（紙製）","カード","Card (paper)","可燃ごみ","","",""
"132128","132128GMLT000617","日野市","全域","カード（プラスチック製）","カード","Card (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000618","日野市","全域","カーナビ・カーステレオ","カーナビ・カーステレオ","Car navigation systems and car stereos","小型家電（5㎏以内）","","",""
"132128","132128GMLT000619","日野市","全域","カーペット（敷物）","カーペット","Carpets (rugs)","粗大ごみ","","30㎝角に切ることができれば可燃ごみへ。",""
"132128","132128GMLT000620","日野市","全域","カーボン紙","カーボンシ","Carbon paper","可燃ごみ","","",""
"132128","132128GMLT000621","日野市","全域","カーポート","カーポート","Carport","市では収集・処理できないもの","","専門の処理業者に依頼してください。",""
"132128","132128GMLT000622","日野市","全域","額ぶち（金属製）","ガクブチ","Metal forehead bracket","金属類（主に金属でできた製品）","","指定収集袋に入らなければ粗大ごみ。ガラスを外すことができれば不燃ごみ。",""
"132128","132128GMLT000623","日野市","全域","額ぶち（プラスチック製）","ガクブチ","Forehead bracket (plastic)","プラスチック類ごみ","","指定収集袋に入らなければ粗大ごみ。ガラスを外すことができれば不燃ごみ。",""
"132128","132128GMLT000624","日野市","全域","額ぶち（木製）","ガクブチ","Wooden frame","可燃ごみ","","指定収集袋に入らなければ粗大ごみ。ガラスを外すことができれば不燃ごみ。",""
"132128","132128GMLT000625","日野市","全域","ガス炊飯器","ガススイハンキ","Gas cooker","粗大ごみ","","",""
"132128","132128GMLT000626","日野市","全域","ガスストーブ","ガスストーブ","Gas heater","粗大ごみ","","着火装置があるため。",""
"132128","132128GMLT000627","日野市","全域","ガス台（調理台を含む）","ガスダイ","Gas cooktop (including cooktop)","粗大ごみ","","着火装置があるため。",""
"132128","132128GMLT000628","日野市","全域","ガステーブル（ガスコンロ）","ガステーブル","Gas table (gas stove)","粗大ごみ","","着火装置があるため。",""
"132128","132128GMLT000629","日野市","全域","ガスファンヒーター","ガスファンヒーター","Gas fan heater","粗大ごみ","","着火装置があるため。",""
"132128","132128GMLT000630","日野市","全域","ガスボンベ（プロパン）","ガスボンベ","Gas cylinder (propane)","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000631","日野市","全域","ガソリン","ガソリン","Gasoline","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000632","日野市","全域","ガムテープ","ガムテープ","Packing tape","可燃ごみ","","",""
"132128","132128GMLT000633","日野市","全域","画用紙","ガヨウシ","Drawing paper","可燃ごみ","","白紙の画用紙は雑誌・雑紙類。",""
"132128","132128GMLT000636","日野市","全域","ガラス（板ガラス・耐熱ガラス）","ガラス","Glass (flat glass, heat-resistant glass)","不燃ごみ","","割れているものは布・紙等に包み、指定収集袋に「割れ物あり」などと表示してください。指定収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000634","日野市","全域","ガラス食器","ガラスショッキ","Glassware","不燃ごみ","","割れているものは布・紙等に包み、指定収集袋に「割れ物あり」などと表示してください。",""
"132128","132128GMLT000635","日野市","全域","ガラス戸","ガラスト","Glass door","粗大ごみ","","",""
"132128","132128GMLT000637","日野市","全域","ガレージ","ガレージ","Garage (at house)","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000638","日野市","全域","ガードル","ガードル","Girdle","古着・古布類","","収集日が雨の場合、濡れてしまうと資源になりませんので、なるべく次回にお出しください。汚れがひどいものは可燃ごみへ。",""
"132128","132128GMLT000639","日野市","全域","木くず（直径5cm以内で指定収集袋に入るもの）","キクズ","Wood chips (5 cm or less in diameter that fit into designated collection bags)","可燃ごみ","","指定収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000640","日野市","全域","キックボード","キックボード","Kickboard","粗大ごみ","","金属製で45リットルの袋に入るものは小型家電・金属類（5㎏以内のもの）。 電動式は市では収集・処理できません。",""
"132128","132128GMLT000641","日野市","全域","キッチンペーパー","キッチンペーパー","Paper towel","可燃ごみ","","",""
"132128","132128GMLT000642","日野市","全域","木の根","キノネ","Root of a tree","粗大ごみ","","根の直径が5㎝以内のものは可燃ごみ。",""
"132128","132128GMLT000643","日野市","全域","機密文書","キミツブンショ","Confidential document","市では収集・処理できないもの","","専門の処理業者に依頼してください。",""
"132128","132128GMLT000644","日野市","全域","着物・反物","キモノ・タンモノ","Kimono & Fabric","古着・古布類","","",""
"132128","132128GMLT000645","日野市","全域","脚立","キャタツ","Stepladder","粗大ごみ","","金属製のもので45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。金属製以外のもので指定収集袋に入れば不燃ごみ。",""
"132128","132128GMLT000646","日野市","全域","キャップ（ふた）（金属製）","キャップ","Cap (lid) (metal)","不燃ごみ","","",""
"132128","132128GMLT000647","日野市","全域","キャップ（ふた）（プラスチック製）","キャップ","Cap (lid) (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000648","日野市","全域","キャンプ用テント","キャンプヨウテント","Camping Tents","粗大ごみ","","",""
"132128","132128GMLT000649","日野市","全域","急須（金属製）","キュウス","Teapot (metal)","金属類（主に金属でできた製品）","","金属製のもので45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000650","日野市","全域","急須（陶器、ガラス）","キュウス","Teapots (ceramic, glass)","不燃ごみ","","",""
"132128","132128GMLT000651","日野市","全域","給湯器","キュウトウキ","Hot-water heater","粗大ごみ","","",""
"132128","132128GMLT000652","日野市","全域","給油ポンプ","キュウユポンプ","Oil feed pump","不燃ごみ","","電気式のものは小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000653","日野市","全域","教科書","キョウカショ","Textbook","雑誌・雑紙類","","",""
"132128","132128GMLT000654","日野市","全域","鏡台（ドレッサー）","キョウダイ","Mirror stand (dresser)","粗大ごみ","","",""
"132128","132128GMLT000655","日野市","全域","金紙、銀紙","キンシ、ギンガミ","Gold paper, silver paper","可燃ごみ","","",""
"132128","132128GMLT000656","日野市","全域","キーボード（パソコン用）","キーボード","Keyboards (for PCs)","小型家電（5㎏以内）","","",""
"132128","132128GMLT000657","日野市","全域","キーボード（ピアノ）","キーボード","Keyboard (Piano)","粗大ごみ","","45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000658","日野市","全域","ギター（ハードケース込み）","ギター","Guitar (hard case included)","粗大ごみ","","",""
"132128","132128GMLT000659","日野市","全域","牛乳びん","ギュウニュウビン","Milk bottle","びん","","",""
"132128","132128GMLT000660","日野市","全域","空気入れ","クウキイレ","Air inflator","不燃ごみ","","金属製のもので45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000661","日野市","全域","空気清浄機","クウキセイジョウキ","Air cleaner","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。  フロン類が含まれている家電製品は市では処理することができません。 製造メーカーや販売店に引き取っていただくか、フロン類充?回収業者にフロン類の回収を依頼してください。  フロン類充?回収業者については以下のリンク先をご参照ください。 https://www.kankyo.metro.tokyo.lg.jp/safety/cfc/collection＿trade",""
"132128","132128GMLT000662","日野市","全域","釘","クギ","Nail ","金属類（主に金属でできた製品）","","",""
"132128","132128GMLT000663","日野市","全域","草刈かま","クサカリカマ","Grass sickle","不燃ごみ","","カマの部分は紙や布にくるんで。袋に「刃物あり」と張り紙を貼ってください。",""
"132128","132128GMLT000664","日野市","全域","草刈り機（エンジン）","クサカリキ","Mower (engine)","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000665","日野市","全域","草刈り機（電動）","クサカリキ","Mower (electric)","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000666","日野市","全域","鎖","クサリ","Chain","金属類（主に金属でできた製品）","","",""
"132128","132128GMLT000667","日野市","全域","串（金属製）","クシ","Skewer (metal)","金属類（主に金属でできた製品）","","",""
"132128","132128GMLT000668","日野市","全域","串（竹製）","クシ","Skewer (bamboo)","可燃ごみ","","紙や布に包んで指定収集袋に入れてください。",""
"132128","132128GMLT000672","日野市","全域","くすり（医薬品）","クスリ","Pharmaceuticals","可燃ごみ","","",""
"132128","132128GMLT000669","日野市","全域","くすりのびん（市販の医薬品）","クスリノビン","Drug bottles (over-the-counter drugs)","びん","","",""
"132128","132128GMLT000670","日野市","全域","くすりのびん（薬局で調剤されたもの）","クスリノビン","Bottles of drugs (dispensed at a pharmacy)","不燃ごみ","","",""
"132128","132128GMLT000671","日野市","全域","くすりのプラスチック包装","クスリノプラスチックホウソウ","Plastic packaging of drugs","可燃ごみ","","錠剤の銀色の包装も可燃ごみ。",""
"132128","132128GMLT000673","日野市","全域","口紅の容器（プラスチック製以外）","クチベニノヨウキ","Lipstick container (other than plastic)","不燃ごみ","","",""
"132128","132128GMLT000674","日野市","全域","口紅の容器（プラスチック製）","クチベニノヨウキ","Lipstick container (plastic)","プラスチック類ごみ","","口紅が残っているものは可燃ごみ。",""
"132128","132128GMLT000676","日野市","全域","クッション（紙・羽毛・もみがら製）","クッション","Cushion (made of paper, feathers and rice husk)","可燃ごみ","","指定収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000675","日野市","全域","クッション材（プラスチック製）","クッションザイ","Cushioning material (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000677","日野市","全域","靴","クツ","Shoes","不燃ごみ","","",""
"132128","132128GMLT000678","日野市","全域","靴下","クツシタ","Socks","古着・古布類","","",""
"132128","132128GMLT000679","日野市","全域","車いす（電動含む）","クルマイス","Wheelchair (including motorized)","粗大ごみ","","",""
"132128","132128GMLT000680","日野市","全域","車カバー","クルマカバー","Car cover","可燃ごみ","","30㎝角に切ってください。切れないものは粗大ごみ。",""
"132128","132128GMLT000681","日野市","全域","クレヨン","クレヨン","Crayon","可燃ごみ","","",""
"132128","132128GMLT000682","日野市","全域","くん煙殺虫剤（バルサン・アースレッドなど）","クンケムリサッチュウザイ","Fumigant insecticides (e.g., Balsan Earth Red)","不燃ごみ","","未使用のものは、不燃ごみの指定収集袋に入れて市役所1階市民相談窓口（8：30～17：15※土曜・日曜日を除く）かクリーンセンター（8：30～11：30、13：00～16：30※土曜・日曜日を除く）に持ち込んでください（その際、ライター、スプレー缶、カセットボンベ以外の不燃ごみは指定収集袋に入れないでください）。 ※可燃性ガスが含まれているものは有害ごみ。",""
"132128","132128GMLT000683","日野市","全域","クーハン（籐製）","クーハン","Kuhan (rattan)","可燃ごみ","","指定収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000685","日野市","全域","クーラー（室内機、室外機）","クーラー","Cooler (indoor unit, outdoor unit)","家電リサイクル法対象製品","","家電リサイクル法により、市では処理できません。販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000684","日野市","全域","クーラーボックス","クーラーボックス","Cooler-box","粗大ごみ","","指定収集袋に入ればプラスチック類ごみ。",""
"132128","132128GMLT000686","日野市","全域","グロー球（点灯球）","グローダマ","Glow bulbs (lighted bulbs)","不燃ごみ","","",""
"132128","132128GMLT000687","日野市","全域","グローブ（野球用）","グローブ","Glove (for baseball)","不燃ごみ","","",""
"132128","132128GMLT000688","日野市","全域","軍手","グンテ","Cotton gloves","古着・古布類","","",""
"132128","132128GMLT000689","日野市","全域","蛍光管","ケイコウカン","Fluorescent tube","有害ごみ","","割れないように箱などに入れてください。",""
"132128","132128GMLT000690","日野市","全域","携行缶（ガソリン）","ケイコウカン","Carrying can (gasoline)","金属類（主に金属でできた製品）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。  金属類として出す場合は ①中身を使い切る。 ②キャップを外す。 ③中を乾燥させる。 ④キャップを外した状態で金属類の日に出す。  ※中身が残っているものは専門の処理業者へ依頼してください。",""
"132128","132128GMLT000691","日野市","全域","珪藻土マット（アスベスト含まないもの）","ケイソウドマット","Diatomaceous earth mats (asbestos-free)","可燃ごみ","","【アスベストを含むもの】は販売店、専門業者へ。",""
"132128","132128GMLT000692","日野市","全域","携帯電話","ケイタイデンワ","Cellular telephone","小型家電（5㎏以内）","","電池（バッテリー）は付いた状態で出すことができます。",""
"132128","132128GMLT000694","日野市","全域","毛糸（毛糸玉）","ケイト","Woolen yarn (yarn ball)","可燃ごみ","","",""
"132128","132128GMLT000693","日野市","全域","毛糸製品（衣類）","ケイトセイヒン","Woolen products (clothing)","古着・古布類","","",""
"132128","132128GMLT000695","日野市","全域","計量はかり（上皿はかり）（金属製）","ケイリョウハカリ","Weighing scales (metal)","金属類（主に金属でできた製品）","","45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000696","日野市","全域","計量はかり（上皿はかり）（プラスチック製）","ケイリョウハカリ","Weighing scale (upper pan scale) (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000697","日野市","全域","計量はかり（デジタル式）","ケイリョウハカリ","Weighing scales (digital type)","小型家電（5㎏以内）","","45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000698","日野市","全域","軽量ブロック","ケイリョウブロック","Lightweight Blocks","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000699","日野市","全域","化粧品のビン","ケショウヒンノビン","Cosmetic bottles","びん","","マニキュアの容器は不燃ごみ。",""
"132128","132128GMLT000700","日野市","全域","血圧計（電気式）","ケツアツケイ","Sphygmomanometer (electric)","小型家電（5㎏以内）","","水銀のものは有害ごみとして中身の見える袋に入れてプラスチック類ごみの袋の隣に並べて出してください。",""
"132128","132128GMLT000701","日野市","全域","健康器具（指定収集袋に入らないもの）","ケンコウキグ","Health equipment (items that do not fit into designated collection bags)","粗大ごみ","","",""
"132128","132128GMLT000702","日野市","全域","健康器具（指定収集袋に入り、電動でないプラスチック製のもの）","ケンコウキグ","Health equipment (in designated collection bags and made of nonmotorized plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000703","日野市","全域","健康器具（45リットルの袋に入り、電動式や金属製のもの）","ケンコウキグ","Health equipment (in 45-liter bags, electric or metal)","小型家電（5㎏以内）","","",""
"132128","132128GMLT000704","日野市","全域","剣山","ケンザン","Needle-point holder (in ikebana)","不燃ごみ","","紙や布に包んでお出しください。",""
"132128","132128GMLT000705","日野市","全域","建築廃材","ケンチクハイザイ","Construction waste","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000706","日野市","全域","下駄","ゲタ","Geta","可燃ごみ","","",""
"132128","132128GMLT000707","日野市","全域","下駄箱","ゲタバコ","Shoe rack ","粗大ごみ","","",""
"132128","132128GMLT000708","日野市","全域","ゲージ（おり）","ゲージ","Gauge (cage)","粗大ごみ","","金属製のもので45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000709","日野市","全域","ゲームカセット","ゲームカセット","Game-cassette","プラスチック類ごみ","","",""
"132128","132128GMLT000710","日野市","全域","ゲーム機","ゲームキ","Game console","小型家電（5㎏以内）","","",""
"132128","132128GMLT000711","日野市","全域","工具（金属製）","コウグ","Tools (metal)","金属類（主に金属でできた製品）","","",""
"132128","132128GMLT000712","日野市","全域","広告（新聞折込）","コウコク","Advertisements (newspaper inserts)","新聞","","",""
"132128","132128GMLT000713","日野市","全域","広告（ダイレクトメールなど）","コウコク","Advertisements (e.g., direct mail)","雑誌・雑紙類","","",""
"132128","132128GMLT000714","日野市","全域","氷枕","コオリマクラ","Ice pillow","不燃ごみ","","",""
"132128","132128GMLT000715","日野市","全域","固形燃料（金属製の容器に入っているもの）","コケイネンリョウ","Solid fuel (in metal container)","クリーンセンターへお問い合わせください","","中身を布等で拭き取っていただき、拭き取った中身は可燃ごみ 拭き取った容器は不燃ごみ 中身が残っており取れない場合は市へお問い合わせください。",""
"132128","132128GMLT000716","日野市","全域","固形燃料（30g程度の調理用のもの）","コケイネンリョウ","Solid fuel (about 30 g for cooking)","可燃ごみ","","",""
"132128","132128GMLT000717","日野市","全域","個人情報の用紙","コジンジョウホウノヨウシ","Personal Information Form","市では収集・処理できないもの","","専門の処理業者に依頼してください。なお、シュレッダー処理後の紙は可燃ごみになります。",""
"132128","132128GMLT000718","日野市","全域","こたつ","コタツ","Kotatsu","粗大ごみ","","",""
"132128","132128GMLT000719","日野市","全域","こたつ板","コタツイタ","Top board  for kotatsu","粗大ごみ","","",""
"132128","132128GMLT000720","日野市","全域","こたつ掛け布団","コタツカケブトン","Comforter for kotatsu","粗大ごみ","","",""
"132128","132128GMLT000721","日野市","全域","コップ（ガラス製）","コップ","Glass cup","不燃ごみ","","",""
"132128","132128GMLT000722","日野市","全域","コップ（プラスチック製）","コップ","Cup (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000723","日野市","全域","琴","コト","Koto","粗大ごみ","","",""
"132128","132128GMLT000724","日野市","全域","コピー機（家庭用）","コピーキ","Copy machine (for home use)","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000725","日野市","全域","米びつ（金属製）","コメビツ","Rice bin (metal)","金属類（主に金属でできた製品）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000726","日野市","全域","米びつ（プラスチック製）","コメビツ","Rice bin (plastic)","プラスチック類ごみ","","指定収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000727","日野市","全域","コルクマット（30センチ角に切る）","コルクマット","Cork mat (cut into 30 cm squares)","可燃ごみ","","切れないものは粗大ごみ。",""
"132128","132128GMLT000728","日野市","全域","コンクリート","コンクリート","Concrete","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000729","日野市","全域","コード類","コードルイ","Cords","小型家電（5㎏以内）","","",""
"132128","132128GMLT000730","日野市","全域","コーヒーメーカー","コーヒーメーカー","Coffee maker","小型家電（5㎏以内）","","ガラスポットは不燃ごみ。",""
"132128","132128GMLT000731","日野市","全域","碁石","ゴイシ","Go stones","不燃ごみ","","",""
"132128","132128GMLT000732","日野市","全域","碁石（石でできていもの）","ゴイシ","Go stones (made of stone)","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000733","日野市","全域","合成皮革製品","ゴウセイヒカクセイヒン","Synthetic leather products","不燃ごみ","","",""
"132128","132128GMLT000734","日野市","全域","五月人形ケース","ゴガツニンギョウケース","May doll case","粗大ごみ","","指定収集袋に入れば不燃ごみ。",""
"132128","132128GMLT000735","日野市","全域","ござ","ゴザ","Mat","粗大ごみ","","30㎝角に切ることができれば可燃ごみ。",""
"132128","132128GMLT000736","日野市","全域","ゴム製品","ゴムセイヒン","Rubber goods","不燃ごみ","","",""
"132128","132128GMLT000737","日野市","全域","ゴム手袋","ゴムテブクロ","Rubber gloves","不燃ごみ","","",""
"132128","132128GMLT000738","日野市","全域","ゴルフクラブ","ゴルフクラブ","Golf club","粗大ごみ","","6本まで一品目。",""
"132128","132128GMLT000739","日野市","全域","ゴルフバッグ","ゴルフバッグ","Golf bag","粗大ごみ","","",""
"132128","132128GMLT000740","日野市","全域","ゴーグル","ゴーグル","Goggles","不燃ごみ","","",""
"132128","132128GMLT000741","日野市","全域","サイクリングマシーン","サイクリングマシーン","Cycling machine","粗大ごみ","","",""
"132128","132128GMLT000742","日野市","全域","サイドボード","サイドボード","Sideboards","粗大ごみ","","",""
"132128","132128GMLT000743","日野市","全域","酒びん（中にお酒が入った状態で販売されていたもの）","サケビン","Sake bottles (sold with alcohol inside)","びん","","びん単体で購入したものは不燃ごみ。",""
"132128","132128GMLT000744","日野市","全域","殺虫剤（家庭用スプレー式）","サッチュウザイ","Insecticide (household spray type)","有害ごみ","","中身がある場合には、不燃ごみの指定収集袋に入れて市役所1階市民相談窓口（8：30～17：15※土曜・日曜日を除く）かクリーンセンター（8：30～11：30、13：00～16：30※土曜・日曜日を除く）に持ち込んでください（その際、ライター、スプレー缶、カセットボンベ以外の不燃ごみは指定収集袋に入れないでください）。",""
"132128","132128GMLT000745","日野市","全域","殺虫剤（家庭用発煙式）","サッチュウザイ","Insecticide (household smoke type)","不燃ごみ","","中身がある場合には、不燃ごみの指定収集袋に入れて市役所1階市民相談窓口（8：30～17：15※土曜・日曜日を除く）かクリーンセンター（8：30～11：30、13：00～16：30※土曜・日曜日を除く）に持ち込んでください（その際、ライター、スプレー缶、カセットボンベ以外の不燃ごみは指定収集袋に入れないでください）。",""
"132128","132128GMLT000746","日野市","全域","サマーベッド","サマーベッド","Banana lounge","粗大ごみ","","",""
"132128","132128GMLT000747","日野市","全域","三脚","サンキャク","Tripod","金属類（主に金属でできた製品）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000748","日野市","全域","サンダル","サンダル","Sandal","不燃ごみ","","",""
"132128","132128GMLT000749","日野市","全域","サーフボード","サーフボード","Surfboard","粗大ごみ","","ウィンドサーフィン用のポールとセイルも粗大ごみ。",""
"132128","132128GMLT000750","日野市","全域","座椅子","ザイス","Tatami chair","粗大ごみ","","指定収集袋に入れば不燃ごみ。",""
"132128","132128GMLT000751","日野市","全域","材木、木枝（1本の太さ20cm以内で、長さ1m以内、直径50cm以内の束）","ザイモク、キエダ","Lumber, tree branches (a bundle of no more than 20 cm in thickness, no more than 1 m in length, and no more than 50 cm in diameter)","粗大ごみ","","剪定枝に限り、長さ50㎝以内、太さ5㎝以内で直径30㎝以内の束を2束まで、可燃ごみの日に出すことができます。",""
"132128","132128GMLT000752","日野市","全域","座卓","ザタク","Low table","粗大ごみ","","",""
"132128","132128GMLT000753","日野市","全域","座布団","ザブトン","Japanese cushion","粗大ごみ","","5枚までを一品目。",""
"132128","132128GMLT000754","日野市","全域","敷物（カーペット・じゅうたん）","シキモノ","Rugs (carpets and rugs)","粗大ごみ","","30㎝角に切ることができれば可燃ごみ。",""
"132128","132128GMLT000755","日野市","全域","支柱・アーチ（金属製）","シチュウ・アーチ","Support columns and arches (metal)","金属類（主に金属でできた製品）","","指定収集袋からはみ出る場合は粗大ごみ。",""
"132128","132128GMLT000756","日野市","全域","支柱・アーチ（プラスチック製）","シチュウ・アーチ","Support columns and arches (plastic)","プラスチック類ごみ","","指定収集袋からはみ出る場合は粗大ごみ。",""
"132128","132128GMLT000757","日野市","全域","支柱・アーチ（木製）","シチュウ・アーチ","Pillars and arches (wood)","可燃ごみ","","指定収集袋からはみ出る場合は粗大ごみ。",""
"132128","132128GMLT000759","日野市","全域","湿布薬","シップヤク","Compress","可燃ごみ","","",""
"132128","132128GMLT000760","日野市","全域","竹刀","シナイ","(bamboo) fencing stick","粗大ごみ","","指定収集袋に入れば可燃ごみ。",""
"132128","132128GMLT000761","日野市","全域","芝刈り機（エンジン式）","シバガリキ","Lawn mower (engine type)","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000762","日野市","全域","芝刈り機（手動のもの）","シバガリキ","Lawn mower (manual)","粗大ごみ","","",""
"132128","132128GMLT000763","日野市","全域","芝刈り機（電動式）","シバガリキ","Lawn mower (electric)","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000764","日野市","全域","写真","シャシン","Photo","可燃ごみ","","",""
"132128","132128GMLT000765","日野市","全域","三味線","シャミセン","Shamisen","粗大ごみ","","",""
"132128","132128GMLT000766","日野市","全域","シャンプー容器","シャンプーヨウキ","Shampoo Container","プラスチック類ごみ","","",""
"132128","132128GMLT000767","日野市","全域","シュレッダー機","シュレッダーキ","Shredder machine","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000768","日野市","全域","シュレッダーごみ","シュレッダーゴミ","Shredder waste","可燃ごみ","","",""
"132128","132128GMLT000769","日野市","全域","消火器","ショウカキ","Fire extinguisher","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。 ",""
"132128","132128GMLT000770","日野市","全域","将棋駒（木製）","ショウギコマ","Shogi Pieces (Wooden)","可燃ごみ","","プラスチック製はプラスチック類ごみ。",""
"132128","132128GMLT000771","日野市","全域","将棋盤（足付き）","ショウギバン","Shogi board with legs","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000772","日野市","全域","障子紙","ショウジガミ","Shoji paper","可燃ごみ","","",""
"132128","132128GMLT000773","日野市","全域","照明器具","ショウメイキグ","Lighting equipment","小型家電（5㎏以内）","","取り外せるプラスチック製カバーはプラスチック類ごみ。電球は不燃ごみ。蛍光管は有害ごみ。5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。 LED一体型は不燃ごみ。",""
"132128","132128GMLT000774","日野市","全域","食器洗い乾燥機","ショッキアライカンソウキ","Dishwasher and dryer","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000775","日野市","全域","食器棚","ショッキタナ","Cupboard","粗大ごみ","","",""
"132128","132128GMLT000776","日野市","全域","ショッピングカート（買い物用手押し車）","ショッピングカート","Shopping carts (wheelbarrows for shopping)","粗大ごみ","","指定収集袋に入れば不燃ごみ。",""
"132128","132128GMLT000758","日野市","全域","七輪","シリチン","Japanese small charcoal grill","不燃ごみ","","",""
"132128","132128GMLT000777","日野市","全域","シングルベッド","シングルベッド","Single bed","粗大ごみ","","",""
"132128","132128GMLT000778","日野市","全域","シーツ","シーツ","Sheet","古着・古布類","","",""
"132128","132128GMLT000779","日野市","全域","CD","シーディー","CD","プラスチック類ごみ","","",""
"132128","132128GMLT000780","日野市","全域","地下足袋","ジカタビ","Work tabi","可燃ごみ","","",""
"132128","132128GMLT000781","日野市","全域","磁石","ジシャク","Magnet","有害ごみ","","マグネット広告のような微弱な磁石は可燃ごみとして排出お願い致します。",""
"132128","132128GMLT000782","日野市","全域","自転車","ジテンシャ","Bicycle","粗大ごみ","","",""
"132128","132128GMLT000783","日野市","全域","辞典・辞書","ジテン・ジショ","Dictionaries","雑誌・雑紙類","","",""
"132128","132128GMLT000784","日野市","全域","ジャッキ","ジャッキ","Jack","粗大ごみ","","",""
"132128","132128GMLT000785","日野市","全域","充電式電池（リチウムイオン電池、ニカド電池、ニッケル電池）","ジュウデンシキデンチ","Rechargeable batteries (lithium-ion batteries, nickel-cadmium batteries, nickel batteries)","有害ごみ","","プラス極、マイナス極をテープで絶縁してお出しください。",""
"132128","132128GMLT000786","日野市","全域","ジョイントマット","ジョイントマット","Joint mat","プラスチック類ごみ","","30センチ角に切ってください。 裏面にゴムがついてるものは不燃ごみ。",""
"132128","132128GMLT000787","日野市","全域","浄水器（蛇口直結型）","ジョウスイキ","Water Purifier (Directly connected to faucet)","不燃ごみ","","",""
"132128","132128GMLT000788","日野市","全域","浄水器（据置型）","ジョウスイキ","Water purifiers (stationary type)","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000789","日野市","全域","浄水器（ポットタイプ）","ジョウスイキ","Water purifiers (pot type)","不燃ごみ","","",""
