区分／分類コード／部門名,中間需要／Ｋ0111／穀類（百万円）,中間需要／Ｋ0112／いも・豆類（百万円）,中間需要／Ｋ0113／野菜（百万円）,中間需要／Ｋ0114／果実（百万円）,中間需要／Ｋ0115／その他の食用作物（百万円）,中間需要／Ｋ0116／非食用作物（百万円）,中間需要／Ｋ0121／畜産（百万円）,中間需要／Ｋ0131／農業サービス（百万円）,中間需要／Ｋ0151／育林（百万円）,中間需要／Ｋ0152／素材（百万円）,中間需要／Ｋ0153／特用林産物（百万円）,中間需要／Ｋ0171／海面漁業（百万円）,中間需要／Ｋ0172／内水面漁業（百万円）,中間需要／Ｋ0611／金属鉱物（百万円）,中間需要／Ｋ0621／石炭・原油・天然ガス（百万円）,中間需要／Ｋ0631／砂利・砕石（百万円）,中間需要／Ｋ0639／その他の鉱物（百万円）,中間需要／Ｋ1111／食肉（百万円）,中間需要／Ｋ1112／畜産食料品（百万円）,中間需要／Ｋ1113／水産食料品（百万円）,中間需要／Ｋ1114／精穀・製粉（百万円）,中間需要／Ｋ1115／めん・パン・菓子類（百万円）,中間需要／Ｋ1116／農産保存食料品（百万円）,中間需要／Ｋ1117／砂糖・油脂・調味料類（百万円）,中間需要／Ｋ1119／その他の食料品（百万円）,中間需要／Ｋ1121／酒類（百万円）,中間需要／Ｋ1129／その他の飲料（百万円）,中間需要／Ｋ1131／飼料・有機質肥料（別掲を除く。）（百万円）,中間需要／Ｋ1141／たばこ（百万円）,中間需要／Ｋ1511／紡績（百万円）,中間需要／Ｋ1512／織物（百万円）,中間需要／Ｋ1513／ニット生地（百万円）,中間需要／Ｋ1514／染色整理（百万円）,中間需要／Ｋ1519／その他の繊維工業製品（百万円）,中間需要／Ｋ1521／衣服（百万円）,中間需要／Ｋ1522／その他の衣服・身の回り品（百万円）,中間需要／Ｋ1529／その他の繊維既製品（百万円）,中間需要／Ｋ1611／木材（百万円）,中間需要／Ｋ1619／その他の木製品（百万円）,中間需要／Ｋ1621／家具・装備品（百万円）,中間需要／Ｋ1631／パルプ（百万円）,中間需要／Ｋ1632／紙・板紙（百万円）,中間需要／Ｋ1633／加工紙（百万円）,中間需要／Ｋ1641／紙製容器（百万円）,中間需要／Ｋ1649／その他の紙加工品（百万円）,中間需要／Ｋ1911／印刷・製版・製本（百万円）,中間需要／Ｋ2011／化学肥料（百万円）,中間需要／Ｋ2021／ソーダ工業製品（百万円）,中間需要／Ｋ2029／その他の無機化学工業製品（百万円）,中間需要／Ｋ2031／石油化学基礎製品（百万円）,中間需要／Ｋ2041／脂肪族中間物・環式中間物（百万円）,中間需要／Ｋ2042／合成ゴム（百万円）,中間需要／Ｋ2049／その他の有機化学工業製品（百万円）,中間需要／Ｋ2051／合成樹脂（百万円）,中間需要／Ｋ2061／化学繊維（百万円）,中間需要／Ｋ2071／医薬品（百万円）,中間需要／Ｋ2081／油脂加工製品・石けん・界面活性剤・化粧品（百万円）,中間需要／Ｋ2082／塗料・印刷インキ（百万円）,中間需要／Ｋ2083／写真感光材料（百万円）,中間需要／Ｋ2084／農薬（百万円）,中間需要／Ｋ2089／その他の化学最終製品（百万円）,中間需要／Ｋ2111／石油製品（百万円）,中間需要／Ｋ2121／石炭製品（百万円）,中間需要／Ｋ2211／プラスチック製品（百万円）,中間需要／Ｋ2221／タイヤ・チューブ（百万円）,中間需要／Ｋ2229／その他のゴム製品（百万円）,中間需要／Ｋ2311／革製履物（百万円）,中間需要／Ｋ2312／なめし革・毛皮・その他の革製品（百万円）,中間需要／Ｋ2511／ガラス・ガラス製品（百万円）,中間需要／Ｋ2521／セメント・セメント製品（百万円）,中間需要／Ｋ2531／陶磁器（百万円）,中間需要／Ｋ2591／建設用土石製品（百万円）,中間需要／Ｋ2599／その他の窯業・土石製品（百万円）,中間需要／Ｋ2611／銑鉄・粗鋼（百万円）,中間需要／Ｋ2612／鉄屑（百万円）,中間需要／Ｋ2621／熱間圧延鋼材（百万円）,中間需要／Ｋ2622／鋼管（百万円）,中間需要／Ｋ2623／冷延・めっき鋼材（百万円）,中間需要／Ｋ2631／鋳鍛造品（百万円）,中間需要／Ｋ2699／その他の鉄鋼製品（百万円）,中間需要／Ｋ2711／非鉄金属製錬・精製（百万円）,中間需要／Ｋ2712／非鉄金属屑（百万円）,中間需要／Ｋ2721／電線・ケーブル（百万円）,中間需要／Ｋ2729／その他の非鉄金属製品（百万円）,中間需要／Ｋ2811／建設用金属製品（百万円）,中間需要／Ｋ2812／建築用金属製品（百万円）,中間需要／Ｋ2891／ガス・石油機器・暖厨房機器（百万円）,中間需要／Ｋ2899／その他の金属製品（百万円）,中間需要／Ｋ2911／ボイラ・原動機（百万円）,中間需要／Ｋ2912／ポンプ・圧縮機（百万円）,中間需要／Ｋ2913／運搬機械（百万円）,中間需要／Ｋ2914／冷凍機・温湿調整装置（百万円）,中間需要／Ｋ2919／その他のはん用機械（百万円）,中間需要／Ｋ3011／農業用機械（百万円）,中間需要／Ｋ3012／建設・鉱山機械（百万円）,中間需要／Ｋ3013／繊維機械（百万円）,中間需要／Ｋ3014／生活関連産業用機械（百万円）,中間需要／Ｋ3015／基礎素材産業用機械（百万円）,中間需要／Ｋ3016／金属加工機械（百万円）,中間需要／Ｋ3017／半導体製造装置（百万円）,中間需要／Ｋ3019／その他の生産用機械（百万円）,中間需要／Ｋ3111／事務用機械（百万円）,中間需要／Ｋ3112／サービス用機器（百万円）,中間需要／Ｋ3113／計測機器（百万円）,中間需要／Ｋ3114／医療用機械器具（百万円）,中間需要／Ｋ3115／光学機械・レンズ（百万円）,中間需要／Ｋ3116／武器（百万円）,中間需要／Ｋ3211／電子デバイス（百万円）,中間需要／Ｋ3299／その他の電子部品（百万円）,中間需要／Ｋ3311／産業用電気機器（百万円）,中間需要／Ｋ3321／民生用電気機器（百万円）,中間需要／Ｋ3331／電子応用装置（百万円）,中間需要／Ｋ3332／電気計測器（百万円）,中間需要／Ｋ3399／その他の電気機械（百万円）,中間需要／Ｋ3411／民生用電子機器（百万円）,中間需要／Ｋ3412／通信機械（百万円）,中間需要／Ｋ3421／電子計算機・同附属装置（百万円）,中間需要／Ｋ3511／乗用車（百万円）,中間需要／Ｋ3521／トラック・バス・その他の自動車（百万円）,中間需要／Ｋ3522／二輪自動車（百万円）,中間需要／Ｋ3531／自動車部品・同附属品（百万円）,中間需要／Ｋ3541／船舶・同修理（百万円）,中間需要／Ｋ3591／鉄道車両・同修理（百万円）,中間需要／Ｋ3592／航空機・同修理（百万円）,中間需要／Ｋ3599／その他の輸送機械（百万円）,中間需要／Ｋ3911／がん具・運動用品（百万円）,中間需要／Ｋ3919／その他の製造工業製品（百万円）,中間需要／Ｋ3921／再生資源回収・加工処理（百万円）,中間需要／Ｋ4111／住宅建築（百万円）,中間需要／Ｋ4112／非住宅建築（百万円）,中間需要／Ｋ4121／建設補修（百万円）,中間需要／Ｋ4131／公共事業（百万円）,中間需要／Ｋ4191／その他の土木建設（百万円）,中間需要／Ｋ4611／電力（百万円）,中間需要／Ｋ4621／都市ガス（百万円）,中間需要／Ｋ4622／熱供給業（百万円）,中間需要／Ｋ4711／水道（百万円）,中間需要／Ｋ4811／廃棄物処理（百万円）,中間需要／Ｋ5111／卸売（百万円）,中間需要／Ｋ5112／小売（百万円）,中間需要／Ｋ5311／金融（百万円）,中間需要／Ｋ5312／保険（百万円）,中間需要／Ｋ5511／不動産仲介及び賃貸（百万円）,中間需要／Ｋ5521／住宅賃貸料（百万円）,中間需要／Ｋ5531／住宅賃貸料（帰属家賃）（百万円）,中間需要／Ｋ5711／鉄道旅客輸送（百万円）,中間需要／Ｋ5712／鉄道貨物輸送（百万円）,中間需要／Ｋ5721／道路旅客輸送（百万円）,中間需要／Ｋ5722／道路貨物輸送（自家輸送を除く。）（百万円）,中間需要／Ｋ5731／自家輸送（旅客自動車）（百万円）,中間需要／Ｋ5732／自家輸送（貨物自動車）（百万円）,中間需要／Ｋ5741／外洋輸送（百万円）,中間需要／Ｋ5742／沿海・内水面輸送（百万円）,中間需要／Ｋ5743／港湾運送（百万円）,中間需要／Ｋ5751／航空輸送（百万円）,中間需要／Ｋ5761／貨物利用運送（百万円）,中間需要／Ｋ5771／倉庫（百万円）,中間需要／Ｋ5781／こん包（百万円）,中間需要／Ｋ5789／その他の運輸附帯サービス（百万円）,中間需要／Ｋ5791／郵便・信書便（百万円）,中間需要／Ｋ5911／電気通信（百万円）,中間需要／Ｋ5919／その他の通信サービス（百万円）,中間需要／Ｋ5921／放送（百万円）,中間需要／Ｋ5931／情報サービス（百万円）,中間需要／Ｋ5941／インターネット附随サービス（百万円）,中間需要／Ｋ5951／映像・音声・文字情報制作（百万円）,中間需要／Ｋ6111／公務（中央）（百万円）,中間需要／Ｋ6112／公務（地方）（百万円）,中間需要／Ｋ6311／学校教育（百万円）,中間需要／Ｋ6312／社会教育・その他の教育（百万円）,中間需要／Ｋ6321／学術研究機関（百万円）,中間需要／Ｋ6322／企業内研究開発（百万円）,中間需要／Ｋ6411／医療（百万円）,中間需要／Ｋ6421／保健衛生（百万円）,中間需要／Ｋ6431／社会保険・社会福祉（百万円）,中間需要／Ｋ6441／介護（百万円）,中間需要／Ｋ6599／その他の非営利団体サービス（百万円）,中間需要／Ｋ6611／物品賃貸業（貸自動車業を除く。）（百万円）,中間需要／Ｋ6612／貸自動車業（百万円）,中間需要／Ｋ6621／広告（百万円）,中間需要／Ｋ6631／自動車整備（百万円）,中間需要／Ｋ6632／機械修理（百万円）,中間需要／Ｋ6699／その他の対事業所サービス（百万円）,中間需要／Ｋ6711／宿泊業（百万円）,中間需要／Ｋ6721／飲食サービス（百万円）,中間需要／Ｋ6731／洗濯・理容・美容・浴場業（百万円）,中間需要／Ｋ6741／娯楽サービス（百万円）,中間需要／Ｋ6799／その他の対個人サービス（百万円）,中間需要／Ｋ6811／事務用品（百万円）,中間需要／Ｋ6911／分類不明（百万円）,中間需要／Ｌ1000／本社（百万円）,中間需要／Ｒ7000／財・サービス内生部門計（百万円）,中間需要／Ｒ7100／内生部門計（百万円）,最終需要／Ｐ7111／都事業所家計外消費支出（百万円）,最終需要／Ｐ6111／他県事業所家計外消費支出（百万円）,最終需要／Ｐ7211／都民家計消費支出（百万円）,最終需要／Ｐ7212／対家計民間非営利団体消費支出（百万円）,最終需要／Ｐ9211／他県民支出（通勤・通学）（百万円）,最終需要／Ｐ9212／他県民支出（その他：観光，教育，医療等）（百万円）,最終需要／Ｐ7311／一般政府消費支出（百万円）,最終需要／Ｐ7321／一般政府消費支出（社会資本等減耗分）（百万円）,最終需要／Ｐ7411／都内総固定資本形成（公的）（百万円）,最終需要／Ｐ7511／都内総固定資本形成（民間）（百万円）,最終需要／Ｐ7611／在庫純増（百万円）,最終需要／Ｐ7711／調整項（百万円）,最終需要／Ｒ7800／都内最終需要計（百万円）,最終需要／Ｒ7900／都内需要合計（百万円）,最終需要／Ｐ8011／輸出（百万円）,最終需要／Ｐ8012／輸出（直接購入）（百万円）,最終需要／Ｒ8100／輸出計（百万円）,最終需要／Ｐ8111／移出（百万円）,最終需要／Ｒ8200／移輸出計（百万円）,最終需要／Ｒ8300／最終需要計（百万円）,最終需要／Ｒ8400／需要合計（百万円）,Ｐ8411／（控除）輸入（百万円）,Ｐ8412／（控除）輸入（直接購入）（百万円）,Ｐ8511／（控除）関税（百万円）,Ｐ8611／（控除）輸入品商品税（百万円）,Ｒ8700／（控除）輸入計（百万円）,Ｐ8811／移入（百万円）,Ｑ7111／都事業所家計外消費支出（百万円）,Ｑ7211／都民支出（通勤・通学）（百万円）,Ｑ7213／都民支出（その他；教育，医療等）（百万円）,Ｒ8900／（控除）移輸入計（百万円）,Ｒ9000／最終需要部門計（百万円）,Ｒ9700／生産額（百万円）
中間投入／Ａ1129／その他の飲料（百万円）,0,0,0,0,0,0,0,0,0,0,0,359,2,0,0,0,0,0,837,0,0,230,0,0,169,0,13358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,3,167,41,0,0,0,0,938,0,1867,2182,0,0,0,0,0,0,239,4533,88854,0,2,361,0,0,0,116158,116158,28532,0,333784,0,16003,28613,0,0,0,0,3480,1,410413,526571,32,728,760,24583,25343,435756,551914,-12387,-487,-852,-662,-14388,-435251,0,-2555,-5667,-457861,-22105,94053
中間投入／Ａ1131／飼料・有機質肥料（別掲を除く。）（百万円）,1,2,123,16,0,35,524,1,0,0,0,2,17,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1025,3591,55,0,51,12,0,0,0,0,0,0,0,0,0,0,1873,0,0,0,0,8423,8423,0,0,19095,0,544,0,0,0,0,0,37,0,19676,28099,0,0,0,2184,2184,21860,30283,-3041,-26,-13,-153,-3233,-24673,0,-87,0,-27993,-6133,2290
中間投入／Ａ1141／たばこ（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43057,0,400650,0,18676,22175,0,0,0,0,5539,1,490098,490098,33,24,57,0,57,490155,490155,-62931,-1791,-17,-75380,-140119,-339904,0,-2944,-4087,-487054,3101,3101
中間投入／Ａ1511／紡績（百万円）,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261,475,0,162,2001,264,1232,0,1,11,0,0,8,4,4,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,232,238,323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,90,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,23,0,5966,5966,0,0,672,0,12,118,0,0,0,0,351,0,1153,7119,3,0,3,99,102,1255,7221,-2913,-4,-46,-148,-3111,-3801,0,-2,-19,-6933,-5678,288
中間投入／Ａ1512／織物（百万円）,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,10,7,22,9635,321,1060,0,1,106,0,10,0,0,37,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,206,284,96,542,1,0,0,0,64,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,57,0,0,0,6,6,0,0,117,24,0,9,0,0,1,12,0,0,0,1,0,41,3,11,12,0,127,83,0,87,36,389,0,0,0,0,0,8,0,206,77,12,0,0,0,0,43,0,5,0,0,0,17,4,41,3,3,2,38,20,0,0,0,1,583,0,57,50,9,2,0,0,0,35,56,5,8,3,78,0,0,0,0,427,44,0,7,265,21,397,94,0,16124,16124,50,0,2409,0,9,0,0,0,0,0,-75,0,2393,18517,0,351,351,1151,1502,3895,20019,-5914,-14,-257,-309,-6494,-11037,0,0,0,-17531,-13636,2488
中間投入／Ａ1513／ニット生地（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2732,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,3344,3344,120,0,114,0,0,22,0,0,0,0,-848,0,-592,2752,0,5,5,484,489,-103,3241,-698,-2,-46,-37,-783,-615,0,0,-4,-1402,-1505,1839
中間投入／Ａ1514／染色整理（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,565,108,0,992,6486,399,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,8997,8997,0,0,0,0,0,0,0,0,0,0,0,0,0,8997,0,0,0,496,496,496,9493,0,0,0,0,0,-2376,0,0,0,-2376,-1880,7117
中間投入／Ａ1519／その他の繊維工業製品（百万円）,0,0,0,0,0,0,0,0,0,0,4,312,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,27,4,79,16,26,833,177,583,2,3,175,1,25,3,12,127,174,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,12,470,27,219,1685,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,2,0,5,1,24,0,0,4,2,4,0,0,0,2,0,0,384,1,0,0,47,29,0,0,436,3,0,51,0,0,0,55,0,0,0,22,0,49,4,12,62,0,314,107,3,679,332,2944,126,49,0,0,0,68,23,2154,674,81,0,2,0,0,332,1,52,15,0,4,196,43,771,34,86,32,311,201,5,0,0,8,2886,4,383,689,61,17,3,0,0,262,434,47,71,32,618,0,0,2,0,2528,319,3,61,2062,217,2701,14,0,29283,29283,120,0,4913,0,20,979,0,0,157,9022,-2533,0,12678,41961,0,4,4,2785,2789,15467,44750,-12569,-9,-254,-641,-13473,-26349,0,-1,-154,-39977,-24510,4773
中間投入／Ａ1521／衣服（百万円）,0,4,49,19,0,14,0,27,0,0,1,155,0,0,0,23,4,104,68,26,37,330,42,52,241,1,134,0,0,0,4,2,35,7,376,105,94,2,39,72,0,23,5,64,55,267,0,1,11,0,10,0,2,0,0,42,54,51,16,2,45,0,1,19,55,49,46,46,80,34,0,9,18,0,0,5,2,23,8,23,4,0,5,17,5,14,2,120,3,74,9,21,127,1,10,3,41,9,55,84,57,32,38,240,45,61,19,863,845,1267,25,134,63,54,18,532,300,0,23,0,49,1,48,109,1,91,567,152,963,510,2130,268,334,77,118,8,297,1106,24809,12442,13860,1451,245,23,0,1410,12,550,369,122,87,81,74,238,1106,40,23,82,1430,234,1322,3,1324,10472,1333,6019,602,7892,502,97,713,343,3431,677,5185,1356,7094,3007,69,1570,101,591,20026,229,1843,1879,9590,1942,0,224,8374,163306,171680,3699,0,331011,0,30380,58985,0,0,0,36033,-8563,28,451573,623253,767,0,767,27073,27840,479413,651093,-382865,-2325,-29724,-20621,-435535,-130942,0,-2757,-9285,-578519,-99106,72574
中間投入／Ａ1522／その他の衣服・身の回り品（百万円）,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,1,1,1,5,1,1,8,0,2,0,0,0,0,0,1,1,118,43,2,0,1,16,0,2,0,6,8,1,0,0,1,0,6,0,0,0,0,1,3,31,1,0,7,0,0,3,8,8,7,71,11,3,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,1,1,4,0,1,0,1,0,1,11,4,1,0,34,10,9,4,43,102,37,2,18,15,6,4,21,22,0,7,0,2,0,5,2,0,38,147,6,1,1,6,163,52,27,90,0,61,60,1183,389,376,143,0,0,0,71,1,17,5,3,5,6,15,18,2,1,2,3,45,2,2,1,38,26,5,21,135,236,62,2,75,13,246,7,39,50,127,133,5,37,1,66,228,27,84,153,159,252,0,94,0,6026,6026,5633,0,59718,0,2889,10652,0,0,0,0,-459,1,78434,84460,28,0,28,2916,2944,81378,87404,-46012,-8493,-3024,-2429,-59958,-18321,0,-350,-1677,-80306,1072,7098
中間投入／Ａ1529／その他の繊維既製品（百万円）,0,1,0,0,0,1,0,67,0,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,258,72,124,0,0,16,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,11,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,116,0,0,0,0,0,0,0,288,0,12,0,6,0,0,586,86,0,4378,3973,377,455,728,0,0,0,45,4,8228,774,399,0,89,3,0,141,0,48,19,1,2,33,28,143,43,6,67,136,69,35,34,0,50,0,17,129,2334,2720,239,2,887,0,8848,349,2137,2088,63,9319,8,0,1,0,100,5184,1324,2387,545,1939,591,112,141,63396,63537,15739,0,66620,0,5927,10103,0,0,30,22369,-4037,2,116753,180290,97,201,298,4859,5157,121910,185447,-70289,-108,-3168,-3672,-77237,-92373,0,-56,-1418,-171084,-49174,14363
中間投入／Ａ1611／木材（百万円）,0,0,0,0,0,0,4,0,1,0,8,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,905,4168,5053,61,0,0,0,231,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,58,0,55,0,2,0,3,0,0,1,0,3,0,0,0,0,0,107,29,7,0,0,0,0,0,3,0,0,0,23,0,0,0,41,0,3,7,92,7,0,40,685,0,74204,13323,13903,656,3452,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,3107,0,0,0,0,0,0,0,242,162,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,806,0,0,0,49,205,0,0,0,121783,121783,0,0,8,0,0,0,0,0,-1,-60,20,0,-33,121750,8,0,8,2051,2059,2026,123809,-38861,0,-1558,-2021,-42440,-74886,0,0,0,-117326,-115300,6483
中間投入／Ａ1619／その他の木製品（百万円）,0,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,20,35,0,15,25,3,76,6,2,0,0,0,0,0,2,0,21,5,2,0,117,1608,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,22,4,0,35,0,0,9,0,2,223,15,184,3,18,3,16,0,0,0,0,0,1,0,0,0,46,21,0,0,0,52,0,14,0,4,10,0,1,0,9,2,31,2,10,12,34,231,53,2,16,14,52,39,7,7,8,21,2,15,50,0,129,0,38,3,20,2,2,115,3027,0,60922,6102,6766,372,993,21,4,0,0,4,9251,1315,1123,0,1,0,0,0,0,0,0,0,0,0,0,99,3,0,56,3443,1,6,101,0,86,145,44,291,270,15,44,27,40,72,4,103,23,32,72,164,0,1,1,0,1541,238,3949,215,948,652,0,18,0,106223,106223,1221,0,4583,0,271,2285,28,0,160,1430,-163,58,9873,116096,1528,1530,3058,4945,8003,17876,124099,-22616,-76,-548,-1157,-24397,-78962,0,-21,-158,-103538,-85662,20561
中間投入／Ａ1621／家具・装備品（百万円）,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,11,36,1,4,61,13,30,110,0,95,0,0,0,1,2,8,2,45,7,2,2,1,1008,0,11,7,50,36,229,0,1,10,0,30,0,2,0,0,38,55,34,16,1,46,0,1,64,31,35,17,3,1,10,3,0,11,0,0,2,3,11,7,0,0,0,2,10,1,8,0,31,0,12,7,6,36,0,4,4,11,11,20,70,12,8,13,194,27,6,0,269,258,284,27,118,37,26,152,229,538,0,117,0,44,10,32,89,4,44,771,13,26952,4041,31278,40,105,899,188,186,1190,1781,13266,2740,16067,2888,1553,1682,685,404,2,147,134,0,0,28,33,141,346,37,206,31,1952,45,6027,9,786,34300,3243,5449,2312,2643,9699,667,852,3107,8873,170,11948,3939,4613,4788,441,1762,23,149,14965,1965,14027,620,6676,5281,0,133,37590,264291,301881,5030,0,17039,0,1500,119,20,0,2900,53512,-164,28,79984,381865,870,173,1043,16730,17773,97757,399638,-80227,-587,-226,-4015,-85055,-239514,0,-42,-520,-325131,-227374,74507
中間投入／Ａ1631／パルプ（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,1,0,0,4556,-60,-870,30,-3355,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,-7804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24325,-24325,-12640,0,-14521,0,0,0,0,0,0,0,64,336,-26761,-51086,2445,0,2445,50872,53317,26556,2231,-443,0,0,-22,-465,-1366,0,0,0,-1831,24725,400
