区分／分類コード／部門名,中間需要／Ｋ011／耕種農業（百万円）,中間需要／Ｋ012／畜産（百万円）,中間需要／Ｋ013／農業サービス（百万円）,中間需要／Ｋ015／林業（百万円）,中間需要／Ｋ017／漁業（百万円）,中間需要／Ｋ061／金属鉱物（百万円）,中間需要／Ｋ062／石炭・原油・天然ガス（百万円）,中間需要／Ｋ063／非金属鉱物（百万円）,中間需要／Ｋ111／食料品（百万円）,中間需要／Ｋ112／飲料（百万円）,中間需要／Ｋ113／飼料・有機質肥料（別掲を除く。）（百万円）,中間需要／Ｋ114／たばこ（百万円）,中間需要／Ｋ151／繊維工業製品（百万円）,中間需要／Ｋ152／衣服・その他の繊維既製品（百万円）,中間需要／Ｋ161／木材・木製品（百万円）,中間需要／Ｋ162／家具・装備品（百万円）,中間需要／Ｋ163／パルプ・紙・板紙・加工紙（百万円）,中間需要／Ｋ164／紙加工品（百万円）,中間需要／Ｋ191／印刷・製版・製本（百万円）,中間需要／Ｋ201／化学肥料（百万円）,中間需要／Ｋ202／無機化学工業製品（百万円）,中間需要／Ｋ203／石油化学基礎製品（百万円）,中間需要／Ｋ204／有機化学工業製品（石油化学基礎製品を除く。）（百万円）,中間需要／Ｋ205／合成樹脂（百万円）,中間需要／Ｋ206／化学繊維（百万円）,中間需要／Ｋ207／医薬品（百万円）,中間需要／Ｋ208／化学最終製品（医薬品を除く。）（百万円）,中間需要／Ｋ211／石油製品（百万円）,中間需要／Ｋ212／石炭製品（百万円）,中間需要／Ｋ221／プラスチック製品（百万円）,中間需要／Ｋ222／ゴム製品（百万円）,中間需要／Ｋ231／なめし革・毛皮・同製品（百万円）,中間需要／Ｋ251／ガラス・ガラス製品（百万円）,中間需要／Ｋ252／セメント・セメント製品（百万円）,中間需要／Ｋ253／陶磁器（百万円）,中間需要／Ｋ259／その他の窯業・土石製品（百万円）,中間需要／Ｋ261／銑鉄・粗鋼（百万円）,中間需要／Ｋ262／鋼材（百万円）,中間需要／Ｋ263／鋳鍛造品（百万円）,中間需要／Ｋ269／その他の鉄鋼製品（百万円）,中間需要／Ｋ271／非鉄金属製錬・精製（百万円）,中間需要／Ｋ272／非鉄金属加工製品（百万円）,中間需要／Ｋ281／建設・建築用金属製品（百万円）,中間需要／Ｋ289／その他の金属製品（百万円）,中間需要／Ｋ291／はん用機械（百万円）,中間需要／Ｋ301／生産用機械（百万円）,中間需要／Ｋ311／業務用機械（百万円）,中間需要／Ｋ321／電子デバイス（百万円）,中間需要／Ｋ329／その他の電子部品（百万円）,中間需要／Ｋ331／産業用電気機器（百万円）,中間需要／Ｋ332／民生用電気機器（百万円）,中間需要／Ｋ333／電子応用装置・電気計測器（百万円）,中間需要／Ｋ339／その他の電気機械（百万円）,中間需要／Ｋ341／通信機械・同関連機器（百万円）,中間需要／Ｋ342／電子計算機・同附属装置（百万円）,中間需要／Ｋ351／乗用車（百万円）,中間需要／Ｋ352／その他の自動車（百万円）,中間需要／Ｋ353／自動車部品・同附属品（百万円）,中間需要／Ｋ354／船舶・同修理（百万円）,中間需要／Ｋ359／その他の輸送機械・同修理（百万円）,中間需要／Ｋ391／その他の製造工業製品（百万円）,中間需要／Ｋ392／再生資源回収・加工処理（百万円）,中間需要／Ｋ411／建築（百万円）,中間需要／Ｋ412／建設補修（百万円）,中間需要／Ｋ413／公共事業（百万円）,中間需要／Ｋ419／その他の土木建設（百万円）,中間需要／Ｋ461／電力（百万円）,中間需要／Ｋ462／ガス・熱供給（百万円）,中間需要／Ｋ471／水道（百万円）,中間需要／Ｋ481／廃棄物処理（百万円）,中間需要／Ｋ511／商業（百万円）,中間需要／Ｋ531／金融・保険（百万円）,中間需要／Ｋ551／不動産仲介及び賃貸（百万円）,中間需要／Ｋ552／住宅賃貸料（百万円）,中間需要／Ｋ553／住宅賃貸料（帰属家賃）（百万円）,中間需要／Ｋ571／鉄道輸送（百万円）,中間需要／Ｋ572／道路輸送（自家輸送を除く。）（百万円）,中間需要／Ｋ573／自家輸送（百万円）,中間需要／Ｋ574／水運（百万円）,中間需要／Ｋ575／航空輸送（百万円）,中間需要／Ｋ576／貨物利用運送（百万円）,中間需要／Ｋ577／倉庫（百万円）,中間需要／Ｋ578／運輸附帯サービス（百万円）,中間需要／Ｋ579／郵便・信書便（百万円）,中間需要／Ｋ591／通信（百万円）,中間需要／Ｋ592／放送（百万円）,中間需要／Ｋ593／情報サービス（百万円）,中間需要／Ｋ594／インターネット附随サービス（百万円）,中間需要／Ｋ595／映像・音声・文字情報制作（百万円）,中間需要／Ｋ611／公務（百万円）,中間需要／Ｋ631／教育（百万円）,中間需要／Ｋ632／研究（百万円）,中間需要／Ｋ641／医療（百万円）,中間需要／Ｋ642／保健衛生（百万円）,中間需要／Ｋ643／社会保険・社会福祉（百万円）,中間需要／Ｋ644／介護（百万円）,中間需要／Ｋ659／その他の非営利団体サービス（百万円）,中間需要／Ｋ661／物品賃貸サービス（百万円）,中間需要／Ｋ662／広告（百万円）,中間需要／Ｋ663／自動車整備・機械修理（百万円）,中間需要／Ｋ669／その他の対事業所サービス（百万円）,中間需要／Ｋ671／宿泊業（百万円）,中間需要／Ｋ672／飲食サービス（百万円）,中間需要／Ｋ673／洗濯・理容・美容・浴場業（百万円）,中間需要／Ｋ674／娯楽サービス（百万円）,中間需要／Ｋ679／その他の対個人サービス（百万円）,中間需要／Ｋ681／事務用品（百万円）,中間需要／Ｋ691／分類不明（百万円）,中間需要／Ｌ100／本社（百万円）,中間需要／Ｒ700／財・サービス内生部門計（百万円）,中間需要／Ｒ710／内生部門計（百万円）,最終需要／Ｐ711／都事業所家計外消費支出（百万円）,最終需要／Ｐ611／他県事業所家計外消費支出（百万円）,最終需要／Ｐ721／民間消費支出（他県民支出を除く。）（百万円）,最終需要／Ｐ921／他県民支出（百万円）,最終需要／Ｐ731／一般政府消費支出（百万円）,最終需要／Ｐ732／一般政府消費支出（社会資本等減耗分）（百万円）,最終需要／Ｐ741／都内総固定資本形成（公的）（百万円）,最終需要／Ｐ751／都内総固定資本形成（民間）（百万円）,最終需要／Ｐ761／在庫純増（百万円）,最終需要／Ｐ771／調整項（百万円）,最終需要／Ｒ780／都内最終需要計（百万円）,最終需要／Ｒ790／都内需要合計（百万円）,最終需要／Ｐ801／輸出（百万円）,最終需要／Ｒ810／輸出計（百万円）,最終需要／Ｐ811／移出（百万円）,最終需要／Ｒ820／移輸出計（百万円）,最終需要／Ｒ830／最終需要計（百万円）,最終需要／Ｒ840／需要合計（百万円）,Ｐ841／（控除）輸入（百万円）,Ｐ851／（控除）関税（百万円）,Ｐ861／（控除）輸入品商品税（百万円）,Ｒ870／（控除）輸入計（百万円）,Ｐ881／移入（百万円）,Ｑ711／都事業所家計外消費支出（百万円）,Ｑ721／都民支出（百万円）,Ｒ890／（控除）移輸入計（百万円）,Ｒ900／最終需要部門計（百万円）,Ｒ970／生産額（百万円）
中間投入／Ａ202／無機化学工業製品（百万円）,8,3,0,0,4,0,0,1,3223,905,1,0,579,26,14,34,136,189,12,4,5415,0,1673,8,0,4843,11205,0,2,474,5403,72,3020,65,0,31,0,385,10,10,20,20,49,115,230,290,187,1986,631,448,18,537,306,822,853,0,7,38,5,272,1114,57,471,522,485,1362,5,8,8303,4473,0,0,0,0,0,17,18,0,0,0,0,81,254,0,0,0,0,0,730,752,20,5214,2314,1780,249,347,0,0,894,370,0,76,984,1158,21,45,0,1708,0,78421,78421,3,0,1247,200,0,0,0,0,36,81,1567,79988,2938,2938,23135,26073,27640,106061,-17402,-225,-880,-18507,-58289,0,-27,-76823,-49183,29238
中間投入／Ａ203／石油化学基礎製品（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,178,1,113,0,1371,68,0,86,6367,0,0,1,56,0,124,0,0,4,0,0,0,0,0,0,0,0,6,2,0,6,63,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1546,255,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10584,10584,0,0,0,0,0,0,0,0,37,0,37,10621,0,0,0,0,37,10621,-214,0,-12,-226,-10395,0,0,-10621,-10584,0
中間投入／Ａ204／有機化学工業製品（石油化学基礎製品を除く。）（百万円）,0,0,96,0,0,0,0,0,2181,1266,1,3,681,7,73,71,307,68,454,0,693,0,11299,417,0,10954,35918,0,12,2810,15421,29,131,4,0,55,0,0,0,0,9,102,1,32,98,6,285,944,335,533,113,115,22,120,2,0,36,40,0,0,290,0,110,319,0,0,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,5,420,0,0,0,0,0,996,40,1846,4383,1891,173,10,78,0,5,0,350,0,0,0,554,0,73,0,1095,0,98450,98450,0,0,21,0,0,0,0,0,-101,163,83,98533,4270,4270,21766,26036,26119,124569,-31116,-258,-1569,-32943,-63906,0,0,-96849,-70730,27720
中間投入／Ａ205／合成樹脂（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,41,0,8,132,221,619,490,0,0,0,0,1,0,0,9266,0,0,13705,19,866,10,0,0,75,0,0,0,0,0,148,1,30,1,45,1120,718,751,2044,154,0,121,436,711,0,0,558,9,4,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,829,38,0,20,0,0,0,0,0,0,0,0,0,0,0,1870,0,36333,36333,0,0,0,0,0,0,0,0,-268,4,-264,36069,133,133,274,407,143,36476,-9529,-225,-485,-10239,-25435,0,0,-35674,-35531,802
中間投入／Ａ206／化学繊維（百万円）,0,0,0,0,0,0,0,0,0,0,0,35,1943,3820,1,38,17,2,0,0,0,0,0,0,0,0,0,0,6,31,11,378,6,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,9813,9813,0,0,0,0,0,0,0,0,69,0,69,9882,0,0,0,0,69,9882,-1949,-84,-102,-2135,-7747,0,0,-9882,-9813,0
中間投入／Ａ207／医薬品（百万円）,0,20,4662,0,2,0,0,0,137,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7035,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,31,3706,0,0,0,0,0,0,7,0,0,1,0,0,0,113,0,0,0,0,14,3616,331,1004,699125,6274,7540,3586,0,0,0,0,0,12,0,0,104,10,0,2288,0,740192,740192,22159,0,68793,7962,0,0,0,0,4489,27,103430,843622,4501,4501,75802,80303,183733,923925,-167542,-64,-8365,-175971,-635093,0,-1340,-812404,-628671,111521
中間投入／Ａ208／化学最終製品（医薬品を除く。）（百万円）,1021,5,4,0,48,0,0,117,1497,805,0,7,579,284,574,1619,456,1260,28244,0,743,0,670,6,0,2697,27709,1,243,643,869,517,168,433,0,351,0,49,35,10,1,136,118,1072,575,1509,3297,523,1178,2034,81,821,282,1755,1476,0,3650,1512,50,1637,5360,24,17202,12262,1097,1709,469,2068,475,1885,108,322,66,38,131,108,252,52,68,141,13,28,370,1,0,1326,8945,0,21538,2730,163,9399,12007,2657,2492,3965,911,13051,21869,1650,26633,1866,12175,28255,10885,12105,3792,2860,0,338894,338894,18573,0,222444,18353,0,0,0,0,-365,1354,260359,599253,45532,45532,234958,280490,540849,879743,-98289,-722,-4300,-103311,-457659,0,-3002,-563972,-23123,315771
中間投入／Ａ211／石油製品（百万円）,706,4,12,28,2489,0,0,247,5038,896,7,1,449,184,44,192,188,354,1339,3,409,0,781,0,0,95,1280,106,2783,120,527,253,1517,843,58,417,0,346,31,2,88,86,106,611,343,450,702,683,441,416,16,71,100,196,194,0,357,852,19,3223,371,1219,8627,5795,8937,5112,63880,30894,11656,8066,32198,4114,4393,2057,5,5550,65441,296009,44020,126138,3268,216,2759,953,2407,2150,9824,587,7426,62320,16330,17694,18644,1276,2907,5100,2379,10727,7241,6717,25208,2059,25823,8936,16432,6461,0,27453,1775,1048482,1050257,6162,0,316919,98743,0,0,0,0,7436,0,429260,1479517,17,17,5140,5157,434417,1484674,-217245,-414,-12972,-230631,-1170427,0,-76839,-1477897,-1043480,6777
中間投入／Ａ212／石炭製品（百万円）,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,11,0,126,0,0,0,13,0,0,5,0,0,0,1,0,98,0,360,148,0,85,5,0,1,6,14,23,16,0,3,0,1,0,3,0,0,0,28,0,199,20,22,2414,50,18779,7220,15706,0,0,148,-64,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,17,33,110,93,0,0,66,2,3444,0,0,135,0,14,0,49466,49466,55,0,-135,0,0,0,0,0,-166,0,-246,49220,2,2,680,682,436,49902,-774,-1,-38,-813,-33785,0,0,-34598,-34162,15304
中間投入／Ａ221／プラスチック製品（百万円）,442,1,0,35,471,0,0,2,12297,9430,0,6,60,621,214,1971,187,3801,40938,0,377,0,101,0,0,1407,7733,0,0,19066,2552,6992,613,15,1,86,0,7,2,1,27,295,91,352,1043,4494,14583,6099,3474,8216,869,1129,3393,15361,6214,1,2517,5425,39,8380,17362,262,33103,24109,7135,10721,0,0,22178,1244,38239,20528,1529,1867,1899,0,159,11,59,463,200,443,3380,0,84,932,88881,120,7053,3308,720,14227,6650,10,129,320,966,1711,16662,3700,11675,1254,4037,2227,7484,1092,9396,6554,0,565514,565514,4210,0,35308,5761,110,0,0,-103,2055,282,47623,613137,9756,9756,106138,115894,163517,729031,-55123,-1358,-2822,-59303,-501561,0,-776,-561640,-398123,167391
中間投入／Ａ222／ゴム製品（百万円）,38,0,209,0,33,0,0,22,170,16,0,0,5,199,6,105,14,82,469,0,5,0,35,0,0,55,76,0,7,53,3099,3971,1,54,0,14,0,100,1,6,0,6,78,109,1643,2707,3397,1530,191,3177,183,177,194,1969,553,0,11202,3848,41,951,1606,377,848,301,2391,3051,0,0,569,5524,1103,125,0,0,0,92,696,3137,639,0,88,67,58,40,473,27,0,420,53,13609,29,479,5708,183,937,1512,1713,1971,43,16326,492,599,626,372,2066,785,2294,476,0,112706,112706,1687,0,53944,11351,0,0,0,0,-1994,123,65111,177817,6747,6747,66386,73133,138244,250950,-62049,-4155,-3307,-69511,-80413,0,-1697,-151621,-13377,99329
中間投入／Ａ231／なめし革・毛皮・同製品（百万円）,2,0,0,0,9,0,0,15,18,2,0,0,1,170,3,50,2,6,58,0,0,0,4,0,0,0,40,0,5,5,23,18340,1,6,0,2,0,0,2,1,0,1,3,3,4,113,1121,63,43,34,0,43,1,88,19,0,30,13,0,14,889,6,5,17,7,27,60,1718,41,68,772,620,1,0,0,112,13,0,2,2,0,2,58,74,6328,304,35,1982,55,1359,246,508,149,44,106,44,347,2238,31,6,559,282,77,371,309,1481,0,1088,0,42801,42801,7219,0,122766,35126,0,0,0,0,-5055,32,160088,202889,1199,1199,37178,38377,198465,241266,-111954,-8950,-5241,-126145,-6402,0,-4531,-137078,61387,104188
中間投入／Ａ251／ガラス・ガラス製品（百万円）,0,0,0,2,0,0,0,0,360,1076,0,0,10,11,2,1763,0,0,5,0,44,0,18,0,0,358,2357,0,0,384,37,0,3598,1,0,79,0,0,0,0,0,6,26,75,81,68,12652,642,2140,88,70,242,1086,159,49,0,3327,5,2,5378,2595,2,15770,4103,54,123,0,0,12,31,781,70,0,0,0,9,9,0,8,22,0,0,0,0,0,0,0,0,12,235,918,3325,1375,749,151,251,77,0,77,1405,107,650,1629,105,810,90,0,1708,0,73464,73464,2144,0,5572,1585,0,0,0,0,224,438,9963,83427,16928,16928,20520,37448,47411,120875,-13565,-79,-679,-14323,-65484,0,-536,-80343,-32932,40532
中間投入／Ａ252／セメント・セメント製品（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,17855,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,93466,54027,47400,34519,0,6,0,69,0,0,0,56,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,249178,249178,0,0,118,1,0,0,0,0,-71,0,48,249226,101,101,63883,63984,64032,313210,-1491,-7,-75,-1573,-216076,0,0,-217649,-153617,95561
中間投入／Ａ253／陶磁器（百万円）,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,77,0,0,0,0,5,0,0,0,0,0,14,0,0,6,0,0,0,3,12,0,0,0,0,0,0,0,0,9,9,30,733,2268,15398,1989,1,154,15,379,0,0,0,33,0,9,53,9,14043,1372,206,764,0,0,0,226,818,51,0,0,0,0,11,0,24,0,1,0,6,0,0,0,0,0,0,201,321,0,1122,66,889,1024,74,0,0,0,99,974,6397,0,8,308,0,1745,0,52015,52015,805,0,5921,1856,0,0,0,0,145,2,8729,60744,43,43,1105,1148,9877,61892,-11211,-115,-558,-11884,-48228,0,-594,-60706,-50829,1186
中間投入／Ａ259／その他の窯業・土石製品（百万円）,93,0,0,0,2,0,0,0,69,1,3,0,0,0,4,56,28,4,16,0,634,0,8,0,0,50,98,0,82,11,27,5,951,1244,44,1212,0,71,106,0,25,71,53,478,2071,1964,1396,2812,770,1350,38,208,165,469,539,0,335,380,4,190,939,0,23941,28656,4491,8793,59,50,2710,0,964,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,313,206,4593,19,252,0,0,7,0,0,0,117,15,30,471,33,928,870,1299,2121,0,100043,100043,688,0,10839,533,0,0,0,0,-238,1,11823,111866,94,94,13418,13512,25335,125378,-15505,-90,-779,-16374,-92743,0,0,-109117,-83782,16261
中間投入／Ａ261／銑鉄・粗鋼（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13071,887,-372,0,0,-25,-608,-192,-521,-263,0,-1,-135,-17,-1,-4,-72,-10,0,-354,-64,-9,-160,-72,0,0,-1072,-113,-214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,91,0,9776,9776,0,0,-3972,0,0,0,-4093,-29715,1,689,-37090,-27314,7496,7496,34892,42388,5298,15074,-166,0,-8,-174,-14900,0,0,-15074,-9776,0
中間投入／Ａ262／鋼材（百万円）,4,0,0,0,2,0,0,0,0,0,0,0,1,7,18,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,126,307,0,0,302,0,41,0,51771,1059,41348,0,26,3877,26221,16159,23903,7799,4,1547,16621,910,1374,1294,1619,1593,0,27068,6280,348,2438,2642,0,86441,22153,17076,42800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,71,0,5003,0,413886,413886,0,0,0,0,0,0,0,0,664,333,997,414883,12420,12420,63276,75696,76693,490579,-13533,0,-677,-14210,-377303,0,0,-391513,-314820,99066
中間投入／Ａ263／鋳鍛造品（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,10,0,0,72,0,0,0,203,915,7097,11009,1446,0,126,6007,31,548,47,152,692,0,185,7517,214,2374,519,0,739,441,765,6647,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,7,12,0,0,0,0,0,19,166,0,1,90,7,2448,0,50860,50860,0,0,6,0,0,0,0,0,131,8,145,51005,176,176,6164,6340,6485,57345,-510,0,-24,-534,-45138,0,0,-45672,-39187,11673
中間投入／Ａ269／その他の鉄鋼製品（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3622,0,0,0,0,4,0,3,0,0,0,4,0,0,4,0,0,0,49,0,31,0,0,6,0,0,20,2430,12674,4639,6039,2681,51,1165,4237,610,21,316,2072,186,0,1764,1436,168,2016,379,0,806,1032,236,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,2038,0,52047,52047,0,0,0,0,0,0,0,0,-109,117,8,52055,2449,2449,47409,49858,49866,101913,-3049,0,-152,-3201,-31711,0,0,-34912,14954,67001
中間投入／Ａ271／非鉄金属製錬・精製（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,0,-369,0,1084,0,212,0,0,0,1147,0,0,37,-1,0,591,0,18,272,0,1931,14,-9,11752,19667,-51,2076,92,645,7422,7005,6311,3550,18,170,928,389,14,0,-67,2547,2,68,5157,0,228,0,-3,-9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2173,0,75329,75329,0,0,17508,1134,0,0,0,-25392,-211,1078,-5883,69446,13910,13910,38960,52870,46987,122316,-60585,-78,-3032,-63695,-13023,0,-209,-76927,-29940,45389
中間投入／Ａ272／非鉄金属加工製品（百万円）,0,0,0,0,0,0,0,1,1548,339,0,1,0,0,31,1358,0,35,2398,0,11,0,4,0,0,57,433,0,0,173,219,135,20,1,0,52,0,0,1,0,41,3409,3092,5850,8972,8289,13265,4687,15820,22022,1058,6742,2025,20995,10217,0,3198,10580,84,6091,5647,0,26864,15692,3946,45119,315,0,164,6,236,0,0,0,0,0,0,0,31,0,0,0,25,0,0,0,0,0,855,1884,0,163,10574,0,107,447,74,0,0,4181,344,498,2040,732,0,610,229,5114,0,279151,279151,337,0,1313,0,0,0,0,27073,-151,221,28793,307944,6005,6005,32927,38932,67725,346876,-51935,-264,-2611,-54810,-243510,0,0,-298320,-230595,48556
中間投入／Ａ281／建設・建築用金属製品（百万円）,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,178,297,92,51,0,0,11,0,0,0,0,37,0,0,0,0,17,388,1216,0,204562,139329,18538,49797,0,0,0,0,0,0,0,143,26,36,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,28,0,0,0,0,0,0,0,795,0,416177,416177,0,0,2746,0,8,0,44,5119,1610,5,9532,425709,215,215,14627,14842,24374,440551,-24203,-34,-1212,-25449,-376552,0,0,-402001,-377627,38550
中間投入／Ａ289／その他の金属製品（百万円）,21,1,0,0,26,0,0,171,2360,10563,2,0,1,427,283,4778,48,210,591,0,319,0,89,0,0,565,4730,0,0,146,2092,1395,257,195,8,117,0,1,90,1,0,80,1204,12325,8065,12851,17341,2776,7103,12270,588,4357,909,9450,4025,0,3095,2971,146,1224,5864,19,62348,117149,6030,7545,412,773,677,93,51322,877,200,552,1549,323,722,0,546,51,60,308,3406,4,1683,77,2083,525,1283,66811,456,236,1660,18,615,618,935,3043,29,8889,1950,609,14715,3323,262,7994,86,2856,0,511853,511853,7491,0,29862,1232,0,0,346,46864,-1406,397,84786,596639,9769,9769,134943,144712,229498,741351,-55868,-389,-2790,-59047,-465700,0,-32,-524779,-295281,216572
中間投入／Ａ291／はん用機械（百万円）,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,17,0,0,37,0,0,40,2,0,17,0,0,17,0,0,0,11,112,29248,18466,5755,417,640,2372,477,624,26,621,681,0,523,2255,136,1153,1860,0,26732,1066,5616,5695,0,0,3639,0,41,0,0,0,0,149,6,0,6,49,2,15,275,8,0,6,0,0,173,3892,0,0,0,0,4,0,0,22,0,76864,1028,0,0,0,0,55,0,0,0,191086,191086,0,0,1370,0,0,0,24733,354885,228,544,381760,572846,13506,13506,160053,173559,555319,746405,-66907,0,-3345,-70252,-480887,0,0,-551139,4180,195266
中間投入／Ａ301／生産用機械（百万円）,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,1,251,0,0,1,3,0,20,0,0,13,21,0,5,1,108,848,46816,833,844,677,1749,31,515,6,131,243,0,105,209,15,170,321,0,63,155,76,9,0,21,105,0,43,0,0,0,0,24,9,0,31,28,32,8,101,5,2,0,0,29,0,132,0,0,0,0,0,0,0,258,0,117141,36,0,0,0,0,84,0,0,0,172382,172382,0,0,768,45,0,0,17350,582225,1071,2261,603720,776102,80313,80313,259959,340272,943992,1116374,-86464,0,-4323,-90787,-628276,0,0,-719063,224929,397311
中間投入／Ａ311／業務用機械（百万円）,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,2621,22688,0,0,856,0,248,0,219,1,0,117,53,5,286,66,3,1057,0,34,0,0,0,58,21,22295,177,0,0,0,0,3,0,4,12,15,13,112,10,44,53,0,279,4332,51915,0,0,61952,1427,2196,3298,0,19431,0,58143,1217,21,0,3,4941,820,6075,0,0,267742,267742,626,0,28100,2294,13,0,28332,621699,5046,3538,689648,957390,106420,106420,317134,423554,1113202,1380944,-190557,-49,-9527,-200133,-669669,0,-377,-870179,243023,510765
中間投入／Ａ321／電子デバイス（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,191,842,39601,11323,11695,18139,2501,62326,7233,38868,58600,0,0,1017,0,1488,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,23886,0,0,0,0,0,0,0,0,0,286172,286172,0,0,109,0,0,0,0,0,946,19,1074,287246,604,604,109014,109618,110692,396864,-90736,0,-4537,-95273,-93642,0,0,-188915,-78223,207949
中間投入／Ａ329／その他の電子部品（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,526,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,95,923,2999,32759,40224,63363,19979,619,55122,841,53759,47069,0,1,1205,2,249,2391,0,1754,261,39,14,6,2,8,0,216,373,0,0,0,0,0,0,0,1,0,0,21,1,407,2780,8523,437,12224,30276,72,3704,2,0,54,0,0,12,8,107100,171,0,0,0,2,25,6438,0,485,497071,497556,247,0,19768,1968,0,0,0,0,1402,758,24143,521699,27727,27727,196164,223891,248034,745590,-93603,0,-4680,-98283,-392279,0,-209,-490771,-242737,254819
中間投入／Ａ331／産業用電気機器（百万円）,0,0,0,0,21,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,3,3754,7270,4952,0,397,27947,466,5389,242,2918,2404,1,3133,12621,82,820,691,0,7422,5357,2064,3132,0,0,0,0,2,0,0,0,0,77,0,7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29816,2,0,0,0,0,0,0,319,0,121392,121392,8,0,1497,29,0,0,18370,253720,10047,315,283986,405378,7698,7698,245577,253275,537261,658653,-85795,0,-4289,-90084,-201313,0,-1,-291398,245863,367255
