項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,20万円未満／実数（円）,20万円未満／構成比（％）,20万円以上30万円未満／実数（円）,20万円以上30万円未満／構成比（％）,30万円以上40万円未満／実数（円）,30万円以上40万円未満／構成比（％）,40万円以上50万円未満／実数（円）,40万円以上50万円未満／構成比（％）,50万円以上60万円未満／実数（円）,50万円以上60万円未満／構成比（％）,60万円以上70万円未満／実数（円）,60万円以上70万円未満／構成比（％）,70万円以上／実数（円）,70万円以上／構成比（％）
3,4,0,0,0,保険純増,17503,-,3204,-,2088,-,21519,-,25091,-,25426,-,25674,-,30211,-
3,3,0,0,0,有価証券純購入,1933,-,711,-,1106,-,1038,-,-2122,-,3604,-,3991,-,8656,-
3,1,0,0,0,土地家屋借金純減,46472,-,16878,-,19644,-,38030,-,70571,-,68823,-,61147,-,68424,-
3,1,0,0,0,他の借金純減,1863,-,487,-,1962,-,2817,-,2098,-,2000,-,1157,-,1983,-
3,1,0,0,0,分割払購入借入金純減,-671,-,1500,-,-5765,-,-1403,-,3540,-,1923,-,-1071,-,-4545,-
3,1,0,0,0,一括払購入借入金純減,-36422,-,-25224,-,-33361,-,-39149,-,-29738,-,-40876,-,-39130,-,-49067,-
3,1,0,0,0,土地家屋純増,7046,-,43619,-,1110,-,-493,-,-,-,-1993,-,-,-,-,-
3,1,0,0,0,その他の純増,351,-,1184,-,281,-,220,-,-62,-,-576,-,677,-,744,-
3,1,0,0,0,繰越純増,-20552,-,-20768,-,-14823,-,-27083,-,-18017,-,-20595,-,-4484,-,-32826,-
,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年・令和元年,,,,,,,,,,,,,,,,,,,,,
第１６表　定期収入階級別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,,,,
