項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,ローン返済世帯／実数（円）,ローン返済世帯／構成比（％）,ローン返済世帯／40歳未満／実数（円）,ローン返済世帯／40歳未満／構成比（％）,ローン返済世帯／40～49歳／実数（円）,ローン返済世帯／40～49歳／構成比（％）,ローン返済世帯／50歳以上／実数（円）,ローン返済世帯／50歳以上／構成比（％）,ローン返済のない世帯／実数（円）,ローン返済のない世帯／構成比（％）,ローン返済のない世帯／40歳未満／実数（円）,ローン返済のない世帯／40歳未満／構成比（％）,ローン返済のない世帯／40～49歳／実数（円）,ローン返済のない世帯／40～49歳／構成比（％）,ローン返済のない世帯／50歳以上／実数（円）,ローン返済のない世帯／50歳以上／構成比（％）
2,3,0,0,0,社会保険料,70554,-,85885,-,70577,-,85312,-,93093,-,61725,-,59866,-,62309,-,61791,-
2,4,0,0,0,公的年金保険料,42206,-,52620,-,46364,-,52891,-,55059,-,36171,-,38902,-,38661,-,34234,-
2,4,0,0,0,健康保険料,23205,-,27574,-,22688,-,26257,-,31063,-,20712,-,19497,-,19436,-,21550,-
2,4,0,0,0,介護保険料,3802,-,4016,-,93,-,4451,-,5238,-,3694,-,94,-,3029,-,4937,-
2,4,0,0,0,他の社会保険料,1341,-,1676,-,1433,-,1714,-,1733,-,1148,-,1373,-,1184,-,1071,-
2,3,0,0,0,その他,52,-,15,-,80,-,1,-,3,-,72,-,52,-,157,-,39,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),704476,-,903666,-,799900,-,880663,-,978635,-,588326,-,563489,-,569671,-,602974,-
2,2,0,0,0,預貯金,547819,-,640941,-,580970,-,625268,-,689733,-,494080,-,500762,-,482488,-,497577,-
2,2,0,0,0,保険料,26356,-,29116,-,25645,-,30991,-,28592,-,24616,-,14745,-,19398,-,29571,-
2,3,0,0,0,個人・企業年金保険料,4877,-,5052,-,3458,-,4719,-,6145,-,4721,-,3718,-,5096,-,4746,-
2,3,0,0,0,他の保険料,21479,-,24064,-,22187,-,26273,-,22447,-,19895,-,11026,-,14302,-,24824,-
2,2,0,0,0,有価証券購入,3401,-,3817,-,2855,-,4962,-,3016,-,3111,-,3412,-,2478,-,3258,-
2,2,0,0,0,土地家屋借金返済,46472,-,125430,-,109284,-,105495,-,153078,-,-,-,-,-,-,-,-,-
2,2,0,0,0,他の借金返済,2007,-,2327,-,2876,-,662,-,3909,-,1828,-,3102,-,874,-,1884,-
2,2,0,0,0,分割払購入借入金返済,3857,-,6112,-,3263,-,4240,-,9216,-,2547,-,1258,-,1304,-,3477,-
2,2,0,0,0,一括払購入借入金返済,73765,-,95405,-,74853,-,108410,-,90522,-,61164,-,39863,-,62919,-,65711,-
2,2,0,0,0,実支出以外の支払のその他,799,-,519,-,155,-,634,-,569,-,980,-,347,-,210,-,1497,-
2,1,0,0,0,繰越金,94813,-,130460,-,46923,-,223060,-,62012,-,75447,-,84781,-,61916,-,77379,-
3,0,0,0,0,可処分所得,539517,-,628412,-,575711,-,624929,-,660500,-,488042,-,500830,-,483686,-,486663,-
3,0,0,0,0,黒字,178911,-,248331,-,276848,-,250181,-,238626,-,138599,-,204788,-,148987,-,117722,-
3,1,0,0,0,金融資産純増,180825,-,172243,-,243754,-,195014,-,122268,-,187136,-,297767,-,160244,-,170468,-
3,3,0,0,0,貯蓄純増,178892,-,171187,-,240899,-,195862,-,119601,-,184665,-,298178,-,157767,-,167210,-
3,4,0,0,0,預貯金純増,161389,-,153509,-,215254,-,167264,-,117934,-,167616,-,283434,-,139719,-,149806,-
3,4,0,0,0,保険純増,17503,-,17677,-,25645,-,28599,-,1667,-,17049,-,14745,-,18048,-,17405,-
3,3,0,0,0,有価証券純購入,1933,-,1057,-,2855,-,-848,-,2667,-,2471,-,-412,-,2478,-,3258,-
3,1,0,0,0,土地家屋借金純減,46472,-,125430,-,109284,-,105495,-,153078,-,-,-,-,-,-,-,-,-
3,1,0,0,0,他の借金純減,1863,-,2271,-,2876,-,662,-,3772,-,1626,-,2945,-,462,-,1750,-
3,1,0,0,0,分割払購入借入金純減,-671,-,800,-,2451,-,2443,-,-1681,-,-1522,-,658,-,600,-,-2830,-
3,1,0,0,0,一括払購入借入金純減,-36422,-,-33471,-,-47771,-,-34731,-,-25809,-,-38074,-,-64352,-,-30818,-,-33935,-
3,1,0,0,0,土地家屋純増,7046,-,-876,-,-,-,-,-,-2152,-,11094,-,-,-,42668,-,245,-
3,1,0,0,0,その他の純増,351,-,-180,-,75,-,105,-,-547,-,661,-,202,-,-1,-,1079,-
3,1,0,0,0,繰越純増,-20552,-,-17886,-,-33822,-,-18806,-,-10302,-,-22320,-,-32432,-,-24169,-,-19055,-
,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年・令和元年,,,,,,,,,,,,,,,,,,,,,,,
第２４表　住宅ローン返済の有無別・世帯主年齢階層別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,,,,,,
