"全国地方公共団体コード","ID","地方公共団体名","施設名称","施設名称_カナ","施設名称_英字","営業の種類","業態","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","施設所在地_都道府県","施設所在地_市区町村","施設所在地_町字","施設所在地_番地以下","施設方書","緯度","経度","施設電話番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人名","法人番号","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"132136","132136E00253","東村山市","パブスナックアムール","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目30-31武和ビル2F","東京都","東村山市","栄町2丁目","30-31 武和ビル2F","","35.748840","139.470393","(042)395-8538","","","","1890013","","","","1994-06-06","","","","","更新","",""
"132136","132136E00254","東村山市","彩葉 iroha","","","飲食店営業(バー・キャバレー)","","132136","","東京都東村山市栄町2丁目30-31武和ビル3階","東京都","東村山市","栄町2丁目","30-31 武和ビル3階","","35.748840","139.470393","(042)313-0208","","","","1890013","","","","2017-12-27","","","","","新規","",""
"132136","132136E00255","東村山市","とんかつ かつ一","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目30-32","東京都","東村山市","栄町2丁目","30-32","","35.748807","139.470427","(042)391-3042","","","","1890013","","","","2022-04-28","","","","","新規","",""
"132136","132136E00256","東村山市","cafe Re","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目30-34","東京都","東村山市","栄町2丁目","30-34","","35.748772","139.469674","(042)306-3758","","","","1890013","","","","2022-09-14","","","","","新規","",""
"132136","132136E00257","東村山市","割烹くずし 絹 久米川本店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目30-5ポーロニア2F","東京都","東村山市","栄町2丁目","30-5 ポーロニア2F","","35.748753","139.470495","(042)306-4924","","","","1890013","Ｋ ｆｏｏｄ ｉｎｎｏｖａｔｉｏｎ株式会社","","","2017-11-06","","","","","新規","",""
"132136","132136E00258","東村山市","Ｅｎｃｕｅｎｔｒｏ（エンクエントロー）","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目30-5ポーロニアⅠF1","東京都","東村山市","栄町2丁目","30-5 ポーロニアⅠF1","","35.748753","139.470495","mitei","","","","1890013","","","","2014-12-04","","","","","更新","",""
"132136","132136E00259","東村山市","Girls Snack Hana","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目30-5ポーロニアⅠ地下1階","東京都","東村山市","栄町2丁目","30-5 ポーロニアⅠ地下1階","","35.748753","139.470495","","","","","1890013","","","","2018-11-27","","","","","新規","",""
"132136","132136E00260","東村山市","巴屋本店","","","麺類製造業","","132136","","東京都東村山市栄町2丁目30-59地下1F","東京都","東村山市","栄町2丁目","30-59 地下1F","","35.748729","139.470095","(042)309-1907","","","","1890013","有限会社 巴屋本店","","","2022-03-30","","","","","新規","",""
"132136","132136E00261","東村山市","じじの鉄板焼","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目30-9アドバンスビル2F","東京都","東村山市","栄町2丁目","30-9 アドバンスビル2F","","35.748589","139.470278","(042)313-3219","","","","1890013","株式会社ＫＢＳ","","","2019-06-12","","","","","新規","",""
"132136","132136E00262","東村山市","牛料理にくや","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目30-9アドバンスビル2F","東京都","東村山市","栄町2丁目","30-9 アドバンスビル2F","","35.748589","139.470278","(042)313-3819","","","","1890013","株式会社ＫＢＳ","","","2019-06-12","","","","","新規","",""
"132136","132136E00263","東村山市","Ｋｉｔｃｈｅｎ ＫＥＩＪＩ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目31-1竹田ビル1F","東京都","東村山市","栄町2丁目","31-1 竹田ビル1F","","35.749305","139.469844","(042)395-3325","","","","1890013","株式会社ＫＥＩＪＩ","","","2011-11-01","","","","","更新","",""
"132136","132136E00264","東村山市","ファミリーマート東村山久米川通り店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目31-22","東京都","東村山市","栄町2丁目","31-22","","35.749390","139.469676","(042)399-1543","","","","1890013","","","","2015-02-16","","","","","更新","",""
"132136","132136E00265","東村山市","ファミリーマート東村山久米川通り店","","","菓子製造業(その他の菓子製造業)","","132136","","東京都東村山市栄町2丁目31-22","東京都","東村山市","栄町2丁目","31-22","","35.749390","139.469676","(042)399-1543","","","","1890013","","","","2017-05-09","","","","","新規","",""
"132136","132136E00266","東村山市","だがしカンパニー","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目32-24","東京都","東村山市","栄町2丁目","32-24","","35.749954","139.468537","(042)391-9615","","","","1890013","","","","2015-03-12","","","","","更新","",""
"132136","132136E00267","東村山市","ディノ・アミーゴ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目32-38武蔵第一ビル2階","東京都","東村山市","栄町2丁目","32-38 武蔵第一ビル2階","","35.749567","139.469412","(042)390-1966","","","","1890013","有限会社 ディノ","","","2008-11-25","","","","","更新","",""
"132136","132136E00268","東村山市","ＦＬＡＴ ＦＩＶＥ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目32-38B1","東京都","東村山市","栄町2丁目","32-38 B1","","35.749567","139.469412","","","","","1890013","","","","2022-08-10","","","","","新規","",""
"132136","132136E00269","東村山市","季節茶や 味里","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目32-38武蔵第一ビル1F","東京都","東村山市","栄町2丁目","32-38 武蔵第一ビル1F","","35.749567","139.469412","(042)396-6585","","","","1890013","","","","2019-11-14","","","","","新規","",""
"132136","132136E00270","東村山市","ｂｉｓｔｒｏ らぐー","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目32-6シャポー秋田102","東京都","東村山市","栄町2丁目","32-6 シャポー秋田102","","35.749594","139.469511","(042)202-1008","","","","1890013","","","","2019-02-06","","","","","新規","",""
"132136","132136E00271","東村山市","ｂｉｓｔｒｏ らぐー","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市栄町2丁目32-6シャポー秋田102","東京都","東村山市","栄町2丁目","32-6 シャポー秋田102","","35.749594","139.469511","(042)202-1008","","","","1890013","","","","2021-03-25","","","","","新規","",""
"132136","132136E00272","東村山市","てんぷら 天■（てんよし）","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目32-7","東京都","東村山市","栄町2丁目","32-7","","35.749539","139.469326","(042)392-6682","","","","1890013","","","","2022-11-10","","","","","新規","",""
"132136","132136E00273","東村山市","みつや","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目37-8都営栄町第4アパート101","東京都","東村山市","栄町2丁目","37-8 都営栄町第4アパート101","","35.747591","139.469431","(042)306-0352","","","","1890013","","","","2020-04-23","","","","","新規","",""
"132136","132136E00274","東村山市","シャモア 久米川店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目37-8-104","東京都","東村山市","栄町2丁目","37-8-104","","35.747591","139.469431","(042)313-3474","","","","1890013","","","","2019-11-12","","","","","新規","",""
"132136","132136E00275","東村山市","シャモア 久米川店","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市栄町2丁目37-8-104","東京都","東村山市","栄町2丁目","37-8-104","","35.747591","139.469431","(042)313-3474","","","","1890013","","","","2019-11-12","","","","","新規","",""
"132136","132136E00276","東村山市","青年チキン＆カフェ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目38-1-102","東京都","東村山市","栄町2丁目","38-1-102","","35.747900","139.470224","(042)201-2402","","","","1890013","株式会社黄金","","","2021-03-25","","","","","新規","",""
"132136","132136E00277","東村山市","らーめん しょういん","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目38-1城西コーポラス101","東京都","東村山市","栄町2丁目","38-1 城西コーポラス101","","35.747900","139.470224","(042)392-2800","","","","1890013","","","","2012-09-28","","","","","更新","",""
"132136","132136E00278","東村山市","青年チキン＆カフェ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目38-1-102","東京都","東村山市","栄町2丁目","38-1-102","","35.747900","139.470224","","","","","1890013","","","","2020-07-17","","","","","新規","",""
"132136","132136E00279","東村山市","Si Tonno","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目38-17","東京都","東村山市","栄町2丁目","38-17","","35.747811","139.470107","(042)306-1478","","","","1890013","株式会社SNC","","","2013-07-11","","","","","更新","",""
"132136","132136E00280","東村山市","夕灯り","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目38-17YIビル201","東京都","東村山市","栄町2丁目","38-17 YIビル201","","35.747811","139.470107","(042)306-3722","","","","1890013","","","","2013-12-05","","","","","更新","",""
"132136","132136E00281","東村山市","玄治","","","飲食店営業(そば屋)","","132136","","東京都東村山市栄町2丁目38-2寿ビル1F","東京都","東村山市","栄町2丁目","38-2 寿ビル1F","","35.747850","139.470159","(042)398-5833","","","","1890013","","","","2007-12-17","","","","","更新","",""
"132136","132136E00282","東村山市","スナック嬉来々（きらら）","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目38-2寿ビルB1","東京都","東村山市","栄町2丁目","38-2 寿ビルB1","","35.747850","139.470159","(042)306-3073","","","","1890013","","","","2018-10-19","","","","","新規","",""
"132136","132136E00283","東村山市","おやつ屋 Ｓｕｎｓｅｔ","","","菓子製造業(その他の菓子製造業)","","132136","","東京都東村山市栄町2丁目38-4アサヒビル1階","東京都","東村山市","栄町2丁目","38-4 アサヒビル1階","","35.747711","139.470340","","","","","1890013","","","","2021-09-28","","","","","新規","",""
"132136","132136E00284","東村山市","彩雅","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目39-18","東京都","東村山市","栄町2丁目","39-18","","35.747546","139.469799","(042)392-5505","","","","1890013","有限会社 Ｙ．Ｔ．Ｓ","","","2022-06-14","","","","","新規","",""
"132136","132136E00285","東村山市","彩雅","","","そうざい製造業(そうざい製造)","","132136","","東京都東村山市栄町2丁目39-18","東京都","東村山市","栄町2丁目","39-18","","35.747546","139.469799","(042)392-5505","","","","1890013","有限会社 Ｙ．Ｔ．Ｓ","","","2022-06-14","","","","","新規","",""
"132136","132136E00286","東村山市","Sports Cafe KAZ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目39-18フローラルマンション地下1階","東京都","東村山市","栄町2丁目","39-18 フローラルマンション地下1階","","35.747546","139.469799","(042)306-4570","","","","1890013","","","","2020-07-21","","","","","新規","",""
"132136","132136E00287","東村山市","企業組合 ワーカーズ・コレクティブ グレイン","","","飲食店営業(弁当屋)","","132136","","東京都東村山市栄町2丁目39-26","東京都","東村山市","栄町2丁目","39-26","","35.747670","139.470061","(042)391-8015","","","","1890013","企業組合 ワーカーズ・コレクティブ グレイン","","","2002-04-01","","","","","更新","",""
"132136","132136E00288","東村山市","企業組合 ワーカーズ・コレクティブ グレイン","","","菓子製造業(パン製造業)","","132136","","東京都東村山市栄町2丁目39-26","東京都","東村山市","栄町2丁目","39-26","","35.747670","139.470061","(042)391-8015","","","","1890013","企業組合 ワーカーズ・コレクティブ グレイン","","","2002-04-01","","","","","更新","",""
"132136","132136E00289","東村山市","オーブンフレッシュキッチン久米川店","","","飲食店営業(弁当屋)","","132136","","東京都東村山市栄町2丁目3-1","東京都","東村山市","栄町2丁目","3-1","","35.750042","139.471988","(042)398-3378","","","","1890013","株式会社ヴイ・ディー・エフ・サンロイヤル","","","2023-02-08","","","","","新規","",""
"132136","132136E00290","東村山市","中国料理 寿蘭","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目3-4西友久米川店7階","東京都","東村山市","栄町2丁目","3-4 西友久米川店7階","","35.749539","139.472535","(042)397-1801","","","","1890013","株式会社 クドー食品","","","1985-06-14","","","","","更新","",""
"132136","132136E00291","東村山市","株式会社西友 久米川店","","","魚介類販売業(一般)","","132136","","東京都東村山市栄町2丁目3-4","東京都","東村山市","栄町2丁目","3-4","","35.749539","139.472535","(042)394-3311","","","","1890013","株式会社西友","","","2001-02-13","","","","","更新","",""
"132136","132136E00292","東村山市","株式会社西友 久米川店 若菜","","","飲食店営業(弁当屋)","","132136","","東京都東村山市栄町2丁目3-4西友久米川店内","東京都","東村山市","栄町2丁目","3-4 西友久米川店内","","35.749539","139.472535","(042)394-0244","","","","1890013","株式会社西友","","","2007-07-09","","","","","更新","",""
"132136","132136E00293","東村山市","株式会社西友 久米川店 若菜","","","飲食店営業(弁当屋)","","132136","","東京都東村山市栄町2丁目3-4西友久米川店地下1階","東京都","東村山市","栄町2丁目","3-4 西友久米川店地下1階","","35.749539","139.472535","(042)394-0244","","","","1890013","株式会社西友","","","2009-04-24","","","","","更新","",""
"132136","132136E00294","東村山市","株式会社西友 久米川店 若菜","","","飲食店営業(そうざい店)","","132136","","東京都東村山市栄町2丁目3-4西友久米川店内","東京都","東村山市","栄町2丁目","3-4 西友久米川店内","","35.749539","139.472535","(042)394-0244","","","","1890013","株式会社西友","","","1987-02-20","","","","","更新","",""
"132136","132136E00295","東村山市","株式会社西友 久米川店 若菜","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市栄町2丁目3-4西友久米川店内","東京都","東村山市","栄町2丁目","3-4 西友久米川店内","","35.749539","139.472535","(042)394-0244","","","","1890013","株式会社西友","","","2007-07-09","","","","","更新","",""
"132136","132136E00296","東村山市","有限会社いとう屋","","","飲食店営業(弁当屋)","","132136","","東京都東村山市栄町2丁目40-31","東京都","東村山市","栄町2丁目","40-31","","35.747311","139.469459","(042)391-1213","","","","1890013","有限会社 いとう屋","","","1981-08-15","","","","","更新","",""
"132136","132136E00297","東村山市","有限会社いとう屋","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市栄町2丁目40-31","東京都","東村山市","栄町2丁目","40-31","","35.747311","139.469459","(042)391-1213","","","","1890013","有限会社 いとう屋","","","1981-08-15","","","","","更新","",""
"132136","132136E00298","東村山市","Cafe74","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目41-18","東京都","東村山市","栄町2丁目","41-18","","35.746551","139.470311","(042)391-4495","","","","1890013","","","","2020-09-24","","","","","新規","",""
"132136","132136E00299","東村山市","カラオケBANBAN 久米川店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-1グランドルム壱番館2F","東京都","東村山市","栄町2丁目","4-1 グランドルム壱番館2F","","35.749227","139.472859","(050)3134-0747","","","","1890013","株式会社シン・コーポレーション","","","2013-12-26","","","","","更新","",""
"132136","132136E00300","東村山市","セブンイレブン久米川駅前店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-1","東京都","東村山市","栄町2丁目","4-1","","35.749227","139.472859","(042)397-3077","","","","1890013","","","","2019-11-27","","","","","新規","",""
"132136","132136E00301","東村山市","セブンイレブン久米川駅前店","","","菓子製造業(その他の菓子製造業)","","132136","","東京都東村山市栄町2丁目4-1","東京都","東村山市","栄町2丁目","4-1","","35.749227","139.472859","(042)397-3077","","","","1890013","","","","2019-11-27","","","","","新規","",""
"132136","132136E00302","東村山市","台湾料理 秀味軒","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-14","東京都","東村山市","栄町2丁目","4-14","","35.748509","139.473567","(042)315-5322","","","","1890013","株式会社鴻福","","","2019-06-18","","","","","新規","",""
"132136","132136E00303","東村山市","かぎしっぽ(あいか)","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-15","東京都","東村山市","栄町2丁目","4-15","","35.748483","139.473599","","","","","1890013","","","","2019-01-18","","","","","新規","",""
"132136","132136E00304","東村山市","スナック おけい","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-16","東京都","東村山市","栄町2丁目","4-16","","35.748539","139.473633","(042)306-3605","","","","1890013","","","","2020-11-26","","","","","新規","",""
"132136","132136E00305","東村山市","７７ NANA","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-16-201","東京都","東村山市","栄町2丁目","4-16-201","","35.748539","139.473633","","","","","1890013","","","","2020-05-18","","","","","新規","",""
"132136","132136E00306","東村山市","PUB OHANA","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-17","東京都","東村山市","栄町2丁目","4-17","","35.748568","139.473668","(042)306-2078","","","","1890013","","","","2020-03-24","","","","","新規","",""
"132136","132136E00307","東村山市","カラオケショットバーZ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-18-2階","東京都","東村山市","栄町2丁目","4-18 2階","","35.748595","139.473701","(042)398-3897","","","","1890013","","","","2019-10-01","","","","","新規","",""
"132136","132136E00308","東村山市","居酒屋 なごみ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-18","東京都","東村山市","栄町2丁目","4-18","","35.748595","139.473701","","","","","1890013","","","","2020-12-08","","","","","新規","",""
"132136","132136E00309","東村山市","錦江湾","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-4","東京都","東村山市","栄町2丁目","4-4","","35.748961","139.473074","","","","","1890013","","","","2017-10-04","","","","","新規","",""
"132136","132136E00310","東村山市","カラオケランドＺＯＯ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-8ミヤナベビル2階～4階","東京都","東村山市","栄町2丁目","4-8 ミヤナベビル2階～4階","","35.748465","139.473664","(042)393-5522","","","","1890013","有限会社 真","","","2007-02-22","","","","","更新","",""
"132136","132136E00311","東村山市","カラオケ ブルドッグ くめがわ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目4-8-2F","東京都","東村山市","栄町2丁目","4-8 2F","","35.748465","139.473664","(042)313-0529","","","","1890013","株式会社Ｂａｎｑｕｅｔ","","","2020-12-23","","","","","新規","",""
"132136","132136E00312","東村山市","いずみ屋","","","飲食店営業(弁当屋)","","132136","","東京都東村山市栄町2丁目5-10","東京都","東村山市","栄町2丁目","5-10","","35.748029","139.474275","(042)392-7638","","","","1890013","有限会社 アザミ","","","1995-09-12","","","","","更新","",""
"132136","132136E00313","東村山市","いずみ屋","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市栄町2丁目5-10","東京都","東村山市","栄町2丁目","5-10","","35.748029","139.474275","(042)392-7638","","","","1890013","有限会社 アザミ","","","1995-09-12","","","","","更新","",""
"132136","132136E00314","東村山市","Dining Amina","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目5-3第3井田ビル1F","東京都","東村山市","栄町2丁目","5-3 第3井田ビル1F","","35.748402","139.473950","(042)308-1402","","","","1890013","アミナCompany株式会社","","","2022-11-24","","","","","新規","",""
"132136","132136E00315","東村山市","Dining Amina","","","食肉販売業(一般)","","132136","","東京都東村山市栄町2丁目5-3第3井田ビル1F","東京都","東村山市","栄町2丁目","5-3 第3井田ビル1F","","35.748402","139.473950","(042)308-1402","","","","1890013","アミナCompany株式会社","","","2023-02-02","","","","","新規","",""
"132136","132136E00316","東村山市","Dining Amina","","","そうざい製造業(そうざい製造)","","132136","","東京都東村山市栄町2丁目5-3第3井田ビル1F","東京都","東村山市","栄町2丁目","5-3 第3井田ビル1F","","35.748402","139.473950","(042)308-1402","","","","1890013","アミナCompany株式会社","","","2023-02-02","","","","","新規","",""
"132136","132136E00317","東村山市","iwa BAR","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目5-3第3井田ビルB1","東京都","東村山市","栄町2丁目","5-3 第3井田ビルB1","","35.748402","139.473950","(042)393-3110","","","","1890013","株式会社ZABU","","","2022-04-26","","","","","新規","",""
"132136","132136E00318","東村山市","Concept Bar Lumiere","","","飲食店営業(バー・キャバレー)","","132136","","東京都東村山市栄町2丁目5-8グランデールパート3-5階","東京都","東村山市","栄町2丁目","5-8 グランデールパート3-5階","","35.748138","139.474011","","","","","1890013","株式会社イーストクリエイト","","","2023-01-13","","","","","新規","",""
"132136","132136E00319","東村山市","よつ葉 居酒屋","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目5-8グランデールパート3-6F","東京都","東村山市","栄町2丁目","5-8 グランデールパート3-6F","","35.748138","139.474011","","","","","1890013","株式会社四葉商事","","","2021-09-10","","","","","新規","",""
"132136","132136E00320","東村山市","久米川アジア物産／ＯＮＥ ＳＴＹＬＥ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目5-8グランデールパート3B1","東京都","東村山市","栄町2丁目","5-8 グランデールパート3B1","","35.748138","139.474011","","","","","1890013","","","","2022-02-28","","","","","新規","",""
"132136","132136E00321","東村山市","久米ばる","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目5-8グランデールパート3","東京都","東村山市","栄町2丁目","5-8 グランデールパート3","","35.748138","139.474011","","","","","1890013","","","","2022-02-15","","","","","新規","",""
"132136","132136E00322","東村山市","パブ シュシュ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目5-8グランデールパート3・2F","東京都","東村山市","栄町2丁目","5-8 グランデールパート3・2F","","35.748138","139.474011","(042)313-3334","","","","1890013","","","","2013-06-06","","","","","更新","",""
"132136","132136E00323","東村山市","WITH","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目5-8グランデールパート3-3F","東京都","東村山市","栄町2丁目","5-8 グランデールパート3-3F","","35.748138","139.474011","(042)313-0376","","","","1890013","","","","2021-04-16","","","","","新規","",""
"132136","132136E00324","東村山市","Ｌａ ｆｌｅｕｒ ｄｅ ｓｅｌ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目5-9コーポコウジロウ1F","東京都","東村山市","栄町2丁目","5-9 コーポコウジロウ1F","","35.748215","139.474167","(042)398-1833","","","","1890013","","","","2007-09-14","","","","","更新","",""
"132136","132136E00325","東村山市","Ｌａ ｆｌｅｕｒ ｄｅ ｓｅｌ","","","菓子製造業(その他の菓子製造業)","","132136","","東京都東村山市栄町2丁目5-9コーポコウジロウ1F","東京都","東村山市","栄町2丁目","5-9 コーポコウジロウ1F","","35.748215","139.474167","(042)398-1833","","","","1890013","","","","2019-09-05","","","","","新規","",""
"132136","132136E00326","東村山市","ゆば とうふ料理 梟","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目6-10カーサペリオーレ1F","東京都","東村山市","栄町2丁目","6-10 カーサペリオーレ1F","","35.747798","139.473408","(042)313-0042","","","","1890013","","","","2012-06-05","","","","","更新","",""
"132136","132136E00327","東村山市","ナッシング．２０００","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目6-19-101","東京都","東村山市","栄町2丁目","6-19-101","","35.747967","139.473808","(042)390-2376","","","","1890013","","","","2000-07-31","","","","","更新","",""
"132136","132136E00328","東村山市","KIMURAYA ５９","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目6-4ハイネス久米川1階","東京都","東村山市","栄町2丁目","6-4 ハイネス久米川1階","","35.748120","139.473672","(042)306-1859","","","","1890013","","","","2013-08-27","","","","","更新","",""
"132136","132136E00329","東村山市","さんぽみち","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目6-7ホテルセントピア1F","東京都","東村山市","栄町2丁目","6-7 ホテルセントピア1F","","35.747791","139.473693","(042)392-5555","","","","1890013","有限会社 フレプ","","","2002-11-15","","","","","更新","",""
"132136","132136E00330","東村山市","麺蔵もみじ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目7-29","東京都","東村山市","栄町2丁目","7-29","","35.748671","139.473088","(042)394-3003","","","","1890013","","","","2023-03-10","","","","","新規","",""
"132136","132136E00331","東村山市","谷屋","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目7-30","東京都","東村山市","栄町2丁目","7-30","","35.748788","139.472970","","","","","1890013","","","","2021-11-08","","","","","新規","",""
"132136","132136E00332","東村山市","板前料理 かんころ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目7-5ホテルマーキュリー久米川1F","東京都","東村山市","栄町2丁目","7-5 ホテルマーキュリー久米川1F","","35.748530","139.473197","(042)396-7841","","","","1890013","","","","2003-11-05","","","","","更新","",""
"132136","132136E00333","東村山市","一本堂 久米川駅前店","","","菓子製造業(パン製造業)","","132136","","東京都東村山市栄町2丁目8-11","東京都","東村山市","栄町2丁目","8-11","","35.748918","139.472841","(042)313-0017","","","","1890013","","","","2021-08-05","","","","","新規","",""
"132136","132136E00334","東村山市","ＢＡＲ ＫＪ","","","飲食店営業(バー・キャバレー)","","132136","","東京都東村山市栄町2丁目8-14エスカイア久米川113","東京都","東村山市","栄町2丁目","8-14 エスカイア久米川113","","35.748710","139.472452","","","","","1890013","","","","2003-03-31","","","","","更新","",""
"132136","132136E00335","東村山市","Big Orbit","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目8-14エスカイア久米川102","東京都","東村山市","栄町2丁目","8-14 エスカイア久米川102","","35.748710","139.472452","(042)390-0730","","","","1890013","","","","2006-06-20","","","","","更新","",""
"132136","132136E00336","東村山市","スナック華月（カヅキ）","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目8-14","東京都","東村山市","栄町2丁目","8-14","","35.748710","139.472452","(042)395-9536","","","","1890013","","","","1984-09-17","","","","","更新","",""
"132136","132136E00337","東村山市","カフェ・フーガ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目8-21-101","東京都","東村山市","栄町2丁目","8-21-101","","35.749125","139.471753","(042)395-2190","","","","1890013","","","","2009-04-22","","","","","更新","",""
"132136","132136E00338","東村山市","カレーハウスCoCo壱番屋 西武久米川駅前店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目8-3KKビル1F","東京都","東村山市","栄町2丁目","8-3 KKビル1F","","35.749334","139.472271","(042)398-3127","","","","1890013","","","","2021-11-08","","","","","新規","",""
"132136","132136E00339","東村山市","仙石","","","飲食店営業(弁当屋)","","132136","","東京都東村山市栄町2丁目8-5","東京都","東村山市","栄町2丁目","8-5","","35.749114","139.472509","(042)391-7531","","","","1890013","","","","2022-05-18","","","","","新規","",""
"132136","132136E00340","東村山市","東京餃子食堂 久米川店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目8-6","東京都","東村山市","栄町2丁目","8-6","","35.748982","139.472464","(042)306-1222","","","","1890013","","","","2018-08-21","","","","","新規","",""
"132136","132136E00341","東村山市","お茶の山水園","","","飲食店営業(簡易な営業)","","132136","","東京都東村山市栄町2丁目9-32","東京都","東村山市","栄町2丁目","9-32","","35.749392","139.471739","(042)391-9742","","","","1890013","株式会社 お茶の山水園","","","2022-05-11","","","","","新規","",""
"132136","132136E00342","東村山市","鳥貴族 久米川店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目9-32晃正ビル2F","東京都","東村山市","栄町2丁目","9-32 晃正ビル2F","","35.749392","139.471739","(042)306-0844","","","","1890013","株式会社ウィン","","","2022-04-26","","","","","新規","",""
"132136","132136E00343","東村山市","筑前屋 久米川店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目9-32晃正プラザ1階","東京都","東村山市","栄町2丁目","9-32 晃正プラザ1階","","35.749392","139.471739","(042)306-3039","","","","1890013","株式会社カスタマーズディライト","","","2014-09-29","","","","","更新","",""
"132136","132136E00344","東村山市","日高屋 久米川南口店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市栄町2丁目9-32","東京都","東村山市","栄町2丁目","9-32","","35.749392","139.471739","(042)395-6773","","","","1890013","株式会社ハイデイ日高","","","2018-08-24","","","","","新規","",""
