"区分","名称","所在地","郵便番号","経営者","電話番号","許可年月日","種別","緯度","経度"
"宿泊施設","ベイサイドホテル　アジュール竹芝","東京都港区海岸一丁目11番2号","105-0022","東京都職員共済組合","03-3437-2011","19911121","旅館・ホテル","35.6553048","139.763265"
"宿泊施設","ホテルタビノス浜松町","東京都港区海岸一丁目13番3号","105-0022","ＷＨＧホテルタビノス株式会社","03-6837-6863","20190717","旅館・ホテル","35.654818","139.762082"
"宿泊施設","ホテルインターコンチネンタル東京ベイ","東京都港区海岸一丁目16番2号","105-0022","株式会社ベストホスピタリティーネットワーク","03-5404-2222","19950814","旅館・ホテル","35.6530772","139.76219"
"宿泊施設","東京港湾福利厚生センター","東京都港区海岸三丁目9番5号","108-0022","一般財団法人東京港湾福利厚生協会","03-3452-6391","20110328","旅館・ホテル","35.6396565","139.754605"
"宿泊施設","港湾労働者第一宿泊所","東京都港区海岸三丁目9番40号","108-0022","一般財団法人東京港湾福利厚生協会","03-3456-1180","19930430","旅館・ホテル","35.6392732","139.754016"
"宿泊施設","日本通運（株）NEX-TEC芝浦","東京都港区海岸三丁目11番15号","108-0022","日通不動産株式会社","03-3451-6311","20101026","旅館・ホテル","35.639651","139.75533"
"宿泊施設","ＲＥＧＡＬＯ芝浦２０１","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦201号室","108-0022","サジテリアス合同会社","03-6897-0880","20200225","旅館・ホテル","35.643108","139.755632"
"宿泊施設","ＲＥＧＡＬＯ芝浦２０２","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦202号室","108-0022","合同会社ＧＧ","03-6897-0880","20200225","旅館・ホテル","35.643108","139.755632"
"宿泊施設","ＲＥＧＡＬＯ芝浦３０１","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦301号室","108-0022","株式会社アグニス","03-6897-0880","20200220","旅館・ホテル","35.643108","139.755632"
"宿泊施設","ＲＥＧＡＬＯ芝浦３０２","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦302号室","108-0022","株式会社アグニス","03-6897-0880","20200225","旅館・ホテル","35.643108","139.755632"
"宿泊施設","ＲＥＧＡＬＯ芝浦４０１","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦401号室","108-0022","有限会社金泉湯","03-6897-0880","20200220","旅館・ホテル","35.643108","139.755632"
"宿泊施設","ＲＥＧＡＬＯ芝浦４０２","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦402号室","108-0022","有限会社金泉湯","03-6897-0880","20200220","旅館・ホテル","35.643108","139.755632"
"宿泊施設","ＲＥＧＡＬＯ芝浦５０１","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦501号室","108-0022","株式会社ゴレイム","03-5797-7285","20200225","旅館・ホテル","35.643108","139.755632"
"宿泊施設","ＲＥＧＡＬＯ芝浦６０１","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦601号室","108-0022","株式会社クロス・ファイ","03-6689-2000","20200220","旅館・ホテル","35.643108","139.755632"
"宿泊施設","ＲＥＧＡＬＯ芝浦７０１","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦701号室","108-0022","興梠　朋裕","03-5797-7285","20200220","旅館・ホテル","35.643108","139.755632"
"宿泊施設","ＲＥＧＡＬＯ芝浦８０１","東京都港区海岸三丁目17番9号ＲＥＧＡＬＯ芝浦801号室","108-0022","興梠　朋裕","03-5797-7285","20200220","旅館・ホテル","35.643108","139.755632"
"宿泊施設","港湾労働者第三宿泊所","東京都港区海岸三丁目21番1号","108-0022","一般財団法人東京港湾福利厚生協会","03-3454-2608","20100331","旅館・ホテル","35.6403342","139.757174"
"宿泊施設","農林中央金庫品川研修センター","東京都港区港南二丁目10番13号","108-0075","農林中金ファシリティーズ株式会社","03-6758-3170","20140313","旅館・ホテル","35.6239053","139.744696"
"宿泊施設","ストリングスホテル東京インターコンチネンタル","東京都港区港南二丁目16番1号","108-0075","株式会社ベストグローバル","03-5783-1111","20131226","旅館・ホテル","35.6279075","139.740726"
"宿泊施設","港湾労働者品川宿泊所","東京都港区港南五丁目2番13号","108-0075","一般財団法人東京港湾福利厚生協会","03-3472-5301","20110901","旅館・ホテル","35.6296799","139.755244"
"宿泊施設","ヒルトン東京お台場","東京都港区台場一丁目9番1号","135-0091","株式会社東京ヒューマニアエンタプライズ","03-5500-5500","19960206","旅館・ホテル","35.6263471","139.770474"
"宿泊施設","グランドニッコー東京　台場","東京都港区台場二丁目6番1号","135-0091","株式会社グランドニッコー東京","03-5500-6711","20050628","旅館・ホテル","35.6255778","139.77173"
"宿泊施設","ヴィラフォンテーヌグランド東京六本木","東京都港区六本木一丁目6番2号","106-0032","住友不動産ヴィラフォンテーヌ株式会社","03-3560-1110","20070314","旅館・ホテル","35.6641448","139.739478"
"宿泊施設","ホテルオークラ東京別館","東京都港区六本木一丁目10番16号","106-0032","株式会社ホテルオークラ東京","03-3582-0111","19731130","旅館・ホテル","35.6663168","139.743111"
"宿泊施設","アパホテル＜六本木一丁目駅前＞","東京都港区六本木二丁目3番9号","106-0032","アパホテル株式会社","03-5575-6111","20111031","旅館・ホテル","35.66645","139.737634"
"宿泊施設","谷川ビル２階","東京都港区六本木三丁目6番8号谷川ビル2階","106-0032","レデュカ株式会社","090-3312-8510","20170927","簡易宿所","35.6633809","139.73627"
"宿泊施設","谷川ビル３階","東京都港区六本木三丁目6番8号谷川ビル3階","106-0032","ａｄ　ａｘｉａ合同会社","070-6923-6555","20170927","簡易宿所","35.6633809","139.73627"
"宿泊施設","六本木アパルトメント","東京都港区六本木三丁目6番9号","106-0032","ａｄ　ａｘｉａ合同会社","070-6923-6555","20171019","簡易宿所","35.6632337","139.73622"
"宿泊施設","ザ・ビー六本木","東京都港区六本木三丁目9番8号","106-0032","株式会社イシン・ミナトロッポンギ・オペレーションズ","03-5412-0451","20040319","旅館・ホテル","35.6636058","139.733748"
"宿泊施設","相鉄フレッサイン東京六本木","東京都港区六本木三丁目10番1号","106-0032","株式会社相鉄ホテルマネジメント","03-5413-3486","20170929","旅館・ホテル","35.6633141","139.73337"
"宿泊施設","三井ガーデンホテル六本木プレミア","東京都港区六本木三丁目15番17号","106-0032","株式会社三井不動産ホテルマネジメント","03-5545-1431","20200108","旅館・ホテル","35.662101","139.735963"
"宿泊施設","Ｔｈｅ　Ｗａｒｄｒｏｂｅ　Ｈｏｓｔｅｌ　Ｒｏｐｐｏｎｇｉ
（ザ　ワードローブ　ホステル　ロッポンギ）","東京都港区六本木四丁目1番26号","106-0032","建築商売株式会社","03-5544-8226","20180629","簡易宿所","35.66508","139.734756"
"宿泊施設","国際文化会館","東京都港区六本木五丁目11番16号","106-0032","公益財団法人国際文化会館","03-3470-4611","19760110","旅館・ホテル","35.6585175","139.733445"
"宿泊施設","谷島ハイツ４０１","東京都港区六本木五丁目11番30号谷島ハイツ401号室","106-0032","株式会社紫雲荘リゾート９９","03-6629-2097","20191118","旅館・ホテル","35.657692","139.733112"
"宿泊施設","谷島ハイツ４０２","東京都港区六本木五丁目11番30号谷島ハイツ402号室","106-0032","株式会社紫雲荘リゾート９９","03-6629-2097","20200128","旅館・ホテル","35.657692","139.733112"
"宿泊施設","谷島ハイツ５０２","東京都港区六本木五丁目11番30号谷島ハイツ502号室","106-0032","株式会社紫雲荘リゾート９９","03-6629-2097","20191203","旅館・ホテル","35.657692","139.733112"
"宿泊施設","角井ハウス４０３","東京都港区六本木五丁目11番31号角井ハウス403号室","106-0032","株式会社紫雲荘リゾート９９","03-6629-2097","20191118","旅館・ホテル","35.657753","139.733051"
"宿泊施設","角井ハウス５０５","東京都港区六本木五丁目11番31号角井ハウス505号室","106-0032","株式会社紫雲荘リゾート９９","03-6629-2097","20191118","旅館・ホテル","35.657753","139.733051"
"宿泊施設","ホテルアルカトーレ六本木","東京都港区六本木六丁目1番23号","106-0032","株式会社ホテルアークタワー","03-3404-5111","20021004","旅館・ホテル","35.6626503","139.731701"
"宿泊施設","アパホテル＜六本木駅前＞","東京都港区六本木六丁目7番8号","106-0032","アパホテル株式会社","03-5413-6351","20151210","旅館・ホテル","35.6623198","139.732292"
"宿泊施設","カンデオホテルズ東京六本木","東京都港区六本木六丁目7番11号3階～16階","106-0032","株式会社カンデオ・ホスピタリティ・マネジメント","03-5413-6950","20171006","旅館・ホテル","35.6622753","139.732665"
"宿泊施設","グランドハイアット東京","東京都港区六本木六丁目10番3号","106-0032","株式会社森ビルホスピタリティコーポレーション","03-4333-1234","20030414","旅館・ホテル","35.6593506","139.729032"
"宿泊施設","ＳＴＵＤＩＯ　ＢＬＵＥ（スタジオ　ブルー）","東京都港区六本木六丁目11番17号第2竹皮屋ビル5階","106-0032","石井源太郎","090-4668-1833","20190304","旅館・ホテル","35.658008","139.732056"
"宿泊施設","ＳＴＵＤＩＯ　ＷＨＩＴＥ（スタジオ　ホワイト）","東京都港区六本木六丁目11番17号第2竹皮屋ビル6階","106-0032","石井源太郎","090-4668-1833","20190304","旅館・ホテル","35.658008","139.732056"
"宿泊施設","ＴＯＷＥＲ　ＯＦ　ＶＡＢＥＬ（タワーオブバベル）","東京都港区六本木七丁目13番7号","106-0032","株式会社フェニックス・エンターテイメント・ツアーズ","03-5785-1377","20170808","旅館・ホテル","35.6639529","139.730534"
"宿泊施設","レム六本木","東京都港区六本木七丁目14番4号","106-0032","株式会社阪急阪神ホテルズ","03-6863-0606","20170314","旅館・ホテル","35.6636001","139.731381"
"宿泊施設","カプセルインミナミ","東京都港区六本木七丁目15番13号3階","106-0032","株式会社ミナミ","03-5413-8177","20170512","簡易宿所","35.6626058","139.730204"
"宿泊施設","六本木プラザホテル","東京都港区六本木七丁目15番13号六本木ダイヤハイツ6階","106-0032","株式会社ブライトニュー","03-3478-0811","20191203","旅館・ホテル","35.6626058","139.730204"
"宿泊施設","アクトホテル六本木","東京都港区六本木七丁目17番15号","106-0032","株式会社アクトリアリティー","03-6435-0777","20180309","旅館・ホテル","35.662505","139.729215"
"宿泊施設","ホテル六本木","東京都港区六本木七丁目19番4号","106-0032","有限会社太陽商会","03-3403-1571","20060614","旅館・ホテル","35.6626141","139.727946"
"宿泊施設","ホテルＩＲＯＨＡ（いろは）","東京都港区六本木七丁目20番7号","106-0032","株式会社いろは観光","03-3401-0168","20140519","旅館・ホテル","35.6628001","139.727568"
"宿泊施設","／２　ＮＩＢＵＮＮＯ（ニブンノ）","東京都港区東麻布一丁目8番2号","106-0044","ＢＸＧ株式会社","080-8724-1637","20170216","簡易宿所","35.6570707","139.743172"
"宿泊施設","花築タワーホテル","東京都港区東麻布一丁目13番7号","106-0044","旅悦日本酒店管理株式会社","03-6753-1815","20190130","旅館・ホテル","35.656734","139.743975"
"宿泊施設","Ｇｕｅｓｔ　Ｈｏｕｓｅ　Ｔｏｋｙｏ　Ａｚａｂｕ（ゲストハウストーキョーアザブ）","東京都港区東麻布一丁目17番9号アネックス東麻布3階・4階","106-0044","イノベックスインターナショナル株式会社","03-5570-1110","20170901","簡易宿所","35.6560597","139.743267"
"宿泊施設","Ｉｎ Ｔｈｅ Ｈｏｏｄ Ｈｉｇａｓｈｉ Ａｚａｂｕ（インザフッドヒガシアザブ）","東京都港区東麻布一丁目27番7号","106-0044","Ｉｎ Ｔｈｅ Ｈｏｏｄ合同会社","080-7575-0030","20190220","旅館・ホテル","35.6554542","139.742136"
"宿泊施設","ＺＡＢＵＴＴＯＮ（ザブトン）","東京都港区東麻布一丁目29番20号","106-0044","株式会社タイガーアンドジョージ","03-6277-6499","20150121","簡易宿所","35.655453","139.742136"
"宿泊施設","ホテルアルファイン","東京都港区東麻布二丁目8番3号","106-0044","株式会社ホテル梅乃家","03-3583-3655","19730326","旅館・ホテル","35.657985","139.740315"
"宿泊施設","ｌｉｎ　éｔｏｆｆｅ（ラン　エトッフ）","東京都港区東麻布二丁目12番7号1階","106-0044","邵　璟汶","080-3844-0702","20180629","旅館・ホテル","35.657461","139.7401"
"宿泊施設","Ｂｏｏｋ　Ｔｅａ　Ｂｅｄ　ａｚａｂｕ　＋","東京都港区東麻布二丁目22番6号","106-0044","株式会社桝鮮","03-6435-5787","20190412","簡易宿所","35.6567","139.741053"
"宿泊施設","ｈｏｔｅｌ　ａｚａｂｕ　ｔｅｎ","東京都港区東麻布二丁目26番8号","106-0044","株式会社東京マイスターハウス","03-5797-8780","20190412","旅館・ホテル","35.656247","139.740731"
"宿泊施設","Ｂｉｎｅｍｕ(ビネム)","東京都港区東麻布三丁目4番16号","106-0044","１０ｃａｒａｔ株式会社","03-6310-4855","20190930","簡易宿所","35.657275","139.737235"
"宿泊施設","ホテル　グランツ　カスカータ","東京都港区西麻布一丁目3番2号","106-0031","グランツインペリアルリゾート株式会社","03-6455-5110","20151119","旅館・ホテル","35.6624613","139.726962"
"宿泊施設","ＨＯＴＥＬ Ａｚａｂｕ","東京都港区西麻布一丁目3番21号","106-0031","有限会社ヤマニライジング","03-5474-1237","19991221","旅館・ホテル","35.6621085","139.726762"
"宿泊施設","ホテルＳ","東京都港区西麻布一丁目11番6号","106-0031","シマダハウス株式会社","03-5771-2469","20120904","旅館・ホテル","35.6603531","139.724541"
"宿泊施設","アパホテル＜西麻布＞","東京都港区西麻布四丁目4番5号","106-0031","アパホテル株式会社","03-5766-4111","20001228","旅館・ホテル","35.6570785","139.723582"
"宿泊施設","オリンピックイン麻布","東京都港区南麻布一丁目7番37号","106-0047","オリンピックイン株式会社","03-5476-5050","19921012","旅館・ホテル","35.6518906","139.736951"
"宿泊施設","葡道","東京都港区南麻布一丁目19番3号","106-0047","葡道株式会社","080-1213-1895","20190213","旅館・ホテル","35.650307","139.733828"
"宿泊施設","ＭＯＮＯ","東京都港区南麻布三丁目2番4号","106-0047","蘇　海峰","070-3313-8383","20191015","旅館・ホテル","35.651517","139.730373"
"宿泊施設","ＩＢＡＳＨＯ　Ｈｉｒｏｏ　４Ｆ","東京都港区南麻布四丁目13番8号プランドール南麻布4階","106-0047","株式会社旅館総合研究所","03-6416-4316","20190704","旅館・ホテル","35.646768","139.724107"
"宿泊施設","ＩＢＡＳＨＯ　Ｈｉｒｏｏ　７Ｆ","東京都港区南麻布四丁目13番8号プランドール南麻布7階","106-0047","株式会社旅館総合研究所","03-6416-4316","20190902","旅館・ホテル","35.646768","139.724107"
"宿泊施設","ＯＭＯＴＥＮＡＳＨＩバケーションレンタルＡＺＡＢＵ３０１","東京都港区麻布十番一丁目2番9号新一の橋ハイツ301","106-0045","株式会社アジエンス","03-6479-8758","20200220","旅館・ホテル","35.656614","139.736467"
"宿泊施設","ＯＭＯＴＥＮＡＳＨＩバケーションレンタルＡＺＡＢＵ７０１","東京都港区麻布十番一丁目2番9号新一の橋ハイツ701","106-0045","株式会社アジエンス","03-6479-8758","20181130","旅館・ホテル","35.656614","139.736467"
"宿泊施設","ＯＭＯＴＥＮＡＳＨＩバケーションレンタルＡＺＡＢＵ７０２","東京都港区麻布十番一丁目2番9号新一の橋ハイツ702","106-0045","株式会社アジエンス","03-6479-8758","20181130","旅館・ホテル","35.656614","139.736467"
"宿泊施設","ＴＨＥ　ＬＩＶＥＬＹ　ＡＺＡＢＵＪＵＢＡＮ　ＴＯＫＹＯ
（ザ　ライブリー　東京麻布十番）","東京都港区麻布十番一丁目5番23号","106-0045","株式会社グローバルエージェンツ","03-6804-3691","20191030","旅館・ホテル","35.656926","139.733162"
"宿泊施設","８０２","東京都港区麻布十番二丁目5番11号麻布メゾン802","106-0045","吉兼　仲里挙","070-5460-8083","20180827","旅館・ホテル","35.656297","139.73336"
"宿泊施設","ホテル　ザ　グランツ","東京都港区麻布十番二丁目21番3号","106-0045","ランドビルシステム株式会社","03-3455-7770","20110509","旅館・ホテル","35.6544653","139.736681"
"宿泊施設","ナビ　麻布十番１","東京都港区麻布十番三丁目9番6号スバルＭビル201号室","106-0045","ナビゲーター合同会社","050-5534-9113","20191029","旅館・ホテル","35.652654","139.733909"
"宿泊施設","ナビ　麻布十番２","東京都港区麻布十番三丁目9番6号スバルＭビル202号室","106-0045","ナビゲーター合同会社","050-5534-9113","20191029","旅館・ホテル","35.652654","139.733909"
"宿泊施設","東京アメリカンクラブ","東京都港区麻布台二丁目1番2号","106-0041","一般社団法人東京アメリカンクラブ","03-4588-0381","20110228","旅館・ホテル","35.6583483","139.741056"
"宿泊施設","ＡＮＡインターコンチネンタルホテル東京","東京都港区赤坂一丁目12番33号","107-0052","ザ・ホテリエ・グループ赤坂株式会社","03-3505-1111","20010424","旅館・ホテル","35.6682304","139.741089"
"宿泊施設","変なホテル東京　赤坂","東京都港区赤坂二丁目6番14号","107-0052","Ｈ．Ｉ．Ｓ．ホテルホールディングス株式会社","03-3585-1515","20180713","旅館・ホテル","35.672149","139.739211"
"宿泊施設","ＩＮＮＯ　Ｈｏｓｔｅｌ　Ｒｏｐｐｏｎｇｉ（イノホステル　ロッポンギ）","東京都港区赤坂二丁目7番2号","107-0052","合同会社Ｈａｌｅ","050-1376-2055","20151204","簡易宿所","35.6722327","139.739728"
"宿泊施設","赤坂アーバンホテルアネックス","東京都港区赤坂二丁目10番1号","107-0052","株式会社タイレル","03-3583-8555","20190902","旅館・ホテル","35.671007","139.741483"
"宿泊施設","赤坂アーバンホテル","東京都港区赤坂二丁目12番2号","107-0052","株式会社タイレル","03-5561-3500","20160822","旅館・ホテル","35.6717855","139.739403"
"宿泊施設","マリンステイ赤坂山王","東京都港区赤坂二丁目13番13号オレンジビル4階","107-0052","富士城ホーム株式会社",,"20200108","簡易宿所","35.67201","139.7386"
"宿泊施設","マリンステイ赤坂山王","東京都港区赤坂二丁目13番13号オレンジビル5階","107-0052","富士城ホーム株式会社",,"20200108","簡易宿所","35.67201","139.7386"
"宿泊施設","Ｔｈｅ　Ｗａｒｄｒｏｂｅ　Ｈｏｓｔｅｌ　Ｗｏｎｄｅｒ","東京都港区赤坂二丁目13番14号福富ビル4階","107-0052","合同ＭＩＴコンサルタンツ","03-6441-2911","20191016","簡易宿所","35.671985","139.738502"
"宿泊施設","インソムニア赤坂","東京都港区赤坂二丁目14番14号","107-0052","株式会社ＳＨＲホテルズ","03-3568-3456","20090209","旅館・ホテル","35.6719271","139.7377"
"宿泊施設","ＨＯＴＥＬ　ＲＥＸ","東京都港区赤坂二丁目14番34号1、3～6階","107-0052","株式会社レックス東京","03-5797-7388","20190523","旅館・ホテル","35.672792","139.737837"
"宿泊施設","ホテルシャンティ赤坂","東京都港区赤坂二丁目16番15号","107-0052","株式会社ホープマネジメント","03-3586-2001","19800924","旅館・ホテル","35.6710828","139.737706"
"宿泊施設","ホテルマイステイズプレミア赤坂","東京都港区赤坂二丁目17番54号","107-0052","株式会社マイステイズ・ホテル・マネジメント","03-6229-3280","20160721","旅館・ホテル","35.6701912","139.738472"
"宿泊施設","イチホテル赤坂","東京都港区赤坂二丁目17番55号","107-0052","株式会社フェリーチェ","03-3585-8700","20181122","旅館・ホテル","35.670502","139.738294"
"宿泊施設","ＳＵハウス赤坂１","東京都港区赤坂二丁目19番12号ＬＡＰｉＳアカサカⅡ102号室","107-0052","原田　進",,"20190919","旅館・ホテル","35.668688","139.73985"
"宿泊施設","Ｏｎｌｙ Ｃｏｏｌ Ｓｔａｙ(オンリークールステイ)　","東京都港区赤坂二丁目20番15号Ｊビル2～4階","107-0052","時代株式会社","070-4432-6580","20180918","旅館・ホテル","35.669013","139.738869"
"宿泊施設","ＴＯＫＹＯ　ＬＩＴＴＬＥ　ＨＯＵＳＥ（トーキョーリトルハウス）","東京都港区赤坂三丁目6番12号深澤ビル2階","107-0052","株式会社赤坂文化社","03-3583-0228","20171215","簡易宿所","35.673532","139.738338"
"宿泊施設","マツリホテル第２クワムラビル４Ｆ","東京都港区赤坂三丁目9番15号第2クワムラビル4階","107-0052","ＭＬ２合同会社","080-3177-4940","20191226","旅館・ホテル","35.677173","139.736119"
"宿泊施設","赤坂グランベルホテル","東京都港区赤坂三丁目10番9号","107-0052","株式会社フレンドステージ","03-5575-7130","20061213","旅館・ホテル","35.6755933","139.7371"
"宿泊施設","センチュリオンホテル・ヴィンテージ赤坂","東京都港区赤坂三丁目10番13号","107-0052","株式会社センチュリオンインターナショナル","03-5562-2664","20170330","旅館・ホテル","35.6759905","139.736892"
"宿泊施設","ザ　センチュリオンクラシック赤坂","東京都港区赤坂三丁目11番8号1・4・5・7階","107-0052","株式会社センチュリオンインターナショナル","03-6441-2351","20170914","旅館・ホテル","35.6743546","139.737494"
"宿泊施設","センチュリオンホテルレジデンシャル赤坂","東京都港区赤坂三丁目12番3号","107-0052","株式会社センチュリオンインターナショナル","03-6229-6336","20080516","旅館・ホテル","35.6738463","139.737697"
"宿泊施設","ＨＯＴＥＬ　ＦＥＬＩＣＥ　ＡＫＡＳＡＫＡ（ホテル　フェリーチェ　アカサカ）","東京都港区赤坂三丁目12番5号","107-0052","株式会社フェリーチェ","03-3582-1050","20180322","旅館・ホテル","35.673582","139.737833"
"宿泊施設","センチュリオンホテル・レジデンシャル　アネックス","東京都港区赤坂三丁目12番16号2～3階","107-0052","株式会社センチュリオンインターナショナル","03-6229-6336","20151110","旅館・ホテル","35.6737102","139.737739"
"宿泊施設","センチュリオンホテル・レジデンシャル　キャビンタワー","東京都港区赤坂三丁目12番16号4～9階","107-0052","株式会社センチュリオンインターナショナル","03-6229-6336","20151110","簡易宿所","35.6737102","139.737739"
"宿泊施設","ファーストキャビン赤坂","東京都港区赤坂三丁目13番7号","107-0052","株式会社スパーブステイ","03-3583-1143","20160318","簡易宿所","35.6730464","139.737414"
"宿泊施設","Ｔｈｅ　Ｗａｒｄｒｏｂｅ　Ｈｏｓｔｅｌ　ＬＩＢＲＥＲＩＡ","東京都港区赤坂三丁目16番4号中村ビル3階","107-0052","有限会社ロンウェル",,"20191016","簡易宿所","35.674712","139.736805"
"宿泊施設","スーパーホテルＬｏｈａｓ赤坂","東京都港区赤坂三丁目16番7号","107-0052","株式会社スーパーホテル","03-6843-9000","20150319","旅館・ホテル","35.6746879","139.736422"
"宿泊施設","ホテルリズベリオ赤坂
(ＨＯＴＥＬ　ＲＩＳＶＥＧＬＩＯ　ＡＫＡＳＡＫＡ）","東京都港区赤坂三丁目18番1号","107-0052","株式会社アトリウム","03-5549-2150","20151119","旅館・ホテル","35.675585","139.736583"
"宿泊施設","センチュリオン　ホテル　グランド　赤坂","東京都港区赤坂三丁目19番3号","107-0052","株式会社センチュリオンインターナショナル","03-6435-5226","20130822","旅館・ホテル","35.6758322","139.736272"
"宿泊施設","アパヴィラホテル＜赤坂見附＞","東京都港区赤坂三丁目19番10号","107-0052","アパホテル株式会社","03-3582-5111","20050325","旅館・ホテル","35.6759238","139.736075"
"宿泊施設","ザ・ビー赤坂見附","東京都港区赤坂三丁目21番7号","107-0052","株式会社イシン・アカサカ・オペレーションズ","03-3589-3610","20051125","旅館・ホテル","35.6766043","139.735944"
"宿泊施設","ＣＥＮＴＵＲＩＯＮ　ＣＡＢＩＮ＆ＳＰＡ　ＬＡＤＩＥＳ
(センチュリオン　キャビンアンドスパ　レディース)","東京都港区赤坂四丁目2番4号赤坂Ｌｅｅビル5階","107-0052","株式会社コンチネンタル不動産","03-6441-3381","20180507","簡易宿所","35.675729","139.735644"
"宿泊施設","ホテルビスタプレミオ東京[赤坂]","東京都港区赤坂四丁目3番2号","107-0052","株式会社ビスタホテルマネジメント","03-6441-0785","20180528","旅館・ホテル","35.675082","139.73595"
"宿泊施設","ＰＲＥＭＩＵＭ（プレミアム）","東京都港区赤坂四丁目3番13号株式会社三泉社ビル1階","107-0052","有限会社ゲトライデ","03-6912-4649","20180307","簡易宿所","35.674037","139.735183"
"宿泊施設","赤坂の里","東京都港区赤坂四丁目3番13号株式会社三泉社ビル2階","107-0052","株式会社三泉社","03-6912-4649","20160525","簡易宿所","35.6740379","139.735183"
"宿泊施設","３Ｆ　ＰＲＥＭＩＵＭ","東京都港区赤坂四丁目3番13号株式会社三泉社ビル3階","107-0052","有限会社ゲトライデ","03-6912-4649","20190808","旅館・ホテル","35.674037","139.735183"
"宿泊施設","ナインアワーズ赤坂","東京都港区赤坂四丁目3番14号","107-0052","株式会社ナインアワーズ","03-5545-1565","20180507","簡易宿所","35.674012","139.735039"
"宿泊施設","ホテルモントレ赤坂","東京都港区赤坂四丁目9番24号","107-0052","ホテルモントレ株式会社","03-3401-7111","20070326","旅館・ホテル","35.6754543","139.732825"
"宿泊施設","Ｔｏｋｙｏ Ｈｏｕｓｅ Ａｋａｓａｋａ Ｈ","東京都港区赤坂四丁目10番21号フジヒロビル301号室","107-0052","株式会社サイバーアシスト","080-4124-2677","20191105","旅館・ホテル","35.673682","139.732556"
"宿泊施設","Ｔｏｋｙｏ Ｈｏｕｓｅ Ａｋａｓａｋａ Ｉ","東京都港区赤坂四丁目10番21号フジヒロビル302号室","107-0052","株式会社サイバーアシスト","080-4124-2677","20191105","旅館・ホテル","35.673682","139.732556"
"宿泊施設","グランツ赤坂（Ｇｒａｎｔｓ　Ａｋａｓａｋａ）","東京都港区赤坂四丁目11番11号グランツ赤坂","107-0052","株式会社ポラリスプロパティ","080-4819-2128","20191010","旅館・ホテル","35.673471","139.733356"
"宿泊施設","Ｆｒａｓｅｒ　Ｓｕｉｔｅｓ　Ａｋａｓａｋａ　Ｔｏｋｙｏ
（フレイザースイート赤坂東京）","東京都港区赤坂五丁目2番33号","107-0052","赤坂５丁目ホテルシステムズ株式会社","03-5570-3500","20200117","旅館・ホテル","35.672324","139.732327"
"宿泊施設","京王プレッソイン赤坂","東京都港区赤坂六丁目2番13号","107-0052","株式会社京王プレッソイン","03-5562-0077","20150624","旅館・ホテル","35.6713522","139.736803"
"宿泊施設","相鉄フレッサイン東京赤坂","東京都港区赤坂六丁目3番17号","107-0052","株式会社相鉄ホテルマネジメント","03-5573-2031","20111219","旅館・ホテル","35.6711244","139.735467"
"宿泊施設","相鉄フレッサイン東京赤坂別館","東京都港区赤坂六丁目3番18号","107-0052","株式会社相鉄ホテルマネジメント","03-5573-2031","20111219","旅館・ホテル","35.6709744","139.735881"
"宿泊施設","Ｋａｉｓｕ（カイス）","東京都港区赤坂六丁目13番5号","107-0052","株式会社河津不動産","03-5797-7711","20150609","簡易宿所","35.66993","139.73455"
"宿泊施設","かぷせるイン赤坂","東京都港区赤坂六丁目14番1号","107-0052","東都観光企業株式会社","03-3588-1811","19850218","簡易宿所","35.6698078","139.733531"
"宿泊施設","赤坂陽光ホテル","東京都港区赤坂六丁目14番12号","107-0052","陽光株式会社","03-3586-4050","19770909","旅館・ホテル","35.6694078","139.733092"
"宿泊施設","マロウドイン赤坂別館","東京都港区赤坂六丁目15番15号","107-0052","東都観光企業株式会社","03-3585-7611","19810811","旅館・ホテル","35.6691273","139.732495"
"宿泊施設","マロウドイン赤坂","東京都港区赤坂六丁目15番17号","107-0052","東都観光企業株式会社","03-3585-7611","19780614","旅館・ホテル","35.6691162","139.732734"
"宿泊施設","富山県赤坂会館","東京都港区赤坂七丁目5番51号","107-0052","一般財団法人富山会館","03-3586-0991","20030714","旅館・ホテル","35.6728101","139.730139"
"宿泊施設","ザ・ビー赤坂","東京都港区赤坂七丁目6番13号","107-0052","株式会社ＩＨＢ","03-3586-0811","20051116","旅館・ホテル","35.6713132","139.732856"
"宿泊施設","ＨＯＴＥＬ　ＬｉＶＥＭＡＸ　赤坂（ホテル　リブマックス）","東京都港区赤坂七丁目9番4号","107-0052","株式会社リブ・マックス","03-5563-9500","20181219","旅館・ホテル","35.670074","139.733297"
"宿泊施設","ＭＩＭＡＲＵ東京赤坂（ミマル）","東京都港区赤坂七丁目9番6号","107-0052","株式会社コスモスホテルマネジメント","03-6807-4344","20180309","旅館・ホテル","35.669938","139.732933"
