種別,地域階層,地域,和暦（年度）,西暦（年度）,生徒数（人）,生徒数／男（人）,生徒数／女（人）,生徒数／本科（人）,生徒数／本科／男（人）,生徒数／本科／女（人）,生徒数／本科／全日制（人）,生徒数／本科／全日制／男（人）,生徒数／本科／全日制／女（人）,生徒数／本科／全日制／１学年／男（人）,生徒数／本科／全日制／１学年／女（人）,生徒数／本科／全日制／２学年／男（人）,生徒数／本科／全日制／２学年／女（人）,生徒数／本科／全日制／３学年／男（人）,生徒数／本科／全日制／３学年／女（人）,生徒数／本科／定時制（人）,生徒数／本科／定時制／男（人）,生徒数／本科／定時制／女（人）,生徒数／本科／定時制／１学年／男（人）,生徒数／本科／定時制／１学年／女（人）,生徒数／本科／定時制／２学年／男（人）,生徒数／本科／定時制／２学年／女（人）,生徒数／本科／定時制／３学年／男（人）,生徒数／本科／定時制／３学年／女（人）,生徒数／本科／定時制／４学年／男（人）,生徒数／本科／定時制／４学年／女（人）,生徒数／専攻科／男（人）,生徒数／専攻科／女（人）,生徒数／別科／男（人）,生徒数／別科／女（人）,本科の帰国生徒数（再掲）（人）
公立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,小笠原村,令和5,2023,61,34,27,61,34,27,61,34,27,13,16,9,7,12,4,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,0,総数,平成30,2018,175382,84488,90894,175302,84488,90814,174103,83581,90522,28451,30627,27513,29933,27617,29962,1199,907,292,290,90,325,100,292,102,－,－,－,80,－,－,457
私立,0,総数,令和元,2019,173764,84386,89378,173694,84386,89308,172496,83491,89005,28589,30181,27857,29569,27045,29255,1198,895,303,312,113,272,92,311,98,－,－,－,70,－,－,460
私立,0,総数,令和2,2020,172856,83926,88930,172783,83926,88857,171632,83069,88563,27922,30083,27833,29388,27314,29092,1151,857,294,303,92,296,112,258,90,－,－,－,73,－,－,444
私立,0,総数,令和3,2021,171745,83606,88139,171681,83606,88075,170525,82744,87781,27987,29461,27354,29380,27403,28940,1156,862,294,281,92,293,90,288,112,－,－,－,64,－,－,422
私立,0,総数,令和4,2022,172009,84053,87956,171942,84053,87889,170815,83198,87617,29032,30356,27300,28586,26866,28675,1127,855,272,296,95,273,89,286,88,－,－,－,67,－,－,402
私立,0,総数,令和5,2023,172725,85989,86736,172652,85989,86663,171559,85167,86392,29793,29831,28451,28961,26923,27600,1093,822,271,286,86,281,95,255,90,－,－,－,73,－,－,350
私立,1,区部,令和5,2023,134114,68370,65744,134041,68370,65671,132948,67548,65400,23718,22631,22653,21885,21177,20884,1093,822,271,286,86,281,95,255,90,－,－,－,73,－,－,194
私立,2,千代田区,令和5,2023,8950,2198,6752,8950,2198,6752,8950,2198,6752,845,2329,687,2130,666,2293,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,9
私立,2,中央区,令和5,2023,442,205,237,442,205,237,442,205,237,66,99,63,82,76,56,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1
私立,2,港区,令和5,2023,10019,4772,5247,10019,4772,5247,10019,4772,5247,1693,1831,1563,1750,1516,1666,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,27
私立,2,新宿区,令和5,2023,4900,3878,1022,4900,3878,1022,4900,3878,1022,1374,318,1299,377,1205,327,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,6
私立,2,文京区,令和5,2023,11080,5696,5384,11080,5696,5384,10588,5455,5133,1854,1810,1818,1760,1783,1563,492,241,251,81,82,74,87,86,82,－,－,－,－,－,－,5
私立,2,台東区,令和5,2023,1652,1159,493,1652,1159,493,1652,1159,493,428,185,413,150,318,158,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,墨田区,令和5,2023,2576,1519,1057,2576,1519,1057,2576,1519,1057,500,369,509,351,510,337,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2
私立,2,江東区,令和5,2023,1920,1244,676,1920,1244,676,1920,1244,676,402,254,426,211,416,211,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,10
私立,2,品川区,令和5,2023,7334,3022,4312,7334,3022,4312,7334,3022,4312,948,1337,895,1396,1179,1579,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,6
私立,2,目黒区,令和5,2023,5711,3225,2486,5711,3225,2486,5711,3225,2486,1320,1131,1015,748,890,607,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1
私立,2,大田区,令和5,2023,4833,3382,1451,4833,3382,1451,4833,3382,1451,1301,552,1149,504,932,395,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,世田谷区,令和5,2023,17454,9015,8439,17454,9015,8439,16880,8454,8426,2865,2880,2799,2889,2790,2657,574,561,13,197,－,203,8,161,5,－,－,－,－,－,－,19
私立,2,渋谷区,令和5,2023,6436,2128,4308,6436,2128,4308,6436,2128,4308,752,1496,727,1405,649,1407,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,43
私立,2,中野区,令和5,2023,5881,3506,2375,5881,3506,2375,5881,3506,2375,1232,827,1205,789,1069,759,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,7
私立,2,杉並区,令和5,2023,10981,5149,5832,10981,5149,5832,10981,5149,5832,1867,2035,1734,1907,1548,1890,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,18
私立,2,豊島区,令和5,2023,9557,5568,3989,9557,5568,3989,9557,5568,3989,1902,1256,1926,1395,1740,1338,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8
私立,2,北区,令和5,2023,7478,3697,3781,7478,3697,3781,7451,3677,3774,1225,1191,1325,1410,1127,1173,27,20,7,8,4,4,－,8,3,－,－,－,－,－,－,6
私立,2,荒川区,令和5,2023,1377,1213,164,1377,1213,164,1377,1213,164,412,49,399,43,402,72,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,7
私立,2,板橋区,令和5,2023,5824,2759,3065,5824,2759,3065,5824,2759,3065,948,1040,956,1014,855,1011,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,5
私立,2,練馬区,令和5,2023,3024,1984,1040,3024,1984,1040,3024,1984,1040,666,364,669,340,649,336,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,9
私立,2,足立区,令和5,2023,1379,836,543,1379,836,543,1379,836,543,311,204,269,187,256,152,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,葛飾区,令和5,2023,1699,1029,670,1699,1029,670,1699,1029,670,335,220,388,247,306,203,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江戸川区,令和5,2023,3607,1186,2421,3534,1186,2348,3534,1186,2348,472,854,419,800,295,694,－,－,－,－,－,－,－,－,－,－,－,－,73,－,－,5
私立,1,市部,令和5,2023,38611,17619,20992,38611,17619,20992,38611,17619,20992,6075,7200,5798,7076,5746,6716,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,156
私立,2,八王子市,令和5,2023,7117,3533,3584,7117,3533,3584,7117,3533,3584,1268,1275,1145,1189,1120,1120,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2
私立,2,立川市,令和5,2023,2387,1186,1201,2387,1186,1201,2387,1186,1201,464,463,370,368,352,370,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵野市,令和5,2023,2745,873,1872,2745,873,1872,2745,873,1872,297,650,294,618,282,604,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8
私立,2,三鷹市,令和5,2023,2810,1470,1340,2810,1470,1340,2810,1470,1340,458,460,470,484,542,396,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1
私立,2,青梅市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和5,2023,1255,697,558,1255,697,558,1255,697,558,239,176,199,187,259,195,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,昭島市,令和5,2023,350,170,180,350,170,180,350,170,180,58,71,51,62,61,47,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,4
私立,2,調布市,令和5,2023,2110,592,1518,2110,592,1518,2110,592,1518,205,537,240,525,147,456,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8
私立,2,町田市,令和5,2023,4123,1815,2308,4123,1815,2308,4123,1815,2308,620,768,569,752,626,788,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,6
私立,2,小金井市,令和5,2023,2632,1333,1299,2632,1333,1299,2632,1333,1299,457,426,441,430,435,443,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,113
私立,2,小平市,令和5,2023,3337,1203,2134,3337,1203,2134,3337,1203,2134,384,696,422,728,397,710,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,4
私立,2,日野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和5,2023,1883,807,1076,1883,807,1076,1883,807,1076,295,333,287,364,225,379,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,国分寺市,令和5,2023,1082,700,382,1082,700,382,1082,700,382,227,116,214,135,259,131,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,3
私立,2,国立市,令和5,2023,1363,1022,341,1363,1022,341,1363,1022,341,360,113,339,116,323,112,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1
私立,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,清瀬市,令和5,2023,112,55,57,112,55,57,112,55,57,18,19,23,17,14,21,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東久留米市,令和5,2023,251,127,124,251,127,124,251,127,124,50,50,38,41,39,33,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,4
私立,2,武蔵村山市,令和5,2023,1476,722,754,1476,722,754,1476,722,754,192,221,254,294,276,239,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,多摩市,令和5,2023,809,196,613,809,196,613,809,196,613,82,227,63,190,51,196,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,稲城市,令和5,2023,509,－,509,509,－,509,509,－,509,－,168,－,185,－,156,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,羽村市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,あきる野市,令和5,2023,1160,780,380,1160,780,380,1160,780,380,234,131,270,126,276,123,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,西東京市,令和5,2023,1100,338,762,1100,338,762,1100,338,762,167,300,109,265,62,197,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2
私立,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
７－５　高等学校（全日制・定時制）　区市町村、課程、科、学年別生徒数（帰国生徒数再掲）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注）専攻科は全日制のみである。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
