種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／校長／男（人）,教員数（本務者）／校長／女（人）,教員数（本務者）／副校長／男（人）,教員数（本務者）／副校長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹教諭／男（人）,教員数（本務者）／主幹教諭／女（人）,教員数（本務者）／指導教諭／男（人）,教員数（本務者）／指導教諭／女（人）,教員数（本務者）／教諭／男（人）,教員数（本務者）／教諭／女（人）,教員数（本務者）／助教諭／男（人）,教員数（本務者）／助教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（本務者）／うち市町村費負担の者（人）,教員数（本務者）／うち市町村費負担の者／男（人）,教員数（本務者）／うち市町村費負担の者／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）
私立,2,墨田区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江東区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,品川区,令和5,2023,18,9,9,1,－,1,－,－,－,－,－,－,－,4,7,－,－,－,－,－,－,－,－,3,2,－,－,－,2,4
私立,2,目黒区,令和5,2023,65,26,39,－,2,－,－,2,－,－,－,－,－,24,34,－,－,－,3,－,－,－,－,－,－,－,－,－,－,3
私立,2,大田区,令和5,2023,39,23,16,1,1,－,－,2,－,2,－,－,2,17,6,－,－,－,2,－,－,－,－,1,5,－,－,－,12,12
私立,2,世田谷区,令和5,2023,221,99,122,5,3,4,1,4,4,10,3,－,－,75,102,－,－,－,7,－,－,－,2,1,－,－,－,－,12,48
私立,2,渋谷区,令和5,2023,117,63,54,3,－,－,1,2,1,－,－,－,－,57,49,－,－,－,3,－,－,－,－,1,－,－,－,－,9,33
私立,2,中野区,令和5,2023,52,25,27,2,－,－,－,3,1,－,－,－,－,20,24,－,－,－,2,－,－,－,－,－,－,－,－,－,2,2
私立,2,杉並区,令和5,2023,51,11,40,2,－,－,－,－,3,－,1,－,－,9,33,－,－,－,3,－,－,－,－,－,－,－,－,－,9,10
私立,2,豊島区,令和5,2023,59,33,26,2,－,－,－,2,－,－,－,－,－,29,23,－,－,－,3,－,－,－,－,－,－,－,－,－,3,12
私立,2,北区,令和5,2023,59,24,35,1,1,－,－,1,1,－,－,－,－,22,31,－,－,－,2,－,－,－,－,－,－,－,－,－,2,7
私立,2,荒川区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,板橋区,令和5,2023,29,17,12,1,－,1,－,1,－,1,3,－,－,13,8,－,－,－,1,－,－,－,－,－,－,－,－,－,1,5
私立,2,練馬区,令和5,2023,8,6,2,1,－,－,－,1,－,－,－,－,－,3,2,－,－,1,－,－,－,－,－,－,－,－,－,－,1,6
私立,2,足立区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,葛飾区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,江戸川区,令和5,2023,8,2,6,－,1,1,－,－,－,－,－,－,－,1,4,－,－,－,1,－,－,－,－,－,－,－,－,－,－,－
私立,1,市部,令和5,2023,575,290,285,13,2,6,3,10,6,－,1,3,3,246,230,－,－,－,20,－,－,－,－,12,20,－,－,－,142,154
私立,2,八王子市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,立川市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵野市,令和5,2023,119,67,52,2,1,－,－,4,－,－,－,－,－,61,48,－,－,－,3,－,－,－,－,－,－,－,－,－,18,17
私立,2,三鷹市,令和5,2023,22,13,9,1,－,－,1,－,－,－,－,－,－,12,7,－,－,－,1,－,－,－,－,－,－,－,－,－,2,3
私立,2,青梅市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和5,2023,49,25,24,2,－,1,－,－,1,－,－,－,－,21,16,－,－,－,2,－,－,－,－,1,5,－,－,－,－,5
私立,2,昭島市,令和5,2023,23,9,14,1,－,－,－,1,－,－,－,－,－,5,10,－,－,－,1,－,－,－,－,2,3,－,－,－,5,11
私立,2,調布市,令和5,2023,50,21,29,2,－,1,－,－,1,－,－,－,－,18,25,－,－,－,2,－,－,－,－,－,1,－,－,－,1,13
私立,2,町田市,令和5,2023,65,33,32,1,－,2,－,1,－,－,－,－,－,29,29,－,－,－,2,－,－,－,－,－,1,－,－,－,98,59
私立,2,小金井市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小平市,令和5,2023,43,23,20,1,－,1,－,2,－,－,－,－,－,18,16,－,－,－,2,－,－,－,－,1,2,－,－,－,4,14
私立,2,日野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,国分寺市,令和5,2023,35,18,17,1,－,－,1,1,－,－,－,－,－,15,11,－,－,－,1,－,－,－,－,1,4,－,－,－,1,9
私立,2,国立市,令和5,2023,87,43,44,1,1,1,－,－,2,－,－,－,－,36,38,－,－,－,3,－,－,－,－,5,－,－,－,－,5,10
私立,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,清瀬市,令和5,2023,14,4,10,－,－,－,－,－,1,－,－,－,－,4,8,－,－,－,1,－,－,－,－,－,－,－,－,－,3,3
私立,2,東久留米市,令和5,2023,19,8,11,1,－,－,－,－,1,－,－,－,－,7,7,－,－,－,1,－,－,－,－,－,2,－,－,－,－,5
私立,2,武蔵村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,多摩市,令和5,2023,38,18,20,－,－,－,1,1,－,－,1,3,3,14,14,－,－,－,1,－,－,－,－,－,－,－,－,－,2,4
私立,2,稲城市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,羽村市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,あきる野市,令和5,2023,11,8,3,－,－,－,－,－,－,－,－,－,－,6,1,－,－,－,－,－,－,－,－,2,2,－,－,－,3,1
私立,2,西東京市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
４－５　小学校　区市町村、職名別教員数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
