種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／校長／男（人）,教員数（本務者）／校長／女（人）,教員数（本務者）／副校長／男（人）,教員数（本務者）／副校長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹教諭／男（人）,教員数（本務者）／主幹教諭／女（人）,教員数（本務者）／指導教諭／男（人）,教員数（本務者）／指導教諭／女（人）,教員数（本務者）／教諭／男（人）,教員数（本務者）／教諭／女（人）,教員数（本務者）／助教諭／男（人）,教員数（本務者）／助教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（本務者）／うち市町村費負担の者（人）,教員数（本務者）／うち市町村費負担の者／男（人）,教員数（本務者）／うち市町村費負担の者／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）
私立,2,墨田区,令和5,2023,51,32,19,－,－,－,－,2,－,1,－,－,－,29,18,－,－,－,1,－,－,－,－,－,－,－,－,－,16,11
私立,2,江東区,令和5,2023,82,53,29,－,－,1,－,1,－,－,－,－,－,46,21,－,－,－,2,－,－,－,－,5,6,－,－,－,56,27
私立,2,品川区,令和5,2023,155,94,61,1,－,－,1,5,2,－,－,－,－,81,51,－,－,－,2,－,－,－,－,7,5,－,－,－,58,71
私立,2,目黒区,令和5,2023,114,61,53,－,－,－,－,4,－,－,－,－,－,55,50,－,－,－,1,－,－,－,－,2,2,－,－,－,55,53
私立,2,大田区,令和5,2023,44,29,15,1,－,－,－,2,－,2,1,－,－,14,8,－,－,－,1,－,－,－,－,10,5,－,－,－,34,18
私立,2,世田谷区,令和5,2023,508,283,225,1,1,3,－,7,4,4,4,－,4,256,192,－,－,－,9,－,－,－,－,12,11,－,－,－,275,323
私立,2,渋谷区,令和5,2023,179,95,84,1,－,－,－,1,2,1,－,－,－,92,78,－,－,－,4,－,－,－,－,－,－,－,－,－,37,72
私立,2,中野区,令和5,2023,145,85,60,－,－,1,－,1,1,－,－,3,－,80,55,－,－,－,4,－,－,－,－,－,－,－,－,－,68,38
私立,2,杉並区,令和5,2023,224,117,107,1,－,1,－,3,4,1,2,－,－,97,89,－,－,－,6,－,－,－,－,14,6,－,－,－,79,115
私立,2,豊島区,令和5,2023,253,165,88,－,1,2,－,3,1,1,－,7,1,142,56,－,－,－,7,－,－,－,－,10,22,－,－,－,157,102
私立,2,北区,令和5,2023,183,103,80,－,－,－,－,4,－,4,1,－,－,90,70,－,－,－,4,－,－,－,－,5,5,－,－,－,111,92
私立,2,荒川区,令和5,2023,45,37,8,－,1,－,－,－,1,－,－,－,－,37,6,－,－,－,－,－,－,－,－,－,－,－,－,－,32,12
私立,2,板橋区,令和5,2023,113,78,35,－,1,－,－,2,1,1,－,－,－,75,30,－,－,－,2,－,－,－,1,－,－,－,－,－,68,54
私立,2,練馬区,令和5,2023,91,61,30,－,－,1,－,2,1,－,－,－,－,58,25,－,－,－,3,－,－,－,－,－,1,－,－,－,86,60
私立,2,足立区,令和5,2023,37,32,5,－,－,1,－,－,－,－,－,－,－,19,3,－,－,－,1,－,－,－,－,12,1,－,－,－,5,2
私立,2,葛飾区,令和5,2023,43,28,15,1,1,－,－,3,－,－,－,－,－,22,11,－,－,－,2,－,－,－,－,2,1,－,－,－,17,17
私立,2,江戸川区,令和5,2023,30,13,17,－,－,1,－,－,－,－,－,2,1,9,15,－,－,－,－,－,－,－,－,1,1,－,－,－,31,28
私立,1,市部,令和5,2023,1032,617,415,11,2,7,1,24,5,1,1,6,－,544,350,－,－,－,33,－,－,－,－,24,23,－,－,－,567,496
私立,2,八王子市,令和5,2023,157,102,55,2,－,－,－,3,1,－,－,3,－,88,48,－,－,－,5,－,－,－,－,6,1,－,－,－,121,78
私立,2,立川市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵野市,令和5,2023,115,64,51,－,－,1,－,1,－,－,－,－,－,62,48,－,－,－,3,－,－,－,－,－,－,－,－,－,35,41
私立,2,三鷹市,令和5,2023,54,28,26,－,－,1,1,－,－,－,－,－,－,27,23,－,－,－,2,－,－,－,－,－,－,－,－,－,18,18
私立,2,青梅市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和5,2023,35,20,15,－,－,－,－,1,－,－,－,－,－,13,10,－,－,－,1,－,－,－,－,6,4,－,－,－,1,3
私立,2,昭島市,令和5,2023,15,8,7,－,－,－,－,1,－,－,－,－,－,7,4,－,－,－,1,－,－,－,－,－,2,－,－,－,23,21
私立,2,調布市,令和5,2023,129,66,63,1,1,－,－,2,－,－,－,－,－,63,59,－,－,－,3,－,－,－,－,－,－,－,－,－,50,66
私立,2,町田市,令和5,2023,129,84,45,－,－,1,－,2,1,－,－,－,－,80,37,－,－,－,5,－,－,－,－,1,2,－,－,－,105,74
私立,2,小金井市,令和5,2023,78,49,29,－,1,－,－,4,－,－,－,－,－,45,26,－,－,－,2,－,－,－,－,－,－,－,－,－,46,37
私立,2,小平市,令和5,2023,58,37,21,3,－,2,－,2,－,－,1,－,－,29,16,－,－,－,3,－,－,－,－,1,1,－,－,－,11,26
私立,2,日野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和5,2023,47,27,20,1,－,1,－,2,－,－,－,－,－,23,17,－,－,－,－,－,－,－,－,－,3,－,－,－,14,13
私立,2,国分寺市,令和5,2023,27,22,5,－,－,1,－,1,－,－,－,－,－,20,5,－,－,－,－,－,－,－,－,－,－,－,－,－,19,15
私立,2,国立市,令和5,2023,55,40,15,－,－,－,－,1,－,－,－,－,－,35,9,－,－,－,2,－,－,－,－,4,4,－,－,－,46,24
私立,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,清瀬市,令和5,2023,10,6,4,－,－,－,－,－,－,－,－,－,－,6,4,－,－,－,－,－,－,－,－,－,－,－,－,－,9,10
私立,2,東久留米市,令和5,2023,26,13,13,2,－,－,－,1,1,－,－,－,－,9,8,－,－,－,2,－,－,－,－,1,2,－,－,－,2,5
私立,2,武蔵村山市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,多摩市,令和5,2023,42,21,21,－,－,－,－,1,1,－,－,3,－,17,18,－,－,－,－,－,－,－,－,－,2,－,－,－,25,26
私立,2,稲城市,令和5,2023,11,2,9,－,－,－,－,1,－,－,－,－,－,1,7,－,－,－,2,－,－,－,－,－,－,－,－,－,5,9
私立,2,羽村市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,あきる野市,令和5,2023,19,14,5,1,－,－,－,1,－,－,－,－,－,8,2,－,－,－,1,－,－,－,－,4,2,－,－,－,4,5
私立,2,西東京市,令和5,2023,25,14,11,1,－,－,－,－,1,1,－,－,－,11,9,－,－,－,1,－,－,－,－,1,－,－,－,－,33,25
私立,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
５－６　中学校　区市町村、職名別教員数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
