種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／園長／男（人）,教員数（本務者）／園長／女（人）,教員数（本務者）／副園長／男（人）,教員数（本務者）／副園長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹教諭／男（人）,教員数（本務者）／主幹教諭／女（人）,教員数（本務者）／指導教諭／男（人）,教員数（本務者）／指導教諭／女（人）,教員数（本務者）／教諭／男（人）,教員数（本務者）／教諭／女（人）,教員数（本務者）／助教諭／男（人）,教員数（本務者）／助教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）,教育補助員数／本務者（人）,教育補助員数／本務者／男（人）,教育補助員数／本務者／女（人）,教育補助員数／兼務者／男（人）,教育補助員数／兼務者／女（人）,職員数（本務者）（人）,職員数（本務者）／男（人）,職員数（本務者）／女（人）
公立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,0,総数,平成30,2018,9851,663,9188,349,351,80,266,8,90,14,279,4,163,198,7986,2,3,－,6,－,－,－,3,8,41,307,1421,344,39,305,100,940,1975,1032,943
私立,0,総数,令和元,2019,9901,690,9211,348,349,81,289,9,92,18,288,5,193,220,7941,－,1,－,8,－,－,－,7,9,43,303,1442,375,36,339,96,1101,1996,1010,986
私立,0,総数,令和2,2020,9905,684,9221,342,356,81,301,8,100,22,307,6,190,215,7900,－,3,－,8,－,－,－,4,10,52,287,1487,412,53,359,104,1304,2061,1028,1033
私立,0,総数,令和3,2021,9817,683,9134,341,359,84,311,8,98,19,349,6,203,205,7746,－,1,－,7,－,1,－,6,20,53,281,1564,454,53,401,115,1505,1959,980,979
私立,0,総数,令和4,2022,9715,681,9034,335,358,94,320,9,105,20,355,5,188,200,7646,－,6,－,10,－,－,－,5,18,41,280,1591,464,62,402,106,1538,1926,960,966
私立,0,総数,令和5,2023,9425,655,8770,328,358,91,327,9,109,21,359,7,202,183,7342,－,3,－,10,－,－,－,3,16,57,291,1844,403,49,354,111,1496,1879,937,942
私立,1,区部,令和5,2023,5828,386,5442,201,240,48,191,6,78,13,197,5,95,101,4590,－,3,－,4,－,－,－,2,12,42,176,914,276,39,237,56,837,1120,528,592
私立,2,千代田区,令和5,2023,33,1,32,1,3,－,－,－,3,－,4,－,－,－,22,－,－,－,－,－,－,－,－,－,－,－,8,1,1,－,－,2,6,2,4
私立,2,中央区,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,港区,令和5,2023,137,4,133,4,6,－,5,－,3,－,4,－,1,－,114,－,－,－,－,－,－,－,－,－,－,2,15,2,－,2,－,23,22,8,14
私立,2,新宿区,令和5,2023,75,4,71,3,5,1,2,－,1,－,6,－,3,－,54,－,－,－,－,－,－,－,－,－,－,3,16,5,－,5,－,19,13,5,8
私立,2,文京区,令和5,2023,149,7,142,5,7,－,2,－,9,－,1,－,－,2,123,－,－,－,－,－,－,－,－,－,－,5,30,7,3,4,3,54,20,6,14
私立,2,台東区,令和5,2023,75,2,73,2,4,－,3,－,－,－,4,－,1,－,61,－,－,－,－,－,－,－,－,－,－,4,16,6,1,5,－,4,21,6,15
私立,2,墨田区,令和5,2023,97,5,92,3,5,－,3,－,3,－,3,－,－,－,75,－,－,－,－,－,－,－,－,2,3,6,19,－,－,－,－,6,14,9,5
私立,2,江東区,令和5,2023,172,15,157,6,4,3,5,－,－,1,6,－,2,5,140,－,－,－,－,－,－,－,－,－,－,3,9,5,1,4,3,14,35,16,19
私立,2,品川区,令和5,2023,183,13,170,7,7,2,10,－,1,－,5,－,1,4,135,－,－,－,1,－,－,－,－,－,10,9,22,8,1,7,2,40,34,12,22
私立,2,目黒区,令和5,2023,192,8,184,4,10,2,7,－,1,－,10,－,2,2,154,－,－,－,－,－,－,－,－,－,－,13,48,1,－,1,－,48,20,7,13
私立,2,大田区,令和5,2023,547,33,514,21,24,3,15,－,9,2,27,3,12,3,423,－,－,－,－,－,－,－,1,1,3,17,89,46,4,42,6,100,120,58,62
私立,2,世田谷区,令和5,2023,575,33,542,21,23,4,16,－,10,1,8,－,8,6,465,－,－,－,－,－,－,－,－,1,12,10,115,28,3,25,7,67,101,41,60
私立,2,渋谷区,令和5,2023,118,9,109,5,6,1,4,－,4,－,11,－,8,3,76,－,－,－,－,－,－,－,－,－,－,2,32,1,－,1,－,16,17,2,15
私立,2,中野区,令和5,2023,212,13,199,8,8,1,12,1,7,－,8,－,－,3,160,－,1,－,2,－,－,－,－,－,1,6,24,9,1,8,1,46,41,11,30
私立,2,杉並区,令和5,2023,343,17,326,10,22,3,7,－,4,－,6,－,8,4,278,－,－,－,－,－,－,－,－,－,1,12,79,23,2,21,4,93,52,17,35
私立,2,豊島区,令和5,2023,125,3,122,3,11,－,7,－,－,－,4,－,1,－,98,－,1,－,－,－,－,－,－,－,－,5,39,7,1,6,1,29,17,4,13
私立,2,北区,令和5,2023,282,21,261,9,11,2,4,1,6,1,8,－,4,8,227,－,－,－,－,－,－,－,1,－,－,8,23,14,5,9,5,29,62,37,25
私立,2,荒川区,令和5,2023,40,4,36,1,2,1,－,1,1,－,1,－,－,1,32,－,－,－,－,－,－,－,－,－,－,－,2,11,2,9,－,1,8,5,3
私立,2,板橋区,令和5,2023,415,30,385,13,13,4,14,1,6,2,15,1,4,9,326,－,－,－,－,－,－,－,－,－,7,11,83,9,1,8,3,58,62,30,32
私立,2,練馬区,令和5,2023,608,45,563,18,17,9,14,－,4,2,21,－,16,9,487,－,－,－,1,－,－,－,－,7,3,19,104,26,2,24,4,74,115,67,48
私立,2,足立区,令和5,2023,565,52,513,28,21,9,27,－,3,2,14,1,9,12,439,－,－,－,－,－,－,－,－,－,－,28,48,39,4,35,3,36,125,70,55
私立,2,葛飾区,令和5,2023,319,20,299,12,13,2,13,2,2,1,18,－,5,3,245,－,1,－,－,－,－,－,－,－,2,3,18,9,－,9,4,28,73,32,41
私立,2,江戸川区,令和5,2023,566,47,519,17,18,1,21,－,1,1,13,－,10,27,456,－,－,－,－,－,－,－,－,1,－,10,75,19,7,12,10,50,142,83,59
私立,1,市部,令和5,2023,3555,262,3293,126,115,42,133,3,31,8,160,2,105,77,2727,－,－,－,6,－,－,－,1,4,15,115,926,127,10,117,55,657,751,406,345
私立,2,八王子市,令和5,2023,397,24,373,10,16,3,12,－,7,－,32,－,7,10,299,－,－,－,－,－,－,－,－,1,－,9,109,6,－,6,－,57,103,59,44
私立,2,立川市,令和5,2023,167,16,151,6,6,2,6,－,－,－,5,－,3,8,130,－,－,－,－,－,－,－,－,－,1,5,31,5,1,4,1,12,40,20,20
私立,2,武蔵野市,令和5,2023,143,9,134,5,4,－,5,1,5,1,1,－,－,2,116,－,－,－,3,－,－,－,－,－,－,8,30,－,－,－,5,60,40,20,20
私立,2,三鷹市,令和5,2023,199,11,188,6,9,3,8,－,1,－,8,－,5,1,155,－,－,－,－,－,－,－,－,1,2,4,43,2,－,2,－,51,35,21,14
私立,2,青梅市,令和5,2023,46,5,41,5,1,－,4,－,1,－,4,－,7,－,24,－,－,－,－,－,－,－,－,－,－,3,22,－,－,－,1,21,9,5,4
私立,2,府中市,令和5,2023,221,16,205,7,9,2,11,－,3,－,6,－,3,7,173,－,－,－,－,－,－,－,－,－,－,9,44,12,1,11,10,41,48,27,21
私立,2,昭島市,令和5,2023,63,4,59,2,4,－,4,－,－,－,1,1,－,1,48,－,－,－,－,－,－,－,－,－,2,4,20,－,－,－,－,1,20,11,9
私立,2,調布市,令和5,2023,173,10,163,4,8,－,4,－,1,－,4,－,－,6,144,－,－,－,1,－,－,－,－,－,1,3,30,14,－,14,2,23,25,7,18
私立,2,町田市,令和5,2023,497,41,456,16,13,5,19,2,2,1,26,1,11,16,383,－,－,－,1,－,－,－,－,－,1,31,203,16,4,12,10,69,82,41,41
私立,2,小金井市,令和5,2023,66,6,60,3,3,2,1,－,1,－,2,－,1,1,52,－,－,－,－,－,－,－,－,－,－,1,23,－,－,－,1,21,9,7,2
私立,2,小平市,令和5,2023,216,16,200,9,4,3,8,－,－,1,6,－,8,3,174,－,－,－,－,－,－,－,－,－,－,8,40,5,1,4,－,97,42,24,18
私立,2,日野市,令和5,2023,137,16,121,5,5,4,2,－,1,－,10,－,4,7,99,－,－,－,－,－,－,－,－,－,－,－,44,2,－,2,－,36,25,10,15
私立,2,東村山市,令和5,2023,136,10,126,3,4,4,2,－,1,2,11,－,4,1,103,－,－,－,－,－,－,－,－,－,1,6,60,2,－,2,7,20,26,14,12
私立,2,国分寺市,令和5,2023,67,4,63,3,1,－,4,－,－,－,1,－,－,1,57,－,－,－,－,－,－,－,－,－,－,－,8,2,－,2,－,4,12,7,5
私立,2,国立市,令和5,2023,69,7,62,2,3,－,5,－,2,1,4,－,1,4,47,－,－,－,－,－,－,－,－,－,－,1,12,7,1,6,5,－,20,9,11
私立,2,福生市,令和5,2023,34,2,32,1,3,1,2,－,－,－,2,－,8,－,17,－,－,－,－,－,－,－,－,－,－,1,6,－,－,－,－,28,6,4,2
私立,2,狛江市,令和5,2023,52,4,48,3,－,1,1,－,1,－,1,－,3,－,42,－,－,－,－,－,－,－,－,－,－,－,11,8,1,7,－,5,9,5,4
私立,2,東大和市,令和5,2023,42,3,39,2,－,－,3,－,－,－,3,－,－,1,33,－,－,－,－,－,－,－,－,－,－,2,28,－,－,－,－,4,11,5,6
私立,2,清瀬市,令和5,2023,126,8,118,5,2,－,4,－,－,1,5,－,15,2,92,－,－,－,－,－,－,－,－,－,－,1,10,3,－,3,5,15,22,13,9
私立,2,東久留米市,令和5,2023,93,6,87,4,2,2,3,－,－,－,1,－,－,－,81,－,－,－,－,－,－,－,－,－,－,2,9,－,－,－,－,15,21,11,10
私立,2,武蔵村山市,令和5,2023,51,7,44,4,－,1,2,－,－,－,1,－,2,－,38,－,－,－,－,－,－,－,－,2,1,3,19,14,－,14,－,2,17,10,7
私立,2,多摩市,令和5,2023,113,7,106,6,2,－,5,－,3,1,6,－,8,－,82,－,－,－,－,－,－,－,－,－,－,2,31,20,－,20,2,5,27,20,7
私立,2,稲城市,令和5,2023,126,8,118,4,3,3,4,－,－,－,4,－,5,1,102,－,－,－,－,－,－,－,－,－,－,－,7,1,－,1,－,20,28,11,17
私立,2,羽村市,令和5,2023,65,3,62,1,5,1,5,－,－,－,2,－,2,1,47,－,－,－,－,－,－,－,－,－,1,4,20,－,－,－,－,2,17,12,5
私立,2,あきる野市,令和5,2023,77,4,73,3,3,1,4,－,1,－,8,－,8,－,48,－,－,－,1,－,－,－,－,－,－,1,32,1,－,1,－,25,23,14,9
私立,2,西東京市,令和5,2023,179,15,164,7,5,4,5,－,1,－,6,－,－,4,141,－,－,－,－,－,－,－,1,－,5,7,34,7,1,6,6,23,34,19,15
私立,1,郡部,令和5,2023,42,7,35,1,3,1,3,－,－,－,2,－,2,5,25,－,－,－,－,－,－,－,－,－,－,－,4,－,－,－,－,2,8,3,5
私立,2,瑞穂町,令和5,2023,26,4,22,1,2,－,3,－,－,－,1,－,－,3,16,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－,4,1,3
私立,2,日の出町,令和5,2023,16,3,13,－,1,1,－,－,－,－,1,－,2,2,9,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－,－,2,4,2,2
私立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
２－５　幼稚園　区市町村、職名別教員数、教育補助員数及び職員数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注）教育補助員とは、教育活動の補助に当たっている者である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　3:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
