"全国地方公共団体コード","ID","地方公共団体名","施設名称","施設名称_カナ","施設名称_英字","営業の種類","業態","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","施設所在地_都道府県","施設所在地_市区町村","施設所在地_町字","施設所在地_番地以下","施設方書","緯度","経度","施設電話番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人名","法人番号","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"131083","131083E00136","江東区","ファミリーマート平野二丁目店","ファミリーマートヒラノニチョウメテン","","コンビニエンスストア","","131083","","東京都江東区平野二丁目2-20","東京都","江東区","平野2丁目","2-20","","35.676857","139.802935","(03)5621-5305","","","","1350023","株式会社ＡＲＩＳＵＴＯ","2010601033478","7-503-00216","2021-06-24","2021-06-24","2021-06-24","","","新規","",""
"131083","131083E00137","江東区","ファミリーマート江東福住二丁目店","ファミリーマートコウトウフクズミニチョウメテン","","コンビニエンスストア","","131083","","東京都江東区福住二丁目3-16","東京都","江東区","福住2丁目","3-16","","35.677412","139.793854","(03)5639-1320","","","","1350032","株式会社ＡＲＩＳＵＴＯ","2010601033478","7-503-00217","2021-06-24","2021-06-24","2021-06-24","","","新規","",""
"131083","131083E00138","江東区","亀戸升本すずしろ庵","カメイドマスモトスズシロアン","","弁当販売業","","131083","","東京都江東区富岡一丁目10-10石崎ビル1F","東京都","江東区","富岡1丁目","10-10 石崎ビル1F","","35.671211","139.798107","(03)3630-3855","","","","1350047","株式会社升本フーズ","6010601006273","7-503-00224","2021-06-24","2021-06-24","2021-06-24","","","新規","",""
"131083","131083E00139","江東区","ファミリーマート木場六丁目店","ファミリーマートキバロクチョウメテン","","コンビニエンスストア","","131083","","東京都江東区木場六丁目4-20","東京都","江東区","木場6丁目","4-20","","35.666824","139.807732","(03)5857-4515","","","","1350042","株式会社ＡＲＩＳＵＴＯ","2010601033478","7-503-00218","2021-06-24","2021-06-24","2021-06-24","","","新規","",""
"131083","131083E00140","江東区","京樽スシロー 門前仲町店","キョウタルスシロー モンゼンナカチョウテン","","弁当販売業","","131083","","東京都江東区富岡一丁目6-5大崎ビル1F","東京都","江東区","富岡1丁目","6-5 大崎ビル1F","","35.671218","139.796967","(03)3630-1054","","","","1350047","株式会社京樽","7010001195229","7-503-00232","2021-06-25","2021-06-25","2021-06-25","","","新規","",""
"131083","131083E00141","江東区","自立センターあけぼの","ジリツセンターアケボノ","","集団給食施設","社会福祉施設","131083","","東京都江東区塩浜二丁目5-20塩浜福祉プラザ3階","東京都","江東区","塩浜2丁目","5-20 塩浜福祉プラザ3階","","35.661911","139.805528","(03)3648-1245","","","","1350043","社会福祉法人のびのび福祉会","1010605001226","7-503-00229","2021-06-25","2021-06-25","2021-06-25","","","新規","",""
"131083","131083E00142","江東区","スターバックスコーヒー豊洲フォレシア店","スターバックスコーヒートヨスフォレシアテン","","その他の食料・飲料販売業","喫茶店","131083","","東京都江東区豊洲三丁目2-24豊洲フォレシア1階","東京都","江東区","豊洲3丁目","2-24 豊洲フォレシア1階","","35.657577","139.795103","(03)6219-7573","","","","1350061","スターバックスコーヒージャパン株式会社","7011001031943","7-503-00228","2021-06-25","2021-06-25","2021-06-25","","","新規","",""
"131083","131083E00143","江東区","信濃屋豊洲フォレシア店","シナノヤトヨスフォレシアテン","","飲食店営業","酒屋","131083","","東京都江東区豊洲三丁目2-24豊洲フォレシア1階","東京都","江東区","豊洲3丁目","2-24 豊洲フォレシア1階","","35.657577","139.795103","(03)5547-0770","","","","1350061","株式会社信濃屋食品","9010901005492","1-503-00546","2021-06-25","2021-06-25","2021-06-25","2028-06-30","","新規","",""
"131083","131083E00144","江東区","リストランテ・オリヴァ","リストランテ･オリヴァ","","集団給食施設","","131083","","東京都江東区豊洲一丁目2-8プレール・ロヴェ豊洲13階・14階","東京都","江東区","豊洲1丁目","2-8 プレール・ロヴェ豊洲13階・14階","","35.660838","139.792153","(03)3534-2413","","","","1350061","株式会社木下の介護","5011101054870","7-503-00238","2021-06-28","2021-06-28","2021-06-28","","","新規","",""
"131083","131083E00145","江東区","ルカデリオーガニックキッチン","ルカデリオーガニックキッチン","","弁当販売業","","131083","","東京都江東区青海二丁目2-1東京国際交流館プラザ平成1階","東京都","江東区","青海2丁目","2-1 東京国際交流館プラザ平成1階","","35.620752","139.776070","","","","","1350064","株式会社ルカデリオーガニックキッチン","6011001064572","7-503-00240","2021-06-28","2021-06-28","2021-06-28","","","新規","",""
"131083","131083E00146","江東区","フレッシュマート サンユー・タキ","フレッシュマート サンユー･タキ","","野菜果物販売業","青果販売","131083","","東京都江東区亀戸一丁目27-7","東京都","江東区","亀戸1丁目","27-7","","35.693828","139.825574","(03)5609-4159","","","","1360071","株式会社三友フレッシュフーズ","6010001044551","7-503-00251","2021-06-29","2021-06-29","2021-06-29","","","新規","",""
"131083","131083E00147","江東区","ジャンプ亀戸店","ジャンプカメイドテン","","食肉販売業","肉屋","131083","","東京都江東区亀戸二丁目6-2","東京都","江東区","亀戸2丁目","6-2","","35.700186","139.822571","(03)3684-1329","","","","1360071","株式会社ジャンプ","8011301003443","1-503-00519","2021-06-29","2021-06-29","2021-06-29","2028-06-30","","新規","",""
"131083","131083E00148","江東区","オーケー株式会社 亀戸店","オーケーカブシキガイシャ カメイドテン","","飲食店営業","寿司作業室","131083","","東京都江東区亀戸九丁目4-5","東京都","江東区","亀戸9丁目","4-5","","35.696392","139.840797","(03)5875-2561","","","","1360071","オーケー株式会社","6010801001974","1-503-00417","2021-06-29","2021-06-29","2021-06-29","2028-06-30","","新規","",""
"131083","131083E00149","江東区","オーケー株式会社 亀戸店","オーケーカブシキガイシャ カメイドテン","","飲食店営業","調理パン作業室","131083","","東京都江東区亀戸九丁目4-5","東京都","江東区","亀戸9丁目","4-5","","35.696392","139.840797","(03)5875-2561","","","","1360071","オーケー株式会社","6010801001974","1-503-00414","2021-06-29","2021-06-29","2021-06-29","2028-06-30","","新規","",""
"131083","131083E00150","江東区","オーケー株式会社 亀戸店","オーケーカブシキガイシャ カメイドテン","","飲食店営業","惣菜作業室","131083","","東京都江東区亀戸九丁目4-5","東京都","江東区","亀戸9丁目","4-5","","35.696392","139.840797","(03)5875-2561","","","","1360071","オーケー株式会社","6010801001974","1-503-00415","2021-06-29","2021-06-29","2021-06-29","2028-06-30","","新規","",""
"131083","131083E00151","江東区","オーケー株式会社 亀戸店","オーケーカブシキガイシャ カメイドテン","","飲食店営業","ローストビーフの小分け専用室","131083","","東京都江東区亀戸九丁目4-5","東京都","江東区","亀戸9丁目","4-5","","35.696392","139.840797","(03)5875-2561","","","","1360071","オーケー株式会社","6010801001974","1-503-00416","2021-06-29","2021-06-29","2021-06-29","2028-06-30","","新規","",""
"131083","131083E00152","江東区","オーケー株式会社 亀戸店","オーケーカブシキガイシャ カメイドテン","","食肉販売業","食肉販売","131083","","東京都江東区亀戸九丁目4-5","東京都","江東区","亀戸9丁目","4-5","","35.696392","139.840797","(03)5875-2561","","","","1360071","オーケー株式会社","6010801001974","1-503-00418","2021-06-29","2021-06-29","2021-06-29","2028-06-30","","新規","",""
"131083","131083E00153","江東区","オーケー株式会社 亀戸店","オーケーカブシキガイシャ カメイドテン","","魚介類販売業","魚介類販売業","131083","","東京都江東区亀戸九丁目4-5","東京都","江東区","亀戸9丁目","4-5","","35.696392","139.840797","(03)5875-2561","","","","1360071","オーケー株式会社","6010801001974","1-503-00419","2021-06-29","2021-06-29","2021-06-29","2028-06-30","","新規","",""
"131083","131083E00154","江東区","ココロラボインターナショナル大島","ココロラボインターナショナルオオジマ","","集団給食施設","","131083","","東京都江東区大島六丁目22-8サンロードコア","東京都","江東区","大島6丁目","22-8 サンロードコア","","35.692912","139.837191","(03)5858-6593","","","","1360072","株式会社ココロラボ","4010801019028","7-503-00245","2021-06-29","2021-06-29","2021-06-29","","","新規","",""
"131083","131083E00155","江東区","ココロラボインターナショナル大島（分園）","ココロラボインターナショナルオオジマ(ブンエン)","","集団給食施設","","131083","","東京都江東区大島六丁目22-9エピナール大島","東京都","江東区","大島6丁目","22-9 エピナール大島","","35.692748","139.837397","(03)5858-6593","","","","1360072","株式会社ココロラボ","4010801019028","7-503-00246","2021-06-29","2021-06-29","2021-06-29","","","新規","",""
"131083","131083E00156","江東区","有限会社ピコフードサービス","ユウゲンカイシャピコフードサービス","","コーヒー製造・加工業（飲料の製造を除く。）","","131083","","東京都江東区牡丹三丁目7-5イエムラビル1階","東京都","江東区","牡丹3丁目","7-5 イエムラビル1階","","35.668798","139.798325","(03)3641-0303","","","","1350046","有限会社ピコフードサービス","4010602029011","7-503-00249","2021-06-29","2021-06-29","2021-06-29","","","新規","",""
"131083","131083E00157","江東区","グローバルキッズしののめ園","グローバルキッズシノノメエン","","集団給食施設","保育園給食","131083","","東京都江東区東雲一丁目10-14プラウドシティ東雲キャナルマークス","東京都","江東区","東雲1丁目","10-14 プラウドシティ東雲キャナルマークス","","35.650544","139.802347","(03)3520-8310","","","","1350062","株式会社グローバルキッズ","7011801017596","7-503-00242","2021-06-29","2021-06-29","2021-06-29","","","新規","",""
"131083","131083E00158","江東区","初代 吉田","ショダイ ヨシダ","","飲食店営業","ホルモン屋","131083","","東京都江東区亀戸五丁目13-6東榮ビル1階","東京都","江東区","亀戸5丁目","13-6 東榮ビル1階","","35.699389","139.826180","(03)3637-5966","","","","1360071","株式会社亀吉","2010601038816","1-503-00517","2021-06-30","2021-06-30","2021-06-30","2028-06-30","","新規","",""
"131083","131083E00159","江東区","居酒屋 いっき 本店","イザカヤ イッキ ホンテン","","飲食店営業","","131083","","東京都江東区古石場二丁目14-1","東京都","江東区","古石場2丁目","14-1","","35.667244","139.800108","(03)5245-1777","","","","1350045","株式会社あさひ","8010601020495","1-503-00558","2021-06-30","2021-06-30","2021-06-30","2027-06-30","","新規","",""
"131083","131083E00160","江東区","ワイズマート辰巳店","ワイズマートタツミテン","","飲食店営業","総合スーパー","131083","","東京都江東区辰巳一丁目1-34辰巳ビル1F・B-1・2F一部","東京都","江東区","辰巳1丁目","1-34 辰巳ビル1F・B-1・2F一部","","35.647657","139.808998","(03)3521-4411","","","","1350053","株式会社ワイズマート","9040001030133","1-503-00501","2021-06-30","2021-06-30","2021-06-30","2028-06-30","","新規","",""
"131083","131083E00161","江東区","ワイズマート辰巳店","ワイズマートタツミテン","","飲食店営業","総合スーパー","131083","","東京都江東区辰巳一丁目1-34辰巳ビル1F・B-1・2F一部","東京都","江東区","辰巳1丁目","1-34 辰巳ビル1F・B-1・2F一部","","35.647657","139.808998","(03)3521-4411","","","","1350053","株式会社ワイズマート","9040001030133","1-503-00502","2021-06-30","2021-06-30","2021-06-30","2028-06-30","","新規","",""
"131083","131083E00162","江東区","ワイズマート辰巳店","ワイズマートタツミテン","","食肉販売業","総合スーパー","131083","","東京都江東区辰巳一丁目1-34辰巳ビル1F・B-1・2F一部","東京都","江東区","辰巳1丁目","1-34 辰巳ビル1F・B-1・2F一部","","35.647657","139.808998","(03)3521-4411","","","","1350053","株式会社ワイズマート","9040001030133","1-503-00504","2021-06-30","2021-06-30","2021-06-30","2028-06-30","","新規","",""
"131083","131083E00163","江東区","ワイズマート辰巳店","ワイズマートタツミテン","","魚介類販売業","総合スーパー","131083","","東京都江東区辰巳一丁目1-34辰巳ビル1F・B-1・2F一部","東京都","江東区","辰巳1丁目","1-34 辰巳ビル1F・B-1・2F一部","","35.647657","139.808998","(03)3521-4411","","","","1350053","株式会社ワイズマート","9040001030133","1-503-00505","2021-06-30","2021-06-30","2021-06-30","2028-06-30","","新規","",""
"131083","131083E00164","江東区","カゴンマコーヒー","カゴンマコーヒー","","コーヒー製造・加工業（飲料の製造を除く。）","","131083","","東京都江東区亀戸一丁目37-3-102","東京都","江東区","亀戸1丁目","37-3-102","","35.695810","139.824269","(03)5885-9335","","","","1360071","株式会社Ｍ＆Ａ ＪＡＰＡＮ","8120001165582","7-503-00261","2021-07-01","2021-07-01","2021-07-01","","","新規","",""
"131083","131083E00165","江東区","株式会社マンハッタンサービス新木場物流センター","カブシキガイシャマンハッタンサービスシンキバブツリュウセンター","","その他の食料・飲料販売業","","131083","","東京都江東区新木場四丁目6-15","東京都","江東区","新木場4丁目","6-15","","35.640069","139.837341","(03)5534-6368","","","","1360082","株式会社マンハッタンサービス","7013301020601","7-503-00262","2021-07-01","2021-07-01","2021-07-01","","","新規","",""
"131083","131083E00166","江東区","ＮＩＣＯ ２５ ＴＯ ＧＯ","NICO 25 TO GO(ニコ トゥー ゴー)","","調味料製造・加工業","","131083","","東京都江東区高橋11-11階","東京都","江東区","高橋","11 11階","","35.684963","139.798784","(03)3846-1211","","","","1350005","","","7-503-00260","2021-07-01","2021-07-01","2021-07-01","","","新規","",""
"131083","131083E00167","江東区","ｔｅｉ ＯＵＴ","tei OUT","","その他の食料・飲料販売業","カフェ","131083","","東京都江東区平野一丁目8-1SAN-IWAビル1階","東京都","江東区","平野1丁目","8-1 SAN-IWAビル1階","","35.679106","139.798968","(03)5809-9925","","","","1350023","島田川製作所株式会社","3010601059381","7-503-00263","2021-07-01","2021-07-01","2021-07-01","","","新規","",""
"131083","131083E00168","江東区","リンガーハット亀戸店","リンガーハットカメイドテン","","その他の食料・飲料販売業","","131083","","東京都江東区亀戸二丁目20-7百万両ビル地下1階","東京都","江東区","亀戸2丁目","20-7 百万両ビル地下1階","","35.697698","139.825390","(03)5627-8562","","","","1360071","リンガーハットジャパン株式会社","2310001003811","7-503-00269","2021-07-02","2021-07-02","2021-07-02","","","新規","",""
"131083","131083E00169","江東区","スターバックスコーヒーアーバンドック ららぽーと豊洲３ 地下１階店","スターバックスコーヒーアーバンドック ララポートトヨス3 チカ1カイテン","","その他の食料・飲料販売業","喫茶店","131083","","東京都江東区豊洲二丁目2-1アーバンドックららぽーと豊洲3地下1階","東京都","江東区","豊洲2丁目","2-1 アーバンドックららぽーと豊洲3地下1階","","35.654950","139.794216","(03)6204-2785","","","","1350061","スターバックスコーヒージャパン株式会社","7011001031943","7-503-00276","2021-07-02","2021-07-02","2021-07-02","","","新規","",""
"131083","131083E00170","江東区","スターバックスコーヒーららぽーと豊洲 シーサイドデッキ店","スターバックスコーヒーララポートトヨス シーサイドデッキテン","","その他の食料・飲料販売業","喫茶店","131083","","東京都江東区豊洲二丁目4-9アーバンドックららぽーと豊洲1階","東京都","江東区","豊洲2丁目","4-9 アーバンドックららぽーと豊洲1階","","35.655533","139.793099","(03)6910-1582","","","","1350061","スターバックスコーヒージャパン株式会社","7011001031943","7-503-00274","2021-07-02","2021-07-02","2021-07-02","","","新規","",""
"131083","131083E00171","江東区","スターバックスコーヒー豊洲センタービル店","スターバックスコーヒートヨスセンタービルテン","","その他の食料・飲料販売業","喫茶店","131083","","東京都江東区豊洲三丁目3-3豊洲センタービル店地下1階","東京都","江東区","豊洲3丁目","3-3 豊洲センタービル店地下1階","","35.655091","139.796642","(03)5548-1458","","","","1350061","スターバックスコーヒージャパン株式会社","7011001031943","7-503-00275","2021-07-02","2021-07-02","2021-07-02","","","新規","",""
"131083","131083E00172","江東区","株式会社野村商店","カブシキガイシャノムラショウテン","","食品の小分け業","","131083","","東京都江東区辰巳三丁目17-12","東京都","江東区","辰巳3丁目","17-12","","35.643508","139.820076","(03)3522-5212","","","","1350053","株式会社野村商店","4010601033055","1-503-00569","2021-07-02","2021-07-02","2021-07-02","2028-07-31","","新規","",""
"131083","131083E00173","江東区","スターバックスコーヒーダイバーシティ東京 プラザ店","スターバックスコーヒーダイバーシティトウキョウ プラザテン","","その他の食料・飲料販売業","喫茶店","131083","","東京都江東区青海一丁目1-10ダイバーシティ東京プラザ2階2190","東京都","江東区","青海1丁目","1-10 ダイバーシティ東京プラザ2階2190","","35.625010","139.775624","(03)3527-8175","","","","1350064","スターバックスコーヒージャパン株式会社","7011001031943","7-503-00272","2021-07-02","2021-07-02","2021-07-02","","","新規","",""
"131083","131083E00174","江東区","洲崎交通株式会社 駐車場","スザキコウツウカブシキガイシャ チュウシャジョウ","","調理の機能を有する自動販売機により食品を調理し、調理された食品を販売する営業","","131083","","東京都江東区東陽一丁目16-20-1階","東京都","江東区","東陽1丁目","16-20 1階","","35.667134","139.810166","","","","","1350016","サントリービバレッジソリューション株式会社","7011101056873","1-503-00621","2021-07-05","2021-07-05","2021-07-05","2026-07-31","","新規","",""
"131083","131083E00175","江東区","スターバックスコーヒー豊洲フォレシア店","スターバックスコーヒートヨスフォレシアテン","","飲食店営業","喫茶店","131083","","東京都江東区豊洲三丁目2-24豊洲フォレシア1階","東京都","江東区","豊洲3丁目","2-24 豊洲フォレシア1階","","35.657577","139.795103","(03)6219-7573","","","","1350061","スターバックスコーヒージャパン株式会社","7011001031943","1-503-00584","2021-07-05","2021-07-05","2021-07-05","2028-07-31","","新規","",""
"131083","131083E00176","江東区","Ｂｅｅｓｌｏｗ 清澄白河","Beeslow(ビースロー) キヨスミシラカワ","","その他の食料品製造・加工業","","131083","","東京都江東区白河一丁目3-1","東京都","江東区","白河1丁目","3-1","","35.680798","139.799542","(050)5359-7679","","","","1350021","株式会社Ｂｅｅｓｌｏｗ","5011001127438","7-503-00294","2021-07-06","2021-07-06","2021-07-06","","","新規","",""
"131083","131083E00177","江東区","Ａｐｉｓｆｏｒｍｕｌａ","Apisformula(アピスフォーミュラ)","","その他の食料品製造・加工業","","131083","","東京都江東区白河一丁目3-1","東京都","江東区","白河1丁目","3-1","","35.680798","139.799542","(050)3749-4122","","","","1350021","株式会社グランツインターナショナル","2011301025377","7-503-00292","2021-07-06","2021-07-06","2021-07-06","","","新規","",""
"131083","131083E00178","江東区","Ｂｅｅｓｌｏｗ Ｓｔａｎｄ","Beeslow Stand(ビースロー スタンド)","","その他の食料品製造・加工業","","131083","","東京都江東区白河一丁目3-1","東京都","江東区","白河1丁目","3-1","","35.680798","139.799542","(050)5359-7679","","","","1350021","株式会社風知","7010001188884","7-503-00293","2021-07-06","2021-07-06","2021-07-06","","","新規","",""
"131083","131083E00179","江東区","ＴＧＩ ＦＲＩＤＡＹＳ 有明ガーデン店","TGI FRIDAYS アリアケガーデンテン","","食肉販売業（包装済みの食肉のみの販売）","","131083","","東京都江東区有明二丁目1-8有明ガーデン5階","東京都","江東区","有明2丁目","1-8 有明ガーデン5階","","35.638567","139.792724","(03)6457-1395","","","","1350063","ワタミ株式会社","4010801012908","7-503-00299","2021-07-06","2021-07-06","2021-07-06","","","新規","",""
"131083","131083E00180","江東区","ＴＧＩ ＦＲＩＤＡＹＳ 有明ガーデン店 ①","TGI FRIDAYS アリアケガーデンテン 1","","弁当販売業","レストラン","131083","","東京都江東区有明二丁目1-8有明ガーデン2階中央吹き抜け広場","東京都","江東区","有明2丁目","1-8 有明ガーデン2階中央吹き抜け広場","","35.638567","139.792724","(03)6457-1395","","","","1350063","ワタミ株式会社","4010801012908","7-503-00296","2021-07-06","2021-07-06","2021-07-06","","","新規","",""
"131083","131083E00181","江東区","ＴＧＩ ＦＲＩＤＡＹＳ 有明ガーデン店 ③","TGI FRIDAYS アリアケガーデンテン 3","","弁当販売業","レストラン","131083","","東京都江東区有明二丁目1-8有明ガーデン2階KITANOACE前","東京都","江東区","有明2丁目","1-8 有明ガーデン2階KITANOACE前","","35.638567","139.792724","(03)6457-1395","","","","1350063","ワタミ株式会社","4010801012908","7-503-00298","2021-07-06","2021-07-06","2021-07-06","","","新規","",""
"131083","131083E00182","江東区","ＴＧＩ ＦＲＩＤＡＹＳ 有明ガーデン店 ②","TGI FRIDAYS アリアケガーデンテン 2","","弁当販売業","レストラン","131083","","東京都江東区有明二丁目1-9有明ガーデンギャラリー","東京都","江東区","有明2丁目","1-9 有明ガーデンギャラリー","","35.639049","139.793466","(03)6457-1395","","","","1350063","ワタミ株式会社","4010801012908","7-503-00297","2021-07-06","2021-07-06","2021-07-06","","","新規","",""
"131083","131083E00183","江東区","香??熟食店","シャンバロインショクテン","","飲食店営業","中華惣菜屋","131083","","東京都江東区亀戸五丁目16-21","東京都","江東区","亀戸5丁目","16-21","","35.699601","139.826127","","","","","1360071","","","1-503-00615","2021-07-07","2021-07-07","2021-07-07","2027-07-31","","新規","",""
"131083","131083E00184","江東区","大吉本店","ダイキチホンテン","","飲食店営業","居酒屋","131083","","東京都江東区大島二丁目35-8","東京都","江東区","大島2丁目","35-8","","35.692132","139.825927","(03)3681-3298","","","","1360072","有限会社佐々木商店","5010602002355","1-503-00589","2021-07-07","2021-07-07","2021-07-07","2028-07-31","","新規","",""
"131083","131083E00185","江東区","オリンピア","オリンピア","","その他の食料・飲料販売業","","131083","","東京都江東区北砂二丁目17-1アリオ北砂3F","東京都","江東区","北砂2丁目","17-1 アリオ北砂3F","","35.682804","139.825942","(03)6666-0205","","","","1360073","株式会社オリンピア","4180001035073","7-503-00309","2021-07-07","2021-07-07","2021-07-07","","","新規","",""
"131083","131083E00186","江東区","中華料理竹苑","チュウカリョウリタケエン","","飲食店営業","中華料理屋","131083","","東京都江東区南砂六丁目6-5","東京都","江東区","南砂6丁目","6-5","","35.673025","139.835413","(03)6666-4666","","","","1360076","株式会社竹苑","6010601059420","1-503-00623","2021-07-07","2021-07-07","2021-07-07","2027-07-31","","新規","",""
"131083","131083E00187","江東区","Ｋｕｍｙｙ’ｓ ＢＢＱ ＡＲＩＡＫＥ","","","飲食店営業","飲食店","131083","","東京都江東区有明一丁目5-22","東京都","江東区","有明1丁目","5-22","","35.637683","139.781417","","","","","1350063","株式会社コスモコーポレーション","4030001067494","1-503-00609","2021-07-07","2021-07-07","2021-07-07","2028-07-31","","新規","",""
"131083","131083E00188","江東区","Ｋｕｍｙｙ’ｓ ＢＢＱ ＡＲＩＡＫＥ","","","食肉販売業","","131083","","東京都江東区有明一丁目5-22","東京都","江東区","有明1丁目","5-22","","35.637683","139.781417","","","","","1350063","株式会社コスモコーポレーション","4030001067494","1-503-00610","2021-07-07","2021-07-07","2021-07-07","2028-07-31","","新規","",""
"131083","131083E00189","江東区","ひよこｃａｆ?","ヒヨコカフェ","","飲食店営業","洋食店","131083","","東京都江東区有明一丁目5-22","東京都","江東区","有明1丁目","5-22","","35.637683","139.781417","","","","","1350063","株式会社コスモコーポレーション","4030001067494","1-503-00607","2021-07-07","2021-07-07","2021-07-07","2028-07-31","","新規","",""
"131083","131083E00190","江東区","キャリー保育園にしおおじま","キャリーホイクエンニシオオジマ","","集団給食施設","","131083","","東京都江東区大島四丁目1-2UR4丁目団地2棟105","東京都","江東区","大島4丁目","1-2 UR4丁目団地2棟105","","35.687985","139.828448","(03)6807-0717","","","","1360072","スリーシーズ株式会社","5010001154789","7-503-00321","2021-07-08","2021-07-08","2021-07-08","","","新規","",""
"131083","131083E00191","江東区","ほっともっとグリル大島駅前店","ホットモットグリルオオジマエキマエテン","","飲食店営業","弁当屋","131083","","東京都江東区大島五丁目35-8","東京都","江東区","大島5丁目","35-8","","35.689737","139.836206","(03)5609-7802","","","","1360072","株式会社プレナス","2290001034974","1-503-00620","2021-07-08","2021-07-08","2021-07-08","2027-07-31","","新規","",""
"131083","131083E00192","江東区","ゆで太郎 新木場江東店","ユデタロウ シンキバコウトウテン","","飲食店営業","そば屋","131083","","東京都江東区新木場一丁目12-10","東京都","江東区","新木場1丁目","12-10","","35.641054","139.835805","(03)5534-6638","","","","1360082","信越食品株式会社","5010801005209","1-503-00567","2021-07-08","2021-07-08","2021-07-08","2028-07-31","","新規","",""
"131083","131083E00193","江東区","ｔｅｉ ＯＵＴ","tei OUT","","飲食店営業","カフェ","131083","","東京都江東区平野一丁目8-1SAN-IWAビル1階","東京都","江東区","平野1丁目","8-1 SAN-IWAビル1階","","35.679106","139.798968","(03)5809-9925","","","","1350023","島田川製作所株式会社","3010601059381","1-503-00605","2021-07-08","2021-07-08","2021-07-08","2027-07-31","","新規","",""
"131083","131083E00194","江東区","日本料理 國虎","ニホンリョウリ クニトラ","","飲食店営業","日本料理","131083","","東京都江東区門前仲町二丁目7-2熊井ビル1F","東京都","江東区","門前仲町2丁目","7-2 熊井ビル1F","","35.672594","139.796060","(03)5875-9866","","","","1350048","","","1-503-00549","2021-07-08","2021-07-08","2021-07-08","2028-07-31","","新規","",""
"131083","131083E00195","江東区","オール・オール","オール･オール","","その他の食料・飲料販売業","","131083","","東京都江東区潮見二丁目8-11東京イーストサイドホテル櫂会1階","東京都","江東区","潮見2丁目","8-11 東京イーストサイドホテル櫂会1階","","35.658918","139.817801","(03)3699-1403","","","","1350052","センコークリエイティブマネジメント株式会社","4010601050785","7-503-00325","2021-07-08","2021-07-08","2021-07-08","","","新規","",""
"131083","131083E00196","江東区","京進のほいくえんビーフェアおおじまタウン","キョウシンノホイクエンビーフェアオオジマタウン","","集団給食施設","","131083","","東京都江東区大島五丁目30-12","東京都","江東区","大島5丁目","30-12","","35.687758","139.835032","(03)5858-8373","","","","1360072","ビーフェア株式会社","7012701004882","7-503-00328","2021-07-09","2021-07-09","2021-07-09","","","新規","",""
"131083","131083E00197","江東区","株式会社三和海産","カブシキガイシャサンワカイサン","","魚介類販売業","","131083","","東京都江東区東砂七丁目11-18","東京都","江東区","東砂7丁目","11-18","","35.672319","139.839577","(03)3699-6777","","","","1360074","株式会社三和海産","8010601020776","1-503-00611","2021-07-09","2021-07-09","2021-07-09","2028-07-31","","新規","",""
"131083","131083E00198","江東区","イオンスタイル南砂","イオンスタイルミナミスナテン","","百貨店、総合スーパー","","131083","","東京都江東区南砂六丁目7-15","東京都","江東区","南砂6丁目","7-15","","35.671595","139.835574","(03)5677-3500","","","","1360076","イオンリテール株式会社","2040001000456","7-503-00329","2021-07-09","2021-07-09","2021-07-09","","","新規","",""
"131083","131083E00199","江東区","アンサンブル","アンサンブル","","菓子製造業","ホテル","131083","","東京都江東区潮見二丁目8-11東京イーストサイドホテル櫂会2階","東京都","江東区","潮見2丁目","8-11 東京イーストサイドホテル櫂会2階","","35.658918","139.817801","(03)3699-1403","","","","1350052","センコークリエイティブマネジメント株式会社","4010601050785","1-503-00591","2021-07-09","2021-07-09","2021-07-09","2028-07-31","","新規","",""
"131083","131083E00200","江東区","ＳＡＬＡＭ ＫＥＢＡＢ","SALAM KEBAB","","飲食店営業","ケバブ","131083","","東京都江東区都内一円","東京都","江東区","","都内一円","","35.673078","139.816968","","","","","1350000","","","1-503-00657","2021-07-09","2021-07-09","2021-07-09","2026-07-31","","新規","自動車による食品営業に係る営業許可等の取扱要綱で定めた給水タンクの容量に応じた食品及び食器類の取扱いに限る。",""
"131083","131083E00201","江東区","株式会社１０１０．えびす","カブシキガイシャ1010.エビス","","器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","131083","","東京都江東区亀戸七丁目23-9","東京都","江東区","亀戸7丁目","23-9","","35.699029","139.836759","","","","","1360071","株式会社１０１０．えびす","4010601055603","7-503-00341","2021-07-13","2021-07-13","2021-07-13","","","新規","",""
"131083","131083E00202","江東区","Ｍａｈａｌｏｈａ","Mahaloha(マハロハ)","","飲食店営業","鉄板焼き","131083","","東京都江東区南砂五丁目3-7","東京都","江東区","南砂5丁目","3-7","","35.676835","139.827666","(03)5634-0573","","","","1360076","有限会社Ｌｉｃｅｒｅ・Ｓｅｋｉｇｕｃｈｉ","5010602032492","1-503-00601","2021-07-13","2021-07-13","2021-07-13","2027-07-31","","新規","",""
"131083","131083E00203","江東区","ビストロ シピ","ビストロ シピ","","そうざい製造業","","131083","","東京都江東区森下一丁目5-81階","東京都","江東区","森下1丁目","5 81階","","35.686732","139.798155","(03)6659-4297","","","","1350004","株式会社ミネット","2010601055803","1-503-00537","2021-07-13","2021-07-13","2021-07-13","2027-07-31","","新規","",""
